,Concept_ID,et,la
261,Geist::N,vaim,mens
262,Geist::N,vaim,animus
263,Gedanke::N,mõte,sententia
264,Gedächtnis::N,mälu,memoria
265,Verstand::N,aru,ratio
266,Verstand::N,aru,ingenium
267,Verstand::N,mõistus,ratio
268,Verstand::N,mõistus,ingenium
269,Sinn::N,tähendus,sensus
270,Grund::N,põhjus,causa
271,Wahrheit::N,tõde,veritas
272,Gespräch::N,kõne,sermo
273,Gespräch::N,vestlus,sermo
274,Märchen::N,muinasjutt,fabula
275,Erzählung::N,jutustus,fabula
276,Erzählung::N,jutustus,narratio
277,Nachricht::N,teade,nuntius
278,Neuigkeit::N,uudis,novitas
279,Name::N,nimi,nomen
280,Rätsel::N,mõistatus,aenigma
281,Rede::N,kõne,oratio
282,Sprache::N,keel,lingua
283,Stimme::N,hääl,vox
284,Wort::N,sõna,verbum
285,Wort::N,sõna,vocabulum
286,Zeichen::N,märk,signum
287,Ruf::N,hüüe,clamor
288,Lärm::N,müra,strepitus
289,Laut::N,hääl,sonus
290,Ton::N,toon,sonus
291,Lied::N,laul,carmen
292,Ruhe::N,rahu,quies
293,Ruhe::N,vaikus,quies
294,Leute::N,inimesed,homines
295,Volk::N,rahvas,populus
296,Arbeit::N,töö,labor
297,Gast::N,külaline,hospes
298,Gast::N,külaline,conviva
299,Geschenk::N,kingitus,munus
300,Spiel::N,mäng,ludus
301,Gesellschaft::N,selts,societas
302,Hilfe::N,abi,auxilium
303,Hilfe::N,abi,subsidium
304,Freund::N,sõber,amicus
305,Kamerad::N,sõber,socius
306,Angelegenheit::N,asi,res
307,Anzahl::N,arv,numerus
308,Anzahl::N,hulk,numerus
309,Art::N,liik,genus
310,Stück::N,tükk,frustum
311,Stück::N,tükk,fragmentum
312,Teil::N,osa,pars
313,Hälfte::N,pool,dimidium
314,Kreis::N,ring,orbis
315,Kreis::N,ring,circus
316,Kreuz::N,rist,crux
317,Linie::N,joon,linea
318,Strich::N,joon,lineamentum
319,Abstand::N,vahe,intervallum
320,Entfernung::N,kaugus,spatium
321,Entfernung::N,vahemaa,spatium
322,Gegend::N,ümbrus,loca
323,Gegend::N,ümbrus,regio
324,Platz::N,ruum,locus
325,Ort::N,paik,locus
326,Seite::N,pool,latus
327,Mitte::N,keskpaik,medium
328,Gegenstand::N,ese,res
329,Sache::N,ese,res
330,Rand::N,äär,margo
331,Rand::N,serv,margo
332,Kante::N,kant,angulus
333,Ecke::N,nurk,angulus
334,Spitze::N,teravik,cacumen
335,Ende::N,ots,caput
336,Ende::N,jupp,caput
337,Loch::N,auk,foramen
338,Winkel::N,nurk,angulus
339,Muster::N,muster,exemplum
340,Größe::N,suurus,magnitudo
341,Länge::N,pikkus,longitudo
342,Höhe::N,kõrgus,altitudo
343,Gewicht::N,kaal,pondus
344,Gewicht::N,raskus,pondus
345,Menge::N,arv,copia
346,Menge::N,hulk,copia
347,Haufen::N,hunnik,acervus
348,Reihe::N,rivi,ordo
349,Boot::N,paat,navicula
350,Ruder::N,aer,remus
351,Schlitten::N,saan,sclodia
352,Ski::N,suusk,narta
353,Lagerfeuer::N,lõke,ignis
354,Last::N,koorem,onus
355,Gang::N,käik,cursus
356,Schritt::N,samm,gradus
357,Norden::N,põhi,septentriones
358,Süden::N,lõuna,meridies
359,Westen::N,lääs,occidens
360,Osten::N,ida,oriens
361,Holz::N,puu,lignum
362,Brett::N,saelaud,tabula
363,Platte::N,plaat,lamina
364,Stütze::N,tugi,adminiculum
365,Stange::N,latt,pertica
366,Stange::N,teivas,pertica
367,Stock::N,kepp,baculum
368,Stab::N,varras,scipio
369,Rohr::N,toru,tubus
370,Haus::N,maja,aedes
371,Heim::N,kodu,domicilium
372,Ofen::N,ahi,fornax
373,Fußboden::N,põrand,solum
374,Tisch::N,laud,mensa
375,Stuhl::N,tool,sella
376,Wiege::N,häll,cunae
377,Wiege::N,kätki,cunae
378,Bett::N,voodi,lectus
379,Regal::N,riiul,foruli
380,Kiste::N,kast,cista
381,Fenster::N,aken,fenestra
382,Tür::N,uks,ianua
383,Tor::N,värav,porta
384,Zaun::N,aed,saepes
385,Zaun::N,tara,saepes
386,Dach::N,katus,tectum
387,Leiter::N,redel,scalae
388,Besen::N,luud,scopae
389,Spaten::N,labidas,pala
390,Schaufel::N,kühvel,pala
391,Gabel::N,kahvel,fuscinula
392,Löffel::N,lusikas,coclear
393,Messer::N,nuga,culter
394,Nagel::N,nael,clavus
395,Netz::N,võrk,rete
396,Haken::N,haak,hamus
397,Haken::N,konks,hamus
398,Griff::N,sang,manubrium
399,Griff::N,käepide,manubrium
400,Schloss::N,lukk,claustra
401,Bild::N,pilt,tabula
402,Bild::N,pilt,pictura
403,Figur::N,kuju,statunculum
404,Figur::N,kujund,statunculum
405,Puppe::N,nukk,pupa
406,Beutel::N,paun,sacculus
407,Bündel::N,kimp,fascis
408,Tasche::N,kott,sacculus
409,Eimer::N,pang,situla
410,Eimer::N,ämber,situla
411,Deckel::N,kaas,operculum
412,Geschirr::N,nõud,vasa
413,Sack::N,kott,saccus
414,Tasse::N,tass,pocillum
415,Topf::N,pada,olla
416,Kessel::N,pada,aenum
417,Essen::N,söök,cena
418,Nahrung::N,toit,cibus
419,Nahrung::N,toit,alimenta
420,Speise::N,roog,cibus
421,Fleisch::N,liha,caro
422,Getreide::N,teravili,frumentum
423,Brei::N,puder,puls
424,Brot::N,sai,panis
425,Brot::N,leib,panis
426,Scheibe::N,viil,frustum
427,Scheibe::N,viilukas,frustum
428,Fett::N,rasv,pingue
429,Butter::N,või,butȳrum
430,Öl::N,õli,oleum
431,Salz::N,sool,sal
432,Suppe::N,supp,ius
433,Honig::N,mesi,mel
434,Milch::N,piim,lac
435,Tee::N,tee,thea
436,Leder::N,nahk,corium
437,Wolle::N,vill,lana
438,Stoff::N,kangas,textum
439,Nadel::N,nõel,acus
440,Faden::N,niit,filum
441,Knopf::N,nööp,bulla
442,Knoten::N,sõlm,nodus
443,Farbe::N,värv,pigmentum
444,Kleidung::N,riided,vestimenta
445,Kleidung::N,riietus,vestimenta
446,Hemd::N,särk,tunica
447,Kragen::N,krae,collare
448,Ärmel::N,varrukas,manica
449,Hose::N,püksid,bracae
450,Gürtel::N,vöö,cingulum
451,Mütze::N,müts,pilleus
452,Schuh::N,king,calceus
453,Stiefel::N,saabas,pero
454,Stiefel::N,saabas,caliga
455,Ring::N,sõrmus,anulus
456,Band::N,lint,redimiculum
457,Kamm::N,kamm,pecten
458,Spiegel::N,peegel,speculum
459,Riemen::N,rihm,lorum
460,Schnur::N,nöör,linum
461,Leine::N,jalutusrihm,retinaculum
462,Decke::N,tekk,lodix
463,Kissen::N,padi,pulvinus
464,Tuch::N,kalev,velum
465,Handtuch::N,käterätik,mantele
466,Kraft::N,jõud,vis
467,Stärke::N,tugevus,robur
468,Gesundheit::N,tervis,valetudo
469,Krankheit::N,haigus,morbus
470,Schmerz::N,valu,dolor
471,Wunde::N,haav,vulnus
472,Fieber::N,palavik,febris
473,Arznei::N,ravim,remedium
474,Brücke::N,sild,pons
475,Brunnen::N,kaev,puteus
476,Weide::N,karjamaa,pascua
477,Pfad::N,rada,semita
478,Weg::N,tee,iter
479,Straße::N,tee,via
480,Dorf::N,küla,vicus
481,Stadt::N,linn,urbs
482,Stadt::N,linn,oppidum
483,Brief::N,kiri,epistula
484,Buch::N,raamat,liber
485,Buchstabe::N,täht,littera
486,Zeitung::N,ajaleht,diurnum
487,Leben::N,elu,vita
488,Tod::N,surm,mors
489,Grab::N,haud,sepulcrum
490,Kirche::N,kirik,ecclesia
491,Sünde::N,patt,peccatum
492,Gott::N,jumal,deus
493,Arbeiter::N,tööline,operarius
494,Chef::N,ülemus,praefectus
495,Chef::N,juhataja,praefectus
496,Meister::N,meister,magister
497,Arzt::N,arst,medicus
498,Lehrer::N,õpetaja,magister
499,Geld::N,raha,aes
500,Geld::N,raha,pecunia
501,Geschäft::N,äri,negotium
502,Laden::N,pood,taberna
503,Laden::N,kauplus,taberna
504,Preis::N,hind,pretium
505,Ware::N,kaup,merx
506,Nutzen::N,tulu,utilitas
507,Nutzen::N,kasulikkus,utilitas
508,Reichtum::N,rikkus,opes
509,Reichtum::N,rikkus,divitiae
510,Welt::N,maailm,mundus
511,Land::N,maa,terra
512,Staat::N,riik,res publica
513,König::N,kuningas,rex
514,Macht::N,võim,potestas
515,Grenze::N,piir,limes
516,Krieg::N,sõda,bellum
517,Feind::N,vaenlane,inimicus
518,Gewalt::N,väevõim,vis
519,Kampf::N,võitlus,pugna
520,Bogen[Waffe]::N,vibu,arcus
521,Pfeil::N,nool,sagitta
522,Gewehr::N,püss,sclopetum
523,Fehler::N,viga,error
524,Lüge::N,vale,mendacium
525,Schaden::N,kahju,damnum
526,Schaden::N,kahju,detrimentum
527,Unglück::N,häda,miseria
528,Unglück::N,häda,calamitas
529,Unglück::N,õnnetus,miseria
530,Unglück::N,õnnetus,calamitas
531,Schuld::N,süü,culpa
532,Alter::N,iga,aetas
533,Schluss::N,lõpp,finis
534,Zeit::N,aeg,tempus
535,Tag::N,päev,dies
536,Morgen::N,hommik,mane
537,Mittag::N,lõuna,meridies
538,Mittag::N,keskpäev,meridies
539,Abend::N,õhtu,vesper
540,Nacht::N,öö,nox
541,Woche::N,nädal,septimana
542,Monat::N,kuu,mensis
543,Jahr::N,aasta,annus
544,Frühling::N,kevad,ver
545,Sommer::N,suvi,aestas
546,Herbst::N,sügis,autumnus
547,Winter::N,talv,hiems
548,Januar::N,jaanuar,Ianuarius
549,Februar::N,veebruar,Februarius
550,März::N,märts,Martius
551,April::N,aprill,Aprilis
552,Mai::N,mai,Maius
553,Juni::N,juuni,Iunius
554,Juli::N,juuli,Iulius
555,August::N,august,Augustus
556,September::N,september,September
557,Oktober::N,oktoober,Octobris
558,November::N,november,Novembris
559,Dezember::N,detsember,December
560,Montag::N,esmaspäev,dies lunae
561,Dienstag::N,teisipäev,dies Martis 
562,Mittwoch::N,kesknädal,dies Mercurii
563,Donnerstag::N,neljapäev,dies Iovis
564,Freitag::N,reede,dies Veneris
565,Samstag::N,laupäev,dies Saturni
566,Sonntag::N,pühapäev,dominicus
567,Sonntag::N,pühapäev,dies solis
568,groß::A,suur,magnus
569,klein::A,väike,parvus
570,klein::A,pisike,parvus
571,lang::A,pikk,longus
572,kurz::A,lühike,brevis
573,breit::A,lai,latus
574,schmal::A,kitsas,angustus
575,dicht::A,tihe,densus
576,dick[Gegenstand]::A,jäme,crassus
577,dünn::A,õhuke,tenuis
578,dünn::A,peenike,tenuis
579,fein::A,peen,subtilis
580,fein::A,õhuke,subtilis
581,fest::A,püsiv,solidus
582,fest::A,püsiv,stabilis
583,fest::A,kindel,solidus
584,fest::A,kindel,stabilis
585,flach::A,lame,planus
586,flach::A,tasane,planus
587,glatt::A,sile,levis
588,hart::A,kõva,durus
589,weich::A,pehme,mollis
590,rund::A,ümar,rotundus
591,spitz::A,torkav,acutus
592,scharf::A,terav,acer
593,stumpf::A,nüri,hebes
594,schwer::A,raske,gravis
595,schön::A,kena,pulcher
596,schön::A,kena,formosus
597,heiß::A,kuum,fervidus
598,heiß::A,palav,fervidus
599,warm::A,soe,calidus
600,kalt::A,külm,frigidus
601,kühl::A,jahe,frigidus
602,frisch::A,värske,recens
603,feucht::A,niiske,umidus
604,nass::A,märg,madidus
605,trocken::A,kuiv,aridus
606,voll::A,täis,plenus
607,leer::A,tühi,vacuus
608,offen::A,avatud,apertus
609,offen::A,lahtine,apertus
610,geschlossen::A,suletud,clausus
611,sauber::A,puhas,lautus
612,schmutzig::A,räpane,sordidus
613,schmutzig::A,määrdunud,sordidus
614,roh::A,toores,crudus
615,reif::A,küps,maturus
616,lecker::A,hõrk,delicatus
617,lecker::A,maitsev,delicatus
618,süß::A,magus,dulcis
619,bitter::A,mõru,amarus
620,bitter::A,mõru,acerbus
621,sauer::A,hapu,acidus
622,hell::A,hele,clarus
623,dunkel::A,pime,obscurus
624,schwarz::A,must,niger
625,weiß::A,valge,albus
626,rot::A,punane,ruber
627,gelb::A,kollane,flavus
628,blau::A,sinine,caeruleus
629,grün::A,roheline,viridis
630,grau::A,hall,canus
631,bunt::A,kirju,varius
632,bunt::A,värviline,varius
633,billig::A,odav,vilis
634,teuer::A,kallis,carus
635,wertvoll::A,väärtuslik,pretiosus
636,blind::A,pime,caecus
637,taub::A,kurt,surdus
638,kräftig::A,jõuline,robustus
639,stark::A,tugev,firmus
640,stark::A,tugev,validus
641,schwach::A,nõrk,debilis
642,schwach::A,nõrk,infirmus
643,schwach::A,jõuetu,debilis
644,schwach::A,jõuetu,infirmus
645,fett::A,rasvane,crassus
646,schlank::A,sale,procerus
647,hübsch::A,kena,pulcher
648,böse::A,tige,improbus
649,dumm::A,juhm,stultus
650,dumm::A,juhm,stupidus
651,dumm::A,rumal,stultus
652,dumm::A,rumal,stupidus
653,faul::A,laisk,piger
654,fleißig::A,virk,sedulus
655,fleißig::A,hoolas,sedulus
656,geizig::A,ihne,avarus
657,klug::A,tark,prudens
658,klug::A,arukas,prudens
659,klug::A,mõistlik,prudens
660,geschickt::A,osav,sollers
661,lieb::A,armas,carus
662,lustig::A,lõbus,iocosus
663,sanft::A,õrn,clemens
664,hungrig::A,näljane,impastus
665,krank::A,haige,aeger
666,nackt::A,alasti,nudus
667,traurig::A,kurb,maestus
668,lebendig::A,elus,vivus
669,gut::A,hea,bonus
670,schlecht::A,halb,malus
671,richtig::A,õige,rectus
672,schlimm::A,paha,malus
673,wahr::A,tõene,verus
674,alt::A,vana,antiquus
675,neu::A,uus,novus
676,ehemalig::A,endine,pristinus
677,alt[Lebewesen]::A,vana,vetus
678,jung::A,noor,iuvenis
679,arm::A,vaene,pauper
680,reich::A,rikas,dives
681,bekannt::A,teada,notus
682,bekannt::A,tuttav,notus
683,berühmt::A,tuntud,celeber
684,berühmt::A,tuntud,illustris
685,fremd::A,võõras,peregrinus
686,verschieden::A,erinev,varius
687,nah::A,lähedane,propinquus
688,fern::A,kauge,longinquus
689,linker::A,vasak,sinister
690,rechter::A,parem,dexter
691,anderer::A,muu,alius
692,anderer::A,teine,alius
693,erster::A,esimene,primus
694,zweiter::A,teine,secundus
695,dritter::A,kolmas,tertius
696,letzter::A,viimane,ultimus
697,allein::ADV,üksi,solum
698,auf einmal::ADV,korraga,simul
699,auf einmal::ADV,ühekorraga,simul
700,zusammen::ADV,koos,una
701,zusammen::ADV,üheskoos,una
702,lange::ADV,kaua,diu
703,plötzlich::ADV,äkki,subito
704,plötzlich::ADV,äkki,repente
705,plötzlich::ADV,järsku,subito
706,plötzlich::ADV,järsku,repente
707,sofort::ADV,kohe,statim
708,später::ADV,hiljem,postea
709,jetzt::ADV,nüüd,nunc
710,heute::ADV,täna,hodie
711,morgen::ADV,homme,cras
712,bald::ADV,pea,mox
713,bald::ADV,varsti,mox
714,dann::ADV,siis,deinde
715,gestern::ADV,eile,heri
716,einst::ADV,vanasti,olim
717,damals::ADV,tookord,tum
718,danach::ADV,seejärel,postea
719,vorher::ADV,enne,antea
720,zuerst::ADV,enne,primo
721,zuerst::ADV,esmalt,primo
722,einmal::ADV,kord,semel
723,einmal::ADV,üks kord,semel
724,manchmal::ADV,mõnikord,interdum
725,oft::ADV,tihti,saepe
726,oft::ADV,sageli,saepe
727,immer::ADV,ikka,semper
728,immer::ADV,alati,semper
729,niemals::ADV,mitte kunagi,numquam
730,hier::ADV,siin,hic
731,hierhin::ADV,siia,huc
732,von hier::ADV,siit,hinc
733,dort::ADV,seal,ibi
734,dorthin::ADV,sinna,eo
735,geradeaus::ADV,otse edasi,recte
736,vorwärts::ADV,edasi,porro
737,rückwärts::ADV,tagurpidi,retro
738,zurück::ADV,tagasi,retro
739,unten::ADV,all,infra
740,unten::ADV,allpool,infra
741,hinab::ADV,alla,pessum
742,oben::ADV,ülal,supra
743,hinauf::ADV,üles,sursum
744,überall::ADV,kõikjal,ubique
745,nicht::ADV,ei,non
746,nicht::ADV,mitte,non
747,ein wenig::ADV,veidi,paulum
748,ein wenig::ADV,natuke,paulum
749,kaum::ADV,vaevalt,vix
750,kaum::ADV,vaevalt,aegre
751,sehr::ADV,väga,valde
752,sehr::ADV,väga,magnopere
753,so::ADV,nii,ita
754,noch::ADV,veel,etiam
755,nur::ADV,ainult,solum
756,nur::ADV,ainult,tantum
757,schon::ADV,juba,iam
758,wieder::ADV,jälle,rursus
759,vergebens::ADV,asjata,frustra
760,vor::PRP,ees,ante
761,hinter::PRP,taha,post
762,unter::PRP,all,sub
763,durch::PRP,läbi,per
764,durch::PRP,kaudu,per
765,neben::PRP,kõrval,iuxta
766,zwischen::PRP,vahel,inter
767,wegen::PRP,tõttu,propter
768,wegen::PRP,pärast,propter
769,dies::PRN,see,hoc
770,das::PRN,see,id
771,alles::PRN,kõik,omnia
772,ich::PRN,mina,ego
773,du::PRN,sina,tu
774,er::PRN,tema,is
775,er::PRN,tema,ille
776,wir::PRN,me,nos
777,ihr::PRN,te,vos
778,sie::PRN,nad,ii
779,sie::PRN,nad,illi
780,was::FPRN,mis,quid
781,wer::FPRN,kes,quis
782,wo::FADV,kus,ubi
783,wohin::FADV,kuhu,quo
784,wie::FADV,kuidas,quomodo
785,warum::FADV,miks,cur
786,wieviel::FNUM,mitu,quantum
787,wieviel::FNUM,kui palju,quantum
788,eins::NUM,üks,unus
789,zwei::NUM,kaks,duo
790,drei::NUM,kolm,tres
791,vier::NUM,neli,quattuor
792,fünf::NUM,viis,quinque
793,sechs::NUM,kuus,sex
794,sieben::NUM,seitse,septem
795,acht::NUM,kaheksa,octo
796,neun::NUM,üheksa,novem
797,zehn::NUM,kümme,decem
798,elf::NUM,üksteist,undecim
799,zwölf::NUM,kaksteist,duodecim
800,zwanzig::NUM,kakskümmend,viginti
801,dreißig::NUM,kolmkümmend,triginta
802,vierzig::NUM,nelikümmend,quadraginta
803,fünfzig::NUM,viiskümmend,quinquaginta
804,sechzig::NUM,kuuskümmend,sexaginta
805,siebzig::NUM,seitsekümmend,septuaginta
806,achtzig::NUM,kaheksakümmend,octoginta
807,neunzig::NUM,üheksakümmend,nonaginta
808,hundert::NUM,sada,centum
809,tausend::NUM,tuhat,mille
810,und::CNJ,ja,et
811,und::CNJ,ja,-que
812,oder::CNJ,või,vel
813,stehen::V,seisma,stare
814,sitzen::V,istuma,sedere
815,liegen::V,lamama,iacere
816,hängen::V,rippuma,pendere
817,werden::V,saama,fieri
818,werden::V,hakkama,fieri
819,passieren::V,juhtuma,accidere
820,beginnen::V,algama,incipere
821,beginnen::V,hakkama,incipere
822,enden::V,lõppema,finem habere
823,wechseln::V,vahelduma,mutari
824,aufgehen[Sonne]::V,tõusma,oriri
825,untergehen[Sonne]::V,loojuma,occidere
826,scheinen[Sonne]::V,paistma,lucere
827,donnern::V,kõmisema,tonare
828,wehen::V,puhuma,flare
829,strömen::V,voolama,fluere
830,fließen::V,voolama,manare
831,sich drehen::V,pöörduma,torqueri
832,schwanken::V,kõikuma,vacillare
833,schwingen::V,võnkuma,vibrare
834,fallen::V,langema,cadere
835,brennen::V,põlema,ardere
836,rauchen::V,suitsema,fumare
837,regnen::V,sadama,pluere
838,gefrieren::V,kinni külmuma,congelari
