,Concept_ID,fr,en
62,Traum::N,songe,dream
63,Himmel::N,ciel,sky
64,Sonne::N,soleil,sun
65,Mond::N,lune,moon
66,Stern::N,étoile,star
67,Luft::N,air,air
68,Wind::N,vent,wind
69,Welle::N,vague,wave
70,Wasser::N,eau,water
71,Stein::N,pierre,stone
72,Boden::N,sol,soil
73,Boden::N,sol,ground
74,Boden::N,terrain,soil
75,Boden::N,terrain,ground
76,Erde::N,terre,earth
77,Staub::N,poussière,dust
78,Rauch::N,fumée,smoke
79,Funke::N,étincelle,spark
80,Feuer::N,feu,fire
81,Licht::N,lumière,light
82,Schatten::N,ombre,shadow
83,Wetter::N,temps,weather
84,Nebel::N,brume,fog
85,Nebel::N,brouillard,fog
86,Wolke::N,nuage,cloud
87,Regen::N,pluie,rain
88,Schnee::N,neige,snow
89,Eis::N,glace,ice
90,Frost::N,gel,frost
91,Frost::N,gelée,frost
92,Kälte::N,froid,chill
93,Hitze::N,chaleur,heat
94,Raureif::N,givre,hoarfrost
95,Regenbogen::N,arc-en-ciel,rainbow
96,Donner::N,tonnerre,thunder
97,Strömung::N,courant,current
98,Tropfen::N,goutte,drop
99,Schaum::N,écume,foam
100,Schaum::N,mousse,foam
101,Schmutz::N,boue,dirt
102,Schmutz::N,saleté,dirt
103,See::N,lac,lake
104,Sumpf::N,marais,swamp
105,Sumpf::N,marécage,swamp
106,Moor::N,tourbière,moor
107,Wiese::N,pré,meadow
108,Wald::N,bois,forest
109,Wald::N,forêt,forest
110,Hügel::N,coteau,hill
111,Hügel::N,colline,hill
112,Anhöhe::N,éminence,elevation
113,Anhöhe::N,élévation,elevation
114,Berg::N,mont,mountain
115,Berg::N,montagne,mountain
116,Gipfel::N,cime,summit
117,Gipfel::N,sommet,summit
118,Höhle::N,caverne,cave
119,Abhang::N,pente,slope
120,Abhang::N,versant,slope
121,Quelle::N,source,source
122,Quelle::N,fontaine,source
123,Bach::N,ruisseau,brook
124,Fluss::N,fleuve,river
125,Fluss::N,rivière,river
126,Ufer::N,bord,shore
127,Ufer::N,rivage,shore
128,Küste::N,côte,coast
129,Festland::N,terre ferme,land
130,Meer::N,mer,sea
131,Bucht::N,baie,cove
132,Insel::N,île,island
133,Blume::N,fleur,flower
134,Gras::N,herbe,grass
135,Wurzel::N,racine,root
136,Baum::N,arbre,tree
137,Stamm::N,tronc,trunk
138,Rinde::N,écorce,bark
139,Ast::N,branche,limb
140,Zweig::N,rameau,branch
141,Blatt::N,feuille,leaf
142,Birke::N,bouleau,birch
143,Kiefer[Baum]::N,pin,pine
144,Weide[Baum]::N,saule,willow
145,Tanne::N,sapin,fir
146,Horn::N,corne,horn
147,Feder::N,plume,feather
148,Fell::N,peau,fur
149,Flügel::N,aile,wing
150,Klaue::N,serre,claw
151,Kralle::N,ongle,claw
152,Kralle::N,griffe,claw
153,Schwanz::N,queue,tail
154,Ei::N,œuf,egg
155,Nest::N,nid,nest
156,Bau::N,terrier,lair
157,Tier::N,animal,animal
158,Herde::N,troupeau,flock
159,Kuh::N,vache,cow
160,Bulle::N,taureau,bull
161,Pferd::N,cheval,horse
162,Schaf::N,mouton,sheep
163,Schwein::N,porc,pig
164,Schwein::N,cochon,pig
165,Hund::N,chien,dog
166,Katze::N,chat,cat
167,Bär::N,ours,bear
168,Eichhörnchen::N,écureuil,squirrel
169,Elch::N,élan,elk
170,Fuchs::N,renard,fox
171,Hase::N,lièvre,hare
172,Maus::N,souris,mouse
173,Wolf::N,loup,wolf
174,Vogel::N,oiseau,bird
175,Schwarm::N,nuée,swarm
176,Schwarm::N,volée,swarm
177,Huhn::N,poule,chicken
178,Hahn::N,coq,cock
179,Gans::N,oie,goose
180,Adler::N,aigle,eagle
181,Ente::N,canard,duck
182,Eule::N,hibou,owl
183,Kranich::N,grue,crane
184,Krähe::N,corneille,crow
185,Kuckuck::N,coucou,cuckoo
186,Schwan::N,cygne,swan
187,Fisch::N,poisson,fish
188,Barsch::N,perche,perch
189,Hecht::N,brochet,pike
190,Schlange[Tier]::N,serpent,snake
191,Wurm::N,ver,worm
192,Spinne::N,araignée,spider
193,Ameise::N,fourmi,ant
194,Laus::N,pou,louse
195,Mücke::N,moucheron,midge
196,Fliege::N,mouche,fly
197,Schmetterling::N,papillon,butterfly
198,Beere::N,baie,berry
199,Apfel::N,pomme,apple
200,Pilz::N,champignon,mushroom
201,Zwiebel::N,oignon,onion
202,Saat::N,semence,seed
203,Korn::N,grain,grain
204,Heu::N,foin,hay
205,Schale::N,pelure,husk
206,Grube::N,fosse,pit
207,Falle::N,piège,trap
208,Schlinge::N,lacs,noose
209,Spur::N,trace,track
210,Asche::N,cendre,ashes
211,Dreck::N,crotte,filth
212,Eisen::N,fer,iron
213,Gold::N,or,gold
214,Silber::N,argent,silver
215,Kohle::N,charbon,coal
216,Glas::N,verre,glass
217,Lehm::N,glaise,clay
218,Sand::N,sable,sand
219,Mensch::N,homme,human
220,Mann::N,homme,man
221,Frau::N,femme,woman
222,Kind::N,enfant,child
223,Junge::N,garçon,boy
224,Mädchen::N,fille,girl
225,Mädchen::N,jeune fille,girl
226,Familie::N,famille,family
227,Großvater::N,grand-père,grandfather
228,Großmutter::N,grand-mère,grandmother
229,Eltern::N,parents,parents
230,Vater::N,père,father
231,Mutter::N,mère,mother
232,Sohn::N,fils,son
233,Tochter::N,fille,daughter
234,Bruder::N,frère,brother
235,Schwester::N,sœur,sister
236,Onkel::N,oncle,uncle
237,Tante::N,tante,aunt
238,Ehemann::N,mari,husband
239,Ehemann::N,époux,husband
240,Ehefrau::N,femme,wife
241,Ehefrau::N,épouse,wife
242,Freude::N,joie,joy
243,Freude::N,plaisir,joy
244,Gelächter::N,rires,laughter
245,Glück::N,bonheur,happiness
246,Kummer::N,peine,grief
247,Kummer::N,chagrin,grief
248,Wunsch::N,désir,wish
249,Lust::N,envie,desire
250,Geist::N,esprit,spirit
251,Gedanke::N,idée,thought
252,Gedanke::N,pensée,thought
253,Gedächtnis::N,mémoire,memory
254,Verstand::N,raison,mind
255,Sinn::N,sens,meaning
256,Grund::N,cause,reason
257,Grund::N,raison,reason
258,Wahrheit::N,vérité,truth
259,Gespräch::N,conversation,talk
260,Märchen::N,conte,fairy tale
261,Märchen::N,conte de fées,fairy tale
262,Erzählung::N,conte,story
263,Erzählung::N,narration,story
264,Nachricht::N,message,message
265,Neuigkeit::N,nouvelle,news
266,Name::N,nom,name
267,Rätsel::N,énigme,puzzle
268,Rätsel::N,devinette,puzzle
269,Rede::N,parole,speech
270,Rede::N,discours,speech
271,Sprache::N,langue,language
272,Sprache::N,langage,language
273,Stimme::N,voix,voice
274,Wort::N,mot,word
275,Zeichen::N,signe,sign
276,Ruf::N,cri,call
277,Ruf::N,appel,call
278,Lärm::N,bruit,noise
279,Laut::N,son,sound
280,Ton::N,ton,tone
281,Lied::N,chant,song
282,Lied::N,chanson,song
283,Ruhe::N,calme,calm
284,Ruhe::N,tranquillité,calm
285,Leute::N,gens,people
286,Volk::N,peuple,nation
287,Arbeit::N,travail,work
288,Gast::N,hôte,guest
289,Gast::N,invité,guest
290,Geschenk::N,cadeau,gift
291,Geschenk::N,présent,gift
292,Spiel::N,jeu,game
293,Gesellschaft::N,compagnie,company
294,Hilfe::N,aide,help
295,Hilfe::N,secours,help
296,Freund::N,ami,friend
297,Kamerad::N,copain,companion
298,Kamerad::N,camarade,companion
299,Angelegenheit::N,affaire,matter
300,Anzahl::N,nombre,count
301,Art::N,sorte,sort
302,Art::N,espèce,sort
303,Stück::N,morceau,piece
304,Teil::N,part,part
305,Teil::N,partie,part
306,Hälfte::N,moitié,half
307,Kreis::N,cercle,circle
308,Kreuz::N,croix,cross
309,Linie::N,ligne,line
310,Strich::N,trait,stroke
311,Abstand::N,écart,gap
312,Entfernung::N,distance,distance
313,Gegend::N,région,area
314,Gegend::N,contrée,area
315,Platz::N,place,space
316,Ort::N,lieu,place
317,Ort::N,endroit,place
318,Seite::N,côté,side
319,Mitte::N,milieu,middle
320,Gegenstand::N,objet,item
321,Sache::N,chose,thing
322,Rand::N,bord,fringe
323,Kante::N,arête,edge
324,Ecke::N,coin,corner
325,Ecke::N,tournant,corner
326,Spitze::N,cime,tip
327,Spitze::N,pointe,tip
328,Ende::N,bout,end
329,Loch::N,trou,hole
330,Winkel::N,coin,angle
331,Winkel::N,réduit,angle
332,Muster::N,dessin,pattern
333,Größe::N,grandeur,size
334,Länge::N,longueur,length
335,Höhe::N,hauteur,height
336,Höhe::N,altitude,height
337,Gewicht::N,poids,weight
338,Menge::N,quantité,amount
339,Haufen::N,tas,heap
340,Reihe::N,file,row
341,Reihe::N,rangée,row
342,Boot::N,canot,boat
343,Boot::N,bateau,boat
344,Ruder::N,rame,oar
345,Ruder::N,aviron,oar
346,Schlitten::N,traîneau,sleigh
347,Ski::N,ski,ski
348,Lagerfeuer::N,feu de camp,campfire
349,Last::N,charge,load
350,Last::N,fardeau,load
351,Gang::N,tour,walk
352,Gang::N,marche,walk
353,Schritt::N,pas,step
354,Norden::N,nord,north
355,Süden::N,sud,south
356,Westen::N,ouest,west
357,Westen::N,occident,west
358,Osten::N,est,east
359,Osten::N,orient,east
360,Holz::N,bois,wood
361,Brett::N,planche,board
362,Platte::N,plaque,slab
363,Stütze::N,appui,bracket
364,Stütze::N,soutien,bracket
365,Stange::N,barre,pole
366,Stange::N,perche,pole
367,Stock::N,canne,stick
368,Stab::N,bâton,staff
369,Rohr::N,tube,pipe
370,Rohr::N,tuyau,pipe
371,Haus::N,maison,house
372,Heim::N,maison,home
373,Ofen::N,poêle,stove
374,Fußboden::N,plancher,floor
375,Tisch::N,table,table
376,Stuhl::N,chaise,chair
377,Wiege::N,berceau,cradle
378,Bett::N,lit,bed
379,Regal::N,étagère,shelf
380,Kiste::N,caisse,box
381,Fenster::N,fenêtre,window
382,Tür::N,porte,door
383,Tor::N,porte,gate
384,Tor::N,portail,gate
385,Zaun::N,clôture,fence
386,Dach::N,toit,roof
387,Leiter::N,échelle,ladder
388,Besen::N,balai,broom
389,Spaten::N,bêche,spade
390,Schaufel::N,pelle,shovel
391,Gabel::N,fourchette,fork
392,Löffel::N,cuiller,spoon
393,Messer::N,couteau,knife
394,Nagel::N,clou,nail
395,Netz::N,filet,net
396,Haken::N,croc,hook
397,Haken::N,crochet,hook
398,Griff::N,prise,handle
399,Griff::N,manche,handle
400,Schloss::N,serrure,lock
401,Bild::N,image,picture
402,Bild::N,tableau,picture
403,Figur::N,figure,figure
404,Puppe::N,poupée,doll
405,Beutel::N,sac,pouch
406,Beutel::N,petit sac,pouch
407,Bündel::N,paquet,bundle
408,Bündel::N,faisceau,bundle
409,Tasche::N,sac,bag
410,Eimer::N,seau,bucket
411,Deckel::N,couvercle,cover
412,Geschirr::N,vaisselle,dishes
413,Sack::N,sac,sack
414,Tasse::N,tasse,cup
415,Topf::N,pot,pot
416,Topf::N,marmite,pot
417,Kessel::N,chaudron,kettle
418,Essen::N,repas,meal
419,Essen::N,manger,meal
420,Nahrung::N,nourriture,food
421,Speise::N,plat,dish
422,Fleisch::N,viande,meat
423,Getreide::N,blé,corn
424,Getreide::N,céréales,corn
425,Brei::N,purée,mush
426,Brei::N,bouillie,mush
427,Brot::N,pain,bread
428,Scheibe::N,tranche,slice
429,Fett::N,graisse,fat
430,Butter::N,beurre,butter
431,Öl::N,huile,oil
432,Salz::N,sel,salt
433,Suppe::N,soupe,soup
434,Suppe::N,potage,soup
435,Honig::N,miel,honey
436,Milch::N,lait,milk
437,Tee::N,thé,tea
438,Leder::N,cuir,leather
439,Wolle::N,laine,wool
440,Stoff::N,tissu,cloth
441,Stoff::N,étoffe,cloth
442,Nadel::N,aiguille,needle
443,Faden::N,fil,thread
444,Knopf::N,bouton,button
445,Knoten::N,nœud,knot
446,Farbe::N,peinture,paint
447,Kleidung::N,vêtements,clothes
448,Kleidung::N,habillement,clothes
449,Hemd::N,chemise,shirt
450,Kragen::N,col,collar
451,Ärmel::N,manche,sleeve
452,Hose::N,pantalon,trousers
453,Gürtel::N,ceinture,belt
454,Mütze::N,bonnet,cap
455,Mütze::N,casquette,cap
456,Schuh::N,soulier,shoe
457,Schuh::N,chaussure,shoe
458,Stiefel::N,botte,boot
459,Ring::N,bague,ring
460,Band::N,ruban,ribbon
461,Kamm::N,peigne,comb
462,Spiegel::N,glace,mirror
463,Spiegel::N,miroir,mirror
464,Riemen::N,lanière,strap
465,Riemen::N,courroie,strap
466,Schnur::N,corde,string
467,Schnur::N,ficelle,string
468,Leine::N,laisse,leash
469,Decke::N,couverture,blanket
470,Kissen::N,oreiller,pillow
471,Tuch::N,drap,scarf
472,Tuch::N,fichu,scarf
473,Handtuch::N,serviette,towel
474,Handtuch::N,essuie-mains,towel
475,Kraft::N,force,force
476,Stärke::N,vigueur,strength
477,Gesundheit::N,santé,health
478,Krankheit::N,maladie,illness
479,Schmerz::N,douleur,pain
480,Wunde::N,plaie,wound
481,Wunde::N,blessure,wound
482,Fieber::N,fièvre,fever
483,Arznei::N,remède,medicine
484,Arznei::N,médecine,medicine
485,Brücke::N,pont,bridge
486,Brunnen::N,puits,well
487,Weide::N,pâturage,pasture
488,Pfad::N,sentier,path
489,Weg::N,voie,way
490,Weg::N,chemin,way
491,Straße::N,route,road
492,Dorf::N,village,village
493,Stadt::N,cité,town
494,Stadt::N,ville,town
495,Brief::N,lettre,letter
496,Buch::N,livre,book
497,Buchstabe::N,lettre,character
498,Buchstabe::N,caractère,character
499,Zeitung::N,journal,newspaper
500,Leben::N,vie,life
501,Tod::N,mort,death
502,Grab::N,tombe,grave
503,Kirche::N,église,church
504,Sünde::N,péché,sin
505,Gott::N,dieu,god
506,Arbeiter::N,ouvrier,worker
507,Arbeiter::N,travailleur,worker
508,Chef::N,chef,boss
509,Chef::N,patron,boss
510,Meister::N,maître,master
511,Arzt::N,médecin,doctor
512,Lehrer::N,professeur,teacher
513,Lehrer::N,instituteur,teacher
514,Geld::N,argent,money
515,Geschäft::N,affaire,business
516,Geschäft::N,commerce,business
517,Laden::N,magasin,shop
518,Laden::N,boutique,shop
519,Preis::N,prix,price
520,Ware::N,marchandise,ware
521,Nutzen::N,profit,profit
522,Reichtum::N,richesse,wealth
523,Welt::N,monde,world
524,Land::N,pays,country
525,Staat::N,État,state
526,König::N,roi,king
527,Macht::N,pouvoir,power
528,Macht::N,puissance,power
529,Grenze::N,frontière,border
530,Krieg::N,guerre,war
531,Feind::N,ennemi,enemy
532,Gewalt::N,violence,violence
533,Kampf::N,lutte,fight
534,Kampf::N,combat,fight
535,Bogen[Waffe]::N,arc,bow
536,Pfeil::N,flèche,arrow
537,Gewehr::N,fusil,gun
538,Fehler::N,faute,mistake
539,Fehler::N,erreur,mistake
540,Lüge::N,mensonge,lie
541,Schaden::N,dégât,damage
542,Schaden::N,dommage,damage
543,Unglück::N,malheur,misfortune
544,Schuld::N,faute,fault
545,Schuld::N,culpabilité,fault
546,Alter::N,âge,age
547,Schluss::N,fin,conclusion
548,Zeit::N,temps,time
549,Tag::N,jour,day
550,Tag::N,journée,day
551,Morgen::N,matin,morning
552,Morgen::N,matinée,morning
553,Mittag::N,midi,noon
554,Abend::N,soir,evening
555,Abend::N,soirée,evening
556,Nacht::N,nuit,night
557,Woche::N,semaine,week
558,Monat::N,mois,month
559,Jahr::N,an,year
560,Jahr::N,année,year
561,Frühling::N,printemps,spring
562,Sommer::N,été,summer
563,Herbst::N,automne,autumn
564,Winter::N,hiver,winter
565,Januar::N,janvier,January
566,Februar::N,février,February
567,März::N,mars,March
568,April::N,avril,April
569,Mai::N,mai,May
570,Juni::N,juin,June
571,Juli::N,juillet,July
572,August::N,août,August
573,September::N,septembre,September
574,Oktober::N,octobre,October
575,November::N,novembre,November
576,Dezember::N,décembre,December
577,Montag::N,lundi,Monday
578,Dienstag::N,mardi,Tuesday
579,Mittwoch::N,mercredi,Wednesday
580,Donnerstag::N,jeudi,Thursday
581,Freitag::N,vendredi,Friday
582,Samstag::N,samedi,Saturday
583,Sonntag::N,dimanche,Sunday
584,groß::A,grand,big
585,klein::A,petit,little
586,lang::A,long,long
587,kurz::A,court,short
588,breit::A,large,wide
589,schmal::A,étroit,narrow
590,dicht::A,dense,dense
591,dick[Gegenstand]::A,épais,thick
592,dünn::A,mince,thin
593,fein::A,fin,delicate
594,fein::A,menu,delicate
595,fest::A,ferme,firm
596,fest::A,solide,firm
597,flach::A,plat,flat
598,glatt::A,poli,smooth
599,glatt::A,lisse,smooth
600,hart::A,dur,hard
601,weich::A,mou,soft
602,rund::A,rond,round
603,spitz::A,aigu,pointed
604,spitz::A,pointu,pointed
605,scharf::A,tranchant,sharp
606,stumpf::A,mousse,blunt
607,stumpf::A,émoussé,blunt
608,schwer::A,lourd,heavy
609,schwer::A,pesant,heavy
610,schön::A,beau,beautiful
611,heiß::A,chaud,hot
612,heiß::A,très chaud,hot
613,warm::A,chaud,warm
614,kalt::A,froid,cold
615,kühl::A,frais,cool
616,frisch::A,frais,fresh
617,feucht::A,humide,damp
618,nass::A,mouillé,wet
619,trocken::A,sec,dry
620,voll::A,plein,full
621,voll::A,rempli,full
622,leer::A,vide,empty
623,offen::A,ouvert,open
624,geschlossen::A,clos,closed
625,geschlossen::A,fermé,closed
626,sauber::A,net,clean
627,sauber::A,propre,clean
628,schmutzig::A,sale,dirty
629,schmutzig::A,crasseux,dirty
630,roh::A,cru,raw
631,roh::A,brut,raw
632,reif::A,mûr,ripe
633,lecker::A,délicieux,delicious
634,lecker::A,appétissant,delicious
635,süß::A,doux,sweet
636,bitter::A,amer,bitter
637,sauer::A,aigre,sour
638,hell::A,clair,bright
639,dunkel::A,sombre,dark
640,schwarz::A,noir,black
641,weiß::A,blanc,white
642,rot::A,rouge,red
643,gelb::A,jaune,yellow
644,blau::A,bleu,blue
645,grün::A,vert,green
646,grau::A,gris,grey
647,bunt::A,multicolore,colourful
648,bunt::A,multicolore,colorful
649,billig::A,bon marché,cheap
650,teuer::A,cher,dear
651,wertvoll::A,précieux,precious
652,blind::A,aveugle,blind
653,taub::A,sourd,deaf
654,kräftig::A,fort,powerful
655,kräftig::A,vigoureux,powerful
656,stark::A,fort,strong
657,stark::A,puissant,strong
658,schwach::A,faible,weak
659,fett::A,gras,fat
660,schlank::A,svelte,slim
661,hübsch::A,joli,pretty
662,böse::A,mauvais,evil
663,dumm::A,sot,stupid
664,dumm::A,bête,stupid
665,faul::A,fainéant,lazy
666,faul::A,paresseux,lazy
667,fleißig::A,appliqué,diligent
668,geizig::A,avare,stingy
669,klug::A,intelligent,clever
670,geschickt::A,habile,skilful
671,geschickt::A,habile,skillful
672,lieb::A,cher,dear
673,lieb::A,gentil,dear
674,lustig::A,gai,merry
675,lustig::A,joyeux,merry
676,sanft::A,doux,gentle
677,hungrig::A,affamé,hungry
678,krank::A,malade,sick
679,nackt::A,nu,naked
680,traurig::A,triste,sad
681,lebendig::A,vivant,living
682,gut::A,bon,good
683,schlecht::A,mauvais,bad
684,richtig::A,juste,correct
685,richtig::A,correct,correct
686,schlimm::A,grave,nasty
687,schlimm::A,mauvais,nasty
688,wahr::A,vrai,true
689,wahr::A,véritable,true
690,alt::A,vieux,old
691,neu::A,neuf,new
692,neu::A,nouveau,new
693,ehemalig::A,ancien,former
694,alt[Lebewesen]::A,âgé,aged
695,alt[Lebewesen]::A,vieux,aged
696,jung::A,jeune,young
697,arm::A,pauvre,poor
698,reich::A,riche,rich
699,bekannt::A,connu,familiar
700,berühmt::A,fameux,famous
701,berühmt::A,célèbre,famous
702,fremd::A,étranger,foreign
703,verschieden::A,différent,different
704,nah::A,lié,near
705,nah::A,proche,near
706,fern::A,éloigné,far
707,fern::A,lointain,far
708,linker::A,gauche,left
709,rechter::A,droit,right
710,anderer::A,autre,other
711,erster::A,premier,first
712,zweiter::A,second,second
713,zweiter::A,deuxième,second
714,dritter::A,troisième,third
715,letzter::A,dernier,last
716,allein::ADV,seul,alone
717,auf einmal::ADV,à la fois,at once
718,zusammen::ADV,ensemble,together
719,lange::ADV,longtemps,long
720,plötzlich::ADV,tout à coup,suddenly
721,sofort::ADV,immédiatement,instantly
722,später::ADV,plus tard,later
723,jetzt::ADV,maintenant,now
724,heute::ADV,aujourd'hui,today
725,morgen::ADV,demain,tomorrow
726,bald::ADV,bientôt,soon
727,dann::ADV,puis,then
728,dann::ADV,ensuite,then
729,gestern::ADV,hier,yesterday
730,einst::ADV,jadis,once
731,einst::ADV,autrefois,once
732,damals::ADV,alors,at that time
733,damals::ADV,à l'époque,at that time
734,danach::ADV,après,afterwards
735,danach::ADV,ensuite,afterwards
736,vorher::ADV,auparavant,before
737,zuerst::ADV,d'abord,at first
738,zuerst::ADV,premièrement,at first
739,einmal::ADV,une fois,once
740,manchmal::ADV,parfois,sometimes
741,manchmal::ADV,quelquefois,sometimes
742,oft::ADV,souvent,often
743,immer::ADV,toujours,always
744,niemals::ADV,ne ... jamais,never
745,hier::ADV,ici,here
746,hierhin::ADV,par ici,hither
747,hierhin::ADV,par ici,to here
748,hierhin::ADV,par ici,here
749,von hier::ADV,d'ici,hence
750,dort::ADV,là,there
751,dort::ADV,là-bas,there
752,dorthin::ADV,y,thither
753,dorthin::ADV,y,there
754,dorthin::ADV,y,to there
755,dorthin::ADV,par là,thither
756,dorthin::ADV,par là,there
757,dorthin::ADV,par là,to there
758,geradeaus::ADV,tout droit,ahead
759,vorwärts::ADV,en avant,forward
760,rückwärts::ADV,en arrière,backward
761,zurück::ADV,de retour,back
762,unten::ADV,en bas,below
763,unten::ADV,au-dessous,below
764,hinab::ADV,en bas,down
765,hinab::ADV,vers le bas,down
766,oben::ADV,dessus,above
767,oben::ADV,en haut,above
768,hinauf::ADV,en haut,up
769,hinauf::ADV,vers le haut,up
770,überall::ADV,partout,everywhere
771,nicht::ADV,ne ... pas,not
772,ein wenig::ADV,un peu,a little
773,kaum::ADV,à peine,hardly
774,sehr::ADV,très,very
775,so::ADV,si,so
776,so::ADV,ainsi,so
777,noch::ADV,encore,still
778,nur::ADV,seulement,only
779,nur::ADV,ne ... que,only
780,schon::ADV,déjà,already
781,wieder::ADV,de nouveau,again
782,vergebens::ADV,en vain,in vain
783,vor::PRP,devant,in front of
784,hinter::PRP,derrière,behind
785,unter::PRP,sous,under
786,unter::PRP,au-dessous de,under
787,durch::PRP,par,through
788,durch::PRP,à travers,through
789,neben::PRP,à côté de,next to
790,zwischen::PRP,entre,between
791,wegen::PRP,à cause de,because of
792,dies::PRN,ceci,this
793,das::PRN,ce,that
794,das::PRN,cela,that
795,alles::PRN,tout,everything
796,ich::PRN,je,I
797,ich::PRN,moi,I
798,du::PRN,tu,you
799,du::PRN,tu,thou
800,du::PRN,toi,you
801,du::PRN,toi,thou
802,er::PRN,il,he
803,er::PRN,lui,he
804,wir::PRN,nous,we
805,ihr::PRN,vous,you
806,sie::PRN,ils,they
807,sie::PRN,elles,they
808,was::FPRN,que,what
809,was::FPRN,quoi,what
810,wer::FPRN,qui,who
811,wo::FADV,où,where
812,wohin::FADV,où,where ... to
813,wohin::FADV,où,where to
814,wohin::FADV,où,where
815,wie::FADV,comment,how
816,warum::FADV,pourquoi,why
817,wieviel::FNUM,combien,how much
818,eins::NUM,un,one
819,zwei::NUM,deux,two
820,drei::NUM,trois,three
821,vier::NUM,quatre,four
822,fünf::NUM,cinq,five
823,sechs::NUM,six,six
824,sieben::NUM,sept,seven
825,acht::NUM,huit,eight
826,neun::NUM,neuf,nine
827,zehn::NUM,dix,ten
828,elf::NUM,onze,eleven
829,zwölf::NUM,douze,twelve
830,zwanzig::NUM,vingt,twenty
831,dreißig::NUM,trente,thirty
832,vierzig::NUM,quarante,forty
833,fünfzig::NUM,cinquante,fifty
834,sechzig::NUM,soixante,sixty
835,siebzig::NUM,soixante-dix,seventy
836,achtzig::NUM,quatre-vingt,eighty
837,neunzig::NUM,quatre-vingt-dix,ninety
838,hundert::NUM,cent,a hundred
839,tausend::NUM,mille,a thousand
840,und::CNJ,et,and
841,oder::CNJ,ou,or
842,stehen::V,être debout,stand
843,sitzen::V,être assis,sit
844,liegen::V,être couché,lie
845,hängen::V,pendre,hang
846,werden::V,devenir,become
847,passieren::V,se passer,happen
848,beginnen::V,commencer,begin
849,enden::V,finir,end
850,enden::V,se terminer,end
851,wechseln::V,changer,change
852,wechseln::V,alterner,change
853,aufgehen[Sonne]::V,se lever,rise
854,untergehen[Sonne]::V,se coucher,set
855,scheinen[Sonne]::V,briller,shine
856,donnern::V,tonner,thunder
857,wehen::V,souffler,blow
858,strömen::V,affluer,stream
859,fließen::V,couler,flow
860,sich drehen::V,tourner,revolve
861,schwanken::V,osciller,sway
862,schwanken::V,chanceler,sway
863,schwingen::V,vibrer,swing
864,schwingen::V,osciller,swing
865,fallen::V,tomber,fall
866,brennen::V,brûler,burn
867,brennen::V,flamber,burn
868,rauchen::V,fumer,smoke
869,regnen::V,pleuvoir,rain
870,gefrieren::V,geler,freeze
871,tauen::V,dégeler,thaw
872,schmelzen::V,fondre,melt
873,trocknen::V,sécher,dry
874,sieden::V,bouillir,boil
875,faulen::V,pourrir,rot
876,faulen::V,se putréfier,rot
877,verfaulen::V,pourrir,decay
878,reißen::V,rompre,snap
879,reißen::V,se déchirer,snap
880,versinken::V,s'enfoncer,sink
881,vergehen::V,passer,pass
882,erscheinen::V,apparaître,appear
883,verschwinden::V,disparaître,disappear
884,sinken::V,descendre,drop
885,sinken::V,s'abaisser,drop
886,abnehmen::V,diminuer,decrease
887,zunehmen::V,augmenter,increase
888,steigen::V,monter,rise
889,wachsen::V,croître,grow
890,glänzen::V,briller,shine
891,funkeln::V,étinceler,sparkle
892,lärmen::V,faire du bruit,be noisy
893,läuten::V,sonner,chime
894,klingeln::V,sonner,ring
