,Concept_ID,hr,ja
115,Anhöhe::N,uzvišica,高み
116,Berg::N,brdo,山
117,Gipfel::N,vrh,頂上
118,Höhle::N,pećina,洞窟
119,Höhle::N,spilja,洞窟
120,Abhang::N,obronak,斜面
121,Abhang::N,nizbrdica,斜面
122,Quelle::N,izvor,泉
123,Quelle::N,vrelo,泉
124,Bach::N,potok,小川
125,Fluss::N,rijeka,川
126,Ufer::N,obala,岸
127,Küste::N,obala,海岸
128,Küste::N,morska obala,海岸
129,Festland::N,kopno,陸
130,Meer::N,more,海
131,Bucht::N,zaliv,湾
132,Insel::N,ada,島
133,Insel::N,otok,島
134,Blume::N,cvijet,花
135,Gras::N,trava,草
136,Wurzel::N,korijen,根
137,Baum::N,drvo,木
138,Baum::N,stablo,木
139,Stamm::N,deblo,幹
140,Stamm::N,stablo,幹
141,Rinde::N,kora,皮層
142,Ast::N,grana,枝
143,Zweig::N,grana,小枝
144,Blatt::N,list,葉
145,Birke::N,breza,樺
146,Kiefer[Baum]::N,bor,松
147,Weide[Baum]::N,iva,柳
148,Weide[Baum]::N,vŕba,柳
149,Tanne::N,jela,樅
150,Horn::N,rog,角
151,Feder::N,pero,羽根
152,Fell::N,koža,毛皮
153,Flügel::N,krilo,羽
154,Klaue::N,papak,鉤爪
155,Kralle::N,pandža,爪
156,Schwanz::N,rep,尻尾
157,Ei::N,jaje,卵
158,Nest::N,gnijezdo,巣
159,Bau::N,jazbina,穴
160,Tier::N,životinja,動物
161,Herde::N,krdo,群れ
162,Herde::N,stado,群れ
163,Kuh::N,krava,牛
164,Bulle::N,bik,雄牛
165,Pferd::N,konj,馬
166,Schaf::N,ovca,羊
167,Schwein::N,svinja,豚
168,Hund::N,pas,犬
169,Hund::N,pseto,犬
170,Katze::N,mačka,猫
171,Bär::N,medvjed,熊
172,Eichhörnchen::N,vjeverica,栗鼠
173,Elch::N,los,ヘラジカ
174,Fuchs::N,lisica,狐
175,Hase::N,zec,兎
176,Maus::N,miš,鼠
177,Wolf::N,vuk,狼
178,Wolf::N,kurjak,狼
179,Vogel::N,ptica,鳥
180,Schwarm::N,roj,群れ
181,Schwarm::N,jato,群れ
182,Huhn::N,kokoš,鶏
183,Hahn::N,kokot,雄鶏
184,Hahn::N,pijevac,雄鶏
185,Gans::N,guska,ガチョウ
186,Adler::N,orao,鷲
187,Ente::N,patka,鴨
188,Eule::N,sova,フクロウ
189,Kranich::N,ždral,鶴
190,Krähe::N,vrana,烏
191,Kuckuck::N,kukavica,郭公
192,Schwan::N,labud,白鳥
193,Fisch::N,riba,魚
194,Barsch::N,grgeč,鱸
195,Hecht::N,štuka,川魳
196,Schlange[Tier]::N,guja,蛇
197,Schlange[Tier]::N,zmija,蛇
198,Wurm::N,crv,虫
199,Spinne::N,pauk,蜘蛛
200,Ameise::N,mrav,蟻
201,Laus::N,uš,虱
202,Mücke::N,komarac,蚊
203,Fliege::N,muha,蝿
204,Schmetterling::N,leptir,蝶
205,Beere::N,boba,漿果
206,Beere::N,bobica,漿果
207,Apfel::N,jabuka,林檎
208,Pilz::N,pečurka,茸
209,Zwiebel::N,luk,玉葱
210,Zwiebel::N,kapula,玉葱
211,Saat::N,sjemenje,種
212,Korn::N,zrno,粒
213,Heu::N,sijeno,干し草
214,Schale::N,kora,皮
215,Schale::N,ljuska,皮
216,Grube::N,jama,穴
217,Falle::N,zamka,わな
218,Falle::N,klopka,わな
219,Schlinge::N,uzao,輪
220,Schlinge::N,petlja,輪
221,Spur::N,trag,跡
222,Spur::N,slijed,跡
223,Asche::N,pepeo,灰
224,Dreck::N,blato,泥
225,Eisen::N,željezo,鉄
226,Gold::N,zlato,金
227,Silber::N,srebro,銀
228,Kohle::N,ugalj,炭
229,Kohle::N,ugljen,炭
230,Glas::N,staklo,ガラス
231,Lehm::N,glina,ローム
232,Lehm::N,ilovača,ローム
233,Sand::N,pijesak,砂
234,Mensch::N,čovjek,人
235,Mann::N,muškarac,男
236,Mann::N,muškarac,男性
237,Frau::N,žena,女
238,Frau::N,žena,女性
239,Kind::N,čedo,子
240,Kind::N,čedo,子供
241,Kind::N,dijete,子
242,Kind::N,dijete,子供
243,Junge::N,momče,男の子
244,Junge::N,dječak,男の子
245,Mädchen::N,djevojka,女の子
246,Mädchen::N,djevojčica,女の子
247,Familie::N,obitelj,家族
248,Familie::N,porodica,家族
249,Großvater::N,djed,祖父
250,Großvater::N,djed,おじいさん
251,Großmutter::N,baka,祖母
252,Großmutter::N,baka,おばあさん
253,Eltern::N,roditelji,親
254,Eltern::N,roditelji,両親
255,Vater::N,otac,父
256,Vater::N,otac,お父さん
257,Mutter::N,majka,母
258,Mutter::N,majka,お母さん
259,Sohn::N,sin,息子
260,Sohn::N,sin,息子さん
261,Tochter::N,kći,娘
262,Tochter::N,kći,お嬢さん
263,Tochter::N,kćerka,娘
264,Tochter::N,kćerka,お嬢さん
265,Bruder::N,brat,弟
266,Schwester::N,sestra,妹
267,Onkel::N,čika,伯父
268,Onkel::N,čika,伯父さん
269,Onkel::N,ujak,伯父
270,Onkel::N,ujak,伯父さん
271,Tante::N,ujna,叔母
272,Tante::N,ujna,叔母さん
273,Tante::N,tetka,叔母
274,Tante::N,tetka,叔母さん
275,Ehemann::N,muž,夫
276,Ehemann::N,muž,主人
277,Ehemann::N,suprug,夫
278,Ehemann::N,suprug,主人
279,Ehefrau::N,žena,妻
280,Ehefrau::N,žena,奥さん
281,Ehefrau::N,supruga,妻
282,Ehefrau::N,supruga,奥さん
283,Freude::N,radost,喜び
284,Gelächter::N,grohot,笑い
285,Glück::N,sreća,幸せ
286,Kummer::N,jad,悩み
287,Kummer::N,briga,悩み
288,Wunsch::N,želja,希望
289,Lust::N,volja,気
290,Geist::N,duh,精神
291,Gedanke::N,misao,考え
292,Gedächtnis::N,pamćenje,記憶
293,Verstand::N,um,理解力
294,Verstand::N,razum,理解力
295,Sinn::N,smisao,意味
296,Sinn::N,značenje,意味
297,Grund::N,razlog,理由
298,Wahrheit::N,istina,真実
299,Gespräch::N,razgovor,会話
300,Märchen::N,bajka,童話
301,Erzählung::N,priča,物語
302,Erzählung::N,pripovijest,物語
303,Nachricht::N,vijest,報告
304,Neuigkeit::N,novost,ニュース
305,Name::N,ime,名前
306,Rätsel::N,zagonetka,謎
307,Rede::N,govor,演説
308,Rede::N,besjeda,演説
309,Sprache::N,jezik,言語
310,Stimme::N,glas,声
311,Wort::N,riječ,言葉
312,Zeichen::N,znak,記号
313,Ruf::N,povik,呼び声
314,Ruf::N,poklik,呼び声
315,Lärm::N,buka,騒音
316,Lärm::N,galama,騒音
317,Laut::N,zvuk,音
318,Ton::N,ton,音
319,Lied::N,pjesma,歌
320,Ruhe::N,tišina,静けさ
321,Ruhe::N,počinak,静けさ
322,Leute::N,ljudi,人々
323,Volk::N,puk,民族
324,Volk::N,narod,民族
325,Arbeit::N,rad,仕事
326,Arbeit::N,posao,仕事
327,Gast::N,gost,客
328,Geschenk::N,dar,贈り物
329,Geschenk::N,poklon,贈り物
330,Spiel::N,igra,遊び
331,Gesellschaft::N,društvo,社会
332,Gesellschaft::N,kompanija,社会
333,Hilfe::N,pomoć,援助
334,Freund::N,prijatelj,友達
335,Kamerad::N,drug,同志
336,Kamerad::N,drugar,同志
337,Angelegenheit::N,posao,件
338,Anzahl::N,broj,数
339,Anzahl::N,brojnost,数
340,Art::N,vid,種類
341,Art::N,vrst,種類
342,Stück::N,komad,部分
343,Teil::N,dio,部分
344,Hälfte::N,polovina,半分
345,Kreis::N,krug,円
346,Kreuz::N,križ,十字
347,Linie::N,crta,線
348,Strich::N,crta,線
349,Abstand::N,razmak,距離
350,Abstand::N,odstojanje,距離
351,Entfernung::N,udaljenost,距離
352,Gegend::N,kraj,辺
353,Gegend::N,kraj,地域
354,Gegend::N,predeo,辺
355,Gegend::N,predeo,地域
356,Platz::N,mjesto,ゆとり
357,Ort::N,mjesto,所
358,Ort::N,mjesto,場所
359,Seite::N,bok,横
360,Seite::N,strana,横
361,Mitte::N,sredina,真ん中
362,Gegenstand::N,predmet,物件
363,Sache::N,posao,物
364,Rand::N,rub,端
365,Rand::N,kraj,端
366,Kante::N,brid,縁
367,Kante::N,ivica,縁
368,Ecke::N,ugao,角
369,Spitze::N,vrh,先頭
370,Spitze::N,šiljak,先頭
371,Ende::N,konac,端
372,Loch::N,rupa,穴
373,Winkel::N,kut,片隅
374,Winkel::N,ugao,片隅
375,Muster::N,uzor,模様
376,Größe::N,veličina,大きさ
377,Länge::N,duljina,長さ
378,Höhe::N,visina,高さ
379,Gewicht::N,težina,重さ
380,Menge::N,mnoštvo,量
381,Menge::N,količina,量
382,Haufen::N,hrpa,堆積
383,Haufen::N,gomila,堆積
384,Reihe::N,red,並び
385,Boot::N,čun,ボート
386,Boot::N,čamac,ボート
387,Ruder::N,veslo,オール
388,Schlitten::N,saone,そり
389,Ski::N,ski,スキー
390,Ski::N,smučka,スキー
391,Lagerfeuer::N,logorska vatra,篝火
392,Last::N,tovar,荷物
393,Gang::N,hod,歩み
394,Schritt::N,korak,歩
395,Norden::N,sjever,北
396,Süden::N,jug,南
397,Westen::N,zapad,西
398,Osten::N,istok,東
399,Holz::N,drvo,木
400,Holz::N,drvo,木材
401,Brett::N,daska,板
402,Platte::N,ploča,盤
403,Stütze::N,potpora,支柱
404,Stange::N,motka,棒
405,Stock::N,štap,杖
406,Stock::N,palica,杖
407,Stab::N,štap,棒
408,Stab::N,šipka,棒
409,Rohr::N,cijev,管
410,Haus::N,kuća,家
411,Heim::N,dom,家
412,Ofen::N,peć,ストーブ
413,Fußboden::N,pod,床
414,Tisch::N,stol,机
415,Tisch::N,trpeza,机
416,Stuhl::N,stolac,椅子
417,Stuhl::N,stolica,椅子
418,Wiege::N,kolijevka,揺籃
419,Bett::N,krevet,ベッド
420,Bett::N,postelja,ベッド
421,Regal::N,polica,棚
422,Kiste::N,sanduk,箱
423,Fenster::N,prozor,窓
424,Tür::N,vrata,戸
425,Tür::N,vrata,ドア
426,Tor::N,vrata,門
427,Tor::N,kapija,門
428,Zaun::N,plot,垣根
429,Zaun::N,ograda,垣根
430,Dach::N,krov,屋根
431,Leiter::N,ljestve,梯子
432,Leiter::N,ljestvice,梯子
433,Besen::N,metla,ほうき
434,Spaten::N,ašov,スコップ
435,Schaufel::N,lopata,シャベル
436,Gabel::N,viljuška,フォーク
437,Löffel::N,žlica,スプーン
438,Messer::N,nož,ナイフ
439,Nagel::N,čavao,釘
440,Netz::N,mreža,網
441,Haken::N,kuka,鉤
442,Haken::N,kuka,フック
443,Griff::N,držak,取っ手
444,Griff::N,ručica,取っ手
445,Schloss::N,brava,錠
446,Bild::N,slika,絵
447,Figur::N,figura,像
448,Puppe::N,lutka,人形
449,Beutel::N,kesa,袋
450,Bündel::N,snop,束
451,Bündel::N,snop,包み
452,Bündel::N,svežanj,束
453,Bündel::N,svežanj,包み
454,Tasche::N,torba,かばん
455,Tasche::N,taška,かばん
456,Eimer::N,kabao,バケツ
457,Deckel::N,poklopac,蓋
458,Geschirr::N,suđe,食器
459,Geschirr::N,posuđe,食器
460,Sack::N,džak,袋
461,Sack::N,vreća,袋
462,Tasse::N,šalica,カップ
463,Topf::N,lonac,鍋
464,Kessel::N,kazan,釜
465,Essen::N,obrok,食事
466,Nahrung::N,hrana,食物
467,Speise::N,jelo,料理
468,Fleisch::N,meso,肉
469,Getreide::N,žito,麦
470,Getreide::N,žito,穀物
471,Getreide::N,žitarice,麦
472,Getreide::N,žitarice,穀物
473,Brei::N,kaša,粥
474,Brot::N,kruh,パン
475,Scheibe::N,kriška,枚
476,Scheibe::N,kriška,切れ
477,Fett::N,mast,脂肪
478,Fett::N,salo,脂肪
479,Butter::N,buter,バター
480,Butter::N,maslac,バター
481,Öl::N,ulje,油
482,Salz::N,sol,塩
483,Suppe::N,supa,スープ
484,Honig::N,med,蜂蜜
485,Milch::N,mlijeko,牛乳
486,Tee::N,čaj,茶
487,Tee::N,čaj,お茶
488,Leder::N,koža,革
489,Wolle::N,vuna,毛糸
490,Stoff::N,štof,布
491,Stoff::N,tkanina,布
492,Nadel::N,igla,針
493,Faden::N,nit,糸
494,Faden::N,konac,糸
495,Knopf::N,dugme,ボタン
496,Knoten::N,čvor,結び目
497,Knoten::N,uzao,結び目
498,Farbe::N,farba,ペンキ
499,Kleidung::N,odjeća,衣服
500,Hemd::N,košulja,シャツ
501,Kragen::N,ovratnik,襟
502,Ärmel::N,rukav,袖
503,Hose::N,hlače,ズボン
504,Gürtel::N,pas,帯
505,Gürtel::N,pas,ベルト
506,Gürtel::N,pojas,帯
507,Gürtel::N,pojas,ベルト
508,Mütze::N,kapa,帽子
509,Schuh::N,cipela,靴
510,Stiefel::N,čizma,ブーツ
511,Ring::N,prsten,輪
512,Band::N,vrpca,リボン
513,Kamm::N,češalj,櫛
514,Spiegel::N,zrcalo,鏡
515,Spiegel::N,ogledalo,鏡
516,Riemen::N,kaiš,緒
517,Riemen::N,remen,緒
518,Schnur::N,vrpca,紐
519,Leine::N,uzica,綱
520,Decke::N,ćebe,掛け布団
521,Decke::N,pokrivač,掛け布団
522,Kissen::N,jastuk,枕
523,Tuch::N,rubac,スカーフ
524,Tuch::N,marama,スカーフ
525,Handtuch::N,ručnik,タオル
526,Kraft::N,snaga,力
527,Stärke::N,jakost,強さ
528,Gesundheit::N,zdravlje,健康
529,Krankheit::N,bolest,病気
530,Schmerz::N,bol,痛み
531,Wunde::N,rana,傷
532,Fieber::N,groznica,熱
533,Arznei::N,lijek,薬
534,Brücke::N,most,橋
535,Brücke::N,ćuprija,橋
536,Brunnen::N,bunar,井戸
537,Brunnen::N,zdenac,井戸
538,Weide::N,paša,牧場
539,Weide::N,pašnjak,牧場
540,Pfad::N,staza,小路
541,Weg::N,put,道
542,Straße::N,drum,街道
543,Straße::N,cesta,街道
544,Dorf::N,selo,村
545,Stadt::N,grad,町
546,Stadt::N,grad,都市
547,Stadt::N,varoš,町
548,Stadt::N,varoš,都市
549,Brief::N,list,手紙
550,Brief::N,pismo,手紙
551,Buch::N,knjiga,本
552,Buchstabe::N,slovo,文字
553,Zeitung::N,novine,新聞
554,Leben::N,život,生活
555,Tod::N,smrt,死
556,Grab::N,raka,墓
557,Kirche::N,crkva,教会
558,Sünde::N,grijeh,罪
559,Gott::N,bog,神
560,Arbeiter::N,radnik,労働者
561,Chef::N,šef,上司
562,Meister::N,majstor,達人
563,Meister::N,majstor,マイスター
564,Arzt::N,liječnik,医者
565,Lehrer::N,učitelj,先生
566,Geld::N,novac,金
567,Geschäft::N,posao,取り引き
568,Geschäft::N,trgovina,取り引き
569,Laden::N,dućan,店
570,Preis::N,cijena,値段
571,Ware::N,roba,商品
572,Nutzen::N,korist,利益
573,Reichtum::N,bogatstvo,豊かさ
574,Welt::N,svijet,世界
575,Land::N,zemlja,国
576,Staat::N,država,国家
577,König::N,kralj,国王
578,Macht::N,moć,権力
579,Macht::N,vlast,権力
580,Grenze::N,granica,国境
581,Krieg::N,rat,戦争
582,Feind::N,neprijatelj,敵
583,Gewalt::N,sila,暴力
584,Gewalt::N,nasilje,暴力
585,Kampf::N,boj,戦い
586,Kampf::N,borba,戦い
587,Bogen[Waffe]::N,luk,弓
588,Pfeil::N,strijela,矢
589,Gewehr::N,puška,銃
590,Fehler::N,pogreška,間違い
591,Fehler::N,griješka,間違い
592,Lüge::N,laž,嘘
593,Schaden::N,šteta,損害
594,Unglück::N,nesreća,不幸
595,Schuld::N,krivnja,罪
596,Alter::N,dob,年
597,Alter::N,dob,年齢
598,Schluss::N,kraj,終わり
599,Schluss::N,konac,終わり
600,Zeit::N,doba,時
601,Zeit::N,doba,時間
602,Zeit::N,vrijeme,時
603,Zeit::N,vrijeme,時間
604,Tag::N,dan,日
605,Morgen::N,jutro,朝
606,Mittag::N,podne,昼
607,Abend::N,veče,晩
608,Abend::N,veče,夕方
609,Abend::N,večer,晩
610,Abend::N,večer,夕方
611,Nacht::N,noć,夜
612,Woche::N,sedmica,週
613,Monat::N,mjesec,月
614,Jahr::N,godina,年
615,Frühling::N,proljeće,春
616,Sommer::N,ljeto,夏
617,Herbst::N,jesen,秋
618,Winter::N,zima,冬
619,Januar::N,januar,一月
620,Januar::N,siječanj,一月
621,Februar::N,veljača,二月
622,Februar::N,februar,二月
623,März::N,mart,三月
624,März::N,ožujak,三月
625,April::N,april,四月
626,April::N,travanj,四月
627,Mai::N,maj,五月
628,Mai::N,svibanj,五月
629,Juni::N,juni,六月
630,Juni::N,lipanj,六月
631,Juli::N,juli,七月
632,Juli::N,srpanj,七月
633,August::N,august,八月
634,August::N,kolovoz,八月
635,September::N,rujan,九月
636,September::N,septembar,九月
637,Oktober::N,oktobar,十月
638,Oktober::N,listopad,十月
639,November::N,studeni,十一月
640,November::N,novembar,十一月
641,Dezember::N,prosinac,十二月
642,Montag::N,ponedjeljak,月曜日
643,Montag::N,ponedjeljnik,月曜日
644,Dienstag::N,utorak,火曜日
645,Dienstag::N,utornik,火曜日
646,Mittwoch::N,srijeda,水曜日
647,Donnerstag::N,četvrtak,木曜日
648,Freitag::N,petak,金曜日
649,Samstag::N,subota,土曜日
650,Sonntag::N,nedjelja,日曜日
651,groß::A,velik,大きい
652,klein::A,mali,小さい
653,klein::A,malen,小さい
654,lang::A,dug,長い
655,lang::A,dugačak,長い
656,kurz::A,kratak,短い
657,breit::A,širok,広い
658,schmal::A,uski,狭い
659,schmal::A,uzak,狭い
660,dicht::A,gust,密な
661,dick[Gegenstand]::A,debeo,厚い
662,dünn::A,tanak,薄い
663,fein::A,fin,細い
664,fein::A,tanak,細い
665,fest::A,čvrst,硬い
666,flach::A,ravan,平らな
667,flach::A,plosnat,平らな
668,glatt::A,gladak,滑らかな
669,hart::A,tvrd,堅い
670,weich::A,mek,柔らかい
671,weich::A,mekan,柔らかい
672,rund::A,okrugao,丸い
673,spitz::A,oštar,尖った
674,spitz::A,šiljast,尖った
675,scharf::A,oštar,鋭い
676,scharf::A,bridak,鋭い
677,stumpf::A,tup,鈍い
678,schwer::A,težak,重い
679,schön::A,krasan,綺麗な
680,heiß::A,vruć,熱い
681,warm::A,topao,温かい
682,kalt::A,hladan,寒い
683,kalt::A,hladan,冷たい
684,kühl::A,hladan,涼しい
685,frisch::A,svjež,ひんやりした
686,feucht::A,vlažan,湿った
687,nass::A,mokar,濡れた
688,trocken::A,suh,乾いた
689,voll::A,pun,いっぱいの
690,leer::A,prazan,空の
691,offen::A,otvoren,開いた
692,geschlossen::A,zatvoren,閉まった
693,sauber::A,čist,清潔な
694,schmutzig::A,nečist,汚い
695,schmutzig::A,blatan,汚い
696,roh::A,sirov,生の
697,reif::A,zreo,熟した
698,lecker::A,tečan,美味しい
699,lecker::A,ukusan,美味しい
700,süß::A,sladak,甘い
701,bitter::A,gorak,苦い
702,sauer::A,kiseo,酸っぱい
703,hell::A,vedar,明るい
704,hell::A,svijetao,明るい
705,dunkel::A,taman,暗い
706,schwarz::A,crn,黒い
707,weiß::A,bio,白い
708,weiß::A,bijel,白い
709,rot::A,crven,赤い
710,gelb::A,žut,黄色い
711,blau::A,plav,青い
712,blau::A,modar,青い
713,grün::A,zelen,緑の
714,grau::A,siv,灰色の
715,bunt::A,šaren,色取り取りの
716,billig::A,jeftin,安い
717,teuer::A,skup,高い
718,wertvoll::A,vrijedan,貴重な
719,wertvoll::A,dragocjen,貴重な
720,blind::A,slijep,盲目の
721,taub::A,gluh,耳が聞こえない
722,kräftig::A,snažan,強力な
723,stark::A,jak,強い
724,stark::A,snažan,強い
725,schwach::A,slab,弱い
726,fett::A,pretio,太った
727,schlank::A,vitak,ほっそりした
728,hübsch::A,zgodan,素敵な
729,böse::A,zao,悪い
730,böse::A,opak,悪い
731,dumm::A,glup,馬鹿な
732,faul::A,lijen,怠惰な
733,fleißig::A,radin,勤勉な
734,fleißig::A,marljiv,勤勉な
735,geizig::A,škrt,けちな
736,klug::A,razborit,賢い
737,klug::A,razborit,頭のいい
738,geschickt::A,vješt,器用な
739,lieb::A,drag,愛らしい
740,lustig::A,veseo,楽しい
741,sanft::A,blag,温和な
742,hungrig::A,gladan,空腹の
743,krank::A,bolestan,病気の
744,nackt::A,nag,裸の
745,traurig::A,tužan,悲しい
746,traurig::A,žalostan,悲しい
747,lebendig::A,živ,生きた
748,gut::A,dobar,良い
749,schlecht::A,loš,悪い
750,schlecht::A,loš,駄目な
751,schlecht::A,rđav,悪い
752,schlecht::A,rđav,駄目な
753,richtig::A,tačan,正しい
754,richtig::A,ispravan,正しい
755,schlimm::A,zao,ひどい
756,schlimm::A,zločest,ひどい
757,wahr::A,istinit,本当の
758,alt::A,star,古い
759,neu::A,nov,新しい
760,ehemalig::A,bivši,以前の
761,alt[Lebewesen]::A,star,年を取った
762,jung::A,mlad,若い
763,arm::A,ubog,貧乏な
764,arm::A,siromašan,貧乏な
765,reich::A,bogat,裕福な
766,bekannt::A,poznat,有名な
767,berühmt::A,čuven,有名な
768,berühmt::A,slavan,有名な
769,fremd::A,tuđ,見知らぬ
770,fremd::A,stran,見知らぬ
771,verschieden::A,razan,色々な
772,verschieden::A,različan,色々な
773,nah::A,blizak,近い
774,fern::A,dalek,遠い
775,fern::A,daljnji,遠い
776,linker::A,lijevi,左の
777,rechter::A,desni,右の
778,anderer::A,drugi,別の
779,anderer::A,drugačiji,別の
780,erster::A,prvi,一番目
781,zweiter::A,drugi,二番目
782,dritter::A,treći,三番目
783,letzter::A,zadnji,最後の
784,allein::ADV,sam,一人で
785,auf einmal::ADV,istodobno,同時に
786,zusammen::ADV,skupa,一緒に
787,zusammen::ADV,zajedno,一緒に
788,lange::ADV,dugo,長い間
789,plötzlich::ADV,naglo,急に
790,plötzlich::ADV,iznenada,急に
791,sofort::ADV,odmah,すぐに
792,später::ADV,kasnije,後で
793,jetzt::ADV,sad,今
794,jetzt::ADV,sada,今
795,heute::ADV,danas,今日
796,morgen::ADV,sutra,明日
797,bald::ADV,skoro,間もなく
798,bald::ADV,doskora,間もなく
799,dann::ADV,zatim,それから
800,gestern::ADV,juče,昨日
801,gestern::ADV,jučer,昨日
802,einst::ADV,negda,過去に
803,einst::ADV,nekada,過去に
804,damals::ADV,tada,あの時
805,damals::ADV,onda,あの時
806,danach::ADV,poslije,その後で
807,danach::ADV,nakon toga,その後で
808,vorher::ADV,prije,以前に
809,vorher::ADV,prije toga,以前に
810,zuerst::ADV,prvo,まず
811,zuerst::ADV,prvo,最初に
812,zuerst::ADV,najprije,まず
813,zuerst::ADV,najprije,最初に
814,einmal::ADV,jednom,一回
815,einmal::ADV,jedanput,一回
816,manchmal::ADV,katkad,時々
817,manchmal::ADV,katkada,時々
818,oft::ADV,često,よく
819,immer::ADV,vazda,いつも
820,immer::ADV,uvijek,いつも
821,niemals::ADV,nikad,一度も...ない
822,niemals::ADV,nikada,一度も...ない
823,hier::ADV,tu,こちら
824,hier::ADV,ovdje,こちら
825,hierhin::ADV,amo,ここへ
826,hierhin::ADV,amo,こちらへ
827,hierhin::ADV,ovamo,ここへ
828,hierhin::ADV,ovamo,こちらへ
829,von hier::ADV,odavde,ここから
830,dort::ADV,ondje,そちら
831,dorthin::ADV,onamo,そこへ
832,dorthin::ADV,onamo,そちらへ
833,geradeaus::ADV,ravno,真っ直ぐに
834,vorwärts::ADV,naprijed,前へ
835,rückwärts::ADV,natrag,後ろへ
836,zurück::ADV,nazad,後ろへ
837,zurück::ADV,natrag,後ろへ
838,unten::ADV,dolje,下に
839,hinab::ADV,nizbrdo,下へ
840,oben::ADV,gore,上に
841,hinauf::ADV,uzbrdo,上へ
842,überall::ADV,svuda,どこでも
843,überall::ADV,svagdje,どこでも
844,nicht::ADV,ne,ない
845,ein wenig::ADV,malo,少し
846,ein wenig::ADV,malo,ちょっと
847,kaum::ADV,tek,ほとんど～ない
848,kaum::ADV,jedva,ほとんど～ない
849,sehr::ADV,jako,とても
850,sehr::ADV,veoma,とても
851,so::ADV,tako,こう
852,so::ADV,ovako,こう
853,noch::ADV,još,まだ
854,nur::ADV,samo,～だけ
855,schon::ADV,već,もう
856,wieder::ADV,opet,再び
