,Concept_ID,tr,cv
1420,fegen::V,süpürmek,шӑл
1421,kehren::V,süpürmek,шӑл
1422,baden::V,yıkanmak,шыва кӗр
1423,baden::V,banyo yapmak,шыва кӗр
1424,sich waschen::V,yıkanmak,ҫӑвӑн
1425,ausziehen::V,çıkarmak,салан
1426,anziehen::V,giymek,тӑхӑн
1427,sich anziehen::V,giyinmek,тӑхӑн
1428,kämmen::V,taramak,тура
1429,schmücken::V,süslemek,илемлет
1430,sagen::V,demek,те
1431,sagen::V,söylemek,те
1432,sprechen::V,konuşmak,кала
1433,reden::V,konuşmak,сӑмахла
1434,reden::V,konuşmak,калаҫ
1435,sich unterhalten::V,sohbet etmek,пупле
1436,fragen::V,sormak,ыйт
1437,bitten::V,dilemek,ыйт
1438,bitten::V,rica etmek,ыйт
1439,erzählen::V,bahsetmek,каласа пар
1440,erzählen::V,hikâye etmek,каласа пар
1441,mitteilen::V,bildirmek,пӗлтер
1442,mitteilen::V,bildirmek,хыпарла
1443,nennen::V,adlandırmak,те
1444,nennen::V,adlandırmak,чӗн
1445,rufen::V,çağırmak,чӗн
1446,prahlen::V,övünmek,мухтан
1447,prahlen::V,övünmek,вӗҫкӗнлен
1448,übersetzen::V,çevirmek,куҫар
1449,übersetzen::V,tercüme etmek,куҫар
1450,denken::V,düşünmek,шухӑшла
1451,glauben::V,inanmak,ӗнен
1452,glauben::V,zannetmek,ӗнен
1453,bemerken::V,farkına varmak,асӑрха
1454,erkennen::V,tanımak,палла
1455,begreifen::V,anlamak,ӑнлан
1456,begreifen::V,kavramak,ӑнлан
1457,verstehen::V,duymak,пӗл
1458,verstehen::V,anlamak,пӗл
1459,lernen::V,öğrenmek,вӗрен
1460,wissen::V,bilmek,пӗл
1461,wissen::V,bilmek,ӑнкар
1462,sich erinnern an::V,hatırlamak,аса ил
1463,vergessen::V,unutmak,ман
1464,vergessen::V,unutmak,манса кай
1465,messen::V,ölçmek,виҫ
1466,zählen::V,saymak,шутла
1467,rechnen::V,hesap etmek,шутла
1468,lesen::V,okumak,вула
1469,malen::V,resmini yapmak,ӳкер
1470,zeichnen::V,çizmek,ӳкер
1471,schreiben::V,yazmak,ҫыр
1472,besitzen::V,haiz olmak,тыт
1473,besitzen::V,sahip olmak,тыт
1474,kaufen::V,almak,ил
1475,kaufen::V,almak,туян
1476,verkaufen::V,satmak,сут
1477,bezahlen::V,ödemek,тӳле
1478,zahlen::V,ödemek,тӳле
1479,beherrschen::V,hâkim olmak,тыт
1480,ertragen::V,dayanmak,тӳс
1481,ertragen::V,katlanmak,тӳс
