,Concept_ID,tr,cv
328,Leute::N,insanlar,ҫамрӑксем
329,Leute::N,insanlar,ҫамрӑк ҫынсем
330,Volk::N,ulus,халӑх
331,Volk::N,millet,халӑх
332,Arbeit::N,iş,ӗҫхӗл
333,Arbeit::N,iş,ӗҫлев
334,Arbeit::N,çalışma,ӗҫхӗл
335,Arbeit::N,çalışma,ӗҫлев
336,Gast::N,konuk,хӑна
337,Gast::N,misafir,хӑна
338,Geschenk::N,hediye,парне
339,Geschenk::N,hediye,кучченеҫ
340,Geschenk::N,armağan,парне
341,Geschenk::N,armağan,кучченеҫ
342,Spiel::N,oyun,вӑйӑ
343,Gesellschaft::N,çevre,общество
344,Gesellschaft::N,arkadaşlık,общество
345,Hilfe::N,yardım,пулӑшу
346,Freund::N,dost,тус
347,Freund::N,arkadaş,тус
348,Kamerad::N,arkadaş,юлташ
349,Kamerad::N,arkadaş,тус
350,Angelegenheit::N,iş,ӗҫ
351,Angelegenheit::N,husus,ӗҫ
352,Anzahl::N,sayı,йыш
353,Anzahl::N,sayı,хисеп
354,Art::N,çeşit,тӗс
355,Stück::N,tane,татӑк
356,Stück::N,parça,татӑк
357,Teil::N,kısım,пай
358,Hälfte::N,yarı,ҫурӑ
359,Kreis::N,daire,ункӑ
360,Kreis::N,daire,ҫавракӑш
361,Kreuz::N,haç,хӗрес
362,Linie::N,hat,йӗр
363,Linie::N,çizgi,йӗр
364,Strich::N,çizgi,йӗр
365,Abstand::N,aralık,хушӑ
366,Entfernung::N,mesafe,хушӑ
367,Entfernung::N,uzaklık,хушӑ
368,Gegend::N,yöre,вырӑн
369,Platz::N,yer,хутлӑх
370,Ort::N,yer,вырӑн
371,Seite::N,yan,ен
372,Seite::N,yan,аяк
373,Seite::N,yan,айӑк
374,Seite::N,taraf,ен
375,Seite::N,taraf,аяк
376,Seite::N,taraf,айӑк
377,Mitte::N,orta,варӑ
378,Mitte::N,merkez,варӑ
379,Gegenstand::N,şey,япала
380,Sache::N,iş,япала
381,Sache::N,şey,япала
382,Rand::N,kenar,вӗҫ
383,Rand::N,kenar,хӗрӗ
384,Rand::N,kenar,хӗрри
385,Kante::N,kenar,хайкача
386,Kante::N,kenar,хысак
387,Ecke::N,köşe,кӗтес
388,Spitze::N,uç,вӗҫ
389,Spitze::N,baş,вӗҫ
390,Ende::N,uç,вӗҫ
391,Loch::N,oyuk,шӑтӑк
392,Loch::N,delik,шӑтӑк
393,Winkel::N,köşe,кӗтес
394,Muster::N,örnek,эреш
395,Größe::N,büyüklük,пысӑкӑш
396,Länge::N,uzunluk,вӑрӑмӑш
397,Höhe::N,yükseklik,ҫӳллӗш
398,Gewicht::N,ağırlık,виҫе
399,Gewicht::N,ağırlık,йывӑрӑш
400,Menge::N,miktar,йыш
401,Haufen::N,küme,купа
402,Haufen::N,yığın,купа
403,Reihe::N,sıra,рет
404,Boot::N,kayık,кимӗ
405,Boot::N,sandal,кимӗ
406,Ruder::N,kürek,кӗсмен
407,Schlitten::N,kızak,ҫуна
408,Ski::N,kayak,йӗлтӗр
409,Lagerfeuer::N,kamp ateşi,вут
410,Lagerfeuer::N,kamp ateşi,кӑвайт
411,Last::N,yük,сулмаклӑх
412,Last::N,yük,йывӑр япала
413,Gang::N,gidiş,куҫӑм
414,Gang::N,yürüyüş,куҫӑм
415,Schritt::N,adım,утӑм
416,Schritt::N,adım,пусӑм
417,Norden::N,kuzey,ҫурҫӗр
418,Süden::N,güney,кӑнтӑр
419,Westen::N,batı,анӑҫ
420,Westen::N,batı,хӗвел анӑҫ
421,Osten::N,doğu,хӗвел тухӑҫ
422,Holz::N,ağaç,йывӑҫ
423,Holz::N,tahta,йывӑҫ
424,Brett::N,tahta,хӑма
425,Platte::N,levha,плита
426,Stütze::N,dayak,ура
427,Stütze::N,destek,ура
428,Stange::N,çubuk,шерте
429,Stock::N,sopa,патак
430,Stock::N,değnek,патак
431,Stab::N,sırık,шӑчӑ
432,Stab::N,baston,шӑчӑ
433,Rohr::N,boru,пӑрӑх
434,Haus::N,ev,ҫурт
435,Heim::N,ev,кил
436,Heim::N,yurt,кил
437,Ofen::N,soba,кӑмака
438,Fußboden::N,taban,урай
439,Fußboden::N,döşeme,урай
440,Tisch::N,masa,сӗтел
441,Stuhl::N,iskemle,пукан
442,Stuhl::N,sandalye,пукан
443,Wiege::N,beşik,сӑпка
444,Bett::N,yatak,кравать
445,Regal::N,raf,ҫӳлӗк
446,Regal::N,raf,сентре
447,Kiste::N,sandık,ещӗк
448,Kiste::N,sandık,сунтӑх
449,Fenster::N,pencere,чӳрече
450,Tür::N,kapı,алӑк
451,Tor::N,kapı,хапха
452,Zaun::N,çit,хӳме
453,Dach::N,dam,тӑрӑ
454,Dach::N,çatı,тӑрӑ
455,Leiter::N,merdiven,пусма
456,Besen::N,süpürge,шӑпӑр
457,Spaten::N,bel,кӗреҫе
458,Schaufel::N,kürek,кӗреҫе
459,Gabel::N,çatal,вилка
460,Löffel::N,kaşık,кашӑк
461,Messer::N,bıçak,ҫӗҫӗ
462,Nagel::N,çivi,пӑта
463,Netz::N,ağ,тетел
464,Haken::N,çengel,йӑрхах
465,Haken::N,çengel,ҫекӗл
466,Griff::N,kulp,хӑлӑп
467,Griff::N,tutamak,хӑлӑп
468,Schloss::N,kilit,ҫӑра
469,Bild::N,imaj,сӑн
470,Bild::N,imaj,сӑнлӑх
471,Bild::N,imaj,картина
472,Bild::N,resim,сӑн
473,Bild::N,resim,сӑнлӑх
474,Bild::N,resim,картина
475,Figur::N,şekil,кӗлетке
476,Figur::N,heykel,кӗлетке
477,Puppe::N,kukla,пукане
478,Beutel::N,kese,михӗ
479,Beutel::N,torba,михӗ
480,Bündel::N,deste,ҫыхӑ
481,Bündel::N,deste,тӗрке
482,Tasche::N,çanta,сумка
483,Eimer::N,kova,витре
484,Deckel::N,kapak,хупӑ
485,Geschirr::N,kap kacak,савӑт-сапа
486,Sack::N,torba,михӗ
487,Tasse::N,fincan,курка
488,Topf::N,tencere,кастрюль
489,Kessel::N,kazan,хуран
490,Essen::N,yemek,апат
491,Nahrung::N,gıda,апат-ҫимӗс
492,Nahrung::N,besin,апат-ҫимӗс
493,Speise::N,yemek,апат
494,Speise::N,yemek,ҫимӗҫ
495,Fleisch::N,et,аш
496,Fleisch::N,et,какай
497,Getreide::N,tahıl,тырӑ
498,Getreide::N,hububat,тырӑ
499,Brei::N,ezme,пӑтӑ
500,Brot::N,ekmek,ҫӑкӑр
501,Scheibe::N,dilim,чӗлӗ
502,Scheibe::N,dilim,касӑк
503,Fett::N,yağ,ҫу
504,Butter::N,tereyağı,ҫу
505,Öl::N,yağ,ҫу
506,Öl::N,akar yağ,ҫу
507,Salz::N,tuz,тӑвар
508,Suppe::N,çorba,яшка
509,Honig::N,bal,пыл
510,Milch::N,süt,сӗт
511,Tee::N,çay,чей
512,Leder::N,deri,сӑран
513,Leder::N,meşin,сӑран
514,Wolle::N,yün,ҫӑм
515,Stoff::N,kumaş,тӗртӗм
516,Nadel::N,iğne,йӗп
517,Faden::N,tire,ҫип
518,Faden::N,iplik,ҫип
519,Knopf::N,düğme,тӳме
520,Knoten::N,düğüm,йӑлӑ
521,Farbe::N,boya,сӑрӑ
522,Kleidung::N,giyim,тум
523,Kleidung::N,giyim,ҫипуҫ
524,Kleidung::N,giyim,тум-тир
525,Hemd::N,gömlek,кӗпе
526,Kragen::N,yaka,ҫуха
527,Ärmel::N,yen,ҫанӑ
528,Ärmel::N,elbise kolu,ҫанӑ
529,Hose::N,pantolon,шӑлавар
530,Gürtel::N,kuşak,пиҫиххи
531,Mütze::N,bere,ҫӗлӗк
532,Mütze::N,kasket,ҫӗлӗк
533,Schuh::N,kundura,пушмак
534,Schuh::N,kundura,ботинок
535,Schuh::N,ayakkabı,пушмак
536,Schuh::N,ayakkabı,ботинок
537,Stiefel::N,çizme,атӑ
538,Ring::N,yüzük,ҫӗрӗ
539,Band::N,bağ,хаю
540,Band::N,bağ,йӗсме
541,Band::N,şerit,хаю
542,Band::N,şerit,йӗсме
543,Kamm::N,tarak,тура
544,Spiegel::N,ayna,тӗкӗр
545,Spiegel::N,ayna,куҫ кӗски
546,Riemen::N,kayış,чӗн
547,Schnur::N,ip,кантра
548,Schnur::N,sicim,кантра
549,Leine::N,kayış,касмӑк
550,Decke::N,örtü,утиял
551,Decke::N,yorgan,утиял
552,Kissen::N,yastık,ҫытар
553,Kissen::N,yastık,минтер
554,Tuch::N,bez,тутӑр
555,Handtuch::N,havlu,ал шӑлли
556,Kraft::N,güç,вӑй
557,Kraft::N,güç,хӑват
558,Kraft::N,kuvvet,вӑй
559,Kraft::N,kuvvet,хӑват
560,Stärke::N,kuvvet,хал
561,Stärke::N,kuvvet,хӑват
562,Gesundheit::N,sağlık,хал
563,Gesundheit::N,sağlık,сывлӑх
564,Krankheit::N,hastalık,чир
565,Schmerz::N,ağrı,ырату
566,Schmerz::N,sancı,ырату
567,Wunde::N,yara,суран
568,Fieber::N,ateş,сив чир
569,Arznei::N,ilâç,эмел
570,Brücke::N,köprü,кӗпер
571,Brunnen::N,kuyu,ҫӑл
572,Brunnen::N,kuyu,пусӑ
573,Brunnen::N,çeşme,ҫӑл
574,Brunnen::N,çeşme,пусӑ
575,Weide::N,otlak,ҫаран
576,Pfad::N,patika,йӗр
577,Pfad::N,patika,сукмак
578,Pfad::N,keçiyolu,йӗр
579,Pfad::N,keçiyolu,сукмак
580,Weg::N,yol,ҫул
581,Weg::N,yol,ҫул-йӗр
582,Straße::N,yol,ҫӳрев
583,Straße::N,yol,ҫул ҫӳрени
584,Straße::N,cadde,ҫӳрев
585,Straße::N,cadde,ҫул ҫӳрени
586,Dorf::N,köy,ял
587,Stadt::N,kent,хула
588,Stadt::N,şehir,хула
589,Brief::N,mektup,ҫыру
590,Buch::N,kitap,кӗнеке
591,Buchstabe::N,harf,сас палли
592,Zeitung::N,gazete,хаҫат
593,Leben::N,hayat,пурнӑҫ
594,Tod::N,ölüm,вилӗм
595,Grab::N,kabir,масар шӑтӑкӗ
596,Kirche::N,kilise,чиркӳ
597,Sünde::N,günah,ҫылӑх
598,Gott::N,tanrı,турӑ
599,Arbeiter::N,işçi,рабочи
600,Chef::N,şef,пуҫлӑх
601,Chef::N,müdür,пуҫлӑх
602,Meister::N,usta,ӑста
603,Meister::N,usta,мастер
604,Arzt::N,hekim,врач
605,Arzt::N,hekim,тухтӑр
606,Arzt::N,doktor,врач
607,Arzt::N,doktor,тухтӑр
608,Lehrer::N,hoca,учитель
609,Lehrer::N,hoca,вӗрентекен
610,Lehrer::N,öğretmen,учитель
611,Lehrer::N,öğretmen,вӗрентекен
612,Geld::N,para,укҫа
613,Geschäft::N,ticaret,бизнес
614,Laden::N,dükkân,магазин
615,Preis::N,fiyat,хак
616,Ware::N,mal,тавар
617,Nutzen::N,fayda,пайта
618,Reichtum::N,servet,мул
619,Reichtum::N,zenginlik,мул
620,Welt::N,dünya,тӗнче
621,Land::N,ülke,ҫӗр-шыв
622,Staat::N,devlet,патшàлӑх
623,König::N,kral,король
624,Macht::N,kudret,власть
625,Macht::N,iktidar,власть
626,Grenze::N,had,чикӗ
627,Grenze::N,sınır,чикӗ
628,Krieg::N,savaş,вӑрҫӑ
629,Feind::N,düşman,тӑшман
630,Gewalt::N,zor,ирӗксӗрлӳ
631,Gewalt::N,cebir,ирӗксӗрлӳ
632,Kampf::N,savaş,кӗрешӳ
633,Bogen[Waffe]::N,yay,ухӑ
634,Pfeil::N,ok,ҫӗмрен
635,Pfeil::N,ok,ухӑ йӗппи
636,Gewehr::N,tüfek,пӑшал
637,Fehler::N,hata,йӑнӑш
638,Fehler::N,yanlış,йӑнӑш
639,Lüge::N,yalan,суя
640,Lüge::N,yalan,ултав
641,Schaden::N,zarar,сиен
642,Unglück::N,felâket,шар
643,Unglück::N,felâket,инкек
644,Unglück::N,talihsizlik,шар
645,Unglück::N,talihsizlik,инкек
646,Schuld::N,suç,айӑп
647,Schuld::N,kabahat,айӑп
648,Alter::N,yaş,ҫул шучӗ
649,Schluss::N,son,пӗтни
650,Schluss::N,son,пӗтмӗш
651,Zeit::N,zaman,вӑхӑт
652,Tag::N,gün,кун
653,Morgen::N,sabah,ир
654,Mittag::N,öğle,кӑнтӑрла
655,Abend::N,akşam,каҫ
656,Nacht::N,gece,каҫ
657,Woche::N,hafta,эрне
658,Monat::N,ay,уйӑх
659,Jahr::N,yıl,ҫулталӑк
660,Jahr::N,sene,ҫулталӑк
661,Frühling::N,ilkbahar,ҫур
662,Frühling::N,ilkbahar,ҫуркунне
663,Sommer::N,yaz,ҫу
664,Sommer::N,yaz,ҫулла
665,Herbst::N,güz,кӗр
666,Herbst::N,güz,кӗркунне
667,Herbst::N,sonbahar,кӗр
668,Herbst::N,sonbahar,кӗркунне
669,Winter::N,kış,хӗл
670,Winter::N,kış,хӗлле
671,Januar::N,ocak,январь
672,Februar::N,şubat,февраль
673,Februar::N,şubat,кӗҫӗн кӑрлач
674,März::N,mart,март
675,März::N,mart,пуш уйӑхӗ
676,April::N,nisan,апрель
677,Mai::N,mayıs,май
678,Juni::N,haziran,июнь
679,Juli::N,temmuz,июль
680,August::N,ağustos,август
681,September::N,eylül,сентябрь
682,September::N,eylül,авӑн уйӑхӗ
683,Oktober::N,ekim,октябрь
684,November::N,kasım,ноябрь
685,Dezember::N,aralık,раштав
686,Dezember::N,aralık,декабрь
687,Montag::N,pazartesi,тунти кун
688,Dienstag::N,salı,ытлари кун
689,Mittwoch::N,çarşamba,юн кун
690,Donnerstag::N,perşembe,кӗҫнерни кун
691,Freitag::N,cuma,эрне кун
692,Samstag::N,cumartesi,шӑмат кун
693,Sonntag::N,pazar,вырсарни кун
694,groß::A,büyük,пысӑк
695,klein::A,ufak,пӗчӗк
696,klein::A,küçük,пӗчӗк
697,lang::A,uzun,вӑрӑм
698,kurz::A,kısa,кӗске
699,breit::A,enli,сарлака
700,breit::A,geniş,сарлака
701,schmal::A,dar,ансӑр
702,dicht::A,sık,йӑвӑ
703,dicht::A,yoğun,йӑвӑ
704,dick[Gegenstand]::A,kalın,хулӑн
705,dick[Gegenstand]::A,iri,хулӑн
706,dünn::A,ince,ҫинҫе
707,dünn::A,ince,ҫӳхе
708,fein::A,ince,тарай
709,fein::A,ince,вӗлтӗрти
710,fein::A,narin,тарай
711,fein::A,narin,вӗлтӗрти
712,fest::A,sabit,тӗреклӗ
713,fest::A,sağlam,тӗреклӗ
714,flach::A,düz,лаптак
715,flach::A,yassı,лаптак
716,glatt::A,düz,такӑр
717,hart::A,katı,хытӑ
718,weich::A,yumuşak,ҫемҫе
719,rund::A,yuvarlak,ҫавра
720,spitz::A,sivri,шӗвӗр
721,scharf::A,keskin,ҫивӗч
722,stumpf::A,kör,мӑка
723,stumpf::A,kör,пуклак
724,stumpf::A,kör,тӗрӗнчӗк
725,stumpf::A,kör,ӑнкарусӑр
726,schwer::A,ağır,йывӑр
727,schön::A,güzel,илемлӗ
728,heiß::A,kızgın,вӗри
729,warm::A,sıcak,ӑшӑ
