,Concept_ID,hr,kl
75,Luft::N,zrak,silaannaq
76,Wind::N,vjetar,anori
77,Wind::N,vjetar,anorsarik
78,Welle::N,val,aalappaa
79,Welle::N,talas,aalappaa
80,Wasser::N,voda,imeq
81,Stein::N,kamen,ujarak
82,Boden::N,tlo,nateq
83,Boden::N,zemlja,nateq
84,Erde::N,zemlja,issoq
85,Staub::N,prah,pujualanerit
86,Staub::N,prah,pujoralanerit
87,Staub::N,prašina,pujualanerit
88,Staub::N,prašina,pujoralanerit
89,Rauch::N,dim,iseq
90,Rauch::N,dim,pujoq
91,Funke::N,iskra,illoorneq
92,Funke::N,varnica,illoorneq
93,Feuer::N,vatra,inneq
94,Licht::N,svjetlo,qaamaneq
95,Schatten::N,hlad,tarraq
96,Schatten::N,sjena,tarraq
97,Wetter::N,vrijeme,sila
98,Nebel::N,magla,pujoq
99,Wolke::N,oblak,nuia
100,Regen::N,kiša,sialuk
101,Schnee::N,snijeg,aput
102,Eis::N,led,siku
103,Frost::N,mraz,issi
104,Frost::N,mraz,issik
105,Kälte::N,studen,issi
106,Kälte::N,hladnoća,issi
107,Hitze::N,vrućina,kianneq
108,Hitze::N,vrućina,kiassuseq
109,Raureif::N,inje,kaneq
110,Regenbogen::N,duga,neriusaaq
111,Donner::N,grom,kalleq
112,Donner::N,grmljavina,kalleq
113,Strömung::N,struja,
114,Strömung::N,strujanje,
115,Tropfen::N,kap,kuseriarneq
116,Tropfen::N,kaplja,kuseriarneq
117,Schaum::N,pjena,qapuk
118,Schmutz::N,nečistoća,minguk
119,Schmutz::N,prljavština,minguk
120,See::N,jezero,taseq
121,Sumpf::N,bara,maqulluk
122,Moor::N,močvara,
123,Wiese::N,livada,masarsuk
124,Wald::N,šuma,
125,Hügel::N,brijeg,qattuneq
126,Hügel::N,brijeg,majuariaq
127,Hügel::N,brijeg,majorajaaq
128,Hügel::N,brijeg,qaqqannguaq
129,Hügel::N,brežuljak,qattuneq
130,Hügel::N,brežuljak,majuariaq
131,Hügel::N,brežuljak,majorajaaq
132,Hügel::N,brežuljak,qaqqannguaq
133,Anhöhe::N,uzvišica,
134,Berg::N,brdo,qaqqaq
135,Gipfel::N,vrh,
136,Höhle::N,pećina,qaarusuk
137,Höhle::N,spilja,qaarusuk
138,Abhang::N,obronak,ippik
139,Abhang::N,obronak,sivinganeq
140,Abhang::N,obronak,sivingajaaq
141,Abhang::N,obronak,kussangajaaq
142,Abhang::N,nizbrdica,ippik
143,Abhang::N,nizbrdica,sivinganeq
144,Abhang::N,nizbrdica,sivingajaaq
145,Abhang::N,nizbrdica,kussangajaaq
146,Quelle::N,izvor,
147,Quelle::N,vrelo,
148,Bach::N,potok,kuunnguaq
149,Fluss::N,rijeka,kuuk
150,Ufer::N,obala,sissap sinaa
151,Küste::N,obala,sineriak
152,Küste::N,morska obala,sineriak
153,Festland::N,kopno,
154,Meer::N,more,imaq
155,Bucht::N,zaliv,ikeq
156,Bucht::N,zaliv,kangerluk
157,Bucht::N,zaliv,kangerliumaneq
158,Insel::N,ada,qeqertaq
159,Insel::N,otok,qeqertaq
160,Blume::N,cvijet,naasoq
161,Gras::N,trava,ivigaq
162,Wurzel::N,korijen,niulutaq
163,Baum::N,drvo,orpik
164,Baum::N,stablo,orpik
165,Stamm::N,deblo,kanaartaq
166,Stamm::N,stablo,kanaartaq
167,Rinde::N,kora,ameraq
168,Ast::N,grana,avalequt
169,Zweig::N,grana,avalequt
170,Blatt::N,list,pilutaq
171,Birke::N,breza,patitsit
172,Kiefer[Baum]::N,bor,
173,Weide[Baum]::N,iva,palleq
174,Weide[Baum]::N,vŕba,palleq
175,Tanne::N,jela,orsuerneq
176,Horn::N,rog,nassuk
177,Feder::N,pero,suluk
178,Fell::N,koža,ameq
179,Flügel::N,krilo,suluk
180,Flügel::N,krilo,isaroq
181,Klaue::N,papak,kukik
182,Kralle::N,pandža,kukik
183,Schwanz::N,rep,pamioq
184,Schwanz::N,rep,paperuusaq
185,Ei::N,jaje,mannik
186,Nest::N,gnijezdo,ullut
187,Bau::N,jazbina,ini
188,Tier::N,životinja,uumasoq
189,Herde::N,krdo,unguukkat
190,Herde::N,stado,unguukkat
191,Kuh::N,krava,ussik
192,Bulle::N,bik,angukulak
193,Bulle::N,bik,anguteralak
194,Bulle::N,bik,angutikulooq
195,Pferd::N,konj,
196,Schaf::N,ovca,sava
197,Schwein::N,svinja,puuluki
198,Hund::N,pas,qimmeq
199,Hund::N,pseto,qimmeq
200,Katze::N,mačka,puisaaq
201,Bär::N,medvjed,allaq
202,Eichhörnchen::N,vjeverica,sissinnguaq
203,Elch::N,los,
204,Fuchs::N,lisica,terianniaq
205,Hase::N,zec,ukaleq
206,Maus::N,miš,teriannguaq
207,Wolf::N,vuk,amaroq
208,Wolf::N,kurjak,amaroq
209,Vogel::N,ptica,timmiaq
210,Schwarm::N,roj,
211,Schwarm::N,jato,
212,Huhn::N,kokoš,kukkukooq
213,Huhn::N,kokoš,marloraaqaaq
214,Hahn::N,kokot,kiasiusaq
215,Hahn::N,pijevac,kiasiusaq
216,Gans::N,guska,nerleq
217,Adler::N,orao,nattoralik
218,Ente::N,patka,
219,Eule::N,sova,uppik
220,Kranich::N,ždral,qorlorfik
221,Krähe::N,vrana,tuluatsiaq
222,Kuckuck::N,kukavica,kukkooq
223,Schwan::N,labud,qussuk
224,Fisch::N,riba,aalisagaq
225,Barsch::N,grgeč,
226,Hecht::N,štuka,
227,Schlange[Tier]::N,guja,pulateriarsuk
228,Schlange[Tier]::N,guja,pulateriaarsuk
229,Schlange[Tier]::N,zmija,pulateriarsuk
230,Schlange[Tier]::N,zmija,pulateriaarsuk
231,Wurm::N,crv,
232,Spinne::N,pauk,aasiaq
233,Spinne::N,pauk,nissavaarsuk
234,Ameise::N,mrav,uniaaluk
235,Laus::N,uš,kumak
236,Mücke::N,komarac,ippernaq
237,Fliege::N,muha,ippernaq
238,Schmetterling::N,leptir,paluaq
239,Schmetterling::N,leptir,pakkaluaq
240,Schmetterling::N,leptir,utsuppaluaq
241,Schmetterling::N,leptir,taqaleqisaaq
242,Beere::N,boba,paarmaq
243,Beere::N,boba,paarngaq
244,Beere::N,bobica,paarmaq
245,Beere::N,bobica,paarngaq
246,Apfel::N,jabuka,iipili
247,Pilz::N,pečurka,anngiusaq
248,Zwiebel::N,luk,uanitsoq
249,Zwiebel::N,kapula,uanitsoq
250,Saat::N,sjemenje,naatsiiassaq
251,Korn::N,zrno,maannineq
252,Heu::N,sijeno,
253,Schale::N,kora,niutsivik
254,Schale::N,kora,ilulissaq qaartussaq
255,Schale::N,ljuska,niutsivik
256,Schale::N,ljuska,ilulissaq qaartussaq
257,Grube::N,jama,itersaq
258,Falle::N,zamka,pualavoq
259,Falle::N,klopka,pualavoq
260,Schlinge::N,uzao,orseq
261,Schlinge::N,uzao,norloq
262,Schlinge::N,petlja,orseq
263,Schlinge::N,petlja,norloq
264,Spur::N,trag,tumaa
265,Spur::N,slijed,tumaa
266,Asche::N,pepeo,arsat
267,Dreck::N,blato,minguk
268,Eisen::N,željezo,savimineq
269,Eisen::N,željezo,saffiugassaq
270,Gold::N,zlato,kuulti
271,Silber::N,srebro,siilviuvoq
272,Kohle::N,ugalj,aamarsuit aamaruutissat
273,Kohle::N,ugljen,aamarsuit aamaruutissat
274,Glas::N,staklo,igalaaq
275,Glas::N,staklo,imertarfik
276,Glas::N,staklo,igalaamineq
277,Lehm::N,glina,marraq
278,Lehm::N,ilovača,marraq
279,Sand::N,pijesak,sioqqat
280,Mensch::N,čovjek,inuk
281,Mensch::N,čovjek,silamiu
282,Mann::N,muškarac,angut
283,Frau::N,žena,arnaq
284,Kind::N,čedo,meeraq
285,Kind::N,dijete,meeraq
286,Junge::N,momče,nukappiaraq
287,Junge::N,dječak,nukappiaraq
288,Mädchen::N,djevojka,arnannguaq
289,Mädchen::N,djevojčica,arnannguaq
290,Familie::N,obitelj,ilaqutakka
291,Familie::N,obitelj,ilaqutariit
292,Familie::N,porodica,ilaqutakka
293,Familie::N,porodica,ilaqutariit
294,Großvater::N,djed,aatak
295,Großmutter::N,baka,aanaq
296,Eltern::N,roditelji,angajoqqaat
297,Vater::N,otac,ataata
298,Vater::N,otac,ataataq
299,Mutter::N,majka,anaana
300,Sohn::N,sin,erneq
301,Tochter::N,kći,panik
302,Tochter::N,kćerka,panik
303,Bruder::N,brat,ani
304,Bruder::N,brat,aqqaluk
305,Bruder::N,brat,qatanngut
306,Schwester::N,sestra,naja
307,Schwester::N,sestra,aleqa
308,Schwester::N,sestra,qatanngut
309,Onkel::N,čika,akkak
310,Onkel::N,ujak,akkak
311,Tante::N,ujna,aja
312,Tante::N,ujna,ajak
313,Tante::N,ujna,atsak
314,Tante::N,tetka,aja
315,Tante::N,tetka,ajak
316,Tante::N,tetka,atsak
317,Ehemann::N,muž,ui
318,Ehemann::N,suprug,ui
319,Ehefrau::N,žena,nuliaq
320,Ehefrau::N,supruga,nuliaq
321,Freude::N,radost,tipaatsussuseq
322,Gelächter::N,grohot,illaq
323,Glück::N,sreća,usornaat
324,Glück::N,sreća,usornarsuseq
325,Kummer::N,jad,
326,Kummer::N,briga,
327,Wunsch::N,želja,kissaat
328,Lust::N,volja,illigussuseq
329,Lust::N,volja,piummaseq
330,Geist::N,duh,anerneq
331,Geist::N,duh,toornaq
332,Gedanke::N,misao,isumassaq
333,Gedächtnis::N,pamćenje,eqqaamannissuseq
334,Verstand::N,um,isuma
335,Verstand::N,um,sianissut
336,Verstand::N,um,misigissut
337,Verstand::N,um,sianissuseq
338,Verstand::N,um,silaqassuseq
339,Verstand::N,razum,isuma
340,Verstand::N,razum,sianissut
341,Verstand::N,razum,misigissut
342,Verstand::N,razum,sianissuseq
343,Verstand::N,razum,silaqassuseq
344,Sinn::N,smisao,isuma
345,Sinn::N,značenje,isuma
346,Grund::N,razlog,patsit
347,Wahrheit::N,istina,sallusuissut
348,Gespräch::N,razgovor,
349,Märchen::N,bajka,oqalualaarut
350,Märchen::N,bajka,oqaluasaaq
351,Erzählung::N,priča,oqaluttuaq
352,Erzählung::N,pripovijest,oqaluttuaq
353,Nachricht::N,vijest,oqaassut
354,Nachricht::N,vijest,oqqersuut
355,Neuigkeit::N,novost,tusarnartaq
356,Name::N,ime,ateq
357,Rätsel::N,zagonetka,nalorsitsaarut
358,Rede::N,govor,oqaluuseq
359,Rede::N,besjeda,oqaluuseq
360,Sprache::N,jezik,oqaatsit
361,Stimme::N,glas,erinaq
362,Stimme::N,glas,qarluuseq
363,Wort::N,riječ,oqaasii
364,Zeichen::N,znak,nalunaaqqut
365,Ruf::N,povik,qaaqqussut
366,Ruf::N,poklik,qaaqqussut
367,Lärm::N,buka,perpaluk
368,Lärm::N,galama,perpaluk
369,Laut::N,zvuk,torsukattak
370,Ton::N,ton,erinaq
371,Lied::N,pjesma,taalliaq
372,Lied::N,pjesma,erinarsuut
373,Ruhe::N,tišina,qatsunganeq
374,Ruhe::N,počinak,qatsunganeq
375,Leute::N,ljudi,inuiak
376,Leute::N,ljudi,inuiaqatigiit
377,Volk::N,puk,inuiaat
378,Volk::N,narod,inuiaat
379,Arbeit::N,rad,suliaq
380,Arbeit::N,posao,suliaq
381,Gast::N,gost,qaaqqusaq
382,Geschenk::N,dar,pajugut
383,Geschenk::N,poklon,pajugut
384,Spiel::N,igra,
385,Gesellschaft::N,društvo,
386,Gesellschaft::N,kompanija,
387,Hilfe::N,pomoć,annertoqqut
388,Freund::N,prijatelj,tiliaq
389,Freund::N,prijatelj,ikinngut
390,Kamerad::N,drug,tiliaq
391,Kamerad::N,drug,ikinngut
392,Kamerad::N,drugar,tiliaq
393,Kamerad::N,drugar,ikinngut
394,Angelegenheit::N,posao,
395,Anzahl::N,broj,
396,Anzahl::N,brojnost,
397,Art::N,vid,ileqquuseq
398,Art::N,vrst,ileqquuseq
399,Stück::N,komad,nakkaalaniku
400,Teil::N,dio,tassiaasat
401,Hälfte::N,polovina,affaq
402,Kreis::N,krug,kaajaluinneq or kaajaluitsoq
403,Kreuz::N,križ,sanningasulik
404,Linie::N,crta,tittaq
405,Linie::N,crta,titarneq
406,Strich::N,crta,
407,Abstand::N,razmak,aku
408,Abstand::N,razmak,ikiaq
409,Abstand::N,odstojanje,aku
410,Abstand::N,odstojanje,ikiaq
411,Entfernung::N,udaljenost,asi
412,Gegend::N,kraj,nuna
413,Gegend::N,predeo,nuna
414,Platz::N,mjesto,ini
415,Platz::N,mjesto,inissaq
416,Ort::N,mjesto,sumiiffik
417,Seite::N,bok,saneraq
418,Seite::N,strana,saneraq
419,Mitte::N,sredina,qiteq
420,Gegenstand::N,predmet,
421,Sache::N,posao,pigisaq
422,Rand::N,rub,sini
423,Rand::N,rub,akerfineq
424,Rand::N,kraj,sini
425,Rand::N,kraj,akerfineq
426,Kante::N,brid,akerfineq
427,Kante::N,ivica,akerfineq
428,Ecke::N,ugao,teqeqqoq
429,Ecke::N,ugao,tikeqqoq
430,Spitze::N,vrh,inngik
431,Spitze::N,šiljak,inngik
432,Ende::N,konac,isu
433,Loch::N,rupa,putu
434,Winkel::N,kut,teqeqqorissaat
435,Winkel::N,ugao,teqeqqorissaat
436,Muster::N,uzor,ilisserut
437,Größe::N,veličina,angissuseq
438,Länge::N,duljina,takissuseq
439,Höhe::N,visina,
440,Gewicht::N,težina,oqimaalutaq
441,Menge::N,mnoštvo,amerlassuseq
442,Menge::N,količina,amerlassuseq
443,Haufen::N,hrpa,eqimattat
444,Haufen::N,gomila,eqimattat
445,Reihe::N,red,allunaasaq
446,Boot::N,čun,qajaq
447,Boot::N,čun,angallat
448,Boot::N,čun,umiatsiaq
449,Boot::N,čamac,qajaq
450,Boot::N,čamac,angallat
451,Boot::N,čamac,umiatsiaq
452,Ruder::N,veslo,iput
453,Schlitten::N,saone,qamutit
454,Schlitten::N,saone,qimusseq
455,Ski::N,ski,ataarut
456,Ski::N,smučka,ataarut
457,Lagerfeuer::N,logorska vatra,
458,Last::N,tovar,nammagaq
459,Gang::N,hod,
460,Schritt::N,korak,allorneq
461,Norden::N,sjever,avannaq
462,Süden::N,jug,qava
463,Süden::N,jug,kujat
464,Süden::N,jug,kujataa
465,Westen::N,zapad,kitaa
466,Osten::N,istok,kangi
467,Holz::N,drvo,qisuk
468,Brett::N,daska,salliligaq
469,Platte::N,ploča,qaateq
470,Stütze::N,potpora,ajagutaq
471,Stütze::N,potpora,ajaagutaq
472,Stange::N,motka,kaaviffik
473,Stock::N,štap,ajaappissat
474,Stock::N,palica,ajaappissat
475,Stab::N,štap,ajaappissat
476,Stab::N,šipka,ajaappissat
477,Rohr::N,cijev,sullulik
478,Haus::N,kuća,illu
479,Heim::N,dom,
480,Ofen::N,peć,kissarsuut
481,Fußboden::N,pod,nateq
482,Tisch::N,stol,allattarfik
483,Tisch::N,trpeza,allattarfik
484,Stuhl::N,stolac,issiavik
485,Stuhl::N,stolac,issiaffik
486,Stuhl::N,stolica,issiavik
487,Stuhl::N,stolica,issiaffik
488,Wiege::N,kolijevka,uaasoq
489,Bett::N,krevet,nallavik
490,Bett::N,postelja,nallavik
491,Regal::N,polica,ilisivik
492,Kiste::N,sanduk,sakissat
493,Kiste::N,sanduk,illerfiusaq
494,Fenster::N,prozor,aki
495,Fenster::N,prozor,igalaaq
496,Tür::N,vrata,matu
497,Tor::N,vrata,isaaffik
498,Tor::N,kapija,isaaffik
499,Zaun::N,plot,saputit
500,Zaun::N,ograda,saputit
501,Dach::N,krov,qaliaq
502,Leiter::N,ljestve,tummeqqat
503,Leiter::N,ljestve,majuartarfiit
504,Leiter::N,ljestvice,tummeqqat
505,Leiter::N,ljestvice,majuartarfiit
506,Besen::N,metla,saligutit
507,Spaten::N,ašov,nivaataq
508,Schaufel::N,lopata,nivaataq
509,Gabel::N,viljuška,qilluaq
510,Gabel::N,viljuška,ajassaatit
511,Löffel::N,žlica,alussaat
512,Messer::N,nož,savik
513,Nagel::N,čavao,kukik
514,Netz::N,mreža,anguffaseq
515,Haken::N,kuka,nissik
516,Haken::N,kuka,qarsorsaq
517,Haken::N,kuka,qarsorsartoq
518,Griff::N,držak,ipi
519,Griff::N,ručica,ipi
520,Schloss::N,brava,illussaarsuaq
521,Bild::N,slika,assiliaq
522,Figur::N,figura,kisitsit
523,Puppe::N,lutka,inuusaq
524,Beutel::N,kesa,
525,Bündel::N,snop,qilertaq
526,Bündel::N,svežanj,qilertaq
527,Tasche::N,torba,pooqattaq
528,Tasche::N,taška,pooqattaq
529,Eimer::N,kabao,
530,Deckel::N,poklopac,matu
531,Geschirr::N,suđe,anut
532,Geschirr::N,posuđe,anut
533,Sack::N,džak,
534,Sack::N,vreća,
535,Tasse::N,šalica,tiitorfik
536,Tasse::N,šalica,tiitorfiup ilorlia
537,Topf::N,lonac,qoqqoq
538,Kessel::N,kazan,uunnaavik
539,Essen::N,obrok,igaaq
540,Nahrung::N,hrana,neqissaq
541,Speise::N,jelo,nerisassat
542,Fleisch::N,meso,neqi
543,Getreide::N,žito,maannineq
544,Getreide::N,žitarice,maannineq
545,Brei::N,kaša,
546,Brot::N,kruh,iffit
547,Brot::N,kruh,iffiaq
548,Scheibe::N,kriška,igalaassiaq
549,Fett::N,mast,tarnutissaq
550,Fett::N,mast,tarnutissiaq
551,Fett::N,salo,tarnutissaq
552,Fett::N,salo,tarnutissiaq
553,Butter::N,buter,punneq
554,Butter::N,maslac,punneq
555,Öl::N,ulje,uulia
556,Salz::N,sol,taratsut
557,Suppe::N,supa,qajoq
558,Honig::N,med,tungusunnitsuut
559,Milch::N,mlijeko,immuk
560,Tee::N,čaj,tii
561,Tee::N,čaj,teeq
562,Leder::N,koža,
563,Wolle::N,vuna,nuersagassiaq
564,Stoff::N,štof,milliaq
565,Stoff::N,štof,qarlissiaq
566,Stoff::N,tkanina,milliaq
567,Stoff::N,tkanina,qarlissiaq
568,Nadel::N,igla,meqqut
569,Faden::N,nit,ujalussiaq
570,Faden::N,konac,ujalussiaq
571,Knopf::N,dugme,attat
572,Knoten::N,čvor,akeroq
573,Knoten::N,čvor,qilerneq
574,Knoten::N,uzao,akeroq
575,Knoten::N,uzao,qilerneq
576,Farbe::N,farba,qalipaat
577,Kleidung::N,odjeća,atisat
578,Kleidung::N,odjeća,annoraaq
579,Hemd::N,košulja,ilupaaq
580,Kragen::N,ovratnik,qungasiinnaq
581,Ärmel::N,rukav,aaq
582,Hose::N,hlače,qarliit
583,Gürtel::N,pas,qiterut
584,Gürtel::N,pas,unngersaq
585,Gürtel::N,pojas,qiterut
586,Gürtel::N,pojas,unngersaq
587,Mütze::N,kapa,nasaq
588,Schuh::N,cipela,skuu
589,Schuh::N,cipela,ikernuk
590,Schuh::N,cipela,ateraasaq
591,Stiefel::N,čizma,kamik
592,Ring::N,prsten,assammiu
593,Band::N,vrpca,qilerutissiaq
594,Kamm::N,češalj,illaagutit
595,Kamm::N,češalj,illaajaatit pl.
596,Spiegel::N,zrcalo,tarrarsuut
597,Spiegel::N,ogledalo,tarrarsuut
598,Riemen::N,kaiš,allunaaq
599,Riemen::N,remen,allunaaq
600,Schnur::N,vrpca,kujaaq
601,Schnur::N,vrpca,allunaasaq
602,Leine::N,uzica,aleq
603,Decke::N,ćebe,qipik
604,Decke::N,pokrivač,qipik
605,Kissen::N,jastuk,akit
606,Tuch::N,rubac,qarlissiaq
607,Tuch::N,marama,qarlissiaq
608,Handtuch::N,ručnik,allarut
609,Handtuch::N,ručnik,allarterut
610,Kraft::N,snaga,pissak
611,Stärke::N,jakost,qerattarsaat
612,Gesundheit::N,zdravlje,peqqisusseq
613,Krankheit::N,bolest,nappaat
614,Schmerz::N,bol,anniaat
615,Wunde::N,rana,iki
616,Fieber::N,groznica,nappaat qanimanartoq
617,Arznei::N,lijek,imigassaq
618,Brücke::N,most,ikaartarfik
619,Brücke::N,ćuprija,ikaartarfik
620,Brunnen::N,bunar,tissaluttuliaq
621,Brunnen::N,zdenac,tissaluttuliaq
622,Weide::N,paša,masarsuk
623,Weide::N,pašnjak,masarsuk
624,Pfad::N,staza,aqqut
625,Weg::N,put,aggerfik
626,Straße::N,drum,aqqusineq
627,Straße::N,cesta,aqqusineq
628,Dorf::N,selo,nunaqarfik
629,Stadt::N,grad,illorpaat
630,Stadt::N,grad,illorpalik
631,Stadt::N,varoš,illorpaat
632,Stadt::N,varoš,illorpalik
633,Brief::N,list,allagarsiaq
634,Brief::N,pismo,allagarsiaq
635,Buch::N,knjiga,atuakkat
636,Buch::N,knjiga,mappersagaq
637,Buchstabe::N,slovo,naqinneq
638,Zeitung::N,novine,aviisi
639,Leben::N,život,inuussuseq
640,Tod::N,smrt,toqu
641,Tod::N,smrt,toquneq
642,Grab::N,raka,iliveq
643,Grab::N,raka,illissat
644,Kirche::N,crkva,oqaluffik
645,Sünde::N,grijeh,ajorti
646,Gott::N,bog,
647,Arbeiter::N,radnik,sulisoq
648,Chef::N,šef,ittoqut
649,Meister::N,majstor,naalagaq
650,Arzt::N,liječnik,katsorsaasoq
651,Lehrer::N,učitelj,ilinniartitsisoq
652,Geld::N,novac,aningaasat
653,Geschäft::N,posao,niuertarfik
654,Geschäft::N,trgovina,niuertarfik
655,Laden::N,dućan,niuertarfik
656,Preis::N,cijena,aki
657,Ware::N,roba,qaliata pii
658,Ware::N,roba,nioqqutissaq
659,Nutzen::N,korist,iluaqut
660,Reichtum::N,bogatstvo,
661,Welt::N,svijet,nunarsuaq
662,Land::N,zemlja,nuna
663,Staat::N,država,
664,König::N,kralj,kunngi
665,Macht::N,moć,pissaassuseq
666,Macht::N,vlast,pissaassuseq
667,Grenze::N,granica,killik
668,Krieg::N,rat,sorsunneq
669,Feind::N,neprijatelj,akeraq
670,Feind::N,neprijatelj,akerartorti
671,Feind::N,neprijatelj,qinngarsuisoq
672,Gewalt::N,sila,
673,Gewalt::N,nasilje,
674,Kampf::N,boj,sorsunneq
675,Kampf::N,borba,sorsunneq
676,Bogen[Waffe]::N,luk,
677,Pfeil::N,strijela,qalugiusaq
678,Gewehr::N,puška,aallaat
679,Fehler::N,pogreška,kukkuneq
680,Fehler::N,pogreška,paarlaappaa
681,Fehler::N,griješka,kukkuneq
682,Fehler::N,griješka,paarlaappaa
683,Lüge::N,laž,
684,Schaden::N,šteta,
685,Unglück::N,nesreća,perluut
686,Schuld::N,krivnja,akiitsugaq
687,Schuld::N,krivnja,akiligassaq
688,Alter::N,dob,utoqqaq
689,Schluss::N,kraj,isu
690,Schluss::N,konac,isu
691,Zeit::N,doba,ulloq
692,Zeit::N,doba,akuttoqatigiinneq
693,Zeit::N,vrijeme,ulloq
694,Zeit::N,vrijeme,akuttoqatigiinneq
695,Tag::N,dan,ulloq
696,Morgen::N,jutro,ullaaq
697,Mittag::N,podne,ulloqeqqa
698,Abend::N,veče,unnuk
699,Abend::N,večer,unnuk
700,Nacht::N,noć,unnuaq
701,Woche::N,sedmica,sapaatip akunnera
702,Monat::N,mjesec,qaammat
703,Jahr::N,godina,ukioq
704,Frühling::N,proljeće,upernaaq
705,Sommer::N,ljeto,aasaq
706,Herbst::N,jesen,ukiaq
707,Winter::N,zima,ukioq
708,Januar::N,januar,siulleeq
709,Januar::N,januar,qaammaliaq
710,Januar::N,siječanj,siulleeq
711,Januar::N,siječanj,qaammaliaq
712,Februar::N,veljača,aarlaat
713,Februar::N,februar,aarlaat
714,März::N,mart,marsi
715,März::N,mart,martsi
716,März::N,ožujak,marsi
717,März::N,ožujak,martsi
718,April::N,april,
719,April::N,travanj,
720,Mai::N,maj,maaji
721,Mai::N,svibanj,maaji
722,Juni::N,juni,juuni
723,Juni::N,lipanj,juuni
724,Juli::N,juli,juuli
725,Juli::N,srpanj,juuli
726,August::N,august,aggusti
727,August::N,kolovoz,aggusti
728,September::N,rujan,septembari
729,September::N,septembar,septembari
730,Oktober::N,oktobar,oktobari
731,Oktober::N,listopad,oktobari
732,November::N,studeni,novembari
733,November::N,novembar,novembari
734,Dezember::N,prosinac,detsembari
735,Montag::N,ponedjeljak,ataasinngortoq
736,Montag::N,ponedjeljnik,ataasinngortoq
737,Dienstag::N,utorak,marlunngorneq
738,Dienstag::N,utornik,marlunngorneq
739,Mittwoch::N,srijeda,pingasunngorneq
740,Donnerstag::N,četvrtak,sisamanngorneq
741,Freitag::N,petak,tallimanngorneq
742,Samstag::N,subota,arfininngorneq
743,Sonntag::N,nedjelja,sapaat
744,Sonntag::N,nedjelja,sapaati
745,groß::A,velik,angivoq
746,klein::A,mali,mikivoq
747,klein::A,malen,mikivoq
748,lang::A,dug,takisooq
749,lang::A,dugačak,takisooq
750,kurz::A,kratak,naatsoq
751,breit::A,širok,silippoq
752,schmal::A,uski,amitsoq
753,schmal::A,uzak,amitsoq
754,dicht::A,gust,torsusooq
755,dick[Gegenstand]::A,debeo,issuvoq
756,dick[Gegenstand]::A,debeo,issusooq
757,dünn::A,tanak,amitsoq
758,fein::A,fin,mamarpoq
759,fein::A,tanak,mamarpoq
760,fest::A,čvrst,tangeqarpoq
761,flach::A,ravan,nalimmappoq
762,flach::A,plosnat,nalimmappoq
763,glatt::A,gladak,quasak
764,hart::A,tvrd,mattusooq
