,Concept_ID,az,bg
303,Gast::N,qonaq,гост
304,Gast::N,müsafir,гост
305,Geschenk::N,hədiyyə,дар
306,Geschenk::N,hədiyyə,подарък
307,Spiel::N,oyun,игра
308,Spiel::N,tamaşa,игра
309,Gesellschaft::N,cəmiyyet,общество
310,Hilfe::N,kömək,помощ
311,Hilfe::N,yardım,помощ
312,Freund::N,dost,приятел
313,Kamerad::N,yoldaş,другар
314,Angelegenheit::N,iş,работа
315,Anzahl::N,say,брой
316,Anzahl::N,say,количество
317,Art::N,çeşid,вид
318,Stück::N,dənə,къс
319,Stück::N,dənə,парче
320,Stück::N,parça,къс
321,Stück::N,parça,парче
322,Teil::N,qisim,дял
323,Teil::N,qisim,част
324,Hälfte::N,yarım,половина
325,Kreis::N,dairə,кръг
326,Kreuz::N,xaç,кръст
327,Linie::N,xətt,черта
328,Strich::N,cızıq,щрих
329,Strich::N,cızıq,черта
330,Abstand::N,məsafə,дистанция
331,Abstand::N,məsafə,разстояние
332,Entfernung::N,məsafə,разстояние
333,Entfernung::N,uzaqlıq,разстояние
334,Gegend::N,bölgə,местност
335,Platz::N,yer,място
336,Ort::N,yer,място
337,Seite::N,yan,страна
338,Seite::N,tərəf,страна
339,Mitte::N,orta,среда
340,Gegenstand::N,şey,предмет
341,Sache::N,şey,вещ
342,Rand::N,kənar,ръб
343,Kante::N,tiyə,ръб
344,Kante::N,tiyə,кант
345,Kante::N,kənar,ръб
346,Kante::N,kənar,кант
347,Ecke::N,bucaq,ъгъл
348,Spitze::N,uc,връх
349,Spitze::N,uc,острие
350,Ende::N,son,край
351,Ende::N,axır,край
352,Loch::N,deşik,дупка
353,Winkel::N,guşə,кът
354,Winkel::N,guşə,ъгъл
355,Muster::N,ülgü,десен
356,Muster::N,ülgü,образец
357,Größe::N,böyüklük,големина
358,Länge::N,uzunluq,дължина
359,Höhe::N,yüksəklik,висота
360,Höhe::N,yüksəklik,височина
361,Gewicht::N,çəki,тегло
362,Gewicht::N,çəki,тежест
363,Gewicht::N,ağırlıq,тегло
364,Gewicht::N,ağırlıq,тежест
365,Menge::N,miqdar,количество
366,Haufen::N,yığın,куп
367,Haufen::N,yığın,грамада
368,Reihe::N,səf,ред
369,Reihe::N,səf,редица
370,Reihe::N,sıra,ред
371,Reihe::N,sıra,редица
372,Boot::N,qayıq,лодка
373,Ruder::N,kürək,весло
374,Ruder::N,kürək,гребло
375,Schlitten::N,kirşə,шейна
376,Ski::N,xizək,ски
377,Lagerfeuer::N,düşərgə tonqalı,огнище
378,Last::N,yük,товар
379,Gang::N,yeriş,ход
380,Gang::N,yeriş,вървеж
381,Schritt::N,addım,стъпка
382,Norden::N,şimal,север
383,Süden::N,cənub,юг
384,Westen::N,qərb,запад
385,Osten::N,şərq,изток
386,Holz::N,ağac,дърво
387,Holz::N,taxta,дърво
388,Brett::N,taxta,дъска
389,Platte::N,lövhə,
390,Stütze::N,dayaq,
391,Stütze::N,dəstək,
392,Stange::N,şüvül,прът
393,Stange::N,şüvül,върлина
394,Stock::N,dəyənək,прът
395,Stock::N,dəyənək,тояга
396,Stab::N,əsa,прът
397,Stab::N,şüvül,прът
398,Rohr::N,boru,цев
399,Rohr::N,boru,тръба
400,Rohr::N,truba,цев
401,Rohr::N,truba,тръба
402,Haus::N,ev,къща
403,Heim::N,ev,дом
404,Ofen::N,peç,печка
405,Ofen::N,soba,печка
406,Fußboden::N,döşəmə,под
407,Tisch::N,masa,маса
408,Stuhl::N,stul,стол
409,Wiege::N,beşik,люлка
410,Bett::N,yataq,легло
411,Bett::N,yataq,креват
412,Regal::N,rəf,рафт
413,Regal::N,rəf,етажерка
414,Kiste::N,yeşik,кутия
415,Kiste::N,yeşik,сандък
416,Kiste::N,sandıq,кутия
417,Kiste::N,sandıq,сандък
418,Fenster::N,pəncərə,прозорец
419,Tür::N,qapı,врата
420,Tor::N,darvaza,врата
421,Zaun::N,çəpər,ограда
422,Dach::N,dam,покрив
423,Leiter::N,nərdivan,стълба
424,Besen::N,süpürgə,метла
425,Spaten::N,kürək,лопата
426,Schaufel::N,kürək,лопата
427,Gabel::N,çəngəl,вилица
428,Löffel::N,qaşıq,лъжица
429,Messer::N,bıçaq,нож
430,Nagel::N,mıx,гвоздей
431,Netz::N,tor,мрежа
432,Haken::N,çəngəl,кука
433,Haken::N,çəngəl,закачалка
434,Griff::N,qulp,ръчка
435,Griff::N,qulp,дръжка
436,Griff::N,tutacaq,ръчка
437,Griff::N,tutacaq,дръжка
438,Schloss::N,qıfıl,брава
439,Schloss::N,qıfıl,ключалка
440,Bild::N,rəsm,картина
441,Figur::N,şəkil,фигура
442,Figur::N,heykəl,фигура
443,Puppe::N,kukla,кукла
444,Puppe::N,gəlincik,кукла
445,Beutel::N,kisə,кесия
446,Beutel::N,torba,кесия
447,Bündel::N,bağlama,връзка
448,Tasche::N,çanta,чанта
449,Eimer::N,vedrə,кофа
450,Eimer::N,çəllək,кофа
451,Deckel::N,qapaq,капак
452,Deckel::N,qapaq,похлупак
453,Geschirr::N,qab-qazan,съдове
454,Sack::N,çuval,чувал
455,Tasse::N,fincan,чаша
456,Topf::N,qazan,гърне
457,Topf::N,qazan,тенджера
458,Kessel::N,qazan,котел
459,Essen::N,yemək,ядене
460,Nahrung::N,qida,храна
461,Speise::N,xörək,ястие
462,Fleisch::N,ət,месо
463,Getreide::N,taxıl,зърнено храни
464,Brei::N,aş,каша
465,Brei::N,sıyıq,каша
466,Brot::N,çörək,хляб
467,Scheibe::N,dilim,резен
468,Fett::N,yağ,мазнина
469,Butter::N,kərə yağı,масло
470,Öl::N,yağ,олио
471,Öl::N,yağ,оливия
472,Salz::N,duz,сол
473,Suppe::N,şorba,супа
474,Honig::N,bal,мед
475,Milch::N,süd,мляко
476,Tee::N,çay,чай
477,Leder::N,dəri,кожа
478,Wolle::N,yun,вълна
479,Stoff::N,qumaş,плат
480,Stoff::N,qumaş,материал
481,Nadel::N,iynə,игла
482,Faden::N,sap,конец
483,Knopf::N,düymə,копче
484,Knoten::N,düyün,възел
485,Farbe::N,boya,боя
486,Kleidung::N,geyim,дрехи
487,Kleidung::N,geyim,облекло
488,Hemd::N,köynək,риза
489,Kragen::N,yaxa,яка
490,Ärmel::N,qol,ръкав
491,Hose::N,şalvar,панталони
492,Gürtel::N,kəmər,пояс
493,Gürtel::N,kəmər,колан
494,Mütze::N,şapka,каскет
495,Mütze::N,şapka,фуражка
496,Schuh::N,tufli,обувка
497,Schuh::N,ayaqqabı,обувка
498,Stiefel::N,çəkmə,ботуш
499,Ring::N,üzük,пръстен
500,Band::N,lent,лента
501,Band::N,lent,връзка
502,Kamm::N,daraq,гребен
503,Spiegel::N,güzgü,огледало
504,Riemen::N,qayış,каиш
505,Riemen::N,qayış,ремък
506,Schnur::N,ip,връв
507,Leine::N,kəmsik,връв
508,Leine::N,kəmsik,въже
509,Decke::N,ədyal,покривка
510,Decke::N,yorğan,покривка
511,Kissen::N,yastıq,възглавница
512,Tuch::N,şarf,сукно
513,Tuch::N,kaşne,сукно
514,Handtuch::N,dəsmal,пешкир
515,Handtuch::N,dəsmal,кърпа за лице
516,Kraft::N,güc,мощ
517,Kraft::N,güc,сила
518,Stärke::N,qüvvət,сила
519,Gesundheit::N,sağlamlıq,здраве
520,Krankheit::N,xəstəlik,болест
521,Schmerz::N,ağrı,болка
522,Schmerz::N,sancı,болка
523,Wunde::N,yara,рана
524,Fieber::N,isitmə,треска
525,Fieber::N,isitmə,температура
526,Fieber::N,qızdırma,треска
527,Fieber::N,qızdırma,температура
528,Arznei::N,ilaç,лек
529,Arznei::N,ilaç,лекарство
530,Arznei::N,dərman,лек
531,Arznei::N,dərman,лекарство
532,Brücke::N,körpü,мост
533,Brunnen::N,quyu,чешма
534,Brunnen::N,quyu,кладенец
535,Weide::N,otlaq,паша
536,Weide::N,otlaq,пасище
537,Pfad::N,cığır,пътека
538,Weg::N,yol,път
539,Straße::N,küçə,шосе
540,Dorf::N,kənd,село
541,Stadt::N,şəhər,град
542,Brief::N,məktub,писмо
543,Buch::N,kitab,книга
544,Buchstabe::N,hərf,буква
545,Zeitung::N,qəzet,вестник
546,Leben::N,həyat,живот
547,Tod::N,ölüm,смърт
548,Grab::N,qəbir,гроб
549,Kirche::N,kilsə,църква
550,Sünde::N,günah,грях
551,Gott::N,tanrı,бог
552,Arbeiter::N,işçi,работник
553,Chef::N,şef,шеф
554,Chef::N,şef,началник
555,Chef::N,rəis,шеф
556,Chef::N,rəis,началник
557,Meister::N,usta,майстор
558,Arzt::N,həkim,лекар
559,Arzt::N,doktor,лекар
560,Lehrer::N,müəllim,учител
561,Geld::N,pul,пари
562,Geschäft::N,ticarət,сделка
563,Laden::N,dükan,дюкян
564,Laden::N,dükan,магазин
565,Preis::N,qiymət,цена
566,Ware::N,mal,стока
567,Nutzen::N,fayda,полза
568,Nutzen::N,fayda,облага
569,Reichtum::N,zənginlik,богатство
570,Welt::N,aləm,свят
571,Welt::N,dünya,свят
572,Land::N,ölkə,страна
573,Staat::N,dövlət,щат
574,Staat::N,dövlət,държава
575,König::N,kral,крал
576,König::N,məlik,крал
577,Macht::N,qüdrət,мощ
578,Macht::N,qüdrət,власт
579,Grenze::N,hüdud,граница
580,Grenze::N,sərhət,граница
581,Krieg::N,hərb,война
582,Krieg::N,müharibə,война
583,Feind::N,düşmən,враг
584,Feind::N,düşmən,неприятел
585,Gewalt::N,cəbr,сила
586,Gewalt::N,cəbr,насилие
587,Kampf::N,savaş,борба
588,Kampf::N,savaş,сражение
589,Bogen[Waffe]::N,yay,лък
590,Pfeil::N,ox,стрела
591,Gewehr::N,tüfəng,пушка
592,Fehler::N,xəta,грешка
593,Lüge::N,yalan,лъжа
594,Schaden::N,ziyan,повреда
595,Unglück::N,bəla,нещастие
596,Schuld::N,təqsir,вина
597,Alter::N,yaş,възраст
598,Schluss::N,son,край
599,Zeit::N,vaxt,време
600,Zeit::N,zaman,време
601,Tag::N,gün,ден
602,Morgen::N,sabah,утро
603,Morgen::N,sabah,сутрин
604,Mittag::N,günorta,обед
605,Mittag::N,günorta,пладне
606,Abend::N,axşam,вечер
607,Nacht::N,gecə,нощ
608,Woche::N,həftə,седмица
609,Monat::N,ay,месец
610,Jahr::N,il,година
611,Frühling::N,yaz,пролет
612,Frühling::N,bahar,пролет
613,Sommer::N,yay,лято
614,Herbst::N,payız,есен
615,Winter::N,qış,зима
616,Januar::N,Janvar,януари
617,Februar::N,Fevral,февруари
618,März::N,Mart,март
619,April::N,Aprel,април
620,Mai::N,May,май
621,Juni::N,İyun,юни
622,Juli::N,İyul,юли
623,August::N,Avqust,август
624,September::N,Sentyabr,септември
625,Oktober::N,Oktyabr,октомври
626,November::N,Noyabr,ноември
627,Dezember::N,Dekabr,декември
628,Montag::N,bazar ertəsi,понеделник
629,Dienstag::N,çərşənbə axşamı,вторник
630,Mittwoch::N,çərşənbə,сряда
631,Donnerstag::N,cüme axşamı,четвъртък
632,Freitag::N,cüme,петък
633,Samstag::N,şənbə,събота
634,Sonntag::N,bazar,неделя
635,groß::A,böyük,едър
636,groß::A,böyük,голям
637,klein::A,kiçik,малък
638,klein::A,kiçik,дребен
639,lang::A,uzun,дълъг
640,kurz::A,qısa,къс
641,breit::A,enli,широк
642,breit::A,geniş,широк
643,schmal::A,dar,тесен
644,dicht::A,sıx,гъст
645,dick[Gegenstand]::A,qalın,дебел
646,dünn::A,nazik,тънък
647,fein::A,incə,фин
648,fein::A,incə,тънък
649,fest::A,bərk,твърд
650,fest::A,bərk,плътен
651,fest::A,möhkəm,твърд
652,fest::A,möhkəm,плътен
653,flach::A,düz,равен
654,flach::A,düz,плосък
655,glatt::A,hamar,гладък
656,hart::A,sərt,твърд
657,hart::A,sərt,корав
658,weich::A,yumşaq,мек
659,rund::A,yuvarlaq,кръгъл
660,spitz::A,uclu,островръх
661,spitz::A,sivri,островръх
662,scharf::A,kəskin,остър
663,stumpf::A,küt,тъп
664,schwer::A,ağır,тежък
665,schön::A,gözəl,хубав
666,schön::A,gözəl,красив
667,schön::A,gəşəng,хубав
668,schön::A,gəşəng,красив
669,heiß::A,isti,жарък
670,warm::A,ilıq,топъл
671,kalt::A,soyuq,студен
672,kühl::A,sərin,хладен
673,frisch::A,təzə,свеж
674,feucht::A,nəm,влажен
675,nass::A,yaş,мокър
676,trocken::A,quru,сух
677,voll::A,dolu,пълен
678,leer::A,boş,празен
679,offen::A,açıq,откровен
680,geschlossen::A,qapalı,закрит
681,geschlossen::A,qapalı,затворен
682,sauber::A,təmiz,чист
683,schmutzig::A,kirli,мръсен
684,roh::A,çiy,суров
685,reif::A,yetişmiş,зрял
686,lecker::A,dadlı,вкусен
687,lecker::A,ləzzətli,вкусен
688,süß::A,şirin,сладък
689,bitter::A,acı,горчив
690,sauer::A,turş,кисел
691,hell::A,aydın,ясен
692,hell::A,aydın,светъл
693,dunkel::A,qaranlıq,тъмен
694,schwarz::A,qara,черен
695,weiß::A,ağ,бял
696,rot::A,qırmızı,червен
697,gelb::A,sarı,жълт
698,blau::A,göy,син
699,blau::A,mavi,син
700,grün::A,yaşıl,зелен
701,grau::A,boz,сив
702,bunt::A,əlvan,шарен
703,bunt::A,əlvan,пъстър
704,bunt::A,rəngli,шарен
705,bunt::A,rəngli,пъстър
706,billig::A,ucuz,евтин
707,teuer::A,bahalı,скъп
708,wertvoll::A,qiymətli,ценен
709,blind::A,kor,сляп
710,taub::A,kar,глух
711,kräftig::A,güclü,силен
712,stark::A,qüvvətli,здрав
713,stark::A,qüvvətli,силен
714,schwach::A,zəif,слаб
715,schwach::A,gücsüz,слаб
716,fett::A,şişman,тлъст
717,schlank::A,zərif,тънък
718,schlank::A,zərif,строен
719,hübsch::A,göyçək,хубав
720,böse::A,fəna,зъл
721,dumm::A,axmaq,глупав
722,faul::A,tənbəl,ленив
723,faul::A,tənbəl,мързелив
724,fleißig::A,çalışqan,прилежен
725,geizig::A,xəsis,скъпернически
726,klug::A,ağıllı,умен
727,klug::A,ağıllı,разумен
728,geschickt::A,bacarıqlı,умел
729,geschickt::A,bacarıqlı,сръчен
730,lieb::A,əziz,мил
731,lieb::A,əziz,драг
732,lieb::A,sevimli,мил
733,lieb::A,sevimli,драг
734,lustig::A,məzəli,весел
735,lustig::A,gülməli,весел
736,sanft::A,mülayim,нежен
737,sanft::A,mülayim,кротък
738,hungrig::A,ac,гладен
739,krank::A,xəstə,болен
740,nackt::A,çılpaq,гол
741,traurig::A,qəmgin,тъжен
742,traurig::A,qəmgin,печален
743,traurig::A,kədərli,тъжен
744,traurig::A,kədərli,печален
745,lebendig::A,canlı,жив
746,gut::A,yaxşı,добър
747,schlecht::A,pis,лош
748,richtig::A,doğru,правилен
749,schlimm::A,fəna,лош
750,wahr::A,gərçək,верен
751,wahr::A,gərçək,истински
752,alt::A,əski,стар
753,alt::A,əski,древен
754,alt::A,köhnə,стар
755,alt::A,köhnə,древен
756,neu::A,yeni,нов
757,ehemalig::A,əvvəlki,бивш
758,alt[Lebewesen]::A,qoca,стар
759,jung::A,gənc,млад
760,arm::A,kasıb,беден
761,arm::A,yoxsul,беден
762,reich::A,zəngin,богат
763,bekannt::A,tanış,познат
764,bekannt::A,tanış,известен
765,berühmt::A,məşhur,почут
766,berühmt::A,məşhur,известен
767,fremd::A,yad,чужд
768,verschieden::A,dürlü,разен
769,verschieden::A,dürlü,различен
770,nah::A,yaxın,близък
771,fern::A,uzaq,далечен
772,linker::A,sol,ляв
773,rechter::A,sağ,прав
774,anderer::A,başqa,друг
775,erster::A,birinci,пръв
776,erster::A,birinci,първи
777,zweiter::A,ikinci,втори
778,dritter::A,üçüncü,трети
779,letzter::A,sonuncu,последен
780,letzter::A,axırıncı,последен
781,allein::ADV,tək,само
782,allein::ADV,yalqız,само
783,auf einmal::ADV,birdən,същевременно
784,zusammen::ADV,birlikdə,заедно
785,lange::ADV,uzun,дълго
786,plötzlich::ADV,qəfildən,изведнъж
787,sofort::ADV,həmən,веднага
788,sofort::ADV,dərhal,веднага
789,später::ADV,sonra,по-късно
790,jetzt::ADV,indi,сега
791,heute::ADV,bugün,днес
792,morgen::ADV,sabah,утре
793,bald::ADV,yaxında,скоро
794,bald::ADV,tezliklə,скоро
795,dann::ADV,onda,после
796,dann::ADV,onda,тогава
797,gestern::ADV,dünən,вчера
798,einst::ADV,əvvəllər,някога
799,damals::ADV,o vaxt,тогава
800,danach::ADV,sonra,после
801,danach::ADV,sonra,след това
802,vorher::ADV,qabaqcadan,преди
803,vorher::ADV,qabaqcadan,преди това
804,zuerst::ADV,əvvəl,най-напред
805,einmal::ADV,bir dəfə,веднъж
806,einmal::ADV,bir dəfə,един път
807,manchmal::ADV,hərdənbir,понякога
808,oft::ADV,tez-tez,често
809,oft::ADV,çox vaxt,често
810,immer::ADV,daimi,винаги
811,immer::ADV,həmişə,винаги
812,niemals::ADV,əsla,никога
813,niemals::ADV,heç bir zaman,никога
814,hier::ADV,bura,тук
815,hier::ADV,bura,тука
816,hier::ADV,burada,тук
817,hier::ADV,burada,тука
818,hierhin::ADV,buraya,насам
819,von hier::ADV,buradan,оттук
820,von hier::ADV,buradan,оттука
821,dort::ADV,ora,там
822,dort::ADV,orada,там
823,dorthin::ADV,oraya,натам
824,dorthin::ADV,oraya,нататък
825,geradeaus::ADV,düz,направо
826,vorwärts::ADV,irəli,напред
827,rückwärts::ADV,geri,назад
828,zurück::ADV,geriyə,обратно
829,unten::ADV,aşağıda,долу
830,hinab::ADV,aşağı,надолу
831,oben::ADV,yuxarıda,горе
832,hinauf::ADV,yuxarı,нагоре
