,Concept_ID,vep,ce
57,Geschmack::N,magu,чам
58,Geruch::N,haju,хьожа
59,Schlaf::N,uni,наб
60,Traum::N,unikuva,гӏан
61,Himmel::N,taivaz,стигал
62,Sonne::N,päiväine,малх
63,Mond::N,kudmaine,бутт
64,Stern::N,tähtaz,седа
65,Luft::N,il'm,xӏаваъ
66,Wind::N,döl,мох
67,Wind::N,tullei,мох
68,Welle::N,ald,тулгӏе
69,Welle::N,laineh,тулгӏе
70,Wasser::N,vezi,хи
71,Stein::N,kivi,тӏулг
72,Boden::N,ma,цӏенкъа
73,Boden::N,pohj,цӏенкъа
74,Erde::N,ma,латта
75,Staub::N,pölü,чан
76,Rauch::N,savu,кӏур
77,Funke::N,kibin,суй
78,Feuer::N,lämoi,цӏе
79,Licht::N,vauktuz,серло
80,Schatten::N,pil'vez,ӏиндагӏ
81,Schatten::N,kuvahaine,ӏиндагӏ
82,Wetter::N,sä,хенан хӏоттам
83,Nebel::N,sumeg,дохк
84,Wolke::N,pil'v,марха
85,Regen::N,vihm,догӏа
86,Schnee::N,lumi,ло
87,Eis::N,jä,ша
88,Frost::N,hala,шело
89,Frost::N,pakaine,шело
90,Kälte::N,vilu,шело
91,Hitze::N,räk,йовхо
92,Raureif::N,hüde,йис
93,Regenbogen::N,jumalanbembel',стелаӏад
94,Donner::N,juru,ткъес
95,Donner::N,jumalanjuru,ткъес
96,Strömung::N,joksmuz,дӏаэхар
97,Strömung::N,joksmuz,дӏасалелар
98,Tropfen::N,tilkuine,тӏадам
99,Schaum::N,vaht,чопа
100,Schmutz::N,redu,хатт
101,Schmutz::N,pačak,хатт
102,See::N,järv,ӏам
103,Sumpf::N,so,уьшал
104,Moor::N,so,уьшал
105,Wiese::N,nit,бай
106,Wald::N,mec,хьун
107,Hügel::N,kukaz,гу
108,Hügel::N,kukaz,шу
109,Hügel::N,kukaz,барз
110,Anhöhe::N,kukaz,акъари
111,Berg::N,mägi,лам
112,Gipfel::N,ladv,бохь
113,Höhle::N,mägionduz,хьех
114,Abhang::N,paute,басе
115,Quelle::N,lähte,шовда
116,Bach::N,oja,татол
117,Fluss::N,jogi,хи
118,Ufer::N,rand,хийист
119,Küste::N,randišt,йист
120,Festland::N,kuivma,латта
121,Meer::N,meri,xӏорд
122,Bucht::N,laht,чож
123,Insel::N,sar',гӏайре
124,Blume::N,änik,зезаг
125,Gras::N,hein,буц
126,Wurzel::N,jur',орам
127,Baum::N,pu,дитт
128,Stamm::N,tüvi,гӏад
129,Stamm::N,tüvi,тайпа
130,Rinde::N,kor',кевстиг
131,Ast::N,oks,га
132,Zweig::N,oks,га
133,Zweig::N,barb,га
134,Blatt::N,lehtez,гӏа
135,Birke::N,koiv,дакх
136,Kiefer[Baum]::N,pedai,бага
137,Weide[Baum]::N,raid,дак
138,Tanne::N,kuz',база
139,Horn::N,sar'v,маӏа
140,Feder::N,höuneh,пелаг
141,Fell::N,nahk,цӏока
142,Flügel::N,suug,тӏам
143,Klaue::N,künz',мӏара
144,Kralle::N,künz',тlод
145,Schwanz::N,händ,цӏога
146,Ei::N,muna,xӏoa
147,Nest::N,peza,бен
148,Bau::N,uru,lуьрг
149,Tier::N,živat,дийнат
150,Herde::N,kogo,жа
151,Kuh::N,lehm,етт
152,Bulle::N,härg,сту
153,Pferd::N,hebo,говр
154,Schaf::N,lambaz,жий
155,Schaf::N,lambaz,уьстагӏ
156,Schwein::N,siga,хьакха
157,Hund::N,koir,жӏаьла
158,Katze::N,kaži,цициг
159,Bär::N,kondi,ча
160,Eichhörnchen::N,orav,тарсал
161,Elch::N,hirb',сай
162,Fuchs::N,reboi,цхьогал
163,Hase::N,jäniš,пхьагал
164,Maus::N,hir',дахка
165,Wolf::N,händikaz,борз
166,Vogel::N,lind,олхазар
167,Schwarm::N,parveh,
168,Huhn::N,kana,котам
169,Hahn::N,kukoi,нӏаьна
170,Hahn::N,kukoi,боргӏал
171,Gans::N,hanh',гӏаз
172,Adler::N,orl,aьрзу
173,Ente::N,sorz,бад
174,Eule::N,hir'pulo,бухӏа
175,Kranich::N,kurg,гӏаргӏули
176,Krähe::N,variš,къиг
177,Kuckuck::N,kägi,aттйокх
178,Schwan::N,joucen,гӏургӏаз
179,Fisch::N,kala,чӏара
180,Barsch::N,ahven,окунь
181,Hecht::N,haug',гӏазкхийн чӏара
182,Schlange[Tier]::N,kü,лаьхьа
183,Schlange[Tier]::N,mado,лаьхьа
184,Wurm::N,mado,нӏаьна
185,Spinne::N,hämähouk,гезг
186,Ameise::N,murahaine,зингат
187,Laus::N,täi,меза
188,Laus::N,täi,гӏениг
189,Mücke::N,säs'k,чуьрк
190,Fliege::N,kärbhaine,моза
191,Schmetterling::N,lipkaine,полла
192,Beere::N,marj,цӏазам
193,Apfel::N,jablok,ӏаж
194,Pilz::N,sen',жӏаьлин нускал
195,Pilz::N,babuk,жӏаьлин нускал
196,Zwiebel::N,lauk,xох
197,Saat::N,semned,чlу
198,Korn::N,jüvä,буьртиг
199,Korn::N,vill',буьртиг
200,Heu::N,hein,йол
201,Schale::N,kor',пардо
202,Grube::N,kop,ор
203,Falle::N,rida,кӏело
204,Schlinge::N,rihm,
205,Spur::N,jäl'g,лар
206,Asche::N,tuhk,чим
207,Dreck::N,redu,мода
208,Dreck::N,pačak,мода
209,Eisen::N,raud,эчиг
210,Gold::N,kuld,деши
211,Silber::N,hobed,дети
212,Kohle::N,hil',кӏора
213,Glas::N,stökol,aнгали
214,Lehm::N,savi,поппар
215,Sand::N,lete,гӏум
216,Mensch::N,mez',адам
217,Mensch::N,ristit,адам
218,Mann::N,mez',майра
219,Frau::N,naine,зуда
220,Kind::N,laps',бер
221,Junge::N,poig,жимха
222,Junge::N,prihaine,жимха
223,Mädchen::N,neičukaine,жима йоӏ
224,Familie::N,kanz,доьзал
225,Familie::N,pereh,доьзал
226,Großvater::N,ded,ненада
227,Großmutter::N,bab,денана
228,Eltern::N,vanhembad,да-нана
229,Eltern::N,kazvatajad,да-нана
230,Vater::N,tat,да
231,Mutter::N,mam,нана
232,Sohn::N,poig,кӏант
233,Tochter::N,tütär,йоӏ
234,Bruder::N,veik,ваша
235,Bruder::N,vell',ваша
236,Schwester::N,čiža,йиша
237,Schwester::N,sizar,йиша
238,Onkel::N,däd',деваша
239,Tante::N,tädi,дейиша
240,Ehemann::N,mužik,майра
241,Ehefrau::N,ak,зуда
242,Freude::N,ilo,самукъа
243,Freude::N,ilo,хазахетар
244,Freude::N,ihastuz,самукъа
245,Freude::N,ihastuz,хазахетар
246,Gelächter::N,nagr,белам
247,Glück::N,oza,ирс
248,Kummer::N,gor'a,бала
249,Wunsch::N,taht,лаам
250,Lust::N,himo,лаам
251,Geist::N,heng,са
252,Gedanke::N,meletuz,ойла
253,Gedächtnis::N,mušt,диццадалар
254,Verstand::N,mel',хьекъал
255,Sinn::N,jüvä,маьӏна
256,Grund::N,sü,бахьана
257,Wahrheit::N,tozi,бакъдерг
258,Gespräch::N,lodu,къамел
259,Gespräch::N,pagin,къамел
260,Märchen::N,sarn,туьйра
261,Erzählung::N,sanutez,дийцар
262,Nachricht::N,tedotuz,хаам
263,Neuigkeit::N,uzištuz,керланиг
264,Name::N,nimi,цӏе
265,Rätsel::N,ozoitez,хӏетал-метал
266,Rede::N,pagin,къамел
267,Rede::N,sanad,къамел
268,Sprache::N,kel',мотт
269,Stimme::N,än',aз
270,Wort::N,sana,дош
271,Zeichen::N,znam,билгало
272,Ruf::N,kida,кхайкхар
273,Ruf::N,kucund,кхайкхар
274,Lärm::N,judu,гӏовгӏа
275,Laut::N,kulund,аз
276,Ton::N,kulund,aз
277,Lied::N,pajo,илли
278,Ruhe::N,lebu,тийналла
279,Leute::N,rahvaz,нах
280,Volk::N,rahvaz,халкъ
281,Arbeit::N,tö,болх
282,Arbeit::N,rad,болх
283,Gast::N,adiv,хьаша
284,Geschenk::N,lahj,совгӏат
285,Spiel::N,vänd,ловзар
286,Gesellschaft::N,sebr,юкъаралла
287,Hilfe::N,abu,гӏо
288,Freund::N,sebranik,доттагl
289,Kamerad::N,sebranik,накъост
290,Angelegenheit::N,azj,гӏуллакх
291,Anzahl::N,lugu,терахь
292,Art::N,rod,
293,Art::N,rodsugu,
294,Stück::N,pala,юьхк
295,Stück::N,supal,юьхк
296,Teil::N,pala,дакъа
297,Hälfte::N,pol',ах
298,Kreis::N,ümbruz,го
299,Kreis::N,kehkruz,го
300,Kreuz::N,rist,жӏара
301,Linie::N,pird,сиз
302,Strich::N,pird,сиз
303,Abstand::N,keskust,юкъ
304,Entfernung::N,matk,
305,Gegend::N,taho,мeттиг
306,Platz::N,avaruz',майда
307,Ort::N,koht,меттиг
308,Seite::N,pol',aгӏo
309,Seite::N,kül'g,aгӏo
310,Mitte::N,kesk,юкъ
311,Gegenstand::N,kalu,хӏума
312,Sache::N,azj,хӏума
313,Rand::N,röun,йист
314,Kante::N,röun,йист
315,Ecke::N,saum,са
316,Spitze::N,agjaine,ралла
317,Ende::N,agj,юьхьиг
318,Loch::N,reig,ӏуьрг
319,Winkel::N,čoga,са
320,Winkel::N,saum,са
321,Muster::N,kirjam,дагар
322,Muster::N,kirjam,тӏамар
323,Größe::N,suruz',барам
324,Länge::N,piduz,йохалла
325,Höhe::N,korktuz',локхалла
326,Gewicht::N,jügu,йозалла
327,Gewicht::N,vedäduz,йозалла
328,Menge::N,äjüz',дукхалла
329,Haufen::N,kogo,сал
330,Haufen::N,kogo,оьла
331,Reihe::N,rivi,рагӏ
332,Reihe::N,rivi,могӏа
333,Boot::N,veneh,кема
334,Ruder::N,air,пийсиг
335,Schlitten::N,regi,салаз
336,Schlitten::N,regut,салаз
337,Ski::N,suks',когсалаз
338,Lagerfeuer::N,nodj,цӏе
339,Lagerfeuer::N,pažag,цӏе
340,Last::N,jüguz,дукъ
341,Gang::N,astund,лелар
342,Schritt::N,hašk,гӏулч
343,Norden::N,pohjoine,къилбаседе
344,Süden::N,suvi,къилбе
345,Westen::N,päivlaskm,малхбузе
346,Osten::N,päivnouzm,малхбале
347,Holz::N,pu,дечиг
348,Brett::N,laud,у
349,Platte::N,keitim,у
350,Stütze::N,tugi,гӏopтоp
351,Stange::N,arz',гӏуркх
352,Stock::N,kalu,ӏаса
353,Stab::N,seibaz,гӏаж
354,Rohr::N,torv,биргӏа
355,Haus::N,pert',цӏа
356,Heim::N,kodi,кхерч
357,Ofen::N,päč,кхерч
358,Fußboden::N,lava,цӏенкъа
359,Tisch::N,laud,шун
360,Tisch::N,stal'c,шун
361,Stuhl::N,ištim,гӏант
362,Wiege::N,kätte,ага
363,Bett::N,sija,маьнга
364,Bett::N,magaduzsija,маьнга
365,Regal::N,palič,терхи
366,Kiste::N,mülütim,яьшка
367,Fenster::N,ikun,кор
368,Tür::N,uks',неӏ
369,Tor::N,verai,ков
370,Zaun::N,aid,керт
371,Dach::N,katuz,тхов
372,Leiter::N,pordhad,лами
373,Besen::N,lud,нуй
374,Besen::N,vast,нуй
375,Spaten::N,labid,бел
376,Schaufel::N,labid,аьшкал
377,Gabel::N,hangoine,мӏара
378,Löffel::N,luzik,ӏайг
379,Messer::N,veič,урс
380,Nagel::N,nagl,хьостам
381,Netz::N,verk,бой
382,Haken::N,kouk,мӏара
383,Griff::N,kägä,
384,Griff::N,varz',
385,Schloss::N,lukkol,чӏега
386,Bild::N,kuva,сурт
387,Figur::N,figur,
388,Puppe::N,tätüine,тайниг
389,Beutel::N,havad,гали
390,Bündel::N,toppaz,кочар
391,Bündel::N,käč,кочар
392,Tasche::N,sumk,тӏоьрмиг
393,Eimer::N,vädr,чийлик
394,Deckel::N,katuz,негӏар
395,Geschirr::N,astii,пхьегӏа
396,Sack::N,havad,гали
397,Tasse::N,čašk,кад
398,Topf::N,pada,яй
399,Kessel::N,katil,яй
400,Essen::N,sönd,юург
401,Nahrung::N,söm,кхача
402,Speise::N,sömine,юург
403,Fleisch::N,liha,жижиг
404,Getreide::N,vill',буьртиг
405,Brei::N,pudr,xудар
406,Brot::N,leib,бепиг
407,Brot::N,leib,кхаллар
408,Scheibe::N,bibaleh,цастар
409,Scheibe::N,šlik,цастар
410,Fett::N,razv,мохь
411,Butter::N,voi,налха
412,Öl::N,voi,даьтта
413,Salz::N,sol,туьха
414,Suppe::N,lem',чорпа
415,Suppe::N,keitoz,чорпа
416,Honig::N,mezi,моз
417,Milch::N,maid,шура
418,Tee::N,čai,чай
419,Leder::N,nahk,цӏока
420,Wolle::N,vill,тӏapгӏa
421,Stoff::N,kangaz,кӏади
422,Nadel::N,negl,маха
423,Faden::N,nit',тай
424,Knopf::N,nübl',нуьйда
425,Knoten::N,sol'm,шад
426,Farbe::N,muju,сир
427,Farbe::N,muju,басар
428,Kleidung::N,sobad,бедар
429,Hemd::N,paid,коч
430,Kragen::N,kagluz,кач
431,Ärmel::N,hijam,пхьош
432,Hose::N,štanad,хеча
433,Gürtel::N,vö,доьхка
434,Mütze::N,šapuk,куй
435,Schuh::N,keng',мача
436,Stiefel::N,sapug,этка
437,Ring::N,rengaz,чӏуг
438,Band::N,lentaine,лента
439,Kamm::N,suga,ехк
440,Spiegel::N,zerkol,куьзга
441,Riemen::N,vö,доьхка
442,Schnur::N,nor,муш
443,Leine::N,talutimnor,кочатосу доьхка
444,Decke::N,sijakatuz,юргӏа
445,Kissen::N,pöluz,гIайба
446,Tuch::N,paik,исхар
447,Handtuch::N,käzipaik,гата
448,Kraft::N,vägi,гӏора
449,Stärke::N,vahvuz',гӏап
450,Gesundheit::N,tervhuz,могашалла
451,Krankheit::N,läžund,цамгар
452,Schmerz::N,kibu,лазар
453,Wunde::N,čapatez,чов
454,Fieber::N,säru,xорша
455,Arznei::N,zel'l',молха
456,Brücke::N,sild,тӏай
457,Brunnen::N,kaiv,гӏу
458,Weide::N,omaluine,дак
459,Pfad::N,tehut,тача
460,Weg::N,te,некъ
461,Straße::N,te,урам
462,Dorf::N,külä,юрт
463,Stadt::N,lidn,гӏала
464,Brief::N,kirjeine,кехат
465,Buch::N,kirj,жайна
466,Buchstabe::N,kirjam,элп
467,Zeitung::N,lehtez,газет
468,Leben::N,elo,дахар
469,Tod::N,surm,далар
470,Tod::N,surm,ӏожалла
471,Grab::N,kaum,каш
472,Kirche::N,jumalanpert',килс
473,Sünde::N,grähk,къа
474,Gott::N,jumal,дела
475,Arbeiter::N,radnik,белхало
476,Chef::N,pämez',хьаькам
477,Meister::N,mastar,говзанча
478,Arzt::N,lekar',лор
479,Lehrer::N,opendai,хьехархо
480,Geld::N,rahad,aхча
481,Geschäft::N,biznes,туька
482,Laden::N,lauk,туька
483,Preis::N,arv,мах
484,Ware::N,tavar,хlума
485,Nutzen::N,liža,пайда
486,Reichtum::N,kodielo,хьал
487,Reichtum::N,kal'huz',хьал
488,Welt::N,mail'm,дуьне
489,Land::N,ma,мохк
490,Staat::N,valdkund,пачхьалкх
491,König::N,kunigaz,паччахь
492,Macht::N,vald,ӏедал
493,Grenze::N,röun,доза
494,Krieg::N,soda,тӏом
495,Feind::N,vihanik,мостагӏ
496,Feind::N,vastustai,мостагӏ
497,Gewalt::N,vägivald,гӏело
498,Kampf::N,tora,къийсам
499,Bogen[Waffe]::N,taug,
500,Pfeil::N,nol,пха
501,Gewehr::N,oružj,топ
502,Fehler::N,viga,гӏалат
503,Lüge::N,kelastuz,аьшпаш
504,Schaden::N,pahuz',зен
505,Unglück::N,bed,бала
506,Unglück::N,gor'a,бала
507,Schuld::N,värhuz',бехк
508,Alter::N,igä,хан
509,Schluss::N,lop,чакхе
510,Zeit::N,aig,хан
511,Tag::N,päiv,де
512,Morgen::N,homendez,ӏуьйре
513,Mittag::N,keskpäiv,делкъе
514,Abend::N,eht,суьйре
515,Nacht::N,ö,буьйса
516,Woche::N,nedal',кӏира
517,Monat::N,ku,бутт
518,Jahr::N,voz',шо
519,Frühling::N,keväz',бӏаьсте
520,Sommer::N,keza,аьхке
521,Herbst::N,sügüz',гуьйре
522,Winter::N,tal'v,ӏа
523,Januar::N,viluku,январь
524,Februar::N,uhoku,февраль
525,März::N,keväz'ku,март
526,April::N,sulaku,апрель
527,Mai::N,semendku,май
528,Juni::N,kezaku,июнь
529,Juli::N,heinku,июль
530,August::N,eloku,август
531,September::N,sügüz'ku,сентябрь
532,Oktober::N,reduku,октябрь
533,November::N,kül'mku,ноябрь
534,Dezember::N,tal'vku,декабрь
535,Montag::N,ezmärg,оршот
536,Dienstag::N,tožnarg,шинара
537,Mittwoch::N,koumanz'päiv,кхаара
538,Donnerstag::N,nellänz'päiv,еара
539,Freitag::N,pätnič,пӏераска
540,Freitag::N,videnz'päiv,пӏераска
541,Samstag::N,sobat,шот
542,Sonntag::N,pühäpäiv,кӏиранде
543,groß::A,sur',доккха
544,groß::A,järed,доккха
545,klein::A,pen',кегий
546,klein::A,pičuine,кегий
547,lang::A,pit'k,еха
548,kurz::A,lühüd,доца
549,breit::A,leved,шуьйра
550,schmal::A,kaid,готта
551,dicht::A,tihed,луьста
552,dick[Gegenstand]::A,paks,стомма
553,dünn::A,hoik,дуткъа
554,fein::A,hen,ховха
555,fest::A,luja,чӏогӏа
556,fest::A,ninev,чӏогӏа
557,flach::A,lapak,чӏапа
558,glatt::A,siled,шера
559,hart::A,kova,чӏогӏa
560,weich::A,pehmed,кӏеда
561,rund::A,kehker,горга
562,spitz::A,nügu,ира
563,spitz::A,terav,ира
564,scharf::A,terav,ира
565,stumpf::A,tül'c,аьртa
566,schwer::A,jüged,деза
567,schön::A,čoma,хаза
568,heiß::A,räk,довха
569,warm::A,läm',довха
570,kalt::A,vilu,шийла
571,kühl::A,raibak,шийла
572,kühl::A,viluhk,шийла
573,frisch::A,lahed,керла
574,feucht::A,neps,тӏуьна
575,feucht::A,toreh,тӏуьна
576,nass::A,märg,тӏеда
577,trocken::A,kuiv,eкъа
578,voll::A,täuz',дуьзна
579,leer::A,joudai,яьсса
580,offen::A,avoin,диллина
581,offen::A,avol'jaine,диллина
582,geschlossen::A,saubaline,дӏакъевлина
583,geschlossen::A,saubaline,дӏачӏагӏдина
584,sauber::A,puhtaz,цӏена
585,schmutzig::A,redukaz,боьха
586,roh::A,rohk,буьйда
587,roh::A,toreh,буьйда
588,reif::A,küps,хилла
589,lecker::A,magukaz,чоме
590,süß::A,maged,мерза
591,bitter::A,karged,къаьхьа
592,sauer::A,muiged,муьста
593,hell::A,kirkas,сирла
594,hell::A,valgei,сирла
595,dunkel::A,pimed,бодане
596,schwarz::A,must,ӏаьржа
597,weiß::A,vauged,кӏайн
598,rot::A,rusked,цӏен
599,gelb::A,pakuine,можа
600,blau::A,sinine,сийна
601,grün::A,vihand,баьццара
602,grau::A,hahk,cира
603,grau::A,hahk,мокха
604,bunt::A,kirjav,къорза
605,billig::A,odav,дораха
606,teuer::A,kalliž,деза
607,wertvoll::A,arvokas,мехала
608,blind::A,soged,бӏаьрзе
609,taub::A,kurdiž,къора
610,kräftig::A,vägev,нуьцкъала
611,stark::A,vahv,зоьртала
612,stark::A,vahv,нуьцкъала
613,stark::A,vägekaz,зоьртала
614,stark::A,vägekaz,нуьцкъала
615,schwach::A,väll',гӏорасиза
616,fett::A,razvakaz,дерстана
617,schlank::A,kapos,куц долу
618,hübsch::A,čoma,хаза
619,böse::A,äred,вон
620,böse::A,käred,вон
621,dumm::A,el'getoi,сонта
622,faul::A,lašk,мало ен
623,fleißig::A,radonnavedii,тӏера
624,geizig::A,ažlak,пис
625,geizig::A,ažlak,сутара
626,klug::A,melev,хьекъале
627,klug::A,melekaz,хьекъале
628,geschickt::A,mahtokaz,тӏахъаьлла
629,lieb::A,izo,хьоме
630,lieb::A,sula,хьоме
631,lustig::A,ilokaz,самукъане
632,sanft::A,laskav,кlеда
633,hungrig::A,näl'ghine,меца
634,krank::A,läžui,цомгуш долу
635,nackt::A,alastoi,дерзана
636,traurig::A,opalahine,самукъане воцу
637,lebendig::A,eläb,дийна
638,gut::A,hüvä,дика
639,schlecht::A,huba,вон
640,richtig::A,oiged,нийса
641,schlimm::A,paha,вон
642,wahr::A,todesine,бакъдолу
643,alt::A,vanh,къена
644,neu::A,uz',керла
645,ehemalig::A,edeline,хилла
646,alt[Lebewesen]::A,ravaz,къена
647,jung::A,nor',къона
648,arm::A,gol'l',къен
649,reich::A,elokaz,хьоле
650,bekannt::A,tutab,девзаш долу
651,berühmt::A,tetab,цӏеяхана
652,fremd::A,veraz,нехан
653,verschieden::A,erazvuitte,тайп-тайпанара
654,nah::A,läheline,гергара
655,fern::A,edahaine,гена
656,fern::A,edahaine,генара
657,linker::A,hura,аьрру
658,rechter::A,oiged,аьтту
659,anderer::A,toine,кхин
660,erster::A,ezmäine,хьалхара
661,zweiter::A,toine,шолгIа
662,dritter::A,koumanz',кхоалгӏа
663,letzter::A,jäl'gmäine,тӏаьххьара
664,allein::ADV,üksnäze,цхьаъ
665,auf einmal::ADV,ühten aigan,цу сохьтта
666,zusammen::ADV,ühtes,цхьана
667,lange::ADV,hätken,дукха
668,plötzlich::ADV,äkkid,цIеххьана
669,sofort::ADV,kerdalaz,цу сохьтта
670,später::ADV,möhemba,тӏаьхьо
671,jetzt::ADV,nügüd',хӏинца
672,heute::ADV,tämbei,тахана
673,morgen::ADV,homen,кхана
674,bald::ADV,pigai,кеста
675,dann::ADV,sid',тӏаккха
676,gestern::ADV,eglai,селхана
677,einst::ADV,ende,цкъа
678,einst::ADV,kerdan,цкъа
679,damals::ADV,siloi,хӏетахьь
680,danach::ADV,sid',тӏаккха
681,vorher::ADV,ende,хьалхa
682,zuerst::ADV,ezmäi,хьалха
683,einmal::ADV,kerdan,цкъа
684,manchmal::ADV,erašti,цкъаццкъа
685,oft::ADV,paksus,кест-кеста
686,immer::ADV,kaiken,даим
687,niemals::ADV,ei nikonz,цкъа а
688,hier::ADV,täs,кхузахь
689,hier::ADV,tägä,кхузахь
690,hierhin::ADV,tänna,кхуза
691,von hier::ADV,täspäi,кхузара
692,von hier::ADV,sid'päi,кхузара
693,dort::ADV,sigä,цигахь
694,dorthin::ADV,sinna,цига
695,dorthin::ADV,nakkale,цига
696,geradeaus::ADV,kohtha,нийса дӏа
697,vorwärts::ADV,edehe,хьалха
698,rückwärts::ADV,sel'gin,юха
699,zurück::ADV,tagaze,юха
700,unten::ADV,alahan,лахахь
701,hinab::ADV,alaz,охьа
702,hinab::ADV,alahaks,охьа
703,oben::ADV,ülähän,лакхахь
704,hinauf::ADV,ülez,хьала
705,hinauf::ADV,ülähäks,хьала
706,überall::ADV,kaikjal,массанхьа
707,nicht::ADV,ei,ца
708,ein wenig::ADV,vähän,кӏеззиг
709,kaum::ADV,habi,халла
710,sehr::ADV,lujas,вуно
711,so::ADV,muga,
712,so::ADV,ninga,
713,noch::ADV,völ,кхин
714,nur::ADV,järg,бен ...ца
715,nur::ADV,vaiše,бен ...ца
716,schon::ADV,jo,хӏинцале
717,wieder::ADV,möst,юха а
718,vergebens::ADV,uhtei,эрна
719,vor::PRP,edes,хьалха
720,hinter::PRP,taga,тӏехьа
721,unter::PRP,al,кIелахь
722,durch::PRP,läbi,чекх
723,durch::PRP,kal't,чекх
724,neben::PRP,rindal,юххе
725,zwischen::PRP,keskes,юккъехь
726,wegen::PRP,tagut,дуьхьа
727,dies::PRN,nece,и
728,dies::PRN,nece,иза
729,das::PRN,se,и
730,das::PRN,se,иза
731,alles::PRN,kaik,дерриг
732,ich::PRN,minä,cо
733,du::PRN,sinä,хьо
734,er::PRN,hän,и
735,er::PRN,hän,иза
736,wir::PRN,mö,тхо
737,wir::PRN,mö,вай
738,ihr::PRN,tö,шу
739,sie::PRN,hö,уьш
740,was::FPRN,mi,хӏун
741,wer::FPRN,ken,мила
742,wo::FADV,kus,мичaхь
743,wohin::FADV,kuna,мича
744,wie::FADV,kut,муха
745,wie::FADV,mit',муха
746,warum::FADV,mikš,хӏунда
747,wieviel::FNUM,äjak,мел
748,wieviel::FNUM,äjak,маса
749,wieviel::FNUM,kuverz',мел
750,wieviel::FNUM,kuverz',маса
751,eins::NUM,üks',цхьаъ
752,zwei::NUM,kaks',шиъ
753,drei::NUM,koume,кхоъ
754,vier::NUM,nel'l',диъ
755,fünf::NUM,viž,пхиъ
756,sechs::NUM,kuz',ялх
757,sieben::NUM,seičeme,ворхӏ
758,acht::NUM,kahesa,бархӏ
759,neun::NUM,ühesa,исс
760,zehn::NUM,kümne,итт
761,elf::NUM,üks'toštkümne,цхьайтта
762,zwölf::NUM,kaks'toštkümne,шийтта
763,zwanzig::NUM,kaks'kümne,ткъа
764,dreißig::NUM,koumekümne,ткъе итт
765,vierzig::NUM,nel'l'kümne,шовзткъа
766,fünfzig::NUM,vižkümne,шовзткъе итт
767,sechzig::NUM,kuz'kümne,кхузткъа
768,siebzig::NUM,seičemekümne,кхузткъе итт
769,achtzig::NUM,kahesakümne,дезткъа
770,neunzig::NUM,ühesakümne,дезткъе итт
771,hundert::NUM,sada,бӏе
772,tausend::NUM,tuha,эзар
773,und::CNJ,i,a
774,und::CNJ,da,a
775,oder::CNJ,vai,я
776,stehen::V,seišta,латта
777,sitzen::V,ištta,хиъна ӏан
778,liegen::V,venuda,ӏилла
779,hängen::V,ripta,кхаза
780,werden::V,lindä,хила
781,werden::V,tehtas,хила
782,passieren::V,ozaitas,хила
783,beginnen::V,augotadas,доло
784,enden::V,loptas,дӏадерза
785,wechseln::V,vajehtadas,хийца
786,aufgehen[Sonne]::V,nousta,кхета
787,untergehen[Sonne]::V,lasktas,чубуза
788,scheinen[Sonne]::V,paštta,серло яла
789,donnern::V,juraita,къекъа
790,wehen::V,dölta,хьекха
791,wehen::V,puhuda,хьекха
792,strömen::V,valadas,эха
793,fließen::V,valuda,охьаэха
794,sich drehen::V,punotas,хьийза
