,Concept_ID,da,ar
278,Hilfe::N,hjælp,مساعدة
279,Freund::N,ven,صديق
280,Kamerad::N,kammerat,زميل
281,Angelegenheit::N,sag,أمر
282,Angelegenheit::N,sag,شأن
283,Angelegenheit::N,anliggende,أمر
284,Angelegenheit::N,anliggende,شأن
285,Anzahl::N,antal,عدد
286,Art::N,art,نوع
287,Stück::N,stykke,قطعة
288,Teil::N,del,قسم
289,Hälfte::N,halvdel,نصف
290,Kreis::N,cirkel,دائرة
291,Kreuz::N,kors,صليب
292,Kreuz::N,kryds,صليب
293,Linie::N,linie,خط
294,Strich::N,streg,شرطة
295,Abstand::N,afstand,مسافة
296,Entfernung::N,afstand,بعد
297,Gegend::N,egn,ناحية
298,Platz::N,plads,فراغ
299,Ort::N,sted,مكان
300,Seite::N,side,جانب
301,Mitte::N,midte,وسط
302,Gegenstand::N,genstand,موضوع
303,Sache::N,sag,شيء
304,Rand::N,rand,حافة
305,Kante::N,kant,حافة
306,Ecke::N,hjørne,ركن
307,Spitze::N,spids,سن
308,Ende::N,ende,طرف
309,Loch::N,hul,ثقب
310,Winkel::N,vinkel,زاوية
311,Muster::N,mønster,عينة
312,Größe::N,størrelse,حجم
313,Länge::N,længde,طول
314,Höhe::N,højde,علو
315,Höhe::N,højde,ارتفاع
316,Gewicht::N,vægt,وزن
317,Menge::N,mængde,كمية
318,Haufen::N,bunke,كوم
319,Reihe::N,række,صف
320,Boot::N,båd,قارب
321,Boot::N,båd,زورق
322,Ruder::N,åre,مجذاف
323,Schlitten::N,kælk,مزلقة
324,Schlitten::N,slæde,مزلقة
325,Ski::N,ski,زلاجة
326,Lagerfeuer::N,lejrbål,نار المخيم
327,Last::N,last,حمل
328,Last::N,byrde,حمل
329,Gang::N,gang,مشية
330,Schritt::N,skridt,خطوة
331,Norden::N,nord,شمال
332,Süden::N,syd,جنوب
333,Westen::N,vest,غرب
334,Osten::N,øst,شرق
335,Holz::N,træ,خشب
336,Brett::N,bræt,لوح
337,Platte::N,plade,صفيحة
338,Stütze::N,støtte,سند
339,Stütze::N,støtte,دعامة
340,Stange::N,stang,عود
341,Stock::N,stok,عصا
342,Stab::N,stav,قضيب
343,Rohr::N,rør,أنبوبة
344,Haus::N,hus,دار
345,Haus::N,hus,بيت
346,Heim::N,hjem,بيت
347,Heim::N,hjem,مسكن
348,Ofen::N,ovn,مدفأة
349,Fußboden::N,gulv,أرضية
350,Tisch::N,bord,مائدة
351,Stuhl::N,stol,كرسي
352,Wiege::N,vugge,مهد
353,Bett::N,seng,سرير
354,Regal::N,reol,رف
355,Kiste::N,kasse,صندوق
356,Fenster::N,vindue,شباك
357,Fenster::N,vindue,نافذة
358,Tür::N,dør,باب
359,Tor::N,port,بوابة
360,Zaun::N,stakit,سياج
361,Dach::N,tag,سطح
362,Leiter::N,stige,سلم
363,Besen::N,kost,مكنسة
364,Spaten::N,spade,مسحاة
365,Schaufel::N,skovl,مجرفة
366,Gabel::N,gaffel,شوكة
367,Löffel::N,ske,ملعقة
368,Messer::N,kniv,سكين
369,Nagel::N,søm,مسمار
370,Netz::N,net,شبكة
371,Haken::N,krog,خطاف
372,Haken::N,krog,صنارة
373,Griff::N,tag,قبضة
374,Griff::N,håndtag,قبضة
375,Schloss::N,lås,قفل
376,Bild::N,billede,صورة
377,Figur::N,figur,تمثال
378,Puppe::N,dukke,دمية
379,Beutel::N,pose,كيس
380,Bündel::N,bylt,ربطة
381,Bündel::N,bundt,ربطة
382,Tasche::N,taske,شنطة
383,Tasche::N,taske,محفظة
384,Eimer::N,spand,سطل
385,Eimer::N,spand,جردل
386,Deckel::N,låg,سداد
387,Geschirr::N,husgeråd,أوان
388,Sack::N,sæk,زكيبة
389,Tasse::N,kop,فنجان
390,Topf::N,gryde,قدر
391,Topf::N,gryde,طنجرة
392,Kessel::N,kedel,قدر
393,Kessel::N,kedel,غلاية
394,Essen::N,måltid,طعام
395,Nahrung::N,mad,غذاء
396,Nahrung::N,næring,غذاء
397,Speise::N,ret,أكل
398,Fleisch::N,kød,لحم
399,Getreide::N,korn,حبوب
400,Brei::N,grød,عصيدة
401,Brot::N,brød,خبز
402,Scheibe::N,skive,شريحة
403,Fett::N,fedt,سمن
404,Butter::N,smør,زبدة
405,Öl::N,olie,زيت
406,Salz::N,salt,ملح
407,Suppe::N,suppe,حساء
408,Suppe::N,suppe,شربة
409,Honig::N,honning,عسل
410,Milch::N,mælk,حليب
411,Tee::N,te,شاي
412,Leder::N,skind,جلد
413,Wolle::N,uld,صوف
414,Stoff::N,stof,قماش
415,Nadel::N,nål,إبرة
416,Faden::N,tråd,خيط
417,Knopf::N,knap,زر
418,Knoten::N,knude,عقدة
419,Farbe::N,farve,صبغة
420,Kleidung::N,påklædning,ملابس
421,Hemd::N,skjorte,قميص
422,Kragen::N,krave,ياقة
423,Ärmel::N,ærme,كم
424,Hose::N,bukser,سروال
425,Hose::N,bukser,بنطلون
426,Gürtel::N,bælte,حزام
427,Mütze::N,hue,طاقية
428,Schuh::N,sko,حذاء
429,Stiefel::N,støvle,جزمة
430,Stiefel::N,støvle,حذاء طويل
431,Ring::N,ring,حلقة
432,Band::N,bånd,شريط
433,Kamm::N,kam,مشط
434,Spiegel::N,spejl,مرآة
435,Riemen::N,rem,سير
436,Schnur::N,snor,حبل
437,Schnur::N,snor,دوبارة
438,Leine::N,snor,قيد
439,Decke::N,tæppe,بطانية
440,Kissen::N,pude,وسادة
441,Tuch::N,sjaltørklæde,منديل
442,Handtuch::N,håndklæde,فوطة
443,Handtuch::N,håndklæde,منشفة
444,Kraft::N,kraft,قدرة
445,Stärke::N,styrke,قوة
446,Gesundheit::N,sundhed,صحة
447,Krankheit::N,sygdom,مرض
448,Schmerz::N,smerte,ألم
449,Schmerz::N,smerte,وجع
450,Wunde::N,sår,جرح
451,Fieber::N,feber,حمى
452,Arznei::N,medicin,دواء
453,Arznei::N,lægemiddel,دواء
454,Brücke::N,bro,جسر
455,Brunnen::N,brønd,بئر
456,Weide::N,græsgang,مرعى
457,Pfad::N,sti,درب
458,Weg::N,vej,سكة
459,Straße::N,gade,طريق
460,Dorf::N,landsby,قرية
461,Stadt::N,by,مدينة
462,Brief::N,brev,خطاب
463,Brief::N,brev,مكتوب
464,Buch::N,bog,كتاب
465,Buchstabe::N,bogstav,حرف
466,Zeitung::N,avis,جريدة
467,Leben::N,liv,عيش
468,Leben::N,liv,حياة
469,Tod::N,død,موت
470,Tod::N,død,وفاة
471,Grab::N,grav,قبر
472,Kirche::N,kirke,كنيسة
473,Sünde::N,synd,خطيئة
474,Gott::N,gud,إله
475,Arbeiter::N,arbejder,عامل
476,Chef::N,chef,رئيس
477,Meister::N,mester,أسطى
478,Arzt::N,læge,طبيب
479,Lehrer::N,lærer,مدرس
480,Geld::N,penge,نقود
481,Geschäft::N,forretning,صفقة
482,Laden::N,butik,دكان
483,Laden::N,forretning,دكان
484,Preis::N,pris,سعر
485,Ware::N,vare,بضاعة
486,Nutzen::N,nytte,فائدة
487,Reichtum::N,rigdom,غنى
488,Reichtum::N,rigdom,ثروة
489,Welt::N,verden,عالم
490,Welt::N,verden,دنيا
491,Land::N,land,بلد
492,Staat::N,stat,دولة
493,König::N,konge,ملك
494,Macht::N,magt,سلطة
495,Grenze::N,grænse,حدود
496,Krieg::N,krig,حرب
497,Feind::N,fjende,عدو
498,Gewalt::N,vold,عنف
499,Kampf::N,kamp,قتال
500,Bogen[Waffe]::N,bue,قوس
501,Pfeil::N,pil,سهم
502,Gewehr::N,gevær,بندقية
503,Fehler::N,fejl,خطأ
504,Lüge::N,løgn,كذب
505,Schaden::N,skade,تلف
506,Unglück::N,uheld,نحس
507,Unglück::N,ulykke,نحس
508,Schuld::N,skyld,ذنب
509,Alter::N,alder,سن
510,Alter::N,alder,عمر
511,Schluss::N,slut,ختام
512,Schluss::N,slut,نهاية
513,Schluss::N,slutning,ختام
514,Schluss::N,slutning,نهاية
515,Zeit::N,tid,وقت
516,Tag::N,dag,يوم
517,Morgen::N,morgen,صباح
518,Mittag::N,middag,ظهر
519,Abend::N,aften,مساء
520,Nacht::N,nat,ليلة
521,Woche::N,uge,أسبوع
522,Monat::N,måned,شهر
523,Jahr::N,år,عام
524,Jahr::N,år,سنة
525,Frühling::N,forår,ربيع
526,Sommer::N,sommer,صيف
527,Herbst::N,efterår,خريف
528,Winter::N,vinter,شتاء
529,Januar::N,januar,يناير
530,Januar::N,januar,كانون الثاني
531,Februar::N,februar,شباط
532,Februar::N,februar,فبراير
533,März::N,marts,آذار
534,März::N,marts,مارس
535,April::N,april,نيسان
536,Mai::N,maj,مايو
537,Juni::N,juni,يونيو
538,Juni::N,juni,حزيران
539,Juli::N,juli,تموز
540,Juli::N,juli,يوليو
541,August::N,august,آب
542,August::N,august,أغسطس
543,September::N,september,أيلول
544,September::N,september,سبتمبر
545,Oktober::N,oktober,أكتوبر
546,Oktober::N,oktober,تشرين الأول
547,November::N,november,نوفمبر
548,November::N,november,تشرين الثاني
549,Dezember::N,december,ديسمبر
550,Dezember::N,december,كانون الأول
551,Montag::N,mandag,يوم الاثنين
552,Dienstag::N,tirsdag,يوم الثلاثاء
553,Mittwoch::N,onsdag,يوم الأربعاء
554,Donnerstag::N,torsdag,يوم الخميس
555,Freitag::N,fredag,يوم الجمعة
556,Samstag::N,lørdag,يوم السبت
557,Sonntag::N,søndag,يوم الأحد
558,groß::A,stor,كبير
559,klein::A,lille,صغير
560,lang::A,lang,طويل
561,kurz::A,kort,قصير
562,breit::A,bred,واسع
563,schmal::A,smal,ضيق
564,dicht::A,tæt,كث
565,dicht::A,tæt,كثيف
566,dick[Gegenstand]::A,tyk,غليظ
567,dünn::A,tynd,رفيع
568,fein::A,fin,رقيق
569,fest::A,fast,متين
570,flach::A,flad,سهل
571,flach::A,flad,منبسط
572,glatt::A,glat,ناعم
573,hart::A,hård,صلب
574,hart::A,hård,جامد
575,weich::A,blød,لين
576,rund::A,rund,مستدير
577,spitz::A,spids,مدبب
578,scharf::A,skarp,حاد
579,stumpf::A,sløv,ثالم
580,stumpf::A,stump,ثالم
581,schwer::A,tung,ثقيل
582,schön::A,skøn,جميل
583,heiß::A,hed,حار
584,heiß::A,hed,ساخن
585,warm::A,varm,دافئ
586,kalt::A,kold,بارد
587,kühl::A,kølig,قر
588,frisch::A,frisk,طازج
589,feucht::A,fugtig,رطب
590,nass::A,våd,مبلول
591,trocken::A,tør,جاف
592,voll::A,fuld,ملء
593,leer::A,tom,خال
594,leer::A,tom,فارغ
595,offen::A,åben,مفتوح
596,geschlossen::A,lukket,مغلق
597,sauber::A,ren,نظيف
598,schmutzig::A,snavset,قذر
599,roh::A,rå,نيء
600,reif::A,moden,ناضج
601,lecker::A,lækker,لذيذ
602,süß::A,sød,حلو
603,bitter::A,bitter,مر
604,sauer::A,sur,حامض
605,hell::A,lys,نير
606,dunkel::A,mørk,مظلم
607,schwarz::A,sort,أسود
608,weiß::A,hvid,أبيض
609,rot::A,rød,أحمر
610,gelb::A,gul,أصفر
611,blau::A,blå,أزرق
612,grün::A,grøn,أخضر
613,grau::A,grå,رمادي
614,bunt::A,broget,ملوب
615,billig::A,billig,رخيص
616,teuer::A,dyr,غال
617,wertvoll::A,værdifuld,ثمين
618,blind::A,blind,أعمى
619,taub::A,døv,أصم
620,taub::A,døv,أطرش
621,kräftig::A,kraftig,قوي
622,stark::A,stærk,قوي
623,schwach::A,svag,ضعيف
624,fett::A,fed,سمين
625,schlank::A,slank,أهيف
626,hübsch::A,køn,جميل
627,böse::A,ond,رديء
628,böse::A,slem,رديء
629,dumm::A,dum,أبله
630,dumm::A,dum,أحمق
631,faul::A,doven,كسلان
632,fleißig::A,flittig,مجتهد
633,geizig::A,gerrig,بخيل
634,klug::A,klog,ذكي
635,klug::A,klog,عاقل
636,geschickt::A,dygtig,ماهر
637,geschickt::A,behændig,ماهر
638,lieb::A,rar,عزيز
639,lustig::A,lystig,مرح
640,sanft::A,blid,حليم
641,hungrig::A,sulten,جائع
642,krank::A,syg,مريض
643,nackt::A,nøgen,عار
644,traurig::A,bedrøvet,حزين
645,lebendig::A,levende,حي
646,gut::A,god,جيد
647,schlecht::A,dårlig,سيء
648,richtig::A,rigtig,صحيح
649,schlimm::A,slem,خبيث
650,wahr::A,sand,حق
651,alt::A,gammel,قديم
652,neu::A,ny,جديد
653,ehemalig::A,forhenværende,سابق
654,alt[Lebewesen]::A,gammel,مسن
655,jung::A,ung,شاب
656,jung::A,ung,صغير
657,arm::A,fattig,فقير
658,reich::A,rig,غني
659,bekannt::A,kendt,معلوم
660,berühmt::A,berømt,مشهور
661,fremd::A,fremmed,أجنبي
662,verschieden::A,forskellig,مختلف
663,nah::A,nær,قريب
664,fern::A,fjern,بعيد
665,linker::A,venstre,يسار
666,rechter::A,højre,يمين
667,anderer::A,anden,آخر
668,erster::A,første,أول
669,zweiter::A,anden,ثان
670,dritter::A,tredje,ثالث
671,letzter::A,sidste,أخير
672,allein::ADV,alene,وحده
673,auf einmal::ADV,på én gang,بالمرة
674,zusammen::ADV,sammen,معا
675,lange::ADV,længe,مدة طويلة
676,plötzlich::ADV,pludselig,فجأة
677,sofort::ADV,straks,حالا
678,sofort::ADV,straks,فورا
679,später::ADV,senere,فيما بعد
680,jetzt::ADV,nu,الآن
681,jetzt::ADV,nu,حاليا
682,heute::ADV,i dag,اليوم
683,morgen::ADV,i morgen,غدا
684,bald::ADV,snart,قريبا
685,dann::ADV,så,ثم
686,gestern::ADV,i går,أمس
687,gestern::ADV,i går,البارحة
688,einst::ADV,engang,قديما
689,damals::ADV,dengang,حينئذ
690,danach::ADV,derefter,ثم
691,danach::ADV,derefter,بعد ذلك
692,vorher::ADV,før,من قبل
693,vorher::ADV,før,قبل ذلك
694,vorher::ADV,forud,من قبل
695,vorher::ADV,forud,قبل ذلك
696,zuerst::ADV,først,أولا
697,einmal::ADV,en gang,مرة
698,manchmal::ADV,sommetider,أحيانا
699,oft::ADV,ofte,كثيرا
700,immer::ADV,altid,دائما
701,niemals::ADV,aldrig,لا أبدا
702,hier::ADV,her,هنا
703,hierhin::ADV,hid,إلى هنا
704,hierhin::ADV,herhen,إلى هنا
705,von hier::ADV,herfra,من هنا
706,dort::ADV,der,هناك
707,dorthin::ADV,derhen,إلى هناك
708,geradeaus::ADV,lige ud,إلى الأمام
709,vorwärts::ADV,fremad,إلى الأمام
710,rückwärts::ADV,baglæns,إلى الوراء
711,zurück::ADV,tilbage,عودا
712,zurück::ADV,tilbage,إلى الخلف
713,unten::ADV,nede,تحت
714,unten::ADV,nede,في الأسفل
715,unten::ADV,forneden,تحت
716,unten::ADV,forneden,في الأسفل
717,hinab::ADV,ned,إلى تحت
718,hinab::ADV,nedad,إلى تحت
719,oben::ADV,oppe,فوق
720,oben::ADV,oppe,في الأعلى
721,oben::ADV,ovenpå,فوق
722,oben::ADV,ovenpå,في الأعلى
723,hinauf::ADV,op,إلى فوق
724,hinauf::ADV,op,إلى الأعلى
725,hinauf::ADV,opad,إلى فوق
726,hinauf::ADV,opad,إلى الأعلى
727,überall::ADV,overalt,في كل مكان
728,nicht::ADV,ikke,لا
729,nicht::ADV,ikke,لم
730,ein wenig::ADV,lidt,قليلا
731,kaum::ADV,knap,كاد لا
732,kaum::ADV,næppe,كاد لا
733,sehr::ADV,meget,جدا
734,sehr::ADV,meget,كثيرا
735,so::ADV,så,كذا
736,so::ADV,så,كذلك
737,noch::ADV,endnu,ما زال
738,nur::ADV,kun,فقط
739,nur::ADV,bare,فقط
740,schon::ADV,alt,قد
741,schon::ADV,allerede,قد
742,wieder::ADV,igen,من جديد
743,wieder::ADV,igen,مرة أخرى
744,vergebens::ADV,forgæves,عبثا
745,vor::PRP,foran,أمام
746,vor::PRP,uden for,أمام
747,hinter::PRP,bag,خلف
748,hinter::PRP,bag,وراء
749,hinter::PRP,bagved,خلف
750,hinter::PRP,bagved,وراء
751,unter::PRP,under,تحت
752,durch::PRP,gennem,عبر
753,durch::PRP,gennem,خلال
754,durch::PRP,igennem,عبر
755,durch::PRP,igennem,خلال
756,neben::PRP,ved siden af,جنب
757,neben::PRP,ved siden af,بجانب
758,zwischen::PRP,mellem,بين
759,wegen::PRP,på grund af,بسبب
760,dies::PRN,dette,هذا
761,das::PRN,det,ذلك
762,alles::PRN,alt,الكل
763,ich::PRN,jeg,أنا
764,du::PRN,du,أنت
765,er::PRN,han,هو
766,wir::PRN,vi,نحن
767,ihr::PRN,I,أنتم
768,ihr::PRN,I,أنتن
769,sie::PRN,de,هم
770,sie::PRN,de,هن
771,was::FPRN,hvad,ما
772,wer::FPRN,hvem,من
773,wo::FADV,hvor,أين
774,wohin::FADV,hvorhen,إلى أين
775,wie::FADV,hvordan,كيف
776,warum::FADV,hvorfor,لماذا
777,wieviel::FNUM,hvor meget,كم
778,eins::NUM,én,واحد
779,zwei::NUM,to,اثنين
780,drei::NUM,tre,ثلاثة
781,vier::NUM,fire,أربعة
782,fünf::NUM,fem,خمسة
783,sechs::NUM,seks,ستة
784,sieben::NUM,syv,سبعة
785,acht::NUM,otte,ثمانية
786,neun::NUM,ni,تسعة
787,zehn::NUM,ti,عشرة
788,elf::NUM,elleve,أحد عشر
789,zwölf::NUM,tolv,اثنا عشر
790,zwanzig::NUM,tyve,عشرون
791,dreißig::NUM,tredive,ثلاثون
792,vierzig::NUM,fyrre,أربعون
793,vierzig::NUM,fyrretyve,أربعون
794,fünfzig::NUM,halvtreds,خمسون
795,sechzig::NUM,tres,ستون
796,siebzig::NUM,halvfjerds,سبعون
797,achtzig::NUM,firs,ثمانون
798,neunzig::NUM,halvfems,تسعون
799,hundert::NUM,hundrede,مئة
800,tausend::NUM,tusind,ألف
801,und::CNJ,og,و
802,oder::CNJ,eller,أو
803,stehen::V,stå,وقف
804,sitzen::V,sidde,جلس
805,liegen::V,ligge,رقد
806,hängen::V,hænge,تعلق
807,werden::V,blive,صار
808,werden::V,blive,أصبح
809,passieren::V,ske,حدث
810,passieren::V,hænde,حدث
811,beginnen::V,begynde,ابتدأ
812,enden::V,ende,انتهى
813,wechseln::V,veksle,تغير
814,aufgehen[Sonne]::V,gå op,شرق
815,aufgehen[Sonne]::V,stå op,شرق
816,untergehen[Sonne]::V,gå ned,غرب
817,scheinen[Sonne]::V,skinne,أضاء
818,donnern::V,tordne,رعد
819,wehen::V,blæse,هب
820,strömen::V,strømme,جرى
