,Concept_ID,uz,te
245,Ruf::N,chaqiriq,పిలువు
246,Lärm::N,taraq,సందడి
247,Laut::N,tovush,ధ్వని
248,Ton::N,un,స్వరము
249,Lied::N,ashula,పాట
250,Ruhe::N,tinchlik,గాలిలేమి
251,Leute::N,xaloyiq,జనులు
252,Volk::N,xalq,జాతి
253,Arbeit::N,ish,పని
254,Gast::N,mehmon,అతిధి
255,Geschenk::N,hadya,దానము
256,Spiel::N,o'yin,ఆట
257,Gesellschaft::N,jamiyat,జట్టు
258,Hilfe::N,yordam,సాహాయ్యము
259,Freund::N,do'st,స్నేహితుడు
260,Kamerad::N,yo'ldosh,చెలికాడు
261,Angelegenheit::N,daxl,విషయము
262,Anzahl::N,son,లెక్క
263,Art::N,tur,జాతి
264,Stück::N,parcha,తునుక
265,Teil::N,bo'lak,భాగము
266,Hälfte::N,yarim,సగము
267,Kreis::N,aylana,వృత్తము
268,Kreuz::N,xoch,సిలువ
269,Linie::N,liniya,గీత
270,Strich::N,chiziq,గీత
271,Abstand::N,oralik,సందు
272,Entfernung::N,uzoqlik,దూరము
273,Gegend::N,yer,విస్తీర్ణము
274,Platz::N,oralig,ఎడము
275,Ort::N,joy,స్థలము
276,Seite::N,yon,ప్రక్క
277,Mitte::N,o'rta,నడిమి
278,Gegenstand::N,ashyo,పద్దు
279,Sache::N,buyum,వస్తువు
280,Rand::N,chek,అంచు
281,Kante::N,tig',అంచు
282,Ecke::N,burchak,మూల
283,Spitze::N,uch,మొన
284,Ende::N,oxir,కొన
285,Loch::N,teshik,రంధ్రము
286,Winkel::N,go'sha,కోణము
287,Muster::N,nusha,మాదిరి
288,Größe::N,kattalik,పరిమాణము
289,Länge::N,uzunlik,పొడుగు
290,Höhe::N,yuksaklik,పొడుగు
291,Gewicht::N,solmoq,భారము
292,Menge::N,miqdor,మొత్తము
293,Haufen::N,uyum,రాశి
294,Reihe::N,saf,వరుస
295,Boot::N,qayiq,పడవ
296,Ruder::N,äshkak,అడక
297,Schlitten::N,chana,సరవండ్లు
298,Ski::N,chang'i,స్కీ
299,Lagerfeuer::N,gulxan,నెగడు
300,Last::N,yuk,బరువు
301,Gang::N,yurish,నడక
302,Schritt::N,qadam,అడుగు
303,Norden::N,shimol,ఉత్తరదిక్కు
304,Süden::N,janub,దక్షిణము
305,Westen::N,g'arb,పడమర
306,Osten::N,sharq,తూర్పు
307,Holz::N,yog'och,కొయ్య
308,Brett::N,taxta,పలక
309,Platte::N,tabaqa,పలక
310,Stütze::N,tayanchi,వాల్సేడ్లు
311,Stange::N,qo'noq,స్తంభము
312,Stock::N,tayoq,కఱ్ఱ
313,Stab::N,gavron,కఱ్ఱ
314,Rohr::N,tarnov,గొట్టము
315,Haus::N,uy,ఇల్లు
316,Heim::N,makon,స్వగృహము
317,Ofen::N,pechka,పొయ్యి
318,Fußboden::N,pol,నేల
319,Tisch::N,mosa,మేజా
320,Stuhl::N,o'rindiq,కుర్చీ
321,Wiege::N,beshik,ఉయ్యాల
322,Bett::N,yotoq,పడక
323,Bett::N,yotoq,మంచం
324,Regal::N,tokcha,అటక
325,Kiste::N,sandiq,వెట్టె
326,Fenster::N,deraza,కిటికి
327,Tür::N,äshik,ద్వారము
328,Tor::N,darvoza,ద్వారము
329,Zaun::N,panjara,కంచె
330,Dach::N,tom,ఇంటివైకప్పు
331,Leiter::N,narvon,నిచ్చెన
332,Besen::N,supurgi,చీపురుకట్ట
333,Spaten::N,bel,పాఱ
334,Schaufel::N,kurak,పాఱ
335,Gabel::N,bilka,ముండ్లగరిటె
336,Löffel::N,qoshiq,గరిటె
337,Messer::N,pichoq,కత్తి
338,Nagel::N,mix,మేకు
339,Netz::N,to'r,వల
340,Haken::N,ilgak,కొక్కెము
341,Griff::N,sop,పిడి
342,Griff::N,tutqich,పిడి
343,Schloss::N,qulf,తాళము
344,Bild::N,rasm,చిత్రము
345,Figur::N,shakl,రూపము
346,Puppe::N,ko'g'irchoq,బొమ్మ
347,Beutel::N,to'rva,సంచి
348,Bündel::N,bog'lam,మూట
349,Tasche::N,kissa,సంచి
350,Eimer::N,chelak,చేద
351,Deckel::N,qopqoq,మూత
352,Geschirr::N,idish,వంటకాలు
353,Sack::N,qop,గోనెసంచి
354,Tasse::N,piyola,గిన్నె
355,Topf::N,tuvak,కుండ
356,Kessel::N,qozon,నీరుకాచుపాత్ర
357,Essen::N,tomoq,ఆహారము
358,Nahrung::N,emak,ఆహారము
359,Speise::N,taom,ఆహారము
360,Fleisch::N,go'sht,మాంసము
361,Getreide::N,g'alla,ధాన్యము
362,Brei::N,bo'tqa,గుజ్జు
363,Brot::N,non,రొట్టె
364,Scheibe::N,disk,బద్ద
365,Fett::N,moy,క్రొవ్వు
366,Butter::N,yog',వెన్న
367,Öl::N,moy,నూనె
368,Salz::N,tuz,ఉప్పు
369,Suppe::N,sho'rva,చారు
370,Honig::N,asal,తెనె
371,Milch::N,sut,పాలు
372,Tee::N,choy,తేనీరు
373,Leder::N,charm,బాగుచేసివతోలు
374,Wolle::N,jun,ఉన్ని
375,Stoff::N,mato,బట్ట
376,Nadel::N,igna,సూది
377,Faden::N,ip,దారము
378,Knopf::N,tugma,బొత్తాము
379,Knoten::N,tugun,ముడి
380,Farbe::N,bo'yok,రంగు
381,Kleidung::N,kiyim,బట్టలు
382,Hemd::N,ko'ylak,చొక్కాయ
383,Kragen::N,yoqa,మాల
384,Ärmel::N,yeng,చొక్కాయచెయ్యి
385,Hose::N,shim,ఇజారు
386,Gürtel::N,tasma,పటకా
387,Mütze::N,shapka,టోపి
388,Schuh::N,but,పాదరక్ష
389,Stiefel::N,botinka,బూటు
390,Ring::N,yuzuk,ఉంగరము
391,Band::N,rishta,నాడా
392,Kamm::N,taroq,దువ్వెన
393,Spiegel::N,ko'zgu,అద్దము
394,Riemen::N,qayish,వాడా
395,Schnur::N,bog'ich,దారము
396,Leine::N,etak,వారు
397,Decke::N,odyol,కంబళి
398,Kissen::N,yostiq,తలగడ
399,Tuch::N,gazlama,బట్ట
400,Handtuch::N,sochiq,తువాలు
401,Kraft::N,kuch,బలము
402,Stärke::N,quvvat,శక్తి
403,Gesundheit::N,sog'lik,ఆరోగ్యము
404,Krankheit::N,kasallik,రోగము
405,Schmerz::N,og'riq,నొప్పి
406,Wunde::N,yara,గాయము
407,Fieber::N,bezgak,జ్వరము
408,Arznei::N,dori,మందు
409,Brücke::N,ko'prik,వంతెన
410,Brunnen::N,buloq,బావి
411,Brunnen::N,buloq,కూపము
412,Brunnen::N,buloq,నుయ్యి
413,Weide::N,yaylov,పచ్చికబయలు
414,Pfad::N,dorojka,కాలిత్రోవ
415,Weg::N,yo'l,మార్గము
416,Straße::N,ko'cha,బాట
417,Dorf::N,ovul,గ్రామము
418,Stadt::N,shahar,పట్టణము
419,Brief::N,maktub,జాబు
420,Buch::N,kitob,పుస్తకము
421,Buchstabe::N,harf,అక్షరము
422,Zeitung::N,gazet,వార్తాపత్రిక
423,Leben::N,hayot,ప్రాణము
424,Tod::N,o'lim,మరణము
425,Grab::N,go'r,సమాధి
426,Kirche::N,cherkov,క్రెస్తవులగుడి
427,Sünde::N,gunoh,పాపము
428,Gott::N,olloh,దేవుడు
429,Arbeiter::N,ishchi,పనిపాటుచేశేవాడు
430,Chef::N,rais,యజమానుడు
431,Meister::N,usta,కళాకారుడు
432,Arzt::N,hakim,వైద్యుడు
433,Lehrer::N,muallim,ఉపాధ్యాయుడు
434,Geld::N,pul,ద్రవ్యము
435,Geschäft::N,savdo,వ్యాపారము
436,Laden::N,do'kon,అంగడి
437,Preis::N,baho,వెల
438,Ware::N,mol,సరకులు
439,Nutzen::N,foyda,ప్రయోజనము
440,Reichtum::N,boylik,ధనము
441,Welt::N,olam,ప్రపంచము
442,Land::N,o'lka,దేశము
443,Staat::N,davlat,రాజ్యము
444,König::N,qirol,రాజు
445,Macht::N,iqtidor,అధికారము
446,Grenze::N,chegara,సరిహద్దు
447,Krieg::N,harb,యుద్ధము
448,Feind::N,dushman,శత్రువు
449,Gewalt::N,zo'rlik,దౌర్జన్యము
450,Kampf::N,kurash,పోట్లాట
451,Bogen[Waffe]::N,yoy,విల్లు
452,Pfeil::N,o'q,బాణము
453,Gewehr::N,vintovka,తుపాకి
454,Fehler::N,xato,తప్ప
455,Lüge::N,yolg'on,అసత్యము
456,Schaden::N,ziyon,నష్టము
457,Unglück::N,balo,దురదృష్టము
458,Schuld::N,ayb,తప్పు
459,Alter::N,yosh,వయస్సు
460,Schluss::N,tamom,ముగింపు
461,Zeit::N,vaqt,కాలము
462,Tag::N,kun,దినము
463,Morgen::N,saboh,ఉదయము
464,Mittag::N,kun tushlik,మధ్యాహ్నము
465,Abend::N,oqshom,సాయంకాలము
466,Nacht::N,tun,రత్రి
467,Woche::N,hafta,వారము
468,Monat::N,oy,నెల
469,Jahr::N,yil,సంవత్సరము
470,Frühling::N,bahor,వసంతకాలము
471,Sommer::N,yoz,వేసవికాము
472,Herbst::N,kuz,ఆకురాలుకాలము
473,Herbst::N,xazon,ఆకురాలుకాలము
474,Winter::N,qish,శీతకాలము
475,Januar::N,yanvar',జనవరి
476,Februar::N,fevral',ఫిబ్రవరి
477,März::N,mart,మార్చి
478,April::N,aprel',ఏప్రిలు
479,Mai::N,may,మే
480,Juni::N,iyun',జూన్
481,Juli::N,iyul',జూలై
482,August::N,avgust,ఆగస్టు
483,September::N,sentyabr',సెప్ఠెంబరు
484,Oktober::N,oktyabr',అక్టోబరు
485,November::N,noyabr',నవంబరు
486,Dezember::N,dekabr',డిసెంబర్
487,Montag::N,dushanba,సోమవారము
488,Dienstag::N,seshanba,మంగళవారము
489,Mittwoch::N,chorshanba,బుధవారము
490,Donnerstag::N,payshanba,గురువారము
491,Freitag::N,juma,శుక్రవారము
492,Samstag::N,shanba,శనివారము
493,Sonntag::N,yakshanba,ఆదివారము
494,groß::A,buyuk,గొప్పైన
495,klein::A,kichik,చిన్న
496,lang::A,uzun,పొడుగాటి
497,kurz::A,qisqa,పొట్టి
498,breit::A,keng,వెడల్పైన
499,schmal::A,änsiz,ఇఱుకైన
500,dicht::A,quyuq,దట్టమైన
501,dick[Gegenstand]::A,qalin,దట్టమైన
502,dünn::A,ingichka,పలుచని
503,fein::A,mayin,నాజాకైన
504,fest::A,qattiq,దృడమైవ
505,flach::A,yalpoq,చదువైన
506,glatt::A,tekis,నున్నని
507,hart::A,qattiq,కఠినమైన
508,weich::A,yumshoq,మృదువైన
509,rund::A,yumaloq,గుండ్రని
510,spitz::A,uchli,మొనగల
511,scharf::A,keskir,పదనైన
512,stumpf::A,to'mtoq,వాడిలేని
513,schwer::A,salmoqli,బరువ్తెన
514,schön::A,go'zal,సుందరమైన
515,heiß::A,qiziq,వేడియైన
516,warm::A,issiq,వెచ్చని
517,kalt::A,sovuq,చల్లని
518,kühl::A,salqin,చల్లని
519,frisch::A,toza,తాజాయైన
520,feucht::A,namli,చెమ్మగానున్న
521,nass::A,nam,తడిగామన్న
522,trocken::A,quruq,ఎండిన
523,voll::A,to'la,నిండు
524,leer::A,puch,శూన్యమైన
525,offen::A,ochiq,తెఱచియున్న
526,geschlossen::A,berk,మూసిన
527,sauber::A,ozoda,పరిశుద్ధమైన
528,schmutzig::A,kir,ముఱికియైన
529,roh::A,xom,పచ్చి
530,reif::A,pishiq,పండివ
531,lecker::A,shirin,రుచి గల
532,süß::A,shirin,తియ్యని
533,bitter::A,achchiq,చేదైన
534,sauer::A,achchiq,పుల్లని
535,hell::A,yorug',కాంతిగల
536,dunkel::A,qorong'i,చీకటియైన
537,schwarz::A,qora,నల్లని
538,weiß::A,oq,తెలుపు
539,rot::A,qizil,ఎఱ్ఱని
540,gelb::A,sariq,పసుపు పచ్చ
541,blau::A,zangori,నీలవర్ణము
542,grün::A,yashil,ఆకుపచ్చని
543,grau::A,bo'z,నెరిసిన
544,bunt::A,ola,రంగేలీ
545,billig::A,arzon,చౌకయైన
546,teuer::A,qimmat,వెలపొడుగైన
547,wertvoll::A,qimmat,విలుప్తెన
548,blind::A,ko'r,గ్రుడ్డి
549,taub::A,garang,చెవిటి
550,kräftig::A,kuchli,శక్తి గల
551,stark::A,quvvatli,బలమైన
552,schwach::A,kuchsiz,బలహీనమైన
553,fett::A,semiz,క్రొవ్విన
554,schlank::A,ingichka,సన్నని
555,hübsch::A,ko'rkam,సాగప్తెన
556,böse::A,yovuz,చెడ్డ
557,dumm::A,aqlsiz,తెలివిలేని
558,faul::A,ärinchak,సోమరియైన
559,fleißig::A,ishchan,శ్రద్దగల
560,geizig::A,qurumsoq,పిసినారియైన
561,klug::A,oqil,తెలివిగల
562,geschickt::A,äpchil,నిపుణతగల
563,lieb::A,aziz,ప్రియమైన
564,lustig::A,chaqchaq,ఉల్లాసము గల
565,sanft::A,asta,సాధువైన
566,hungrig::A,och,ఆకలిగొనిన
567,krank::A,kasal,వ్యాధిగల
568,nackt::A,yalang,దిగంబరమైన
569,traurig::A,xafa,విచారముగల
570,lebendig::A,hayotiy,ప్రాణముతో నున్న
571,gut::A,soz,మంచి
572,schlecht::A,yomon,చెడ్డ
573,richtig::A,rost,సరియైన
574,schlimm::A,yovuz,అసహ్యమైన
575,wahr::A,haqiqiy,నిజమైన
576,alt::A,äski,ముసలి
577,neu::A,yangi,క్రొత్త
578,ehemalig::A,sobiq,పూర్వపు
579,alt[Lebewesen]::A,qari,ముసలి
580,jung::A,navqiron,పసి
581,arm::A,abgor,బీద
582,reich::A,boy,ధనవంతుడైన
583,bekannt::A,ma'lum,తెలిసిన
584,berühmt::A,mashhur,ప్రపిద్దికెక్కివ
585,fremd::A,yot,అన్యమైన
586,verschieden::A,turli,భేదమైన
587,nah::A,yaqindagi,దగ్గఱనున్న
588,fern::A,uzoq,దూరమందున్న
589,linker::A,so'l,ఎడమప్రక్కగ
590,rechter::A,o'ng,కుడి
591,anderer::A,boshqa,వేఱ్తెన
592,erster::A,birinchi,మొదటి
593,zweiter::A,ikkinchi,రెండన
594,dritter::A,uchinchi,మూడో
595,letzter::A,oxirgi,కడపటి
596,allein::ADV,o'zicha,ఒంటిగా
597,auf einmal::ADV,varakay,హరాత్తుగ
598,zusammen::ADV,barobar,కలిసి
599,lange::ADV,uzoq,బహుకాలము
600,plötzlich::ADV,qo'qqisdan,హరాత్తుగ
601,sofort::ADV,darrov,తక్షణము
602,später::ADV,so'ngra,ఇటీవలి
603,jetzt::ADV,hozirgina,ఇప్పుడు
604,heute::ADV,bugun,నేడు
605,morgen::ADV,ärta,ఱేపు
606,bald::ADV,toz,శీఘ్రముగ
607,dann::ADV,keyin,అప్పుడు
608,gestern::ADV,kecha,నిన్నటి దినము
609,einst::ADV,avvallari,పూర్వమొకప్పుడు
610,damals::ADV,ugal,అప్పుడు
611,danach::ADV,so'ngra,అప్పుడు
612,vorher::ADV,avval,ఎదుట
613,zuerst::ADV,avval,మొదటిలో
614,einmal::ADV,bir marta,ఒకసారి
615,manchmal::ADV,onda-sonda,అప్పటప్పటికి
616,oft::ADV,tez-tez,తఱచుగా
617,immer::ADV,har vaqt,ఎల్లప్పుడు
618,niemals::ADV,hargiz,ఎప్పుడునులేదు
619,hier::ADV,shu erda,ఇక్కడ
620,hierhin::ADV,beri,ఇక్కడకు
621,von hier::ADV,shu erdan,ఇక్కడనుండి
622,dort::ADV,ana,అక్కడ
623,dorthin::ADV,u yerga,అక్కడికి
624,geradeaus::ADV,to'g'ri,సూటిగా
625,vorwärts::ADV,ilgari,ముందుకు
626,rückwärts::ADV,qoloq,వెనుకకు
627,zurück::ADV,orqada,వెనుకభాగము
628,unten::ADV,pastda,క్రింద
629,hinab::ADV,tubanga,కిందికి
630,oben::ADV,ustida,మీద
631,hinauf::ADV,yuqorida,పైకి
632,überall::ADV,har erda,అంతటా
633,nicht::ADV,ämas,కాదు
634,ein wenig::ADV,biroz,కొంచెము
635,kaum::ADV,arang,చాలిచాలక
636,sehr::ADV,ancha,చాల
637,so::ADV,shunday,ఆలాగున
638,noch::ADV,hali,ఇప్పటికిని
639,nur::ADV,yolg'iz,మాత్రము
640,schon::ADV,endi,ఇదివఱకే
641,wieder::ADV,yana,తిరిగి
642,vergebens::ADV,bekorga,నిష్ఫలముగా
643,vor::PRP,burun,ముందు
644,hinter::PRP,ketida,వెనుక
645,unter::PRP,ostida,క్రింద
646,durch::PRP,bo'ylab,ద్వారా
647,neben::PRP,yonida,దగ్గెర
648,zwischen::PRP,orada,మధ్య
649,wegen::PRP,sababli,కారణంగా
650,dies::PRN,o'sha,ఇది
651,das::PRN,narigi,అది
652,alles::PRN,har nima,సకలము
653,ich::PRN,men,నేను
654,du::PRN,sen,నీవు
655,er::PRN,u,అతడు
656,wir::PRN,biz,మనము
657,ihr::PRN,siz,మీరు
658,sie::PRN,ular,వారు
659,was::FPRN,nima,ఏమి
660,wer::FPRN,kim,ఎవడు
661,wo::FADV,qaerda,ఎక్కడ
662,wohin::FADV,qayerga,ఎందుకు
663,wie::FADV,qanday,ఎట్టు
664,warum::FADV,nega,ఏల
665,wieviel::FNUM,qancha,ఎంత
666,eins::NUM,bir,ఒకటి
667,zwei::NUM,ikki,రెండు
668,drei::NUM,uch,మూడు
669,vier::NUM,to'rt,నాలుగు
670,fünf::NUM,besh,అయిదు
671,sechs::NUM,olti,ఆఱు
672,sieben::NUM,etti,ఏరు
673,acht::NUM,sakkiz,ఎనిమదు
674,neun::NUM,to'qqiz,తొమ్మిది
675,zehn::NUM,o'n,పది
676,elf::NUM,o'n bir,పదునొకొండు
677,zwölf::NUM,o'n ikki,పండ్రండు
678,zwanzig::NUM,yigirma,ఇరుపది
679,dreißig::NUM,o'ttiz,ముప్పది
680,vierzig::NUM,qirq,నలువది
681,fünfzig::NUM,ällik,ఏబది
682,sechzig::NUM,oltmish,అరుపది
683,siebzig::NUM,etmish,డెబ్బది
