,Concept_ID,tt,lbe
92,Kälte::N,суык,дяркъу
93,Kälte::N,салкын,дяркъу
94,Hitze::N,эсселек,кӏиришиву
95,Raureif::N,бәс,сил
96,Raureif::N,бәс,бурса
97,Raureif::N,сыкы,сил
98,Raureif::N,сыкы,бурса
99,Regenbogen::N,салават күпере,ссурул ккуртта
100,Donner::N,күкрәү,къув
101,Strömung::N,агыш'агым,экьинанаву
102,Tropfen::N,тамчы,кӏунтӏ
103,Schaum::N,күбек,хьама
104,Schmutz::N,пычрак,кьяркьи
105,See::N,күл,бяр
106,Sumpf::N,саз,кунцӏа
107,Moor::N,торфлык,
108,Wiese::N,болын,кьан
109,Wald::N,урман,вацӏа
110,Hügel::N,калку,бакӏу
111,Anhöhe::N,үр,
112,Berg::N,тау,зунтту
113,Gipfel::N,оч,мицӏ
114,Höhle::N,мәгарә,нух
115,Abhang::N,кабырга,сун
116,Quelle::N,чишмә,дайдихьу
117,Quelle::N,чишмә,бакӏ
118,Bach::N,елга,чӏрир нех
119,Fluss::N,дәрья,нех
120,Ufer::N,су кырые,зума
121,Küste::N,яр буе,зумаинхалу
122,Küste::N,яр буе,зуманицӏалу
123,Festland::N,коры җир,кьири
124,Meer::N,диңгез,хьхьири
125,Bucht::N,бухта,
126,Bucht::N,култык,
127,Insel::N,атау,жазира
128,Insel::N,утрау,жазира
129,Blume::N,чәчкә,тӏутӏи
130,Gras::N,үлән,уртту
131,Wurzel::N,тамыр,мархха
132,Baum::N,агач,мурхь
133,Stamm::N,кәүсә,ттарцӏ
134,Rinde::N,кабык,ккамара
135,Ast::N,ботак,матӏи
136,Zweig::N,ботак,къяртта
137,Zweig::N,тармак,къяртта
138,Blatt::N,яфрак,чӏапӏи
139,Birke::N,каен,кӏялахӏи
140,Birke::N,каен,кӏялахӏилул мурхь
141,Kiefer[Baum]::N,нарат,ттар
142,Kiefer[Baum]::N,нарат,ттарлил мурхь
143,Weide[Baum]::N,тал,щавщи
144,Tanne::N,чыршы,ттарлил мурхь
145,Horn::N,мөгез,хъи
146,Feder::N,йон,лелуххул тӏиму
147,Fell::N,тире,бурчу
148,Flügel::N,канат,хъа
149,Flügel::N,канат,ххурупӏайрал тӏиму
150,Klaue::N,тырнак,михь
151,Kralle::N,тырнак,ххяппа
152,Schwanz::N,койрык,магъ
153,Ei::N,күкәй,ккунук
154,Ei::N,йомырка,ккунук
155,Nest::N,оя,кюру
156,Bau::N,өн,цукъуккутӏ
157,Tier::N,хайван,хӏайван
158,Herde::N,көтү,газу
159,Kuh::N,сыер,оьл
160,Bulle::N,үгез,ниц
161,Pferd::N,ат,чу
162,Schaf::N,сарык,тта
163,Schwein::N,дуңгыз,дунгъуз
164,Hund::N,эт,ккаччи
165,Katze::N,песи,ччиту
166,Bär::N,аю,цуша
167,Eichhörnchen::N,тиен,бюрхттукку
168,Elch::N,поши,ниц-бюрин
169,Fuchs::N,төлке,цулчӏа
170,Fuchs::N,төлке,куча цулчӏа
171,Hase::N,куян,бюрх
172,Maus::N,тычкан,кӏулу
173,Wolf::N,бүре,барцӏ
174,Vogel::N,кош,лелуххи
175,Schwarm::N,көтү,гьухъала
176,Huhn::N,тавык,аьнакӏи
177,Hahn::N,әтәч,ажари
178,Gans::N,каз,къаз
179,Adler::N,каракош,барзу
180,Ente::N,үрдәк,урдак
181,Eule::N,ябалак,ису
182,Eule::N,ябалак,ччиккумяв
183,Kranich::N,торна,кьурукь
184,Krähe::N,карга,хъатӏу
185,Kuckuck::N,күке,ччикку
186,Kuckuck::N,кәккүк,ччикку
187,Schwan::N,аккош,урттил къаз
188,Fisch::N,балык,чавахъ
189,Barsch::N,алабуга,
190,Hecht::N,чуртан,
191,Schlange[Tier]::N,елан,шатта
192,Wurm::N,корт,кьюнукьай шатта
193,Spinne::N,үрмәкүч,ххялцу
194,Ameise::N,кырмыска,митӏикьукьу
195,Laus::N,бет,
196,Mücke::N,черки,мичӏак
197,Mücke::N,озынборын,мичӏак
198,Fliege::N,чебен,зимиз
199,Schmetterling::N,күбәләк,чӏимучӏали
200,Beere::N,җиләк,хӏаллил ахъулсса
201,Apfel::N,алма,гьивч
202,Pilz::N,гөмбә,ттуккул иис
203,Zwiebel::N,суган,лаччул чсмусул бакӏ
204,Zwiebel::N,суганбаш,лаччул чсмусул бакӏ
205,Saat::N,орлык,гьанна
206,Korn::N,иген,къама
207,Korn::N,орлык,къама
208,Heu::N,печән,ххулув
209,Schale::N,кабык,ккиртту
210,Grube::N,баз,кӏаланг
211,Grube::N,чокыр,кӏаланг
212,Falle::N,тозак,къатӏа
213,Falle::N,капкын,къатӏа
214,Schlinge::N,элмәк,хӏатӏ
215,Spur::N,эз,ша
216,Asche::N,көл,лах
217,Dreck::N,пычрак,кьяркьи
218,Dreck::N,пычрак,венп
219,Eisen::N,тимер,мах
220,Gold::N,алтын,муси
221,Silber::N,көмеш,арцу
222,Kohle::N,күмер,кӏалаш
223,Kohle::N,күмер,хъуручӏ
224,Glas::N,пыяла,пюрун
225,Lehm::N,балчык,сина аьрщи
226,Sand::N,ком,къун
227,Mensch::N,адәм,инсан
228,Mensch::N,инсан,инсан
229,Mann::N,ир,чув
230,Mann::N,ир,адимина
231,Frau::N,хатын,щарсса
232,Frau::N,хатын,хъамитайпа
233,Kind::N,бала,чӏиви оьрчӏ
234,Junge::N,малай,оьрчӏ
235,Junge::N,малай,бурхьин оьрчӏ
236,Mädchen::N,кыз,душ
237,Familie::N,гаилә,кулпат
238,Großvater::N,бабай,ттатта
239,Großvater::N,бабай,ниттил ппу
240,Großmutter::N,әби,буттал нину
241,Eltern::N,ата-ана,нину-ппу
242,Vater::N,ата,ппу
243,Mutter::N,ана,нину
244,Sohn::N,ул,арс
245,Tochter::N,кыз,душ
246,Bruder::N,кардәш,уссу
247,Schwester::N,апа,ссу
248,Schwester::N,сеңел,ссу
249,Onkel::N,дәдә,буттауссу
250,Onkel::N,дәдәй,буттауссу
251,Tante::N,түти,буттал ссу
252,Tante::N,тәтәй,буттал ссу
253,Ehemann::N,ир,лас
254,Ehefrau::N,хатын,щар
255,Ehefrau::N,хатын,щарсса
256,Freude::N,сөенеч,шадшиву
257,Freude::N,сөенеч,ххаришиву
258,Gelächter::N,көлү,хъяхъаву
259,Gelächter::N,көлеш,хъяхъаву
260,Glück::N,бәхет,талихӏ
261,Kummer::N,хәсрәт,дард
262,Wunsch::N,теләк,мурад
263,Lust::N,теләк,гьавас
264,Lust::N,теләк,ччаву
265,Lust::N,теләү,гьавас
266,Lust::N,теләү,ччаву
267,Geist::N,рух,рухӏ
268,Gedanke::N,уй,пикри
269,Gedanke::N,фикер,пикри
270,Gedächtnis::N,хәтер,дакӏний личӏаву
271,Verstand::N,акыл,аькьлу
272,Sinn::N,мәгънә,мяъна
273,Grund::N,сәбәп,багьана
274,Wahrheit::N,хак,тӏайламур
275,Wahrheit::N,хак,хӏакьмур
276,Gespräch::N,әңгәмә,ихтилат
277,Märchen::N,әкият,магьа
278,Erzählung::N,хикәя,хавар
279,Nachricht::N,хәбәр,хавар
280,Neuigkeit::N,яңалык,хавар
281,Name::N,исем,цӏа
282,Rätsel::N,табышмак,ссигьа
283,Rede::N,нотык,гъалгъа
284,Sprache::N,тел,маз
285,Stimme::N,тавыш,чӏу
286,Stimme::N,тавыш,чӏукӏа
287,Wort::N,сүз,махъ
288,Zeichen::N,ишарә,лишан
289,Ruf::N,дәшү,
290,Lärm::N,шау,чӏу
291,Laut::N,аваз,чӏу
292,Ton::N,шалтырату,чӏу
293,Lied::N,җыр,балай
294,Ruhe::N,тынлык,дигьалагру
295,Leute::N,халык,инсантал
296,Volk::N,халык,ил
297,Volk::N,халык,халкь
298,Arbeit::N,эш,заву
299,Arbeit::N,хезмәт,заву
300,Gast::N,кунак,хъамаличу
301,Geschenk::N,бүләк,бухчакарши
302,Geschenk::N,бүләк,лажинккакку
303,Spiel::N,уен,тӏуркӏу
304,Gesellschaft::N,җәмгыять,жямат
305,Gesellschaft::N,җәмгыять,ккуран
306,Hilfe::N,ярдәм,кумаг
307,Hilfe::N,булышлык,кумаг
308,Freund::N,дус,дус
309,Kamerad::N,иптәш,хӏаласу
310,Angelegenheit::N,эш,иш
311,Anzahl::N,микъдар,аьдад
312,Art::N,төр,жинс
313,Stück::N,кисәк,касак
314,Teil::N,өлеш,бутӏа
315,Hälfte::N,ярым,дачӏи
316,Kreis::N,түгәрәк,кюрщан
317,Kreuz::N,хач,ххач
318,Kreuz::N,тәре,ххач
319,Linie::N,сызык,щва
320,Strich::N,сызык,щва
321,Abstand::N,ара,манзил
322,Entfernung::N,ераклык,манзил
323,Gegend::N,урын,кӏану
324,Platz::N,бушлык,
325,Ort::N,урын,кӏану
326,Seite::N,як,чул
327,Seite::N,як,чулухалу
328,Mitte::N,урта,дя
329,Gegenstand::N,нәрсә,зат
330,Sache::N,нәрсә,зат
331,Rand::N,чит,зума
332,Kante::N,кырый,
333,Ecke::N,почмак,мурцӏу
334,Spitze::N,оч,мицӏ
335,Ende::N,азак,зума
336,Loch::N,тишек,ккутӏ
337,Winkel::N,почмак,мурцӏу
338,Muster::N,парча,накьич
339,Größe::N,зурлык,
340,Länge::N,озынлык,лахъишиву
341,Höhe::N,биеклек,лахъшиву
342,Gewicht::N,авырлык,дуццин
343,Gewicht::N,авырлык,кӏушиву
344,Menge::N,микъдар,
345,Haufen::N,өем,бакӏу
346,Reihe::N,рәт,кьюкьа
347,Boot::N,каек,луткка
348,Boot::N,көймә,луткка
349,Ruder::N,ишкәк,весло
350,Ruder::N,ишкәк,чӏатӏа
351,Schlitten::N,чана,чана
352,Schlitten::N,чана,санкка
353,Ski::N,чаңгы,лижарду
354,Lagerfeuer::N,костёр,къавтӏн
355,Last::N,йөк,гьиву
356,Gang::N,йөреш,нанаву
357,Schritt::N,адым,ша
358,Norden::N,төньяк,ухссав
359,Norden::N,төньяк,ухссавнил чулухалу
360,Süden::N,көньяк,кьилва
361,Westen::N,көнбатыш,баргълагавал
362,Westen::N,көнбатыш,баргълагавал чул
363,Osten::N,шәрык,баргъбуккай чулухалу
364,Osten::N,көнчыгыш,баргъбуккай чулухалу
365,Holz::N,агач,тӏама
366,Brett::N,такта,тахта
367,Platte::N,плитә,гъуни
368,Stütze::N,таяу,гьалакӏу
369,Stange::N,колга,къазихъ
370,Stock::N,таяк,ттархь
371,Stab::N,таяк,ччантӏакъу
372,Rohr::N,торба,бургъу
373,Haus::N,өй,къатта
374,Haus::N,йорт,къатта
375,Heim::N,гаилә,къатта
376,Heim::N,нәсел,къатта
377,Ofen::N,мич,пач
378,Fußboden::N,идән,чӏанкъатта
379,Tisch::N,өстәл,усттул
380,Stuhl::N,утыргыч,кӏану
381,Wiege::N,бишек,оьрчӏал кӏану
382,Bett::N,ятак,тах
383,Bett::N,урын-җир,тах
384,Regal::N,киштә,чӏаму
385,Regal::N,шүрлек,чӏаму
386,Kiste::N,әрҗә,яшикӏ
387,Kiste::N,әрҗә,къурши
388,Fenster::N,тәрәзә,чӏавахьулу
389,Tür::N,ишек,нуз
390,Tür::N,ишек,нузкьун
391,Tor::N,капка,къапу
392,Tor::N,капка,дарваза
393,Zaun::N,койма,дайгьузанну
394,Dach::N,түбә,магъи
395,Dach::N,түбә,цӏиялу
396,Leiter::N,баскыч,чуртту
397,Besen::N,себерке,чӏатлу
398,Spaten::N,көрәк,бил
399,Schaufel::N,көрәк,чӏатӏа
400,Gabel::N,чәннечке,гьиссилу
401,Löffel::N,кашык,къуса
402,Messer::N,пычак,чӏила
403,Nagel::N,кадак,мяр
404,Netz::N,челтәр,къери
405,Haken::N,ыргак,къича
406,Griff::N,тотка,куяму
407,Schloss::N,йозак,кьункьула
408,Bild::N,рәсем,сурат
409,Bild::N,картина,сурат
410,Figur::N,сын,
411,Figur::N,фигура,
412,Puppe::N,курчак,ссихьу
413,Beutel::N,луза,чантай
414,Bündel::N,бәйләм,гьи
415,Bündel::N,бәйләм,къар
416,Tasche::N,букча,
417,Eimer::N,чиләк,бадра
418,Deckel::N,капкач,къапаза
419,Geschirr::N,савыт-саба,пюрунчӏул
420,Geschirr::N,савыт-саба,тӏахӏникӏичӏу
421,Geschirr::N,кашык-аяк,пюрунчӏул
422,Geschirr::N,кашык-аяк,тӏахӏникӏичӏу
423,Sack::N,капчык,къап
424,Sack::N,капчык,дарваг
425,Tasse::N,чынаяк,пижан
426,Tasse::N,чынаяк,пинжан
427,Tasse::N,чынаяк,инкираччатӏи
428,Tasse::N,чынаяк,цинцилттал бушкъап
429,Topf::N,чүлмәк,кӏункӏур
430,Kessel::N,казан,чаг
431,Kessel::N,казан,кӏункӏур
432,Essen::N,ашау,дукия
433,Essen::N,ашау,дукин
434,Nahrung::N,азык,дукра
435,Nahrung::N,тәгам,дукра
436,Nahrung::N,ашамлык,дукра
437,Speise::N,ризык,дукра
438,Fleisch::N,ит,дикӏ
439,Getreide::N,ашлык,къама
440,Brei::N,ботка,ккурч
441,Brot::N,ипи,ччатӏ
442,Brot::N,икмәк,ччатӏ
443,Scheibe::N,телем,парча
444,Fett::N,май,аьгъушиву
445,Butter::N,май,нагь
446,Butter::N,май,лагаву
447,Öl::N,май,
448,Salz::N,тоз,цӏву
449,Suppe::N,шулпа,накь
450,Honig::N,бал,ницӏ
451,Milch::N,сөт,накӏ
452,Tee::N,чәй,чяй
453,Leder::N,күн,бурчу
454,Wolle::N,йон,ппал
455,Stoff::N,тукыма,янна
456,Nadel::N,энә,ххалаххи
457,Faden::N,җеп,ххал
458,Knopf::N,төймә,банд
459,Knoten::N,төен,къурхъ
460,Farbe::N,буяу,сир
461,Kleidung::N,кием,янна
462,Kleidung::N,кием,лаххия
463,Hemd::N,күлмәк,гьухъа
464,Kragen::N,яка,дарвач
465,Ärmel::N,җиң,кахха
466,Hose::N,чалбар,хӏажак
467,Gürtel::N,билбау,мухӏлу
468,Mütze::N,бүрек,кьяпа
469,Schuh::N,башмак,
470,Stiefel::N,итек,чакма
471,Ring::N,балдак,кӏисса
472,Band::N,тасма,линт
473,Kamm::N,тарак,ттарал
474,Spiegel::N,көзге,дагьани
475,Riemen::N,каеш,эн
476,Schnur::N,бау,хьхьа
477,Leine::N,тезген,
478,Decke::N,юрган,виргъан
479,Kissen::N,мендәр,кӏаралу
480,Tuch::N,яулык,карщи
481,Handtuch::N,сөлгә,калихьу
482,Handtuch::N,сөлгә,лажинлихьу
483,Kraft::N,егәр,эллаж
484,Kraft::N,дәрман,эллаж
485,Stärke::N,көч,гуж
486,Stärke::N,дәрман,гуж
487,Gesundheit::N,саулык,цӏуллу-сагъшиву
488,Krankheit::N,чир,къашайшиву
489,Krankheit::N,хаста,къашайшиву
490,Krankheit::N,сырхау,къашайшиву
491,Schmerz::N,авырту,къюву
492,Wunde::N,яра,щаву
493,Wunde::N,җәрәхәт,щаву
494,Fieber::N,бизгәк,кӏиришиву
495,Arznei::N,дару,дару
496,Brücke::N,күпер,ламу
497,Brunnen::N,кое,къуй
498,Weide::N,утлавык,бизантту
499,Pfad::N,сукмак,жегъир ххуллу
500,Weg::N,юл,ххуллу
501,Straße::N,урам,ххуллу
502,Dorf::N,авыл,щар
503,Dorf::N,авыл,шяравалу
504,Stadt::N,шәһәр,шагьру
505,Brief::N,хат,чагъар
506,Buch::N,китап,лу
507,Buchstabe::N,хәреф,хӏарп
508,Zeitung::N,газет,кказит
509,Zeitung::N,газета,кказит
510,Leben::N,гомер,оьрму
511,Leben::N,тормыш,оьрму
512,Leben::N,тереклек,оьрму
513,Tod::N,үлем,ажал
514,Tod::N,үлем,бивкӏу
515,Tod::N,үлем,ивчӏаву
516,Grab::N,гүр,гьав
517,Grab::N,кабер,гьав
518,Kirche::N,чиркәү,килиса
519,Sünde::N,язык,бунагъ
520,Sünde::N,гөнаһ,бунагъ
521,Gott::N,алла,зал
522,Gott::N,ходай,зал
523,Arbeiter::N,эшче,зузала
524,Chef::N,башлык,ялувма
525,Meister::N,оста,усттар
526,Arzt::N,врач,хӏакин
527,Arzt::N,табиб,хӏакин
528,Lehrer::N,укытучы,учитель
529,Lehrer::N,мөгаллим,учитель
530,Geld::N,акча,арцу
531,Geschäft::N,эш,даву
532,Laden::N,кибет,ттучан
533,Laden::N,магазин,ттучан
534,Preis::N,бәя,багъа
535,Preis::N,бәһа,багъа
536,Ware::N,товар,хъус
537,Nutzen::N,файда,хайр
538,Nutzen::N,файда,мюнпат
539,Reichtum::N,байлык,давлат
540,Reichtum::N,байлык,аваданшиву
541,Welt::N,дөнья,дуниял
542,Land::N,ил,билаят
543,Staat::N,дәүләт,паччахӏлугъ
544,König::N,патша,
545,Macht::N,хакимият,власть
546,Grenze::N,чик,дазу
547,Krieg::N,сугыш,дяъви
548,Feind::N,дошман,душман
549,Gewalt::N,көчләү,къия
550,Kampf::N,көрәш,лачӏуи уккаву
551,Bogen[Waffe]::N,җәя,ккуртта
552,Pfeil::N,ук,чӏатӏаракӏ
553,Gewehr::N,мылтык,ттупанг
554,Fehler::N,хата,гъалатӏ
555,Lüge::N,ялган,щялмахъ
556,Schaden::N,зыян,зарал
557,Schaden::N,зарар,зарал
558,Unglück::N,бәла,бала
559,Schuld::N,гаеп,тахсир
560,Alter::N,яшь,оьрму
561,Schluss::N,ахыр,ахир
562,Zeit::N,заман,чӏун
563,Tag::N,көн,кьини
564,Morgen::N,иртә,кӏюрх
565,Mittag::N,өйлә,ахттайн
566,Mittag::N,өйлә,дяахттайн
567,Mittag::N,өйлә,ахттайн чӏун
568,Abend::N,кич,маркӏачӏан
569,Nacht::N,төн,хьхьу
570,Woche::N,атна,нюжмар
571,Monat::N,ай,барз
572,Jahr::N,ел,шин
573,Frühling::N,яз,инт
574,Sommer::N,җәй,гъи
575,Herbst::N,көз,ссут
576,Winter::N,кыш,кӏи
577,Januar::N,гыйнвар,цалчинмур барз
578,Februar::N,февраль,кӏилчинмур барз
579,März::N,март,шамилчинмур барз
580,April::N,апрель,апрель
581,April::N,апрель,мукьилчинмур барз
582,Mai::N,май,май
583,Mai::N,май,ххюлчинмур барз
584,Juni::N,июнь,июнь
585,Juni::N,июнь,ряххилчинмур барз
586,Juli::N,июль,июль
587,Juli::N,июль,Арулчинмур барз
588,August::N,август,мяйлчинмур барз
589,September::N,сентябрь,урчӏилчинмур барз
590,Oktober::N,октябрь,ацӏилчинмур барз
591,November::N,ноябрь,ацӏния цалчинмур барз
592,Dezember::N,декабрь,ацӏния кӏилчинмур барз
593,Montag::N,дүшәмбе,итин
594,Montag::N,дүшәмбе,итин кьини
595,Dienstag::N,сишәмбе,тталат
596,Dienstag::N,сишәмбе,тталат кьини
597,Mittwoch::N,чәршәмбе,арвахӏ
598,Donnerstag::N,атнакич,хамис
599,Donnerstag::N,пәнҗешәмбе,хамис
600,Freitag::N,җомга,нюжмар
601,Freitag::N,җомга,нюжмар кьини
602,Samstag::N,шимбә,ххуллун
603,Samstag::N,шимбә,ххуллун кьини
604,Sonntag::N,якшәмбе,алхӏат
605,Sonntag::N,якшәмбе,алхӏат кьини
606,groß::A,зур,бугъарасса
607,klein::A,кечкенә,чӏивисса
608,lang::A,озын,лахъисса
609,kurz::A,кыска,кутӏасса
610,breit::A,киң,уттасса
611,schmal::A,кысык,уттакӏюласса
612,dicht::A,куе,ццунсса
613,dick[Gegenstand]::A,калын,ганзсса
614,dünn::A,нечкә,кӏюласса
615,fein::A,нәзакәтле,
616,fest::A,нык,цӏакьсса
617,fest::A,нык,кьянкьасса
618,flach::A,яссы,баягъисса
619,flach::A,яссы,цӏубакъасса
620,flach::A,яссы,куртӏ дакъасса
621,flach::A,ялпак,баягъисса
622,flach::A,ялпак,цӏубакъасса
623,flach::A,ялпак,куртӏ дакъасса
624,glatt::A,шома,дюрчӏусса
625,hart::A,каты,кьянкьасса
626,weich::A,йомшак,кӏукӏлусса
627,rund::A,түгәрәк,ккурккисса
628,spitz::A,очлы,ярксса
629,spitz::A,очлы,дайлсса
630,spitz::A,очлы,мицӏ бусса
631,scharf::A,үткен,ярксса
632,scharf::A,үткен,дайлсса
633,scharf::A,үткен,мицӏ бусса
634,stumpf::A,үтмәс,къуркъасса
635,schwer::A,салмак,кӏусса
636,schön::A,гүзәл,аьнтӏикӏасса
637,heiß::A,эссе,кӏирисса
638,warm::A,җылы,гъелисса
639,kalt::A,суык,дяркъусса
640,kalt::A,салкын,дяркъусса
641,kühl::A,салкынча,дюхлулсса
642,frisch::A,салкынча,цӏусса
643,feucht::A,юеш,атилсса
644,feucht::A,юеш,хъавтусса
645,nass::A,дымлы,атилсса
646,nass::A,дымлы,хъавтусса
647,trocken::A,коры,кьавкьсса
648,trocken::A,коры,кьакьан бувсса
649,voll::A,тулы,бувцӏусса
650,leer::A,буш,бачӏвасса
651,offen::A,ачык,тӏивтӏусса
652,geschlossen::A,йомык,лавкьусса
653,sauber::A,пакь,марцӏсса
654,sauber::A,чиста,марцӏсса
655,schmutzig::A,керле,чапалсса
656,schmutzig::A,пычрак,чапалсса
657,roh::A,чи,шакъавхьсса
658,reif::A,өлгергән,дирсса
659,lecker::A,тәмле,нахӏусса
660,lecker::A,тәмле,тӏааьнсса
661,süß::A,татлы,нацӏусса
662,bitter::A,ачы,кьурчӏисса
663,sauer::A,әче,туршсса
664,hell::A,якты,чаннасса
665,dunkel::A,кара,цӏансса
666,schwarz::A,кара,лухӏисса
667,weiß::A,ак,кӏяласса
668,rot::A,кызыл,ятӏулсса
669,gelb::A,сары,хъахъисса
670,blau::A,күк,някӏсса
671,grün::A,яшел,щюлисса
672,grau::A,соры,оьрусса
673,bunt::A,чуар,оьрчӏикӏурисса
674,billig::A,арзан,кьювкьусса
675,teuer::A,хаклы,ххирасса
676,wertvoll::A,кыйммәтле,багьасса
677,blind::A,сукыр,мурчӏисса
678,blind::A,күзсез,мурчӏисса
679,taub::A,чукрак,къюкӏсса
680,taub::A,саңгырау,къюкӏсса
681,kräftig::A,егәрле,гужсса
682,stark::A,нык,кьянкьасса
683,stark::A,базык,кьянкьасса
684,schwach::A,зәгыйфь,заэвсса
685,fett::A,симез,бучсса
686,schlank::A,нәзек,бювхъусса
687,hübsch::A,чибәр,янусса
688,böse::A,усал,оьсса
689,dumm::A,акылсыз,ахӏмакьсса
690,faul::A,ялкау,танмалсса
691,faul::A,ялкау,курчӏилсса
692,faul::A,иренчәк,танмалсса
693,faul::A,иренчәк,курчӏилсса
694,fleißig::A,тырыш,хӏарачат бусса
695,fleißig::A,тырышучан,хӏарачат бусса
696,geizig::A,саран,янттарцӏансса
697,klug::A,акыллы,аькьлу бусса
698,geschickt::A,маһир,паргалсса
699,lieb::A,сөекле,аьзизсса
700,lustig::A,күңелле,тяхъасса
701,sanft::A,басынкы,иминсса
702,hungrig::A,ач,ккашилсса
703,krank::A,чирле,къашавайсса
704,krank::A,сырхау,къашавайсса
705,nackt::A,шәрә,кӏачӏасса
706,traurig::A,ямансу,пашмансса
707,lebendig::A,тере,уттавасса
708,gut::A,яхшы,ххуйсса
709,schlecht::A,начар,оьккисса
710,richtig::A,дөрес,саргъунсса
711,schlimm::A,әшәкә,оьккисса
712,wahr::A,чып-чын,хӏакьсса
713,alt::A,иске,кугьнасса
714,neu::A,яңа,цӏусса
715,ehemalig::A,элекке,хъхъичӏвасса
716,alt[Lebewesen]::A,карт,агьилсса
717,jung::A,яшь,чӏавасса
718,jung::A,яшь,жагьилсса
719,arm::A,фәкыйрь,мискинсса
720,reich::A,бай,авадансса
721,bekannt::A,таныш,дусъсса
722,berühmt::A,атаклы,машгьурсса
723,fremd::A,ят,чил
724,verschieden::A,төрле,личӏи-личӏисса
725,nah::A,якын,гъансса
726,fern::A,ерак,архсса
727,linker::A,сул,кияхсса
728,linker::A,сул,кюччахсса
729,rechter::A,уң,урчӏахсса
730,anderer::A,бүтән,цамур
731,erster::A,беренче,цалчинмур
732,erster::A,беренче,цалчиннсса
733,zweiter::A,икенче,кӏилчиимур
734,dritter::A,өченче,шамулчинмур
735,letzter::A,ахыргы,махъва-махъмур
736,allein::ADV,ялгыз,ялгъузну
737,auf einmal::ADV,бердән,
738,zusammen::ADV,бергә,цачӏу
739,zusammen::ADV,бергә,архӏал
740,lange::ADV,озак,батӏи къабуклай
741,lange::ADV,озак,хъунмасса хӏаллай
742,plötzlich::ADV,искәрмәстән,цакуну
743,sofort::ADV,хәзер,мугьлат бакъа
744,später::ADV,соңрак,махъ
745,jetzt::ADV,хәзер,утти
