,Concept_ID,ku,la
62,Himmel::N,ezman,caelum
63,Sonne::N,roj,sol
64,Mond::N,heyv,luna
65,Stern::N,stêrk,sidus
66,Stern::N,stêrk,stella
67,Luft::N,ba,aer
68,Wind::N,ba,ventus
69,Welle::N,şewl,unda
70,Wasser::N,av,aqua
71,Stein::N,kevir,lapis
72,Boden::N,herd,solum
73,Erde::N,ax,terra
74,Staub::N,toz,pulvis
75,Rauch::N,dû,fumus
76,Funke::N,çirûşk,scintilla
77,Feuer::N,agir,ignis
78,Licht::N,ronahî,lux
79,Licht::N,ronahî,lumen
80,Schatten::N,sî,umbra
81,Wetter::N,hewa,caelum
82,Wetter::N,hewa,tempestas
83,Nebel::N,mij,nebula
84,Wolke::N,ewr,nubes
85,Regen::N,baran,imber
86,Regen::N,baran,pluvia
87,Schnee::N,berf,nix
88,Eis::N,qeşa,glacies
89,Frost::N,xûsik,gelu
90,Kälte::N,serma,frigus
91,Hitze::N,germayî,calor
92,Hitze::N,germayî,aestus
93,Raureif::N,şext,pruina
94,Regenbogen::N,heftreng,arcus
95,Donner::N,gire-gir,tonitrus
96,Strömung::N,şewl,fluctus
97,Tropfen::N,dilop,gutta
98,Schaum::N,kef,spuma
99,Schmutz::N,gemar,sordes
100,Schmutz::N,gemar,squalor
101,See::N,gol,lacus
102,Sumpf::N,hezek,palus
103,Moor::N,mafêl,palus
104,Wiese::N,sûrik,pratum
105,Wald::N,çiya,silva
106,Wald::N,daristan,silva
107,Hügel::N,gir,collis
108,Anhöhe::N,sere gir,specula
109,Berg::N,kaş,mons
110,Gipfel::N,sere gir,vertex
111,Höhle::N,şikeft,caverna
112,Höhle::N,şikeft,spelunca
113,Abhang::N,kaş,declivum
114,Quelle::N,kanî,fons
115,Bach::N,çem,rivus
116,Fluss::N,çem,flumen
117,Fluss::N,rûbar,flumen
118,Ufer::N,kevî,ripa
119,Küste::N,berav,litus
120,Festland::N,bejahî,continens
121,Meer::N,behr,mare
122,Bucht::N,derav,sinus
123,Insel::N,girav,insula
124,Blume::N,kulînk,flos
125,Gras::N,giha,herba
126,Gras::N,giha,gramen
127,Wurzel::N,reh,radix
128,Baum::N,dar,arbor
129,Stamm::N,bavik,truncus
130,Rinde::N,qaqil,cortex
131,Ast::N,gulî,ramus
132,Zweig::N,şax,ramus
133,Blatt::N,pel,folium
134,Birke::N,dara sipî,betulla
135,Kiefer[Baum]::N,dara bî,pinus
136,Weide[Baum]::N,dara belalûk,salix
137,Tanne::N,merx,abies
138,Horn::N,strô,cornu
139,Feder::N,pîrtîk,penna
140,Fell::N,heyar,pellis
141,Flügel::N,per,ala
142,Klaue::N,napîk,unguis
143,Kralle::N,dinik,unguis
144,Kralle::N,dirnax,unguis
145,Schwanz::N,dûv,cauda
146,Ei::N,hêk,ovum
147,Nest::N,hêlîn,nidus
148,Bau::N,avahî,cavum
149,Bau::N,avahî,latibulum
150,Tier::N,heywan,bestia
151,Herde::N,hoz,grex
152,Kuh::N,çêlek,vacca
153,Bulle::N,ga,taurus
154,Pferd::N,hesp,equus
155,Schaf::N,mîh,ovis
156,Schwein::N,beraz,sus
157,Schwein::N,beraz,porcus
158,Hund::N,seh,canis
159,Katze::N,pişîk,felis
160,Bär::N,hirç,ursus
161,Eichhörnchen::N,pilûr,sciurus
162,Elch::N,pazkovî,alces
163,Fuchs::N,rovî,vulpes
164,Hase::N,kîroşk,lepus
165,Maus::N,mişk,mus
166,Wolf::N,gur,lupus
167,Vogel::N,çûk,avis
168,Schwarm::N,lufik,examen
169,Huhn::N,mirîşk,gallina
170,Hahn::N,dîk,gallus
171,Gans::N,qaz,anser
172,Adler::N,eylo,aquila
173,Ente::N,werdek,anas
174,Eule::N,bûm,ulula
175,Eule::N,bûm,noctua
176,Eule::N,kund,ulula
177,Eule::N,kund,noctua
178,Kranich::N,quling,grus
179,Krähe::N,qijik,cornix
180,Kuckuck::N,pepûk,cuculus
181,Schwan::N,qû,olor
182,Schwan::N,qû,cycnus
183,Fisch::N,masî,piscis
184,Barsch::N,okûn,perca
185,Hecht::N,mesîyê lûf,esox
186,Schlange[Tier]::N,mar,serpens
187,Wurm::N,kurm,vermis
188,Spinne::N,pîrê,aranea
189,Ameise::N,mîro,formica
190,Ameise::N,gêrîk,formica
191,Laus::N,spi,pediculus
192,Mücke::N,mêş,culex
193,Fliege::N,mêş,musca
194,Schmetterling::N,perperîk,papilio
195,Beere::N,hirç,baca
196,Apfel::N,sêv,malum
197,Pilz::N,bîrov,fungus
198,Zwiebel::N,pîvaz,cepa
199,Saat::N,tov,seges
200,Korn::N,dexl,granum
201,Heu::N,sap,faenum
202,Schale::N,qaşik,putamen
203,Grube::N,çahl,fovea
204,Falle::N,dafik,pedica
205,Schlinge::N,dahf,laqueus
206,Spur::N,rêç,vestigium
207,Asche::N,xweli,cinis
208,Dreck::N,gemarî,lutum
209,Eisen::N,hesing,ferrum
210,Gold::N,zêr,aurum
211,Silber::N,zîv,argentum
212,Kohle::N,komir,carbo
213,Glas::N,qedeh,vitrum
214,Lehm::N,kelpîç,lutum
215,Sand::N,qûm,arena
216,Mensch::N,mirov,homo
217,Mann::N,mêr,vir
218,Frau::N,jin,mulier
219,Kind::N,zarok,puer
220,Kind::N,zarok,infans
221,Junge::N,kur,puer
222,Mädchen::N,keç,puella
223,Mädchen::N,keçik,puella
224,Familie::N,malbat,familia
225,Großvater::N,bapîr,avus
226,Großmutter::N,pîrik,avia
227,Eltern::N,bavudê,parentes
228,Vater::N,bav,pater
229,Mutter::N,dê,mater
230,Mutter::N,dayik,mater
231,Sohn::N,kur,filius
232,Tochter::N,keç,filia
233,Bruder::N,bira,frater
234,Schwester::N,xweh,soror
235,Onkel::N,am,patruus
236,Onkel::N,am,avunculus
237,Onkel::N,xal,patruus
238,Onkel::N,xal,avunculus
239,Tante::N,metik,amita
240,Tante::N,xaltîk,amita
241,Ehemann::N,mêr,maritus
242,Ehefrau::N,kulfet,uxor
243,Freude::N,kêfxweşî,gaudium
244,Freude::N,kêfxweşî,laetitia
245,Gelächter::N,pîrqînî,risus
246,Glück::N,bext,felicitas
247,Kummer::N,derd,aegritudo
248,Wunsch::N,daxwaz,voluntas
249,Wunsch::N,daxwaz,desiderium
250,Wunsch::N,xwestek,voluntas
251,Wunsch::N,xwestek,desiderium
252,Lust::N,şewq,libido
253,Lust::N,şewq,voluptas
254,Geist::N,aqil,mens
255,Geist::N,aqil,animus
256,Gedanke::N,fikir,sententia
257,Gedächtnis::N,aqil,memoria
258,Verstand::N,fêm,ratio
259,Verstand::N,fêm,ingenium
260,Sinn::N,aqil,sensus
261,Grund::N,asas,causa
262,Wahrheit::N,rastî,veritas
263,Gespräch::N,guftûgo,sermo
264,Märchen::N,çirok,fabula
265,Erzählung::N,çirok,fabula
266,Erzählung::N,çirok,narratio
267,Erzählung::N,vegotin,fabula
268,Erzählung::N,vegotin,narratio
269,Nachricht::N,nûçe,nuntius
270,Neuigkeit::N,hewal,novitas
271,Name::N,nav,nomen
272,Name::N,paşnav,nomen
273,Rätsel::N,tiştonek,aenigma
274,Rede::N,gotar,oratio
275,Rede::N,axavtin,oratio
276,Sprache::N,ziman,lingua
277,Stimme::N,pejn,vox
278,Wort::N,gotin,verbum
279,Wort::N,gotin,vocabulum
280,Zeichen::N,şanek,signum
281,Ruf::N,hawar,clamor
282,Lärm::N,xarbalix,strepitus
283,Laut::N,deng,sonus
284,Laut::N,hês,sonus
285,Ton::N,awaz,sonus
286,Lied::N,sitran,carmen
287,Ruhe::N,rihetî,quies
288,Leute::N,xelk,homines
289,Volk::N,xelk,populus
290,Arbeit::N,xebat,labor
291,Gast::N,mêvan,hospes
292,Gast::N,mêvan,conviva
293,Geschenk::N,diyarî,munus
294,Spiel::N,lîstik,ludus
295,Gesellschaft::N,komal,societas
296,Hilfe::N,alîkarî,auxilium
297,Hilfe::N,alîkarî,subsidium
298,Freund::N,heval,amicus
299,Kamerad::N,heval,socius
300,Angelegenheit::N,pirsgirêk,res
301,Anzahl::N,çend,numerus
302,Art::N,çeh,genus
303,Stück::N,lib,frustum
304,Stück::N,lib,fragmentum
305,Stück::N,parçe,frustum
306,Stück::N,parçe,fragmentum
307,Teil::N,parçe,pars
308,Hälfte::N,nîvî,dimidium
309,Kreis::N,çemil,orbis
310,Kreis::N,çemil,circus
311,Kreuz::N,xaç,crux
312,Linie::N,xezik,linea
313,Strich::N,xezik,lineamentum
314,Abstand::N,dûrahî,intervallum
315,Entfernung::N,dûrahî,spatium
316,Gegend::N,dever,loca
317,Gegend::N,dever,regio
318,Platz::N,çih,locus
319,Ort::N,dever,locus
320,Seite::N,rûpel,latus
321,Mitte::N,nav,medium
322,Mitte::N,nabênê,medium
323,Gegenstand::N,tişt,res
324,Sache::N,tişt,res
325,Rand::N,kevî,margo
326,Kante::N,kevî,angulus
327,Ecke::N,qunç,angulus
328,Spitze::N,derzî,cacumen
329,Ende::N,talî,caput
330,Loch::N,qul,foramen
331,Winkel::N,kurnîşk,angulus
332,Muster::N,desen,exemplum
333,Größe::N,mezinî,magnitudo
334,Länge::N,dirêjahî,longitudo
335,Höhe::N,bilindayî,altitudo
336,Gewicht::N,giranî,pondus
337,Menge::N,qas,copia
338,Haufen::N,lod,acervus
339,Reihe::N,rêz,ordo
340,Boot::N,kelek,navicula
341,Ruder::N,bêrik,remus
342,Schlitten::N,xîjik,sclodia
343,Ski::N,lakan,narta
344,Lagerfeuer::N,agir,ignis
345,Last::N,bar,onus
346,Gang::N,fîtêz,cursus
347,Schritt::N,gav,gradus
348,Norden::N,bakur,septentriones
349,Süden::N,başur,meridies
350,Westen::N,rojava,occidens
351,Osten::N,rojhilat,oriens
352,Holz::N,dep,lignum
353,Brett::N,dep,tabula
354,Platte::N,dep,lamina
355,Stütze::N,destek,adminiculum
356,Stange::N,sing,pertica
357,Stock::N,çam,baculum
358,Stab::N,qat,scipio
359,Rohr::N,borî,tubus
360,Haus::N,mal,aedes
361,Haus::N,xanî,aedes
362,Heim::N,mal,domicilium
363,Ofen::N,sobe,fornax
364,Fußboden::N,binpê,solum
365,Tisch::N,mase,mensa
366,Stuhl::N,kursî,sella
367,Wiege::N,derguş,cunae
368,Bett::N,qerewêle,lectus
369,Regal::N,rêbaz,foruli
370,Kiste::N,sindoq,cista
371,Fenster::N,çam,fenestra
372,Fenster::N,şibeke,fenestra
373,Tür::N,derî,ianua
374,Tor::N,derge,porta
375,Zaun::N,hejik,saepes
376,Dach::N,sere xanî,tectum
377,Leiter::N,pêling,scalae
378,Besen::N,melkes,scopae
379,Spaten::N,mer,pala
380,Schaufel::N,bêr,pala
381,Gabel::N,çetel,fuscinula
382,Löffel::N,kevçî,coclear
383,Messer::N,kêr,culter
384,Nagel::N,bizmar,clavus
385,Netz::N,tor,rete
386,Haken::N,çenqel,hamus
387,Griff::N,destî,manubrium
388,Schloss::N,qonax,claustra
389,Bild::N,dimen,tabula
390,Bild::N,dimen,pictura
391,Figur::N,figûr,statunculum
392,Puppe::N,bûk,pupa
393,Beutel::N,kîsik,sacculus
394,Bündel::N,pêçek,fascis
395,Tasche::N,bêrîk,sacculus
396,Eimer::N,dewl,situla
397,Deckel::N,devik,operculum
398,Geschirr::N,ferax,vasa
399,Sack::N,tûr,saccus
400,Tasse::N,kada,pocillum
401,Topf::N,beroş,olla
402,Kessel::N,şîril,aenum
403,Essen::N,xwarin,cena
404,Nahrung::N,xwarin,cibus
405,Nahrung::N,xwarin,alimenta
406,Speise::N,xwarin,cibus
407,Fleisch::N,goşt,caro
408,Getreide::N,zad,frumentum
409,Brei::N,hewdêl,puls
410,Brot::N,,panis
411,Scheibe::N,parçe,frustum
412,Fett::N,rûn,pingue
413,Butter::N,rûn,butȳrum
414,Öl::N,rûn,oleum
415,Salz::N,xwe,sal
416,Suppe::N,şorbe,ius
417,Honig::N,hingiv,mel
418,Milch::N,şîr,lac
419,Tee::N,çay,thea
420,Leder::N,çerm,corium
421,Wolle::N,herî,lana
422,Stoff::N,paç,textum
423,Nadel::N,derzî,acus
424,Faden::N,ta,filum
425,Knopf::N,bişkok,bulla
426,Knoten::N,girêk,nodus
427,Farbe::N,boyax,pigmentum
428,Kleidung::N,çil,vestimenta
429,Hemd::N,qutik,tunica
430,Hemd::N,miltan,tunica
431,Kragen::N,stûvang,collare
432,Ärmel::N,hûçik,manica
433,Hose::N,şewel,bracae
434,Gürtel::N,qayiş,cingulum
435,Mütze::N,fîno,pilleus
436,Schuh::N,şêkal,calceus
437,Stiefel::N,gizme,pero
438,Stiefel::N,gizme,caliga
439,Stiefel::N,çizme,pero
440,Stiefel::N,çizme,caliga
441,Ring::N,xelek,anulus
442,Band::N,band,redimiculum
443,Kamm::N,şeh,pecten
444,Spiegel::N,eynik,speculum
445,Riemen::N,qayiş,lorum
446,Schnur::N,doxin,linum
447,Leine::N,şirît,retinaculum
448,Decke::N,bataniye,lodix
449,Kissen::N,balgî,pulvinus
450,Tuch::N,şar,velum
451,Handtuch::N,dezmal,mantele
452,Kraft::N,hêz,vis
453,Kraft::N,qewet,vis
454,Stärke::N,xurtî,robur
455,Gesundheit::N,nojdarî,valetudo
456,Krankheit::N,nexweşî,morbus
457,Schmerz::N,êş,dolor
458,Wunde::N,kul,vulnus
459,Fieber::N,ta,febris
460,Arznei::N,derman,remedium
461,Brücke::N,kopî,pons
462,Brunnen::N,çal,puteus
463,Brunnen::N,kani,puteus
464,Weide::N,beyar,pascua
465,Pfad::N,xaçirek,semita
466,Weg::N,rê,iter
467,Straße::N,rê,via
468,Dorf::N,gund,vicus
469,Stadt::N,baçar,urbs
470,Stadt::N,baçar,oppidum
471,Brief::N,name,epistula
472,Buch::N,kitêb,liber
473,Buch::N,pirtûk,liber
474,Buchstabe::N,herf,littera
475,Zeitung::N,rojname,diurnum
476,Leben::N,jiyan,vita
477,Tod::N,mirin,mors
478,Grab::N,mezel,sepulcrum
479,Kirche::N,gilyas,ecclesia
480,Sünde::N,guneh,peccatum
481,Gott::N,xwedê,deus
482,Arbeiter::N,hîşçî,operarius
483,Chef::N,bêg,praefectus
484,Meister::N,hoste,magister
485,Arzt::N,doktor,medicus
486,Lehrer::N,mamoste,magister
487,Geld::N,pere,aes
488,Geld::N,pere,pecunia
489,Geschäft::N,firoşgeh,negotium
490,Laden::N,dikan,taberna
491,Preis::N,buha,pretium
492,Ware::N,tişt,merx
493,Nutzen::N,fêde,utilitas
494,Reichtum::N,serwet,opes
495,Reichtum::N,serwet,divitiae
496,Welt::N,dinya,mundus
497,Land::N,welat,terra
498,Staat::N,dewlet,res publica
499,König::N,şah,rex
500,König::N,qral,rex
501,Macht::N,qewet,potestas
502,Macht::N,destihilat,potestas
503,Grenze::N,kevî,limes
504,Krieg::N,çeng,bellum
505,Krieg::N,sêwaş,bellum
506,Feind::N,dijmin,inimicus
507,Gewalt::N,zor,vis
508,Kampf::N,şer,pugna
509,Bogen[Waffe]::N,kêvan,arcus
510,Pfeil::N,çîrik,sagitta
511,Gewehr::N,tifing,sclopetum
512,Fehler::N,şaşî,error
513,Lüge::N,derew,mendacium
514,Schaden::N,xisar,damnum
515,Schaden::N,xisar,detrimentum
516,Unglück::N,bêbextî,miseria
517,Unglück::N,bêbextî,calamitas
518,Schuld::N,suç,culpa
519,Alter::N,temen,aetas
520,Schluss::N,girtin,finis
521,Zeit::N,çax,tempus
522,Tag::N,roj,dies
523,Morgen::N,sibeh,mane
524,Mittag::N,nîro,meridies
525,Abend::N,êvar,vesper
526,Nacht::N,şev,nox
527,Woche::N,heftî,septimana
528,Monat::N,meh,mensis
529,Jahr::N,sal,annus
530,Frühling::N,bihar,ver
531,Sommer::N,havîn,aestas
532,Herbst::N,payîz,autumnus
533,Winter::N,zistan,hiems
534,Januar::N,çile,Ianuarius
535,Februar::N,sibat,Februarius
536,März::N,adar,Martius
537,April::N,nîsan,Aprilis
538,Mai::N,gûlan,Maius
539,Juni::N,hezîran,Iunius
540,Juli::N,tîmeh,Iulius
541,August::N,tebax,Augustus
542,September::N,îlon,September
543,Oktober::N,çotmeh,Octobris
544,November::N,mijdar,Novembris
545,Dezember::N,kanûn,December
546,Montag::N,duşemb,dies lunae
547,Dienstag::N,sêşem,dies Martis 
548,Mittwoch::N,çarşemb,dies Mercurii
549,Donnerstag::N,pêşemb,dies Iovis
550,Freitag::N,în,dies Veneris
551,Samstag::N,şemî,dies Saturni
552,Sonntag::N,yekşemb,dominicus
553,Sonntag::N,yekşemb,dies solis
554,groß::A,mezin,magnus
555,klein::A,çûçik,parvus
556,lang::A,dirêj,longus
557,kurz::A,kin,brevis
558,breit::A,fireh,latus
559,schmal::A,tenik,angustus
560,dicht::A,gir,densus
561,dick[Gegenstand]::A,şîşman,crassus
562,dünn::A,zirav,tenuis
563,fein::A,tenik,subtilis
564,fest::A,saxlem,solidus
565,fest::A,saxlem,stabilis
566,flach::A,pahn,planus
567,glatt::A,dûz,levis
568,glatt::A,şayîk,levis
569,hart::A,hişk,durus
570,weich::A,nerm,mollis
571,rund::A,gilover,rotundus
572,spitz::A,pîj,acutus
573,scharf::A,tûj,acer
574,stumpf::A,ne tûj,hebes
575,schwer::A,giran,gravis
576,schön::A,xweş,pulcher
577,schön::A,xweş,formosus
578,schön::A,xweşik,pulcher
579,schön::A,xweşik,formosus
580,heiß::A,kelandî,fervidus
581,warm::A,germ,calidus
582,kalt::A,sar,frigidus
583,kühl::A,jemîrî,frigidus
584,frisch::A,ter,recens
585,feucht::A,şil,umidus
586,nass::A,şilek,madidus
587,trocken::A,zuwa,aridus
588,voll::A,tijî,plenus
589,leer::A,vala,vacuus
590,offen::A,vekirî,apertus
591,geschlossen::A,asê,clausus
592,sauber::A,pakij,lautus
593,schmutzig::A,lewitî,sordidus
594,roh::A,xav,crudus
595,reif::A,gihaştî,maturus
596,lecker::A,xweş,delicatus
597,süß::A,şîrîn,dulcis
598,bitter::A,tahl,amarus
599,bitter::A,tahl,acerbus
600,sauer::A,tirş,acidus
601,hell::A,ronî,clarus
602,dunkel::A,tarî,obscurus
603,schwarz::A,reş,niger
604,weiß::A,sipî,albus
605,rot::A,sor,ruber
606,gelb::A,zer,flavus
607,blau::A,şîn,caeruleus
608,grün::A,şîn,viridis
609,grau::A,gewr,canus
610,bunt::A,rengîn,varius
611,billig::A,erzan,vilis
612,teuer::A,biha,carus
613,wertvoll::A,hêja,pretiosus
614,wertvoll::A,giranbiha,pretiosus
615,blind::A,kor,caecus
616,taub::A,kerr,surdus
617,kräftig::A,gir,robustus
618,kräftig::A,xurt,robustus
619,stark::A,xurt,firmus
620,stark::A,xurt,validus
621,schwach::A,kesad,debilis
622,schwach::A,kesad,infirmus
623,fett::A,qelew,crassus
624,schlank::A,zirav,procerus
625,hübsch::A,xweşik,pulcher
626,böse::A,xerab,improbus
627,böse::A,aciz,improbus
628,dumm::A,gêj,stultus
629,dumm::A,gêj,stupidus
630,faul::A,têmbêl,piger
631,fleißig::A,jêhatî,sedulus
632,geizig::A,destgirtî,avarus
633,klug::A,baqil,prudens
634,geschickt::A,zîrek,sollers
635,geschickt::A,ziring,sollers
636,lieb::A,delal,carus
637,lustig::A,kêfxweş,iocosus
638,sanft::A,nazenîn,clemens
639,hungrig::A,birçî,impastus
640,krank::A,nexweş,aeger
641,nackt::A,rût,nudus
642,nackt::A,tazî,nudus
643,traurig::A,xemgîn,maestus
644,lebendig::A,bisaxî,vivus
645,gut::A,baş,bonus
646,schlecht::A,xerab,malus
647,richtig::A,rast,rectus
648,richtig::A,saxlem,rectus
649,schlimm::A,nebaş,malus
650,wahr::A,rast,verus
651,alt::A,pîr,antiquus
652,alt::A,kevn,antiquus
653,neu::A,nû,novus
654,ehemalig::A,kevnar,pristinus
655,ehemalig::A,peşidar,pristinus
656,alt[Lebewesen]::A,pîr,vetus
657,jung::A,xort,iuvenis
658,arm::A,feqîr,pauper
659,arm::A,desteng,pauper
660,reich::A,dewlemend,dives
661,bekannt::A,naskirî,notus
662,berühmt::A,navdar,celeber
663,berühmt::A,navdar,illustris
664,fremd::A,xerîb,peregrinus
665,verschieden::A,çîhê,varius
666,nah::A,nêzîk,propinquus
667,fern::A,dûr,longinquus
668,linker::A,çepê,sinister
669,rechter::A,rastê,dexter
670,anderer::A,yê din,alius
671,erster::A,yekemîn,primus
672,zweiter::A,duda,secundus
673,dritter::A,sisêya,tertius
674,letzter::A,paşîn,ultimus
675,allein::ADV,tenê,solum
676,auf einmal::ADV,jar kê,simul
677,zusammen::ADV,tev,una
678,zusammen::ADV,bi hev re,una
679,lange::ADV,dirêj,diu
680,plötzlich::ADV,ji nişkave,subito
681,plötzlich::ADV,ji nişkave,repente
682,sofort::ADV,yekser,statim
683,später::ADV,paşiyê,postea
684,jetzt::ADV,nuha,nunc
685,heute::ADV,îro,hodie
686,morgen::ADV,sibeh,cras
687,bald::ADV,nêzîk,mox
688,dann::ADV,paşê,deinde
689,gestern::ADV,do,heri
690,einst::ADV,jar ke,olim
691,damals::ADV,hîngî,tum
692,danach::ADV,piştra,postea
693,vorher::ADV,pîşî,antea
694,zuerst::ADV,bere,primo
695,einmal::ADV,çarik,semel
696,manchmal::ADV,çarna,interdum
697,oft::ADV,gelek çaran,saepe
698,immer::ADV,daîm,semper
699,niemals::ADV,tu çar,numquam
700,hier::ADV,li vir,hic
701,hierhin::ADV,vir,huc
702,von hier::ADV,ji vir,hinc
703,dort::ADV,li wê derê,ibi
704,dorthin::ADV,wêda,eo
705,geradeaus::ADV,rastê rast,recte
706,vorwärts::ADV,ber bi pêş,porro
707,rückwärts::ADV,paşpê,retro
708,zurück::ADV,paşdo,retro
709,zurück::ADV,paşvê,retro
710,unten::ADV,jêrî,infra
711,hinab::ADV,berjêr,pessum
712,oben::ADV,banî,supra
713,hinauf::ADV,banî,sursum
714,überall::ADV,li her derê,ubique
715,nicht::ADV,ne,non
716,nicht::ADV,nîn,non
717,nicht::ADV,tine,non
718,ein wenig::ADV,hebkî,paulum
719,kaum::ADV,tema,vix
720,kaum::ADV,tema,aegre
721,kaum::ADV,himangi,vix
722,kaum::ADV,himangi,aegre
723,sehr::ADV,gelek,valde
724,sehr::ADV,gelek,magnopere
725,so::ADV,weha,ita
726,noch::ADV,hêj,etiam
727,noch::ADV,dîsa,etiam
728,nur::ADV,tenê,solum
729,nur::ADV,tenê,tantum
730,nur::ADV,bes,solum
731,nur::ADV,bes,tantum
732,schon::ADV,hew,iam
733,wieder::ADV,jar din,rursus
734,wieder::ADV,dîsa,rursus
735,vergebens::ADV,deya çun,frustra
736,vergebens::ADV,îfleh bûn,frustra
737,vor::PRP,li ber,ante
738,hinter::PRP,li pişt,post
739,unter::PRP,li bin,sub
740,durch::PRP,kura,per
741,neben::PRP,li ba,iuxta
742,zwischen::PRP,nabeyne,inter
743,zwischen::PRP,di nav...da,inter
744,wegen::PRP,ji bo,propter
745,wegen::PRP,ji ber,propter
746,dies::PRN,ev,hoc
747,das::PRN,ev,id
748,alles::PRN,hemû,omnia
749,ich::PRN,ez,ego
750,du::PRN,tu,tu
751,er::PRN,wî,is
752,er::PRN,wî,ille
753,wir::PRN,êm,nos
754,ihr::PRN,hûn,vos
755,sie::PRN,we,ii
756,sie::PRN,we,illi
757,was::FPRN,çi,quid
758,wer::FPRN,ki,quis
759,wo::FADV,li ku dere,ubi
760,wohin::FADV,li ku dere,quo
761,wie::FADV,çawa,quomodo
762,warum::FADV,çima,cur
763,wieviel::FNUM,çend,quantum
764,eins::NUM,yek,unus
765,zwei::NUM,didu,duo
766,drei::NUM,sisê,tres
767,vier::NUM,çar,quattuor
768,fünf::NUM,penç,quinque
769,sechs::NUM,şeş,sex
770,sieben::NUM,heft,septem
771,acht::NUM,heşt,octo
772,neun::NUM,neh,novem
773,zehn::NUM,deh,decem
774,elf::NUM,yazdeh,undecim
775,zwölf::NUM,diwazdeh,duodecim
776,zwanzig::NUM,bîst,viginti
777,dreißig::NUM,sih,triginta
778,vierzig::NUM,çil,quadraginta
779,fünfzig::NUM,pençi,quinquaginta
780,sechzig::NUM,şêst,sexaginta
781,siebzig::NUM,heftê,septuaginta
782,achtzig::NUM,heştê,octoginta
783,neunzig::NUM,nod,nonaginta
784,hundert::NUM,sêd,centum
785,tausend::NUM,hezar,mille
786,und::CNJ,û,et
787,und::CNJ,û,-que
788,oder::CNJ,an,vel
789,oder::CNJ,yan,vel
790,stehen::V,sekinîn,stare
791,sitzen::V,rûniştin,sedere
792,liegen::V,paldan,iacere
793,hängen::V,darve kirin,pendere
794,werden::V,bûn,fieri
795,passieren::V,hatin holê,accidere
796,passieren::V,hatin serê kesî,accidere
797,beginnen::V,li dest pêkirin,incipere
798,enden::V,xalas bû,finem habere
799,wechseln::V,guherandin,mutari
800,wechseln::V,dêgiş kirin,mutari
801,aufgehen[Sonne]::V,hilatin,oriri
802,untergehen[Sonne]::V,çun ava,occidere
803,scheinen[Sonne]::V,şewk de,lucere
804,donnern::V,gire-gir,tonare
805,wehen::V,ba le de,flare
806,strömen::V,xwe girtin,fluere
807,fließen::V,herikîn,manare
808,sich drehen::V,xwe zivirandin,torqueri
809,schwanken::V,hejandin,vacillare
810,schwingen::V,libakirin,vibrare
811,fallen::V,ketin,cadere
812,brennen::V,şewitîn,ardere
813,rauchen::V,kişandin,fumare
814,regnen::V,bahran tê,pluere
815,gefrieren::V,qefilandin,congelari
816,tauen::V,helandin,rorare
817,schmelzen::V,helandin,liquescere
818,trocknen::V,zuwabûn,arescere
819,sieden::V,kelîn,fervere
820,faulen::V,xerabûn,putescere
821,verfaulen::V,xerabûn,putescere
822,reißen::V,jêkirin,scindi
823,versinken::V,xerq bûn,mergi
824,vergehen::V,derbas bûn,praeterire
