,Concept_ID,sv,sah
119,Höhle::N,håla,хайа_хаспаҕа
120,Höhle::N,håla,көҥүс
121,Höhle::N,grotta,хайа_хаспаҕа
122,Höhle::N,grotta,көҥүс
123,Abhang::N,slänt,эниэ
124,Abhang::N,sluttning,эниэ
125,Quelle::N,källa,дьүүктэ
126,Bach::N,bäck,үрүйэ
127,Fluss::N,älv,өрүс
128,Fluss::N,flod,өрүс
129,Ufer::N,strand,биэрэк
130,Küste::N,kust,кытыл
131,Festland::N,fastland,кураанах сир
132,Meer::N,hav,муора
133,Bucht::N,vik,хомо
134,Bucht::N,vik,бухта
135,Bucht::N,bukt,хомо
136,Bucht::N,bukt,бухта
137,Insel::N,ö,арыы
138,Blume::N,blomma,сибэкки
139,Blume::N,blomster,сибэкки
140,Gras::N,gräs,от
141,Wurzel::N,rot,силис
142,Baum::N,träd,мас
143,Stamm::N,stam,умнас
144,Rinde::N,bark,хатырык
145,Ast::N,gren,мутук
146,Zweig::N,kvist,лабаа
147,Blatt::N,löv,сэбирдэх
148,Blatt::N,blad,сэбирдэх
149,Birke::N,björk,хатыҥ
150,Kiefer[Baum]::N,tall,бэс
151,Weide[Baum]::N,pil,үөт
152,Weide[Baum]::N,pil,талах
153,Weide[Baum]::N,vide,үөт
154,Weide[Baum]::N,vide,талах
155,Tanne::N,gran,харыйа
156,Horn::N,horn,муос
157,Feder::N,fjäder,куорсун
158,Fell::N,fäll,тирии
159,Fell::N,skinn,тирии
160,Flügel::N,vinge,кынат
161,Klaue::N,klöv,тыҥырах
162,Kralle::N,klo,баппаҕай
163,Schwanz::N,svans,кутурук
164,Schwanz::N,stjärt,кутурук
165,Ei::N,ägg,сымыыт
166,Nest::N,rede,уйа
167,Nest::N,näste,уйа
168,Bau::N,bo,хороон
169,Tier::N,djur,кыыл
170,Tier::N,djur,харамай
171,Herde::N,flock,үөр
172,Kuh::N,ko,ынах
173,Bulle::N,tjur,оҕус
174,Pferd::N,häst,сылгы
175,Schaf::N,får,овца
176,Schwein::N,svin,сибиинньэ
177,Hund::N,hund,ыт
178,Katze::N,katt,куоска
179,Bär::N,björn,эһэ
180,Eichhörnchen::N,ekorre,тииҥ
181,Elch::N,älg,тайах
182,Fuchs::N,räv,саһыл
183,Hase::N,hare,куобах
184,Maus::N,mus,кутуйах
185,Wolf::N,varg,бөрө
186,Vogel::N,fågel,көтөр
187,Schwarm::N,svärm,бөлөх
188,Huhn::N,höns,куурусса
189,Hahn::N,tupp,бөтүүк
190,Gans::N,gås,хаас
191,Adler::N,örn,хотой
192,Ente::N,anka,кус
193,Eule::N,uggla,мэкчиргэ
194,Kranich::N,trana,туруйа
195,Krähe::N,kråka,тураах
196,Kuckuck::N,gök,кэҕэ
197,Schwan::N,svan,куба
198,Fisch::N,fisk,балык
199,Barsch::N,abborre,алыһар
200,Hecht::N,gädda,сордон
201,Schlange[Tier]::N,orm,моҕой
202,Schlange[Tier]::N,orm,эриэн үөн
203,Wurm::N,mask,үөн
204,Spinne::N,spindel,ооҕуй
205,Ameise::N,myra,кымырдаҕас
206,Laus::N,lus,быт
207,Mücke::N,mygga,кумаар
208,Fliege::N,fluga,сахсырҕа
209,Schmetterling::N,fjäril,лыах
210,Schmetterling::N,fjäril,үрүмэччи
211,Beere::N,bär,отон
212,Apfel::N,äpple,яблоко
213,Pilz::N,svamp,тэллэй
214,Zwiebel::N,lök,луук
215,Saat::N,sådd,сиэмэ
216,Korn::N,korn,сиэмэ
217,Heu::N,hö,от
218,Schale::N,skal,хах
219,Grube::N,grop,дьаама
220,Falle::N,fälla,сохсо
221,Schlinge::N,snara,уктаа
222,Spur::N,spår,суол
223,Asche::N,aska,күл
224,Dreck::N,lort,бадараан
225,Eisen::N,järn,тимир
226,Gold::N,guld,көмүс
227,Gold::N,guld,кыһыл көмүс
228,Silber::N,silver,көмүс
229,Silber::N,silver,үрүҥ көмүс
230,Kohle::N,kol,чох
231,Glas::N,glas,өстүөкүлэ
232,Lehm::N,lera,туой
233,Sand::N,sand,кумах
234,Mensch::N,människa,киһи
235,Mann::N,man,эр
236,Frau::N,kvinna,дьахтар
237,Kind::N,barn,оҕо
238,Junge::N,pojke,уол
239,Mädchen::N,flicka,кыыс оҕо
240,Familie::N,familj,кэргэн
241,Großvater::N,morfar,эһэ
242,Großmutter::N,farmor,эбэ
243,Eltern::N,föräldrar,аҕа-ийэ
244,Vater::N,far,аҕа
245,Mutter::N,mor,ийэ
246,Sohn::N,son,уол
247,Tochter::N,dotter,кыыс
248,Bruder::N,bror,убай
249,Bruder::N,bror,быраат
250,Schwester::N,syster,аҕас
251,Schwester::N,syster,балыс
252,Onkel::N,morbror,таай
253,Onkel::N,morbror,абаҕа
254,Tante::N,tant,эдьиий
255,Ehemann::N,äkta man,эр
256,Ehefrau::N,hustru,ойох
257,Freude::N,fröjd,үөрүү
258,Freude::N,glädje,үөрүү
259,Gelächter::N,åtlöje,күлүү
260,Glück::N,lycka,дьол
261,Glück::N,lycka,соргу
262,Kummer::N,sorg,кутурҕан
263,Wunsch::N,önskan,баҕарыы
264,Lust::N,lust,баҕа
265,Geist::N,ande,тыын
266,Gedanke::N,tanke,санаа
267,Gedächtnis::N,minne,өй
268,Verstand::N,förstånd,өй
269,Sinn::N,mening,суолта
270,Sinn::N,betydelse,суолта
271,Grund::N,skäl,төрүөт
272,Grund::N,grund,төрүөт
273,Wahrheit::N,sanning,кырдьык
274,Gespräch::N,samtal,бэсиэдэ
275,Gespräch::N,samtal,кэпсэтии
276,Märchen::N,saga,остуоруйа
277,Erzählung::N,berättelse,кэпсээн
278,Nachricht::N,meddelande,биллэриллии
279,Neuigkeit::N,nyhet,сонун
280,Name::N,namn,аат
281,Rätsel::N,gåta,таабырын
282,Rede::N,tal,этии
283,Sprache::N,språk,тыл
284,Stimme::N,stämma,куолас
285,Wort::N,ord,тыл
286,Zeichen::N,tecken,бэлиэ
287,Ruf::N,rop,ыҥырыы
288,Lärm::N,bråk,айдаан
289,Lärm::N,oväsen,айдаан
290,Laut::N,ljud,тыас
291,Ton::N,ton,дорҕоон
292,Lied::N,sång,ырыа
293,Ruhe::N,ro,уу чуумпу
294,Ruhe::N,lugn,уу чуумпу
295,Leute::N,folk,дьон
296,Volk::N,folk,дьон
297,Volk::N,folk,норуот
298,Arbeit::N,arbete,үлэ
299,Gast::N,gäst,ыалдьыт
300,Geschenk::N,gåva,бэлэх
301,Geschenk::N,present,бэлэх
302,Spiel::N,lek,оонньуу
303,Spiel::N,spel,оонньуу
304,Gesellschaft::N,sällskap,общество
305,Hilfe::N,hjälp,көмө
306,Freund::N,vän,доҕор
307,Kamerad::N,kamrat,атас
308,Angelegenheit::N,ärende,дьыала
309,Angelegenheit::N,angelägenhet,дьыала
310,Anzahl::N,antal,ахсаан
311,Art::N,art,биис
312,Art::N,slag,биис
313,Stück::N,stycke,кырбас
314,Teil::N,del,ирээт
315,Hälfte::N,halva,аҥар
316,Kreis::N,krets,төгүрүк
317,Kreis::N,krets,төгүрүмтэ
318,Kreis::N,cirkel,төгүрүк
319,Kreis::N,cirkel,төгүрүмтэ
320,Kreuz::N,kors,кириэс
321,Kreuz::N,kryss,кириэс
322,Linie::N,linje,сурааһын
323,Strich::N,streck,сурааһын
324,Abstand::N,avstånd,арыт
325,Entfernung::N,avstånd,ыраах
326,Gegend::N,trakt,сир
327,Platz::N,plats,арыт
328,Ort::N,plats,сир
329,Ort::N,ställe,сир
330,Seite::N,sida,өрүт
331,Seite::N,sida,сирэй
332,Mitte::N,mitt,орто
333,Gegenstand::N,föremål,предмет
334,Sache::N,sak,мал
335,Rand::N,rand,кытыы
336,Rand::N,rand,ойоҕос
337,Kante::N,kant,кырыы
338,Ecke::N,vrå,муннук
339,Ecke::N,hörn,муннук
340,Spitze::N,spets,чыпчаал
341,Ende::N,ända,төбө
342,Loch::N,hål,тэһэҕэс
343,Loch::N,hål,дьөлөҕөс
344,Winkel::N,vinkel,муннук
345,Muster::N,mönster,оһуор
346,Größe::N,storlek,кээмэй
347,Länge::N,längd,уста
348,Höhe::N,höjd,үрдүк
349,Gewicht::N,tyngd,ыйааһын
350,Menge::N,mängd,ахсаан
351,Haufen::N,hög,чөмчөх
352,Reihe::N,rad,кэккэ
353,Boot::N,båt,оҥочо
354,Ruder::N,åra,эрдии
355,Schlitten::N,släde,сыарҕа
356,Ski::N,skida,хайыһар
357,Lagerfeuer::N,lägereld,кутаа
358,Last::N,last,ыарахан
359,Last::N,börda,ыарахан
360,Gang::N,gång,хаамыы
361,Schritt::N,steg,хардыы
362,Norden::N,norr,хоту
363,Süden::N,söder,соҕуруу
364,Westen::N,väster,арҕаа
365,Osten::N,öster,илин
366,Holz::N,trä,мас
367,Brett::N,bräda,дуоска
368,Brett::N,bräda,хаптаһын
369,Platte::N,platta,билиитэ
370,Stütze::N,stöd,тулааһын
371,Stütze::N,stötta,тулааһын
372,Stange::N,stång,ураҕас
373,Stock::N,käpp,мас
374,Stock::N,käpp,баалкы
375,Stock::N,pinne,мас
376,Stock::N,pinne,баалкы
377,Stab::N,stav,ураҕас
378,Rohr::N,rör,турба
379,Haus::N,hus,дьиэ
380,Heim::N,hem,дьиэ
381,Ofen::N,ugn,оһох
382,Fußboden::N,golv,муоста
383,Tisch::N,bord,остуол
384,Stuhl::N,stol,устуул
385,Wiege::N,vagga,биһик
386,Bett::N,säng,кырабаат
387,Regal::N,hylla,долбуур
388,Kiste::N,låda,дьааһык
389,Fenster::N,fönster,түннүк
390,Tür::N,dörr,аан
391,Tor::N,port,аан
392,Zaun::N,staket,соппулуот
393,Zaun::N,stängsel,соппулуот
394,Dach::N,tak,кырыыса
395,Leiter::N,stege,кирилиэс
396,Besen::N,kvast,миинньик
397,Spaten::N,spade,күрдьэх
398,Schaufel::N,skovel,күрдьэх
399,Schaufel::N,skyffel,күрдьэх
400,Gabel::N,gaffel,биилкэ
401,Löffel::N,sked,луоска
402,Messer::N,kniv,быһах
403,Nagel::N,spik,тоһоҕо
404,Netz::N,nät,илим
405,Haken::N,krok,көхө
406,Griff::N,tag,ук
407,Griff::N,tag,тутаах
408,Griff::N,handtag,ук
409,Griff::N,handtag,тутаах
410,Schloss::N,las,күлүүс
411,Bild::N,bild,хартыына
412,Figur::N,figur,фигура
413,Puppe::N,docka,куукула
414,Beutel::N,påse,мөһөөччук
415,Bündel::N,bunt,баайыы
416,Bündel::N,knippa,баайыы
417,Tasche::N,väska,суумка
418,Eimer::N,hink,биэдэрэ
419,Eimer::N,ämbar,биэдэрэ
420,Deckel::N,lock,хаппах
421,Geschirr::N,servis,иһит
422,Geschirr::N,porslin,иһит
423,Sack::N,säck,куул
424,Tasse::N,kopp,сэлиэнэй
425,Topf::N,gryta,көстүрүүҥкэ
426,Topf::N,kastrull,көстүрүүҥкэ
427,Kessel::N,kittel,хочуол
428,Essen::N,mål,аһылык
429,Nahrung::N,näring,ас
430,Speise::N,maträtt,аһылык
431,Fleisch::N,kött,эт
432,Getreide::N,säd,злактар
433,Getreide::N,spannmål,злактар
434,Brei::N,gröt,хааһы
435,Brot::N,bröd,килиэп
436,Scheibe::N,skiva,куһуок
437,Fett::N,fett,сыа
438,Butter::N,smör,арыы
439,Öl::N,olja,арыы
440,Salz::N,salt,туус
441,Suppe::N,soppa,мин
442,Honig::N,honung,мүөт
443,Milch::N,mjölk,үүт
444,Tee::N,te,чэй
445,Leder::N,läder,тирии
446,Wolle::N,ull,түү
447,Wolle::N,ylle,түү
448,Stoff::N,tyg,таҥас
449,Stoff::N,stoff,таҥас
450,Nadel::N,nål,иннэ
451,Faden::N,tråd,сап
452,Knopf::N,knapp,тимэх
453,Knoten::N,knut,түмүк
454,Farbe::N,färg,кырааска
455,Kleidung::N,klädsel,таҥас
456,Hemd::N,skjorta,ырбаахы
457,Kragen::N,krage,саҕа
458,Ärmel::N,ärm,сиэх
459,Hose::N,byxor,ыстаан
460,Hose::N,byxor,бүрүүкэ
461,Gürtel::N,bälte,кур
462,Mütze::N,mössa,бэргэһэ
463,Schuh::N,sko,бачыыҥка
464,Stiefel::N,stövel,саппыкы
465,Ring::N,ring,биһилэх
466,Band::N,band,лиэнтэ
467,Kamm::N,kam,тараах
468,Spiegel::N,spegel,сиэркилэ
469,Riemen::N,rem,кур
470,Schnur::N,snöre,быа
471,Leine::N,lina,тэһиин
472,Decke::N,täcke,суорҕан
473,Kissen::N,dyna,сыттык
474,Kissen::N,kudde,сыттык
475,Tuch::N,sjal,былаат
476,Handtuch::N,handduk,соттор
477,Kraft::N,kraft,сыра
478,Stärke::N,styrka,күүс
479,Gesundheit::N,hälsa,доруобуйа
480,Krankheit::N,sjukdom,ыарыы
481,Schmerz::N,smärta,ыарыы
482,Wunde::N,sår,баас
483,Fieber::N,feber,түрүлгэн
484,Fieber::N,feber,лихорадка
485,Fieber::N,feber,температура
486,Arznei::N,medicin,эмп
487,Arznei::N,läkemedel,эмп
488,Brücke::N,bro,күргэ
489,Brunnen::N,brunn,холуодьас
490,Weide::N,bete,мэччирэҥ
491,Pfad::N,stig,ыллык
492,Weg::N,väg,суол
493,Straße::N,gata,суол
494,Dorf::N,by,дэриэбинэ
495,Stadt::N,stad,куорат
496,Brief::N,brev,сурук
497,Buch::N,bok,кинигэ
498,Buchstabe::N,bokstav,буква
499,Zeitung::N,tidning,хаһыат
500,Leben::N,liv,тыын
501,Tod::N,död,өлүү
502,Grab::N,grav,иин
503,Kirche::N,kyrka,таҥара дьиэтэ
504,Sünde::N,synd,айыы
505,Gott::N,gud,тангара
506,Arbeiter::N,arbetare,үлэһит
507,Chef::N,chef,баһылык
508,Chef::N,chef,начальник
509,Meister::N,mästare,уус
510,Meister::N,mästare,маастар
511,Arzt::N,läkare,врач
512,Lehrer::N,lärare,учуутал
513,Geld::N,pengar,харчы
514,Geschäft::N,rörelse,идэ
515,Laden::N,affär,маҕаһыын
516,Preis::N,pris,сыана
517,Ware::N,vara,табаар
518,Nutzen::N,gagn,туһа
519,Nutzen::N,nytta,туһа
520,Reichtum::N,rikedom,баай
521,Welt::N,värld,аан дойду
522,Land::N,land,дойду
523,Staat::N,stat,государство
524,König::N,kung,король
525,König::N,konung,король
526,Macht::N,makt,былаас
527,Grenze::N,gräns,кыраныысса
528,Krieg::N,krig,сэрии
529,Feind::N,fiende,өстөөх
530,Gewalt::N,våld,күүһүлээһин
531,Kampf::N,kamp,охсуһуу
532,Kampf::N,strid,охсуһуу
533,Bogen[Waffe]::N,båge,ох
534,Pfeil::N,pil,ох
535,Gewehr::N,gevär,саа
536,Fehler::N,fel,сыыһа
537,Lüge::N,lögn,сымыйа
538,Schaden::N,skada,хоромньу
539,Unglück::N,otur,алдьархай
540,Unglück::N,olycka,алдьархай
541,Schuld::N,skuld,буруй
542,Alter::N,ålder,саас
543,Schluss::N,slut,тиһэх
544,Zeit::N,tid,бириэмэ
545,Tag::N,dag,күн
546,Morgen::N,morgon,сарсыарда
547,Mittag::N,middag,күн ортото
548,Abend::N,kväll,киэһэ
549,Nacht::N,natt,түүн
550,Woche::N,vecka,нэдиэлэ
551,Monat::N,månad,ый
552,Jahr::N,år,сыл
553,Jahr::N,år,дьыл
554,Frühling::N,vår,саас
555,Sommer::N,sommar,сайын
556,Herbst::N,höst,күһүн
557,Winter::N,vinter,кыһын
558,Januar::N,januari,тохсунньу
559,Februar::N,februari,олунньу
560,März::N,mars,кулун тутар
561,April::N,april,муус устар ый
562,Mai::N,maj,ыам ыйа
563,Juni::N,juni,бэс ыйа
564,Juli::N,juli,от ыйа
565,August::N,augusti,атырдьах ыйа
566,September::N,september,балаҕан ыйа
567,Oktober::N,oktober,алтынньы
568,November::N,november,сэтинньи
569,Dezember::N,december,ахсынньы
570,Montag::N,måndag,бэнидиэнньик
571,Dienstag::N,tisdag,оптуорунньук
572,Mittwoch::N,onsdag,сэрэдэ
573,Donnerstag::N,torsdag,чэппиэр
574,Freitag::N,fredag,бээтинсэ
575,Samstag::N,lördag,субуота
576,Sonntag::N,söndag,баскыһыанньа
577,groß::A,stor,бөдөҥ
578,groß::A,stor,улахан
579,klein::A,liten,кыр
580,lang::A,lång,уһун
581,kurz::A,kort,кылгас
582,breit::A,bred,кэтит
583,schmal::A,smal,кыараҕас
584,dicht::A,tät,хойуу
585,dick[Gegenstand]::A,tjock,суон
586,dick[Gegenstand]::A,tjock,хойуу
587,dünn::A,tunn,чараас
588,fein::A,fin,бытархай
589,fein::A,fin,синньигес
590,fest::A,fast,бөҕө
591,fest::A,fast,кытаанах
592,flach::A,platt,хаптаҕай
593,glatt::A,glatt,кылааккай
594,hart::A,hård,хатан
595,hart::A,hård,кытаанах
596,weich::A,mjuk,сымнаҕас
597,rund::A,rund,төгүрүк
598,spitz::A,toppig,сытыы
599,spitz::A,toppig,уһуктаах
600,spitz::A,spetsig,сытыы
601,spitz::A,spetsig,уһуктаах
602,scharf::A,vass,сытыы
603,scharf::A,skarp,сытыы
604,stumpf::A,slö,сыппах
605,schwer::A,tung,ыарахан
606,schön::A,skön,кыраһыабай
607,schön::A,vacker,кыраһыабай
608,heiß::A,het,итии
609,warm::A,varm,ичигэс
610,kalt::A,kall,тымныы
611,kühl::A,sval,сөрүүн
612,kühl::A,kylig,сөрүүн
613,frisch::A,färsk,ыраас
614,frisch::A,färsk,сөрүүн
615,frisch::A,färsk,тымныы
616,feucht::A,fuktig,сииктээх
617,nass::A,våt,инчэҕэй
618,trocken::A,torr,кураан
619,voll::A,full,толору
620,leer::A,tom,иччитэх
621,offen::A,öppen,аһаҕас
622,geschlossen::A,stängd,бүтэй
623,sauber::A,ren,сэбэр
624,schmutzig::A,snuskig,кирдээх
625,roh::A,rå,сиикэй
626,reif::A,mogen,буспут
627,reif::A,mogen,сиппит-хоппут
628,lecker::A,läcker,минньигэс
629,süß::A,söt,минньигэс
630,bitter::A,besk,аһыы
631,bitter::A,bitter,аһыы
632,sauer::A,sur,аһыы
633,hell::A,ljus,сырдык
634,dunkel::A,mörk,хараҥа
635,schwarz::A,svart,хара
636,weiß::A,vit,үрүҥ
637,weiß::A,vit,маҥан
638,rot::A,röd,кыһыл
639,gelb::A,gul,саһархай
640,blau::A,blå,күөх
641,grün::A,grön,күөх
642,grün::A,grön,от күөҕэ
643,grau::A,grå,сиэрэй
644,bunt::A,brokig,эриэн
645,billig::A,billig,чэпчэки
646,teuer::A,dyr,сыаналаах
647,wertvoll::A,värdefull,сыаналаах
648,blind::A,blind,хараҕа суох
649,taub::A,döv,дьүлэй
650,kräftig::A,kraftig,модун
651,stark::A,stark,күүстээх
652,schwach::A,svag,мөлтөх
653,fett::A,fet,эмис
654,schlank::A,slank,дьылҕан
655,schlank::A,slank,дьыпсаҕай
656,hübsch::A,snygg,олус кэрэ
657,hübsch::A,snygg,көрүөхтэн үчүгэй
658,hübsch::A,vacker,олус кэрэ
659,hübsch::A,vacker,көрүөхтэн үчүгэй
660,böse::A,ond,өһүөннээх
661,böse::A,elak,өһүөннээх
662,dumm::A,dum,акаары
663,faul::A,lat,нэс
664,fleißig::A,flitig,кыһамньылаах
665,geizig::A,snål,иҥсэлээх
666,geizig::A,girig,иҥсэлээх
667,klug::A,klok,өйдөөх
668,geschickt::A,händig,наһаа дьоҕурдаах
669,geschickt::A,skicklig,наһаа дьоҕурдаах
670,lieb::A,kär,тапталлаах
671,lieb::A,snäll,тапталлаах
672,lustig::A,rolig,көрдөөх
673,lustig::A,lustig,көрдөөх
674,sanft::A,mild,намчы
675,sanft::A,mild,сымнаҕас
676,hungrig::A,hungrig,аччык
677,krank::A,sjuk,ыалдьар
678,nackt::A,naken,сыгынньах
679,traurig::A,ledsen,санаарҕабыллаах
680,traurig::A,sorgsen,санаарҕабыллаах
681,lebendig::A,levande,тыыннаах
682,gut::A,bra,үтүө
683,gut::A,bra,үчүгэй
684,schlecht::A,dålig,куһаҕан
685,richtig::A,riktig,сөп
686,schlimm::A,illa,сидьиҥ
687,schlimm::A,illa,быдьар
688,wahr::A,sann,кырдьык
689,alt::A,gammal,былыргы
690,neu::A,ny,саҥа
691,ehemalig::A,forn,урукку
692,ehemalig::A,tidigare,урукку
693,alt[Lebewesen]::A,gammal,кырдьаҕас
694,jung::A,ung,эдэр
695,arm::A,fattig,дьадаҥы
696,reich::A,rik,баай
697,bekannt::A,känd,билэр
698,berühmt::A,berömd,аатырбыт
699,fremd::A,främmande,атын
700,verschieden::A,åtskillig,араас
701,nah::A,nära,чугас
702,fern::A,fjärran,ыраах
703,linker::A,vänster,хаҥас
704,rechter::A,höger,уҥа
705,anderer::A,annan,атын
706,erster::A,första,маҥнайгы
707,zweiter::A,andra,иккис
708,dritter::A,tredje,үһүс
709,letzter::A,sist,тиһэх
710,allein::ADV,allena,соҕотох
711,auf einmal::ADV,på en gång,биирдэ
712,zusammen::ADV,tillsammans,холбуу
713,lange::ADV,länge,уһуннук
714,plötzlich::ADV,plötsligt,эмискэ
715,sofort::ADV,strax,тута
716,sofort::ADV,genast,тута
717,später::ADV,senare,хойут
718,jetzt::ADV,nu,билигин
719,heute::ADV,i dag,бүгүн
720,morgen::ADV,i morgon,сарсын
721,bald::ADV,snart,өтөр
722,dann::ADV,då,кэнна
723,gestern::ADV,i går,бэҕэһээ
724,einst::ADV,en gång,биир төгүл
725,einst::ADV,en gång,арай биирдэ
726,damals::ADV,då,оччоҕо
727,damals::ADV,den gången,оччоҕо
728,danach::ADV,därefter,аары
729,danach::ADV,därefter,ол кэнниттэн
730,vorher::ADV,före,урут
731,vorher::ADV,förut,урут
732,zuerst::ADV,först,маҥнай
733,einmal::ADV,en gång,биирдэ
734,manchmal::ADV,ibland,арыт
735,oft::ADV,ofta,чаастатык
736,immer::ADV,alltid,мэлдьи
737,niemals::ADV,aldrig,хаһан да
738,hier::ADV,här,маныаха
739,hierhin::ADV,hit,бэттэх
740,von hier::ADV,härifrån,мантан
741,dort::ADV,där,онно
742,dorthin::ADV,dit,онно
743,geradeaus::ADV,rätt fram,быһа
744,geradeaus::ADV,rätt fram,быһаччы
745,vorwärts::ADV,fram,инники
746,vorwärts::ADV,framåt,инники
747,rückwärts::ADV,baklänges,төттөру
748,zurück::ADV,tillbaka,төттөрү
749,unten::ADV,nere,аллара
750,unten::ADV,nedanför,аллара
751,hinab::ADV,ned,аллара
752,hinab::ADV,nedåt,аллара
753,oben::ADV,ovan,үөһэ
754,oben::ADV,ovanpå,үөһэ
755,hinauf::ADV,upp,өрө
756,hinauf::ADV,upp,үөһэ
757,hinauf::ADV,uppåt,өрө
758,hinauf::ADV,uppåt,үөһэ
759,überall::ADV,överallt,бэйдиэ
760,nicht::ADV,ej,буолбатах
761,nicht::ADV,inte,буолбатах
762,ein wenig::ADV,litet,кыратык
763,kaum::ADV,knappt,нэһиилэ
764,kaum::ADV,knappast,нэһиилэ
765,sehr::ADV,mycket,бэрт
766,sehr::ADV,mycket,наһаа
767,so::ADV,så,оччо
768,so::ADV,så,оннук
769,noch::ADV,än,өссө
770,noch::ADV,ännu,өссө
771,nur::ADV,bara,эрэ
772,nur::ADV,bara,сыччах
773,nur::ADV,endast,эрэ
774,nur::ADV,endast,сыччах
775,schon::ADV,redan,бэлиэр
776,wieder::ADV,åter,эмиэ
777,vergebens::ADV,förgäves,таак
778,vor::PRP,utanför,иннигэр
779,hinter::PRP,bakom,кэлин
780,unter::PRP,under,-ҕа
781,unter::PRP,under,оһох түгэҕэ
782,durch::PRP,genom,курдары
783,durch::PRP,igenom,курдары
784,neben::PRP,bredvid,аттыгар
785,neben::PRP,vid sidan av,аттыгар
786,zwischen::PRP,mellan,ыккардынан
787,wegen::PRP,på grund av,уҥуортан
788,dies::PRN,detta,ити
789,dies::PRN,detta,бу
