,Concept_ID,az,br
108,Ufer::N,kənar,ribl
109,Küste::N,sahil,aod
110,Festland::N,materik,douar
111,Meer::N,dəniz,mor
112,Bucht::N,körfəz,mor-bihan
113,Insel::N,ada,enez
114,Blume::N,çiçək,bleunienn
115,Gras::N,ot,geot
116,Wurzel::N,kök,gwrizienn
117,Baum::N,ağac,gwezenn
118,Stamm::N,gövdə,kef
119,Rinde::N,qabıq,rusk
120,Ast::N,şax,barr
121,Zweig::N,budaq,bod
122,Blatt::N,yarpaq,delienn
123,Birke::N,tozağacı,bezvenn
124,Kiefer[Baum]::N,şam,pinenn
125,Weide[Baum]::N,söyüd,halegenn
126,Tanne::N,küknar,sapenn
127,Horn::N,buynuz,korn
128,Feder::N,tük,pluñv
129,Feder::N,lələk,pluñv
130,Fell::N,xəz,kreoñ
131,Flügel::N,qanad,askell
132,Klaue::N,pəncə,skilf
133,Kralle::N,dırnaq,skilf
134,Schwanz::N,quyruq,lost
135,Ei::N,yumurta,vi
136,Nest::N,yuva,neizh
137,Bau::N,yuva,douarenn
138,Tier::N,heyvan,loen
139,Herde::N,sürü,tropell
140,Kuh::N,inək,buoc'h
141,Bulle::N,öküz,tarv
142,Pferd::N,at,marc'h
143,Schaf::N,qoyun,dañvad
144,Schwein::N,donuz,pemoc'h
145,Hund::N,it,ki
146,Hund::N,köpək,ki
147,Katze::N,pişik,kazh
148,Bär::N,ayı,arzh
149,Eichhörnchen::N,dələ,gwiñver
150,Elch::N,sığın,karv-dour
151,Fuchs::N,tülkü,louarn
152,Hase::N,dovşan,gad
153,Maus::N,siçan,logodenn
154,Wolf::N,qurd,bleiz
155,Vogel::N,quş,labous
156,Schwarm::N,sürü,nijad
157,Huhn::N,toyuq,yar
158,Hahn::N,xoruz,kilhog
159,Gans::N,qaz,gwazenn
160,Adler::N,qartal,erer
161,Adler::N,qaraquş,erer
162,Ente::N,ördək,houad
163,Eule::N,bayquş,toud
164,Kranich::N,durna,garan
165,Krähe::N,qarğa,bran
166,Kuckuck::N,ququ,koukoug
167,Schwan::N,qu quşu,alarc'h
168,Fisch::N,balıq,pesk
169,Barsch::N,tar,brell
170,Hecht::N,durnabalığı,beked
171,Schlange[Tier]::N,ilan,naer
172,Wurm::N,qurd,preñv
173,Spinne::N,hörümçək,kevnidenn
174,Ameise::N,qarışqa,merion
175,Laus::N,bit,laouenn
176,Mücke::N,ağcaqanad,moustik
177,Fliege::N,milçək,kelienenn
178,Schmetterling::N,kəpənək,balafenn
179,Beere::N,gilə,hog
180,Apfel::N,alma,aval
181,Pilz::N,göbələk,kabell-touseg
182,Zwiebel::N,soğan,ognonenn
183,Saat::N,əkin,had
184,Korn::N,taxıl,ed
185,Heu::N,quru ot,foenn
186,Schale::N,qabıq,peliadur
187,Grube::N,çuxur,
188,Falle::N,tələ,pech
189,Falle::N,duzaq,pech
190,Schlinge::N,ilmək,krouglas
191,Spur::N,iz,
192,Asche::N,kül,ludu
193,Dreck::N,kir,fank
194,Eisen::N,dəmir,houarn
195,Gold::N,altun,aour
196,Silber::N,gümüş,arc'hant
197,Kohle::N,kömür,glaou
198,Glas::N,şüşə,gwer
199,Lehm::N,gil,
200,Lehm::N,palçıq,
201,Sand::N,qum,traezh
202,Mensch::N,adam,den
203,Mensch::N,insan,den
204,Mann::N,kişi,den
205,Frau::N,qadın,maouez
206,Kind::N,uşaq,bugel
207,Junge::N,oğlan,paotr
208,Mädchen::N,qız,plac'h
209,Familie::N,ailə,familh
210,Großvater::N,baba,tad-kozh
211,Großmutter::N,nənə,mamm-gozh
212,Eltern::N,valideyn,kerent
213,Vater::N,ata,tad
214,Mutter::N,ana,mamm
215,Sohn::N,oğul,mab
216,Tochter::N,qız,merc'h
217,Bruder::N,qardaş,breur
218,Schwester::N,bacı,c'hoar
219,Onkel::N,əmi,eontr
220,Onkel::N,dayı,eontr
221,Tante::N,bibi,moereb
222,Ehemann::N,ər,gwaz
223,Ehefrau::N,arvad,gwreg
224,Freude::N,nəşə,levenez
225,Freude::N,sevinc,levenez
226,Gelächter::N,gülüş,c'hoarzherezh
227,Gelächter::N,qəhqəhə,c'hoarzherezh
228,Glück::N,səadət,chañs
229,Glück::N,xoşbəxtlik,chañs
230,Kummer::N,qəm,doan
231,Kummer::N,kədər,doan
232,Wunsch::N,arzu,c'hoant
233,Lust::N,həvəs,c'hoant
234,Geist::N,ruh,spered
235,Gedanke::N,fikir,soñj
236,Gedanke::N,düşüncə,soñj
237,Gedächtnis::N,xatir,eñvor
238,Gedächtnis::N,hafizə,eñvor
239,Verstand::N,ağıl,skiant
240,Sinn::N,məna,ster
241,Grund::N,səbəb,kaoz
242,Wahrheit::N,haqq,gwirionez
243,Wahrheit::N,doğruluq,gwirionez
244,Gespräch::N,söhbət,kaozeadenn
245,Gespräch::N,qonuşma,kaozeadenn
246,Märchen::N,nağıl,kaoz korriganez
247,Erzählung::N,hekayə,kontadenn
248,Nachricht::N,xəbər,keloù
249,Neuigkeit::N,xəbər,kelaouenn
250,Neuigkeit::N,yenilik,kelaouenn
251,Name::N,ad,anv
252,Rätsel::N,tapmaca,divinatez
253,Rede::N,nitq,diskour
254,Sprache::N,dil,yezh
255,Stimme::N,səs,mouezh
256,Wort::N,söz,ger
257,Wort::N,kəlmə,ger
258,Zeichen::N,nişan,sin
259,Ruf::N,çığırtı,galv
260,Lärm::N,gurultu,trouz
261,Laut::N,səs,
262,Ton::N,ton,ton
263,Lied::N,mahnı,kanaouenn
264,Ruhe::N,sakitlik,sioulded
265,Leute::N,xalq,tud
266,Volk::N,millət,pobl
267,Arbeit::N,iş,labour
268,Arbeit::N,əmək,labour
269,Gast::N,qonaq,kouviad
270,Gast::N,müsafir,kouviad
271,Geschenk::N,hədiyyə,prof
272,Spiel::N,oyun,c'hoari
273,Spiel::N,tamaşa,c'hoari
274,Gesellschaft::N,cəmiyyet,kompagnunezh
275,Gesellschaft::N,cəmiyyet,kavandad
276,Hilfe::N,kömək,sikour
277,Hilfe::N,yardım,sikour
278,Freund::N,dost,mignon
279,Kamerad::N,yoldaş,kamarad
280,Angelegenheit::N,iş,afer
281,Anzahl::N,say,niver
282,Art::N,çeşid,sort
283,Stück::N,dənə,tamm
284,Stück::N,parça,tamm
285,Teil::N,qisim,pezh
286,Hälfte::N,yarım,hanterenn
287,Kreis::N,dairə,kelc'h
288,Kreuz::N,xaç,kroaz
289,Linie::N,xətt,linenn
290,Strich::N,cızıq,tenn
291,Abstand::N,məsafə,distok
292,Entfernung::N,məsafə,keid
293,Entfernung::N,məsafə,kehid
294,Entfernung::N,uzaqlıq,keid
295,Entfernung::N,uzaqlıq,kehid
296,Gegend::N,bölgə,korn-bro
297,Platz::N,yer,plasenn
298,Ort::N,yer,lec'h
299,Seite::N,yan,tu
300,Seite::N,tərəf,tu
301,Mitte::N,orta,kreiz
302,Gegenstand::N,şey,tra
303,Sache::N,şey,tra
304,Rand::N,kənar,kantenn
305,Kante::N,tiyə,kantenn
306,Kante::N,kənar,kantenn
307,Ecke::N,bucaq,korn
308,Spitze::N,uc,begell
309,Ende::N,son,dibenn
310,Ende::N,axır,dibenn
311,Loch::N,deşik,toull
312,Winkel::N,guşə,
313,Muster::N,ülgü,tresadenn
314,Größe::N,böyüklük,ment
315,Länge::N,uzunluq,hirder
316,Höhe::N,yüksəklik,uhelder
317,Gewicht::N,çəki,pouez
318,Gewicht::N,ağırlıq,pouez
319,Menge::N,miqdar,bern
320,Haufen::N,yığın,bern
321,Reihe::N,səf,steud
322,Reihe::N,sıra,steud
323,Boot::N,qayıq,bag
324,Ruder::N,kürək,roeñv
325,Schlitten::N,kirşə,trainell
326,Ski::N,xizək,ski
327,Lagerfeuer::N,düşərgə tonqalı,
328,Last::N,yük,karg
329,Gang::N,yeriş,kerzh
330,Schritt::N,addım,paz
331,Norden::N,şimal,norzh
332,Norden::N,şimal,hanternoz
333,Süden::N,cənub,su
334,Süden::N,cənub,kreisteiz
335,Westen::N,qərb,kuzh-heol
336,Osten::N,şərq,reter
337,Osten::N,şərq,sav-heol
338,Holz::N,ağac,koad
339,Holz::N,taxta,koad
340,Brett::N,taxta,plankenn
341,Platte::N,lövhə,plakenn
342,Stütze::N,dayaq,harp
343,Stütze::N,dəstək,harp
344,Stange::N,şüvül,sparl
345,Stock::N,dəyənək,bazh
346,Stab::N,əsa,bazh
347,Stab::N,şüvül,bazh
348,Rohr::N,boru,tub
349,Rohr::N,boru,korz
350,Rohr::N,truba,tub
351,Rohr::N,truba,korz
352,Haus::N,ev,ti
353,Heim::N,ev,kêr
354,Ofen::N,peç,forn
355,Ofen::N,soba,forn
356,Fußboden::N,döşəmə,plañchod
357,Tisch::N,masa,taol
358,Stuhl::N,stul,kador
359,Wiege::N,beşik,kavell
360,Bett::N,yataq,gwele
361,Regal::N,rəf,estajerenn
362,Kiste::N,yeşik,kased
363,Kiste::N,sandıq,kased
364,Fenster::N,pəncərə,prenestr
365,Tür::N,qapı,dor
366,Tor::N,darvaza,portal
367,Zaun::N,çəpər,sklotur
368,Dach::N,dam,toenn
369,Leiter::N,nərdivan,skeul
370,Besen::N,süpürgə,skubell
371,Spaten::N,kürək,pal
372,Schaufel::N,kürək,pal
373,Gabel::N,çəngəl,fourchetez
374,Löffel::N,qaşıq,loa
375,Messer::N,bıçaq,kontell
376,Nagel::N,mıx,tach
377,Netz::N,tor,roued
378,Haken::N,çəngəl,krog
379,Griff::N,qulp,kemer
380,Griff::N,tutacaq,kemer
381,Schloss::N,qıfıl,potenn
382,Bild::N,rəsm,skeudenn
383,Figur::N,şəkil,skeud
384,Figur::N,şəkil,figur
385,Figur::N,heykəl,skeud
386,Figur::N,heykəl,figur
387,Puppe::N,kukla,merc'hodenn
388,Puppe::N,gəlincik,merc'hodenn
389,Beutel::N,kisə,sac'h
390,Beutel::N,torba,sac'h
391,Bündel::N,bağlama,feskenn
392,Tasche::N,çanta,sac'h
393,Eimer::N,vedrə,sailh
394,Eimer::N,çəllək,sailh
395,Deckel::N,qapaq,pallenn
396,Geschirr::N,qab-qazan,listriaj
397,Sack::N,çuval,sac'h
398,Tasse::N,fincan,tas
399,Topf::N,qazan,pod
400,Kessel::N,qazan,chaodouron
401,Essen::N,yemək,pred
402,Nahrung::N,qida,boued
403,Speise::N,xörək,meuz
404,Fleisch::N,ət,kig
405,Getreide::N,taxıl,ed
406,Brei::N,aş,yod
407,Brei::N,sıyıq,yod
408,Brot::N,çörək,bara
409,Scheibe::N,dilim,tailhenn
410,Fett::N,yağ,lard
411,Butter::N,kərə yağı,amann
412,Öl::N,yağ,eoul
413,Salz::N,duz,holen
414,Suppe::N,şorba,soubenn
415,Honig::N,bal,mel
416,Milch::N,süd,laezh
417,Tee::N,çay,te
418,Leder::N,dəri,lêr
419,Wolle::N,yun,gloan
420,Stoff::N,qumaş,danvez
421,Nadel::N,iynə,nadoz
422,Faden::N,sap,neudenn
423,Knopf::N,düymə,bouton
424,Knoten::N,düyün,skoulm
425,Farbe::N,boya,liv
426,Kleidung::N,geyim,dilhad
427,Hemd::N,köynək,roc'hed
428,Kragen::N,yaxa,gouzoug
429,Ärmel::N,qol,milgin
430,Hose::N,şalvar,bragoù
431,Gürtel::N,kəmər,gouriz
432,Mütze::N,şapka,boned
433,Schuh::N,tufli,botez
434,Schuh::N,ayaqqabı,botez
435,Stiefel::N,çəkmə,botez
436,Ring::N,üzük,gwalenn
437,Band::N,lent,bagad
438,Kamm::N,daraq,krib
439,Spiegel::N,güzgü,melezour
440,Riemen::N,qayış,lerenn
441,Schnur::N,ip,kordenn
442,Leine::N,kəmsik,roll
443,Decke::N,ədyal,golo
444,Decke::N,yorğan,golo
445,Kissen::N,yastıq,goubenner
446,Tuch::N,şarf,mezher
447,Tuch::N,kaşne,mezher
448,Handtuch::N,dəsmal,toailhon
449,Kraft::N,güc,nerzh
450,Stärke::N,qüvvət,nerzhder
451,Gesundheit::N,sağlamlıq,yec'hed
452,Krankheit::N,xəstəlik,klañved
453,Schmerz::N,ağrı,poan
454,Schmerz::N,ağrı,droug
455,Schmerz::N,sancı,poan
456,Schmerz::N,sancı,droug
457,Wunde::N,yara,gloazadenn
458,Fieber::N,isitmə,terzhienn
459,Fieber::N,qızdırma,terzhienn
460,Arznei::N,ilaç,louzoù
461,Arznei::N,dərman,louzoù
462,Brücke::N,körpü,pont
463,Brunnen::N,quyu,puñs
464,Weide::N,otlaq,prad
465,Pfad::N,cığır,gwenodenn
466,Weg::N,yol,hent
467,Straße::N,küçə,ru
468,Straße::N,küçə,hent
469,Dorf::N,kənd,kêr
470,Dorf::N,kənd,kêriadenn
471,Stadt::N,şəhər,kêr
472,Brief::N,məktub,lizher
473,Buch::N,kitab,levr
474,Buchstabe::N,hərf,lizherenn
475,Zeitung::N,qəzet,kazetenn
476,Leben::N,həyat,buhez
477,Tod::N,ölüm,marv
478,Grab::N,qəbir,bez
479,Kirche::N,kilsə,iliz
480,Sünde::N,günah,pec'hed
481,Gott::N,tanrı,doue
482,Arbeiter::N,işçi,labourer
483,Arbeiter::N,işçi,micherour
484,Chef::N,şef,penn
485,Chef::N,rəis,penn
486,Meister::N,usta,mestr
487,Arzt::N,həkim,mezeg
488,Arzt::N,həkim,medisin
489,Arzt::N,doktor,mezeg
490,Arzt::N,doktor,medisin
491,Lehrer::N,müəllim,skolaer
492,Lehrer::N,müəllim,kelenner
493,Geld::N,pul,arc'hant
494,Geschäft::N,ticarət,stal
495,Laden::N,dükan,stal
496,Preis::N,qiymət,priz
497,Ware::N,mal,marc'hadourezh
498,Nutzen::N,fayda,gounidegezh
499,Nutzen::N,fayda,lañs
500,Nutzen::N,fayda,profit
501,Nutzen::N,fayda,spleit
502,Reichtum::N,zənginlik,pinvidigezh
503,Welt::N,aləm,douar
504,Welt::N,dünya,douar
505,Land::N,ölkə,bro
506,Staat::N,dövlət,stad
507,König::N,kral,roue
508,König::N,məlik,roue
509,Macht::N,qüdrət,galloud
510,Grenze::N,hüdud,harzoù
511,Grenze::N,sərhət,harzoù
512,Krieg::N,hərb,brezel
513,Krieg::N,müharibə,brezel
514,Feind::N,düşmən,eneber
515,Gewalt::N,cəbr,tâerder
516,Kampf::N,savaş,kann
517,Bogen[Waffe]::N,yay,gwareg
518,Pfeil::N,ox,saezh
519,Gewehr::N,tüfəng,fuzuilh
520,Fehler::N,xəta,fazi
521,Lüge::N,yalan,gaou
522,Schaden::N,ziyan,gwall
523,Unglück::N,bəla,gwalleur
524,Schuld::N,təqsir,kablusted
525,Schuld::N,təqsir,pec'hedigezh
526,Alter::N,yaş,oad
527,Schluss::N,son,diwezh
528,Zeit::N,vaxt,amzer
529,Zeit::N,zaman,amzer
530,Tag::N,gün,deizh
531,Morgen::N,sabah,beure
532,Morgen::N,sabah,mintin
533,Mittag::N,günorta,kreisteiz
534,Abend::N,axşam,abardaez
535,Nacht::N,gecə,noz
536,Woche::N,həftə,sizhun
537,Monat::N,ay,miz
538,Jahr::N,il,bloaz
539,Frühling::N,yaz,nevezamzer
540,Frühling::N,bahar,nevezamzer
541,Sommer::N,yay,hañv
542,Herbst::N,payız,diskaramzer
543,Winter::N,qış,goañv
544,Januar::N,Janvar,Genver
545,Februar::N,Fevral,C'hwevrer
546,März::N,Mart,Meurzh
547,April::N,Aprel,Ebrel
548,Mai::N,May,Mae
549,Juni::N,İyun,Mezheven
550,Juli::N,İyul,Gouhere
551,August::N,Avqust,Eost
552,September::N,Sentyabr,Gwengolo
553,Oktober::N,Oktyabr,Here
554,November::N,Noyabr,Du
555,Dezember::N,Dekabr,Kerzu
556,Montag::N,bazar ertəsi,Lun
557,Dienstag::N,çərşənbə axşamı,Meurzh
558,Mittwoch::N,çərşənbə,Merc'her
559,Donnerstag::N,cüme axşamı,Yaou
560,Freitag::N,cüme,Gwener
561,Samstag::N,şənbə,Sadorn
562,Sonntag::N,bazar,Sul
563,groß::A,böyük,bras
564,klein::A,kiçik,bihan
565,lang::A,uzun,hir
566,kurz::A,qısa,berr
567,breit::A,enli,ledan
568,breit::A,geniş,ledan
569,schmal::A,dar,strizh
570,dicht::A,sıx,stank
571,dick[Gegenstand]::A,qalın,tev
572,dünn::A,nazik,moan
573,fein::A,incə,munut
574,fest::A,bərk,start
575,fest::A,möhkəm,start
576,flach::A,düz,plaen
577,glatt::A,hamar,lintr
578,glatt::A,hamar,levn
579,hart::A,sərt,kalet
580,weich::A,yumşaq,blot
581,rund::A,yuvarlaq,ront
582,spitz::A,uclu,poentet
583,spitz::A,sivri,poentet
584,scharf::A,kəskin,dremm
585,stumpf::A,küt,talsoc'h
586,schwer::A,ağır,pounner
587,schön::A,gözəl,kaer
588,schön::A,gəşəng,kaer
589,heiß::A,isti,tomm
590,warm::A,ilıq,tomm
591,kalt::A,soyuq,yen
592,kühl::A,sərin,yen
593,frisch::A,təzə,fresk
594,feucht::A,nəm,gleb
595,nass::A,yaş,gleb
596,trocken::A,quru,sec'h
597,voll::A,dolu,leun
598,leer::A,boş,goullo
599,offen::A,açıq,digor
600,geschlossen::A,qapalı,serr
601,sauber::A,təmiz,naet
602,schmutzig::A,kirli,lous
603,roh::A,çiy,kriz
604,reif::A,yetişmiş,darev
605,lecker::A,dadlı,lipous
606,lecker::A,dadlı,saourus
607,lecker::A,ləzzətli,lipous
608,lecker::A,ləzzətli,saourus
609,süß::A,şirin,dous
610,bitter::A,acı,c'hwerv
611,sauer::A,turş,trenk
612,hell::A,aydın,sklaer
613,dunkel::A,qaranlıq,teñval
614,schwarz::A,qara,du
615,weiß::A,ağ,gwenn
616,rot::A,qırmızı,ruz
617,gelb::A,sarı,melen
618,blau::A,göy,glas
619,blau::A,mavi,glas
620,grün::A,yaşıl,gwer
621,grau::A,boz,louet
622,bunt::A,əlvan,liesliv
623,bunt::A,rəngli,liesliv
624,billig::A,ucuz,marc'had-mat
625,teuer::A,bahalı,ker
626,wertvoll::A,qiymətli,prizius
627,blind::A,kor,dall
628,taub::A,kar,bouzar
629,kräftig::A,güclü,start
630,stark::A,qüvvətli,kreñv
631,schwach::A,zəif,gwan
632,schwach::A,gücsüz,gwan
633,fett::A,şişman,lard
634,schlank::A,zərif,sinkl
635,hübsch::A,göyçək,koant
636,böse::A,fəna,gwall
637,dumm::A,axmaq,glep
638,faul::A,tənbəl,lezirek
639,fleißig::A,çalışqan,studius
640,geizig::A,xəsis,tost
641,klug::A,ağıllı,speredek
642,geschickt::A,bacarıqlı,dornet
643,lieb::A,əziz,koant
644,lieb::A,sevimli,koant
645,lustig::A,məzəli,laouen
646,lustig::A,gülməli,laouen
647,sanft::A,mülayim,flour
648,hungrig::A,ac,marnaon
649,krank::A,xəstə,klañv
650,nackt::A,çılpaq,noazh
651,traurig::A,qəmgin,trist
652,traurig::A,kədərli,trist
653,lebendig::A,canlı,bev
654,gut::A,yaxşı,mad
655,schlecht::A,pis,fall
656,schlecht::A,pis,gwall
657,richtig::A,doğru,reizh
658,schlimm::A,fəna,gwall
659,wahr::A,gərçək,gwir
660,alt::A,əski,kozh
661,alt::A,köhnə,kozh
662,neu::A,yeni,nevez
663,ehemalig::A,əvvəlki,kozh
664,alt[Lebewesen]::A,qoca,kozh
665,jung::A,gənc,yaouank
666,arm::A,kasıb,paour
667,arm::A,yoxsul,paour
668,reich::A,zəngin,pinvidik
669,bekannt::A,tanış,anavezet
670,berühmt::A,məşhur,brudet
671,fremd::A,yad,dizanav
672,verschieden::A,dürlü,disheñel
673,nah::A,yaxın,nes
674,fern::A,uzaq,diabell
675,linker::A,sol,kleiz
676,rechter::A,sağ,dehoù
677,anderer::A,başqa,all
678,erster::A,birinci,kentañ
679,zweiter::A,ikinci,eil
680,dritter::A,üçüncü,trede
681,letzter::A,sonuncu,diwezhañ
682,letzter::A,axırıncı,diwezhañ
683,allein::ADV,tək,e-unan
684,allein::ADV,yalqız,e-unan
685,auf einmal::ADV,birdən,ar un dro
686,zusammen::ADV,birlikdə,asambles
687,lange::ADV,uzun,pell
688,plötzlich::ADV,qəfildən,en un taol
689,sofort::ADV,həmən,diouzhtu
690,sofort::ADV,dərhal,diouzhtu
691,später::ADV,sonra,diwezhatoc'h
692,jetzt::ADV,indi,bremañ
693,heute::ADV,bugün,hiziv
694,morgen::ADV,sabah,arc'hoazh
695,bald::ADV,yaxında,hepdale
696,bald::ADV,tezliklə,hepdale
697,dann::ADV,onda,a-c'houde
698,gestern::ADV,dünən,dec'h
699,einst::ADV,əvvəllər,gwechall
700,damals::ADV,o vaxt,neuze
701,danach::ADV,sonra,goude
702,vorher::ADV,qabaqcadan,diagent
703,zuerst::ADV,əvvəl,da gentañ
704,einmal::ADV,bir dəfə,ur wech
705,manchmal::ADV,hərdənbir,a-wechoù
706,oft::ADV,tez-tez,alies
707,oft::ADV,çox vaxt,alies
708,immer::ADV,daimi,atav
709,immer::ADV,daimi,bepred
710,immer::ADV,həmişə,atav
711,immer::ADV,həmişə,bepred
712,niemals::ADV,əsla,gwech ebet
713,niemals::ADV,heç bir zaman,gwech ebet
714,hier::ADV,bura,amañ
715,hier::ADV,burada,amañ
716,hierhin::ADV,buraya,dre amañ
717,von hier::ADV,buradan,alemañ
718,dort::ADV,ora,aze
719,dort::ADV,ora,ahont
720,dort::ADV,orada,aze
721,dort::ADV,orada,ahont
722,dorthin::ADV,oraya,di
723,dorthin::ADV,oraya,aze
724,dorthin::ADV,oraya,ahont
725,geradeaus::ADV,düz,war-eeun
726,vorwärts::ADV,irəli,war-raok
727,rückwärts::ADV,geri,war-lerc'h
728,zurück::ADV,geriyə,war-dreñv
729,unten::ADV,aşağıda,en traoñ
730,hinab::ADV,aşağı,a-izel
731,oben::ADV,yuxarıda,en nec'h
732,hinauf::ADV,yuxarı,e-krec'h
733,überall::ADV,hər yerdə,dre-holl
734,nicht::ADV,-ma-,ne ... ket
735,ein wenig::ADV,bir az,un tammig
736,kaum::ADV,güclə,a-boan
737,sehr::ADV,çox,-tre
738,sehr::ADV,çox,-kenañ
739,so::ADV,belə,evel-se
740,noch::ADV,hələ,c'hoazh
741,nur::ADV,yalnız,hepken
742,schon::ADV,artıq,dija
743,wieder::ADV,yenə,adarre
744,vergebens::ADV,boş yerə,
745,vor::PRP,önündə,dirak
746,hinter::PRP,arxasında,a-drek
747,hinter::PRP,arxasında,a-dreñv
748,unter::PRP,altında,dindan
749,durch::PRP,içindən,dre
750,neben::PRP,yanında,e-kichen
751,zwischen::PRP,arasında,etre
752,wegen::PRP,üçün,abalamour da
753,wegen::PRP,ötəri,abalamour da
754,dies::PRN,bu,hemañ
755,das::PRN,o,se
756,das::PRN,o,hennezh
757,alles::PRN,hər şey,pep tra
758,ich::PRN,mən,me
759,du::PRN,sən,te
760,er::PRN,o,eñ
761,wir::PRN,biz,ni
762,ihr::PRN,siz,c'hwi
763,sie::PRN,onlar,int
764,was::FPRN,nə,petra
765,wer::FPRN,kim,piv
766,wo::FADV,harada,pelec'h
767,wohin::FADV,haraya,da belec'h
768,wie::FADV,necə,penaos
769,warum::FADV,niyə,perak
770,warum::FADV,nə üçün,perak
771,wieviel::FNUM,neçə,pet
772,wieviel::FNUM,nə qədər,pet
773,eins::NUM,bir,unan
774,zwei::NUM,iki,daou
775,drei::NUM,üç,tri
776,vier::NUM,dörd,pevar
777,fünf::NUM,beş,pemp
778,sechs::NUM,altı,c'hwec'h
779,sieben::NUM,yeddi,seizh
780,acht::NUM,səkkiz,eizh
781,neun::NUM,doqquz,nav
782,zehn::NUM,on,dek
783,elf::NUM,on bir,unnek
784,zwölf::NUM,on iki,daouzek
785,zwanzig::NUM,iyirmi,ugent
786,dreißig::NUM,otuz,tregont
787,vierzig::NUM,qırx,daou-ugent
788,fünfzig::NUM,əlli,hanter-kant
789,sechzig::NUM,altmış,tri-ugent
790,siebzig::NUM,yetmiş,dek ha tri-ugent
791,achtzig::NUM,səksən,pevar-ugent
792,neunzig::NUM,doxsan,dek ha pevar-ugent
793,hundert::NUM,yüz,kant
794,tausend::NUM,min,mil
795,und::CNJ,və,ha
796,oder::CNJ,ya,pe
797,stehen::V,durmaq,bezañ a-sav
