,Concept_ID,br,udm
71,Staub::N,poultr,пыль
72,Rauch::N,moged,ӵын
73,Funke::N,ful,гизьы
74,Feuer::N,tan,тыл
75,Licht::N,gouloù,тыл
76,Schatten::N,disheol,вужер
77,Wetter::N,amzer,куазь
78,Nebel::N,brumenn,бус
79,Wolke::N,koumoulenn,пилем
80,Regen::N,glav,зор
81,Schnee::N,erc'h,лымы
82,Eis::N,skorn,йӧ
83,Frost::N,rev,кезьыт
84,Kälte::N,yen,кезьыт
85,Hitze::N,tommder,пӧсь
86,Raureif::N,frim,гӧр
87,Regenbogen::N,gwareg-ar-glav,вуюись
88,Donner::N,kurun,гудыри
89,Strömung::N,red,бызён
90,Tropfen::N,bannac'h,шапык
91,Tropfen::N,takenn,шапык
92,Schaum::N,spoum,шукы
93,Schmutz::N,fank,нӧд
94,Schmutz::N,fank,дэри
95,See::N,lenn,ты
96,Sumpf::N,gwern,нюр
97,Moor::N,taouarc'heg,нюр
98,Wiese::N,prad,возь
99,Wiese::N,prad,возьвыл
100,Wald::N,koad,сик
101,Wald::N,koad,нюлэс
102,Hügel::N,torgenn,выр
103,Hügel::N,torgenn,вырйыл
104,Anhöhe::N,run,выр
105,Anhöhe::N,run,вырйыл
106,Berg::N,menez,гурезь
107,Gipfel::N,barr,йыл
108,Höhle::N,kav,гу
109,Abhang::N,naou,бам
110,Quelle::N,feunteun,ошмес
111,Bach::N,gwazh,пичи шур
112,Fluss::N,stêr,шур
113,Ufer::N,ribl,ярдур
114,Küste::N,aod,вудур
115,Festland::N,douar,мувыр
116,Meer::N,mor,зарезь
117,Bucht::N,mor-bihan,вукож
118,Insel::N,enez,вумуӵ
119,Insel::N,enez,шормуӵ
120,Blume::N,bleunienn,сяська
121,Gras::N,geot,турын
122,Wurzel::N,gwrizienn,выжы
123,Baum::N,gwezenn,пу
124,Stamm::N,kef,модос
125,Rinde::N,rusk,сул
126,Ast::N,barr,ул
127,Zweig::N,bod,вай
128,Blatt::N,delienn,куар
129,Birke::N,bezvenn,кызьпу
130,Kiefer[Baum]::N,pinenn,пужым
131,Weide[Baum]::N,halegenn,бадьпу
132,Tanne::N,sapenn,кыз
133,Horn::N,korn,сюр
134,Feder::N,pluñv,тылы
135,Fell::N,kreoñ,ку
136,Flügel::N,askell,бурд
137,Klaue::N,skilf,гижы
138,Kralle::N,skilf,пыд
139,Schwanz::N,lost,быж
140,Ei::N,vi,пуз
141,Ei::N,vi,кукей
142,Nest::N,neizh,кар
143,Nest::N,neizh,пузкар
144,Bau::N,douarenn,кар
145,Bau::N,douarenn,гу
146,Tier::N,loen,пӧйшур
147,Herde::N,tropell,уллё
148,Kuh::N,buoc'h,скал
149,Bulle::N,tarv,ош
150,Bulle::N,tarv,пороз
151,Pferd::N,marc'h,вал
152,Schaf::N,dañvad,ыж
153,Schwein::N,pemoc'h,парсь
154,Hund::N,ki,пуны
155,Katze::N,kazh,коӵыш
156,Bär::N,arzh,гондыр
157,Eichhörnchen::N,gwiñver,коньы
158,Elch::N,karv-dour,койык
159,Fuchs::N,louarn,ӟичы
160,Hase::N,gad,кеч
161,Maus::N,logodenn,шыр
162,Wolf::N,bleiz,кион
163,Vogel::N,labous,тылобурдо
164,Schwarm::N,nijad,уллё
165,Huhn::N,yar,курег
166,Hahn::N,kilhog,атас
167,Gans::N,gwazenn,ӟазег
168,Adler::N,erer,ӧрзи
169,Ente::N,houad,ӵӧж
170,Eule::N,toud,кучыран
171,Kranich::N,garan,тури
172,Krähe::N,bran,куака
173,Kuckuck::N,koukoug,кикы
174,Schwan::N,alarc'h,юсь
175,Fisch::N,pesk,чорыг
176,Barsch::N,brell,юш
177,Hecht::N,beked,чипей
178,Schlange[Tier]::N,naer,кый
179,Wurm::N,preñv,нумыр
180,Spinne::N,kevnidenn,чонари
181,Ameise::N,merion,кузьыли
182,Laus::N,laouenn,тэй
183,Mücke::N,moustik,нымы
184,Mücke::N,moustik,чибинь
185,Fliege::N,kelienenn,кут
186,Schmetterling::N,balafenn,бубыли
187,Beere::N,hog,узы-боры
188,Apfel::N,aval,яблок
189,Pilz::N,kabell-touseg,губи
190,Zwiebel::N,ognonenn,сугон
191,Saat::N,had,кидыс
192,Korn::N,ed,тысь
193,Heu::N,foenn,турын
194,Schale::N,peliadur,кыд
195,Falle::N,pech,налик
196,Schlinge::N,krouglas,гиӟ
197,Schlinge::N,krouglas,герд
198,Asche::N,ludu,пень
199,Dreck::N,fank,дэри
200,Eisen::N,houarn,корт
201,Gold::N,aour,зарни
202,Silber::N,arc'hant,азвесь
203,Kohle::N,glaou,эгыр
204,Glas::N,gwer,стекло
205,Glas::N,gwer,пияла
206,Sand::N,traezh,луо
207,Mensch::N,den,мурт
208,Mensch::N,den,адями
209,Mann::N,den,воргорон
210,Frau::N,maouez,кышномурт
211,Kind::N,bugel,нуны
212,Kind::N,bugel,пинал
213,Junge::N,paotr,пи
214,Mädchen::N,plac'h,ныл
215,Familie::N,familh,семья
216,Großvater::N,tad-kozh,песятай
217,Großvater::N,tad-kozh,пересь атай
218,Großmutter::N,mamm-gozh,песянай
219,Großmutter::N,mamm-gozh,пересь анай
220,Eltern::N,kerent,атай-анай
221,Eltern::N,kerent,бубы-мумы
222,Vater::N,tad,айы
223,Vater::N,tad,атай
224,Mutter::N,mamm,мумы
225,Sohn::N,mab,пи
226,Tochter::N,merc'h,ныл
227,Bruder::N,breur,агай
228,Schwester::N,c'hoar,апа
229,Schwester::N,c'hoar,сузэр
230,Onkel::N,eontr,агай
231,Tante::N,moereb,апа
232,Tante::N,moereb,кенак
233,Ehemann::N,gwaz,карт
234,Ehefrau::N,gwreg,кышно
235,Freude::N,levenez,шумпотон
236,Gelächter::N,c'hoarzherezh,горем
237,Glück::N,chañs,шуд
238,Kummer::N,doan,кайгу
239,Kummer::N,doan,куректон
240,Wunsch::N,c'hoant,мылпотон
241,Lust::N,c'hoant,потон
242,Geist::N,spered,лул
243,Gedanke::N,soñj,малпан
244,Gedächtnis::N,eñvor,йырсазь
245,Gedächtnis::N,eñvor,тодэваён
246,Verstand::N,skiant,йырвизь
247,Sinn::N,ster,смысл
248,Grund::N,kaoz,муг
249,Grund::N,kaoz,ньӧм
250,Wahrheit::N,gwirionez,зэм
251,Wahrheit::N,gwirionez,шонер
252,Gespräch::N,kaozeadenn,вераськон
253,Märchen::N,kaoz korriganez,выжыкыл
254,Erzählung::N,kontadenn,верос
255,Nachricht::N,keloù,ивор
256,Neuigkeit::N,kelaouenn,выльивор
257,Name::N,anv,ним
258,Rätsel::N,divinatez,мадькыл
259,Rede::N,diskour,верам
260,Sprache::N,yezh,кыл
261,Stimme::N,mouezh,куара
262,Wort::N,ger,кыл
263,Zeichen::N,sin,пус
264,Zeichen::N,sin,тодмет
265,Ruf::N,galv,ӧтён
266,Ruf::N,galv,чортон
267,Lärm::N,trouz,ӵашетон
268,Ton::N,ton,куара
269,Lied::N,kanaouenn,кырӟан
270,Ruhe::N,sioulded,чалмыт улон
271,Leute::N,tud,адямиос
272,Volk::N,pobl,калык
273,Arbeit::N,labour,уж
274,Gast::N,kouviad,куно
275,Geschenk::N,prof,салам
276,Geschenk::N,prof,кузьым
277,Spiel::N,c'hoari,шудон
278,Gesellschaft::N,kompagnunezh,калык
279,Gesellschaft::N,kavandad,калык
280,Hilfe::N,sikour,юрттон
281,Freund::N,mignon,эш
282,Freund::N,mignon,юлтош
283,Kamerad::N,kamarad,тодмо
284,Angelegenheit::N,afer,уж
285,Anzahl::N,niver,лыд
286,Art::N,sort,тус
287,Stück::N,tamm,юдэс
288,Teil::N,pezh,люкет
289,Hälfte::N,hanterenn,ӝыны
290,Kreis::N,kelc'h,котырес
291,Kreuz::N,kroaz,крест
292,Linie::N,linenn,гож
293,Strich::N,tenn,гож
294,Abstand::N,distok,вис
295,Abstand::N,distok,кусып
296,Entfernung::N,keid,кусып
297,Entfernung::N,kehid,кусып
298,Gegend::N,korn-bro,инты
299,Platz::N,plasenn,инты
300,Ort::N,lec'h,инты
301,Ort::N,lec'h,места
302,Seite::N,tu,пал
303,Mitte::N,kreiz,шор
304,Gegenstand::N,tra,арбери
305,Sache::N,tra,котыр
306,Rand::N,kantenn,дур
307,Rand::N,kantenn,шаер
308,Kante::N,kantenn,дур
309,Ecke::N,korn,сэрег
310,Spitze::N,begell,йыл
311,Ende::N,dibenn,пум
312,Loch::N,toull,пась
313,Muster::N,tresadenn,пужы
314,Größe::N,ment,быдӟала
315,Länge::N,hirder,кузьдала
316,Höhe::N,uhelder,ӝуждала
317,Gewicht::N,pouez,сектала
318,Gewicht::N,pouez,секытлык
319,Menge::N,bern,лыд
320,Menge::N,bern,лыдпус
321,Haufen::N,bern,люк
322,Reihe::N,steud,чур
323,Boot::N,bag,пыж
324,Boot::N,bag,лодка
325,Ruder::N,roeñv,полыс
326,Schlitten::N,trainell,додьы
327,Ski::N,ski,куас
328,Last::N,karg,секыт
329,Gang::N,kerzh,ветлон
330,Schritt::N,paz,вамыш
331,Norden::N,norzh,уйпал
332,Norden::N,hanternoz,уйпал
333,Süden::N,su,лымшор
334,Süden::N,kreisteiz,лымшор
335,Westen::N,kuzh-heol,шунды пуксён
336,Osten::N,reter,шунды ӝужан
337,Osten::N,sav-heol,шунды ӝужан
338,Holz::N,koad,пу
339,Brett::N,plankenn,пул
340,Platte::N,plakenn,плита
341,Stütze::N,harp,пыкет
342,Stange::N,sparl,пуӵ
343,Stock::N,bazh,боды
344,Stab::N,bazh,пуӵ
345,Stab::N,bazh,боды
346,Rohr::N,tub,труба
347,Rohr::N,korz,труба
348,Haus::N,ti,юрт
349,Heim::N,kêr,корка
350,Ofen::N,forn,гур
351,Fußboden::N,plañchod,выж
352,Tisch::N,taol,ӝӧк
353,Stuhl::N,kador,пукон
354,Wiege::N,kavell,кӧкы
355,Wiege::N,kavell,зыбка
356,Bett::N,gwele,валес
357,Regal::N,estajerenn,ӝажы
358,Kiste::N,kased,ящик
359,Fenster::N,prenestr,укно
360,Fenster::N,prenestr,косяк
361,Tür::N,dor,ӧс
362,Tor::N,portal,ӟезьы
363,Zaun::N,sklotur,забор
364,Dach::N,toenn,липет
365,Leiter::N,skeul,падӟа
366,Besen::N,skubell,ӵужон
367,Besen::N,skubell,исьнер
368,Spaten::N,pal,лопатка
369,Schaufel::N,pal,ютырон
370,Gabel::N,fourchetez,тэчы
371,Gabel::N,fourchetez,вилка
372,Löffel::N,loa,пуньы
373,Messer::N,kontell,пурт
374,Nagel::N,tach,кортӵог
375,Netz::N,roued,сеть
376,Haken::N,krog,курик
377,Griff::N,kemer,ныд
378,Schloss::N,potenn,тунгон
379,Bild::N,skeudenn,суред
380,Figur::N,skeud,фигура
381,Figur::N,figur,фигура
382,Puppe::N,merc'hodenn,мунё
383,Beutel::N,sac'h,пуйы
384,Bündel::N,feskenn,керттэт
385,Tasche::N,sac'h,пуйы
386,Tasche::N,sac'h,сумка
387,Eimer::N,sailh,ведра
388,Deckel::N,pallenn,ӵоксэт
389,Geschirr::N,listriaj,тусьты-пуньы
390,Sack::N,sac'h,пуйы
391,Tasse::N,tas,ӵаша
392,Topf::N,pod,миска
393,Kessel::N,chaodouron,пурты
394,Essen::N,pred,сиськон
395,Nahrung::N,boued,сион
396,Speise::N,meuz,сиён
397,Fleisch::N,kig,сӥль
398,Getreide::N,ed,ю тысь
399,Brei::N,yod,ӝук
400,Brot::N,bara,нянь
401,Scheibe::N,tailhenn,шорем
402,Fett::N,lard,кӧй
403,Butter::N,amann,вӧй
404,Öl::N,eoul,вӧй
405,Salz::N,holen,сылал
406,Suppe::N,soubenn,шыд
407,Honig::N,mel,чечы
408,Milch::N,laezh,йӧл
409,Tee::N,te,чай
410,Leder::N,lêr,сурон
411,Wolle::N,gloan,гон
412,Wolle::N,gloan,ыжгон
413,Stoff::N,danvez,куэм
414,Nadel::N,nadoz,вень
415,Faden::N,neudenn,сӥньыс
416,Knopf::N,bouton,бирды
417,Knoten::N,skoulm,герд
418,Farbe::N,liv,буёл
419,Kleidung::N,dilhad,дӥсь
420,Hemd::N,roc'hed,дэрем
421,Kragen::N,gouzoug,сирес
422,Ärmel::N,milgin,саес
423,Hose::N,bragoù,брюки
424,Hose::N,bragoù,штань
425,Gürtel::N,gouriz,кускерттон
426,Mütze::N,boned,ызьы
427,Schuh::N,botez,ботинка
428,Stiefel::N,botez,сапег
429,Ring::N,gwalenn,зундэс
430,Band::N,bagad,лента
431,Kamm::N,krib,сын
432,Spiegel::N,melezour,синучкон
433,Riemen::N,lerenn,е
434,Schnur::N,kordenn,гозы
435,Leine::N,roll,думет
436,Decke::N,golo,шобрет
437,Kissen::N,goubenner,миндэр
438,Tuch::N,mezher,кышет
439,Handtuch::N,toailhon,ӵушкон
440,Kraft::N,nerzh,кать
441,Kraft::N,nerzh,ӟигар
442,Stärke::N,nerzhder,юнлык
443,Gesundheit::N,yec'hed,тазалык
444,Krankheit::N,klañved,висён
445,Schmerz::N,poan,висён
446,Schmerz::N,droug,висён
447,Wunde::N,gloazadenn,яра
448,Fieber::N,terzhienn,кезег
449,Arznei::N,louzoù,эмъюм
450,Brücke::N,pont,выж
451,Brunnen::N,puñs,колдэч
452,Weide::N,prad,возь
453,Pfad::N,gwenodenn,сюрес
454,Weg::N,hent,сюрес
455,Straße::N,ru,сюрес
456,Straße::N,hent,сюрес
457,Dorf::N,kêr,гурт
458,Dorf::N,kêriadenn,гурт
459,Stadt::N,kêr,кар
460,Stadt::N,kêr,город
461,Brief::N,lizher,гожтэт
462,Buch::N,levr,книга
463,Buchstabe::N,lizherenn,буква
464,Zeitung::N,kazetenn,газет
465,Leben::N,buhez,улон
466,Tod::N,marv,кулон
467,Grab::N,bez,шайгу
468,Kirche::N,iliz,черк
469,Sünde::N,pec'hed,сьӧлык
470,Gott::N,doue,ӥнмар
471,Arbeiter::N,labourer,рабочий
472,Arbeiter::N,micherour,рабочий
473,Chef::N,penn,начальник
474,Meister::N,mestr,кибашлы
475,Arzt::N,mezeg,врач
476,Arzt::N,medisin,врач
477,Lehrer::N,skolaer,дышетӥсь
478,Lehrer::N,kelenner,дышетӥсь
479,Geld::N,arc'hant,уксё
480,Geld::N,arc'hant,коньдон
481,Geschäft::N,stal,уж
482,Laden::N,stal,магазин
483,Preis::N,priz,дун
484,Ware::N,marc'hadourezh,вуз
485,Nutzen::N,gounidegezh,пайда
486,Nutzen::N,lañs,пайда
487,Nutzen::N,profit,пайда
488,Nutzen::N,spleit,пайда
489,Reichtum::N,pinvidigezh,узырлык
490,Welt::N,douar,дунне
491,Land::N,bro,шаер
492,Staat::N,stad,кун
493,König::N,roue,эксэй
494,Macht::N,galloud,власть
495,Grenze::N,harzoù,кунгож
496,Krieg::N,brezel,ож
497,Feind::N,eneber,тушмон
498,Gewalt::N,tâerder,эриктэман
499,Kampf::N,kann,нюръяськон
500,Bogen[Waffe]::N,gwareg,пукыӵ
501,Pfeil::N,saezh,пукыӵ вень
502,Gewehr::N,fuzuilh,пыӵал
503,Fehler::N,fazi,янгыш
504,Lüge::N,gaou,пӧян
505,Lüge::N,gaou,алдан
506,Lüge::N,gaou,ӧрекчан
507,Schaden::N,gwall,изъян
508,Unglück::N,gwalleur,куректон
509,Unglück::N,gwalleur,шудтэме усён
510,Schuld::N,kablusted,янгыш
511,Schuld::N,pec'hedigezh,янгыш
512,Alter::N,oad,арлыд
513,Schluss::N,diwezh,пум
514,Zeit::N,amzer,дыр
515,Tag::N,deizh,нунал
516,Morgen::N,beure,ӵукна
517,Morgen::N,mintin,ӵукна
518,Mittag::N,kreisteiz,лымшор
519,Abend::N,abardaez,ӝыт
520,Abend::N,abardaez,акшан
521,Nacht::N,noz,уй
522,Woche::N,sizhun,арня
523,Monat::N,miz,толэзь
524,Jahr::N,bloaz,ар
525,Frühling::N,nevezamzer,тулыс
526,Sommer::N,hañv,гужем
527,Herbst::N,diskaramzer,сӥзьыл
528,Winter::N,goañv,тол
529,Januar::N,Genver,выльартолэзь
530,Februar::N,C'hwevrer,тулыспал
531,März::N,Meurzh,южтолэзь
532,April::N,Ebrel,оштолэзь
533,Mai::N,Mae,куартолэзь
534,Juni::N,Mezheven,вожотолэзь
535,Juli::N,Gouhere,пӧсьтолэзь
536,August::N,Eost,гудырикошкон
537,September::N,Gwengolo,куарусён
538,Oktober::N,Here,выльӝуктолэзь
539,November::N,Du,шуркынмон
540,Dezember::N,Kerzu,толсур
541,Montag::N,Lun,вордӥськон
542,Dienstag::N,Meurzh,вторник
543,Mittwoch::N,Merc'her,вирнунал
544,Donnerstag::N,Yaou,покчиарня
545,Freitag::N,Gwener,удмуртарня
546,Samstag::N,Sadorn,кӧснунал
547,Sonntag::N,Sul,арня
548,groß::A,bras,бадӟым
549,klein::A,bihan,пичи
550,lang::A,hir,кузь
551,kurz::A,berr,вакчи
552,breit::A,ledan,паськыт
553,schmal::A,strizh,сюлэг
554,dicht::A,stank,ӵем
555,dick[Gegenstand]::A,tev,зӧк
556,dünn::A,moan,векчи
557,fein::A,munut,векчи
558,fest::A,start,юн
559,fest::A,start,чурыт
560,flach::A,plaen,ӵошкыт
561,glatt::A,lintr,гылыт
562,glatt::A,lintr,вольыт
563,glatt::A,levn,гылыт
564,glatt::A,levn,вольыт
565,hart::A,kalet,чурыт
566,weich::A,blot,небыт
567,rund::A,ront,котырес
568,spitz::A,poentet,йылсо
569,scharf::A,dremm,лэчыт
570,stumpf::A,talsoc'h,ныж
571,schwer::A,pounner,секыт
572,schön::A,kaer,чебер
573,heiß::A,tomm,пӧсь
574,warm::A,tomm,шуныт
575,kalt::A,yen,кезьыт
576,kühl::A,yen,юзмыт
577,kühl::A,yen,салкым
578,frisch::A,fresk,выль
579,feucht::A,gleb,мускыт
580,nass::A,gleb,котмем
581,trocken::A,sec'h,кӧс
582,voll::A,leun,тыр
583,leer::A,goullo,буш
584,leer::A,goullo,тырттэм
585,offen::A,digor,усьтэм
586,geschlossen::A,serr,ӵогам
587,geschlossen::A,serr,пунням
588,sauber::A,naet,ӝикыт
589,sauber::A,naet,чылкыт
590,schmutzig::A,lous,нӧд
591,roh::A,kriz,ыль
592,reif::A,darev,вуэм
593,lecker::A,lipous,ческыт
594,lecker::A,saourus,ческыт
595,süß::A,dous,ческыт
596,bitter::A,c'hwerv,курыт
597,sauer::A,trenk,чырс
598,hell::A,sklaer,югыт
599,dunkel::A,teñval,пеймыт
600,schwarz::A,du,сьӧд
601,weiß::A,gwenn,тӧдьы
602,rot::A,ruz,горд
603,gelb::A,melen,ӵуж
604,blau::A,glas,лыз
605,grün::A,gwer,вож
606,grau::A,louet,пурысь
607,bunt::A,liesliv,куӵо
608,billig::A,marc'had-mat,дунтэм
609,teuer::A,ker,дуно
610,wertvoll::A,prizius,дуно
611,blind::A,dall,сукыр
612,blind::A,dall,синтэм
613,taub::A,bouzar,пельтэм
614,kräftig::A,start,кужмо
615,stark::A,kreñv,юн
616,stark::A,kreñv,кужмо
617,schwach::A,gwan,ляб
618,schwach::A,gwan,начар
619,fett::A,lard,кӧй
620,schlank::A,sinkl,веськыт
621,schlank::A,sinkl,веськрес
622,hübsch::A,koant,чебер
623,hübsch::A,koant,синмаськымон
624,böse::A,gwall,лек
625,dumm::A,glep,шузи
626,dumm::A,glep,визьтэм
627,faul::A,lezirek,азьтэм
628,fleißig::A,studius,сюлмо
629,geizig::A,tost,сук
630,klug::A,speredek,визьмо
631,geschickt::A,dornet,усто
632,geschickt::A,dornet,быгатӥсь
633,lieb::A,koant,мусо
634,lustig::A,laouen,шулдыр
635,sanft::A,flour,мусо
636,sanft::A,flour,эрке
637,hungrig::A,marnaon,сютэм
638,krank::A,klañv,висись
639,nackt::A,noazh,гольык
640,traurig::A,trist,мӧзмыт
641,lebendig::A,bev,улэп
642,gut::A,mad,ӟеч
643,gut::A,mad,умой
644,schlecht::A,fall,урод
645,schlecht::A,fall,алама
646,schlecht::A,gwall,урод
647,schlecht::A,gwall,алама
648,richtig::A,reizh,шонер
649,schlimm::A,gwall,алама
650,wahr::A,gwir,зэмос
651,alt::A,kozh,вуж
652,neu::A,nevez,выль
653,ehemalig::A,kozh,азьвылэз
654,alt[Lebewesen]::A,kozh,пересь
655,jung::A,yaouank,егит
656,jung::A,yaouank,пинал
657,arm::A,paour,начар
658,arm::A,paour,куанер
659,reich::A,pinvidik,узыр
660,bekannt::A,anavezet,тодмо
661,berühmt::A,brudet,дано
662,fremd::A,dizanav,ят
663,verschieden::A,disheñel,пӧртэм
664,nah::A,nes,матысь
665,fern::A,diabell,кыдёкысь
666,linker::A,kleiz,паллян
667,rechter::A,dehoù,бур
668,rechter::A,dehoù,бурпал
669,anderer::A,all,мукет
670,erster::A,kentañ,нырысетӥез
671,zweiter::A,eil,кыктэтӥез
672,dritter::A,trede,кунньметӥез
673,letzter::A,diwezhañ,берло
674,letzter::A,diwezhañ,берпум
675,allein::ADV,e-unan,огназ
676,auf einmal::ADV,ar un dro,огдыре
677,zusammen::ADV,asambles,ӵош
678,zusammen::ADV,asambles,валче
679,lange::ADV,pell,кема
680,plötzlich::ADV,en un taol,мапламтэ шорысь
681,sofort::ADV,diouzhtu,али ик
682,später::ADV,diwezhatoc'h,бергес
683,später::ADV,diwezhatoc'h,берлогес
684,jetzt::ADV,bremañ,али
685,jetzt::ADV,bremañ,табере
686,heute::ADV,hiziv,туннэ
687,morgen::ADV,arc'hoazh,ӵуказе
688,bald::ADV,hepdale,ӝоген
689,dann::ADV,a-c'houde,берло
690,gestern::ADV,dec'h,толон
691,einst::ADV,gwechall,огпол
692,einst::ADV,gwechall,одӥг пол
693,damals::ADV,neuze,соку
694,danach::ADV,goude,собере
695,vorher::ADV,diagent,азьло
696,vorher::ADV,diagent,азьвыл
697,zuerst::ADV,da gentañ,азьло
698,einmal::ADV,ur wech,огпол
699,manchmal::ADV,a-wechoù,куддыръя
700,oft::ADV,alies,ӵем
701,immer::ADV,atav,пыр
702,immer::ADV,atav,котьку
703,immer::ADV,bepred,пыр
704,immer::ADV,bepred,котьку
705,niemals::ADV,gwech ebet,уз ноку
706,hier::ADV,amañ,татын
707,hierhin::ADV,dre amañ,татчы
708,von hier::ADV,alemañ,татысь
709,dort::ADV,aze,отӥ
710,dort::ADV,aze,отын
711,dort::ADV,ahont,отӥ
712,dort::ADV,ahont,отын
713,dorthin::ADV,di,отчы
714,dorthin::ADV,aze,отчы
715,dorthin::ADV,ahont,отчы
716,geradeaus::ADV,war-eeun,меӵак
717,vorwärts::ADV,war-raok,азьлань
718,rückwärts::ADV,war-lerc'h,берлань
719,zurück::ADV,war-dreñv,берен
720,zurück::ADV,war-dreñv,берлань
721,unten::ADV,en traoñ,улын
722,hinab::ADV,a-izel,улэ
723,oben::ADV,en nec'h,вылын
724,oben::ADV,en nec'h,вылӥын
725,hinauf::ADV,e-krec'h,вылэ
726,hinauf::ADV,e-krec'h,вылӥе
727,hinauf::ADV,e-krec'h,выллань
728,überall::ADV,dre-holl,котькытын
729,überall::ADV,dre-holl,пасьтана
730,nicht::ADV,ne ... ket,уз
731,ein wenig::ADV,un tammig,ичи
732,ein wenig::ADV,un tammig,ӧжыт
733,ein wenig::ADV,un tammig,огшап
734,kaum::ADV,a-boan,муртса
735,sehr::ADV,-tre,туж
736,sehr::ADV,-tre,лекос
737,sehr::ADV,-kenañ,туж
738,sehr::ADV,-kenañ,лекос
739,so::ADV,evel-se,озьы
740,so::ADV,evel-se,тазьы
741,noch::ADV,c'hoazh,на
742,nur::ADV,hepken,гинэ
743,schon::ADV,dija,ни
744,schon::ADV,dija,ини
745,wieder::ADV,adarre,нош
746,wieder::ADV,adarre,кайта
747,vor::PRP,dirak,азьын
748,hinter::PRP,a-drek,берын
749,hinter::PRP,a-drek,бӧрсьы
750,hinter::PRP,a-dreñv,берын
751,hinter::PRP,a-dreñv,бӧрсьы
752,unter::PRP,dindan,улын
753,durch::PRP,dre,пыр
754,durch::PRP,dre,пыртӥ
755,neben::PRP,e-kichen,бордын
756,zwischen::PRP,etre,вискын
757,wegen::PRP,abalamour da,сэрен
758,dies::PRN,hemañ,та
759,das::PRN,se,со
760,das::PRN,hennezh,со
761,alles::PRN,pep tra,ваньмыз
762,ich::PRN,me,мон
763,du::PRN,te,тон
764,er::PRN,eñ,со
765,wir::PRN,ni,ми
766,ihr::PRN,c'hwi,тӥ
767,sie::PRN,int,соос
768,was::FPRN,petra,ма
769,wer::FPRN,piv,кин
770,wo::FADV,pelec'h,кытын
771,wohin::FADV,da belec'h,кытчы
772,wie::FADV,penaos,кызьы
773,warum::FADV,perak,малы
774,wieviel::FNUM,pet,кӧня
775,eins::NUM,unan,одӥг
776,zwei::NUM,daou,кык
777,drei::NUM,tri,куинь
778,vier::NUM,pevar,ньыль
779,fünf::NUM,pemp,вить
780,sechs::NUM,c'hwec'h,куать
781,sieben::NUM,seizh,сизьым
782,acht::NUM,eizh,тямыс
783,neun::NUM,nav,укмыс
784,zehn::NUM,dek,дас
785,elf::NUM,unnek,дас одӥг
786,zwölf::NUM,daouzek,дас кык
787,zwanzig::NUM,ugent,кызь
788,dreißig::NUM,tregont,куамын
789,vierzig::NUM,daou-ugent,ньыльдон
790,fünfzig::NUM,hanter-kant,витьтон
791,sechzig::NUM,tri-ugent,куатьтон
792,siebzig::NUM,dek ha tri-ugent,сизьымдон
