,Concept_ID,eu,cy
112,Wiese::N,larre,dôl
113,Wiese::N,belardi,dôl
114,Wald::N,baso,coedwig
115,Wald::N,oihan,coedwig
116,Hügel::N,muino,bryn
117,Hügel::N,pentoka,bryn
118,Anhöhe::N,garai,bryn
119,Anhöhe::N,goragune,bryn
120,Berg::N,mendi,mynydd
121,Gipfel::N,gain,copa
122,Gipfel::N,tontor,copa
123,Höhle::N,kobazulo,ogof
124,Abhang::N,aldapa,llethr
125,Quelle::N,iturri,tarddiad
126,Quelle::N,iturri,ffynhonnell
127,Quelle::N,iturbegi,tarddiad
128,Quelle::N,iturbegi,ffynhonnell
129,Bach::N,lats,nant
130,Bach::N,lats,afonig
131,Bach::N,lats,cornant
132,Bach::N,erreka,nant
133,Bach::N,erreka,afonig
134,Bach::N,erreka,cornant
135,Fluss::N,ibai,afon
136,Fluss::N,uhaitz,afon
137,Ufer::N,bazter,glan
138,Küste::N,itsasalde,traeth
139,Küste::N,itsasalde,arfordir
140,Festland::N,lehor,tir
141,Meer::N,itsaso,môr
142,Bucht::N,golko,bae
143,Insel::N,irla,ynys
144,Insel::N,uharte,ynys
145,Blume::N,lili,blodyn
146,Gras::N,belar,glaswellt
147,Wurzel::N,zuztar,gwreiddyn
148,Wurzel::N,sustrai,gwreiddyn
149,Baum::N,zuhaitz,coeden
150,Stamm::N,enbor,colfen
151,Stamm::N,enbor,boncyff
152,Rinde::N,azal,rhisgl
153,Ast::N,adar,cangen
154,Zweig::N,abar,cainc
155,Zweig::N,abar,cangen
156,Blatt::N,hosto,deilen
157,Birke::N,urki,bedwen
158,Kiefer[Baum]::N,ler,pinwydden
159,Weide[Baum]::N,zume,helygen
160,Weide[Baum]::N,sahats,helygen
161,Tanne::N,izei,ffynidwydden
162,Horn::N,adar,corn
163,Feder::N,luma,plufyn
164,Feder::N,hegaki,plufyn
165,Fell::N,ile,ffwr
166,Fell::N,larru,ffwr
167,Flügel::N,hego,adain
168,Klaue::N,atzapar,crafanc
169,Kralle::N,erpe,ewin
170,Kralle::N,atzapar,ewin
171,Schwanz::N,isats,cwt
172,Schwanz::N,isats,cynffon
173,Schwanz::N,buztan,cwt
174,Schwanz::N,buztan,cynffon
175,Ei::N,arrautza,wy
176,Nest::N,habia,nyth
177,Bau::N,ohantze,ffau
178,Tier::N,abere,anifail
179,Tier::N,piztia,anifail
180,Herde::N,saldo,praidd
181,Herde::N,saldo,diadell
182,Herde::N,abere talde,praidd
183,Herde::N,abere talde,diadell
184,Kuh::N,behi,buwch
185,Bulle::N,zezen,tarw
186,Pferd::N,zaldi,ceffyl
187,Schaf::N,ardi,dafad
188,Schwein::N,urde,mochyn
189,Schwein::N,txerri,mochyn
190,Hund::N,txakur,ci
191,Katze::N,katu,cath
192,Bär::N,hartz,arth
193,Eichhörnchen::N,urtxintxa,gwiwer
194,Elch::N,altze,elc
195,Fuchs::N,azeri,cadno
196,Hase::N,erbi,ysgyfarnog
197,Maus::N,sagu,llygoden
198,Wolf::N,otso,blaidd
199,Vogel::N,txori,aderyn
200,Vogel::N,hegazti,aderyn
201,Schwarm::N,aldra,haid
202,Huhn::N,oilo,cyw
203,Hahn::N,oilar,ceiliog
204,Gans::N,antzara,gŵydd
205,Adler::N,arrano,eryr
206,Ente::N,ahate,hwyad
207,Eule::N,hontza,tylluan
208,Kranich::N,kurrilo,garan
209,Kranich::N,kurrilo,crychydd
210,Krähe::N,bele,brân
211,Kuckuck::N,kuku,cog
212,Kuckuck::N,kuku,cwcw
213,Schwan::N,beltxarga,alarch
214,Fisch::N,arrain,pysgod
215,Barsch::N,perka,draenog
216,Hecht::N,lutxo,penhwyad
217,Schlange[Tier]::N,suge,neidr
218,Wurm::N,har,abwydyn
219,Wurm::N,har,pryf genwair
220,Spinne::N,armiarma,cor
221,Spinne::N,armiarma,pryf copyn
222,Ameise::N,inurri,morgrugyn
223,Laus::N,zorri,lleuen
224,Mücke::N,eltxo,gwybedyn
225,Fliege::N,euli,cleren
226,Schmetterling::N,pinpirin,glöyn byw
227,Schmetterling::N,pinpirin,iâr fach yr haf
228,Schmetterling::N,tximeleta,glöyn byw
229,Schmetterling::N,tximeleta,iâr fach yr haf
230,Beere::N,baia,aeronen
231,Apfel::N,sagar,afal
232,Pilz::N,onddo,madarch
233,Pilz::N,perretxiko,madarch
234,Zwiebel::N,tipula,nionyn
235,Zwiebel::N,tipula,winwnsyn
236,Saat::N,haziak,had
237,Korn::N,ale,grawn
238,Korn::N,pikor,grawn
239,Heu::N,belar ondu,gwair
240,Schale::N,azal,croen
241,Schale::N,azal,plisgyn
242,Grube::N,hobi,pwll
243,Grube::N,hobi,pydew
244,Falle::N,harrapagailu,magl
245,Schlinge::N,bilur,cwlwm rhedeg
246,Schlinge::N,xedera,cwlwm rhedeg
247,Spur::N,lorratz,ôl
248,Asche::N,errauts,lludw
249,Dreck::N,satsukeria,baw
250,Dreck::N,satsukeria,budreddi
251,Eisen::N,burdina,haearn
252,Gold::N,urre,aur
253,Gold::N,urregorri,aur
254,Silber::N,zilar,arian
255,Silber::N,urrezuri,arian
256,Kohle::N,ikatz,glo
257,Glas::N,beira,gwydr
258,Lehm::N,buztin,clai
259,Sand::N,harea,tywod
260,Sand::N,hondar,tywod
261,Mensch::N,gizaki,dyn
262,Mann::N,gizon,dyn
263,Frau::N,andere,merch
264,Frau::N,andere,gwraig
265,Frau::N,emakume,merch
266,Frau::N,emakume,gwraig
267,Kind::N,haur,plentyn
268,Junge::N,mutil,hogyn
269,Junge::N,mutil,bachgen
270,Mädchen::N,neska,merch
271,Mädchen::N,neska,geneth
272,Familie::N,sendi,teulu
273,Familie::N,sendi,tylwyth
274,Familie::N,familia,teulu
275,Familie::N,familia,tylwyth
276,Großvater::N,aitona,taid
277,Großvater::N,aitona,tad-cu
278,Großvater::N,aitatxi,taid
279,Großvater::N,aitatxi,tad-cu
280,Großmutter::N,amona,nain
281,Großmutter::N,amona,mam-gu
282,Großmutter::N,amatxi,nain
283,Großmutter::N,amatxi,mam-gu
284,Eltern::N,gurasoak,rhieni
285,Vater::N,aita,tad
286,Mutter::N,ama,mam
287,Sohn::N,seme,mab
288,Tochter::N,alaba,merch
289,Bruder::N,neba,brawd
290,Bruder::N,anaia,brawd
291,Schwester::N,ahizpa,chwaer
292,Onkel::N,osaba,ewythr
293,Tante::N,izeba,modryb
294,Ehemann::N,senar,gŵr
295,Ehefrau::N,emazte,gwraig
296,Freude::N,poz,gorfoledd
297,Freude::N,pozkari,gorfoledd
298,Gelächter::N,barre,chwerthin
299,Gelächter::N,karkara,chwerthin
300,Glück::N,zori,hapusrwydd
301,Kummer::N,xangrin,galar
302,Kummer::N,atsekabe,galar
303,Wunsch::N,nahi,dymuniad
304,Wunsch::N,nahikunde,dymuniad
305,Lust::N,gogo,chwant
306,Geist::N,gogo,ysbryd
307,Gedanke::N,gogoeta,meddwl
308,Gedächtnis::N,oroimen,cof
309,Gedächtnis::N,gogoramen,cof
310,Verstand::N,adimen,meddwl
311,Verstand::N,ulermen,meddwl
312,Sinn::N,zentzu,ystyr
313,Grund::N,zergati,achos
314,Grund::N,zergati,rheswm
315,Wahrheit::N,egia,gwir
316,Wahrheit::N,egia,gwirionedd
317,Gespräch::N,hizketa,sgwrs
318,Gespräch::N,elkarrizketa,sgwrs
319,Märchen::N,ipuin,chwedl werin
320,Erzählung::N,edesti,stori
321,Erzählung::N,kontakizun,stori
322,Nachricht::N,albiste,neges
323,Neuigkeit::N,berri,newydd
324,Name::N,izen,enw
325,Rätsel::N,asmakizun,pos
326,Rede::N,hitzaldi,araith
327,Rede::N,mintzaldi,araith
328,Sprache::N,hizkuntza,iaith
329,Stimme::N,ahots,llais
330,Wort::N,hitz,gair
331,Zeichen::N,agerbide,arwydd
332,Zeichen::N,agergarri,arwydd
333,Ruf::N,dei,galwad
334,Lärm::N,zarata,trwst
335,Lärm::N,harrabots,trwst
336,Laut::N,hots,sain
337,Ton::N,tonu,tôn
338,Ton::N,soinu,tôn
339,Lied::N,abesti,cân
340,Ruhe::N,nasaitasun,tawelwch
341,Leute::N,jende,pobl
342,Volk::N,herri,pobl
343,Volk::N,populu,pobl
344,Arbeit::N,lan,gwaith
345,Gast::N,arrotz,gwestai
346,Gast::N,apopilo,gwestai
347,Geschenk::N,opari,rhodd
348,Geschenk::N,opari,anrheg
349,Spiel::N,jolas,chwarae
350,Gesellschaft::N,gizarte,cwmni
351,Hilfe::N,helpide,cymorth
352,Hilfe::N,laguntza,cymorth
353,Freund::N,lagun,cyfaill
354,Kamerad::N,adiskide,cydymaith
355,Kamerad::N,lagunkide,cydymaith
356,Angelegenheit::N,afera,pwnc
357,Anzahl::N,kopuru,cyfrif
358,Art::N,mota,bath
359,Stück::N,puska,darn
360,Teil::N,atal,rhan
361,Hälfte::N,erdi,hanner
362,Kreis::N,biribilki,cylch
363,Kreuz::N,gurutze,croes
364,Linie::N,linea,llinell
365,Strich::N,marra,strôc
366,Strich::N,marra,trawiad
367,Abstand::N,tarte,bwlch
368,Abstand::N,tarte,pellter
369,Entfernung::N,urrunera,pellter
370,Gegend::N,alderdi,cylch
371,Gegend::N,eskualde,cylch
372,Platz::N,leku,lle
373,Ort::N,toki,lle
374,Seite::N,albo,ochr
375,Mitte::N,erdi,canol
376,Gegenstand::N,gauzaki,eitem
377,Sache::N,gauza,peth
378,Rand::N,ertz,cwr
379,Rand::N,ertz,ymyl
380,Kante::N,ertz,min
381,Kante::N,ertz,ymyl
382,Ecke::N,kantoi,cornel
383,Spitze::N,punta,blaen
384,Ende::N,buru,pen
385,Ende::N,mutur,pen
386,Loch::N,zulo,twll
387,Winkel::N,zoko,congl
388,Winkel::N,bazter,congl
389,Muster::N,eredu,patrwm
390,Muster::N,marrazki,patrwm
391,Größe::N,kaizu,maint
392,Größe::N,kaizu,maintioli
393,Größe::N,tamaina,maint
394,Größe::N,tamaina,maintioli
395,Länge::N,luzera,hyd
396,Höhe::N,goiera,uchder
397,Höhe::N,garaiera,uchder
398,Gewicht::N,hazta,pwysau
399,Menge::N,kopuru,swm
400,Menge::N,kopuru,maint
401,Haufen::N,pila,pentwr
402,Haufen::N,mendoi,pentwr
403,Reihe::N,ilara,rhes
404,Reihe::N,errenkada,rhes
405,Boot::N,potin,cwch
406,Boot::N,txalupa,cwch
407,Ruder::N,arraun,rhwyf
408,Schlitten::N,lera,sled
409,Schlitten::N,lera,car llusg
410,Schlitten::N,narra,sled
411,Schlitten::N,narra,car llusg
412,Ski::N,eski,sgi
413,Lagerfeuer::N,su,coelcerth
414,Last::N,zama,llwyth
415,Last::N,karga,llwyth
416,Gang::N,ibilera,tro
417,Schritt::N,pauso,cam
418,Schritt::N,urrats,cam
419,Norden::N,ipar,gogledd
420,Norden::N,iparralde,gogledd
421,Süden::N,hego,de
422,Süden::N,hegoalde,de
423,Westen::N,sartalde,gorllewin
424,Westen::N,mendebalde,gorllewin
425,Osten::N,ekialde,dwyrain
426,Osten::N,sortalde,dwyrain
427,Holz::N,zur,pren
428,Brett::N,ohol,bwrdd
429,Brett::N,ohol,astell
430,Platte::N,lauza,llech
431,Stütze::N,irozgarri,ateg
432,Stütze::N,irozgarri,cynhalydd
433,Stütze::N,bermagailu,ateg
434,Stütze::N,bermagailu,cynhalydd
435,Stange::N,haga,polyn
436,Stock::N,makila,ffon
437,Stock::N,makila,brigyn
438,Stab::N,makila,ffon
439,Rohr::N,hodi,pibell
440,Haus::N,etxe,tŷ
441,Heim::N,etxe,cartref
442,Heim::N,etxaleku,cartref
443,Ofen::N,berogailu,stof
444,Fußboden::N,zoru,llawr
445,Tisch::N,mahai,bwrdd
446,Stuhl::N,aulki,cadair
447,Wiege::N,kuma,crud
448,Wiege::N,sehaska,crud
449,Bett::N,ohe,gwely
450,Bett::N,ohatze,gwely
451,Regal::N,apalategi,silff
452,Kiste::N,kutxa,bocs
453,Kiste::N,kutxa,blwch
454,Fenster::N,leiho,ffenestr
455,Tür::N,ate,drws
456,Tor::N,atari,porth
457,Zaun::N,hesi,ffens
458,Dach::N,teilatu,to
459,Leiter::N,zurubi,ysgol
460,Besen::N,erratz,ysgub
461,Spaten::N,burdinpala,rhaw
462,Schaufel::N,pala,rhaw
463,Gabel::N,sardexka,fforc
464,Löffel::N,koilara,llwy
465,Messer::N,aizto,cyllell
466,Nagel::N,iltze,hoel
467,Netz::N,sare,gwe
468,Netz::N,sare,rhwyd
469,Haken::N,mako,bach
470,Griff::N,eskutoki,carn
471,Schloss::N,sarraila,clo
472,Bild::N,irudi,llun
473,Bild::N,irudi,pictiwr
474,Figur::N,figura,ffigur
475,Puppe::N,panpina,dol
476,Puppe::N,andrakila,dol
477,Beutel::N,zorro,cwd
478,Bündel::N,azao,bwndel
479,Bündel::N,azao,coflaid
480,Bündel::N,espal,bwndel
481,Bündel::N,espal,coflaid
482,Tasche::N,poltsa,cod
483,Eimer::N,treska,bwced
484,Eimer::N,treska,cunnog
485,Deckel::N,tapa,caead
486,Deckel::N,estalki,caead
487,Geschirr::N,baxera,llestri
488,Geschirr::N,ontziteria,llestri
489,Sack::N,zaku,sach
490,Tasse::N,kikara,cwpan
491,Topf::N,ontzi,pot
492,Topf::N,ontzi,crochan
493,Topf::N,lapiko,pot
494,Topf::N,lapiko,crochan
495,Kessel::N,pazia,tegell
496,Essen::N,janaldi,pryd o fwyd
497,Nahrung::N,jan,bwyd
498,Speise::N,jaki,saig
499,Fleisch::N,okela,cig
500,Fleisch::N,haragi,cig
501,Getreide::N,labore,ŷd
502,Getreide::N,labore,llafur
503,Brei::N,ahi,uwd
504,Brei::N,pure,uwd
505,Brot::N,ogi,bara
506,Scheibe::N,xerra,tafell
507,Scheibe::N,pirripita,tafell
508,Fett::N,urin,saim
509,Fett::N,urin,braster
510,Fett::N,koipe,saim
511,Fett::N,koipe,braster
512,Butter::N,gurin,ymenyn
513,Öl::N,olio,olew
514,Salz::N,gatz,halen
515,Suppe::N,zopa,cawl
516,Suppe::N,salda,cawl
517,Honig::N,ezti,mêl
518,Milch::N,esne,llaeth
519,Milch::N,esne,llefrith
520,Tee::N,te,te
521,Leder::N,larru,lledr
522,Wolle::N,artile,gwlân
523,Stoff::N,ehun,lliain
524,Stoff::N,ehun,brethyn
525,Nadel::N,orratz,nodwydd
526,Nadel::N,jostorratz,nodwydd
527,Faden::N,hari,edau
528,Faden::N,hari,edefyn
529,Knopf::N,botoi,botwm
530,Knoten::N,korapilo,cwlwm
531,Farbe::N,pintura,paent
532,Kleidung::N,arropa,dillad
533,Kleidung::N,arropa,gwisgoedd
534,Kleidung::N,jantziak,dillad
535,Kleidung::N,jantziak,gwisgoedd
536,Hemd::N,atorra,crys
537,Hemd::N,alkandora,crys
538,Kragen::N,idun,coler
539,Ärmel::N,mahuka,llawes
540,Hose::N,prakak,trowsus
541,Hose::N,galtzak,trowsus
542,Gürtel::N,gerriko,gwregys
543,Mütze::N,txano,cap
544,Mütze::N,txapel,cap
545,Schuh::N,oski,esgid
546,Schuh::N,oinetako,esgid
547,Stiefel::N,bota,botasen
548,Ring::N,uztai,modrwy
549,Band::N,zinta,rhuban
550,Band::N,xingola,rhuban
551,Kamm::N,orrazi,crib
552,Spiegel::N,mirail,drych
553,Riemen::N,uhal,strap
554,Schnur::N,lokailu,llinyn
555,Leine::N,lotura,tennyn
556,Decke::N,burusi,blanced
557,Decke::N,burusi,gwrthban
558,Kissen::N,kuxin,clustog
559,Kissen::N,kuxin,gobennydd
560,Tuch::N,zapi,sgarff
561,Tuch::N,oihal,sgarff
562,Handtuch::N,eskuzapi,tywel
563,Handtuch::N,eskuzapi,lliain sychu
564,Handtuch::N,eskuoihal,tywel
565,Handtuch::N,eskuoihal,lliain sychu
566,Kraft::N,indar,grym
567,Stärke::N,indar,nerth
568,Stärke::N,indar,cryfder
569,Gesundheit::N,osasun,iechyd
570,Krankheit::N,eritasun,afiechyd
571,Krankheit::N,eritasun,anhwylder
572,Krankheit::N,gaixotasun,afiechyd
573,Krankheit::N,gaixotasun,anhwylder
574,Schmerz::N,min,poen
575,Schmerz::N,min,gwayw
576,Wunde::N,zauri,clwyf
577,Fieber::N,sukar,twymyn
578,Arznei::N,osagai,meddyginiaeth
579,Arznei::N,sendagai,meddyginiaeth
580,Brücke::N,zubi,pont
581,Brunnen::N,putzu,ffynnon
582,Weide::N,alha,porfa
583,Weide::N,bazkaleku,porfa
584,Pfad::N,zidor,llwybr
585,Pfad::N,bidexka,llwybr
586,Weg::N,bide,ffordd
587,Straße::N,errepide,heol
588,Straße::N,errepide,ffordd
589,Dorf::N,herri,pentref
590,Stadt::N,hiri,tref
591,Brief::N,gutun,llythyr
592,Brief::N,eskutitz,llythyr
593,Buch::N,liburu,llyfr
594,Buchstabe::N,hizki,llythyren
595,Zeitung::N,egunkari,papur newydd
596,Leben::N,bizi,bywyd
597,Leben::N,bizitza,bywyd
598,Tod::N,herio,marwolaeth
599,Tod::N,heriotza,marwolaeth
600,Grab::N,hobi,bedd
601,Grab::N,hilobi,bedd
602,Kirche::N,eliza,eglwys
603,Sünde::N,hoben,pechod
604,Sünde::N,bekatu,pechod
605,Gott::N,jainko,duw
606,Arbeiter::N,langile,gweithiwr
607,Arbeiter::N,behargin,gweithiwr
608,Chef::N,nagusi,pennaeth
609,Meister::N,maisu,meistr
610,Arzt::N,osagile,meddyg
611,Arzt::N,sendagile,meddyg
612,Lehrer::N,irakasle,athro
613,Geld::N,diru,pres
614,Geld::N,diru,arian
615,Geschäft::N,negozio,busnes
616,Laden::N,denda,siop
617,Laden::N,saltegi,siop
618,Preis::N,prezio,pris
619,Preis::N,salneurri,pris
620,Ware::N,salgai,nwydd
621,Nutzen::N,onura,elw
622,Nutzen::N,onura,budd
623,Nutzen::N,probetxu,elw
624,Nutzen::N,probetxu,budd
625,Reichtum::N,aberastasun,cyfoeth
626,Welt::N,ludi,byd
627,Welt::N,mundu,byd
628,Land::N,herrialde,gwlad
629,Staat::N,estatu,gwladwriaeth
630,König::N,errege,brenin
631,Macht::N,botere,grym
632,Macht::N,botere,awdurdod
633,Grenze::N,muga,ffin
634,Grenze::N,muga,goror
635,Krieg::N,guda,rhyfel
636,Feind::N,etsai,gelyn
637,Feind::N,arerio,gelyn
638,Gewalt::N,bortxa,ffyrnigrwydd
639,Gewalt::N,bortizkeria,ffyrnigrwydd
640,Kampf::N,gudu,brwydr
641,Kampf::N,auska,brwydr
642,Bogen[Waffe]::N,arku,bwa
643,Pfeil::N,gezi,saeth
644,Gewehr::N,fusil,dryll
645,Fehler::N,huts,gwall
646,Fehler::N,huts,camgymeriad
647,Fehler::N,hutsegin,gwall
648,Fehler::N,hutsegin,camgymeriad
649,Lüge::N,gezur,celwydd
650,Lüge::N,gezur,anwiredd
651,Schaden::N,kalte,niwed
652,Schaden::N,kalte,difrod
653,Unglück::N,zoritxar,anffawd
654,Unglück::N,zorigaitz,anffawd
655,Schuld::N,erru,bai
656,Alter::N,adin,oed
657,Schluss::N,bukaera,diwedd
658,Zeit::N,aldi,amser
659,Zeit::N,denbora,amser
660,Tag::N,egun,dydd
661,Tag::N,egun,diwrnod
662,Morgen::N,goiz,bore
663,Mittag::N,eguerdi,nawn
664,Abend::N,arrats,noswaith
665,Nacht::N,gau,nos
666,Woche::N,aste,wythnos
667,Monat::N,hil,mis
668,Jahr::N,urte,blwyddyn
669,Frühling::N,udalehen,gwanwyn
670,Sommer::N,uda,haf
671,Herbst::N,udazken,hydref
672,Herbst::N,neguantz,hydref
673,Winter::N,negu,gaeaf
674,Januar::N,urtarril,Ionawr
675,Februar::N,otsail,Chwefror
676,März::N,martxo,Mawrth
677,April::N,apiril,Ebrill
678,Mai::N,maiatz,Mai
679,Juni::N,ekain,Mehefin
680,Juli::N,uztail,Gorffennaf
681,August::N,abuztu,Awst
682,September::N,irail,Medi
683,Oktober::N,urri,Hydref
684,November::N,azaro,Tachwedd
685,Dezember::N,abendu,Rhagfyr
686,Montag::N,astelehen,dydd Llun
687,Dienstag::N,astearte,dydd Mawrth
688,Mittwoch::N,asteazken,dydd Mercher
689,Donnerstag::N,ostegun,dydd Iau
690,Freitag::N,ostiral,dydd Gwener
691,Samstag::N,larunbat,dydd Sadwrn
692,Sonntag::N,igande,dydd Sul
693,groß::A,handi,mawr
694,klein::A,txiki,bach
695,lang::A,luze,hir
696,kurz::A,labur,byr
697,kurz::A,labur,cwta
698,breit::A,zabal,llydan
699,schmal::A,mehar,cul
700,dicht::A,sarri,dwys
701,dicht::A,trinko,dwys
702,dick[Gegenstand]::A,lodi,trwchus
703,dünn::A,mehe,tenau
704,fein::A,fin,main
705,fest::A,tinko,cadarn
706,flach::A,lau,gwastad
707,flach::A,ordoki,gwastad
708,glatt::A,leun,llyfn
709,hart::A,gogor,caled
710,weich::A,bigun,meddal
711,weich::A,beratz,meddal
712,rund::A,biribil,crwn
713,spitz::A,puntadun,pigfain
714,scharf::A,zorrotz,miniog
715,stumpf::A,kamuts,pŵl
716,schwer::A,astun,trwm
717,schwer::A,pisutsu,trwm
718,schön::A,eder,teg
719,schön::A,eder,hardd
720,schön::A,eder,prydferth
721,heiß::A,bero,poeth
722,heiß::A,oso bero,poeth
723,warm::A,bero,twym
724,warm::A,bero,cynnes
725,kalt::A,hotz,oer
726,kühl::A,hotzil,oeraidd
727,frisch::A,fresko,iach
728,frisch::A,hozkirri,iach
729,feucht::A,heze,llaith
730,nass::A,busti,gwlyb
731,trocken::A,siku,sych
732,trocken::A,lehor,sych
733,voll::A,bete,llawn
734,leer::A,huts,gwag
735,offen::A,ireki,agored
736,geschlossen::A,itxita,caead
737,geschlossen::A,itxita,caeëdig
738,sauber::A,xahu,glân
739,sauber::A,garbi,glân
740,schmutzig::A,lohi,budr
741,schmutzig::A,lohi,brwnt
742,schmutzig::A,zikin,budr
743,schmutzig::A,zikin,brwnt
744,roh::A,gordin,amrwd
745,reif::A,umo,aeddfed
746,reif::A,heldu,aeddfed
747,lecker::A,goxo,blasus
748,lecker::A,goxo,danteithiol
749,süß::A,goxo,melys
750,bitter::A,karmin,chwerw
751,bitter::A,garratz,chwerw
752,sauer::A,mingots,sur
753,hell::A,argi,disglair
754,dunkel::A,ilun,tywyll
755,schwarz::A,beltz,du
756,weiß::A,zuri,gwyn
757,rot::A,gorri,coch
758,gelb::A,hori,melyn
759,blau::A,urdin,glas
760,grün::A,berde,gwyrdd
761,grün::A,musker,gwyrdd
762,grau::A,urdin,llwyd
763,grau::A,urdinabar,llwyd
764,bunt::A,koloretsu,lliwgar
765,billig::A,merke,rhad
766,teuer::A,garesti,drud
767,wertvoll::A,baliotsu,gwerthfawr
768,blind::A,itsu,dall
769,taub::A,gor,byddar
770,kräftig::A,kementsu,nerthol
771,kräftig::A,kementsu,grymus
772,stark::A,bizkor,cryf
773,stark::A,bizkor,cadarn
774,stark::A,indartsu,cryf
775,stark::A,indartsu,cadarn
776,schwach::A,ahul,gwan
777,schwach::A,indargabe,gwan
778,fett::A,gizen,tew
779,schlank::A,lerden,main
780,hübsch::A,polit,tlws
781,böse::A,tzar,drwg
782,böse::A,gaizto,drwg
783,dumm::A,lelo,twp
784,dumm::A,pello,twp
785,faul::A,nagi,diog
786,faul::A,alfer,diog
787,fleißig::A,maratz,dyfal
788,fleißig::A,lanzale,dyfal
789,geizig::A,zeken,crintach
790,geizig::A,zeken,cybyddlyd
791,geizig::A,zikoitz,crintach
792,geizig::A,zikoitz,cybyddlyd
793,klug::A,zuhur,deallus
794,geschickt::A,trebe,medrus
795,geschickt::A,trebe,deheuig
796,geschickt::A,antzetsu,medrus
797,geschickt::A,antzetsu,deheuig
798,lieb::A,maite,hoff
799,lieb::A,maite,annwyl
800,lieb::A,laztan,hoff
801,lieb::A,laztan,annwyl
802,lustig::A,alaitsu,llon
803,sanft::A,eme,mwyn
804,sanft::A,ezti,mwyn
805,hungrig::A,gose,newynog
806,krank::A,eri,sâl
807,krank::A,eri,gwael
808,krank::A,gaixo,sâl
