,Concept_ID,nl,fi
78,Boden::N,grond,maa
79,Boden::N,grond,maaperä
80,Erde::N,aarde,maa
81,Staub::N,stof,pöly
82,Rauch::N,rook,savu
83,Funke::N,vonk,kipinä
84,Feuer::N,vuur,tuli
85,Licht::N,licht,valo
86,Schatten::N,schaduw,varjo
87,Wetter::N,weer,sää
88,Nebel::N,mist,sumu
89,Nebel::N,nevel,sumu
90,Wolke::N,wolk,pilvi
91,Regen::N,regen,sade
92,Schnee::N,sneeuw,lumi
93,Eis::N,ijs,jää
94,Frost::N,vorst,halla
95,Frost::N,vorst,pakkanen
96,Kälte::N,kou,vilu
97,Kälte::N,kou,kylmyys
98,Kälte::N,koude,vilu
99,Kälte::N,koude,kylmyys
100,Hitze::N,hitte,helle
101,Hitze::N,hitte,kuumuus
102,Raureif::N,rijp,huurre
103,Regenbogen::N,regenboog,sateenkaari
104,Donner::N,donder,jyrinä
105,Strömung::N,stroming,virtaus
106,Tropfen::N,druppel,tippa
107,Tropfen::N,druppel,pisara
108,Schaum::N,schuim,vaahto
109,Schmutz::N,vuil,loka
110,See::N,meer,järvi
111,Sumpf::N,moeras,suo
112,Moor::N,veen,räme
113,Wiese::N,wei,niitty
114,Wiese::N,weide,niitty
115,Wald::N,bos,metsä
116,Hügel::N,heuvel,mäki
117,Hügel::N,heuvel,kumpu
118,Hügel::N,heuvel,kukkula
119,Anhöhe::N,hoogte,mäki
120,Anhöhe::N,hoogte,kumpare
121,Berg::N,berg,mäki
122,Berg::N,berg,vuori
123,Gipfel::N,top,laki
124,Gipfel::N,top,huippu
125,Höhle::N,hol,luola
126,Abhang::N,helling,rinne
127,Quelle::N,bron,lähde
128,Bach::N,beek,puro
129,Fluss::N,stroom,joki
130,Ufer::N,wal,ranta
131,Ufer::N,oever,ranta
132,Küste::N,kust,rannikko
133,Festland::N,vasteland,manner
134,Meer::N,zee,meri
135,Bucht::N,baai,lahti
136,Bucht::N,inham,lahti
137,Insel::N,eiland,saari
138,Blume::N,bloem,kukka
139,Gras::N,gras,ruoho
140,Wurzel::N,wortel,juuri
141,Baum::N,boom,puu
142,Stamm::N,stam,runko
143,Rinde::N,schors,kuori
144,Rinde::N,schors,parkki
145,Ast::N,tak,oksa
146,Zweig::N,twijg,haara
147,Blatt::N,blad,lehti
148,Birke::N,berk,koivu
149,Kiefer[Baum]::N,den,mänty
150,Kiefer[Baum]::N,den,petäjä
151,Weide[Baum]::N,wilg,paju
152,Tanne::N,spar,kuusi
153,Horn::N,hoorn,sarvi
154,Feder::N,veer,sulka
155,Feder::N,veer,höyhen
156,Feder::N,pluim,sulka
157,Feder::N,pluim,höyhen
158,Fell::N,vel,talja
159,Flügel::N,vleugel,siipi
160,Klaue::N,klauw,kynsi
161,Kralle::N,klauw,kynsi
162,Schwanz::N,staart,häntä
163,Schwanz::N,staart,pyrstö
164,Ei::N,ei,muna
165,Nest::N,nest,pesä
166,Bau::N,hol,pesä
167,Tier::N,dier,eläin
168,Herde::N,kudde,lauma
169,Kuh::N,koe,lehmä
170,Bulle::N,stier,sonni
171,Pferd::N,paard,hevonen
172,Schaf::N,schaap,lammas
173,Schwein::N,varken,sika
174,Hund::N,hond,koira
175,Katze::N,kat,kissa
176,Bär::N,beer,karhu
177,Eichhörnchen::N,eekhoorntje,orava
178,Elch::N,eland,hirvi
179,Fuchs::N,vos,kettu
180,Hase::N,haas,jänis
181,Maus::N,muis,hiiri
182,Wolf::N,wolf,susi
183,Vogel::N,vogel,lintu
184,Schwarm::N,zwerm,parvi
185,Huhn::N,kip,kana
186,Huhn::N,hoen,kana
187,Hahn::N,haan,kukko
188,Gans::N,gans,hanhi
189,Adler::N,arend,kotka
190,Ente::N,eend,ankka
191,Eule::N,uil,pöllö
192,Kranich::N,kraanvogel,kurki
193,Krähe::N,kraai,varis
194,Kuckuck::N,koekoek,käki
195,Schwan::N,zwaan,joutsen
196,Fisch::N,vis,kala
197,Barsch::N,baars,ahven
198,Hecht::N,snoek,hauki
199,Schlange[Tier]::N,slang,käärme
200,Wurm::N,worm,mato
201,Spinne::N,spin,hämähäkki
202,Ameise::N,mier,muurahainen
203,Laus::N,luis,täi
204,Mücke::N,mug,sääski
205,Mücke::N,mug,hyttynen
206,Fliege::N,vlieg,kärpänen
207,Schmetterling::N,vlinder,perhonen
208,Beere::N,bes,marja
209,Apfel::N,appel,omena
210,Pilz::N,paddestoel,sieni
211,Zwiebel::N,ui,sipuli
212,Saat::N,zaad,siemenet
213,Korn::N,graan,jyvä
214,Korn::N,graan,vilja
215,Korn::N,korrel,jyvä
216,Korn::N,korrel,vilja
217,Heu::N,hooi,heinä
218,Schale::N,schil,kuori
219,Grube::N,kuil,kuoppa
220,Falle::N,val,loukku
221,Schlinge::N,strop,ansa
222,Spur::N,spoor,jälki
223,Asche::N,as,tuhka
224,Dreck::N,drek,lika
225,Eisen::N,ijzer,rauta
226,Gold::N,goud,kulta
227,Silber::N,zilver,hopea
228,Kohle::N,kool,hiili
229,Glas::N,glas,lasi
230,Lehm::N,klei,savi
231,Sand::N,zand,hiekka
232,Mensch::N,mens,ihminen
233,Mann::N,man,mies
234,Frau::N,vrouw,nainen
235,Kind::N,kind,lapsi
236,Junge::N,jongen,poika
237,Mädchen::N,meisje,tyttö
238,Familie::N,gezin,perhe
239,Familie::N,familie,perhe
240,Großvater::N,grootvader,isoisä
241,Großmutter::N,grootmoeder,isoäiti
242,Eltern::N,ouders,vanhemmat
243,Vater::N,vader,isä
244,Mutter::N,moeder,äiti
245,Sohn::N,zoon,poika
246,Tochter::N,dochter,tytär
247,Bruder::N,broer,veli
248,Bruder::N,broeder,veli
249,Schwester::N,zus,sisko
250,Schwester::N,zuster,sisko
251,Onkel::N,oom,eno
252,Onkel::N,oom,setä
253,Tante::N,tante,täti
254,Ehemann::N,echtgenoot,mies
255,Ehemann::N,echtgenoot,aviomies
256,Ehefrau::N,echtgenote,vaimo
257,Ehefrau::N,echtgenote,aviovaimo
258,Freude::N,vreugde,ilo
259,Freude::N,vreugde,riemu
260,Gelächter::N,gelach,nauru
261,Glück::N,geluk,onni
262,Kummer::N,verdriet,suru
263,Kummer::N,verdriet,murhe
264,Wunsch::N,wens,toive
265,Wunsch::N,wens,toivomus
266,Wunsch::N,verlangen,toive
267,Wunsch::N,verlangen,toivomus
268,Lust::N,zin,himo
269,Lust::N,lust,himo
270,Geist::N,geest,henki
271,Gedanke::N,gedachte,aate
272,Gedanke::N,gedachte,ajatus
273,Gedächtnis::N,geheugen,muisti
274,Verstand::N,verstand,äly
275,Verstand::N,verstand,järki
276,Verstand::N,verstand,ymmärrys
277,Sinn::N,betekenis,merkitys
278,Grund::N,reden,syy
279,Grund::N,reden,peruste
280,Wahrheit::N,waarheid,tosi
281,Wahrheit::N,waarheid,totuus
282,Gespräch::N,gesprek,puhelu
283,Gespräch::N,gesprek,keskustelu
284,Märchen::N,sprookje,satu
285,Erzählung::N,verhaal,tarina
286,Erzählung::N,verhaal,kertomus
287,Nachricht::N,tijding,tieto
288,Nachricht::N,tijding,ilmoitus
289,Neuigkeit::N,nieuws,uutinen
290,Neuigkeit::N,nieuwtje,uutinen
291,Name::N,naam,nimi
292,Rätsel::N,raadsel,arvoitus
293,Rede::N,rede,puhe
294,Sprache::N,taal,kieli
295,Stimme::N,stem,ääni
296,Wort::N,woord,sana
297,Zeichen::N,teken,merkki
298,Ruf::N,roep,kutsu
299,Lärm::N,lawaai,melu
300,Lärm::N,lawaai,hälinä
301,Laut::N,klank,ääni
302,Laut::N,geluid,ääni
303,Ton::N,toon,sävel
304,Ton::N,klank,sävel
305,Lied::N,lied,laulu
306,Ruhe::N,rust,lepo
307,Ruhe::N,rust,rauha
308,Ruhe::N,stilte,lepo
309,Ruhe::N,stilte,rauha
310,Leute::N,lui,väki
311,Leute::N,lui,ihmiset
312,Leute::N,mensen,väki
313,Leute::N,mensen,ihmiset
314,Volk::N,volk,kansa
315,Arbeit::N,werk,työ
316,Arbeit::N,arbeid,työ
317,Gast::N,gast,vieras
318,Geschenk::N,cadeau,lahja
319,Geschenk::N,geschenk,lahja
320,Spiel::N,spel,peli
321,Spiel::N,spel,leikki
322,Gesellschaft::N,gezelschap,seura
323,Hilfe::N,hulp,apu
324,Freund::N,vriend,ystävä
325,Kamerad::N,maat,toveri
326,Kamerad::N,metgezel,toveri
327,Angelegenheit::N,zaak,asia
328,Angelegenheit::N,aangelegenheid,asia
329,Anzahl::N,tal,lukumäärä
330,Anzahl::N,aantal,lukumäärä
331,Art::N,slag,laji
332,Art::N,soort,laji
333,Stück::N,stuk,pala
334,Stück::N,stuk,kappale
335,Teil::N,deel,osa
336,Hälfte::N,helft,puoli
337,Kreis::N,kring,ympyrä
338,Kreis::N,cirkel,ympyrä
339,Kreuz::N,kruis,risti
340,Linie::N,lijn,viiva
341,Strich::N,haal,piirto
342,Strich::N,streep,piirto
343,Abstand::N,afstand,väli
344,Abstand::N,afstand,väljyys
345,Entfernung::N,afstand,etäisyys
346,Gegend::N,streek,seutu
347,Platz::N,ruimte,tila
348,Ort::N,oord,kohta
349,Ort::N,oord,paikka
350,Ort::N,plaats,kohta
351,Ort::N,plaats,paikka
352,Seite::N,zij,sivu
353,Seite::N,zij,kylki
354,Seite::N,kant,sivu
355,Seite::N,kant,kylki
356,Seite::N,zijde,sivu
357,Seite::N,zijde,kylki
358,Mitte::N,midden,keskus
359,Mitte::N,midden,puoliväli
360,Gegenstand::N,voorwerp,kalu
361,Gegenstand::N,voorwerp,esine
362,Sache::N,zaak,asia
363,Rand::N,rand,ääri
364,Rand::N,rand,syrjä
365,Rand::N,boord,ääri
366,Rand::N,boord,syrjä
367,Kante::N,kant,särmä
368,Ecke::N,hoek,nurkka
369,Spitze::N,punt,terä
370,Spitze::N,punt,kärki
371,Spitze::N,spits,terä
372,Spitze::N,spits,kärki
373,Ende::N,einde,pää
374,Ende::N,einde,perä
375,Ende::N,uiteinde,pää
376,Ende::N,uiteinde,perä
377,Loch::N,gat,kolo
378,Loch::N,gat,reikä
379,Winkel::N,hoek,kulma
380,Muster::N,dessin,kuvio
381,Muster::N,patroon,kuvio
382,Größe::N,grootte,koko
383,Größe::N,grootte,suuruus
384,Länge::N,lengte,pituus
385,Höhe::N,hoogte,korkeus
386,Gewicht::N,gewicht,paino
387,Menge::N,hoeveelheid,määrä
388,Haufen::N,hoop,kasa
389,Reihe::N,rij,rivi
390,Reihe::N,reeks,rivi
391,Boot::N,boot,vene
392,Ruder::N,roeiriem,airo
393,Schlitten::N,slee,reki
394,Schlitten::N,slee,kelkka
395,Schlitten::N,slede,reki
396,Schlitten::N,slede,kelkka
397,Ski::N,ski,suksi
398,Lagerfeuer::N,kampvuur,nuotio
399,Last::N,last,kuorma
400,Last::N,vracht,kuorma
401,Gang::N,wandeling,kulku
402,Gang::N,wandeling,käynti
403,Schritt::N,stap,askel
404,Schritt::N,schrede,askel
405,Norden::N,noorden,pohjoinen
406,Süden::N,zuiden,etelä
407,Westen::N,westen,länsi
408,Osten::N,oosten,itä
409,Holz::N,hout,puu
410,Brett::N,plank,lauta
411,Platte::N,plaat,levy
412,Stütze::N,stut,noja
413,Stütze::N,steun,noja
414,Stange::N,stang,tanko
415,Stock::N,stok,keppi
416,Stab::N,staf,sauva
417,Stab::N,staf,seiväs
418,Rohr::N,pijp,putki
419,Haus::N,huis,talo
420,Heim::N,tehuis,koti
421,Ofen::N,kachel,uuni
422,Fußboden::N,vloer,lattia
423,Tisch::N,tafel,pöytä
424,Stuhl::N,stoel,tuoli
425,Wiege::N,wieg,kehto
426,Bett::N,bed,sänky
427,Regal::N,rek,hylly
428,Kiste::N,kist,arkku
429,Kiste::N,kist,kirstu
430,Kiste::N,kist,laatikko
431,Fenster::N,raam,ikkuna
432,Fenster::N,venster,ikkuna
433,Tür::N,deur,ovi
434,Tor::N,poort,portti
435,Zaun::N,omheining,aita
436,Dach::N,dak,katto
437,Leiter::N,ladder,tikkaat
438,Leiter::N,ladder,tikapuut
439,Besen::N,bezem,luuta
440,Spaten::N,schop,lapio
441,Schaufel::N,schep,lapio
442,Gabel::N,vork,haarukka
443,Löffel::N,lepel,lusikka
444,Messer::N,mes,veitsi
445,Nagel::N,spijker,naula
446,Netz::N,net,verkko
447,Haken::N,haak,haka
448,Haken::N,haak,koukku
449,Griff::N,handvat,ripa
450,Griff::N,handvat,kahva
451,Schloss::N,slot,lukko
452,Bild::N,beeld,kuva
453,Figur::N,figuur,kuvio
454,Puppe::N,pop,nukke
455,Beutel::N,zak,pussi
456,Beutel::N,buidel,pussi
457,Bündel::N,pak,nippu
458,Bündel::N,pak,kimppu
459,Bündel::N,bundel,nippu
460,Bündel::N,bundel,kimppu
461,Tasche::N,tas,laukku
462,Eimer::N,emmer,sanko
463,Eimer::N,emmer,ämpäri
464,Deckel::N,deksel,kansi
465,Geschirr::N,vaatwerk,astia
466,Sack::N,zak,säkki
467,Tasse::N,kop,kuppi
468,Topf::N,pan,pata
469,Kessel::N,ketel,kattila
470,Essen::N,eten,syönti
471,Nahrung::N,voedsel,ruoka
472,Nahrung::N,voedsel,ravinto
473,Speise::N,spijs,ruoka
474,Fleisch::N,vlees,liha
475,Getreide::N,graan,vilja
476,Brei::N,pap,puuro
477,Brei::N,brij,puuro
478,Brot::N,brood,leipä
479,Scheibe::N,plak,viipale
480,Scheibe::N,snede,viipale
481,Fett::N,vet,rasva
482,Butter::N,boter,voi
483,Öl::N,olie,öljy
484,Salz::N,zout,suola
485,Suppe::N,soep,keitto
486,Honig::N,honing,hunaja
487,Milch::N,melk,maito
488,Tee::N,thee,tee
489,Leder::N,leer,nahka
490,Leder::N,leder,nahka
491,Wolle::N,wol,villa
492,Stoff::N,stof,kangas
493,Nadel::N,naald,neula
494,Faden::N,draad,lanka
495,Knopf::N,knoop,nappi
496,Knoten::N,knoop,solmu
497,Farbe::N,verf,maali
498,Kleidung::N,kledij,vaatteet
499,Kleidung::N,kleding,vaatteet
500,Hemd::N,hemd,paita
501,Kragen::N,kraag,kaulus
502,Ärmel::N,mouw,hiha
503,Hose::N,broek,housut
504,Hose::N,pantalon,housut
505,Gürtel::N,riem,vyö
506,Gürtel::N,gordel,vyö
507,Mütze::N,muts,lakki
508,Schuh::N,schoen,kenkä
509,Stiefel::N,laars,saapas
510,Ring::N,ring,sormus
511,Band::N,lint,nauha
512,Kamm::N,kam,kampa
513,Spiegel::N,spiegel,peili
514,Riemen::N,riem,hihna
515,Schnur::N,koord,naru
516,Schnur::N,koord,nuora
517,Leine::N,lijn,talutushihna
518,Decke::N,deken,peite
519,Kissen::N,kussen,tyyny
520,Kissen::N,kussen,pielus
521,Tuch::N,doek,huivi
522,Handtuch::N,handdoek,pyyheliina
523,Kraft::N,kracht,väki
524,Kraft::N,kracht,voima
525,Stärke::N,sterkte,vahvuus
526,Gesundheit::N,gezondheid,terveys
527,Krankheit::N,ziekte,tauti
528,Krankheit::N,ziekte,sairaus
529,Schmerz::N,pijn,kipu
530,Schmerz::N,pijn,särky
531,Wunde::N,wond,haava
532,Fieber::N,koorts,kuume
533,Arznei::N,medicament,lääke
534,Arznei::N,geneesmiddel,lääke
535,Brücke::N,brug,silta
536,Brunnen::N,put,kaivo
537,Brunnen::N,bron,kaivo
538,Weide::N,wei,laidun
539,Weide::N,weide,laidun
540,Pfad::N,pad,polku
541,Weg::N,weg,tie
542,Straße::N,baan,katu
543,Straße::N,straat,katu
544,Dorf::N,dorp,kylä
545,Stadt::N,stad,kaupunki
546,Brief::N,brief,kirje
547,Buch::N,boek,kirja
548,Buchstabe::N,letter,kirjain
549,Zeitung::N,krant,lehti
550,Zeitung::N,krant,sanomalehti
551,Zeitung::N,dagblad,lehti
552,Zeitung::N,dagblad,sanomalehti
553,Leben::N,leven,elo
554,Leben::N,leven,elämä
555,Tod::N,dood,kuolema
556,Grab::N,graf,hauta
557,Kirche::N,kerk,kirkko
558,Sünde::N,zonde,synti
559,Gott::N,god,jumala
560,Arbeiter::N,arbeider,työläinen
561,Chef::N,chef,päällikkö
562,Meister::N,meester,mestari
563,Arzt::N,arts,lääkäri
564,Arzt::N,dokter,lääkäri
565,Lehrer::N,leraar,opettaja
566,Lehrer::N,onderwijzer,opettaja
567,Geld::N,geld,raha
568,Geschäft::N,zaak,liike
569,Laden::N,winkel,puoti
570,Laden::N,winkel,kauppa
571,Preis::N,prijs,hinta
572,Ware::N,waar,tavara
573,Nutzen::N,nut,hyöty
574,Nutzen::N,voordeel,hyöty
575,Reichtum::N,rijkdom,rikkaus
576,Welt::N,wereld,maailma
577,Land::N,land,maa
578,Staat::N,staat,valtio
579,König::N,koning,kuningas
580,Macht::N,macht,mahti
581,Grenze::N,grens,raja
582,Krieg::N,oorlog,sota
583,Feind::N,vijand,vihollinen
584,Gewalt::N,geweld,väkivalta
585,Kampf::N,strijd,taistelu
586,Kampf::N,gevecht,taistelu
587,Bogen[Waffe]::N,boog,jousi
588,Pfeil::N,pijl,nuoli
589,Gewehr::N,geweer,kivääri
590,Fehler::N,fout,vika
591,Fehler::N,fout,virhe
592,Lüge::N,leugen,valhe
593,Schaden::N,schade,vaurio
594,Schaden::N,schade,vahinko
595,Unglück::N,tegenspoed,vahinko
596,Unglück::N,tegenspoed,onnettomuus
597,Schuld::N,schuld,syy
598,Alter::N,leeftijd,ikä
599,Schluss::N,slot,loppu
600,Zeit::N,tijd,aika
601,Tag::N,dag,päivä
602,Morgen::N,morgen,aamu
603,Morgen::N,morgen,huomen
604,Morgen::N,ochtend,aamu
605,Morgen::N,ochtend,huomen
606,Mittag::N,middag,keskipäivä
607,Abend::N,avond,ilta
608,Nacht::N,nacht,yö
609,Woche::N,week,viikko
610,Monat::N,maand,kuukausi
611,Jahr::N,jaar,vuosi
612,Frühling::N,lente,kevät
613,Frühling::N,voorjaar,kevät
614,Sommer::N,zomer,kesä
615,Herbst::N,herfst,syksy
616,Winter::N,winter,talvi
617,Januar::N,januari,tammikuu
618,Februar::N,februari,helmikuu
619,März::N,maart,maaliskuu
620,April::N,april,huhtikuu
621,Mai::N,mei,toukokuu
622,Juni::N,juni,kesäkuu
623,Juli::N,juli,heinäkuu
624,August::N,augustus,elokuu
625,September::N,september,syyskuu
626,Oktober::N,oktober,lokakuu
627,November::N,november,marraskuu
628,Dezember::N,december,joulukuu
629,Montag::N,maandag,maanantai
630,Dienstag::N,dinsdag,tiistai
631,Mittwoch::N,woensdag,keskiviikko
632,Donnerstag::N,donderdag,torstai
633,Freitag::N,vrijdag,perjantai
634,Samstag::N,zaterdag,lauantai
635,Sonntag::N,zondag,sunnuntai
636,groß::A,groot,iso
637,groß::A,groot,suuri
638,klein::A,klein,pieni
639,lang::A,lang,pitkä
640,kurz::A,kort,lyhyt
641,breit::A,breed,leveä
642,schmal::A,smal,kapea
643,dicht::A,dicht,taaja
644,dick[Gegenstand]::A,dik,paksu
645,dünn::A,dun,ohut
646,fein::A,fijn,hieno
647,fest::A,vast,luja
648,flach::A,plat,litteä
649,flach::A,plat,tasainen
650,glatt::A,glad,sileä
651,glatt::A,glad,siloinen
652,hart::A,hard,kova
653,weich::A,week,pehmeä
654,rund::A,rond,pyöreä
655,spitz::A,spits,terävä
656,spitz::A,puntig,terävä
657,scharf::A,scherp,terävä
658,stumpf::A,stomp,tylsä
659,schwer::A,zwaar,raskas
660,schwer::A,zwaar,painava
661,schön::A,mooi,kaunis
662,schön::A,fraai,kaunis
663,heiß::A,heet,kuuma
664,warm::A,warm,lämmin
665,kalt::A,koud,kylmä
666,kalt::A,koud,viluinen
667,kühl::A,koel,viileä
668,frisch::A,fris,tuore
669,feucht::A,vochtig,kostea
670,nass::A,nat,märkä
671,trocken::A,droog,kuiva
672,voll::A,vol,täysi
673,leer::A,leeg,tyhjä
674,offen::A,open,avonainen
675,geschlossen::A,gesloten,suljettu
676,sauber::A,net,puhdas
677,sauber::A,schoon,puhdas
678,schmutzig::A,vuil,likainen
679,roh::A,rauw,raaka
680,reif::A,rijp,kypsä
681,lecker::A,lekker,herkullinen
682,süß::A,zoet,makea
683,bitter::A,bitter,karvas
684,bitter::A,bitter,kitkerä
685,sauer::A,zuur,hapan
686,hell::A,licht,kirkas
687,hell::A,licht,valoisa
688,hell::A,helder,kirkas
689,hell::A,helder,valoisa
690,dunkel::A,donker,pimeä
691,schwarz::A,zwart,musta
692,weiß::A,wit,valkea
693,rot::A,rood,punainen
694,gelb::A,geel,keltainen
695,blau::A,blauw,sininen
696,grün::A,groen,vihreä
697,grau::A,grijs,harmaa
698,bunt::A,bont,kirjava
699,billig::A,goedkoop,halpa
700,billig::A,goedkoop,huokea
701,teuer::A,duur,kallis
702,wertvoll::A,kostbaar,arvokas
703,wertvoll::A,waardevol,arvokas
704,blind::A,blind,sokea
705,taub::A,doof,kuuro
706,kräftig::A,krachtig,väkevä
707,kräftig::A,krachtig,voimakas
708,stark::A,sterk,vahva
709,schwach::A,zwak,heikko
710,fett::A,vet,lihava
711,schlank::A,slank,hoikka
712,schlank::A,slank,solakka
713,hübsch::A,leuk,soma
714,hübsch::A,leuk,sievä
715,böse::A,kwaad,paha
716,böse::A,kwaad,häijy
717,dumm::A,dom,tyhmä
718,dumm::A,dom,typerä
719,faul::A,lui,laiska
720,fleißig::A,vlijtig,ahkera
721,geizig::A,gierig,saita
722,klug::A,slim,älykäs
723,klug::A,schrander,älykäs
724,klug::A,verstandig,älykäs
725,geschickt::A,handig,taitava
726,geschickt::A,vaardig,taitava
727,lieb::A,lief,rakas
728,lustig::A,vrolijk,hauska
729,lustig::A,vrolijk,iloinen
730,sanft::A,zacht,lauha
731,sanft::A,zacht,lempeä
732,hungrig::A,hongerig,nälkäinen
733,krank::A,ziek,sairas
734,nackt::A,naakt,alaston
735,traurig::A,treurig,surullinen
736,traurig::A,treurig,murheellinen
737,traurig::A,bedroefd,surullinen
738,traurig::A,bedroefd,murheellinen
739,lebendig::A,levend,elävä
740,gut::A,goed,hyvä
741,schlecht::A,slecht,paha
742,schlecht::A,slecht,huono
743,richtig::A,juist,oikea
744,schlimm::A,erg,paha
745,schlimm::A,kwaad,paha
746,wahr::A,waar,tosi
747,alt::A,oud,vanha
748,neu::A,nieuw,uusi
749,ehemalig::A,voormalig,entinen
750,ehemalig::A,voormalig,muinainen
751,alt[Lebewesen]::A,oud,vanha
752,jung::A,jong,nuori
753,arm::A,arm,köyhä
754,reich::A,rijk,rikas
755,bekannt::A,bekend,tuttu
756,bekannt::A,bekend,tunnettu
757,berühmt::A,beroemd,kuuluisa
758,fremd::A,vreemd,vieras
759,verschieden::A,verscheiden,eri
760,verschieden::A,verscheiden,erilainen
761,verschieden::A,verschillend,eri
762,verschieden::A,verschillend,erilainen
763,nah::A,nabij,läheinen
764,nah::A,nabijgelegen,läheinen
765,fern::A,ver,etäinen
766,linker::A,linker,vasen
767,rechter::A,rechter,oikea
768,anderer::A,andere,muu
769,anderer::A,andere,toinen
770,erster::A,eerste,ensimmäinen
771,zweiter::A,tweede,toinen
772,dritter::A,derde,kolmas
773,letzter::A,laatste,viimeinen
774,allein::ADV,alleen,yksin
775,auf einmal::ADV,ineens,yhdellä kertaa
776,auf einmal::ADV,tegelijk,yhdellä kertaa
777,zusammen::ADV,samen,yhdessä
778,zusammen::ADV,bijeen,yhdessä
779,lange::ADV,lang,kauan
780,lange::ADV,lang,pitkään
781,plötzlich::ADV,eensklaps,äkkiä
782,plötzlich::ADV,plotsklaps,äkkiä
783,sofort::ADV,terstond,heti
784,sofort::ADV,aanstonds,heti
785,sofort::ADV,onmiddelijk,heti
786,später::ADV,later,myöhemmin
787,jetzt::ADV,nu,nyt
788,jetzt::ADV,nou,nyt
789,jetzt::ADV,thans,nyt
790,heute::ADV,heden,tänään
791,heute::ADV,vandaag,tänään
792,morgen::ADV,morgen,huomenna
793,bald::ADV,gauw,pian
794,bald::ADV,weldra,pian
795,dann::ADV,dan,sitten
796,dann::ADV,toen,sitten
797,gestern::ADV,gisteren,eilen
798,einst::ADV,eens,aikanaan
799,damals::ADV,toen,silloin
800,damals::ADV,toen,siihen aikaan
801,damals::ADV,destijds,silloin
802,damals::ADV,destijds,siihen aikaan
803,danach::ADV,daarna,sen jälkeen
804,vorher::ADV,vooraf,ennen
805,vorher::ADV,van tevoren,ennen
806,zuerst::ADV,eerst,ensin
807,zuerst::ADV,eerst,ensiksi
808,zuerst::ADV,het eerst,ensin
809,zuerst::ADV,het eerst,ensiksi
810,einmal::ADV,eens,kerran
811,einmal::ADV,eenmaal,kerran
812,manchmal::ADV,soms,joskus
813,oft::ADV,vaak,usein
814,oft::ADV,dikwijls,usein
815,immer::ADV,altijd,aina
816,niemals::ADV,nooit,ei koskaan
817,hier::ADV,hier,tässä
818,hier::ADV,hier,täällä
819,hierhin::ADV,hierheen,tähän
820,von hier::ADV,van hier,tästä
821,von hier::ADV,van hier,täältä
822,von hier::ADV,hiervandaan,tästä
823,von hier::ADV,hiervandaan,täältä
824,dort::ADV,daar,siinä
825,dort::ADV,daar,siellä
826,dort::ADV,ginds,siinä
827,dort::ADV,ginds,siellä
828,dorthin::ADV,daarheen,sinne
829,dorthin::ADV,daarheen,tuonne
830,geradeaus::ADV,rechtuit,suoraan
