,Concept_ID,mrj,tt
93,Raureif::N,пöрш,бәс
94,Raureif::N,пöрш,сыкы
95,Regenbogen::N,шанавӹл,салават күпере
96,Donner::N,хӹдӹртӹш,күкрәү
97,Strömung::N,йогы,агыш'агым
98,Tropfen::N,капльы,тамчы
99,Tropfen::N,капльык,тамчы
100,Schaum::N,шонг,күбек
101,Schmutz::N,лявӹрӓ,пычрак
102,See::N,йӓр,күл
103,Sumpf::N,лӱкӹ,саз
104,Moor::N,куп,торфлык
105,Wiese::N,алык,болын
106,Wald::N,шӹргӹ,урман
107,Hügel::N,пӱгӹрикӓ,калку
108,Anhöhe::N,кӱкшикӓ,үр
109,Berg::N,кырык,тау
110,Gipfel::N,неркӓ,оч
111,Höhle::N,ы́раж,мәгарә
112,Abhang::N,полом,кабырга
113,Quelle::N,вӹдсӹнзӓ,чишмә
114,Bach::N,ӓнгӹр,елга
115,Fluss::N,вӹд,дәрья
116,Ufer::N,сир,су кырые
117,Küste::N,сир,яр буе
118,Festland::N,мӱлӓндӹ,коры җир
119,Meer::N,тангыж,диңгез
120,Bucht::N,вӹдъял,бухта
121,Bucht::N,вӹдъял,култык
122,Insel::N,острок,атау
123,Insel::N,острок,утрау
124,Blume::N,пеледӹш,чәчкә
125,Gras::N,шуды,үлән
126,Wurzel::N,важ,тамыр
127,Baum::N,пушӓнгӹ,агач
128,Stamm::N,пушӓнгӹ тӹнг,кәүсә
129,Rinde::N,каргыж,кабык
130,Ast::N,укш,ботак
131,Zweig::N,укш,ботак
132,Zweig::N,укш,тармак
133,Blatt::N,листӹ,яфрак
134,Birke::N,куги,каен
135,Kiefer[Baum]::N,йӓктӹ,нарат
136,Weide[Baum]::N,уа,тал
137,Tanne::N,кож,чыршы
138,Horn::N,шур,мөгез
139,Feder::N,пын,йон
140,Fell::N,кавашты,тире
141,Flügel::N,шылдыр,канат
142,Klaue::N,кӹч,тырнак
143,Kralle::N,лапа,тырнак
144,Schwanz::N,пач,койрык
145,Ei::N,мыны,күкәй
146,Ei::N,мыны,йомырка
147,Nest::N,пӹжӓш,оя
148,Bau::N,ыраж,өн
149,Tier::N,во́льык,хайван
150,Herde::N,кӹтö,көтү
151,Kuh::N,ышкал,сыер
152,Bulle::N,ӱшкӱж,үгез
153,Pferd::N,имни,ат
154,Schaf::N,шарык,сарык
155,Schwein::N,сасна,дуңгыз
156,Hund::N,пи,эт
157,Katze::N,коти,песи
158,Bär::N,мöскӓ,аю
159,Eichhörnchen::N,ур,тиен
160,Elch::N,шарды,поши
161,Fuchs::N,рӹвӹж,төлке
162,Hase::N,морен,куян
163,Maus::N,каля,тычкан
164,Wolf::N,пирӹ,бүре
165,Vogel::N,кек,кош
166,Schwarm::N,цуца,көтү
167,Huhn::N,цӹвӹ,тавык
168,Hahn::N,ӓптӓн,әтәч
169,Gans::N,комбы,каз
170,Adler::N,кучкыж,каракош
171,Ente::N,лыды,үрдәк
172,Eule::N,тымана,ябалак
173,Kranich::N,тырня,торна
174,Kranich::N,тыртня,торна
175,Krähe::N,лудыгарак,карга
176,Kuckuck::N,куку,күке
177,Kuckuck::N,куку,кәккүк
178,Schwan::N,йӱксӹ,аккош
179,Fisch::N,кол,балык
180,Barsch::N,алангы,алабуга
181,Hecht::N,нуж,чуртан
182,Hecht::N,нужгол,чуртан
183,Schlange[Tier]::N,кӹшкы,елан
184,Wurm::N,шукш,корт
185,Spinne::N,ӓнгӹремшӹ,үрмәкүч
186,Ameise::N,кыткы,кырмыска
187,Laus::N,ти,бет
188,Mücke::N,кужнер,черки
189,Mücke::N,кужнер,озынборын
190,Mücke::N,кужынер,черки
191,Mücke::N,кужынер,озынборын
192,Fliege::N,шӹнгӓ,чебен
193,Schmetterling::N,лӹпӹ,күбәләк
194,Beere::N,мöр,җиләк
195,Apfel::N,олма,алма
196,Pilz::N,понгы,гөмбә
197,Zwiebel::N,охыра,суган
198,Zwiebel::N,охыра,суганбаш
199,Saat::N,нӱшмӹ,орлык
200,Saat::N,нӱшмӱ,орлык
201,Korn::N,пӹрцӹ,иген
202,Korn::N,пӹрцӹ,орлык
203,Heu::N,шуды,печән
204,Schale::N,аваха,кабык
205,Schale::N,карлангы,кабык
206,Grube::N,йӓм,баз
207,Grube::N,йӓм,чокыр
208,Falle::N,лӱдӹ,тозак
209,Falle::N,лӱдӹ,капкын
210,Falle::N,лӱдӹш,тозак
211,Falle::N,лӱдӹш,капкын
212,Schlinge::N,онгы,элмәк
213,Spur::N,кишӓ,эз
214,Asche::N,ломых,көл
215,Asche::N,ломпыж,көл
216,Dreck::N,лявӹрӓ,пычрак
217,Eisen::N,кӹртни,тимер
218,Gold::N,шöртни,алтын
219,Gold::N,шöртньӹ,алтын
220,Silber::N,ши,көмеш
221,Kohle::N,шӱ,күмер
222,Glas::N,охоница,пыяла
223,Lehm::N,шун,балчык
224,Sand::N,ошма,ком
225,Mensch::N,эдем,адәм
226,Mensch::N,эдем,инсан
227,Mann::N,пӱэргӹ,ир
228,Frau::N,ӹдӹрӓмӓш,хатын
229,Kind::N,ӓзӓ,бала
230,Kind::N,шачшы,бала
231,Junge::N,рвезӹ,малай
232,Junge::N,ӹрвезӹ,малай
233,Mädchen::N,ӹдӹрӓш,кыз
234,Familie::N,йиш,гаилә
235,Familie::N,семня,гаилә
236,Großvater::N,тьоти,бабай
237,Großmutter::N,папа,әби
238,Eltern::N,ӓтя-ӓвӓ,ата-ана
239,Vater::N,ӓтя,ата
240,Mutter::N,ӓвӓ,ана
241,Sohn::N,эргӹ,ул
242,Tochter::N,ӹдӹр,кыз
243,Bruder::N,ӹза,кардәш
244,Schwester::N,ӓкӓ,апа
245,Schwester::N,ӓкӓ,сеңел
246,Onkel::N,кугуза,дәдә
247,Onkel::N,кугуза,дәдәй
248,Tante::N,куака,түти
249,Tante::N,куака,тәтәй
250,Ehemann::N,мары,ир
251,Ehefrau::N,вӓтӹ,хатын
252,Freude::N,ӹвӹртӹмӓш,сөенеч
253,Gelächter::N,ваштылмаш,көлү
254,Gelächter::N,ваштылмаш,көлеш
255,Glück::N,пиӓл,бәхет
256,Kummer::N,ясы,хәсрәт
257,Wunsch::N,охата,теләк
258,Wunsch::N,шанымаш,теләк
259,Lust::N,шӓр,теләк
260,Lust::N,шӓр,теләү
261,Lust::N,охата,теләк
262,Lust::N,охата,теләү
263,Lust::N,шанымаш,теләк
264,Lust::N,шанымаш,теләү
265,Geist::N,тух,рух
266,Gedanke::N,шанымаш,уй
267,Gedanke::N,шанымаш,фикер
268,Gedächtnis::N,ӓш,хәтер
269,Verstand::N,ыш,акыл
270,Sinn::N,кын,мәгънә
271,Grund::N,вир,сәбәп
272,Wahrheit::N,тöр,хак
273,Gespräch::N,хытырымаш,әңгәмә
274,Märchen::N,ямак,әкият
275,Erzählung::N,шайыштмаш,хикәя
276,Nachricht::N,увертӓрӹмӓш,хәбәр
277,Neuigkeit::N,увер,яңалык
278,Name::N,лӹм,исем
279,Rätsel::N,тышты,табышмак
280,Rede::N,шая,нотык
281,Rede::N,шамак,нотык
282,Sprache::N,йӹлмӹ,тел
283,Stimme::N,юк,тавыш
284,Wort::N,шамак,сүз
285,Zeichen::N,палӹ,ишарә
286,Ruf::N,сӹгӹрӹмӓш,дәшү
287,Lärm::N,юкланымащ,шау
288,Laut::N,юк,аваз
289,Ton::N,юк,шалтырату
290,Lied::N,мыры,җыр
291,Ruhe::N,тыр,тынлык
292,Leute::N,эдемвлӓ,халык
293,Volk::N,халык,халык
294,Arbeit::N,пӓшӓ,эш
295,Arbeit::N,пӓшӓ,хезмәт
296,Gast::N,хына,кунак
297,Geschenk::N,подарка,бүләк
298,Spiel::N,мадыш,уен
299,Gesellschaft::N,йӓл,җәмгыять
300,Gesellschaft::N,йӓлвлӓ,җәмгыять
301,Hilfe::N,палшык,ярдәм
302,Hilfe::N,палшык,булышлык
303,Freund::N,тӓнг,дус
304,Kamerad::N,тос,иптәш
305,Angelegenheit::N,дела,эш
306,Angelegenheit::N,йела,эш
307,Angelegenheit::N,йыла,эш
308,Angelegenheit::N,пӓшӓ,эш
309,Anzahl::N,шот,микъдар
310,Art::N,цӹре,төр
311,Stück::N,лаштык,кисәк
312,Teil::N,пай,өлеш
313,Teil::N,часть,өлеш
314,Hälfte::N,пел,ярым
315,Kreis::N,тӹртӹш,түгәрәк
316,Kreuz::N,крестӹ,хач
317,Kreuz::N,крестӹ,тәре
318,Abstand::N,ло,ара
319,Entfernung::N,ло,ераклык
320,Gegend::N,вӓр,урын
321,Platz::N,вӓр,бушлык
322,Ort::N,вӓр,урын
323,Seite::N,öрдӹж,як
324,Mitte::N,ло,урта
325,Gegenstand::N,хӓдӹр,нәрсә
326,Sache::N,хӓдӹр,нәрсә
327,Rand::N,шöр,чит
328,Kante::N,шöр,кырый
329,Ecke::N,лык,почмак
330,Spitze::N,вуй,оч
331,Ende::N,вуй,азак
332,Ende::N,мычаш,азак
333,Loch::N,ыраж,тишек
334,Winkel::N,лык,почмак
335,Muster::N,тӹрлец,парча
336,Größe::N,кӱкшӹц,зурлык
337,Länge::N,кыт,озынлык
338,Höhe::N,кӱкшӹц,биеклек
339,Gewicht::N,нелӹц,авырлык
340,Menge::N,шот,микъдар
341,Haufen::N,ара,өем
342,Reihe::N,ряд,рәт
343,Boot::N,пыш,каек
344,Boot::N,пыш,көймә
345,Ruder::N,вешлӓ,ишкәк
346,Schlitten::N,тир,чана
347,Ski::N,ечӹ,чаңгы
348,Lagerfeuer::N,тыл,костёр
349,Last::N,нелӹц,йөк
350,Gang::N,ход,йөреш
351,Schritt::N,ашкыл,адым
352,Norden::N,йыдпелвел,төньяк
353,Süden::N,кечӹвӓлвел,көньяк
354,Westen::N,кечӹ шӹцмӹ,көнбатыш
355,Osten::N,ирвел,шәрык
356,Osten::N,ирвел,көнчыгыш
357,Osten::N,кечӹ лӱлтмӹ,шәрык
358,Osten::N,кечӹ лӱлтмӹ,көнчыгыш
359,Holz::N,пушӓнгӹ,агач
360,Brett::N,ханга,такта
361,Platte::N,плитӓ,плитә
362,Stütze::N,цӓрӓк,таяу
363,Stange::N,равы,колга
364,Stange::N,намаш,колга
365,Stock::N,панды,таяк
366,Stab::N,равы,таяк
367,Rohr::N,пыч,торба
368,Haus::N,пöрт,өй
369,Haus::N,пöрт,йорт
370,Heim::N,пöрт,гаилә
371,Heim::N,пöрт,нәсел
372,Ofen::N,камака,мич
373,Fußboden::N,седӹрӓ,идән
374,Tisch::N,стöл,өстәл
375,Stuhl::N,пöкен,утыргыч
376,Wiege::N,шипкӓ,бишек
377,Bett::N,койка,ятак
378,Bett::N,койка,урын-җир
379,Bett::N,кравать,ятак
380,Bett::N,кравать,урын-җир
381,Regal::N,полицӓ,киштә
382,Regal::N,полицӓ,шүрлек
383,Kiste::N,шӱ́ндӹк,әрҗә
384,Fenster::N,окня,тәрәзә
385,Tür::N,амаса,ишек
386,Tor::N,хапка,капка
387,Zaun::N,забор,койма
388,Dach::N,левӓш,түбә
389,Leiter::N,ташкалтыш,баскыч
390,Besen::N,сало,себерке
391,Besen::N,салко,себерке
392,Spaten::N,кольмы,көрәк
393,Schaufel::N,лоток,көрәк
394,Gabel::N,ви́лка,чәннечке
395,Löffel::N,савала,кашык
396,Messer::N,кӹзӹ,пычак
397,Nagel::N,пыда,кадак
398,Netz::N,вӓпш,челтәр
399,Haken::N,крӱк,ыргак
400,Haken::N,кагак,ыргак
401,Griff::N,кычем,тотка
402,Schloss::N,замок,йозак
403,Schloss::N,сыравач,йозак
404,Bild::N,картин,рәсем
405,Bild::N,картин,картина
406,Figur::N,кӓн,сын
407,Figur::N,кӓн,фигура
408,Puppe::N,поханя,курчак
409,Beutel::N,мешӓк,луза
410,Bündel::N,топ,бәйләм
411,Bündel::N,пидӹш,бәйләм
412,Bündel::N,кӹлдӹш,бәйләм
413,Tasche::N,сумкы,букча
414,Eimer::N,ведӹрӓ,чиләк
415,Deckel::N,комдыш,капкач
416,Geschirr::N,ӓтӹ,савыт-саба
417,Geschirr::N,ӓтӹ,кашык-аяк
418,Sack::N,мешӓк,капчык
419,Tasse::N,цӓшкӓ,чынаяк
420,Topf::N,ми́ска,чүлмәк
421,Kessel::N,пад,казан
422,Essen::N,качкыш,ашау
423,Essen::N,качкыш-йӱш,ашау
424,Nahrung::N,качкыш,азык
425,Nahrung::N,качкыш,тәгам
426,Nahrung::N,качкыш,ашамлык
427,Nahrung::N,качкыш-йӱш,азык
428,Nahrung::N,качкыш-йӱш,тәгам
429,Nahrung::N,качкыш-йӱш,ашамлык
430,Speise::N,няня,ризык
431,Fleisch::N,пай,ит
432,Getreide::N,киндӹ,ашлык
433,Brei::N,шӹрӓш,ботка
434,Brot::N,сыкыр,ипи
435,Brot::N,сыкыр,икмәк
436,Scheibe::N,ламыт,телем
437,Scheibe::N,лаштык,телем
438,Fett::N,кая,май
439,Butter::N,ӱ,май
440,Öl::N,ӱ,май
441,Salz::N,санзал,тоз
442,Suppe::N,лем,шулпа
443,Honig::N,мӱ,бал
444,Milch::N,шӹшер,сөт
445,Tee::N,чӓй,чәй
446,Leder::N,шарга,күн
447,Leder::N,кавашты,күн
448,Wolle::N,миж,йон
449,Stoff::N,матер,тукыма
450,Stoff::N,матери,тукыма
451,Nadel::N,им,энә
452,Faden::N,шӹртӹ,җеп
453,Knopf::N,полдыш,төймә
454,Knoten::N,пӱкшем,төен
455,Farbe::N,чиӓ,буяу
456,Farbe::N,крӓскӓ,буяу
457,Kleidung::N,выргем,кием
458,Hemd::N,тыгыр,күлмәк
459,Kragen::N,шӱ,яка
460,Ärmel::N,шокш,җиң
461,Hose::N,ялаш,чалбар
462,Gürtel::N,ӹштӹ,билбау
463,Mütze::N,упш,бүрек
464,Schuh::N,ту́фльы,башмак
465,Stiefel::N,кем,итек
466,Ring::N,шӓргӓш,балдак
467,Band::N,лемтӓ,тасма
468,Kamm::N,шерге,тарак
469,Spiegel::N,тӹгӹр,көзге
470,Riemen::N,прӓжӓ,каеш
471,Schnur::N,кӓндӹра,бау
472,Leine::N,керем,тезген
473,Decke::N,одеял,юрган
474,Kissen::N,кӹпцӹк,мендәр
475,Tuch::N,савыц,яулык
476,Handtuch::N,шӹргӹсавыц,сөлгә
477,Handtuch::N,шӹргӹмсавыц,сөлгә
478,Kraft::N,ви,егәр
479,Kraft::N,ви,дәрман
480,Stärke::N,ви,көч
481,Stärke::N,ви,дәрман
482,Gesundheit::N,шу,саулык
483,Gesundheit::N,шулык,саулык
484,Krankheit::N,мыж,чир
485,Krankheit::N,мыж,хаста
486,Krankheit::N,мыж,сырхау
487,Schmerz::N,карштыш,авырту
488,Wunde::N,шушыр,яра
489,Wunde::N,шушыр,җәрәхәт
490,Fieber::N,ӱштӹмыж,бизгәк
491,Arznei::N,лекӓрцӹ,дару
492,Brücke::N,кӹвер,күпер
493,Brunnen::N,вӹдсӹнзӓ,кое
494,Weide::N,ныр,утлавык
495,Pfad::N,ялгорны,сукмак
496,Weg::N,корны,юл
497,Straße::N,корны,урам
498,Dorf::N,сола,авыл
499,Stadt::N,города,шәһәр
500,Brief::N,сирмӓш,хат
501,Buch::N,книгӓ,китап
502,Buchstabe::N,буква́,хәреф
503,Zeitung::N,газет,газет
504,Zeitung::N,газет,газета
505,Zeitung::N,кайзет,газет
506,Zeitung::N,кайзет,газета
507,Leben::N,житя,гомер
508,Leben::N,житя,тормыш
509,Leben::N,житя,тереклек
510,Tod::N,смöрт,үлем
511,Grab::N,шӹгер,гүр
512,Grab::N,шӹгер,кабер
513,Grab::N,мыгилӓ,гүр
514,Grab::N,мыгилӓ,кабер
515,Grab::N,шӹгерлӓ,гүр
516,Grab::N,шӹгерлӓ,кабер
517,Kirche::N,церкӹ,чиркәү
518,Sünde::N,сулык,язык
519,Sünde::N,сулык,гөнаһ
520,Gott::N,йымы,алла
521,Gott::N,йымы,ходай
522,Arbeiter::N,пӓшӓзӹ,эшче
523,Chef::N,вуй,башлык
524,Meister::N,мастар,оста
525,Arzt::N,доктор,врач
526,Arzt::N,доктор,табиб
527,Lehrer::N,тымдышы,укытучы
528,Lehrer::N,тымдышы,мөгаллим
529,Geld::N,окса,акча
530,Geschäft::N,торге́йӹмӓш,эш
531,Laden::N,лапка,кибет
532,Laden::N,лапка,магазин
533,Laden::N,магазин,кибет
534,Laden::N,магазин,магазин
535,Preis::N,ӓк,бәя
536,Preis::N,ӓк,бәһа
537,Ware::N,товар,товар
538,Nutzen::N,пайда,файда
539,Reichtum::N,перке,байлык
540,Welt::N,сӓндӓлӹк,дөнья
541,Welt::N,свет,дөнья
542,Land::N,сӓндӓлӹк,ил
543,Staat::N,кугижӓншӹ,дәүләт
544,König::N,король,патша
545,Macht::N,власть,хакимият
546,Grenze::N,пӹсмӓн,чик
547,Krieg::N,вырсы,сугыш
548,Feind::N,тышман,дошман
549,Gewalt::N,ви,көчләү
550,Kampf::N,кредӓлмӓш,көрәш
551,Bogen[Waffe]::N,янгеж,җәя
552,Pfeil::N,пикш,ук
553,Gewehr::N,пичӓл,мылтык
554,Fehler::N,самынь,хата
555,Lüge::N,шая,ялган
556,Schaden::N,вре́дӓ,зыян
557,Schaden::N,вре́дӓ,зарар
558,Unglück::N,пёда,бәла
559,Unglück::N,тымаша,бәла
560,Schuld::N,вуйнамат,гаеп
561,Alter::N,иӓш,яшь
562,Alter::N,игечӹ,яшь
563,Schluss::N,пӹтӓртӹш,ахыр
564,Zeit::N,веремӓ,заман
565,Tag::N,кечӹ,көн
566,Morgen::N,ир,иртә
567,Morgen::N,ирок,иртә
568,Mittag::N,кечӹвӓл,өйлә
569,Abend::N,вады,кич
570,Nacht::N,йыд,төн
571,Woche::N,ӓрня,атна
572,Monat::N,тӹ́лзӹ,ай
573,Jahr::N,год,ел
574,Frühling::N,шошым,яз
575,Sommer::N,кӓнгӹж,җәй
576,Herbst::N,шӹжӹ,көз
577,Winter::N,тел,кыш
578,Winter::N,телӹ,кыш
579,Januar::N,январ,гыйнвар
580,Januar::N,январь,гыйнвар
581,Februar::N,февраль,февраль
582,März::N,март,март
583,April::N,апрель,апрель
584,Mai::N,май,май
585,Juni::N,июнь,июнь
586,Juli::N,июль,июль
587,August::N,август,август
588,September::N,сентябрь,сентябрь
589,Oktober::N,октябрь,октябрь
590,November::N,ноябрь,ноябрь
591,Dezember::N,декавыр,декабрь
592,Montag::N,шачмы,дүшәмбе
593,Dienstag::N,кышкыжмы,сишәмбе
594,Mittwoch::N,вӹрчегӹ,чәршәмбе
595,Donnerstag::N,изӓрня,атнакич
596,Donnerstag::N,изӓрня,пәнҗешәмбе
597,Freitag::N,когарня,җомга
598,Samstag::N,кукшыгечӹ,шимбә
599,Sonntag::N,рушӓрня,якшәмбе
600,groß::A,кого,зур
601,klein::A,изи,кечкенә
602,lang::A,кужы,озын
603,kurz::A,кӹтӹк,кыска
604,breit::A,кымда,киң
605,schmal::A,ӓнгӹсӹр,кысык
606,dicht::A,шӹре,куе
607,dick[Gegenstand]::A,кӹжгӹ,калын
608,dünn::A,вӹцкӹж,нечкә
609,fein::A,пыльга,нәзакәтле
610,fest::A,цаткыды,нык
611,flach::A,тӓлякӓ,яссы
612,flach::A,тӓлякӓ,ялпак
613,glatt::A,ягылгы,шома
614,hart::A,пингӹдӹ,каты
615,weich::A,пышкыды,йомшак
616,rund::A,тӹртӹш,түгәрәк
617,spitz::A,кашар,очлы
618,scharf::A,кашар,үткен
619,stumpf::A,нӹшкӹ,үтмәс
620,schwer::A,нелӹ,салмак
621,schön::A,цевер,гүзәл
622,schön::A,олмыдшы,гүзәл
623,heiß::A,шокшы,эссе
624,warm::A,шокшы,җылы
625,kalt::A,ӱштӹ,суык
626,kalt::A,ӱштӹ,салкын
627,kühl::A,юалгы,салкынча
628,kühl::A,йонгата,салкынча
629,frisch::A,йонгата,салкынча
630,feucht::A,ӹлӹкшӹ,юеш
631,feucht::A,вӹдӹжгӹ,юеш
632,nass::A,начкы,дымлы
633,trocken::A,кукшы,коры
634,voll::A,темшӹ,тулы
635,voll::A,темыман,тулы
636,leer::A,йӓрӓ,буш
637,offen::A,виш,ачык
638,geschlossen::A,чӱчмӹ,йомык
639,geschlossen::A,тӹкӹлӓлтшӹ,йомык
640,sauber::A,ире,пакь
641,sauber::A,ире,чиста
642,schmutzig::A,шоран,керле
643,schmutzig::A,шоран,пычрак
644,schmutzig::A,лявӹрӓн,керле
645,schmutzig::A,лявӹрӓн,пычрак
646,schmutzig::A,шорангшы,керле
647,schmutzig::A,шорангшы,пычрак
648,roh::A,пеле кӱшӹ,чи
649,reif::A,кӱшӹ,өлгергән
650,lecker::A,тотан,тәмле
651,süß::A,мӱӓн,татлы
652,bitter::A,качы,ачы
653,sauer::A,шапы,әче
654,hell::A,соты,якты
655,hell::A,валгыды,якты
656,dunkel::A,пӹц,кара
657,dunkel::A,пӹцкемӹш,кара
658,schwarz::A,шим,кара
659,weiß::A,ош,ак
660,weiß::A,ошы,ак
661,rot::A,якшаргы,кызыл
662,gelb::A,сар,сары
663,gelb::A,сары,сары
664,blau::A,симсӹ,күк
665,grün::A,ыжар,яшел
666,grau::A,луды,соры
667,bunt::A,ала,чуар
668,billig::A,шулдаш,арзан
669,teuer::A,шергӹ,хаклы
670,teuer::A,шергӓкӓн,хаклы
671,wertvoll::A,ӓкӓн,кыйммәтле
672,blind::A,слöпöй,сукыр
673,blind::A,слöпöй,күзсез
674,blind::A,сльöпöй,сукыр
675,blind::A,сльöпöй,күзсез
676,taub::A,тӱтӱк,чукрак
677,taub::A,тӱтӱк,саңгырау
678,kräftig::A,виӓн,егәрле
679,stark::A,виӓн,нык
680,stark::A,виӓн,базык
681,schwach::A,шава,зәгыйфь
682,schwach::A,лӹпкӓ,зәгыйфь
683,schwach::A,слабка,зәгыйфь
684,fett::A,таза,симез
685,schlank::A,яштака,нәзек
686,hübsch::A,сӹлнӹ,чибәр
687,hübsch::A,олмыдшы,чибәр
688,böse::A,шӹдӓн,усал
689,dumm::A,окмак,акылсыз
690,faul::A,ялахай,ялкау
691,faul::A,ялахай,иренчәк
692,fleißig::A,пӓшам яратышы,тырыш
693,fleißig::A,пӓшам яратышы,тырышучан
694,geizig::A,шык,саран
695,klug::A,ышан,акыллы
696,geschickt::A,мастар,маһир
697,lieb::A,тыри,сөекле
698,lustig::A,мындыр,күңелле
699,lustig::A,сусу,күңелле
700,sanft::A,йӹвӹжӓ,басынкы
701,hungrig::A,шужышы,ач
702,krank::A,церлӹ,чирле
703,krank::A,церлӹ,сырхау
704,krank::A,хворой,чирле
705,krank::A,хворой,сырхау
706,nackt::A,цӓрӓ,шәрә
707,traurig::A,сы́лыкан,ямансу
708,traurig::A,кымы́лдымы,ямансу
709,lebendig::A,живой,тере
710,gut::A,яжо,яхшы
711,schlecht::A,уда,начар
712,schlecht::A,худа,начар
713,richtig::A,вургамла,дөрес
714,schlimm::A,йӹрнык,әшәкә
715,wahr::A,настоящий,чып-чын
716,wahr::A,настояшый,чып-чын
717,alt::A,шонгы,иске
718,neu::A,у,яңа
719,ehemalig::A,тошты,элекке
720,alt[Lebewesen]::A,ӹлалшӹ,карт
721,jung::A,нöргӹ,яшь
722,jung::A,молода,яшь
723,arm::A,укеӓн,фәкыйрь
724,reich::A,паян,бай
725,reich::A,пурлыкан,бай
726,bekannt::A,палӹмӹ,таныш
727,berühmt::A,лӹмлы,атаклы
728,fremd::A,эдемӹн,ят
729,verschieden::A,тӹрлӹ,төрле
730,nah::A,лишӹл,якын
731,fern::A,мӹндӹр,ерак
732,linker::A,шалахай,сул
733,rechter::A,вургамла,уң
734,anderer::A,вес,бүтән
735,anderer::A,весӹ,бүтән
736,erster::A,икшӹ,беренче
737,erster::A,икӹмшӹ,беренче
738,zweiter::A,кокшы,икенче
739,dritter::A,кымшы,өченче
740,letzter::A,остатка,ахыргы
741,allein::ADV,иктӹ,ялгыз
742,allein::ADV,иктӹт,ялгыз
743,auf einmal::ADV,тöрöк,бердән
744,zusammen::ADV,икараш,бергә
745,zusammen::ADV,цымырын,бергә
746,lange::ADV,кужын,озак
747,plötzlich::ADV,трӱк,искәрмәстән
748,sofort::ADV,полт,хәзер
749,sofort::ADV,тöрöк,хәзер
750,sofort::ADV,тӹшӓкок,хәзер
751,später::ADV,вара,соңрак
752,heute::ADV,тагачы,бүген
753,morgen::ADV,иргод,иртәгә
