,Concept_ID,te,mn
357,Haufen::N,రాశి,бөөн
358,Reihe::N,వరుస,эгнээ
359,Boot::N,పడవ,завь
360,Ruder::N,అడక,сэлүүр
361,Schlitten::N,సరవండ్లు,чарга
362,Ski::N,స్కీ,цана
363,Lagerfeuer::N,నెగడు,түүдэг
364,Last::N,బరువు,ачаа
365,Gang::N,నడక,явдал
366,Schritt::N,అడుగు,алхам
367,Norden::N,ఉత్తరదిక్కు,умар
368,Süden::N,దక్షిణము,урд
369,Süden::N,దక్షిణము,өмнө
370,Westen::N,పడమర,өрнө
371,Westen::N,పడమర,баруун
372,Osten::N,తూర్పు,зүүн
373,Osten::N,తూర్పు,дорно
374,Holz::N,కొయ్య,мод
375,Brett::N,పలక,банз
376,Platte::N,పలక,хавтан
377,Stütze::N,వాల్సేడ్లు,тулгуур
378,Stütze::N,వాల్సేడ్లు,тулга
379,Stange::N,స్తంభము,сургааг
380,Stock::N,కఱ్ఱ,саваа
381,Stab::N,కఱ్ఱ,таяг
382,Rohr::N,గొట్టము,хоолой
383,Haus::N,ఇల్లు,гэр
384,Haus::N,ఇల్లు,байшин
385,Heim::N,స్వగృహము,гэр
386,Ofen::N,పొయ్యి,зуух
387,Ofen::N,పొయ్యి,пийшин
388,Fußboden::N,నేల,шал
389,Tisch::N,మేజా,ширээ
390,Stuhl::N,కుర్చీ,сандал
391,Wiege::N,ఉయ్యాల,өлгий
392,Bett::N,పడక,ор
393,Bett::N,మంచం,ор
394,Regal::N,అటక,тавиур
395,Kiste::N,వెట్టె,авдар
396,Kiste::N,వెట్టె,хайрцаг
397,Fenster::N,కిటికి,гэгээвч
398,Tür::N,ద్వారము,үүд
399,Tür::N,ద్వారము,хаалга
400,Tor::N,ద్వారము,хаалга
401,Zaun::N,కంచె,хашаа
402,Dach::N,ఇంటివైకప్పు,дээвэр
403,Leiter::N,నిచ్చెన,шат
404,Besen::N,చీపురుకట్ట,хамуур
405,Besen::N,చీపురుకట్ట,туужуу
406,Spaten::N,పాఱ,хүрз
407,Schaufel::N,పాఱ,хүрз
408,Gabel::N,ముండ్లగరిటె,сэрээ
409,Löffel::N,గరిటె,халбага
410,Messer::N,కత్తి,хутга
411,Nagel::N,మేకు,хадаас
412,Netz::N,వల,өөш
413,Netz::N,వల,тор
414,Haken::N,కొక్కెము,гох
415,Griff::N,పిడి,иш
416,Griff::N,పిడి,сэнж
417,Schloss::N,తాళము,цуурга
418,Schloss::N,తాళము,цоож
419,Bild::N,చిత్రము,зураг
420,Figur::N,రూపము,баримал
421,Puppe::N,బొమ్మ,хүүхэлдэй
422,Beutel::N,సంచి,агсаа
423,Beutel::N,సంచి,уут
424,Bündel::N,మూట,боодол
425,Tasche::N,సంచి,цүнх
426,Eimer::N,చేద,хөнөг
427,Eimer::N,చేద,хувин
428,Deckel::N,మూత,таг
429,Deckel::N,మూత,хавхаг
430,Geschirr::N,వంటకాలు,сав суулга
431,Sack::N,గోనెసంచి,шуудай
432,Tasse::N,గిన్నె,аяга
433,Topf::N,కుండ,тогоо
434,Kessel::N,నీరుకాచుపాత్ర,тогоо
435,Essen::N,ఆహారము,идээ
436,Nahrung::N,ఆహారము,хүнс
437,Speise::N,ఆహారము,идээ
438,Fleisch::N,మాంసము,мах
439,Getreide::N,ధాన్యము,будаа
440,Brei::N,గుజ్జు,богшмол
441,Brei::N,గుజ్జు,будаа
442,Brot::N,రొట్టె,талх
443,Scheibe::N,బద్ద,зүсэм
444,Scheibe::N,బద్ద,хэрчим
445,Fett::N,క్రొవ్వు,өөх
446,Butter::N,వెన్న,тос
447,Öl::N,నూనె,тос
448,Salz::N,ఉప్పు,давс
449,Suppe::N,చారు,шөл
450,Honig::N,తెనె,бал
451,Milch::N,పాలు,сүү
452,Tee::N,తేనీరు,цай
453,Leder::N,బాగుచేసివతోలు,арьс
454,Leder::N,బాగుచేసివతోలు,савхи
455,Wolle::N,ఉన్ని,ноос
456,Wolle::N,ఉన్ని,унгас
457,Stoff::N,బట్ట,бөс
458,Nadel::N,సూది,зүү
459,Faden::N,దారము,боолт
460,Faden::N,దారము,утас
461,Knopf::N,బొత్తాము,товч
462,Knoten::N,ముడి,зангилаа
463,Farbe::N,రంగు,будаг
464,Kleidung::N,బట్టలు,хувцас
465,Hemd::N,చొక్కాయ,цамц
466,Kragen::N,మాల,зах заам
467,Ärmel::N,చొక్కాయచెయ్యి,ханцуй
468,Hose::N,ఇజారు,өмд
469,Gürtel::N,పటకా,бүс
470,Mütze::N,టోపి,малгай
471,Mütze::N,టోపి,бүрх
472,Schuh::N,పాదరక్ష,туфли
473,Stiefel::N,బూటు,гутал
474,Ring::N,ఉంగరము,бөгж
475,Band::N,నాడా,тууз
476,Kamm::N,దువ్వెన,сам
477,Spiegel::N,అద్దము,толь
478,Riemen::N,వాడా,тасам
479,Riemen::N,వాడా,сур
480,Schnur::N,దారము,татлага
481,Leine::N,వారు,оосор
482,Decke::N,కంబళి,хөнжил
483,Decke::N,కంబళి,хучлага
484,Kissen::N,తలగడ,дэр
485,Tuch::N,బట్ట,алчуур
486,Tuch::N,బట్ట,даавуу
487,Handtuch::N,తువాలు,алчуур
488,Kraft::N,బలము,чадал
489,Kraft::N,బలము,хүч
490,Stärke::N,శక్తి,эрч
491,Stärke::N,శక్తి,тэнхээ
492,Gesundheit::N,ఆరోగ్యము,бие
493,Gesundheit::N,ఆరోగ్యము,эрүүл мэнд
494,Krankheit::N,రోగము,эмгэг
495,Schmerz::N,నొప్పి,өвчин
496,Wunde::N,గాయము,шарх
497,Fieber::N,జ్వరము,халуун
498,Arznei::N,మందు,эм
499,Brücke::N,వంతెన,гүүр
500,Brunnen::N,బావి,худаг
501,Brunnen::N,కూపము,худаг
502,Brunnen::N,నుయ్యి,худаг
503,Weide::N,పచ్చికబయలు,бэлчээр
504,Pfad::N,కాలిత్రోవ,жим
505,Pfad::N,కాలిత్రోవ,зөрөг
506,Weg::N,మార్గము,зам
507,Weg::N,మార్గము,харгуй
508,Straße::N,బాట,зам
509,Straße::N,బాట,харгуй
510,Dorf::N,గ్రామము,тосгон
511,Dorf::N,గ్రామము,гацаа
512,Stadt::N,పట్టణము,хот
513,Brief::N,జాబు,захидал
514,Brief::N,జాబు,захиа
515,Buch::N,పుస్తకము,ном
516,Buch::N,పుస్తకము,бичиг
517,Buchstabe::N,అక్షరము,үсэг
518,Zeitung::N,వార్తాపత్రిక,сонин
519,Leben::N,ప్రాణము,амь
520,Leben::N,ప్రాణము,амьдрал
521,Tod::N,మరణము,үхэл
522,Grab::N,సమాధి,булш
523,Kirche::N,క్రెస్తవులగుడి,сүм
524,Sünde::N,పాపము,нүгэл
525,Sünde::N,పాపము,хилэнц
526,Gott::N,దేవుడు,бурхан
527,Arbeiter::N,పనిపాటుచేశేవాడు,ажилчин
528,Arbeiter::N,పనిపాటుచేశేవాడు,хөдөлмөрчин
529,Chef::N,యజమానుడు,дарга
530,Meister::N,కళాకారుడు,дархан
531,Arzt::N,వైద్యుడు,эмч
532,Lehrer::N,ఉపాధ్యాయుడు,багш
533,Geld::N,ద్రవ్యము,цаас
534,Geld::N,ద్రవ్యము,мөнгө
535,Geschäft::N,వ్యాపారము,наймаа
536,Laden::N,అంగడి,дэлгүүр
537,Preis::N,వెల,үнэ
538,Ware::N,సరకులు,таваар
539,Ware::N,సరకులు,бараа
540,Nutzen::N,ప్రయోజనము,ашиг
541,Reichtum::N,ధనము,баялаг
542,Welt::N,ప్రపంచము,дэлхий
543,Welt::N,ప్రపంచము,орчлон
544,Land::N,దేశము,улс
545,Land::N,దేశము,орон
546,Staat::N,రాజ్యము,төр
547,Staat::N,రాజ్యము,гүрэн
548,König::N,రాజు,ван
549,Macht::N,అధికారము,засаг
550,Grenze::N,సరిహద్దు,хил
551,Krieg::N,యుద్ధము,дайн
552,Feind::N,శత్రువు,дайсан
553,Gewalt::N,దౌర్జన్యము,хүчирхэх
554,Kampf::N,పోట్లాట,тэмцэл
555,Kampf::N,పోట్లాట,байлдаан
556,Bogen[Waffe]::N,విల్లు,нум
557,Pfeil::N,బాణము,годил
558,Pfeil::N,బాణము,сум
559,Gewehr::N,తుపాకి,буу
560,Fehler::N,తప్ప,эндэл
561,Fehler::N,తప్ప,алдаа
562,Lüge::N,అసత్యము,худал
563,Schaden::N,నష్టము,хор
564,Schaden::N,నష్టము,хөнөөл
565,Unglück::N,దురదృష్టము,гай
566,Unglück::N,దురదృష్టము,гамшиг
567,Schuld::N,తప్పు,гэм
568,Schuld::N,తప్పు,буруу
569,Alter::N,వయస్సు,нас
570,Schluss::N,ముగింపు,эцэс
571,Schluss::N,ముగింపు,төгсгөл
572,Zeit::N,కాలము,цаг
573,Tag::N,దినము,өдөр
574,Morgen::N,ఉదయము,өглөө
575,Mittag::N,మధ్యాహ్నము,үд
576,Abend::N,సాయంకాలము,үдэш
577,Nacht::N,రత్రి,шөнө
578,Woche::N,వారము,долоо хоног
579,Monat::N,నెల,сар
580,Jahr::N,సంవత్సరము,жил
581,Frühling::N,వసంతకాలము,хавар
582,Sommer::N,వేసవికాము,зун
583,Herbst::N,ఆకురాలుకాలము,намар
584,Winter::N,శీతకాలము,өвөл
585,Januar::N,జనవరి,нэгдүгээр сар
586,Februar::N,ఫిబ్రవరి,хоёрдугаар сар
587,März::N,మార్చి,гуравдугаар сар
588,April::N,ఏప్రిలు,дөрөвдүгээр сар
589,Mai::N,మే,тавдугаар сар
590,Juni::N,జూన్,зургаадугаар сар
591,Juli::N,జూలై,долдугаар сар
592,August::N,ఆగస్టు,наймдугаар сар
593,September::N,సెప్ఠెంబరు,есдүгээр сар
594,Oktober::N,అక్టోబరు,аравдугаар сар
595,November::N,నవంబరు,арван нэгдүгээр сар
596,Dezember::N,డిసెంబర్,арван хоёрдугаар сар
597,Montag::N,సోమవారము,даваа
598,Dienstag::N,మంగళవారము,мягмар
599,Mittwoch::N,బుధవారము,лхагва
600,Donnerstag::N,గురువారము,пүрэв
601,Freitag::N,శుక్రవారము,баасан
602,Samstag::N,శనివారము,бямба
603,Sonntag::N,ఆదివారము,ням
604,groß::A,గొప్పైన,их
605,groß::A,గొప్పైన,том
606,klein::A,చిన్న,бага
607,klein::A,చిన్న,жаахан
608,lang::A,పొడుగాటి,урт
609,kurz::A,పొట్టి,охор
610,kurz::A,పొట్టి,богино
611,breit::A,వెడల్పైన,өргөн
612,schmal::A,ఇఱుకైన,уйтан
613,schmal::A,ఇఱుకైన,нарийн
614,dicht::A,దట్టమైన,нягт
615,dicht::A,దట్టమైన,чигжүү
616,dick[Gegenstand]::A,దట్టమైన,зузаан
617,dünn::A,పలుచని,нимгэн
618,fein::A,నాజాకైన,нарийн
619,fest::A,దృడమైవ,бөх
620,fest::A,దృడమైవ,хатуу
621,flach::A,చదువైన,хавтгай
622,glatt::A,నున్నని,цагаан
623,hart::A,కఠినమైన,хатуу
624,weich::A,మృదువైన,зөөлөн
625,rund::A,గుండ్రని,дугуй
626,rund::A,గుండ్రని,дугариг
627,spitz::A,మొనగల,шовх
628,spitz::A,మొనగల,шовгор
629,scharf::A,పదనైన,хурц
630,scharf::A,పదనైన,иртэй
631,stumpf::A,వాడిలేని,мохоо
632,schwer::A,బరువ్తెన,хүнд
633,schön::A,సుందరమైన,гуа
634,schön::A,సుందరమైన,сайхан
635,heiß::A,వేడియైన,халуун
636,warm::A,వెచ్చని,дулаан
637,kalt::A,చల్లని,хүйтэн
638,kühl::A,చల్లని,сэрүүн
639,frisch::A,తాజాయైన,эрүүл
640,frisch::A,తాజాయైన,жихүүн
641,feucht::A,చెమ్మగానున్న,чийгтэй
642,nass::A,తడిగామన్న,нойтон
643,trocken::A,ఎండిన,хатсан
644,voll::A,నిండు,дүүрэн
645,leer::A,శూన్యమైన,хоосон
646,offen::A,తెఱచియున్న,онгорхой
647,geschlossen::A,మూసిన,битүү
648,geschlossen::A,మూసిన,хаалтай
649,sauber::A,పరిశుద్ధమైన,цэвэр
650,sauber::A,పరిశుద్ధమైన,хиргүй
651,schmutzig::A,ముఱికియైన,бохир
652,schmutzig::A,ముఱికియైన,хиртэй
653,roh::A,పచ్చి,түүхий
654,reif::A,పండివ,болсон
655,lecker::A,రుచి గల,амттай
656,süß::A,తియ్యని,амттай
657,süß::A,తియ్యని,чихэрлэг
658,bitter::A,చేదైన,гашуун
659,sauer::A,పుల్లని,эсгэлэн
660,hell::A,కాంతిగల,гэгээн
661,hell::A,కాంతిగల,гэрэлтэй
662,dunkel::A,చీకటియైన,бараан
663,dunkel::A,చీకటియైన,харанхуй
664,schwarz::A,నల్లని,хар
665,weiß::A,తెలుపు,цагаан
666,rot::A,ఎఱ్ఱని,улаан
667,gelb::A,పసుపు పచ్చ,шар
668,blau::A,నీలవర్ణము,хөх
669,blau::A,నీలవర్ణము,цэнхэр
670,grün::A,ఆకుపచ్చని,ногоон
671,grau::A,నెరిసిన,орог
672,grau::A,నెరిసిన,саарал
673,bunt::A,రంగేలీ,эрээн
674,billig::A,చౌకయైన,хямд
675,teuer::A,వెలపొడుగైన,үнэтэй
676,wertvoll::A,విలుప్తెన,үнэт
677,blind::A,గ్రుడ్డి,сохор
678,taub::A,చెవిటి,чих хатуу
679,kräftig::A,శక్తి గల,чийрэг
680,stark::A,బలమైన,хүчтэй
