,Concept_ID,fr,da
867,achtzig::NUM,quatre-vingt,firs
868,neunzig::NUM,quatre-vingt-dix,halvfems
869,hundert::NUM,cent,hundrede
870,tausend::NUM,mille,tusind
871,und::CNJ,et,og
872,oder::CNJ,ou,eller
873,stehen::V,être debout,stå
874,sitzen::V,être assis,sidde
875,liegen::V,être couché,ligge
876,hängen::V,pendre,hænge
877,werden::V,devenir,blive
878,passieren::V,se passer,ske
879,passieren::V,se passer,hænde
880,beginnen::V,commencer,begynde
881,enden::V,finir,ende
882,enden::V,se terminer,ende
883,wechseln::V,changer,veksle
884,wechseln::V,alterner,veksle
885,aufgehen[Sonne]::V,se lever,gå op
886,aufgehen[Sonne]::V,se lever,stå op
887,untergehen[Sonne]::V,se coucher,gå ned
888,scheinen[Sonne]::V,briller,skinne
889,donnern::V,tonner,tordne
890,wehen::V,souffler,blæse
891,strömen::V,affluer,strømme
892,fließen::V,couler,flyde
893,sich drehen::V,tourner,dreje sig
894,schwanken::V,osciller,vakle
895,schwanken::V,chanceler,vakle
896,schwingen::V,vibrer,svinge
897,schwingen::V,osciller,svinge
898,fallen::V,tomber,falde
899,brennen::V,brûler,brænde
900,brennen::V,flamber,brænde
901,rauchen::V,fumer,ryge
902,regnen::V,pleuvoir,regne
903,gefrieren::V,geler,fryse
904,tauen::V,dégeler,tø
905,schmelzen::V,fondre,smelte
906,trocknen::V,sécher,tørre
907,sieden::V,bouillir,koge
908,faulen::V,pourrir,rådne
909,faulen::V,se putréfier,rådne
910,verfaulen::V,pourrir,rådne
911,reißen::V,rompre,briste
912,reißen::V,se déchirer,briste
913,versinken::V,s'enfoncer,synke
914,versinken::V,s'enfoncer,synke ned
915,vergehen::V,passer,forløbe
916,erscheinen::V,apparaître,vise sig
917,verschwinden::V,disparaître,forsvinde
918,sinken::V,descendre,synke
919,sinken::V,s'abaisser,synke
920,abnehmen::V,diminuer,aftage
921,zunehmen::V,augmenter,tiltage
922,steigen::V,monter,stige
923,wachsen::V,croître,gro
924,wachsen::V,croître,vokse
925,glänzen::V,briller,glinse
926,funkeln::V,étinceler,tindre
927,lärmen::V,faire du bruit,larme
928,läuten::V,sonner,ringe
929,klingeln::V,sonner,ringe
930,klirren::V,cliqueter,klirre
931,brausen::V,mugir,bruse
932,rauschen::V,bruire,suse
933,klingen::V,sonner,lyde
934,klingen::V,sonner,klinge
935,bellen::V,aboyer,gø
936,heulen::V,hurler,hyle
937,blasen::V,souffler,blæse
938,pfeifen::V,siffler,fløjte
939,schreien::V,crier,skrige
940,stöhnen::V,gémir,stønne
941,zittern::V,trembler,dirre
942,zittern::V,trembler,skælve
943,leben::V,vivre,leve
944,geboren werden::V,naître,fødes
945,atmen::V,respirer,ånde
946,trinken::V,boire,drikke
947,essen::V,manger,spise
948,schlucken::V,avaler,synke
949,müde werden::V,se lasser,blive træt
950,müde werden::V,se fatiguer,blive træt
951,einschlafen::V,s'endormir,falde i søvn
952,schlafen::V,dormir,sove
953,aufwachen::V,se réveiller,vågne
954,aufstehen::V,se lever,stå op
955,sich erholen::V,se reposer,komme sig
956,sich erholen::V,se détendre,komme sig
957,krank werden::V,tomber malade,blive syg
958,krank sein::V,être malade,være syg
959,schmerzen::V,faire mal,smerte
960,husten::V,tousser,hoste
961,genesen::V,guérir,komme sig
962,genesen::V,se remettre,komme sig
963,sterben::V,mourir,dø
964,umkommen::V,périr,omkomme
965,sich bewegen::V,bouger,bevæge sig
966,sich rühren::V,broncher,røre på sig
967,sich erheben::V,se lever,rejse sig
968,sich setzen::V,s'asseoir,sætte sig
969,hinfallen::V,tomber,
970,laufen::V,marcher,løbe
971,laufen::V,aller à pied,løbe
972,schreiten::V,marcher,skride
973,spazierengehen::V,se promener,gå en tur
974,eilen::V,courir,ile
975,sich beeilen::V,se hâter,skynde sig
976,sich beeilen::V,se dépêcher,skynde sig
977,sausen::V,filer,suse
978,rennen::V,courir,løbe
979,rennen::V,courir,rende
980,springen::V,sauter,hoppe
981,springen::V,sauter,springe
982,klettern::V,grimper,klatre
983,schaukeln::V,se balancer,gynge
984,kriechen::V,ramper,krybe
985,schwimmen::V,nager,svømme
986,tauchen::V,plonger,dykke
987,rudern::V,ramer,ro
988,fahren::V,aller,køre
989,fahren::V,rouler,køre
990,fliegen::V,voler,flyve
991,gehen::V,aller,gå
992,weggehen::V,s'en aller,gå bort
993,abfahren::V,partir,køre bort
994,anhalten::V,s'arrêter,standse
995,hineingehen::V,entrer,gå ind
996,eintreten::V,entrer,træde ind
997,kommen::V,venir,komme
998,ankommen::V,arriver,ankomme
999,zurückkommen::V,revenir,komme tilbage
1000,bleiben::V,rester,blive
1001,bleiben::V,rester,forblive
1002,bleiben::V,demeurer,blive
1003,bleiben::V,demeurer,forblive
1004,warten::V,attendre,vente
1005,erwarten::V,attendre,vente
1006,erwarten::V,attendre,afvente
1007,suchen::V,chercher,søge
1008,finden::V,trouver,finde
1009,versuchen::V,essayer,forsøge
1010,vorbereiten::V,préparer,forberede
1011,lieben::V,aimer,elske
1012,mögen::V,aimer,holde af
1013,mögen::V,aimer,kunne lide
1014,mögen::V,vouloir,holde af
1015,mögen::V,vouloir,kunne lide
1016,lachen::V,rire,le
1017,rühren::V,toucher,røre
1018,rühren::V,attendrir,røre
1019,weinen::V,pleurer,græde
1020,schimpfen::V,gronder,skænde
1021,sich ärgern::V,se fâcher,ærgre sig
1022,sich fürchten::V,avoir peur,være bange
1023,fürchten::V,craindre,være bange for
1024,fürchten::V,avoir peur de,være bange for
1025,fliehen::V,fuir,flygte
1026,flüchten::V,s'enfuir,flygte
1027,sehen::V,voir,se
1028,anschauen::V,regarder,se på
1029,anschauen::V,regarder,betragte
1030,ansehen::V,regarder,anse
1031,hören::V,entendre,høre
1032,zuhören::V,écouter,høre til
1033,probieren::V,goûter,smage
1034,probieren::V,goûter,smage på
1035,riechen::V,sentir,lugte
1036,fühlen::V,sentir,føle
1037,scheinen::V,sembler,synes
1038,scheinen::V,paraître,synes
1039,zu sehen sein::V,se voir,synes
1040,zu sehen sein::V,être visible,synes
1041,vernehmen::V,entendre,erfare
1042,vernehmen::V,percevoir,erfare
1043,frieren::V,avoir froid,fryse
1044,tun::V,faire,gøre
1045,können::V,savoir,kunne
1046,können::V,pouvoir,kunne
1047,wollen::V,vouloir,ville
1048,anfangen::V,commencer,begynde
1049,beenden::V,finir,afslutte
1050,beenden::V,terminer,afslutte
1051,aufhören::V,cesser,ophøre
1052,aufhören::V,cesser,holde op
1053,aufhören::V,arrêter,ophøre
1054,aufhören::V,arrêter,holde op
1055,gelingen::V,réussir,lykkes
1056,geraten::V,réussir,blive
1057,öffnen::V,ouvrir,åbne
1058,schließen::V,fermer,lukke
1059,stellen::V,poser,stille
1060,stellen::V,mettre,stille
1061,setzen::V,placer,sætte
1062,legen::V,placer,lægge
1063,berühren::V,toucher,berøre
1064,verbinden::V,lier,forbinde
1065,bedecken::V,couvrir,dække
1066,bedecken::V,couvrir,bedække
1067,aufhängen::V,accrocher,hænge
1068,aufhängen::V,accrocher,hænge op
1069,anzünden::V,allumer,tænde
1070,anzünden::V,allumer,antænde
1071,aufheben::V,ramasser,løfte
1072,aufheben::V,ramasser,tage op
1073,zurücklassen::V,laisser,lade tilbage
1074,verlieren::V,perdre,miste
1075,fallen lassen::V,lâcher,tabe
1076,fallen lassen::V,lâcher,droppe
1077,fallen lassen::V,laisser tomber,tabe
1078,fallen lassen::V,laisser tomber,droppe
1079,machen::V,faire,gøre
1080,herstellen::V,produire,fremstille
1081,herstellen::V,fabriquer,fremstille
1082,bauen::V,bâtir,bygge
1083,bauen::V,construire,bygge
1084,reparieren::V,réparer,reparere
1085,verbessern::V,améliorer,rette
1086,verbessern::V,améliorer,forbedre
1087,ändern::V,changer,ændre
1088,ändern::V,modifier,ændre
1089,graben::V,creuser,grave
1090,beugen::V,plier,bøje
1091,beugen::V,ployer,bøje
1092,biegen::V,courber,bøje
1093,drehen::V,tordre,dreje
1094,drehen::V,tourner,dreje
1095,wenden::V,retourner,vende
1096,umdrehen::V,tourner,dreje om
1097,heben::V,soulever,hæve
1098,hochheben::V,lever,løfte
1099,ergreifen::V,saisir,gribe fat i
1100,ergreifen::V,prendre,gribe fat i
1101,halten::V,tenir,holde
1102,drücken::V,presser,trykke
1103,schieben::V,pousser,skyde
1104,schieben::V,pousser,skubbe
1105,kratzen::V,gratter,klø
1106,kratzen::V,gratter,kradse
1107,kratzen::V,égratigner,klø
1108,kratzen::V,égratigner,kradse
1109,lecken::V,lécher,slikke
1110,beißen::V,mordre,bide
1111,abreißen::V,arracher,rive af
1112,abschneiden::V,couper,skære af
1113,binden::V,lier,binde
1114,binden::V,attacher,binde
1115,stecken::V,enfoncer,stikke
1116,brechen::V,rompre,brække
1117,klopfen::V,frapper,banke
1118,hauen::V,frapper,hugge
1119,kleben::V,coller,klistre
1120,reiben::V,frotter,gnide
1121,streichen::V,empâter,smøre
1122,schleifen::V,affiler,slibe
1123,schleifen::V,aiguiser,slibe
1124,schneiden::V,couper,skære
1125,schneiden::V,couper,klippe
1126,schneiden::V,trancher,skære
1127,schneiden::V,trancher,klippe
1128,rütteln::V,cahoter,ruske
1129,schütteln::V,secouer,ryste
1130,schwenken::V,agiter,svinge
1131,schütten::V,verser,hælde
1132,füllen::V,remplir,fylde
1133,einwickeln::V,envelopper,pakke ind
1134,tragen::V,porter,bære
1135,schleppen::V,traîner,slæbe
1136,ziehen::V,tirer,trække
1137,aufbewahren::V,garder,opbevare
1138,aufbewahren::V,conserver,opbevare
1139,werfen::V,jeter,kaste
1140,werfen::V,lancer,kaste
1141,fangen::V,attraper,fange
1142,packen::V,agripper,gribe
1143,verstecken::V,cacher,gemme
1144,teilen::V,diviser,dele
1145,schicken::V,envoyer,sende
1146,bringen::V,apporter,bringe
1147,hinzufügen::V,ajouter,tilføje
1148,bekommen::V,obtenir,få
1149,erhalten::V,recevoir,få
1150,nehmen::V,prendre,tage
1151,wählen::V,choisir,vælge
1152,auswählen::V,choisir,udvælge
1153,auswählen::V,sélectionner,udvælge
1154,bewahren::V,préserver,bevare
1155,behindern::V,gêner,hindre
1156,behindern::V,gêner,forhindre
1157,verderben::V,gâter,ødelægge
1158,verderben::V,corrompre,ødelægge
1159,beschädigen::V,endommager,beskadige
1160,zerbrechen::V,casser,brække itu
1161,zerreißen::V,déchirer,rive itu
1162,zerstören::V,détruire,ødelægge
1163,verbrennen::V,brûler,brænde
1164,geben::V,donner,give
1165,reichen::V,tendre,række
1166,schenken::V,offrir,forære
1167,versprechen::V,promettre,love
1168,wünschen::V,souhaiter,ønske
1169,loben::V,louer,rose
1170,küssen::V,embrasser,kysse
1171,wiegen::V,bercer,vugge
1172,zudecken::V,couvrir,dække til
1173,wecken::V,éveiller,vække
1174,wecken::V,réveiller,vække
1175,zeigen::V,montrer,vise
1176,zeigen::V,faire voir,vise
1177,führen::V,guider,føre
1178,lehren::V,apprendre,lære
1179,unterrichten::V,instruire,undervise
1180,aufziehen::V,élever,opdrage
1181,leiten::V,diriger,lede
1182,leiten::V,conduire,lede
1183,antreiben::V,pousser,skynde på
1184,lassen::V,faire,få til at
1185,einladen::V,inviter,indbyde
1186,einladen::V,inviter,invitere
1187,vereinigen::V,unir,forene
1188,vereinigen::V,réunir,forene
1189,besuchen::V,visiter,besøge
1190,besuchen::V,aller voir,besøge
1191,treffen::V,rencontrer,møde
1192,sich versammeln::V,s'assembler,forsamles
1193,spielen::V,jouer,lege
1194,spielen::V,jouer,spille
1195,singen::V,chanter,synge
1196,tanzen::V,danser,danse
1197,sich trennen::V,se séparer,skilles
1198,verlassen::V,quitter,forlade
1199,retten::V,sauver,redde
1200,bewachen::V,garder,bevogte
1201,schützen::V,protéger,skærme
1202,schützen::V,protéger,beskytte
1203,verteidigen::V,défendre,forsvare
1204,sich schlagen::V,se taper,slås
1205,schießen::V,tirer,skyde
1206,siegen::V,vaincre,sejre
1207,ärgern::V,agacer,ærgre
1208,schlagen::V,battre,slå
1209,schlagen::V,frapper,slå
1210,treten::V,botter,sparke
1211,treten::V,donner un coup de pied à,sparke
1212,stechen::V,piquer,stikke
1213,stoßen::V,heurter,støde
1214,stehlen::V,voler,stjæle
1215,stören::V,gêner,forstyrre
1216,stören::V,déranger,forstyrre
1217,belästigen::V,molester,genere
1218,belästigen::V,molester,ulejlige
1219,belästigen::V,importuner,genere
1220,belästigen::V,importuner,ulejlige
1221,verbergen::V,cacher,skjule
1222,verbergen::V,dissimuler,skjule
1223,täuschen::V,abuser,villede
1224,täuschen::V,tromper,villede
1225,betrügen::V,duper,bedrage
1226,betrügen::V,frauder,bedrage
1227,töten::V,tuer,dræbe
1228,wohnen::V,habiter,bo
1229,wohnen::V,demeurer,bo
1230,arbeiten::V,travailler,arbejde
1231,sammeln::V,collectionner,samle
1232,pflücken::V,cueillir,plukke
1233,jagen::V,chasser,jage
1234,fischen::V,pêcher,fiske
1235,fassen::V,capturer,fange
1236,hüten::V,garder,vogte
1237,treiben::V,mener,drive
1238,anbinden::V,attacher,binde fast
1239,füttern::V,faire manger,fodre
1240,melken::V,traire,malke
1241,hacken::V,fendre,hakke
1242,gießen::V,arroser,hælde
1243,reifen::V,mûrir,modne
1244,zubereiten::V,préparer,tilberede
1245,kochen::V,cuire,koge
1246,backen::V,cuire,bage
1247,braten::V,rôtir,stege
1248,umrühren::V,remuer,røre om
1249,stricken::V,tricoter,strikke
1250,nähen::V,coudre,sy
1251,färben::V,teindre,farve
1252,reinigen::V,nettoyer,rense
1253,reinigen::V,nettoyer,gøre ren
1254,waschen::V,laver,vaske
1255,abwischen::V,essuyer,tørre af
1256,spülen::V,rincer,skylle
1257,fegen::V,balayer,feje
1258,kehren::V,balayer,feje
1259,baden::V,se baigner,bade
1260,sich waschen::V,se laver,vaske sig
1261,ausziehen::V,ôter,tage af
1262,ausziehen::V,enlever,tage af
1263,anziehen::V,mettre,tage på
1264,sich anziehen::V,s'habiller,klæde sig på
1265,kämmen::V,peigner,rede
1266,kämmen::V,peigner,frisere
1267,schmücken::V,orner,pynte
1268,schmücken::V,orner,smykke
1269,schmücken::V,décorer,pynte
1270,schmücken::V,décorer,smykke
1271,sagen::V,dire,sige
1272,sprechen::V,parler,snakke
1273,reden::V,parler,tale
1274,reden::V,parler,snakke
1275,sich unterhalten::V,bavarder,snakke sammen
1276,sich unterhalten::V,s'entretenir,snakke sammen
1277,fragen::V,demander,spørge
1278,bitten::V,prier,bede
1279,erzählen::V,raconter,berette
1280,erzählen::V,raconter,fortælle
1281,mitteilen::V,communiquer,meddele
1282,nennen::V,nommer,nævne
1283,nennen::V,appeler,nævne
1284,rufen::V,appeler,råbe
1285,prahlen::V,se vanter,prale
1286,übersetzen::V,traduire,oversætte
1287,denken::V,penser,tænke
1288,glauben::V,croire,tro
1289,bemerken::V,remarquer,bemærke
1290,bemerken::V,remarquer,lægge mærke til
1291,bemerken::V,apercevoir,bemærke
1292,bemerken::V,apercevoir,lægge mærke til
1293,erkennen::V,reconnaître,genkende
1294,begreifen::V,concevoir,begribe
1295,verstehen::V,entendre,forstå
1296,verstehen::V,comprendre,forstå
1297,lernen::V,apprendre,lære
1298,wissen::V,savoir,vide
1299,sich erinnern an::V,se souvenir de,mindes
1300,sich erinnern an::V,se souvenir de,huske på
1301,vergessen::V,oublier,glemme
1302,messen::V,mesurer,måle
1303,zählen::V,compter,tælle
1304,rechnen::V,calculer,regne
1305,lesen::V,lire,læse
1306,malen::V,peindre,male
1307,zeichnen::V,dessiner,tegne
1308,schreiben::V,écrire,skrive
1309,besitzen::V,posséder,eje
1310,besitzen::V,posséder,besidde
1311,kaufen::V,acheter,købe
1312,verkaufen::V,vendre,sælge
1313,bezahlen::V,payer,betale
1314,zahlen::V,payer,betale
1315,beherrschen::V,dominer,beherske
1316,beherrschen::V,maîtriser,beherske
1317,ertragen::V,tolérer,tåle
1318,ertragen::V,tolérer,udholde
1319,ertragen::V,supporter,tåle
1320,ertragen::V,supporter,udholde
