,Concept_ID,ga,pl
132,Höhle::N,pluais,pieczara
133,Abhang::N,fána,stok
134,Abhang::N,fána,zbocze
135,Quelle::N,foinse,zdrój
136,Quelle::N,foinse,źródło
137,Bach::N,sruthán,potok
138,Bach::N,sruthán,strumień
139,Fluss::N,abhainn,rzeka
140,Ufer::N,bruach,brzeg
141,Küste::N,cósta,wybrzeże
142,Küste::N,cladach,wybrzeże
143,Festland::N,míntír,ląd
144,Meer::N,muir,morze
145,Meer::N,farraige,morze
146,Bucht::N,bá,zatoka
147,Bucht::N,cuan,zatoka
148,Insel::N,inis,wyspa
149,Insel::N,oileán,wyspa
150,Blume::N,bláth,kwiat
151,Gras::N,féar,trawa
152,Wurzel::N,rúta,korzeń
153,Wurzel::N,fréamh,korzeń
154,Baum::N,crann,drzewo
155,Stamm::N,stoc,pień
156,Stamm::N,tamhan,pień
157,Rinde::N,coirt,kora
158,Rinde::N,craiceann,kora
159,Ast::N,géag,gałąź
160,Zweig::N,géag,gałąź
161,Zweig::N,craobh,gałąź
162,Blatt::N,duille,liść
163,Blatt::N,duilleog,liść
164,Birke::N,beith,brzoza
165,Birke::N,crann beithe,brzoza
166,Kiefer[Baum]::N,péine,sosna
167,Weide[Baum]::N,saileach,wierzba
168,Tanne::N,giúis,jodła
169,Horn::N,adharc,róg
170,Feder::N,cleite,pióro
171,Fell::N,clúmh,futro
172,Flügel::N,eite,skrzydło
173,Flügel::N,sciathán,skrzydło
174,Klaue::N,crúb,szpon
175,Klaue::N,crobh,szpon
176,Kralle::N,crobh,pazur
177,Schwanz::N,eireaball,ogon
178,Ei::N,ubh,jajko
179,Nest::N,nead,gniazdo
180,Bau::N,brocais,nora
181,Tier::N,ainmhí,zwierzę
182,Tier::N,beithíoch,zwierzę
183,Herde::N,tréad,stado
184,Herde::N,tréad,trzoda
185,Kuh::N,bó,krowa
186,Bulle::N,tarbh,byk
187,Pferd::N,each,koń
188,Pferd::N,capall,koń
189,Schaf::N,caora,owca
190,Schwein::N,muc,świnia
191,Hund::N,madra,pies
192,Katze::N,cat,kot
193,Katze::N,cat,kotka
194,Bär::N,béar,niedźwiedż
195,Eichhörnchen::N,iora,wiewiórka
196,Elch::N,eilc,łóś
197,Fuchs::N,sionnach,lis
198,Fuchs::N,madra rua,lis
199,Hase::N,giorria,zając
200,Maus::N,luch,mysz
201,Wolf::N,mac tíre,wilk
202,Vogel::N,éan,ptak
203,Schwarm::N,saithe,stado
204,Huhn::N,cearc,kura
205,Hahn::N,coileach,kogut
206,Gans::N,gé,gęś
207,Adler::N,iolar,orzeł
208,Ente::N,lacha,kaczka
209,Eule::N,ulchabhán,sowa
210,Kranich::N,grús,żuraw
211,Krähe::N,caróg,wrona
212,Krähe::N,préachán,wrona
213,Kuckuck::N,cuach,kukułka
214,Schwan::N,eala,łabędż
215,Fisch::N,iasc,ryba
216,Barsch::N,péirse,okoń
217,Hecht::N,liús,szczupak
218,Schlange[Tier]::N,nathair,wąż
219,Schlange[Tier]::N,nathair,żmija
220,Wurm::N,péist,robak
221,Spinne::N,damhán alla,pająk
222,Ameise::N,seangán,mrówka
223,Laus::N,míol,wesz
224,Mücke::N,muiscít,komar
225,Mücke::N,corrmhíol,komar
226,Fliege::N,cuil,mucha
227,Fliege::N,cuileog,mucha
228,Schmetterling::N,féileacán,motyl
229,Beere::N,caor,jagoda
230,Apfel::N,úll,jabłko
231,Pilz::N,beacán,grzyb
232,Pilz::N,muisiriún,grzyb
233,Zwiebel::N,oinniún,cebula
234,Saat::N,síol,siew
235,Korn::N,gráinne,ziarno
236,Heu::N,féar,siano
237,Schale::N,scaimh,łupina
238,Grube::N,poll,dół
239,Grube::N,poll,jama
240,Falle::N,gaiste,pułapka
241,Schlinge::N,sealán,sidła
242,Spur::N,rian,ślad
243,Asche::N,luaith,popiół
244,Dreck::N,salachar,brud
245,Eisen::N,iarann,żelazo
246,Gold::N,ór,złoto
247,Silber::N,airgead,srebro
248,Kohle::N,gual,węgiel
249,Glas::N,gloine,szkło
250,Lehm::N,cré,glina
251,Sand::N,gaineamh,piasek
252,Mensch::N,duine,człowiek
253,Mann::N,fear,mężczyzna
254,Frau::N,bean,kobieta
255,Kind::N,gasúr,dziecko
256,Kind::N,páiste,dziecko
257,Junge::N,buachaill,chłopak
258,Junge::N,buachaill,chłopiec
259,Mädchen::N,cailín,dziewczynka
260,Familie::N,teaghlach,rodzina
261,Familie::N,comhluadar,rodzina
262,Großvater::N,seanathair,dziadek
263,Großmutter::N,seanmháthair,babka
264,Eltern::N,tuismitheoirí,rodzice
265,Vater::N,athair,ojciec
266,Mutter::N,máthair,matka
267,Sohn::N,mac,syn
268,Tochter::N,iníon,córka
269,Bruder::N,deartháir,brat
270,Schwester::N,deirfiúr,siostra
271,Onkel::N,uncail,wuj
272,Onkel::N,uncail,stryj
273,Tante::N,aintín,ciotka
274,Ehemann::N,fear céile,mąż
275,Ehefrau::N,bean chéile,żona
276,Freude::N,áthas,radość
277,Gelächter::N,gáire,śmiech
278,Glück::N,séan,szczęście
279,Glück::N,sonas,szczęście
280,Kummer::N,brón,zmartwienie
281,Kummer::N,buairt,zmartwienie
282,Wunsch::N,guí,życzenie
283,Wunsch::N,achainí,życzenie
284,Lust::N,fonn,chęć
285,Lust::N,fonn,ochota
286,Geist::N,meon,duch
287,Geist::N,spiorad,duch
288,Gedanke::N,smaoineamh,myśl
289,Gedächtnis::N,cuimhne,pamięć
290,Verstand::N,ciall,rozum
291,Verstand::N,intinn,rozum
292,Sinn::N,brí,zmysł
293,Sinn::N,ciall,zmysł
294,Grund::N,fáth,powód
295,Wahrheit::N,fírinne,prawda
296,Gespräch::N,comhrá,rozmowa
297,Märchen::N,scéal,bajka
298,Erzählung::N,scéal,opowiadanie
299,Nachricht::N,teachtaireacht,wiadomość
300,Neuigkeit::N,scéala,nowina
301,Name::N,ainm,imię
302,Rätsel::N,tomhas,zagadka
303,Rede::N,óráid,mowa
304,Rede::N,aitheasc,mowa
305,Sprache::N,teanga,język
306,Stimme::N,guth,głos
307,Wort::N,focal,słowo
308,Zeichen::N,comhartha,znak
309,Ruf::N,glaoch,wołanie
310,Lärm::N,torann,hałas
311,Lärm::N,torann,zgiełk
312,Laut::N,fuaim,dźwięk
313,Ton::N,ton,ton
314,Ton::N,ton,dźwięk
315,Lied::N,amhrán,pieśń
316,Lied::N,amhrán,piosenka
317,Ruhe::N,suaimhneas,spokój
318,Leute::N,muintir,ludzie
319,Volk::N,pobal,naród
320,Arbeit::N,obair,praca
321,Arbeit::N,obair,robota
322,Gast::N,aoi,gość
323,Geschenk::N,féirín,prezent
324,Geschenk::N,féirín,podarunek
325,Geschenk::N,bronntanas,prezent
326,Geschenk::N,bronntanas,podarunek
327,Spiel::N,cluiche,gra
328,Spiel::N,cluiche,zabawa
329,Gesellschaft::N,comhluadar,towarzystwo
330,Hilfe::N,cúnamh,pomoc
331,Hilfe::N,cabhair,pomoc
332,Freund::N,cara,przyjaciel
333,Kamerad::N,comrádaí,kolega
334,Angelegenheit::N,ábhar,sprawa
335,Anzahl::N,líon,ilość
336,Art::N,sórt,rodzaj
337,Art::N,saghas,rodzaj
338,Stück::N,píosa,kawałek
339,Teil::N,cuid,część
340,Teil::N,páirt,część
341,Hälfte::N,leath,połowa
342,Kreis::N,ciorcal,krąg
343,Kreuz::N,cros,krzyż
344,Linie::N,líne,linia
345,Strich::N,stríoc,kreska
346,Abstand::N,achar,odstęp
347,Entfernung::N,fad,odległość
348,Gegend::N,ceantar,okolica
349,Platz::N,áit,miejsce
350,Platz::N,spás,miejsce
351,Ort::N,áit,miejsce
352,Seite::N,taobh,bok
353,Seite::N,taobh,strona
354,Mitte::N,lár,środek
355,Gegenstand::N,ball,przedmiot
356,Gegenstand::N,ábhar,przedmiot
357,Sache::N,ní,rzecz
358,Sache::N,rud,rzecz
359,Rand::N,imeall,skraj
360,Rand::N,imeall,krawędź
361,Rand::N,ciumhais,skraj
362,Rand::N,ciumhais,krawędź
363,Kante::N,corr,kant
364,Kante::N,corr,krawędź
365,Kante::N,colbha,kant
366,Kante::N,colbha,krawędź
367,Ecke::N,coirnéal,róg
368,Spitze::N,gob,ostrze
369,Spitze::N,barr,ostrze
370,Ende::N,ceann,koniec
371,Ende::N,foirceann,koniec
372,Loch::N,poll,dziura
373,Winkel::N,cúinne,kąt
374,Winkel::N,cúinne,kącik
375,Winkel::N,uillinn,kąt
376,Winkel::N,uillinn,kącik
377,Muster::N,patrún,wzór
378,Größe::N,méid,rozmiar
379,Größe::N,méid,wielkość
380,Größe::N,toise,rozmiar
381,Größe::N,toise,wielkość
382,Länge::N,fad,długość
383,Höhe::N,airde,wysokość
384,Gewicht::N,meáchan,ciężar
385,Menge::N,méid,ilość
386,Haufen::N,cnap,kupa
387,Reihe::N,líne,rząd
388,Reihe::N,líne,szereg
389,Reihe::N,sraith,rząd
390,Reihe::N,sraith,szereg
391,Boot::N,bád,łódź
392,Boot::N,bád,łódka
393,Ruder::N,rámh,wiosło
394,Ruder::N,maide rámha,wiosło
395,Schlitten::N,carr sleamhnáin,sanki
396,Ski::N,scí,narta
397,Lagerfeuer::N,tine champa,ognisko
398,Last::N,ualach,ciężar
399,Last::N,ualach,brzemię
400,Gang::N,siúlóid,chód
401,Schritt::N,céim,krok
402,Schritt::N,coiscéim,krok
403,Norden::N,tuaisceart,północ
404,Süden::N,deisceart,południe
405,Westen::N,iarthar,zachód
406,Osten::N,oirthear,wschód
407,Holz::N,adhmad,drzewo
408,Brett::N,clár,deska
409,Platte::N,leac,płyta
410,Stütze::N,taca,podpora
411,Stange::N,polla,drąg
412,Stange::N,polla,żerdź
413,Stange::N,cuaille,drąg
414,Stange::N,cuaille,żerdź
415,Stock::N,bata,kij
416,Stock::N,bata,laska
417,Stock::N,maide,kij
418,Stock::N,maide,laska
419,Stab::N,maide,pręt
420,Stab::N,bachall,pręt
421,Rohr::N,píopa,rura
422,Haus::N,teach,dom
423,Heim::N,baile,dom
424,Ofen::N,sornóg,piec
425,Fußboden::N,urlár,podłoga
426,Tisch::N,bord,stół
427,Tisch::N,tábla,stół
428,Stuhl::N,cathaoir,krzesło
429,Wiege::N,cliabhán,kołyska
430,Bett::N,leaba,łóżko
431,Bett::N,leaba,pościel
432,Regal::N,seilf,regał
433,Kiste::N,bosca,skrzynia
434,Fenster::N,fuinneoig,okno
435,Tür::N,doras,drzwi
436,Tor::N,geata,brama
437,Zaun::N,fál,płot
438,Zaun::N,fál,parkan
439,Zaun::N,claí,płot
440,Zaun::N,claí,parkan
441,Dach::N,díon,dach
442,Leiter::N,dréimire,drabina
443,Besen::N,scuab,miotła
444,Spaten::N,spád,rydel
445,Spaten::N,rámhainn,rydel
446,Schaufel::N,sluasaid,łopata
447,Gabel::N,forc,widelec
448,Gabel::N,gabhlóg,widelec
449,Löffel::N,spúnóg,łyżka
450,Messer::N,scian,nóż
451,Nagel::N,tairne,gwóźdź
452,Netz::N,líon,sieć
453,Netz::N,eangach,sieć
454,Haken::N,croch,hak
455,Griff::N,cos,chwyt
456,Griff::N,hanla,chwyt
457,Schloss::N,glas,zamek
458,Bild::N,pictiúr,obraz
459,Figur::N,fíor,figura
460,Puppe::N,bábóg,lalka
461,Beutel::N,mála,torba
462,Beutel::N,mealbhóg,torba
463,Bündel::N,beart,wiązka
464,Tasche::N,mála,torba
465,Eimer::N,buicéad,kubeł
466,Eimer::N,buicéad,wiadro
467,Deckel::N,clár,przykrywka
468,Deckel::N,claibín,przykrywka
469,Geschirr::N,soithí,statki
470,Geschirr::N,soithí,naczynia
471,Geschirr::N,gréithe,statki
472,Geschirr::N,gréithe,naczynia
473,Sack::N,sac,worek
474,Sack::N,mála,worek
475,Tasse::N,cupán,filiżanka
476,Topf::N,pota,garnek
477,Kessel::N,citeal,kocioł
478,Essen::N,béile,jedzenie
479,Nahrung::N,bia,pokarm
480,Nahrung::N,bia,pożywienie
481,Speise::N,mias,potrawa
482,Speise::N,mias,jedzenie
483,Fleisch::N,feoil,mięso
484,Getreide::N,grán,zboże
485,Getreide::N,arbhar,zboże
486,Brei::N,brúitín,kasza
487,Brot::N,arán,chleb
488,Scheibe::N,píosa,kromka
489,Scheibe::N,slisne,kromka
490,Fett::N,saill,tłuszcz
491,Fett::N,méathras,tłuszcz
492,Butter::N,im,masło
493,Öl::N,ola,olej
494,Salz::N,salann,sól
495,Suppe::N,sú,zupa
496,Suppe::N,anraith,zupa
497,Honig::N,mil,miód
498,Milch::N,bainne,mleko
499,Tee::N,tae,herbata
500,Leder::N,leathar,skóra
501,Wolle::N,olann,wełna
502,Stoff::N,éadach,tkanina
503,Stoff::N,éadach,materiał
504,Nadel::N,snáthaid,igła
505,Faden::N,snáth,nić
506,Faden::N,snáth,nitka
507,Knopf::N,cnaipe,guzik
508,Knoten::N,snaidhm,węzeł
509,Farbe::N,péint,farba
510,Kleidung::N,éadaí,odzież
511,Hemd::N,léine,koszula
512,Kragen::N,bóna,kołnierz
513,Ärmel::N,muinchille,rękaw
514,Hose::N,bríste,spodnie
515,Hose::N,treabhsar,spodnie
516,Gürtel::N,crios,pasek
517,Mütze::N,caipín,czapka
518,Schuh::N,bróg,but
519,Schuh::N,bróg,bucik
520,Stiefel::N,buatais,but
521,Stiefel::N,buatais,kozak
522,Ring::N,fáinne,pierścień
523,Band::N,ribín,wstęga
524,Kamm::N,cíor,grzebień
525,Spiegel::N,scáthán,lustro
526,Riemen::N,iall,rzemień
527,Riemen::N,strapa,rzemień
528,Schnur::N,téad,sznur
529,Schnur::N,sreangán,sznur
530,Leine::N,iall,smycz
531,Decke::N,pluid,kołdra
532,Decke::N,blaincéad,kołdra
533,Kissen::N,piliúr,poduszka
534,Kissen::N,adhartán,poduszka
535,Tuch::N,scaif,chustka
536,Handtuch::N,tuáille,ręcznik
537,Kraft::N,fórsa,moc
538,Kraft::N,fórsa,siła
539,Stärke::N,neart,moc
540,Stärke::N,neart,siła
541,Gesundheit::N,sláinte,zdrowie
542,Krankheit::N,tinneas,choroba
543,Krankheit::N,breoiteacht,choroba
544,Schmerz::N,pian,ból
545,Wunde::N,goin,rana
546,Fieber::N,fiabhras,gorączka
547,Arznei::N,cógas,lekarstwo
548,Brücke::N,droichead,most
549,Brunnen::N,tobar,studnia
550,Weide::N,féarach,pastwisko
551,Pfad::N,cosán,ścieżka
552,Pfad::N,conair,ścieżka
553,Weg::N,slí,droga
554,Weg::N,bealach,droga
555,Straße::N,bóthar,ulica
556,Dorf::N,sráidbhaile,wieś
557,Stadt::N,baile,miasto
558,Stadt::N,cathair,miasto
559,Brief::N,litir,list
560,Buch::N,cín,książka
561,Buch::N,leabhar,książka
562,Buchstabe::N,litir,litera
563,Zeitung::N,nuachtán,gazeta
564,Zeitung::N,nuachtán,dziennik
565,Leben::N,saol,życie
566,Leben::N,beatha,życie
567,Tod::N,bás,śmierć
568,Grab::N,uaigh,grób
569,Kirche::N,eaglais,kościół
570,Sünde::N,peaca,grzech
571,Gott::N,dia,bóg
572,Arbeiter::N,oibrí,robotnik
573,Chef::N,saoiste,szef
574,Chef::N,ceannasaí,szef
575,Meister::N,máistir,mistrz
576,Meister::N,máistir,majster
577,Arzt::N,lia,lekarz
578,Arzt::N,dochtúir,lekarz
579,Lehrer::N,oide,nauczyciel
580,Lehrer::N,múinteoir,nauczyciel
581,Geld::N,airgead,pieniądze
582,Geschäft::N,gnó,sprawa
583,Geschäft::N,gnó,interes
584,Laden::N,siopa,sklep
585,Preis::N,praghas,cena
586,Ware::N,earra,towar
587,Nutzen::N,tairbhe,pożytek
588,Reichtum::N,rachmas,bogactwo
589,Reichtum::N,saibhreas,bogactwo
590,Welt::N,domhan,świat
591,Land::N,tír,kraj
592,Staat::N,stát,państwo
593,König::N,rí,król
594,Macht::N,cumhacht,władza
595,Grenze::N,críoch,granica
596,Grenze::N,teorainn,granica
597,Krieg::N,cogadh,wojna
598,Feind::N,namhaid,wróg
599,Gewalt::N,foréigean,władza
600,Kampf::N,troid,bój
601,Kampf::N,troid,walka
602,Bogen[Waffe]::N,bogha,łuk
603,Pfeil::N,saighead,strzała
604,Gewehr::N,gunna,karabin
605,Fehler::N,botún,błąd
606,Fehler::N,meancóg,błąd
607,Lüge::N,bréag,kłamstwo
608,Lüge::N,éitheach,kłamstwo
609,Schaden::N,dochar,szkoda
610,Schaden::N,damáiste,szkoda
611,Unglück::N,drochrath,nieszczęście
612,Schuld::N,locht,wina
613,Schuld::N,milleán,wina
614,Alter::N,aois,wiek
615,Schluss::N,deireadh,koniec
616,Schluss::N,deireadh,zakończenie
617,Zeit::N,am,czas
618,Zeit::N,aimsir,czas
619,Tag::N,lá,dzień
620,Morgen::N,maidin,ranek
621,Morgen::N,maidin,poranek
622,Mittag::N,nóin,południe
623,Abend::N,tráthnóna,wieczór
624,Nacht::N,oíche,noc
625,Woche::N,seachtain,tydzień
626,Monat::N,mí,miesiąc
627,Jahr::N,bliain,rok
628,Frühling::N,earrach,wiosna
629,Sommer::N,samhradh,lato
630,Herbst::N,fómhar,jesień
631,Winter::N,geimhreadh,zima
632,Januar::N,Eanáir,styczeń
633,Februar::N,Feabhra,luty
634,März::N,Márta,marzec
635,April::N,Aibreán,kwiecień
636,Mai::N,Bealtaine,maj
637,Juni::N,Meitheamh,czerwiec
638,Juli::N,Iúil,lipiec
639,August::N,Lúnasa,sierpień
640,September::N,Meán Fómhair,wrzesień
641,Oktober::N,Deireadh Fómhair,październik
642,November::N,Samhain,listopad
643,November::N,Mí na Samhna,listopad
644,Dezember::N,Mí na Nollag,grudzień
645,Montag::N,Luan,poniedziałek
646,Montag::N,Dé Luain,poniedziałek
647,Dienstag::N,Máirt,wtorek
648,Dienstag::N,Dé Máirt,wtorek
649,Mittwoch::N,Céadaoin,środa
650,Mittwoch::N,Dé Céadaoin,środa
651,Donnerstag::N,Déardaoin,czwartek
652,Freitag::N,Aoine,piątek
653,Freitag::N,Dé hAoine,piątek
654,Samstag::N,Satharn,sobota
655,Samstag::N,Dé Sathairn,sobota
656,Sonntag::N,Domhnach,niedziela
657,Sonntag::N,Dé Domhnaigh,niedziela
658,groß::A,mór,duży
659,groß::A,mór,wielki
660,klein::A,beag,mały
661,lang::A,fada,długi
662,kurz::A,gearr,krótki
663,kurz::A,gairid,krótki
664,breit::A,leathan,szeroki
665,breit::A,fairsing,szeroki
666,schmal::A,cúng,wąski
667,dicht::A,dlúth,gęsty
668,dick[Gegenstand]::A,tiubh,gruby
669,dünn::A,caol,cienki
670,dünn::A,tanaí,cienki
671,fein::A,scáinte,drobny
672,fein::A,fíneálta,drobny
673,fest::A,daingean,mocny
674,fest::A,daingean,twardy
675,flach::A,cothrom,płaski
676,glatt::A,mín,gładki
677,glatt::A,sleamhain,gładki
678,hart::A,crua,twardy
679,weich::A,bog,miękki
680,rund::A,cruinn,okrągły
681,spitz::A,gobach,spiczasty
682,spitz::A,biorach,spiczasty
683,scharf::A,géar,ostry
684,scharf::A,faobhrach,ostry
685,stumpf::A,maol,tępy
686,schwer::A,trom,ciężki
687,schön::A,álainn,ładny
688,schön::A,álainn,piękny
689,heiß::A,te,gorący
690,warm::A,te,ciepły
691,kalt::A,fuar,zimny
692,kühl::A,fionnuar,chłodny
693,frisch::A,úr,świeży
694,frisch::A,friseáilte,świeży
695,feucht::A,tais,wilgotny
696,nass::A,fliuch,mokry
697,trocken::A,tirim,suchy
698,voll::A,lán,pełny
699,leer::A,folamh,pusty
700,leer::A,folamh,próżny
701,offen::A,oscailte,otwarty
702,geschlossen::A,dúnta,zamknięty
703,geschlossen::A,druidte,zamknięty
704,sauber::A,glan,czysty
705,schmutzig::A,salach,brudny
706,roh::A,amh,surowy
707,reif::A,aibí,dojrzały
708,lecker::A,blasta,smaczny
709,süß::A,milis,słodki
710,bitter::A,searbh,gorzki
711,sauer::A,géar,kwaśny
712,sauer::A,searbh,kwaśny
713,hell::A,geal,jasny
714,hell::A,soilseach,jasny
715,dunkel::A,dorcha,ciemny
716,schwarz::A,dubh,czarny
717,weiß::A,bán,biały
718,rot::A,dearg,czerwony
719,gelb::A,buí,żółty
720,blau::A,gorm,błękitny
721,blau::A,gorm,niebieski
722,grün::A,glas,zielony
723,grün::A,uaine,zielony
724,grau::A,liath,szary
725,bunt::A,ildathach,barwny
726,bunt::A,dathannach,barwny
727,billig::A,saor,tani
728,teuer::A,daor,drogi
729,teuer::A,costasach,drogi
730,wertvoll::A,luachmhar,cenny
731,blind::A,dall,ślepy
732,blind::A,caoch,ślepy
733,taub::A,bodhar,głuchy
734,kräftig::A,cumhachtach,mocny
735,stark::A,tréan,silny
736,stark::A,láidir,silny
737,schwach::A,lag,słaby
738,schwach::A,fann,słaby
739,fett::A,ramhar,tłusty
740,schlank::A,caol,smukły
741,schlank::A,seang,smukły
742,hübsch::A,álainn,ładny
743,hübsch::A,dathúil,ładny
744,böse::A,olc,zły
745,dumm::A,dúr,głupi
746,dumm::A,amaideach,głupi
747,faul::A,falsa,leniwy
748,faul::A,leisciúil,leniwy
749,fleißig::A,dícheallach,pilny
750,geizig::A,barainneach,skąpy
751,geizig::A,sprionlaithe,skąpy
752,klug::A,cliste,mądry
753,geschickt::A,oilte,zręczny
754,geschickt::A,ealaíonta,zręczny
755,lieb::A,dil,miły
756,lieb::A,dílis,miły
757,lustig::A,aerach,wesoły
758,lustig::A,meidhreach,wesoły
759,sanft::A,bog,łagodny
760,sanft::A,séimh,łagodny
761,hungrig::A,ocrach,głodny
762,krank::A,tinn,chory
763,krank::A,breoite,chory
764,nackt::A,nocht,nagi
765,traurig::A,brónach,smutny
766,lebendig::A,beo,żywy
767,gut::A,maith,dobry
768,schlecht::A,dona,zły
769,schlecht::A,droch-,zły
770,richtig::A,ceart,słuszny
771,richtig::A,ceart,właściwy
772,schlimm::A,gránna,zły
773,schlimm::A,tubaisteach,zły
774,wahr::A,fíor,prawdziwy
775,alt::A,sean,stary
776,neu::A,úr,nowy
777,neu::A,nua,nowy
778,ehemalig::A,iar-,były
779,ehemalig::A,sean-,były
780,alt[Lebewesen]::A,sean,stary
781,alt[Lebewesen]::A,aosta,stary
782,jung::A,óg,młody
783,arm::A,bocht,ubogi
784,arm::A,bocht,biedny
785,reich::A,saibhir,bogaty
786,reich::A,rachmasach,bogaty
787,bekannt::A,atá eolas air,znany
788,berühmt::A,cailiúil,słynny
789,berühmt::A,clúiteach,słynny
790,fremd::A,coimhthíoch,obcy
791,fremd::A,coimhthíoch,cudzy
792,verschieden::A,éagsúil,różny
793,verschieden::A,difriúil,różny
794,nah::A,gar,bliski
795,nah::A,deas,bliski
796,fern::A,i bhfad uainn,daleki
797,fern::A,i bhfad i gcéin,daleki
798,linker::A,clé,lewy
799,rechter::A,deas,prawy
800,anderer::A,eile,inny
801,erster::A,céad,pierwszy
802,zweiter::A,dóú,drugi
803,zweiter::A,dara,drugi
804,dritter::A,tríú,trzeci
805,dritter::A,treas,trzeci
806,letzter::A,déanach,ostatni
807,letzter::A,deireanach,ostatni
808,allein::ADV,i d'aonar,sam
809,auf einmal::ADV,ag an am céanna,naraz
810,zusammen::ADV,le chéile,razem
811,zusammen::ADV,in eineacht,razem
812,lange::ADV,fada,długo
813,plötzlich::ADV,go tobann,nagle
814,plötzlich::ADV,i dtobainne,nagle
