,Concept_ID,sl,xal
403,Haken::N,kljúka,дегә
404,Griff::N,ročáj,иш
405,Griff::N,ročáj,бәрүл
406,Griff::N,oprijèm,иш
407,Griff::N,oprijèm,бәрүл
408,Schloss::N,ključávnica,оньс
409,Bild::N,slíka,зург
410,Figur::N,figúra,фигур
411,Figur::N,postáva,фигур
412,Puppe::N,lútka,наадһа
413,Beutel::N,môšnja,мишг
414,Bündel::N,cúla,багла
415,Bündel::N,cúla,боодһа
416,Bündel::N,svéženj,багла
417,Bündel::N,svéženj,боодһа
418,Tasche::N,tórba,сумк
419,Tasche::N,tobôlec,сумк
420,Eimer::N,vêdro,суулһ
421,Deckel::N,pokròv,бүркәсн
422,Deckel::N,poklópec,бүркәсн
423,Geschirr::N,posóda,сав
424,Geschirr::N,posóda,сав-сарх
425,Sack::N,vréča,мишг
426,Tasse::N,skodélica,ааһ
427,Topf::N,lônec,кастрюль
428,Kessel::N,kôtel,хәәсн
429,Essen::N,hrána,зоогллһн
430,Nahrung::N,živílo,теҗәл
431,Speise::N,jéd,хот
432,Fleisch::N,mesó,махн
433,Getreide::N,žíto,хот болҗ эдлгддг цецгүдтә урһмл
434,Brei::N,káša,хаш
435,Brot::N,krùh,өдмг
436,Scheibe::N,réženj,зүсм
437,Fett::N,mást,өөкн
438,Fett::N,maščôba,өөкн
439,Butter::N,máslo,тосн
440,Öl::N,ólje,тосн
441,Salz::N,sól,давсн
442,Suppe::N,júha,шөлн
443,Honig::N,méd,бал
444,Milch::N,mléko,үсн
445,Tee::N,čáj,цә
446,Leder::N,úsnje,арсн
447,Wolle::N,vólna,утцн
448,Wolle::N,vólna,эд
449,Stoff::N,blagó,эд
450,Nadel::N,ígla,зүн
451,Faden::N,nít,утцн
452,Knopf::N,gúmb,товч
453,Knoten::N,vôzel,зәңгдә
454,Farbe::N,bárva,будг
455,Kleidung::N,obléka,хувцн
456,Kleidung::N,obléka,хувц-хунр
457,Hemd::N,srájca,киилг
458,Kragen::N,ovrátnik,зах
459,Ärmel::N,rokáv,ханцн
460,Hose::N,hláče,шалвур
461,Gürtel::N,pás,бүс
462,Mütze::N,kápa,махла
463,Mütze::N,čépica,махла
464,Schuh::N,čévelj,башмгуд
465,Stiefel::N,škórenj,һосн
466,Ring::N,pŕstan,билцг
467,Band::N,trák,лент
468,Kamm::N,glavník,сам
469,Spiegel::N,zrcálo,толь
470,Spiegel::N,ogledálo,толь
471,Riemen::N,jêrmen,бүс
472,Schnur::N,vŕvca,деесн
473,Leine::N,konôpec,бурнтг
474,Leine::N,konôpec,нохан көтлвр
475,Decke::N,odéja,көнҗл
476,Kissen::N,blazína,дер
477,Tuch::N,pŕt,альчур
478,Tuch::N,rúta,альчур
479,Handtuch::N,brisáča,полотенц
480,Handtuch::N,brisáča,һар-нүүрин альчур
481,Kraft::N,síla,күчн
482,Stärke::N,jákost,чидл
483,Gesundheit::N,zdrávje,эрүл-менд
484,Krankheit::N,bolézen,өвчн
485,Schmerz::N,ból,өвдлһн
486,Schmerz::N,bolečína,өвдлһн
487,Wunde::N,rána,шав
488,Fieber::N,vročína,безг
489,Arznei::N,lék,эм
490,Arznei::N,zdravílo,эм
491,Brücke::N,móst,тагт
492,Brunnen::N,vodnják,худг
493,Weide::N,páša,малын идг
494,Pfad::N,stezà,цувг
495,Weg::N,pót,хаалһ
496,Straße::N,césta,зам
497,Dorf::N,vás,хотн
498,Stadt::N,mésto,балһсн
499,Brief::N,písmo,бичг
500,Buch::N,knjíga,дегтр
501,Buchstabe::N,čŕka,үзг
502,Zeitung::N,čásnik,газет
503,Leben::N,življênje,җирһл
504,Tod::N,smŕt,үкл
505,Tod::N,smŕt,өңгрлһн
506,Grab::N,gròb,оршалһна нүкн
507,Kirche::N,cérkev,чонҗ
508,Sünde::N,gréh,нүл
509,Sünde::N,gréh,килнц
510,Gott::N,bóg,бурхн
511,Arbeiter::N,délavec,көдлмшч
512,Chef::N,šéf,толһач
513,Meister::N,mójster,урн
514,Arzt::N,zdravník,эмч
515,Lehrer::N,učítelj,багш
516,Geld::N,denár,мөңгн
517,Geschäft::N,kupčíja,көдлмш
518,Laden::N,trgovína,лавк
519,Preis::N,céna,үн
520,Ware::N,róba,эд-тавр
521,Nutzen::N,príd,олз
522,Reichtum::N,bogástvo,зөөр
523,Welt::N,svét,орчлң
524,Welt::N,svét,делкә
525,Land::N,dežêla,орн-нутг
526,Staat::N,držáva,государств
527,König::N,králj,хан
528,Macht::N,oblást,йосн
529,Grenze::N,mêja,меҗә
530,Krieg::N,vôjna,дән
531,Feind::N,sovrážnik,дәәсн
532,Gewalt::N,nasílje,күч һарһлһн
533,Kampf::N,bòj,ноолдан
534,Kampf::N,bòj,бәрлдлһн
535,Kampf::N,bórba,ноолдан
536,Kampf::N,bórba,бәрлдлһн
537,Bogen[Waffe]::N,lók,саадг
538,Pfeil::N,puščíca,сумн
539,Gewehr::N,púška,бу
540,Fehler::N,zmóta,алдг
541,Lüge::N,láž,худл
542,Schaden::N,okvára,хорлт
543,Unglück::N,nesréča,гүрм
544,Schuld::N,krívda,гем
545,Schuld::N,krívda,буру
546,Alter::N,dôba,насн
547,Schluss::N,kônec,чилгч
548,Zeit::N,čàs,цаг
549,Tag::N,dán,өдр
550,Morgen::N,jútro,өрүн
551,Mittag::N,póldan,үд
552,Abend::N,večér,асхн
553,Nacht::N,nóč,сө
554,Woche::N,téden,долан хонг
555,Monat::N,mésec,сар
556,Jahr::N,léto,җил
557,Frühling::N,pomlád,хавр
558,Sommer::N,polétje,зун
559,Herbst::N,jesén,намр
560,Winter::N,zíma,үвл
561,Januar::N,jánuar,январь
562,Februar::N,fébruar,февраль
563,März::N,márec,март
564,März::N,márec,моһа сар
565,April::N,apríl,апрель
566,Mai::N,máj,май
567,Juni::N,júnij,июнь
568,Juni::N,júnij,мөчн сар
569,Juli::N,júlij,июль
570,August::N,avgúst,август
571,September::N,septêmber,һаха сар
572,Oktober::N,október,октябрь
573,November::N,novêmber,ноябрь
574,November::N,novêmber,үкр сар
575,Dezember::N,decémber,бар сар
576,Montag::N,ponedéljek,понедельник
577,Dienstag::N,tôrek,вторник
578,Mittwoch::N,sréda,среда
579,Mittwoch::N,sréda,үлмҗ өдр
580,Donnerstag::N,četŕtek,четверг
581,Donnerstag::N,četŕtek,пүрвә өдр
582,Freitag::N,pétek,пятниц
583,Samstag::N,sobóta,суббот
584,Sonntag::N,nedélja,нарн өдр
585,Sonntag::N,nedélja,воскресень
586,groß::A,vêlik,ик
587,klein::A,májhen,бичкн
588,lang::A,dólg,ут
589,kurz::A,krátek,оһтр
590,breit::A,širòk,өргн
591,schmal::A,ózek,уутьхн
592,dicht::A,góst,нигт
593,dick[Gegenstand]::A,dêbel,зузан
594,dünn::A,tánek,нимгн
595,fein::A,drôben,нәрхн
596,fest::A,tŕden,бат
597,flach::A,plán,хавтха
598,flach::A,plòsk,хавтха
599,glatt::A,gládek,тегш
600,glatt::A,gládek,тиньгр
601,hart::A,tŕd,хату
602,weich::A,mehák,җөөлн
603,weich::A,mehák,җөөлкн
604,rund::A,okrógel,төгрг
605,spitz::A,šílast,шовһр
606,scharf::A,óster,хурц
607,stumpf::A,tóp,мука
608,stumpf::A,skŕhan,мука
609,schwer::A,têžek,күнд
610,schön::A,lép,сәәхн
611,schön::A,krásen,сәәхн
612,heiß::A,vròč,халун
613,warm::A,tôpel,дулан
614,kalt::A,mŕzel,киитн
615,kalt::A,hláden,киитн
616,kühl::A,hláden,серүн
617,frisch::A,svéž,серүн
618,feucht::A,vlážen,чиигтә
619,nass::A,móker,чиигтә
620,trocken::A,súh,хагсу
621,voll::A,póln,дүүрң
622,leer::A,prázen,сул
623,leer::A,prázen,хоосн
624,offen::A,odpŕt,секәтә
625,geschlossen::A,zapŕt,хаалһата
626,sauber::A,číst,цевр
627,sauber::A,líčen,цевр
628,schmutzig::A,umázan,киртә
629,roh::A,suròv,түүкә
630,reif::A,zrèl,болсн
631,lecker::A,okúsen,әмтәхн
632,süß::A,sládek,әмтәхн
633,bitter::A,grenák,һашун
634,bitter::A,grenák,һашута
635,sauer::A,kísel,ишклң
636,hell::A,svetèl,герлтә
637,dunkel::A,temèn,харңһу
638,schwarz::A,čŕn,хар
639,weiß::A,bél,цаһан
640,rot::A,rdèč,улан
641,gelb::A,žólt,шар
642,gelb::A,rumèn,шар
643,blau::A,móder,көк
644,grün::A,zelèn,көк
645,grau::A,sív,бор
646,bunt::A,písan,алг
647,bunt::A,písan,эрәтә
648,billig::A,pocéni,кимд
649,teuer::A,drág,үнтә
650,wertvoll::A,dragocén,үнтә
651,wertvoll::A,dragocén,эрднь
652,blind::A,slép,сохр
653,taub::A,glúh,дүлә
654,kräftig::A,močán,күчтә
655,stark::A,ják,чаңһ
656,schwach::A,šíbek,күчн тату
657,fett::A,dêbel,тарһн
658,schlank::A,vítek,эццн
659,hübsch::A,lép,көркхн
660,böse::A,zèl,уурта
661,böse::A,hudôben,уурта
662,dumm::A,glúp,тенг
663,dumm::A,bédast,тенг
664,faul::A,lén,залху
665,fleißig::A,marljív,кинән
666,fleißig::A,marljív,кинмһә
667,geizig::A,škŕt,ховдг
668,klug::A,pámeten,ухата
669,geschickt::A,spréten,чадмг
670,lieb::A,míl,эңкр
671,lieb::A,ljúb,эңкр
672,lustig::A,vesél,сергмҗтә
673,lustig::A,vesél,җирһлтә
674,sanft::A,láhek,номһн
675,hungrig::A,láčen,өлн
676,hungrig::A,láčen,харһнсн
677,krank::A,bolán,өвчтә
678,krank::A,bolán,шалтгта
679,nackt::A,nág,нүцкн
680,traurig::A,túžen,һундлта
681,lebendig::A,žív,әмд
682,gut::A,dóber,сән
683,schlecht::A,malopríden,му
684,richtig::A,pravílen,зөвтә
685,schlimm::A,húd,җигшүртә
686,wahr::A,resníčen,үнн
687,wahr::A,resníčen,мөн
688,alt::A,stàr,хуучн
689,neu::A,nòv,шин
690,ehemalig::A,nekdánji,хуучн
691,alt[Lebewesen]::A,stàr,көгшн
692,jung::A,mlád,баһ
693,arm::A,ubóg,угатя
694,arm::A,réven,угатя
695,reich::A,bogàt,байн
696,bekannt::A,znán,таньл
697,bekannt::A,znán,таньдг
698,berühmt::A,sláven,туурсн
699,berühmt::A,znamenít,туурсн
700,fremd::A,túj,күүнә
701,verschieden::A,razlíčen,әдл биш
702,verschieden::A,razlíčen,йилһәтә
703,nah::A,blížnji,өөрхн
704,fern::A,dáleč,хол
705,linker::A,lévi,зүн
706,rechter::A,désni,барун
707,anderer::A,drúgi,талдан
708,erster::A,pŕvi,негдгч
709,zweiter::A,drúgi,хойрдгч
710,dritter::A,trétji,һурвдгч
711,letzter::A,poslédnji,отхн
712,allein::ADV,sám,һанцарн
713,auf einmal::ADV,obênem,нег дәкҗ
714,zusammen::ADV,skúpaj,хамдан
715,lange::ADV,dólgo,удан
716,plötzlich::ADV,náglo,генткн
717,plötzlich::ADV,nenádoma,генткн
718,sofort::ADV,prècej,дарунь
719,später::ADV,poznêje,сүүлд
720,jetzt::ADV,zdàj,ода
721,heute::ADV,dánes,эндр
722,morgen::ADV,jútri,маңһдур
723,bald::ADV,kmálu,дарунь
724,dann::ADV,nató,дәкәд
725,gestern::ADV,včéraj,өцклдүр
726,einst::ADV,nékdaj,нег саамд
727,damals::ADV,tedàj,тиигхд
728,damals::ADV,takràt,тиигхд
729,danach::ADV,potèm,тегәд
730,vorher::ADV,poprèj,урд
731,zuerst::ADV,spŕva,түрүләд
732,einmal::ADV,ênkrat,нег дәкҗ
733,manchmal::ADV,včásih,зәрмдән
734,oft::ADV,pogósto,хара биш
735,oft::ADV,pogósto,хатяр биш
736,oft::ADV,pogósto,дару-дарунь
737,immer::ADV,védno,оньдинд
738,immer::ADV,zméraj,оньдинд
739,niemals::ADV,nikdàr,кезә чмгн биш
740,hier::ADV,tù,энд
741,hier::ADV,tù,энүнд
742,hier::ADV,túkaj,энд
743,hier::ADV,túkaj,энүнд
744,hierhin::ADV,sèmkaj,нааран
745,von hier::ADV,od tú,эндәс
746,dort::ADV,tàm,тенд
747,dorthin::ADV,tjà,тиигән
748,geradeaus::ADV,rávno napréj,шуд
749,vorwärts::ADV,napréj,уралан
750,rückwärts::ADV,zádaj,гедргән
751,zurück::ADV,nazáj,хәрү
752,unten::ADV,dôli,дор
753,unten::ADV,spôdaj,дор
754,hinab::ADV,dôl,дор
755,hinab::ADV,dôl,доракшан
756,oben::ADV,gôri,деер
757,oben::ADV,zgôraj,деер
758,hinauf::ADV,gôr,өөдән
759,hinauf::ADV,gôr,деер
760,überall::ADV,povsód,альд болв чигн
761,nicht::ADV,ne,эс
762,nicht::ADV,ne,биш
763,nicht::ADV,ne,бичә
764,ein wenig::ADV,málo,баахн
765,ein wenig::ADV,málo,баахнар
766,kaum::ADV,kómaj,әрә
767,sehr::ADV,zeló,йир
768,so::ADV,takó,иигҗ
769,noch::ADV,še,ода чигн
770,nur::ADV,samó,һанцхн
771,schon::ADV,žè,одх
772,wieder::ADV,spét,бас
773,vergebens::ADV,zamàn,киидән
774,vergebens::ADV,zastónj,киидән
775,vor::PRP,pred,урд
776,hinter::PRP,za,ца
777,unter::PRP,pod,дор
778,durch::PRP,skózi,ивт
779,durch::PRP,skózi,дундаһур
780,neben::PRP,kràj,хаҗуд
781,neben::PRP,póleg,хаҗуд
782,zwischen::PRP,med,хоорнд
783,zwischen::PRP,izmed,хоорнд
784,wegen::PRP,zarádi,көлтә
785,wegen::PRP,zarádi,деерәс
786,dies::PRN,tó,эн
787,das::PRN,tó,тер
