,Concept_ID,cs,ps
103,Schaum::N,pěna,ځګ
104,Schmutz::N,špína,ناپاکي
105,See::N,jezero,جهیل
106,Sumpf::N,močál,جبه
107,Sumpf::N,bažina,جبه
108,Moor::N,bažina,جبه
109,Moor::N,slatina,جبه
110,Wiese::N,louka,چمن
111,Wiese::N,louka,شنېلی
112,Wald::N,les,ځنګل
113,Hügel::N,kopec,تپه
114,Anhöhe::N,pahorek,غونډۍ
115,Berg::N,hora,غ‍‍‍‍‍ر
116,Gipfel::N,vrchol,څوکه
117,Höhle::N,jeskyně,کاز
118,Abhang::N,svah,لمن
119,Abhang::N,stráň,لمن
120,Quelle::N,pramen,چینه
121,Bach::N,potok,واله
122,Fluss::N,řeka,سیند
123,Ufer::N,břeh,غاړه
124,Küste::N,pobřeží,ساحل
125,Festland::N,souš,وچه
126,Festland::N,pevnina,وچه
127,Meer::N,moře,بحر
128,Meer::N,moře,سمندر
129,Bucht::N,záliv,کارۍ
130,Bucht::N,zátoka,کارۍ
131,Insel::N,ostrov,ټاپو
132,Insel::N,ostrov,جزيره
133,Blume::N,květina,ګل
134,Gras::N,tráva,واښه
135,Wurzel::N,kořen,ریښه
136,Baum::N,strom,ونه
137,Stamm::N,kmen,ډډ
138,Rinde::N,kůra,پوستکی
139,Ast::N,větev,ښاخ
140,Zweig::N,větev,څانګه
141,Blatt::N,lupen,پاڼه
142,Birke::N,bříza,توس
143,Kiefer[Baum]::N,sosna,نښتر
144,Kiefer[Baum]::N,borovice,نښتر
145,Weide[Baum]::N,vrba,وله
146,Tanne::N,jedle,ناجو
147,Horn::N,roh,ښکر
148,Feder::N,pero,بڼکه
149,Fell::N,srst,پوستکی
150,Flügel::N,křídlo,وزر
151,Klaue::N,dráp,پنجه
152,Klaue::N,dráp,منګول
153,Klaue::N,pazneht,پنجه
154,Klaue::N,pazneht,منګول
155,Kralle::N,dráp,پنجه
156,Kralle::N,dráp,منګول
157,Schwanz::N,ocas,لکۍ
158,Ei::N,vejce,وۍ
159,Ei::N,vejce,هګۍ
160,Nest::N,hnízdo,جاله
161,Bau::N,nora,کاز
162,Tier::N,zvíře,ژوی
163,Tier::N,zvíře,حیوان
164,Herde::N,stádo,رمه
165,Herde::N,stádo,غېله
166,Kuh::N,kráva,غوا
167,Bulle::N,býk,غوئی
168,Pferd::N,kůň,آس
169,Schaf::N,ovce,پسه
170,Schwein::N,vepř,سرکوزی
171,Schwein::N,prase,سرکوزی
172,Hund::N,pes,سپی
173,Katze::N,kočka,پشه
174,Bär::N,medvěd,خرس
175,Eichhörnchen::N,veverka,خړ لمی
176,Elch::N,los,ګوزن
177,Fuchs::N,liška,سپلم
178,Hase::N,zajíc,سوی
179,Maus::N,myš,مږک
180,Wolf::N,vlk,لېوه
181,Vogel::N,pták,مرغه
182,Schwarm::N,roj,سېل
183,Schwarm::N,hejno,سېل
184,Huhn::N,kuře,چرګه
185,Huhn::N,slepice,چرګه
186,Hahn::N,kohout,چرګ
187,Gans::N,husa,بته
188,Adler::N,orel,عقاب
189,Ente::N,kachna,ایلۍ
190,Eule::N,sova,ګونګی
191,Kranich::N,jeřáb,کلنګ
192,Krähe::N,vrána,کارغه
193,Kuckuck::N,kukačka,فاخته
194,Schwan::N,labuť,قو
195,Fisch::N,ryba,کب
196,Fisch::N,ryba,ماهی
197,Barsch::N,okoun,
198,Hecht::N,štika,
199,Schlange[Tier]::N,had,مار
200,Wurm::N,červ,چینجی
201,Spinne::N,pavouk,غڼه
202,Spinne::N,pavouk,تارکښ
203,Ameise::N,mravenec,مېږی
204,Laus::N,veš,سپږه
205,Mücke::N,komár,ماشی
206,Fliege::N,moucha,مچ
207,Schmetterling::N,motýl,پتنګ
208,Beere::N,bobule,مېوۍ
209,Apfel::N,jablko,مڼه
210,Pilz::N,houba,خرېړی
211,Zwiebel::N,cibule,پیاز
212,Saat::N,osivo,تخم
213,Korn::N,zrno,تخم
214,Korn::N,zrno,دانه
215,Heu::N,seno,بوس
216,Heu::N,seno,پروړه
217,Schale::N,slupka,پوستکی
218,Schale::N,skořápka,پوستکی
219,Grube::N,jáma,کنده
220,Falle::N,past,دام
221,Falle::N,past,لومه
222,Falle::N,léčka,دام
223,Falle::N,léčka,لومه
224,Schlinge::N,smyčka,کړۍ
225,Spur::N,stopa,نښه
226,Asche::N,popel,آس
227,Asche::N,popel,ایره
228,Dreck::N,špína,ناپاکي
229,Eisen::N,železo,اوسپنه
230,Gold::N,zlato,سره زر
231,Silber::N,stříbro,نقره
232,Silber::N,stříbro,سپین زر
233,Kohle::N,uhlí,سکور
234,Kohle::N,uhlí,سکاره
235,Glas::N,sklo,ښيښه
236,Lehm::N,jíl,خټه
237,Lehm::N,hlína,خټه
238,Sand::N,písek,شګه
239,Mensch::N,člověk,انسان
240,Mann::N,muž,سړی
241,Mann::N,muž,نارینه
242,Frau::N,žena,ښځه
243,Kind::N,dítě,بچی
244,Kind::N,dítě,ماشوم
245,Junge::N,hoch,هلک
246,Junge::N,chlapec,هلک
247,Mädchen::N,děvče,نجلۍ
248,Familie::N,rodina,کورنۍ
249,Großvater::N,děd,بابا
250,Großvater::N,dědeček,بابا
251,Großmutter::N,babička,انا
252,Eltern::N,rodiče,مور او پلار
253,Vater::N,otec,پلار
254,Mutter::N,matka,مور
255,Sohn::N,syn,زوی
256,Tochter::N,dcera,لور
257,Bruder::N,bratr,ورور
258,Schwester::N,sestra,خور
259,Onkel::N,strýc,تره
260,Onkel::N,strýc,ماما
261,Tante::N,teta,خاله
262,Ehemann::N,choť,مېړه
263,Ehemann::N,manžel,مېړه
264,Ehefrau::N,choť,مېرمن
265,Ehefrau::N,manželka,مېرمن
266,Freude::N,radost,خوشحالي
267,Gelächter::N,smích,خندا
268,Glück::N,štěstí,بخت
269,Kummer::N,žal,غم
270,Kummer::N,trápení,غم
271,Wunsch::N,přání,هيله
272,Wunsch::N,přání,غوښتنه
273,Lust::N,chuť,شوق
274,Lust::N,chuť,مینه
275,Geist::N,duch,روح
276,Gedanke::N,myšlenka,فکر
277,Gedächtnis::N,paměť,یاد
278,Gedächtnis::N,paměť,حافظه
279,Verstand::N,rozum,عقل
280,Verstand::N,rozum,شعور
281,Sinn::N,smysl,معنی
282,Grund::N,důvod,علت
283,Grund::N,důvod,اساس
284,Wahrheit::N,pravda,حقیقت
285,Gespräch::N,rozhovor,مرکه
286,Gespräch::N,rozhovor,خبرې اترې
287,Märchen::N,pohádka,افسانه
288,Erzählung::N,povídka,قصه
289,Erzählung::N,povídka,کیسه
290,Nachricht::N,zpráva,خبر
291,Neuigkeit::N,novina,نوی خبر
292,Neuigkeit::N,novinka,نوی خبر
293,Name::N,jméno,نوم
294,Rätsel::N,hádanka,کیسۍ
295,Rätsel::N,hádanka,چیستان
296,Rede::N,řeč,وینا
297,Rede::N,proslov,وینا
298,Sprache::N,řeč,ژبه
299,Sprache::N,jazyk,ژبه
300,Stimme::N,hlas,غږ
301,Stimme::N,hlas,اواز
302,Wort::N,slovo,لغت
303,Wort::N,slovo,کلمه
304,Zeichen::N,znamení,نښه
305,Zeichen::N,znamení,اشاره
306,Ruf::N,zavolání,ږغ
307,Ruf::N,zavolání,بلنه
308,Lärm::N,hluk,غالمغال
309,Laut::N,zvuk,ږغ
310,Ton::N,tón,اواز
311,Lied::N,píseň,غزله
312,Lied::N,píseň,سندره
313,Ruhe::N,klid,ارامي
314,Ruhe::N,pokoj,ارامي
315,Leute::N,lidé,خلک
316,Volk::N,národ,ولس
317,Arbeit::N,práce,کار
318,Gast::N,host,مېلمه
319,Geschenk::N,dar,تحفه
320,Geschenk::N,dar,سوغات
321,Spiel::N,hra,لوبه
322,Gesellschaft::N,společnost,ډله
323,Hilfe::N,pomoc,کومک
324,Hilfe::N,pomoc,مرسته
325,Freund::N,přítel,ملګری
326,Kamerad::N,kamarád,انډيوال
327,Angelegenheit::N,záležitost,موضوع
328,Anzahl::N,počet,شمېر
329,Anzahl::N,počet,تعداد
330,Art::N,druh,ډول
331,Stück::N,kus,ټوټه
332,Stück::N,kousek,ټوټه
333,Teil::N,díl,برخه
334,Teil::N,část,برخه
335,Hälfte::N,půl,نیم
336,Kreis::N,kruh,دایره
337,Kreuz::N,kříž,صلیب
338,Linie::N,linka,خط
339,Linie::N,linka,لیکه
340,Strich::N,čára,کرښه
341,Strich::N,čárka,کرښه
342,Abstand::N,vzdálenost,فاصله
343,Entfernung::N,vzdálenost,واټن
344,Gegend::N,krajina,سیمه
345,Gegend::N,krajina,منطقه
346,Platz::N,prostor,ځای
347,Ort::N,místo,ځای
348,Seite::N,strana,مخ
349,Seite::N,strana,اړخ
350,Mitte::N,střed,وسط
351,Mitte::N,střed,مینځ
352,Mitte::N,prostředek,وسط
353,Mitte::N,prostředek,مینځ
354,Gegenstand::N,předmět,شی
355,Sache::N,věc,شی
356,Sache::N,věc,څيز
357,Rand::N,kraj,څنډه
358,Rand::N,kraj,کناره
359,Rand::N,okraj,څنډه
360,Rand::N,okraj,کناره
361,Kante::N,hrana,اړخ
362,Ecke::N,roh,ګوټ
363,Spitze::N,hrot,څوکه
364,Spitze::N,špička,څوکه
365,Ende::N,konec,څوکه
366,Loch::N,díra,سوری
367,Winkel::N,kout,کنج
368,Winkel::N,kout,کوتی
369,Muster::N,vzor,نمونه
370,Größe::N,velikost,قد
371,Größe::N,velikost,لويوالی
372,Länge::N,délka,طول
373,Länge::N,délka,اوږد والی
374,Höhe::N,výška,جګوالی
375,Gewicht::N,váha,وزن
376,Menge::N,množství,اندازه
377,Haufen::N,kupa,کوټه
378,Haufen::N,hromada,کوټه
379,Reihe::N,řada,صف
380,Reihe::N,řada,کتار
381,Reihe::N,řádek,صف
382,Reihe::N,řádek,کتار
383,Boot::N,člun,قايق
384,Ruder::N,veslo,چپه
385,Schlitten::N,sáně,ښویېدونی
386,Ski::N,lyže,سکي
387,Lagerfeuer::N,táborák,اور
388,Last::N,náklad,بار
389,Last::N,náklad,پېټی
390,Last::N,břemeno,بار
391,Last::N,břemeno,پېټی
392,Gang::N,chůze,تګ
393,Gang::N,chodba,تګ
394,Schritt::N,krok,ګام
395,Norden::N,sever,شمال
396,Süden::N,jih,سوېل
397,Westen::N,západ,لوېدېځ
398,Osten::N,východ,شرق
399,Osten::N,východ,ختیځ
400,Holz::N,dřevo,لرګی
401,Brett::N,prkno,تخته
402,Platte::N,deska,تخته
403,Stütze::N,opěra,تکیوان
404,Stange::N,tyč,ډاګه
405,Stange::N,tyčka,ډاګه
406,Stock::N,hůlka,لرګی
407,Stab::N,hůl,چيخله
408,Rohr::N,trubka,نل
409,Haus::N,dům,کور
410,Heim::N,domov,کور
411,Ofen::N,kamna,تودنۍ
412,Fußboden::N,podlaha,غولی
413,Tisch::N,stůl,مېز
414,Stuhl::N,židle,چوکۍ
415,Wiege::N,kolébka,زانګو
416,Bett::N,postel,کټ
417,Bett::N,postel,چپرکټ
418,Regal::N,regál,تاخچۍ
419,Regal::N,police,تاخچۍ
420,Kiste::N,bedna,صندوق
421,Fenster::N,okno,کړکۍ
422,Tür::N,dveře,دروازه
423,Tor::N,vrata,دروازه
424,Zaun::N,plot,کټاره
425,Dach::N,střecha,بام
426,Leiter::N,žebřík,زينه
427,Besen::N,koště,جارو
428,Besen::N,smeták,جارو
429,Spaten::N,rýč,یوم
430,Schaufel::N,lopata,بېلچه
431,Gabel::N,vidlička,پنجه
432,Löffel::N,lžíce,کاشوغه
433,Messer::N,nůž,چاقو
434,Nagel::N,hřebík,ميخ
435,Netz::N,síť,جال
436,Haken::N,hák,څنګک
437,Griff::N,držadlo,لاستی
438,Schloss::N,zámek,کلپ
439,Bild::N,obraz,رسم
440,Figur::N,figura,قدوقامت
441,Puppe::N,panenka,ګوډۍ
442,Beutel::N,pytlík,کڅوړه
443,Bündel::N,svazek,دسته
444,Tasche::N,taška,بکس
445,Tasche::N,taška,توبره
446,Tasche::N,brašna,بکس
447,Tasche::N,brašna,توبره
448,Eimer::N,kýbl,سطل
449,Eimer::N,vědro,سطل
450,Deckel::N,víko,سرپوښ
451,Deckel::N,příklop,سرپوښ
452,Geschirr::N,nádobí,لوښی
453,Sack::N,pytel,جوال
454,Tasse::N,šálek,پیاله
455,Topf::N,hrnec,دېګی
456,Kessel::N,kotel,دېګ
457,Essen::N,jídlo,خوراک
458,Nahrung::N,strava,خوراک
459,Nahrung::N,potrava,خوراک
460,Speise::N,jídlo,خواړه
461,Fleisch::N,maso,غوښه
462,Getreide::N,obilí,غله
463,Brei::N,kaše,اوګره
464,Brot::N,chléb,ډوډۍ
465,Scheibe::N,krajíc,مړۍ
466,Fett::N,tuk,غوړي
467,Fett::N,omastek,غوړي
468,Butter::N,máslo,کوچ
469,Öl::N,olej,تېل
470,Salz::N,sůl,مالګه
471,Suppe::N,polévka,شوربا
472,Honig::N,med,شات
473,Milch::N,mléko,شوده
474,Tee::N,čaj,چای
475,Leder::N,kůže,څرمن
476,Wolle::N,vlna,پشم
477,Stoff::N,látka,ټوټه
478,Nadel::N,jehla,ستن
479,Faden::N,nit,تار
480,Knopf::N,knoflík,تڼۍ
481,Knopf::N,knoflík,تکمه
482,Knoten::N,uzel,غوټه
483,Farbe::N,barva,رنګ
484,Kleidung::N,šaty,کالي
485,Kleidung::N,šatstvo,کالي
486,Hemd::N,košile,کميس
487,Kragen::N,límec,غاړه
488,Ärmel::N,rukáv,لستوڼی
489,Hose::N,kalhoty,پطلون
490,Gürtel::N,pás,کمربند
491,Gürtel::N,opasek,کمربند
492,Mütze::N,čepice,خولۍ
493,Schuh::N,bota,بوټ
494,Stiefel::N,holínka,موزه
495,Ring::N,prsten,ګوته
496,Band::N,pásek,فيته
497,Kamm::N,hřeben,ګمنځ
498,Spiegel::N,zrcadlo,ایینه
499,Spiegel::N,zrcadlo,هنداره
500,Riemen::N,řemen,تسمه
501,Schnur::N,šňůra,مزی
502,Leine::N,vodítko,رسۍ
503,Decke::N,pokrývka,بړستن
504,Decke::N,přikrývka,بړستن
505,Kissen::N,polštář,بالښت
506,Tuch::N,šátek,ټیکری
507,Handtuch::N,ručník,دسمال
508,Kraft::N,síla,زور
509,Kraft::N,síla,توان
510,Stärke::N,síla,قوت
511,Gesundheit::N,zdraví,صحت
512,Gesundheit::N,zdraví,روغتیا
513,Krankheit::N,nemoc,مرض
514,Krankheit::N,nemoc,ناروغي
515,Krankheit::N,choroba,مرض
516,Krankheit::N,choroba,ناروغي
517,Schmerz::N,bolest,درد
518,Wunde::N,rána,ټپ
519,Wunde::N,rána,زخم
520,Fieber::N,horečka,تبه
521,Arznei::N,lék,دوا
522,Arznei::N,lék,دارو
523,Brücke::N,most,پول
524,Brunnen::N,studna,څاه
525,Brunnen::N,studna,کوهی
526,Weide::N,pastva,وله
527,Weide::N,pastvina,وله
528,Pfad::N,pěšina,تړه
529,Weg::N,cesta,لیار
530,Straße::N,silnice,سړک
531,Dorf::N,vesnice,کلی
532,Stadt::N,město,ښار
533,Brief::N,dopis,لیک
534,Brief::N,dopis,مکتوب
535,Buch::N,kniha,کتاب
536,Buchstabe::N,písmeno,حرف
537,Buchstabe::N,písmeno,توری
538,Zeitung::N,noviny,اخبار
539,Leben::N,život,ژوند
540,Tod::N,smrt,مرګ
541,Tod::N,smrt,مړینه
542,Grab::N,hrob,قبر
543,Grab::N,hrob,ډورۍ
544,Kirche::N,kostel,کلیسا
545,Sünde::N,hřích,ګناه
546,Gott::N,bůh,خدای
547,Arbeiter::N,dělník,کاریګر
548,Arbeiter::N,pracovník,کاریګر
549,Chef::N,šéf,آمر
550,Chef::N,vedoucí,آمر
551,Meister::N,mistr,استاد
552,Arzt::N,lékař,طبیب
553,Arzt::N,lékař,ډاکټر
554,Lehrer::N,učitel,معلم
555,Lehrer::N,učitel,ښوونکی
556,Geld::N,peníze,پیسې
557,Geschäft::N,obchod,سوداګري
558,Laden::N,krám,دکان
559,Laden::N,krám,مغازه
560,Preis::N,cena,بیه
561,Ware::N,zboží,مال
562,Nutzen::N,užitek,ګټه
563,Reichtum::N,bohatství,شتمني
564,Welt::N,svět,نړۍ
565,Welt::N,svět,دنیا
566,Land::N,země,هېواد
567,Staat::N,stát,دولت
568,König::N,král,باچا
569,König::N,král,پادشاه
570,Macht::N,moc,قدرت
571,Macht::N,mocnost,قدرت
572,Grenze::N,hranice,حد
573,Grenze::N,hranice,سرحد
574,Krieg::N,válka,جګړه
575,Feind::N,nepřítel,دښمن
576,Gewalt::N,násilí,زور
577,Gewalt::N,násilí,تشدد
578,Kampf::N,boj,جنګ
579,Kampf::N,boj,مبارزه
580,Bogen[Waffe]::N,luk,لیندۍ
581,Pfeil::N,šíp,غشی
582,Gewehr::N,puška,ټوپک
583,Gewehr::N,ručnice,ټوپک
584,Fehler::N,chyba,خطا
585,Fehler::N,chyba,غلطي
586,Lüge::N,lež,دروغ
587,Schaden::N,škoda,زیان
588,Schaden::N,škoda,تاوان
589,Unglück::N,neštěstí,بدبختي
590,Schuld::N,vina,ګناه
591,Alter::N,věk,منګ
592,Schluss::N,konec,اخر
593,Zeit::N,čas,وخت
594,Tag::N,den,ورځ
595,Morgen::N,ráno,سبا
596,Morgen::N,ráno,سهار
597,Morgen::N,jitro,سبا
598,Morgen::N,jitro,سهار
599,Mittag::N,poledne,غرمه
600,Abend::N,večer,ماښام
601,Nacht::N,noc,شپه
602,Woche::N,týden,اونۍ
603,Monat::N,měsíc,مياشت
604,Jahr::N,rok,کال
605,Frühling::N,jaro,پسرلی
606,Sommer::N,léto,دوبی
607,Herbst::N,podzim,منی
608,Herbst::N,podzim,خزان
609,Winter::N,zima,ژمی
610,Januar::N,leden,جنوري
611,Februar::N,únor,فبروري
612,März::N,březen,مارچ
613,April::N,duben,اپریل
614,Mai::N,květen,مې
615,Juni::N,červen,جون
616,Juli::N,červenec,جولای
617,August::N,srpen,اګست
618,September::N,září,سپټامبر
619,Oktober::N,říjen,اکتوبر
620,November::N,listopad,نومبر
621,Dezember::N,prosinec,دسمبر
622,Montag::N,pondělí,دوشنبه
623,Montag::N,pondělek,دوشنبه
624,Dienstag::N,úterý,سه شنبه
625,Mittwoch::N,středa,چارشنبه
626,Donnerstag::N,čtvrtek,پنجشنبه
627,Freitag::N,pátek,جمعه
628,Samstag::N,sobota,خالي
629,Sonntag::N,neděle,یکشنبه
630,groß::A,velký,لوی
631,klein::A,malý,وړوکی
632,lang::A,dlouhý,اوړد
633,kurz::A,krátký,لنډ
634,breit::A,široký,پراخه
635,schmal::A,úzký,تنګ
636,dicht::A,hustý,ګڼ
637,dick[Gegenstand]::A,tlustý,پنډ
638,dünn::A,tenký,نری
639,fein::A,jemný,نازک
640,fest::A,pevný,کلک
641,fest::A,pevný,ټینګ
642,flach::A,plochý,هوار
643,flach::A,placatý,هوار
644,glatt::A,hladký,ښوی
645,hart::A,tvrdý,کلک
646,weich::A,měkký,نرم
647,weich::A,měkký,پوست
648,rund::A,kulatý,ګرد
649,rund::A,okrouhlý,ګرد
650,spitz::A,špičatý,تېره
651,scharf::A,ostrý,تېز
652,scharf::A,ostrý,تېره
653,stumpf::A,tupý,پڅ
654,schwer::A,těžký,دروند
655,schön::A,pěkný,ښکلی
656,schön::A,krásný,ښکلی
657,heiß::A,horký,تود
658,warm::A,teplý,تود
659,kalt::A,studený,ېخ
660,kalt::A,studený,سوړ
661,kühl::A,chladný,ېخ
662,kühl::A,chladný,سوړ
663,frisch::A,svěží,تازه
664,feucht::A,vlhký,مرطوب
665,nass::A,mokrý,لوند
666,trocken::A,suchý,وچ
667,voll::A,plný,ډک
668,leer::A,prázdný,خالی
669,offen::A,otevřený,خلاص
670,offen::A,otevřený,پرانیستی
671,geschlossen::A,zavřený,تړلی
672,sauber::A,čistý,پاک
673,schmutzig::A,špinavý,چټل
674,roh::A,syrový,خام
675,reif::A,zralý,پوخ
676,reif::A,zralý,رسېدلی
677,lecker::A,chutný,خوندور
678,lecker::A,chutný,مزه دار
679,süß::A,sladký,خوږ
680,süß::A,sladký,شیرین
681,bitter::A,hořký,تریخ
682,sauer::A,kyselý,ټاک
683,sauer::A,kyselý,تريو
684,hell::A,světlý,روڼ
685,hell::A,světlý,روښان
686,dunkel::A,temný,تیاره
687,schwarz::A,černý,تور
688,weiß::A,bílý,سپين
689,rot::A,rudý,سور
690,rot::A,červený,سور
691,gelb::A,žlutý,زېړ
692,blau::A,modrý,شین
693,blau::A,modrý,اسماني رنګه
694,grün::A,zelený,زرغون
695,grau::A,šedý,خړ
696,grau::A,šedivý,خړ
697,bunt::A,pestrý,رنګارنګ
698,billig::A,levný,ارزان
699,billig::A,laciný,ارزان
700,teuer::A,drahý,ګران
701,wertvoll::A,cenný,قیمتي
702,blind::A,slepý,ړوند
703,taub::A,hluchý,کوڼ
704,kräftig::A,silný,قوی
705,stark::A,silný,قوی
706,stark::A,silný,تکړه
707,schwach::A,slabý,ضعیف
708,schwach::A,slabý,کمزوری
709,fett::A,tučný,چاغ
710,fett::A,tlustý,چاغ
711,schlank::A,štíhlý,خوش اندام
712,hübsch::A,hezký,ښکلی
713,hübsch::A,hezký,ښایسته
714,böse::A,zlý,شریر
715,böse::A,zlý,قهرناک
716,dumm::A,hloupý,احمق
717,faul::A,líný,لټ
718,faul::A,líný,تنبل
719,fleißig::A,pilný,زحمت کښ
720,geizig::A,lakomý,بخیل
721,klug::A,chytrý,عاقل
722,klug::A,chytrý,هوښیار
723,geschickt::A,šikovný,ماهر
724,lieb::A,milý,عزیز
725,lieb::A,milý,محبوب
726,lustig::A,veselý,خوشحال
727,sanft::A,mírný,پوست
728,sanft::A,mírný,ملایم
729,hungrig::A,hladový,وږی
730,krank::A,nemocný,مريض
731,krank::A,nemocný,ناروغ
732,nackt::A,nahý,لوڅ
733,traurig::A,smutný,غمجن
734,traurig::A,truchlivý,غمجن
735,lebendig::A,živý,ژوندی
736,gut::A,dobrý,ښه
737,schlecht::A,špatný,بد
738,schlecht::A,špatný,خراب
739,richtig::A,pravý,سم
740,richtig::A,pravý,صحیح
741,richtig::A,správný,سم
742,richtig::A,správný,صحیح
743,schlimm::A,zlý,بد
744,schlimm::A,zlý,مخوف
745,wahr::A,pravdivý,واقعي
746,alt::A,starý,زوړ
747,neu::A,nový,نوی
748,ehemalig::A,bývalý,پخوانی
749,alt[Lebewesen]::A,starý,زوړ
750,jung::A,mladý,ځوان
751,arm::A,chudý,غریب
752,arm::A,chudý,بې وزله
753,reich::A,bohatý,شتمن
754,reich::A,bohatý,دولتمند
755,bekannt::A,známý,اشنا
756,berühmt::A,slavný,مشهور
757,fremd::A,cizí,پردی
758,fremd::A,cizí,بېګانه
759,verschieden::A,různý,مختلف
760,verschieden::A,rozličný,مختلف
761,nah::A,blízký,نژدې
762,fern::A,daleký,لیری
763,linker::A,levý,چپ
764,linker::A,levý,کیڼ
765,rechter::A,pravý,ښی
766,anderer::A,jiný,بل
767,erster::A,první,لومړی
768,zweiter::A,druhý,دوهم
769,dritter::A,třetí,درېم
770,letzter::A,poslední,آخرنی
771,letzter::A,poslední,وروستی
772,allein::ADV,sám,یوازې
773,auf einmal::ADV,najednou,په یوه وخت کی
774,zusammen::ADV,spolu,یو ځای
775,zusammen::ADV,dohromady,یو ځای
776,lange::ADV,dlouho,ډېر وخت
777,lange::ADV,dlouho,ډېره موده
778,plötzlich::ADV,vtom,ناببره
779,plötzlich::ADV,vtom,یوناڅاپه
780,plötzlich::ADV,náhle,ناببره
781,plötzlich::ADV,náhle,یوناڅاپه
782,sofort::ADV,hned,فوراً
783,sofort::ADV,hned,سمدلاسه
784,sofort::ADV,ihned,فوراً
785,sofort::ADV,ihned,سمدلاسه
786,später::ADV,později,وروسته
787,jetzt::ADV,teď,اوس
788,jetzt::ADV,nyní,اوس
789,heute::ADV,dnes,نن
790,heute::ADV,dneska,نن
791,morgen::ADV,zítra,سبا
792,bald::ADV,brzo,ژر
793,dann::ADV,pak,پس
794,dann::ADV,pak,وروسته
795,dann::ADV,potom,پس
796,dann::ADV,potom,وروسته
797,gestern::ADV,včera,پرون
798,einst::ADV,kdysi,پخوا
799,damals::ADV,tehdy,هغه وخت
800,damals::ADV,tenkrát,هغه وخت
801,danach::ADV,podle toho,بیا
