,Concept_ID,ba,pt
214,Falle::N,ҡапҡан,armadilha
215,Schlinge::N,тоҙак,laço
216,Spur::N,әҫер,pista
217,Spur::N,әҫер,vestígio
218,Asche::N,көл,cinza
219,Dreck::N,батҡаҡ,sujidade
220,Eisen::N,тимер,ferro
221,Gold::N,алтын,ouro
222,Silber::N,көмөш,prata
223,Kohle::N,күмер,carvão
224,Glas::N,быяла,vidro
225,Lehm::N,балсыҡ,barro
226,Lehm::N,балсыҡ,argila
227,Sand::N,ҡом,areia
228,Mensch::N,кеше,homem
229,Mensch::N,кеше,pessoa
230,Mann::N,ир,homem
231,Frau::N,ҡатын,mulher
232,Kind::N,бала,filho
233,Kind::N,бала,criança
234,Junge::N,малай,rapaz
235,Junge::N,малай,menino
236,Mädchen::N,ҡыҙ,menina
237,Mädchen::N,ҡыҙ,rapariga
238,Mädchen::N,ҡыҙыҡай,menina
239,Mädchen::N,ҡыҙыҡай,rapariga
240,Familie::N,ғаилә,família
241,Großvater::N,олатай,avô
242,Großmutter::N,әбәй,avó
243,Eltern::N,ата-әсә,pais
244,Vater::N,атай,pai
245,Mutter::N,әсә,mãe
246,Sohn::N,ул,filho
247,Tochter::N,ҡыҙ,filha
248,Bruder::N,агай,irmão
249,Schwester::N,алай,irmã
250,Schwester::N,һеңле,irmã
251,Onkel::N,ағай,tio
252,Tante::N,апай,tia
253,Ehemann::N,ир,esposo
254,Ehefrau::N,ҡатын,esposa
255,Freude::N,шатлыҡ,prazer
256,Freude::N,шатлыҡ,alegria
257,Freude::N,ҡыуаныс,prazer
258,Freude::N,ҡыуаныс,alegria
259,Gelächter::N,көлөү,risada
260,Gelächter::N,көлөү,gargalhada
261,Glück::N,бәхет,felicidade
262,Kummer::N,ҡайғы,aflição
263,Kummer::N,ҡайғы,desgosto
264,Wunsch::N,теләк,desejo
265,Lust::N,әүәҫлек,vontade
266,Geist::N,аң,mente
267,Geist::N,аң,espírito
268,Geist::N,рух,mente
269,Geist::N,рух,espírito
270,Gedanke::N,уй,ideia
271,Gedanke::N,уй,pensamento
272,Gedanke::N,фекер,ideia
273,Gedanke::N,фекер,pensamento
274,Gedächtnis::N,хәтер,memória
275,Verstand::N,аҡыл,razão
276,Verstand::N,аҡыл,inteligência
277,Sinn::N,мәғәня,sentido
278,Sinn::N,мәғәня,significado
279,Grund::N,сәбәп,causa
280,Grund::N,сәбәп,motivo
281,Wahrheit::N,дөрөҫлөк,verdade
282,Gespräch::N,әңгәмә,conversa
283,Gespräch::N,әңгәмә,conversação
284,Märchen::N,әкиәт,conto
285,Erzählung::N,хикәйә,conto
286,Erzählung::N,хикәйә,narrativa
287,Nachricht::N,хәбәр,mensagem
288,Neuigkeit::N,яңылыҡ,notícia
289,Neuigkeit::N,яңылыҡ,novidade
290,Name::N,исем,nome
291,Rätsel::N,йомаҡ,adivinha
292,Rede::N,телмәр,oração
293,Rede::N,телмәр,discurso
294,Sprache::N,тел,língua
295,Sprache::N,телмәр,língua
296,Stimme::N,тауыш,voz
297,Wort::N,һүҙ,palavra
298,Zeichen::N,билдә,marca
299,Ruf::N,саҡырыу,grito
300,Ruf::N,саҡырыу,chamada
301,Lärm::N,шаулау,ruído
302,Lärm::N,шаулау,barulho
303,Laut::N,тауыш,som
304,Ton::N,яңғырау,tom
305,Lied::N,йыр,canção
306,Ruhe::N,ял,calma
307,Ruhe::N,ял,silêncio
308,Ruhe::N,тыныслыҡ,calma
309,Ruhe::N,тыныслыҡ,silêncio
310,Leute::N,кешеләр,gente
311,Leute::N,кешеләр,pessoas
312,Volk::N,халҡ,povo
313,Volk::N,халҡ,nação
314,Arbeit::N,эш,trabalho
315,Gast::N,ҡунаҡ,hóspede
316,Gast::N,ҡунаҡ,convidado
317,Geschenk::N,бүләк,prenda
318,Geschenk::N,бүләк,presente
319,Spiel::N,уйын,jogo
320,Gesellschaft::N,йәмғиәт,companhia
321,Hilfe::N,ярҙам,ajuda
322,Hilfe::N,ярҙам,socorro
323,Freund::N,дуҫ,amigo
324,Kamerad::N,иптәш,camarada
325,Angelegenheit::N,әш,assunto
326,Anzahl::N,һан,número
327,Anzahl::N,һан,quantidade
328,Art::N,төр,tipo
329,Art::N,төр,espécie
330,Stück::N,киҫәк,pedaço
331,Teil::N,өлөш,peça
332,Teil::N,өлөш,parte
333,Hälfte::N,ярты,metade
334,Kreis::N,түңәрәк,círculo
335,Kreuz::N,тәре,cruz
336,Linie::N,һыҙыҡ,linha
337,Strich::N,һыҙат,traço
338,Abstand::N,ара,distância
339,Entfernung::N,алыҫлыҡ,distância
340,Gegend::N,урын,área
341,Gegend::N,урын,região
342,Platz::N,арауыҡ,lugar
343,Ort::N,ерҙәр,sítio
344,Ort::N,урындар,sítio
345,Ort::N,эш урыны,sítio
346,Seite::N,яҡ,lado
347,Mitte::N,урталыҡ,meio
348,Gegenstand::N,нәмә,objecto
349,Sache::N,нәмә,coisa
350,Sache::N,әйбер,coisa
351,Rand::N,сит,bordo
352,Rand::N,сит,margem
353,Kante::N,ҡабырға,borda
354,Kante::N,ҡабырға,aresta
355,Kante::N,ян,borda
356,Kante::N,ян,aresta
357,Ecke::N,мөйөш,esquina
358,Spitze::N,ос,ponta
359,Ende::N,аҙаҡ,cabo
360,Ende::N,аҙаҡ,extremo
361,Loch::N,тишек,furo
362,Loch::N,тишек,buraco
363,Winkel::N,мөйөш,canto
364,Winkel::N,мөйөш,ângulo
365,Muster::N,биҙәк,padrão
366,Muster::N,биҙәк,desenho
367,Größe::N,ҙурлыҡ,tamanho
368,Länge::N,оҙонлоҡ,comprimento
369,Höhe::N,бейеклек,altura
370,Höhe::N,бейеклек,altitude
371,Gewicht::N,үлсәү,peso
372,Menge::N,һан,quantidade
373,Haufen::N,өйөм,pilha
374,Reihe::N,рәт,fila
375,Boot::N,кәмә,barco
376,Ruder::N,ишкәк,remo
377,Schlitten::N,сана,trenó
378,Ski::N,саңгы,esqui
379,Lagerfeuer::N,костер,fogueira
380,Last::N,ауырлыҡ,carga
381,Gang::N,барыу,curso
382,Gang::N,барыу,caminhada
383,Schritt::N,аҙым,passo
384,Norden::N,төньяҡ,norte
385,Süden::N,көньяҡ,sul
386,Westen::N,көнбайыш,oeste
387,Westen::N,көнбайыш,ocidente
388,Osten::N,көнсығыш,este
389,Osten::N,көнсығыш,leste
390,Osten::N,көнсығыш,oriente
391,Holz::N,үағас,madeira
392,Brett::N,таҡта,tábua
393,Brett::N,таҡта,prancha
394,Platte::N,плита,laje
395,Platte::N,плита,chapa
396,Stütze::N,терәк,apoio
397,Stütze::N,терәк,suporte
398,Stange::N,кәртә,vara
399,Stange::N,кәртә,barra
400,Stock::N,таяҡ,pau
401,Stock::N,таяҡ,bengala
402,Stab::N,ҡолға,bastão
403,Rohr::N,торба,cano
404,Haus::N,өй,casa
405,Haus::N,йорт,casa
406,Heim::N,өй,lar
407,Heim::N,өй,casa
408,Ofen::N,мейес,estufa
409,Ofen::N,мейес,aquecedor
410,Fußboden::N,енес,piso
411,Tisch::N,өҫтәл,mesa
412,Stuhl::N,ултырғыс,cadeira
413,Wiege::N,бишек,berço
414,Bett::N,карауат,cama
415,Regal::N,кәштә,estante
416,Regal::N,кәштә,prateleira
417,Kiste::N,йәшинк,caixa
418,Fenster::N,тәҙрә,janela
419,Tür::N,ишек,porta
420,Tor::N,ҡапҡа,portão
421,Zaun::N,ҡойма,cerca
422,Zaun::N,ҡойма,vedação
423,Dach::N,түбә,telhado
424,Dach::N,ҡыйыҡ,telhado
425,Leiter::N,баҫҡыс,escada
426,Leiter::N,баҫҡыс,escada móvel
427,Besen::N,һепертке,vassoura
428,Spaten::N,көрәк,pá
429,Schaufel::N,көрәк,pá
430,Gabel::N,сәнске,garfo
431,Löffel::N,ҡалаҡ,colher
432,Messer::N,бысаҡ,faca
433,Nagel::N,сөй,cravo
434,Netz::N,ау,rede
435,Haken::N,ыргаҡ,gancho
436,Griff::N,тотҡа,asa
437,Griff::N,тотҡа,cabo
438,Schloss::N,йоҙаҡ,fechadura
439,Bild::N,картина,imagem
440,Figur::N,һын,figura
441,Puppe::N,ҡурсаҡ,boneca
442,Beutel::N,тоҡ,saco
443,Beutel::N,тоҡ,bolsa
444,Bündel::N,төргәк,fardo
445,Tasche::N,сумка,saco
446,Tasche::N,сумка,bolso
447,Eimer::N,биҙрә,balde
448,Deckel::N,ҡапҡас,tampa
449,Geschirr::N,һауыт-һаба,louça
450,Sack::N,тоҡ,saca
451,Tasse::N,сынаяҡ,chávena
452,Topf::N,кәстрүл,tacho
453,Topf::N,кәстрүл,panela
454,Kessel::N,ҡаҙан,caldeira
455,Essen::N,ашау,refeição
456,Nahrung::N,аҙыҡ,comida
457,Nahrung::N,аҙыҡ,alimento
458,Speise::N,аш,prato
459,Fleisch::N,ит,carne
460,Getreide::N,иген,cereais
461,Getreide::N,ашлыҡ,cereais
462,Brei::N,бутҡа,puré
463,Brot::N,икмәк,pão
464,Scheibe::N,телем,fatia
465,Fett::N,май,banha
466,Fett::N,май,gordura
467,Butter::N,май,manteiga
468,Öl::N,май буяуы,azeite
469,Salz::N,тоҙ,sal
470,Suppe::N,һурпа,sopa
471,Suppe::N,һурпа,caldo
472,Honig::N,бал,mel
473,Milch::N,һөт,leite
474,Tee::N,сәй,chá
475,Leder::N,күн,couro
476,Wolle::N,йөн,lã
477,Stoff::N,туҡыма,pano
478,Stoff::N,туҡыма,tecido
479,Nadel::N,энә,agulha
480,Faden::N,еп,fio
481,Knopf::N,төймә,botão
482,Knoten::N,төйөн,nó
483,Farbe::N,буяу,corante
484,Kleidung::N,кейем,roupa
485,Kleidung::N,кейем,vestuário
486,Hemd::N,күлдәк,camisa
487,Kragen::N,яға,gola
488,Ärmel::N,ең,manga
489,Hose::N,салбар,calça
490,Gürtel::N,ҡайыш,cinto
491,Mütze::N,бүрк,boné
492,Mütze::N,бүрк,barrete
493,Schuh::N,туфли,sapato
494,Stiefel::N,итек,bota
495,Ring::N,йөҙөк,anel
496,Ring::N,балдаҡ,anel
497,Band::N,таҫма,fita
498,Band::N,таҫма,faixa
499,Kamm::N,тараҡ,pente
500,Spiegel::N,көзгө,espelho
501,Riemen::N,ҡайыш,correia
502,Schnur::N,бау,corda
503,Schnur::N,бау,cordel
504,Leine::N,бау,trela
505,Decke::N,одеяд,cobertor
506,Kissen::N,мендәр,almofada
507,Tuch::N,яулыҡ,pano
508,Handtuch::N,таҫтамал,toalha
509,Kraft::N,көс,força
510,Stärke::N,көс,força
511,Gesundheit::N,һаулыҡ,saúde
512,Krankheit::N,сир,doença
513,Krankheit::N,сир,enfermidade
514,Krankheit::N,ауырыу,doença
515,Krankheit::N,ауырыу,enfermidade
516,Schmerz::N,һыҙлау,dor
517,Schmerz::N,әрнеү,dor
518,Wunde::N,йәрәхәт,chaga
519,Wunde::N,йәрәхәт,ferida
520,Fieber::N,тапма,febre
521,Fieber::N,биҙгәк,febre
522,Arznei::N,дарыу,remédio
523,Brücke::N,күпер,ponte
524,Brunnen::N,ҡоҙоҡ,poço
525,Weide::N,көтөүлек,pastagem
526,Pfad::N,һуҡмаҡ,senda
527,Pfad::N,һуҡмаҡ,trilho
528,Weg::N,юл,caminho
529,Straße::N,урам,via
530,Straße::N,урам,estrada
531,Dorf::N,ауыл,aldeia
532,Stadt::N,ҡала,cidade
533,Brief::N,хат,carta
534,Buch::N,китап,livro
535,Buch::N,кенәгә,livro
536,Buchstabe::N,хәреф,letra
537,Zeitung::N,гәзит,jornal
538,Leben::N,йәшәү,vida
539,Tod::N,үлем,morte
540,Grab::N,ҡәбер,túmulo
541,Grab::N,ҡәбер,sepultura
542,Kirche::N,сиркәү,igreja
543,Sünde::N,гөнаһ,pecado
544,Gott::N,алла,deus
545,Gott::N,хоҙай,deus
546,Arbeiter::N,эшсе,operário
547,Arbeiter::N,эшсе,trabalhador
548,Chef::N,башлыҡ,chefe
549,Chef::N,башлыҡ,patrão
550,Meister::N,оҫта,mestre
551,Arzt::N,врач,médico
552,Lehrer::N,уҡытыусы,professor
553,Geld::N,аҡса,dinheiro
554,Geschäft::N,эш,negócio
555,Laden::N,магазин,loja
556,Preis::N,хаҡ,preço
557,Ware::N,тауар,mercadoria
558,Nutzen::N,файҙа,proveito
559,Reichtum::N,байлыҡ,riqueza
560,Welt::N,донъя,mundo
561,Land::N,ил,país
562,Staat::N,дәүләт,Estado
563,König::N,король,rei
564,Macht::N,власть,poder
565,Macht::N,власть,potência
566,Grenze::N,сик,fronteira
567,Krieg::N,һуғыш,guerra
568,Feind::N,йылан,inimigo
569,Gewalt::N,көслөк,violência
570,Kampf::N,көрәш,luta
571,Kampf::N,көрәш,combate
572,Bogen[Waffe]::N,йәйә,arco
573,Pfeil::N,уҡ,seta
574,Pfeil::N,уҡ,flecha
575,Gewehr::N,мылтыҡ,espingarda
576,Fehler::N,хата,erro
577,Fehler::N,хата,falha
578,Lüge::N,ялған,mentira
579,Schaden::N,зыян,dano
580,Schaden::N,зыян,estrago
581,Schaden::N,зарар,dano
582,Schaden::N,зарар,estrago
583,Unglück::N,ҡаза,desgraça
584,Schuld::N,ғәйеп,culpa
585,Alter::N,йәш,idade
586,Schluss::N,һуң,fim
587,Schluss::N,аҙаҡ,fim
588,Zeit::N,мәл,tempo
589,Zeit::N,заман,tempo
590,Tag::N,көн,dia
591,Morgen::N,иртә,manhã
592,Morgen::N,иртәнсәк,manhã
593,Mittag::N,төш,meio-dia
594,Abend::N,кис,noite
595,Abend::N,кис,tardinha
596,Nacht::N,төн,noite
597,Woche::N,аҙна,semana
598,Monat::N,ай,mês
599,Jahr::N,йыл,ano
600,Frühling::N,яҙ,primavera
601,Sommer::N,йәй,verão
602,Herbst::N,көз,outono
603,Winter::N,ҡыш,inverno
604,Januar::N,ғинуар,Janeiro
605,Februar::N,февраль,Fevereiro
606,März::N,март,Março
607,April::N,апрель,Abril
608,Mai::N,май,Maio
609,Juni::N,июнь,Junho
610,Juli::N,июль,Julho
611,August::N,август,Agosto
612,September::N,сентябрь,Setembro
613,Oktober::N,октябрь,Outubro
614,November::N,ноябрь,Novembro
615,Dezember::N,декабрь,Dezembro
616,Montag::N,дүшәмбе,segunda-feira
617,Dienstag::N,шишәмбе,terça-feira
618,Mittwoch::N,шаршамбы,quarta-feira
619,Donnerstag::N,кесаҙна,quinta-feira
620,Freitag::N,йома,sexta-feira
621,Samstag::N,шәмбе,sábado
622,Sonntag::N,йәкшәмбе,domingo
623,groß::A,ҙур,grande
624,klein::A,бәләкәс,pequeno
625,lang::A,оҙон,comprido
626,kurz::A,ҡыҫҡа,curto
627,breit::A,киң,largo
628,schmal::A,тар,estreito
629,dicht::A,йыш,denso
630,dicht::A,ҡуйы,denso
631,dick[Gegenstand]::A,ҡалын,grosso
632,dünn::A,йоҡа,delgado
633,dünn::A,нәҙек,delgado
634,fein::A,нескә,fino
635,fein::A,нескә,subtil
636,fest::A,ныҡ,firme
637,fest::A,ныҡ,sólido
638,flach::A,яҫы,plano
639,flach::A,ялпаҡ,plano
640,glatt::A,шыма,liso
641,hart::A,ҡаты,duro
642,weich::A,йомшаҡ,mole
643,rund::A,түңәрәк,redondo
644,spitz::A,осло түбәле,agudo
645,scharf::A,үткер,afiado
646,stumpf::A,утмәҫ,rombo
647,schwer::A,ауыр,pesado
648,schön::A,матур,belo
649,schön::A,матур,bonito
650,heiß::A,эҫе,quente
651,warm::A,йылы,quente
652,kalt::A,һыуыҡ,frio
653,kühl::A,һалҡынса,fresco
654,frisch::A,һалҡынса,fresco
655,feucht::A,еүеш,húmido
656,feucht::A,дымлы,húmido
657,nass::A,еүеш,molhado
658,trocken::A,кипкән,seco
659,voll::A,тулы,cheio
660,leer::A,буш,vazio
661,offen::A,асыҡ,aberto
662,geschlossen::A,ябыҡ,fechado
663,sauber::A,таҙа,limpo
664,schmutzig::A,бысраҡ,sujo
665,roh::A,сей,cru
666,reif::A,өлгөрғән,maduro
667,lecker::A,тәмле,delicioso
668,süß::A,тямле,doce
669,süß::A,тәм-том,doce
670,bitter::A,әсе,amargo
671,sauer::A,әсе,azedo
672,hell::A,яҡты,claro
673,dunkel::A,ҡараңғы,escuro
674,dunkel::A,ҡараңғы,sombrio
675,schwarz::A,ҡара,preto
676,weiß::A,аҡ,branco
677,rot::A,матур,vermelho
678,rot::A,һылыу,vermelho
679,rot::A,сибәр,vermelho
680,gelb::A,һары,amarelo
681,blau::A,күк,azul
682,grün::A,йәшел,verde
683,grau::A,буҙ,cinzento
684,bunt::A,сыбар,colorido
685,bunt::A,ала-ҡола,colorido
686,billig::A,арзан,barato
687,teuer::A,ҡыйбатлы,caro
688,wertvoll::A,ҡиммәтле,valioso
689,wertvoll::A,ҡиммәтле,precioso
690,blind::A,һуҡыр,cego
691,taub::A,һаңғырау,surdo
692,kräftig::A,көслө,forte
693,kräftig::A,көслө,poderoso
694,kräftig::A,ҡеүәтле,forte
695,kräftig::A,ҡеүәтле,poderoso
696,stark::A,көслө,forte
697,stark::A,көслө,robusto
698,stark::A,ҡеүәтле,forte
699,stark::A,ҡеүәтле,robusto
700,schwach::A,көсһөҙ,débil
701,fett::A,һимеҙ,gordo
702,schlank::A,зифа,esbelto
703,hübsch::A,матур,giro
704,hübsch::A,матур,bonito
705,böse::A,асыулы,mau
706,dumm::A,иҫәр,parvo
707,dumm::A,иҫәр,estúpido
708,faul::A,иренсәк,preguiçoso
709,fleißig::A,тырыш,aplicado
710,fleißig::A,тырыш,diligente
711,geizig::A,һаран,avarento
712,klug::A,аҡыллы,prudente
713,klug::A,аҡыллы,inteligente
714,geschickt::A,оҫта,hábil
715,lieb::A,яғымлы,caro
716,lieb::A,яғымлы,querido
717,lustig::A,күңелле,alegre
718,sanft::A,йыуаш,suave
719,sanft::A,йыуаш,brando
720,hungrig::A,ас,faminto
721,krank::A,сирле,doente
722,krank::A,сирле,enfermo
723,krank::A,ауырыу,doente
724,krank::A,ауырыу,enfermo
725,nackt::A,яланғас,nu
726,nackt::A,яланғас,despido
727,traurig::A,яманһыу,triste
728,lebendig::A,тере,vivo
729,lebendig::A,йәнле,vivo
730,gut::A,яҡшы,bom
731,schlecht::A,хөрт,mau
732,schlecht::A,хөрт,ruim
733,schlecht::A,алама,mau
734,schlecht::A,алама,ruim
735,richtig::A,дөрөҫ,justo
736,richtig::A,дөрөҫ,correcto
737,schlimm::A,хөрт,mau
738,schlimm::A,хөрт,grave
739,schlimm::A,алама,mau
740,schlimm::A,алама,grave
741,wahr::A,дөрөҫ,verdadeiro
742,alt::A,иҫке,velho
743,alt::A,иҫке,antigo
744,alt::A,боронғо,velho
745,alt::A,боронғо,antigo
746,neu::A,яңы,novo
747,ehemalig::A,элекке,antigo
748,alt[Lebewesen]::A,ҡарт,velho
749,jung::A,йәш,jovem
750,arm::A,фәҡир,pobre
751,reich::A,бай,rico
752,bekannt::A,таныш,conhecido
753,berühmt::A,атаҡлы,famoso
754,berühmt::A,атаҡлы,célebre
755,berühmt::A,данлыҡлы,famoso
756,berühmt::A,данлыҡлы,célebre
757,fremd::A,ят,alheio
758,fremd::A,ят,estranho
759,fremd::A,сит,alheio
760,fremd::A,сит,estranho
761,verschieden::A,төрлө,diverso
762,verschieden::A,төрлө,diferente
763,nah::A,яҡын,próximo
764,fern::A,алыҫ,remoto
765,fern::A,алыҫ,distante
766,fern::A,йыраҡ,remoto
767,fern::A,йыраҡ,distante
768,linker::A,һул,esquerdo
769,rechter::A,уң,direito
770,anderer::A,бутән,outro
771,erster::A,тәүге,primeiro
772,zweiter::A,икенсе,segundo
773,dritter::A,өсөнсө,terceiro
774,letzter::A,һуңғы,final
775,letzter::A,һуңғы,último
776,allein::ADV,бер үҙе,só
777,allein::ADV,яңғыҙ,só
778,auf einmal::ADV,бер юлы,de vez
779,zusammen::ADV,бергә,juntos
780,lange::ADV,оҙаҡ,muito tempo
781,plötzlich::ADV,ҡапыл,de repente
782,sofort::ADV,шунда уҡ,imediatamente
783,später::ADV,һуңыраҡ,mais tarde
