,Concept_ID,cv,it
150,Fell::N,ҫӑм,manto
151,Fell::N,ҫӑм,pelame
152,Flügel::N,ҫунат,ala
153,Klaue::N,чӗрне,grinfia
154,Kralle::N,ура,unghia
155,Kralle::N,ура,artiglio
156,Schwanz::N,хӳре,coda
157,Ei::N,ҫӑмарта,uovo
158,Nest::N,йӑва,nido
159,Bau::N,йӗнӗ,covo
160,Tier::N,выльӑх,bestia
161,Tier::N,выльӑх,animale
162,Herde::N,кӗтӳ,gregge
163,Kuh::N,ӗне,vacca
164,Bulle::N,вӑкӑр,toro
165,Pferd::N,лаша,cavallo
166,Schaf::N,сурӑх,pècora
167,Schwein::N,сысна,porco
168,Schwein::N,сысна,maiale
169,Hund::N,йытӑ,cane
170,Katze::N,кушак,gatta
171,Bär::N,упа,orso
172,Eichhörnchen::N,пакша,scoiàttolo
173,Elch::N,пӑши,alce
174,Fuchs::N,тилӗ,volpe
175,Hase::N,куян,lepre
176,Hase::N,мулкач,lepre
177,Maus::N,шӑши,topo
178,Maus::N,шӑши,sorcio
179,Wolf::N,кашкӑр,lupo
180,Vogel::N,кайӑк,uccello
181,Vogel::N,вӗҫен кайӑк,uccello
182,Schwarm::N,ушкӑн,stormo
183,Huhn::N,чӑх,gallina
184,Huhn::N,чӑхӑ,gallina
185,Hahn::N,автан,gallo
186,Gans::N,хур,oca
187,Adler::N,ӑмӑрт кайӑк,àquila
188,Ente::N,кӑвакал,ànatra
189,Eule::N,тӑмана,gufo
190,Eule::N,тӑмана,civetta
191,Kranich::N,тӑрна,gru
192,Krähe::N,ула курак,cornacchia
193,Kuckuck::N,куккук,cuccù
194,Kuckuck::N,куккук,cùculo
195,Schwan::N,акӑш,cigno
196,Fisch::N,пулӑ,pesce
197,Barsch::N,уланкӑ,pèrsico
198,Hecht::N,ҫӑрттан,luccio
199,Schlange[Tier]::N,ҫӗлен,serpente
200,Wurm::N,ӑман,baco
201,Wurm::N,ӑман,verme
202,Spinne::N,эрешмен,ragno
203,Ameise::N,кӑткӑ,formica
204,Laus::N,пыйтӑ,pidocchio
205,Mücke::N,вӑрӑм туна,zanzara
206,Fliege::N,шӑна,mosca
207,Schmetterling::N,лӗпӗш,farfalla
208,Beere::N,ҫырла,bacca
209,Apfel::N,улма,mela
210,Apfel::N,пан улми,mela
211,Pilz::N,кӑмпа,fungo
212,Zwiebel::N,сухан,cipolla
213,Saat::N,вӑрӑ,semente
214,Korn::N,тӗшӗ,grano
215,Korn::N,пӗрчӗ,grano
216,Heu::N,утӑ,fieno
217,Schale::N,хупӑ,buccia
218,Grube::N,шӑтӑк,cava
219,Grube::N,шӑтӑк,fossa
220,Falle::N,тапӑ,tràppola
221,Falle::N,капкӑн,tràppola
222,Schlinge::N,йӑлӑ,laccio
223,Spur::N,йӗр,traccia
224,Asche::N,кӗл,cenere
225,Dreck::N,пылчӑк,fango
226,Eisen::N,тимӗр,ferro
227,Gold::N,ылтӑн,oro
228,Silber::N,кӗмӗл,argento
229,Kohle::N,кӑмрӑк,carbone
230,Glas::N,кӗленче,vetro
231,Lehm::N,тӑм,argilla
232,Sand::N,хӑйӑр,arena
233,Sand::N,хӑйӑр,sabbia
234,Mensch::N,ҫын,uomo
235,Mensch::N,ҫын,èssere umano
236,Mensch::N,этем,uomo
237,Mensch::N,этем,èssere umano
238,Mann::N,ар,uomo
239,Frau::N,хӗрарӑм,donna
240,Kind::N,ача,bambino
241,Junge::N,ача,ragazzo
242,Junge::N,ар ҫын ача,ragazzo
243,Mädchen::N,хӗр ача,ragazza
244,Familie::N,ҫемье,famiglia
245,Familie::N,кил-йыш,famiglia
246,Großvater::N,кукаҫи,nonno
247,Großmutter::N,кукамай,nonna
248,Eltern::N,аҫа-ама,genitori
249,Vater::N,атте,padre
250,Mutter::N,анне,madre
251,Sohn::N,ывӑл,figlio
252,Tochter::N,хӗр,figlia
253,Bruder::N,ар тӑван,fratello
254,Schwester::N,аппа,sorella
255,Schwester::N,йӑмӑк,sorella
256,Onkel::N,мучи,zio
257,Onkel::N,пичче,zio
258,Tante::N,аппа,zia
259,Ehemann::N,упӑшка,marito
260,Ehefrau::N,арӑм,moglie
261,Freude::N,савӑнӑҫ,gioia
262,Freude::N,савӑнӑҫ,piacere
263,Freude::N,хаваслӑх,gioia
264,Freude::N,хаваслӑх,piacere
265,Gelächter::N,кулӑ,risata
266,Glück::N,телей,felicità
267,Glück::N,ӑраскал,felicità
268,Kummer::N,хурлӑх,afflizione
269,Wunsch::N,ӗмӗт,desiderio
270,Wunsch::N,кӑмӑл,desiderio
271,Lust::N,кӑмӑл,voglia
272,Geist::N,чун-чӗм,mente
273,Geist::N,чун-чӗм,spìrito
274,Geist::N,ыр-усал,mente
275,Geist::N,ыр-усал,spìrito
276,Geist::N,чун хавалӗ,mente
277,Geist::N,чун хавалӗ,spìrito
278,Gedanke::N,шухӑш,idea
279,Gedanke::N,шухӑш,pensiero
280,Gedächtnis::N,ас,memoria
281,Verstand::N,ӑс,intelletto
282,Verstand::N,ӑс-тӑн,intelletto
283,Verstand::N,ӑс-хакӑл,intelletto
284,Sinn::N,тупсӑм,senso
285,Sinn::N,тупсӑм,significato
286,Sinn::N,пӗлтерӗш,senso
287,Sinn::N,пӗлтерӗш,significato
288,Grund::N,сӑлтав,causa
289,Grund::N,сӑлтав,motivo
290,Grund::N,сӑлтав,ragione
291,Wahrheit::N,чӑнлӑх,verità
292,Gespräch::N,калаҫу,discorso
293,Gespräch::N,калаҫу,conversazione
294,Märchen::N,юмах,fiaba
295,Märchen::N,юмах,fàvola
296,Erzählung::N,акалав,racconto
297,Erzählung::N,акалав,narrazione
298,Erzählung::N,каласа пани,racconto
299,Erzählung::N,каласа пани,narrazione
300,Nachricht::N,хыпар,messaggio
301,Neuigkeit::N,ҫӗнӗ хыпар,notizia
302,Name::N,ят,nome
303,Rätsel::N,сутмалли юмах,indovinello
304,Rede::N,сӑмах,discorso
305,Sprache::N,чӗлхе,lingua
306,Sprache::N,чӗлхе,linguaggio
307,Stimme::N,сасӑ,voce
308,Wort::N,сӑмах,parola
309,Zeichen::N,паллӑ,segno
310,Zeichen::N,паллӑ,segnale
311,Ruf::N,йыхрав,chiamata
312,Ruf::N,чӗнӳ,chiamata
313,Lärm::N,шав,chiasso
314,Lärm::N,шав,strèpito
315,Laut::N,сасӑ,suono
316,Ton::N,сасӑ,tono
317,Lied::N,юрӑ,canto
318,Lied::N,юрӑ,canzone
319,Ruhe::N,канӑҫлӑх,calma
320,Ruhe::N,канӑҫлӑх,tranquillità
321,Ruhe::N,лӑпкӑлӑх,calma
322,Ruhe::N,лӑпкӑлӑх,tranquillità
323,Leute::N,ҫамрӑксем,gente
324,Leute::N,ҫамрӑк ҫынсем,gente
325,Volk::N,халӑх,pòpolo
326,Arbeit::N,ӗҫхӗл,lavoro
327,Arbeit::N,ӗҫлев,lavoro
328,Gast::N,хӑна,òspite
329,Gast::N,хӑна,invitato
330,Geschenk::N,парне,regalo
331,Geschenk::N,кучченеҫ,regalo
332,Spiel::N,вӑйӑ,gioco
333,Gesellschaft::N,общество,compagnìa
334,Hilfe::N,пулӑшу,aiuto
335,Hilfe::N,пулӑшу,soccorso
336,Freund::N,тус,amico
337,Kamerad::N,юлташ,camerata
338,Kamerad::N,тус,camerata
339,Angelegenheit::N,ӗҫ,affare
340,Angelegenheit::N,ӗҫ,faccenda
341,Anzahl::N,йыш,nùmero
342,Anzahl::N,йыш,quantità
343,Anzahl::N,хисеп,nùmero
344,Anzahl::N,хисеп,quantità
345,Art::N,тӗс,tipo
346,Art::N,тӗс,specie
347,Stück::N,татӑк,pezzo
348,Teil::N,пай,parte
349,Hälfte::N,ҫурӑ,metà
350,Kreis::N,ункӑ,cìrcolo
351,Kreis::N,ҫавракӑш,cìrcolo
352,Kreuz::N,хӗрес,croce
353,Linie::N,йӗр,lìnea
354,Strich::N,йӗр,tratto
355,Abstand::N,хушӑ,distanza
356,Entfernung::N,хушӑ,distanza
357,Entfernung::N,хушӑ,lontananza
358,Gegend::N,вырӑн,regione
359,Platz::N,хутлӑх,posto
360,Platz::N,хутлӑх,spazio
361,Ort::N,вырӑн,luogo
362,Ort::N,вырӑн,località
363,Seite::N,ен,lato
364,Seite::N,ен,parte
365,Seite::N,аяк,lato
366,Seite::N,аяк,parte
367,Seite::N,айӑк,lato
368,Seite::N,айӑк,parte
369,Mitte::N,варӑ,mezzo
370,Mitte::N,варӑ,centro
371,Gegenstand::N,япала,oggetto
372,Sache::N,япала,cosa
373,Rand::N,вӗҫ,orlo
374,Rand::N,вӗҫ,bordo
375,Rand::N,хӗрӗ,orlo
376,Rand::N,хӗрӗ,bordo
377,Rand::N,хӗрри,orlo
378,Rand::N,хӗрри,bordo
379,Kante::N,хайкача,spìgolo
380,Kante::N,хысак,spìgolo
381,Ecke::N,кӗтес,canto
382,Spitze::N,вӗҫ,punta
383,Ende::N,вӗҫ,capo
384,Ende::N,вӗҫ,estremità
385,Loch::N,шӑтӑк,buco
386,Winkel::N,кӗтес,àngolo
387,Muster::N,эреш,disegno
388,Größe::N,пысӑкӑш,taglia
389,Größe::N,пысӑкӑш,grandezza
390,Länge::N,вӑрӑмӑш,lunghezza
391,Höhe::N,ҫӳллӗш,altezza
392,Gewicht::N,виҫе,peso
393,Gewicht::N,йывӑрӑш,peso
394,Menge::N,йыш,quantità
395,Haufen::N,купа,cùmulo
396,Haufen::N,купа,mucchio
397,Reihe::N,рет,fila
398,Boot::N,кимӗ,barca
399,Boot::N,кимӗ,battello
400,Ruder::N,кӗсмен,remo
401,Schlitten::N,ҫуна,slitta
402,Ski::N,йӗлтӗр,sci
403,Lagerfeuer::N,вут,falò
404,Lagerfeuer::N,вут,fuoco di bivacco
405,Lagerfeuer::N,кӑвайт,falò
406,Lagerfeuer::N,кӑвайт,fuoco di bivacco
407,Last::N,сулмаклӑх,càrico
408,Last::N,йывӑр япала,càrico
409,Gang::N,куҫӑм,andata
410,Schritt::N,утӑм,passo
411,Schritt::N,пусӑм,passo
412,Norden::N,ҫурҫӗр,nord
413,Norden::N,ҫурҫӗр,settentrione
414,Süden::N,кӑнтӑр,sud
415,Süden::N,кӑнтӑр,meridione
416,Westen::N,анӑҫ,òvest
417,Westen::N,анӑҫ,occidente
418,Westen::N,хӗвел анӑҫ,òvest
419,Westen::N,хӗвел анӑҫ,occidente
420,Osten::N,хӗвел тухӑҫ,est
421,Osten::N,хӗвел тухӑҫ,oriente
422,Holz::N,йывӑҫ,legno
423,Brett::N,хӑма,asse
424,Brett::N,хӑма,tàvola
425,Platte::N,плита,lastra
426,Platte::N,плита,piastra
427,Stütze::N,ура,supporto
428,Stange::N,шерте,sbarra
429,Stange::N,шерте,pèrtica
430,Stock::N,патак,verga
431,Stock::N,патак,bastone
432,Stock::N,патак,bacchetta
433,Stab::N,шӑчӑ,asta
434,Rohr::N,пӑрӑх,tubo
435,Haus::N,ҫурт,casa
436,Heim::N,кил,casa
437,Ofen::N,кӑмака,stufa
438,Fußboden::N,урай,pavimento
439,Tisch::N,сӗтел,tàvolo
440,Stuhl::N,пукан,sedia
441,Wiege::N,сӑпка,culla
442,Bett::N,кравать,letto
443,Regal::N,ҫӳлӗк,scaffale
444,Regal::N,сентре,scaffale
445,Kiste::N,ещӗк,cassa
446,Kiste::N,сунтӑх,cassa
447,Fenster::N,чӳрече,finestra
448,Tür::N,алӑк,porta
449,Tor::N,хапха,portone
450,Zaun::N,хӳме,recinto
451,Dach::N,тӑрӑ,tetto
452,Leiter::N,пусма,scala
453,Leiter::N,пусма,scala a pioli
454,Besen::N,шӑпӑр,scopa
455,Spaten::N,кӗреҫе,vanga
456,Schaufel::N,кӗреҫе,pala
457,Gabel::N,вилка,forchetta
458,Löffel::N,кашӑк,cucchiaio
459,Messer::N,ҫӗҫӗ,coltello
460,Nagel::N,пӑта,chiodo
461,Netz::N,тетел,rete
462,Haken::N,йӑрхах,uncino
463,Haken::N,ҫекӗл,uncino
464,Griff::N,хӑлӑп,mànico
465,Griff::N,хӑлӑп,maniglia
466,Schloss::N,ҫӑра,serratura
467,Bild::N,сӑн,quadro
468,Bild::N,сӑн,immàgine
469,Bild::N,сӑнлӑх,quadro
470,Bild::N,сӑнлӑх,immàgine
471,Bild::N,картина,quadro
472,Bild::N,картина,immàgine
473,Figur::N,кӗлетке,figura
474,Puppe::N,пукане,bàmbola
475,Beutel::N,михӗ,borsa
476,Beutel::N,михӗ,sacchetto
477,Bündel::N,ҫыхӑ,fascio
478,Bündel::N,ҫыхӑ,fagotto
479,Bündel::N,тӗрке,fascio
480,Bündel::N,тӗрке,fagotto
481,Tasche::N,сумка,borsa
482,Eimer::N,витре,secchio
483,Deckel::N,хупӑ,coperchio
484,Geschirr::N,савӑт-сапа,stoviglie
485,Sack::N,михӗ,sacco
486,Tasse::N,курка,tazza
487,Topf::N,кастрюль,pèntola
488,Kessel::N,хуран,paiolo
489,Kessel::N,хуран,calderone
490,Essen::N,апат,pasto
491,Essen::N,апат,mangiare
492,Nahrung::N,апат-ҫимӗс,cibo
493,Nahrung::N,апат-ҫимӗс,alimento
494,Speise::N,апат,piatto
495,Speise::N,ҫимӗҫ,piatto
496,Fleisch::N,аш,carne
497,Fleisch::N,какай,carne
498,Getreide::N,тырӑ,cereali
499,Brei::N,пӑтӑ,purè
500,Brei::N,пӑтӑ,pappa
501,Brot::N,ҫӑкӑр,pane
502,Scheibe::N,чӗлӗ,fetta
503,Scheibe::N,чӗлӗ,trancia
504,Scheibe::N,касӑк,fetta
505,Scheibe::N,касӑк,trancia
506,Fett::N,ҫу,grasso
507,Butter::N,ҫу,burro
508,Öl::N,ҫу,olio
509,Salz::N,тӑвар,sale
510,Suppe::N,яшка,zuppa
511,Suppe::N,яшка,minestra
512,Honig::N,пыл,miele
513,Milch::N,сӗт,latte
514,Tee::N,чей,tè
515,Leder::N,сӑран,pelle
516,Wolle::N,ҫӑм,lana
517,Stoff::N,тӗртӗм,panno
518,Stoff::N,тӗртӗм,tessuto
519,Nadel::N,йӗп,ago
520,Faden::N,ҫип,filo
521,Knopf::N,тӳме,bottone
522,Knoten::N,йӑлӑ,nodo
523,Farbe::N,сӑрӑ,pittura
524,Kleidung::N,тум,vestiti
525,Kleidung::N,тум,vestiario
526,Kleidung::N,ҫипуҫ,vestiti
527,Kleidung::N,ҫипуҫ,vestiario
528,Kleidung::N,тум-тир,vestiti
529,Kleidung::N,тум-тир,vestiario
530,Hemd::N,кӗпе,camicia
531,Kragen::N,ҫуха,bàvero
532,Kragen::N,ҫуха,colletto
533,Ärmel::N,ҫанӑ,mànica
534,Hose::N,шӑлавар,calzoni
535,Gürtel::N,пиҫиххи,cintura
536,Mütze::N,ҫӗлӗк,berretto
537,Schuh::N,пушмак,scarpa
538,Schuh::N,ботинок,scarpa
539,Stiefel::N,атӑ,stivale
540,Ring::N,ҫӗрӗ,anello
541,Band::N,хаю,nastro
542,Band::N,хаю,fettuccia
543,Band::N,йӗсме,nastro
544,Band::N,йӗсме,fettuccia
545,Kamm::N,тура,pèttine
546,Spiegel::N,тӗкӗр,specchio
547,Spiegel::N,куҫ кӗски,specchio
548,Riemen::N,чӗн,cinghia
549,Schnur::N,кантра,corda
550,Leine::N,касмӑк,guinzaglio
551,Decke::N,утиял,coperta
552,Kissen::N,ҫытар,cuscino
553,Kissen::N,ҫытар,guanciale
554,Kissen::N,минтер,cuscino
555,Kissen::N,минтер,guanciale
556,Tuch::N,тутӑр,fazzoletto
557,Handtuch::N,ал шӑлли,asciugamano
558,Kraft::N,вӑй,forza
559,Kraft::N,хӑват,forza
560,Stärke::N,хал,forza
561,Stärke::N,хал,vigore
562,Stärke::N,хал,fortezza
563,Stärke::N,хӑват,forza
564,Stärke::N,хӑват,vigore
565,Stärke::N,хӑват,fortezza
566,Gesundheit::N,хал,salute
567,Gesundheit::N,сывлӑх,salute
568,Krankheit::N,чир,malattìa
569,Schmerz::N,ырату,dolore
570,Wunde::N,суран,piaga
571,Wunde::N,суран,ferita
572,Fieber::N,сив чир,febbre
573,Arznei::N,эмел,fàrmaco
574,Arznei::N,эмел,medicina
575,Brücke::N,кӗпер,ponte
576,Brunnen::N,ҫӑл,pozzo
577,Brunnen::N,пусӑ,pozzo
578,Weide::N,ҫаран,pàscolo
579,Pfad::N,йӗр,sentiero
580,Pfad::N,сукмак,sentiero
581,Weg::N,ҫул,via
582,Weg::N,ҫул,cammino
583,Weg::N,ҫул-йӗр,via
584,Weg::N,ҫул-йӗр,cammino
585,Straße::N,ҫӳрев,strada
586,Straße::N,ҫул ҫӳрени,strada
587,Dorf::N,ял,paese
588,Dorf::N,ял,villaggio
589,Stadt::N,хула,città
590,Brief::N,ҫыру,lèttera
591,Buch::N,кӗнеке,libro
592,Buchstabe::N,сас палли,lèttera
593,Zeitung::N,хаҫат,giornale
594,Leben::N,пурнӑҫ,vita
595,Tod::N,вилӗм,morte
596,Grab::N,масар шӑтӑкӗ,tomba
597,Grab::N,масар шӑтӑкӗ,sepolcro
598,Kirche::N,чиркӳ,chiesa
599,Sünde::N,ҫылӑх,peccato
600,Gott::N,турӑ,dio
601,Arbeiter::N,рабочи,operaio
602,Arbeiter::N,рабочи,lavoratore
603,Chef::N,пуҫлӑх,capo
604,Chef::N,пуҫлӑх,padrone
605,Meister::N,ӑста,mastro
606,Meister::N,ӑста,maestro
607,Meister::N,мастер,mastro
608,Meister::N,мастер,maestro
609,Arzt::N,врач,mèdico
610,Arzt::N,врач,dottore
611,Arzt::N,тухтӑр,mèdico
612,Arzt::N,тухтӑр,dottore
613,Lehrer::N,учитель,professore
614,Lehrer::N,вӗрентекен,professore
615,Geld::N,укҫа,soldi
616,Geld::N,укҫа,denaro
617,Geschäft::N,бизнес,affare
618,Geschäft::N,бизнес,negozio
619,Laden::N,магазин,negozio
620,Preis::N,хак,prezzo
621,Ware::N,тавар,merce
622,Nutzen::N,пайта,ùtile
623,Nutzen::N,пайта,profitto
624,Reichtum::N,мул,ricchezza
625,Welt::N,тӗнче,mondo
626,Land::N,ҫӗр-шыв,paese
627,Staat::N,патшàлӑх,Stato
628,König::N,король,re
629,Macht::N,власть,potere
630,Grenze::N,чикӗ,confine
631,Grenze::N,чикӗ,frontiera
632,Krieg::N,вӑрҫӑ,guerra
633,Feind::N,тӑшман,nemico
634,Gewalt::N,ирӗксӗрлӳ,violenza
635,Kampf::N,кӗрешӳ,lotta
636,Bogen[Waffe]::N,ухӑ,arco
637,Pfeil::N,ҫӗмрен,freccia
638,Pfeil::N,ухӑ йӗппи,freccia
639,Gewehr::N,пӑшал,fucile
640,Fehler::N,йӑнӑш,errore
641,Fehler::N,йӑнӑш,sbaglio
642,Lüge::N,суя,bugìa
643,Lüge::N,суя,menzogna
644,Lüge::N,ултав,bugìa
645,Lüge::N,ултав,menzogna
646,Schaden::N,сиен,danno
647,Unglück::N,шар,sfortuna
648,Unglück::N,инкек,sfortuna
649,Schuld::N,айӑп,colpa
650,Alter::N,ҫул шучӗ,età
651,Schluss::N,пӗтни,fine
652,Schluss::N,пӗтмӗш,fine
653,Zeit::N,вӑхӑт,tempo
654,Tag::N,кун,giorno
655,Tag::N,кун,giornata
656,Morgen::N,ир,mattina
657,Mittag::N,кӑнтӑрла,mezzogiorno
658,Abend::N,каҫ,sera
659,Abend::N,каҫ,serata
660,Nacht::N,каҫ,notte
661,Woche::N,эрне,settimana
662,Monat::N,уйӑх,mese
663,Jahr::N,ҫулталӑк,anno
664,Frühling::N,ҫур,primavera
665,Frühling::N,ҫуркунне,primavera
666,Sommer::N,ҫу,estate
667,Sommer::N,ҫулла,estate
668,Herbst::N,кӗр,autunno
669,Herbst::N,кӗркунне,autunno
670,Winter::N,хӗл,inverno
671,Winter::N,хӗлле,inverno
672,Januar::N,январь,gennaio
673,Februar::N,февраль,febbraio
674,Februar::N,кӗҫӗн кӑрлач,febbraio
675,März::N,март,marzo
676,März::N,пуш уйӑхӗ,marzo
677,April::N,апрель,aprile
678,Mai::N,май,maggio
679,Juni::N,июнь,giugno
680,Juli::N,июль,luglio
681,August::N,август,agosto
682,September::N,сентябрь,settembre
683,September::N,авӑн уйӑхӗ,settembre
684,Oktober::N,октябрь,ottobre
685,November::N,ноябрь,novembre
686,Dezember::N,раштав,dicembre
687,Dezember::N,декабрь,dicembre
688,Montag::N,тунти кун,lunedì
689,Dienstag::N,ытлари кун,martedì
690,Mittwoch::N,юн кун,mercoledì
691,Donnerstag::N,кӗҫнерни кун,giovedì
692,Freitag::N,эрне кун,venerdì
693,Samstag::N,шӑмат кун,sàbato
694,Sonntag::N,вырсарни кун,domenica
695,groß::A,пысӑк,grande
696,klein::A,пӗчӗк,pìccolo
697,lang::A,вӑрӑм,lungo
698,kurz::A,кӗске,corto
699,breit::A,сарлака,largo
700,schmal::A,ансӑр,stretto
701,dicht::A,йӑвӑ,denso
702,dick[Gegenstand]::A,хулӑн,spesso
703,dünn::A,ҫинҫе,sottile
704,dünn::A,ҫӳхе,sottile
705,fein::A,тарай,fine
706,fein::A,тарай,delicato
707,fein::A,вӗлтӗрти,fine
708,fein::A,вӗлтӗрти,delicato
709,fest::A,тӗреклӗ,sodo
710,fest::A,тӗреклӗ,fisso
711,flach::A,лаптак,piano
712,flach::A,лаптак,piatto
713,glatt::A,такӑр,liscio
714,hart::A,хытӑ,duro
715,weich::A,ҫемҫе,molle
716,rund::A,ҫавра,rotondo
717,spitz::A,шӗвӗр,aguzzo
718,spitz::A,шӗвӗр,appuntito
719,scharf::A,ҫивӗч,affilato
720,scharf::A,ҫивӗч,tagliente
721,stumpf::A,мӑка,smussato
722,stumpf::A,пуклак,smussato
723,stumpf::A,тӗрӗнчӗк,smussato
724,stumpf::A,ӑнкарусӑр,smussato
725,schwer::A,йывӑр,pesante
726,schön::A,илемлӗ,bello
727,heiß::A,вӗри,caldo
728,heiß::A,вӗри,bollente
729,warm::A,ӑшӑ,caldo
730,kalt::A,сивӗ,freddo
731,kühl::A,уҫӑ,fresco
732,frisch::A,уҫӑ,fresco
