,Concept_ID,cv,kv
140,Bau::N,йӗнӗ,осьта
141,Bau::N,йӗнӗ,нора
142,Tier::N,выльӑх,зверь
143,Herde::N,кӗтӳ,гурт
144,Kuh::N,ӗне,мӧс
145,Bulle::N,вӑкӑр,ӧшка
146,Pferd::N,лаша,вӧв
147,Schaf::N,сурӑх,баля
148,Schwein::N,сысна,порсь
149,Hund::N,йытӑ,пон
150,Katze::N,кушак,кань
151,Bär::N,упа,ош
152,Eichhörnchen::N,пакша,ур
153,Elch::N,пӑши,вӧр мӧс
154,Fuchs::N,тилӗ,руч
155,Hase::N,куян,кӧч
156,Hase::N,мулкач,кӧч
157,Maus::N,шӑши,шыр
158,Wolf::N,кашкӑр,кӧин
159,Vogel::N,кайӑк,кай
160,Vogel::N,вӗҫен кайӑк,кай
161,Schwarm::N,ушкӑн,стая
162,Schwarm::N,ушкӑн,чукӧр
163,Huhn::N,чӑх,курӧг
164,Huhn::N,чӑхӑ,курӧг
165,Hahn::N,автан,петух
166,Hahn::N,автан,ай курӧг
167,Gans::N,хур,дзодзог
168,Adler::N,ӑмӑрт кайӑк,куч
169,Adler::N,ӑмӑрт кайӑк,кутш
170,Ente::N,кӑвакал,утка
171,Eule::N,тӑмана,тупка
172,Kranich::N,тӑрна,тури
173,Krähe::N,ула курак,рака
174,Kuckuck::N,куккук,кӧк
175,Schwan::N,акӑш,юсь
176,Fisch::N,пулӑ,чери
177,Barsch::N,уланкӑ,ёкыш
178,Hecht::N,ҫӑрттан,сирпинь
179,Schlange[Tier]::N,ҫӗлен,змей
180,Wurm::N,ӑман,номыр
181,Spinne::N,эрешмен,черань
182,Ameise::N,кӑткӑ,кӧдзывкар
183,Laus::N,пыйтӑ,ляпа той
184,Mücke::N,вӑрӑм туна,ном
185,Fliege::N,шӑна,гут
186,Schmetterling::N,лӗпӗш,бабыв
187,Beere::N,ҫырла,ягӧд
188,Apfel::N,улма,яблоко
189,Apfel::N,пан улми,яблоко
190,Pilz::N,кӑмпа,тшак
191,Zwiebel::N,сухан,грез
192,Saat::N,вӑрӑ,кӧдзыс
193,Korn::N,тӗшӗ,сю
194,Korn::N,пӗрчӗ,сю
195,Heu::N,утӑ,турун
196,Schale::N,хупӑ,кыш
197,Schale::N,хупӑ,киль
198,Grube::N,шӑтӑк,яма
199,Falle::N,тапӑ,нальк
200,Falle::N,тапӑ,кляпча
201,Falle::N,капкӑн,нальк
202,Falle::N,капкӑн,кляпча
203,Schlinge::N,йӑлӑ,лӧч
204,Spur::N,йӗр,туй
205,Asche::N,кӗл,пӧим
206,Dreck::N,пылчӑк,нять
207,Eisen::N,тимӗр,кӧрт
208,Gold::N,ылтӑн,зарни
209,Silber::N,кӗмӗл,язісь
210,Kohle::N,кӑмрӑк,шом
211,Kohle::N,кӑмрӑк,уголь
212,Glas::N,кӗленче,стекло
213,Lehm::N,тӑм,сёй
214,Sand::N,хӑйӑр,лыа
215,Mensch::N,ҫын,морт
216,Mensch::N,этем,морт
217,Mann::N,ар,мужик
218,Frau::N,хӗрарӑм,инька
219,Kind::N,ача,кага
220,Junge::N,ача,зонка
221,Junge::N,ар ҫын ача,зонка
222,Mädchen::N,хӗр ача,нывкаок
223,Familie::N,ҫемье,семья
224,Familie::N,кил-йыш,семья
225,Großvater::N,кукаҫи,дед
226,Großmutter::N,кукамай,баб
227,Eltern::N,аҫа-ама,ай-мам
228,Vater::N,атте,ай
229,Mutter::N,анне,мам
230,Sohn::N,ывӑл,зон
231,Tochter::N,хӗр,ныв
232,Bruder::N,ар тӑван,вон
233,Schwester::N,аппа,сой
234,Schwester::N,йӑмӑк,сой
235,Onkel::N,мучи,дядь
236,Onkel::N,пичче,дядь
237,Tante::N,аппа,айӧлӧн сой
238,Tante::N,аппа,ичинь
239,Ehemann::N,упӑшка,жӧник
240,Ehefrau::N,арӑм,инь
241,Freude::N,савӑнӑҫ,гаж
242,Freude::N,савӑнӑҫ,радъялӧм
243,Freude::N,хаваслӑх,гаж
244,Freude::N,хаваслӑх,радъялӧм
245,Gelächter::N,кулӑ,сералӧм
246,Glück::N,телей,мичлун
247,Glück::N,ӑраскал,мичлун
248,Kummer::N,хурлӑх,шог
249,Wunsch::N,ӗмӗт,мӧдӧм
250,Wunsch::N,ӗмӗт,охотитӧм
251,Wunsch::N,кӑмӑл,мӧдӧм
252,Wunsch::N,кӑмӑл,охотитӧм
253,Lust::N,кӑмӑл,охота
254,Geist::N,чун-чӗм,лов
255,Geist::N,ыр-усал,лов
256,Geist::N,чун хавалӗ,лов
257,Gedanke::N,шухӑш,дума
258,Gedächtnis::N,ас,тӧдвыв
259,Verstand::N,ӑс,вежӧр
260,Verstand::N,ӑс-тӑн,вежӧр
261,Verstand::N,ӑс-хакӑл,вежӧр
262,Sinn::N,тупсӑм,ылӧс
263,Sinn::N,пӗлтерӗш,ылӧс
264,Grund::N,сӑлтав,мог
265,Wahrheit::N,чӑнлӑх,правда
266,Gespräch::N,калаҫу,сёрни
267,Märchen::N,юмах,сказка
268,Erzählung::N,акалав,висьт
269,Erzählung::N,каласа пани,висьт
270,Nachricht::N,хыпар,юӧр
271,Nachricht::N,хыпар,висьталӧм
272,Neuigkeit::N,ҫӗнӗ хыпар,новость
273,Name::N,ят,ним
274,Rätsel::N,сутмалли юмах,загадка
275,Rede::N,сӑмах,сёрни
276,Sprache::N,чӗлхе,кыв
277,Stimme::N,сасӑ,голос
278,Wort::N,сӑмах,кыв
279,Zeichen::N,паллӑ,пас
280,Ruf::N,йыхрав,чуксӧм
281,Ruf::N,йыхрав,чукӧстӧм
282,Ruf::N,чӗнӳ,чуксӧм
283,Ruf::N,чӗнӳ,чукӧстӧм
284,Lärm::N,шав,шум
285,Laut::N,сасӑ,шы
286,Ton::N,сасӑ,гор
287,Lied::N,юрӑ,сьыланкыв
288,Ruhe::N,канӑҫлӑх,спокой
289,Ruhe::N,лӑпкӑлӑх,спокой
290,Leute::N,ҫамрӑксем,йӧз
291,Leute::N,ҫамрӑк ҫынсем,йӧз
292,Volk::N,халӑх,йӧз
293,Volk::N,халӑх,народ
294,Arbeit::N,ӗҫхӗл,удж
295,Arbeit::N,ӗҫлев,удж
296,Gast::N,хӑна,гӧсь
297,Geschenk::N,парне,гӧснеч
298,Geschenk::N,парне,подарок
299,Geschenk::N,кучченеҫ,гӧснеч
300,Geschenk::N,кучченеҫ,подарок
301,Spiel::N,вӑйӑ,орсӧм
302,Gesellschaft::N,общество,компания
303,Hilfe::N,пулӑшу,отсӧт
304,Freund::N,тус,модз
305,Freund::N,тус,дружок
306,Kamerad::N,юлташ,тӧдса
307,Kamerad::N,тус,тӧдса
308,Angelegenheit::N,ӗҫ,дело
309,Anzahl::N,йыш,лыд
310,Anzahl::N,хисеп,лыд
311,Art::N,тӗс,пӧлӧс
312,Stück::N,татӑк,тор
313,Teil::N,пай,юкӧм
314,Hälfte::N,ҫурӑ,джын
315,Kreis::N,ункӑ,круг
316,Kreis::N,ҫавракӑш,круг
317,Kreuz::N,хӗрес,перна
318,Linie::N,йӗр,визь
319,Strich::N,йӗр,кырӧв
320,Abstand::N,хушӑ,колас
321,Entfernung::N,хушӑ,ылына
322,Gegend::N,вырӑн,места
323,Platz::N,хутлӑх,места
324,Ort::N,вырӑн,места
325,Seite::N,ен,ладор
326,Seite::N,аяк,ладор
327,Seite::N,айӑк,ладор
328,Mitte::N,варӑ,шӧр
329,Gegenstand::N,япала,тор
330,Sache::N,япала,тор
331,Rand::N,вӗҫ,дор
332,Rand::N,хӗрӗ,дор
333,Rand::N,хӗрри,дор
334,Kante::N,хайкача,ордлы
335,Kante::N,хысак,ордлы
336,Ecke::N,кӗтес,пельӧс
337,Spitze::N,вӗҫ,йыв
338,Ende::N,вӗҫ,йыв
339,Loch::N,шӑтӑк,осьта
340,Winkel::N,кӗтес,пельӧс
341,Muster::N,эреш,сер
342,Größe::N,пысӑкӑш,ыжда
343,Länge::N,вӑрӑмӑш,кузя
344,Höhe::N,ҫӳллӗш,сувда
345,Höhe::N,ҫӳллӗш,вылына
346,Gewicht::N,виҫе,сьӧкта
347,Gewicht::N,йывӑрӑш,сьӧкта
348,Menge::N,йыш,
349,Haufen::N,купа,куча
350,Reihe::N,рет,лёдз
351,Boot::N,кимӗ,пыж
352,Ruder::N,кӗсмен,пелыс
353,Schlitten::N,ҫуна,додь
354,Ski::N,йӗлтӗр,лямпа
355,Lagerfeuer::N,вут,бипур
356,Lagerfeuer::N,кӑвайт,бипур
357,Last::N,сулмаклӑх,тягота
358,Last::N,йывӑр япала,тягота
359,Gang::N,куҫӑм,мунӧм
360,Schritt::N,утӑм,вожмӧв
361,Schritt::N,пусӑм,вожмӧв
362,Norden::N,ҫурҫӗр,ой
363,Süden::N,кӑнтӑр,лун
364,Westen::N,анӑҫ,рытвыв
365,Westen::N,хӗвел анӑҫ,рытвыв
366,Osten::N,хӗвел тухӑҫ,асыв
367,Holz::N,йывӑҫ,пу
368,Brett::N,хӑма,пӧв
369,Platte::N,плита,плита
370,Stütze::N,ура,пика
371,Stange::N,шерте,зор
372,Stange::N,шерте,потш
373,Stock::N,патак,бедь
374,Stab::N,шӑчӑ,шест
375,Rohr::N,пӑрӑх,труба
376,Haus::N,ҫурт,керку
377,Heim::N,кил,керку
378,Ofen::N,кӑмака,пӧжавны
379,Fußboden::N,урай,джодж
380,Tisch::N,сӗтел,пызан
381,Stuhl::N,пукан,стул
382,Wiege::N,сӑпка,зыбка
383,Bett::N,кравать,кровать
384,Regal::N,ҫӳлӗк,джадж
385,Regal::N,сентре,джадж
386,Kiste::N,ещӗк,ящик
387,Kiste::N,сунтӑх,ящик
388,Fenster::N,чӳрече,ӧшын
389,Tür::N,алӑк,ыбӧс
390,Tor::N,хапха,ворота
391,Zaun::N,хӳме,забор
392,Dach::N,тӑрӑ,крыша
393,Leiter::N,пусма,лиснич
394,Besen::N,шӑпӑр,рос
395,Spaten::N,кӗреҫе,зыр
396,Schaufel::N,кӗреҫе,зыр
397,Gabel::N,вилка,вила
398,Löffel::N,кашӑк,пань
399,Messer::N,ҫӗҫӗ,пурт
400,Nagel::N,пӑта,кӧрттув
401,Netz::N,тетел,кыйӧт
402,Haken::N,йӑрхах,ем
403,Haken::N,ҫекӗл,ем
404,Griff::N,хӑлӑп,пу
405,Schloss::N,ҫӑра,замок
406,Bild::N,сӑн,картина
407,Bild::N,сӑнлӑх,картина
408,Bild::N,картина,картина
409,Figur::N,кӗлетке,мыгӧр
410,Puppe::N,пукане,акань
411,Beutel::N,михӗ,мешӧк
412,Bündel::N,ҫыхӑ,нин
413,Bündel::N,тӗрке,нин
414,Tasche::N,сумка,сумка
415,Eimer::N,витре,ведра
416,Deckel::N,хупӑ,вевт
417,Geschirr::N,савӑт-сапа,доз
418,Geschirr::N,савӑт-сапа,бекӧрпань
419,Sack::N,михӗ,мешӧк
420,Tasse::N,курка,бекӧр
421,Topf::N,кастрюль,кастрюля
422,Kessel::N,хуран,пӧрт
423,Essen::N,апат,сёйӧм
424,Nahrung::N,апат-ҫимӗс,вердан
425,Speise::N,апат,сёян
426,Speise::N,ҫимӗҫ,сёян
427,Fleisch::N,аш,яй
428,Fleisch::N,какай,яй
429,Getreide::N,тырӑ,сю
430,Brei::N,пӑтӑ,каша
431,Brot::N,ҫӑкӑр,нянь
432,Scheibe::N,чӗлӗ,шӧрӧм
433,Scheibe::N,касӑк,шӧрӧм
434,Fett::N,ҫу,гос
435,Butter::N,ҫу,ви
436,Öl::N,ҫу,ви
437,Salz::N,тӑвар,сов
438,Suppe::N,яшка,шыд
439,Honig::N,пыл,ма
440,Milch::N,сӗт,йӧв
441,Tee::N,чей,чай
442,Leder::N,сӑран,кучик
443,Wolle::N,ҫӑм,гӧн
444,Stoff::N,тӗртӗм,дӧра
445,Nadel::N,йӗп,ем
446,Faden::N,ҫип,сунис
447,Knopf::N,тӳме,кизь
448,Knoten::N,йӑлӑ,узӧв
449,Knoten::N,йӑлӑ,гӧрӧд
450,Farbe::N,сӑрӑ,краска
451,Kleidung::N,тум,паськӧм
452,Kleidung::N,ҫипуҫ,паськӧм
453,Kleidung::N,тум-тир,паськӧм
454,Hemd::N,кӗпе,йӧрнӧс
455,Kragen::N,ҫуха,воротник
456,Ärmel::N,ҫанӑ,сос
457,Hose::N,шӑлавар,вешьян
458,Gürtel::N,пиҫиххи,йи
459,Mütze::N,ҫӗлӗк,шапка
460,Schuh::N,пушмак,ботинки
461,Schuh::N,ботинок,ботинки
462,Stiefel::N,атӑ,сапог
463,Ring::N,ҫӗрӗ,чунькытш
464,Band::N,хаю,ленточка
465,Band::N,йӗсме,ленточка
466,Kamm::N,тура,сынан
467,Spiegel::N,тӗкӗр,зеркало
468,Spiegel::N,куҫ кӗски,зеркало
469,Riemen::N,чӗн,ремень
470,Schnur::N,кантра,гез
471,Leine::N,касмӑк,повод
472,Decke::N,утиял,одеяло
473,Kissen::N,ҫытар,подушка
474,Kissen::N,минтер,подушка
475,Tuch::N,тутӑр,чышьян
476,Handtuch::N,ал шӑлли,чышкӧт
477,Kraft::N,вӑй,прак
478,Kraft::N,хӑват,прак
479,Stärke::N,хал,вын
480,Stärke::N,хӑват,вын
481,Gesundheit::N,хал,здоровье
482,Gesundheit::N,сывлӑх,здоровье
483,Krankheit::N,чир,шог
484,Schmerz::N,ырату,зубыт
485,Wunde::N,суран,рана
486,Fieber::N,сив чир,лёк тресся
487,Fieber::N,сив чир,кынтан шогӧт
488,Arznei::N,эмел,лекарство
489,Brücke::N,кӗпер,пос
490,Brunnen::N,ҫӑл,колодец 
491,Brunnen::N,пусӑ,колодец 
492,Weide::N,ҫаран,пода йирсян
493,Pfad::N,йӗр,туй
494,Pfad::N,сукмак,туй
495,Weg::N,ҫул,туй
496,Weg::N,ҫул-йӗр,туй
497,Straße::N,ҫӳрев,туй
498,Straße::N,ҫул ҫӳрени,туй
499,Dorf::N,ял,деревня
500,Stadt::N,хула,город
501,Brief::N,ҫыру,гижӧт
502,Buch::N,кӗнеке,книга
503,Buchstabe::N,сас палли,буква
504,Zeitung::N,хаҫат,газета
505,Leben::N,пурнӑҫ,олан
506,Tod::N,вилӗм,кулӧм
507,Grab::N,масар шӑтӑкӗ,гу
508,Kirche::N,чиркӳ,вичку
509,Sünde::N,ҫылӑх,грек
510,Gott::N,турӑ,ен
511,Arbeiter::N,рабочи,уджалiсь
512,Chef::N,пуҫлӑх,начальник
513,Meister::N,ӑста,мастер
514,Meister::N,мастер,мастер
515,Arzt::N,врач,врач
516,Arzt::N,тухтӑр,врач
517,Lehrer::N,учитель,велӧтісь
518,Lehrer::N,вӗрентекен,велӧтісь
519,Geld::N,укҫа,деньга
520,Geschäft::N,бизнес,удж
521,Laden::N,магазин,магазин
522,Preis::N,хак,дон
523,Ware::N,тавар,товар
524,Nutzen::N,пайта,путь
525,Reichtum::N,мул,богатство
526,Welt::N,тӗнче,му
527,Land::N,ҫӗр-шыв,страна
528,Staat::N,патшàлӑх,государство
529,König::N,король,кан
530,Macht::N,власть,власть
531,Grenze::N,чикӗ,граница
532,Krieg::N,вӑрҫӑ,война
533,Feind::N,тӑшман,враг
534,Gewalt::N,ирӗксӗрлӳ,
535,Kampf::N,кӗрешӳ,нярасьӧм
536,Kampf::N,кӗрешӳ,вермасьӧм
537,Bogen[Waffe]::N,ухӑ,лук
538,Pfeil::N,ҫӗмрен,ньӧв
539,Pfeil::N,ухӑ йӗппи,ньӧв
540,Gewehr::N,пӑшал,ружьё
541,Fehler::N,йӑнӑш,ошибка
542,Lüge::N,суя,ылӧтӧм
543,Lüge::N,суя,пӧрьялӧм
544,Lüge::N,ултав,ылӧтӧм
545,Lüge::N,ултав,пӧрьялӧм
546,Schaden::N,сиен,лёк
547,Unglück::N,шар,пик
548,Unglück::N,шар,оказзё
549,Unglück::N,инкек,пик
550,Unglück::N,инкек,оказзё
551,Schuld::N,айӑп,вина
552,Alter::N,ҫул шучӗ,
553,Schluss::N,пӗтни,ком
554,Schluss::N,пӗтмӗш,ком
555,Zeit::N,вӑхӑт,кад
556,Tag::N,кун,лун
557,Morgen::N,ир,асыв
558,Mittag::N,кӑнтӑрла,луншӧр кад
559,Abend::N,каҫ,рыт
560,Nacht::N,каҫ,ой
561,Woche::N,эрне,неделя
562,Monat::N,уйӑх,тӧлicь
563,Jahr::N,ҫулталӑк,год
564,Frühling::N,ҫур,тулыс
565,Frühling::N,ҫуркунне,тулыс
566,Sommer::N,ҫу,гожум
567,Sommer::N,ҫулла,гожум
568,Herbst::N,кӗр,ар
569,Herbst::N,кӗркунне,ар
570,Winter::N,хӗл,тӧв
571,Winter::N,хӗлле,тӧв
572,Januar::N,январь,январ
573,Februar::N,февраль,февраль
574,Februar::N,кӗҫӗн кӑрлач,февраль
575,März::N,март,март
576,März::N,пуш уйӑхӗ,март
577,April::N,апрель,апрель
578,Mai::N,май,май
579,Juni::N,июнь,юнь
580,Juli::N,июль,юль
581,August::N,август,август
582,September::N,сентябрь,сентяб
583,September::N,авӑн уйӑхӗ,сентяб
584,Oktober::N,октябрь,октяб
585,November::N,ноябрь,нояб
586,Dezember::N,раштав,декаб
587,Dezember::N,декабрь,декаб
588,Montag::N,тунти кун,вильлун
589,Dienstag::N,ытлари кун,мӧдӧдзлун
590,Mittwoch::N,юн кун,шӧрлун
591,Donnerstag::N,кӗҫнерни кун,нёльӧдзлун
592,Freitag::N,эрне кун,витӧдзлун
593,Samstag::N,шӑмат кун,пывсянлун
594,Sonntag::N,вырсарни кун,кресення
595,groß::A,пысӑк,ыджыт
596,klein::A,пӗчӗк,учӧтик
597,lang::A,вӑрӑм,кузь
598,kurz::A,кӗске,дженыт
599,breit::A,сарлака,ота
600,schmal::A,ансӑр,векнит
601,dicht::A,йӑвӑ,тшӧк
602,dick[Gegenstand]::A,хулӑн,кыз
603,dünn::A,ҫинҫе,вӧснит
604,dünn::A,ҫӳхе,вӧснит
605,fein::A,тарай,вӧснит
606,fein::A,вӗлтӗрти,вӧснит
607,fest::A,тӗреклӗ,крепыт
608,flach::A,лаптак,лапкӧса
609,glatt::A,такӑр,волькыт
610,hart::A,хытӑ,чӧрыт
611,weich::A,ҫемҫе,небыт
612,rund::A,ҫавра,гӧгрӧса
613,spitz::A,шӗвӗр,ёся
614,scharf::A,ҫивӗч,лэчыт
615,stumpf::A,мӑка,ныж
616,stumpf::A,пуклак,ныж
617,stumpf::A,тӗрӗнчӗк,ныж
618,stumpf::A,ӑнкарусӑр,ныж
619,schwer::A,йывӑр,сьӧкыт
620,schön::A,илемлӗ,басӧк
621,heiß::A,вӗри,жар
622,warm::A,ӑшӑ,шоныт
623,kalt::A,сивӗ,кӧдзыт
624,kühl::A,уҫӑ,сайкыт
625,frisch::A,уҫӑ,виль
626,feucht::A,йӗпе,вакодь
627,nass::A,нӳрӗ,ва
628,trocken::A,типӗ,кӧс
629,voll::A,тулли,тыра
630,leer::A,пушӑ,тыртӧм
631,offen::A,уҫӑ,оссьӧм
632,geschlossen::A,хупӑ,игана
633,geschlossen::A,хупӑ,пӧдана
634,sauber::A,таса,сӧдз
635,sauber::A,таса,сӧстӧм
636,schmutzig::A,пылчӑклӑ,нятьӧсь
637,schmutzig::A,вараланчӑк,нятьӧсь
638,roh::A,чӗрӗ,путӧм
639,reif::A,пулнӑ,кисьмалӧм
640,reif::A,пиҫӗхнӗ,кисьмалӧм
641,reif::A,аталаннӑ,кисьмалӧм
642,reif::A,пиҫсе ҫитнӗ,кисьмалӧм
643,lecker::A,тутлӑ,кӧра 
644,lecker::A,техӗмлӗ,кӧра 
645,süß::A,пылак,чӧскыт
646,bitter::A,йӳҫӗ,курыт
647,sauer::A,йӳҫӗ,шӧма 
648,sauer::A,йӳҫек,шӧма 
649,sauer::A,кӑвасак,шӧма 
650,hell::A,ҫутӑ,югыт
651,dunkel::A,тӗттӗм,пемыт
652,schwarz::A,хура,сьӧд
653,weiß::A,шурӑ,чочком
654,rot::A,хӗрлӗ,гӧрд
655,gelb::A,сарӑ,веж
656,blau::A,кӑвак,лӧз
657,grün::A,симӗс,веж
658,grün::A,пиҫмен,веж
659,grün::A,ӑс пухман,веж
660,grau::A,кӑвак,руд
661,grau::A,кӑвак,бусӧй
662,bunt::A,чӑпар,быдрӧма
663,billig::A,йӳнӗ,донтӧм
664,teuer::A,хаклӑ,дона
665,wertvoll::A,паха,дона
666,blind::A,суккӑр,синтӧм
667,taub::A,хӑлхасӑр,пельтӧм
668,kräftig::A,хӑватлӑ,вына
669,stark::A,вирлӗ,вына
670,schwach::A,халсӑр,некодя
671,fett::A,самӑр,госа
672,fett::A,мӑнтӑр,госа
673,schlank::A,йӑрӑс,статя
674,schlank::A,яштака,статя
675,hübsch::A,хитре,басӧк
676,böse::A,усал,лёк
677,dumm::A,ухмах,бӧбӧв
678,dumm::A,ухмах,вежӧртӧм
679,faul::A,наян,дыш
680,faul::A,юлхав,дыш
681,faul::A,ӳркенчӗк,дыш
682,fleißig::A,хастар,уджалicь
683,geizig::A,хытӑ,жикмӧра
684,geizig::A,хытӑ,горшаліcь
685,klug::A,ӑслӑ,авья
686,klug::A,ӑслӑ,вежӧра
687,geschickt::A,ӑста,кипода
688,lieb::A,савнӑ,муса
689,lieb::A,савнӑ,дзулиньӧй
690,lustig::A,хаваслӑ,гажа
691,sanft::A,ачаш,лебезнӧй
692,hungrig::A,выҫӑ,тшыг
693,krank::A,чирлӗ,шогалiсь
694,nackt::A,ҫара,куш
695,traurig::A,салхуллӑ,жугыль
696,lebendig::A,чӗрӗ,ловья
697,gut::A,аван,бур
698,gut::A,лайӑх,бур
699,schlecht::A,япӑх,умӧль
700,schlecht::A,начар,умӧль
701,richtig::A,тӗрӗс,
702,schlimm::A,йӗрӗнчӗк,нештӧм
703,wahr::A,чӑн,
704,alt::A,кивӗ,важ
705,neu::A,ҫӗнӗ,виль
706,ehemalig::A,пулнӑ,вӧвлӧм
707,alt[Lebewesen]::A,ватӑ,года
708,alt[Lebewesen]::A,ватӑ,годдэза
709,jung::A,яш,том
710,jung::A,ҫамрӑк,том
711,arm::A,чухӑн,гов
712,arm::A,чухӑн,беднӧй
713,reich::A,пуян,эма
714,bekannt::A,пӗлӗш,тӧдса
715,berühmt::A,чаплӑ,
716,fremd::A,ют,чужӧй
717,verschieden::A,расна,быдкодь
718,nah::A,ҫывӑх,матiсь
