,Concept_ID,mhr,pt
256,Mutter::N,ава́,mãe
257,Sohn::N,э́рге,filho
258,Tochter::N,ӱ́дыр,filha
259,Bruder::N,иза́,irmão
260,Bruder::N,шо́льо,irmão
261,Schwester::N,ака́,irmã
262,Onkel::N,иза́,tio
263,Tante::N,кока́,tia
264,Ehemann::N,мари́й,esposo
265,Ehefrau::N,ва́те,esposa
266,Freude::N,куа́н,prazer
267,Freude::N,куа́н,alegria
268,Freude::N,куаныма́ш,prazer
269,Freude::N,куаныма́ш,alegria
270,Gelächter::N,во́штылтыш,risada
271,Gelächter::N,во́штылтыш,gargalhada
272,Glück::N,пиа́л,felicidade
273,Kummer::N,о́йго,aflição
274,Kummer::N,о́йго,desgosto
275,Wunsch::N,ку́мыл,desejo
276,Lust::N,ку́мыл,vontade
277,Geist::N,ӧрт,mente
278,Geist::N,ӧрт,espírito
279,Geist::N,чон,mente
280,Geist::N,чон,espírito
281,Gedanke::N,ой,ideia
282,Gedanke::N,ой,pensamento
283,Gedanke::N,шоныма́ш,ideia
284,Gedanke::N,шоныма́ш,pensamento
285,Gedächtnis::N,шарныма́ш,memória
286,Verstand::N,уш,razão
287,Verstand::N,уш,inteligência
288,Sinn::N,смысл,sentido
289,Sinn::N,смысл,significado
290,Grund::N,ама́л,causa
291,Grund::N,ама́л,motivo
292,Wahrheit::N,чын,verdade
293,Gespräch::N,мутланыма́ш,conversa
294,Gespräch::N,мутланыма́ш,conversação
295,Märchen::N,йома́к,conto
296,Erzählung::N,ойлыма́ш,conto
297,Erzählung::N,ойлыма́ш,narrativa
298,Nachricht::N,увертарыма́ш,mensagem
299,Neuigkeit::N,уве́р,notícia
300,Neuigkeit::N,уве́р,novidade
301,Name::N,лӱм,nome
302,Rätsel::N,ту́што,adivinha
303,Rede::N,ойлыма́ш,oração
304,Rede::N,ойлыма́ш,discurso
305,Sprache::N,йы́лме,língua
306,Stimme::N,йӱк,voz
307,Wort::N,ой,palavra
308,Wort::N,мут,palavra
309,Zeichen::N,ти́ште,marca
310,Zeichen::N,знак,marca
311,Ruf::N,ӱжма́ш,grito
312,Ruf::N,ӱжма́ш,chamada
313,Lärm::N,лӱшкыма́ш,ruído
314,Lärm::N,лӱшкыма́ш,barulho
315,Lärm::N,йӱк-йӱа́н,ruído
316,Lärm::N,йӱк-йӱа́н,barulho
317,Laut::N,йӱк,som
318,Ton::N,йӱксе́м,tom
319,Lied::N,му́ро,canção
320,Ruhe::N,ты́мык,calma
321,Ruhe::N,ты́мык,silêncio
322,Leute::N,еҥ-влак,gente
323,Leute::N,еҥ-влак,pessoas
324,Volk::N,ка́лык,povo
325,Volk::N,ка́лык,nação
326,Arbeit::N,паша́,trabalho
327,Gast::N,уна́,hóspede
328,Gast::N,уна́,convidado
329,Geschenk::N,пӧле́к,prenda
330,Geschenk::N,пӧле́к,presente
331,Spiel::N,мо́дыш,jogo
332,Spiel::N,модма́ш,jogo
333,Gesellschaft::N,тӱшка́,companhia
334,Hilfe::N,по́лыш,ajuda
335,Hilfe::N,по́лыш,socorro
336,Freund::N,таҥ,amigo
337,Freund::N,йолта́ш,amigo
338,Kamerad::N,таҥ,camarada
339,Angelegenheit::N,паша́,assunto
340,Anzahl::N,чот,número
341,Anzahl::N,чот,quantidade
342,Art::N,вид,tipo
343,Art::N,вид,espécie
344,Stück::N,ка́тыш,pedaço
345,Stück::N,ла́стык,pedaço
346,Teil::N,ужа́ш,peça
347,Teil::N,ужа́ш,parte
348,Hälfte::N,пел,metade
349,Hälfte::N,пе́ле,metade
350,Kreis::N,ты́ртыш,círculo
351,Kreuz::N,ыре́с,cruz
352,Linie::N,ли́ний,linha
353,Strich::N,коре́ш,traço
354,Abstand::N,кокла́,distância
355,Entfernung::N,тора́,distância
356,Entfernung::N,ку́жыт,distância
357,Gegend::N,кунде́м,área
358,Gegend::N,кунде́м,região
359,Platz::N,ку́мдык,lugar
360,Ort::N,вер,sítio
361,Ort::N,о́лмо,sítio
362,Seite::N,ӧ́рдыж,lado
363,Mitte::N,покше́л,meio
364,Gegenstand::N,наста́,objecto
365,Sache::N,наста́,coisa
366,Rand::N,тӱр,bordo
367,Rand::N,тӱр,margem
368,Kante::N,тӱр,borda
369,Kante::N,тӱр,aresta
370,Ecke::N,лук,esquina
371,Spitze::N,вуй,ponta
372,Ende::N,муча́ш,cabo
373,Ende::N,муча́ш,extremo
374,Loch::N,рож,furo
375,Loch::N,рож,buraco
376,Winkel::N,лук,canto
377,Winkel::N,лук,ângulo
378,Muster::N,пеза́к,padrão
379,Muster::N,пеза́к,desenho
380,Muster::N,узо́р,padrão
381,Muster::N,узо́р,desenho
382,Muster::N,ӱ́лгӧ,padrão
383,Muster::N,ӱ́лгӧ,desenho
384,Größe::N,кӱ́кшыт,tamanho
385,Länge::N,ку́тыш,comprimento
386,Höhe::N,кӱ́кшыт,altura
387,Höhe::N,кӱ́кшыт,altitude
388,Gewicht::N,не́лыт,peso
389,Menge::N,чот,quantidade
390,Haufen::N,кы́шыл,pilha
391,Reihe::N,рада́м,fila
392,Boot::N,пуш,barco
393,Ruder::N,эшка́к,remo
394,Schlitten::N,тер,trenó
395,Schlitten::N,изде́р,trenó
396,Ski::N,е́че,esqui
397,Lagerfeuer::N,туло́то,fogueira
398,Last::N,нӧ́лтыш,carga
399,Gang::N,ошкылма́ш,curso
400,Gang::N,ошкылма́ш,caminhada
401,Schritt::N,о́шкыл,passo
402,Norden::N,йӱдйыма́л,norte
403,Süden::N,кечывалве́л,sul
404,Westen::N,касве́л,oeste
405,Westen::N,касве́л,ocidente
406,Osten::N,эрве́л,este
407,Osten::N,эрве́л,leste
408,Osten::N,эрве́л,oriente
409,Holz::N,пу,madeira
410,Brett::N,оҥа́,tábua
411,Brett::N,оҥа́,prancha
412,Platte::N,аста́р,laje
413,Platte::N,аста́р,chapa
414,Stütze::N,чара́к,apoio
415,Stütze::N,чара́к,suporte
416,Stange::N,лома́ш,vara
417,Stange::N,лома́ш,barra
418,Stock::N,тоя́,pau
419,Stock::N,тоя́,bengala
420,Stab::N,вара́,bastão
421,Stab::N,кашта́,bastão
422,Rohr::N,пуч,cano
423,Haus::N,пӧрт,casa
424,Heim::N,мӧ́ҥгӧ,lar
425,Heim::N,мӧ́ҥгӧ,casa
426,Ofen::N,комака́,estufa
427,Ofen::N,комака́,aquecedor
428,Fußboden::N,кӱва́р,piso
429,Tisch::N,ӱсте́л,mesa
430,Stuhl::N,пӱке́н,cadeira
431,Wiege::N,шепка́,berço
432,Bett::N,ва́кшыш,cama
433,Regal::N,шӧ́рлык,estante
434,Regal::N,шӧ́рлык,prateleira
435,Kiste::N,шо́ндык,caixa
436,Kiste::N,я́шлык,caixa
437,Fenster::N,окна́,janela
438,Tür::N,омса́,porta
439,Tor::N,капка́,portão
440,Zaun::N,сава́р,cerca
441,Zaun::N,сава́р,vedação
442,Dach::N,леве́дыш,telhado
443,Leiter::N,тошка́лтыш,escada
444,Leiter::N,тошка́лтыш,escada móvel
445,Besen::N,ӱштерво́штыр,vassoura
446,Spaten::N,ко́льмо,pá
447,Schaufel::N,сово́к,pá
448,Schaufel::N,су́ско,pá
449,Gabel::N,ви́лке,garfo
450,Löffel::N,па́не,colher
451,Löffel::N,совла́,colher
452,Messer::N,кӱ́зӧ,faca
453,Nagel::N,пуда́,cravo
454,Netz::N,вапш,rede
455,Haken::N,са́гыле,gancho
456,Griff::N,кыл,asa
457,Griff::N,кыл,cabo
458,Schloss::N,кӧгӧ́н,fechadura
459,Bild::N,сӱре́т,imagem
460,Figur::N,фигу́р,figura
461,Puppe::N,курча́к,boneca
462,Beutel::N,меша́к,saco
463,Beutel::N,меша́к,bolsa
464,Bündel::N,арша́ш,fardo
465,Tasche::N,сумка́,saco
466,Tasche::N,сумка́,bolso
467,Eimer::N,ведра́,balde
468,Deckel::N,ко́мдыш,tampa
469,Geschirr::N,а́те,louça
470,Sack::N,куль,saca
471,Sack::N,меша́к,saca
472,Tasse::N,чу́кыр,chávena
473,Tasse::N,чашка́,chávena
474,Topf::N,ми́ске,tacho
475,Topf::N,ми́ске,panela
476,Kessel::N,под,caldeira
477,Essen::N,ко́чкыш,refeição
478,Nahrung::N,ку́рго,comida
479,Nahrung::N,ку́рго,alimento
480,Speise::N,ко́чкыш,prato
481,Fleisch::N,шыл,carne
482,Getreide::N,шу́рно,cereais
483,Brei::N,пу́чымыш,puré
484,Brot::N,ки́нде,pão
485,Scheibe::N,ка́тыш,fatia
486,Fett::N,коя́,banha
487,Fett::N,коя́,gordura
488,Butter::N,ӱй,manteiga
489,Öl::N,ӱй,azeite
490,Salz::N,шинча́л,sal
491,Suppe::N,шӱр,sopa
492,Suppe::N,шӱр,caldo
493,Honig::N,мӱй,mel
494,Milch::N,шӧр,leite
495,Tee::N,чай,chá
496,Leder::N,сура́н,couro
497,Leder::N,шӱ́штӧ,couro
498,Wolle::N,пун,lã
499,Stoff::N,куэ́м,pano
500,Stoff::N,куэ́м,tecido
501,Stoff::N,посто́,pano
502,Stoff::N,посто́,tecido
503,Nadel::N,и́ме,agulha
504,Faden::N,шӱ́ртӧ,fio
505,Knopf::N,по́лдыш,botão
506,Knoten::N,пышке́м,nó
507,Farbe::N,чия́,corante
508,Kleidung::N,чие́м,roupa
509,Kleidung::N,чие́м,vestuário
510,Kleidung::N,вурге́м,roupa
511,Kleidung::N,вурге́м,vestuário
512,Hemd::N,ту́выр,camisa
513,Kragen::N,сога́,gola
514,Ärmel::N,шокш,manga
515,Hose::N,йола́ш,calça
516,Gürtel::N,ӱ́штӧ,cinto
517,Mütze::N,упш,boné
518,Mütze::N,упш,barrete
519,Schuh::N,боти́нке,sapato
520,Stiefel::N,кем,bota
521,Ring::N,шерга́ш,anel
522,Band::N,тасма́,fita
523,Band::N,тасма́,faixa
524,Band::N,ле́нте,fita
525,Band::N,ле́нте,faixa
526,Kamm::N,шерге́,pente
527,Spiegel::N,вошто́нчыш,espelho
528,Riemen::N,кӱзанӱ́штӧ,correia
529,Schnur::N,кере́м,corda
530,Schnur::N,кере́м,cordel
531,Schnur::N,кандыра́,corda
532,Schnur::N,кандыра́,cordel
533,Leine::N,вӱра́ҥ,trela
534,Decke::N,леве́дыш,cobertor
535,Decke::N,одея́л,cobertor
536,Kissen::N,кӱ́пчык,almofada
537,Tuch::N,шо́выч,pano
538,Handtuch::N,со́лык,toalha
539,Kraft::N,вий,força
540,Kraft::N,куа́т,força
541,Stärke::N,куа́т,força
542,Stärke::N,карма́н,força
543,Gesundheit::N,таза́лык,saúde
544,Krankheit::N,чер,doença
545,Krankheit::N,чер,enfermidade
546,Schmerz::N,ко́рштыш,dor
547,Wunde::N,су́сыр,chaga
548,Wunde::N,су́сыр,ferida
549,Fieber::N,йӱштыму́ж,febre
550,Fieber::N,лихора́дке,febre
551,Arznei::N,эм,remédio
552,Brücke::N,кӱва́р,ponte
553,Brunnen::N,вӱдвыне́м,poço
554,Weide::N,нурше́р,pastagem
555,Pfad::N,йолго́рно,senda
556,Pfad::N,йолго́рно,trilho
557,Pfad::N,сокма́к,senda
558,Pfad::N,сокма́к,trilho
559,Weg::N,ко́рно,caminho
560,Straße::N,ко́рно,via
561,Straße::N,ко́рно,estrada
562,Dorf::N,ял,aldeia
563,Stadt::N,ола́,cidade
564,Brief::N,се́рыш,carta
565,Buch::N,книга́,livro
566,Buchstabe::N,буква́,letra
567,Zeitung::N,газе́т,jornal
568,Leben::N,и́лыш,vida
569,Tod::N,колыма́ш,morte
570,Grab::N,шӱга́р,túmulo
571,Grab::N,шӱга́р,sepultura
572,Kirche::N,че́рке,igreja
573,Sünde::N,су́лык,pecado
574,Gott::N,ю́мо,deus
575,Arbeiter::N,паша́зе,operário
576,Arbeiter::N,паша́зе,trabalhador
577,Chef::N,тӧра́,chefe
578,Chef::N,тӧра́,patrão
579,Meister::N,маста́р,mestre
580,Arzt::N,врач,médico
581,Lehrer::N,ту́ныктышо,professor
582,Geld::N,окса́,dinheiro
583,Geschäft::N,сатулыма́ш,negócio
584,Laden::N,ке́выт,loja
585,Preis::N,ак,preço
586,Ware::N,сату́,mercadoria
587,Nutzen::N,пайда́,proveito
588,Reichtum::N,поя́нлык,riqueza
589,Welt::N,тӱня́,mundo
590,Land::N,эл,país
591,Staat::N,кугыжа́ныш,Estado
592,König::N,кугыжа́,rei
593,Macht::N,власть,poder
594,Macht::N,власть,potência
595,Grenze::N,грани́ца,fronteira
596,Krieg::N,сар,guerra
597,Feind::N,тушма́н,inimigo
598,Gewalt::N,виешлыма́ш,violência
599,Kampf::N,кредалма́ш,luta
600,Kampf::N,кредалма́ш,combate
601,Bogen[Waffe]::N,юҥе́ж,arco
602,Pfeil::N,пикш,seta
603,Pfeil::N,пикш,flecha
604,Gewehr::N,пыча́л,espingarda
605,Fehler::N,йо́ҥылыш,erro
606,Fehler::N,йо́ҥылыш,falha
607,Lüge::N,шоя́к,mentira
608,Schaden::N,зия́н,dano
609,Schaden::N,зия́н,estrago
610,Unglück::N,эҥге́к,desgraça
611,Schuld::N,тита́к,culpa
612,Schuld::N,йола́,culpa
613,Alter::N,ийго́т,idade
614,Schluss::N,муча́ш,fim
615,Zeit::N,жап,tempo
616,Zeit::N,па́гыт,tempo
617,Tag::N,ке́че,dia
618,Morgen::N,эр,manhã
619,Mittag::N,кечыва́л,meio-dia
620,Abend::N,кас,noite
621,Abend::N,кас,tardinha
622,Nacht::N,йӱд,noite
623,Woche::N,арня́,semana
624,Monat::N,ты́лзе,mês
625,Jahr::N,ий,ano
626,Frühling::N,шо́шо,primavera
627,Sommer::N,кеҥе́ж,verão
628,Herbst::N,шы́же,outono
629,Winter::N,те́ле,inverno
630,Januar::N,шоркыйол,Janeiro
631,Januar::N,идалыкву́й,Janeiro
632,Januar::N,янва́рь,Janeiro
633,Februar::N,пургыж,Fevereiro
634,Februar::N,февра́ль,Fevereiro
635,März::N,ӱярня,Março
636,März::N,март,Março
637,April::N,апре́ль,Abril
638,Mai::N,ага,Maio
639,Mai::N,май,Maio
640,Juni::N,пеледыш,Junho
641,Juni::N,ию́нь,Junho
642,Juli::N,сӱрем,Julho
643,Juli::N,ию́ль,Julho
644,August::N,сорла,Agosto
645,August::N,агарма́н,Agosto
646,August::N,а́вгуст,Agosto
647,September::N,идым,Setembro
648,September::N,сентя́брь,Setembro
649,Oktober::N,шыжа,Outubro
650,Oktober::N,октя́брь,Outubro
651,November::N,кылме тылзе,Novembro
652,November::N,ноя́брь,Novembro
653,Dezember::N,дека́брь,Dezembro
654,Montag::N,шо́чмо,segunda-feira
655,Dienstag::N,ку́шкыжмо,terça-feira
656,Mittwoch::N,вӱрге́че,quarta-feira
657,Donnerstag::N,изарня́,quinta-feira
658,Freitag::N,кугарня́,sexta-feira
659,Samstag::N,шуматке́че,sábado
660,Sonntag::N,рушарня́,domingo
661,groß::A,кугу́,grande
662,klein::A,изи́,pequeno
663,lang::A,кужу́,comprido
664,kurz::A,кӱ́чык,curto
665,breit::A,кумда́,largo
666,schmal::A,а́ҥысыр,estreito
667,dicht::A,ну́гыдо,denso
668,dick[Gegenstand]::A,кӱ́жгӧ,grosso
669,dünn::A,ви́чкыж,delgado
670,fein::A,ты́гыде,fino
671,fein::A,ты́гыде,subtil
672,fest::A,чо́ткыдо,firme
673,fest::A,чо́ткыдо,sólido
674,flach::A,лапка́,plano
675,glatt::A,яклака́,liso
676,hart::A,пе́ҥгыде,duro
677,weich::A,пу́шкыдо,mole
678,rund::A,йырге́шке,redondo
679,spitz::A,коша́р,agudo
680,scharf::A,пӱ́сӧ,afiado
681,stumpf::A,токма́к,rombo
682,schwer::A,не́ле,pesado
683,schön::A,сы́лне,belo
684,schön::A,сы́лне,bonito
685,heiß::A,шо́кшо,quente
686,warm::A,ле́ве,quente
687,kalt::A,йӱ́штӧ,frio
688,kühl::A,юа́лге,fresco
689,kühl::A,южгата́,fresco
690,frisch::A,свежа́,fresco
691,feucht::A,вӱ́дыжгӧ,húmido
692,nass::A,нӧ́рӧ,molhado
693,trocken::A,ку́кшо,seco
694,voll::A,тич,cheio
695,leer::A,яра́,vazio
696,offen::A,виш,aberto
697,geschlossen::A,пе́тырыме,fechado
698,geschlossen::A,тӱ́чмӧ,fechado
699,sauber::A,ару́,limpo
700,sauber::A,янда́р,limpo
701,schmutzig::A,лавыра́н,sujo
702,schmutzig::A,ла́выргыше,sujo
703,roh::A,кӱ́чымӧ,cru
704,reif::A,лӧза́,maduro
705,lecker::A,ту́тло,delicioso
706,süß::A,ше́ре,doce
707,bitter::A,ко́чо,amargo
708,sauer::A,шо́по,azedo
709,hell::A,во́лгыдо,claro
710,dunkel::A,пычке́мыш,escuro
711,dunkel::A,пычке́мыш,sombrio
712,schwarz::A,шола́,preto
713,weiß::A,ош,branco
714,rot::A,йошка́р,vermelho
715,gelb::A,сар,amarelo
716,blau::A,ка́нде,azul
717,grün::A,ужа́р,verde
718,grau::A,сур,cinzento
719,bunt::A,олача́,colorido
720,billig::A,шу́лдо,barato
721,teuer::A,ше́рге,caro
722,wertvoll::A,шергака́н,valioso
723,wertvoll::A,шергака́н,precioso
724,blind::A,со́кыр,cego
725,taub::A,соҥгыра́,surdo
726,kräftig::A,куа́тле,forte
727,kräftig::A,куа́тле,poderoso
728,stark::A,вия́н,forte
729,stark::A,вия́н,robusto
730,schwach::A,а́лдыме,débil
731,fett::A,коя́,gordo
732,schlank::A,йоштката́,esbelto
733,schlank::A,яжу́,esbelto
734,hübsch::A,чеве́р,giro
735,hübsch::A,чеве́р,bonito
736,böse::A,шы́де,mau
737,dumm::A,аҥыра́,parvo
738,dumm::A,аҥыра́,estúpido
739,faul::A,його,preguiçoso
740,fleißig::A,ты́ршыше,aplicado
741,fleißig::A,ты́ршыше,diligente
742,geizig::A,чаҥга́,avarento
743,klug::A,уша́н,prudente
744,klug::A,уша́н,inteligente
745,geschickt::A,уста́,hábil
746,lieb::A,ала́л,caro
747,lieb::A,ала́л,querido
748,lustig::A,весела́,alegre
749,sanft::A,ны́жылге,suave
750,sanft::A,ны́жылге,brando
751,hungrig::A,шу́жышо,faminto
752,krank::A,че́рле,doente
753,krank::A,че́рле,enfermo
754,nackt::A,чарама́т,nu
