,Concept_ID,hu,av
66,Sonne::N,nap,бакъ
67,Mond::N,hold,моцӏ
68,Stern::N,csillag,цӏва
69,Luft::N,levegő,гьава
70,Wind::N,szél,гьури
71,Welle::N,hullám,карачел
72,Wasser::N,víz,лъим
73,Stein::N,kő,гьецӏо
74,Boden::N,föld,ракь
75,Boden::N,talaj,ракь
76,Erde::N,föld,ракь
77,Erde::N,föld,дуниял
78,Staub::N,por,хӏур
79,Rauch::N,füst,кӏкӏуй
80,Funke::N,szikra,
81,Feuer::N,tűz,цӏа
82,Licht::N,fény,канлъи
83,Schatten::N,árnyék,рагӏад
84,Wetter::N,idő,гьава-бакъ
85,Wetter::N,időjárás,гьава-бакъ
86,Nebel::N,köd,гӏодобнакӏкӏ
87,Wolke::N,felhő,накӏкӏ
88,Regen::N,eső,цӏад
89,Schnee::N,hó,гӏазу
90,Eis::N,jég,цӏер
91,Frost::N,fagy,замгьари
92,Kälte::N,hideg,квач
93,Hitze::N,hő,багӏари
94,Hitze::N,hőség,багӏари
95,Raureif::N,zúzmara,мартӏ
96,Regenbogen::N,szivárvány,нур
97,Regenbogen::N,szivárvány,чамбара
98,Donner::N,dörgés,гъугъай
99,Donner::N,dörgés,гъугъади
100,Donner::N,mennydörgés,гъугъай
101,Donner::N,mennydörgés,гъугъади
102,Strömung::N,áramlat,чвахи
103,Tropfen::N,csepp,резел
104,Tropfen::N,csepp,тӏинкӏ
105,Tropfen::N,csepp,къатӏра
106,Tropfen::N,csepp,тӏенкӏел
107,Schaum::N,hab,полоп
108,Schaum::N,tajték,полоп
109,Schmutz::N,piszok,чороклъи
110,See::N,tó,хӏор
111,Sumpf::N,mocsár,хьуцӏ
112,Moor::N,láp,
113,Wiese::N,rét,мегъ
114,Wiese::N,rét,гӏурдаллъи
115,Wiese::N,mező,мегъ
116,Wiese::N,mező,гӏурдаллъи
117,Wald::N,erdő,рохь
118,Hügel::N,domb,гохӏ
119,Anhöhe::N,magaslat,сийитма
120,Berg::N,hegy,мегӏер
121,Gipfel::N,csúcs,тӏогь
122,Höhle::N,barlang,нохъо
123,Abhang::N,lejtő,лабаллъи
124,Quelle::N,forrás,ицц
125,Bach::N,patak,лъар
126,Fluss::N,folyó,гӏор
127,Ufer::N,part,рагӏал
128,Küste::N,tengerpart,рагӏал
129,Festland::N,szárazföld,ракь
130,Festland::N,szárazföld,ракъдаллъи
131,Meer::N,tenger,ралъад
132,Bucht::N,öböl,кӏветӏ
133,Insel::N,sziget,чӏинкӏиллъи
134,Blume::N,virág,тӏегь
135,Gras::N,fű,хер
136,Wurzel::N,gyökér,кьибил
137,Baum::N,fa,гъветӏ
138,Stamm::N,tő,рохти
139,Stamm::N,törzs,рохти
140,Rinde::N,kéreg,макъар
141,Ast::N,ág,ноцӏ
142,Zweig::N,gally,гӏаркьел
143,Blatt::N,levél,тӏамах
144,Birke::N,nyír,мах
145,Birke::N,nyír,махигъветӏ
146,Kiefer[Baum]::N,fenyő,накӏкӏигъветӏ
147,Weide[Baum]::N,fűz,рицӏцӏ
148,Weide[Baum]::N,fűz,рицӏцӏигъветӏ
149,Tanne::N,fenyő,ёлка
150,Horn::N,szarv,лълъар
151,Feder::N,toll,хӏули
152,Fell::N,szőr,тӏом
153,Fell::N,szőr,цӏоко
154,Fell::N,bunda,тӏом
155,Fell::N,bunda,цӏоко
156,Flügel::N,szárny,кваркьи
157,Klaue::N,köröm,галъ
158,Kralle::N,karom,квачӏ
159,Kralle::N,karom,катиквачӏ
160,Schwanz::N,farok,рачӏ
161,Ei::N,tojás,хоно
162,Nest::N,fészek,бусен
163,Bau::N,odú,каратӏ
164,Tier::N,állat,хӏайван
165,Herde::N,nyáj,рехъен
166,Herde::N,nyáj,рехъед
167,Herde::N,csorda,рехъен
168,Herde::N,csorda,рехъед
169,Kuh::N,tehén,гӏака
170,Bulle::N,bika,оц
171,Pferd::N,ló,чу
172,Schaf::N,juh,чахъу
173,Schaf::N,birka,чахъу
174,Schwein::N,sertés,болъон
175,Hund::N,eb,гьой
176,Hund::N,kutya,гьой
177,Katze::N,macska,кету
178,Bär::N,medve,ци
179,Eichhörnchen::N,mókus,гвангва
180,Elch::N,jávorszarvas,
181,Fuchs::N,róka,цер
182,Hase::N,nyúl,гӏанкӏ
183,Maus::N,egér,гӏункӏкӏ
184,Wolf::N,farkas,бацӏ
185,Vogel::N,madár,хӏинчӏ
186,Schwarm::N,raj,тӏел
187,Huhn::N,tyúk,гӏанкӏу
188,Hahn::N,kakas,хӏелеко
189,Gans::N,lúd,хъаз
190,Gans::N,liba,хъаз
191,Adler::N,sas,цӏум
192,Ente::N,kacsa,ордек
193,Eule::N,bagoly,беццаруз
194,Kranich::N,daru,къункъра
195,Krähe::N,varjú,гъеду
196,Kuckuck::N,kakukk,гагу
197,Schwan::N,hattyú,хӏанкъва
198,Fisch::N,hal,ччугӏа
199,Barsch::N,sügér,окунь
200,Hecht::N,csuka,щука
201,Schlange[Tier]::N,kígyó,борохь
202,Wurm::N,kukac,хӏапара
203,Spinne::N,pók,хъанхъра
204,Ameise::N,hangya,цӏунцӏра
205,Laus::N,tetű,нацӏ
206,Mücke::N,szúnyog,кӏкӏара
207,Fliege::N,légy,тӏутӏ
208,Schmetterling::N,lepke,кӏалкӏучӏ
209,Schmetterling::N,pillangó,кӏалкӏучӏ
210,Beere::N,bogyó,
211,Apfel::N,alma,гӏеч
212,Pilz::N,gomba,гӏурдахӏан
213,Zwiebel::N,hagyma,кӏочӏопер
214,Saat::N,vetőmag,хьон
215,Korn::N,mag,мугь
216,Korn::N,szem,мугь
217,Heu::N,széna,хер
218,Schale::N,héj,хъал
219,Grube::N,verem,гвенд
220,Falle::N,csapda,къор
221,Falle::N,csapda,къотен
222,Schlinge::N,tőr,кӏичӏ
223,Spur::N,nyom,лъалкӏ
224,Asche::N,hamu,рахъу
225,Dreck::N,sár,гъиз
226,Dreck::N,sár,хӏарщ
227,Dreck::N,piszok,гъиз
228,Dreck::N,piszok,хӏарщ
229,Eisen::N,vas,махх
230,Gold::N,arany,месед
231,Silber::N,ezüst,гӏарац
232,Kohle::N,szén,тӏурччи
233,Glas::N,üveg,цӏер
234,Lehm::N,agyag,хӏатӏ
235,Lehm::N,vályog,хӏатӏ
236,Sand::N,homok,сали
237,Mensch::N,ember,чи
238,Mann::N,úr,бихьинчи
239,Mann::N,férfi,бихьинчи
240,Frau::N,nő,гӏадан
241,Frau::N,asszony,гӏадан
242,Kind::N,gyerek,лъимер
243,Kind::N,gyermek,лъимер
244,Junge::N,fiú,вас
245,Mädchen::N,lány,яс
246,Familie::N,család,хъизан
247,Großvater::N,nagyapa,кӏудада
248,Großmutter::N,nagyanya,кӏодо
249,Eltern::N,szülők,эбел-эмен
250,Vater::N,apa,эмен
251,Vater::N,atya,эмен
252,Mutter::N,anya,эбел
253,Sohn::N,fiú,вас
254,Tochter::N,lány,яс
255,Bruder::N,fivér,вац
256,Bruder::N,testvér,вац
257,Schwester::N,nővér,яц
258,Schwester::N,lánytestvér,яц
259,Onkel::N,nagybácsi,даци
260,Tante::N,nagynéni,ада
261,Ehemann::N,férj,рос
262,Ehefrau::N,feleség,чӏужу
263,Freude::N,öröm,ракӏбохи
264,Gelächter::N,nevetés,релъи
265,Gelächter::N,hahotázás,релъи
266,Glück::N,boldogság,талихӏ
267,Glück::N,boldogság,талихӏ-рохел
268,Kummer::N,bánat,хӏалкъай
269,Wunsch::N,óhaj,къасд
270,Lust::N,kedv,гъира
271,Geist::N,elme,чӏанкӏ
272,Geist::N,elme,рухӏ-жан
273,Geist::N,szellem,чӏанкӏ
274,Geist::N,szellem,рухӏ-жан
275,Gedanke::N,gondolat,пикру
276,Gedächtnis::N,emlékezet,
277,Verstand::N,ész,лумалъи
278,Verstand::N,ész,цӏодорлъи
279,Verstand::N,értelem,лумалъи
280,Verstand::N,értelem,цӏодорлъи
281,Sinn::N,értelem,магӏна
282,Grund::N,ok,багьана
283,Grund::N,alap,багьана
284,Wahrheit::N,igaz,ритӏухълъи
285,Wahrheit::N,igazság,ритӏухълъи
286,Gespräch::N,beszélgetés,накъит
287,Märchen::N,mese,маргьа
288,Erzählung::N,elbeszélés,къиса
289,Nachricht::N,hír,хабар
290,Nachricht::N,híradás,хабар
291,Neuigkeit::N,újság,хабар-гӏазаб
292,Name::N,név,цӏар
293,Rätsel::N,rejtvény,бицанкӏо
294,Rede::N,beszéd,речь
295,Rede::N,beszéd,калам
296,Rede::N,szónoklat,речь
297,Rede::N,szónoklat,калам
298,Sprache::N,nyelv,мацӏ
299,Stimme::N,hang,гьаракь
300,Wort::N,szó,рагӏи
301,Zeichen::N,jel,ишара
302,Zeichen::N,jel,гӏаламат
303,Ruf::N,kiáltás,ахӏи
304,Lärm::N,zaj,хъуй
305,Lärm::N,zaj,хъуди
306,Laut::N,hang,гьаракь
307,Laut::N,hang,сас
308,Ton::N,hang,
309,Lied::N,dal,кечӏ
310,Lied::N,ének,кечӏ
311,Ruhe::N,csend,рахӏат
312,Ruhe::N,nyugalom,рахӏат
313,Leute::N,emberek,гӏадамал
314,Volk::N,nép,халкъ
315,Arbeit::N,dolog,хӏалтӏи
316,Gast::N,vendég,гьобол
317,Geschenk::N,ajándék,сайигъат
318,Spiel::N,játék,хӏай
319,Spiel::N,játék,расанди
320,Gesellschaft::N,társaság,жамагӏат
321,Hilfe::N,segítség,кумек
322,Freund::N,barát,гьудул
323,Kamerad::N,társ,гьалмагъ
324,Angelegenheit::N,ügy,къваригӏел
325,Anzahl::N,szám,рикӏкӏен
326,Art::N,faj,жинс
327,Art::N,fajta,жинс
328,Stück::N,darab,кесек
329,Teil::N,rész,пай
330,Hälfte::N,fél,бащдаб
331,Kreis::N,kör,гор
332,Kreuz::N,kereszt,хъанч
333,Linie::N,vonal,мухъ
334,Strich::N,vonás,хӏучч
335,Abstand::N,köz,манзил
336,Entfernung::N,távolság,манзил
337,Gegend::N,táj,рахъ
338,Gegend::N,vidék,рахъ
339,Platz::N,hely,бакӏ
340,Ort::N,hely,бакӏ
341,Seite::N,fél,рахъ
342,Seite::N,oldal,рахъ
343,Mitte::N,közép,бакьулъбакӏ
344,Gegenstand::N,tárgy,жо
345,Sache::N,dolog,жо
346,Rand::N,szél,мицӏир
347,Rand::N,perem,мицӏир
348,Rand::N,szegély,мицӏир
349,Kante::N,él,рагӏал
350,Kante::N,él,рагӏа-ракьан
351,Ecke::N,sarok,цили
352,Ecke::N,szöglet,цили
353,Spitze::N,csúcs,тӏогь
354,Ende::N,vég,кӏал
355,Loch::N,lyuk,каратӏ
356,Winkel::N,szög,
357,Muster::N,minta,накъиш
358,Größe::N,nagyság,кӏодо́лъи
359,Länge::N,hossz,халалъи
360,Länge::N,hosszúság,халалъи
361,Höhe::N,magasság,борхалъи
362,Gewicht::N,súly,бакӏлъи
363,Menge::N,sokaság,
364,Menge::N,mennyiség,
365,Haufen::N,halom,гъуни
366,Reihe::N,sor,ирга́
367,Boot::N,csónak,раса
368,Ruder::N,evező,раххан
369,Schlitten::N,szánkó,чанагъ
370,Ski::N,sí,лыжаби
371,Lagerfeuer::N,tábortűz,цӏа
372,Last::N,teher,бакӏлъи
373,Gang::N,járás,хьвади
374,Gang::N,járás,хьвада-чӏвади
375,Schritt::N,lépés,гали
376,Norden::N,észak,шимал
377,Süden::N,dél,юг
378,Süden::N,dél,къибла
379,Westen::N,nyugat,гъарб
380,Westen::N,nyugat,магъриб
381,Osten::N,kelet,шаркъ
382,Osten::N,kelet,машрикъ
383,Holz::N,fa,цӏул
384,Brett::N,deszka,хъарщи
385,Platte::N,lap,къоно
386,Platte::N,lemez,къоно
387,Stütze::N,támasz,
388,Stütze::N,támaszték,
389,Stange::N,rúd,гӏер
390,Stange::N,pózna,гӏер
391,Stock::N,pálca,тӏил
392,Stab::N,bot,гӏер
393,Rohr::N,cső,турба
394,Haus::N,ház,ригь
395,Haus::N,ház,рукъзал
396,Heim::N,otthon,рукъ
397,Ofen::N,kályha,печь
398,Fußboden::N,padló,чӏабар
399,Tisch::N,asztal,стол
400,Stuhl::N,szék,бакӏу
401,Wiege::N,bölcső,кини
402,Bett::N,ágy,кровать
403,Regal::N,polc,хъарщи
404,Regal::N,állvány,хъарщи
405,Kiste::N,láda,ящик
406,Kiste::N,láda,тӏалагъуд
407,Fenster::N,ablak,гордо
408,Tür::N,ajtó,нуцӏа
409,Tor::N,kapu,каву
410,Zaun::N,kerítés,раци
411,Dach::N,tető,тӏох
412,Leiter::N,létra,мали
413,Besen::N,seprű,жул
414,Spaten::N,ásó,бел
415,Schaufel::N,lapát,раххан
416,Gabel::N,villa,гӏучӏ
417,Löffel::N,kanál,гъуд
418,Messer::N,kés,нус
419,Nagel::N,szeg,магӏ
420,Netz::N,háló,гьин
421,Haken::N,kampó,гъанцӏа
422,Griff::N,nyél,гӏоркь
423,Griff::N,fogantyú,гӏоркь
424,Schloss::N,zár,кӏулал
425,Bild::N,kép,сурат
426,Figur::N,alak,
427,Puppe::N,bábu,нани
428,Beutel::N,zacskó,таргьа
429,Bündel::N,köteg,къай
430,Tasche::N,táska,сумка
431,Tasche::N,táska,къвачӏа
432,Eimer::N,vödör,ведро
433,Deckel::N,fedő,тӏалъел
434,Deckel::N,fedő,дадитӏалъел
435,Deckel::N,fedél,тӏалъел
436,Deckel::N,fedél,дадитӏалъел
437,Geschirr::N,edény,цӏарагӏ
438,Sack::N,zsák,хъап
439,Sack::N,zsák,къандалъо
440,Tasse::N,csésze,чашка
441,Topf::N,fazék,хьаг
442,Kessel::N,üst,хьаг
443,Kessel::N,üst,гереги
444,Kessel::N,bogrács,хьаг
445,Kessel::N,bogrács,гереги
446,Essen::N,evés,тӏагӏам
447,Essen::N,étkezés,тӏагӏам
448,Nahrung::N,ennivaló,квен
449,Speise::N,étel,квен
450,Fleisch::N,hús,гьан
451,Getreide::N,gabona,бугӏа-ролъ
452,Getreide::N,gabona,могьолабл_культураби
453,Brei::N,pép,карщ
454,Brei::N,kása,карщ
455,Brot::N,kenyér,чед
456,Scheibe::N,szelet,мочӏу
457,Fett::N,háj,беэнлъи
458,Fett::N,zsír,беэнлъи
459,Butter::N,vaj,нах
460,Öl::N,olaj,нах
461,Salz::N,só,цӏам
462,Suppe::N,leves,чурпа
463,Honig::N,méz,гьоцӏо
464,Milch::N,tej,рахь
465,Tee::N,tea,чай
466,Leder::N,bőr,тӏом
467,Wolle::N,gyapjú,квас
468,Stoff::N,szövet,ххам
469,Nadel::N,tű,рокӏкӏен
470,Faden::N,fonál,кун
471,Knopf::N,gomb,маргъал
472,Knoten::N,csomó,гарацӏ
473,Farbe::N,szín,релъен
474,Farbe::N,festék,релъен
475,Kleidung::N,ruha,ретӏел
476,Kleidung::N,ruházat,ретӏел
477,Hemd::N,ing,гурде
478,Kragen::N,gallér,габур
479,Ärmel::N,ujj,къвал
480,Hose::N,gatya,тӏажу
481,Hose::N,nadrág,тӏажу
482,Gürtel::N,öv,рачел
483,Mütze::N,sapka,тӏагъур
484,Schuh::N,cipő,
485,Stiefel::N,csizma,этек
486,Stiefel::N,csizma,чакма
487,Ring::N,gyűrű,баргъич
488,Band::N,szalag,лента
489,Kamm::N,fésű,гьоркьо
490,Spiegel::N,tükör,матӏу
491,Riemen::N,szíj,рижу
492,Schnur::N,zsinór,
493,Leine::N,póráz,
494,Decke::N,takaró,одея́ло
495,Kissen::N,párna,къандалъо
496,Tuch::N,kendő,квархьи
497,Handtuch::N,törülköző,беркӏалрацӏцӏ
498,Kraft::N,erő,гуч
499,Kraft::N,erő,къуват
500,Stärke::N,erő,хӏалкӏвей
501,Stärke::N,erősség,хӏалкӏвей
502,Gesundheit::N,egészség,сахлъи́
503,Krankheit::N,kór,унти
504,Krankheit::N,kór,щокълъи
505,Krankheit::N,betegség,унти
506,Krankheit::N,betegség,щокълъи
507,Schmerz::N,fájdalom,унти
508,Wunde::N,seb,ругъун
509,Fieber::N,láz,цӏа-кан
510,Arznei::N,orvosság,дару
511,Arznei::N,gyógyszer,дару
512,Brücke::N,híd,кьо
513,Brunnen::N,kút,гъуй
514,Weide::N,legelő,рицӏцӏ
515,Weide::N,legelő,лъичӏирма
516,Weide::N,legelő,гӏурдаллъи
517,Weide::N,legelő,ри́цӏигъветӏ
518,Weide::N,legelő,рицӏцӏигъветӏ
519,Pfad::N,ösvény,сухъмахъ
520,Weg::N,út,нух
521,Straße::N,út,нух
522,Dorf::N,falu,росу
523,Stadt::N,város,шагьар
524,Brief::N,levél,кагъат
525,Brief::N,levél,рисалат
526,Buch::N,könyv,тӏехь
527,Buchstabe::N,betű,хӏарп
528,Zeitung::N,újság,газет
529,Zeitung::N,hírlap,газет
530,Leben::N,élet,яшав
531,Tod::N,halál,хвел
532,Grab::N,sír,хоб
533,Kirche::N,templom,килиса
534,Sünde::N,bűn,хӏакъ
535,Sünde::N,bűn,мунагь
536,Sünde::N,vétek,хӏакъ
537,Sünde::N,vétek,мунагь
538,Gott::N,isten,бичас
539,Gott::N,isten,аллагь
540,Arbeiter::N,munkás,хӏалтӏухъан
541,Chef::N,főnök,хӏаким
542,Chef::N,főnök,начальник
543,Meister::N,mester,устар
544,Meister::N,mester,мастер
545,Meister::N,mester,махщалилав
546,Arzt::N,orvos,жайрахӏ
547,Lehrer::N,tanár,мугӏалим
548,Lehrer::N,tanító,мугӏалим
549,Geld::N,pénz,гӏарац
550,Geschäft::N,üzlet,
551,Laden::N,bolt,тукен
552,Preis::N,ár,багьа
553,Ware::N,áru,къайи
554,Nutzen::N,haszon,мунпагӏат
555,Reichtum::N,gazdagság,бечелъи
556,Welt::N,világ,дуниял
557,Land::N,ország,улка
558,Land::N,ország,икълим
559,Staat::N,állam,пачалихъ
560,König::N,király,пача
561,König::N,király,малик
562,König::N,király,къирал
563,König::N,király,падишагь
564,Macht::N,hatalom,кверщел
565,Grenze::N,határ,гӏорхъи
566,Krieg::N,háború,рагъ
567,Feind::N,ellenség,тушман
568,Gewalt::N,erőszak,зулму
569,Kampf::N,harc,къеркьей
570,Bogen[Waffe]::N,íj,газаргъо
571,Pfeil::N,nyíl,чӏор
572,Gewehr::N,puska,туманкӏ
573,Gewehr::N,fegyver,туманкӏ
574,Fehler::N,hiba,гъалатӏ
575,Lüge::N,hazugság,гьереси
576,Schaden::N,kár,зиян
577,Schaden::N,kár,зарал
578,Unglück::N,csapás,балагь
579,Unglück::N,balszerencse,балагь
580,Schuld::N,bűn,гӏайиб
581,Alter::N,kor,гӏумру
582,Schluss::N,vég,ахир
583,Schluss::N,befejezés,ахир
584,Zeit::N,idő,заман
585,Tag::N,nap,къо
586,Morgen::N,reggel,радалмех
587,Mittag::N,dél,къадемех
588,Abend::N,este,релъедамех
589,Nacht::N,éj,сордо
590,Nacht::N,éjszaka,сордо
591,Woche::N,hét,анкь
592,Monat::N,hó,моцӏ
593,Monat::N,hónap,моцӏ
594,Jahr::N,év,сон
595,Jahr::N,év,лъагӏел
596,Frühling::N,tavasz,их
597,Sommer::N,nyár,рии
598,Herbst::N,ősz,хасалихълъи
599,Winter::N,tél,кьин
600,Januar::N,január,январь
601,Februar::N,február,февра́ль
602,März::N,március,март
603,April::N,április,апрель
604,Mai::N,május,май
605,Juni::N,június,июнь
606,Juli::N,július,июль
607,August::N,augusztus,август
608,September::N,szeptember,сентябрь
609,Oktober::N,október,октябрь
610,November::N,november,ноябрь
611,Dezember::N,december,декабрь
612,Montag::N,hétfő,итни
613,Dienstag::N,kedd,талат
614,Mittwoch::N,szerda,арбагӏ
615,Donnerstag::N,csütörtök,хамиз
616,Freitag::N,péntek,рузман
617,Samstag::N,szombat,щамат
618,Sonntag::N,vasárnap,гьатӏан
619,groß::A,nagy,кӏудияб
620,klein::A,pici,гьитӏинаб
621,klein::A,kicsi,гьитӏинаб
622,lang::A,hosszú,халатаб
623,kurz::A,rövid,къокъаб
624,breit::A,széles,гӏебаб
625,schmal::A,keskeny,къваридаб
626,dicht::A,sűrű,ризаб
627,dick[Gegenstand]::A,vastag,бицатаб
628,dünn::A,vékony,тӏеренаб
629,fein::A,vékony,тӏеренаб
630,fest::A,szilárd,къвакӏараб
631,flach::A,sík,чӏепараб
632,flach::A,lapos,чӏепараб
633,glatt::A,sima,цӏвакараб
634,hart::A,kemény,кьварараб
635,weich::A,puha,тамахаб
636,rund::A,kerek,гургинаб
637,spitz::A,hegyes,бегӏераб
638,scharf::A,éles,рекӏараб
639,stumpf::A,tompa,тӏехӏараб
640,stumpf::A,tompa,рекӏинчӏеб
641,stumpf::A,életlen,тӏехӏараб
642,stumpf::A,életlen,рекӏинчӏеб
643,schwer::A,nehéz,бакӏаб
644,schwer::A,súlyos,бакӏаб
645,schön::A,szép,берцинаб
646,heiß::A,forró,лагьараб
647,warm::A,meleg,хинаб
648,kalt::A,hideg,квачараб
649,kühl::A,hűs,квачараб
650,kühl::A,hűvös,квачараб
651,frisch::A,üde,цӏияб
652,frisch::A,friss,цӏияб
653,feucht::A,nedves,рагьараб
654,nass::A,vizes,би́ччараб
655,trocken::A,száraz,бакъвараб
656,voll::A,telt,
657,leer::A,üres,чӏобогояб
658,offen::A,nyílt,рагьараб
659,offen::A,nyitott,рагьараб
660,geschlossen::A,zárt,рахараб-къараб
661,geschlossen::A,csukott,рахараб-къараб
662,sauber::A,tiszta,бацӏцӏадаб
663,schmutzig::A,piszkos,гъизараб
664,schmutzig::A,szennyes,гъизараб
665,roh::A,nyers,хамаб
666,roh::A,nyers,гӏатӏгояб
667,reif::A,érett,барщараб
668,lecker::A,finom,тӏагӏамаб
669,süß::A,édes,гьуинаб
670,bitter::A,keserű,кьогӏаб
671,sauer::A,savanyú,цӏекӏаб
672,hell::A,világos,канаб
673,dunkel::A,sötét,бецӏаб
674,schwarz::A,fekete,чӏегӏераб
675,weiß::A,fehér,хъахӏаб
676,rot::A,vörös,багӏараб
677,gelb::A,sárga,гӏобилаб
678,gelb::A,sárga,тӏогьилаб
679,blau::A,kék,хъахӏилаб
680,grün::A,zöld,гӏурччинаб
681,grau::A,ősz,накӏкӏуяб
682,grau::A,szürke,накӏкӏуяб
683,bunt::A,tarka,къвекӏаб
684,bunt::A,tarka,чара-гъараб
685,bunt::A,színes,къвекӏаб
686,bunt::A,színes,чара-гъараб
687,billig::A,olcsó,учузаб
688,teuer::A,drága,хири́яб
689,wertvoll::A,értékes,къиматаб
690,blind::A,vak,беццаб
691,taub::A,süket,гъугъаб
692,kräftig::A,erős,гучаб
693,stark::A,erős,къуватаб
694,schwach::A,gyenge,гӏажизаб
695,schwach::A,erőtlen,гӏажизаб
696,fett::A,hájas,кьарияб
697,schlank::A,karcsú,чергесаб
698,hübsch::A,csinos,гьайбатаб
699,böse::A,rossz,ракӏквешаб
700,böse::A,gonosz,ракӏквешаб
701,dumm::A,buta,гьагаб
702,dumm::A,buta,гӏантаб
703,dumm::A,ostoba,гьагаб
704,dumm::A,ostoba,гӏантаб
705,faul::A,lusta,кӏохӏалаб
706,faul::A,lusta,кӏухӏа́лаб
707,fleißig::A,szorgalmas,хӏаракатаб
708,geizig::A,fukar,къарумаб
709,geizig::A,fösvény,къарумаб
710,klug::A,okos,лумияб
711,klug::A,eszes,лумияб
712,geschickt::A,ügyes,махщел бугев
713,lieb::A,drága,гӏазизаб
714,lieb::A,kedves,гӏазизаб
715,lustig::A,víg,кепаб
716,lustig::A,vidám,кепаб
717,sanft::A,enyhe,хӏалимаб
718,sanft::A,enyhe,хӏере́наб
719,hungrig::A,éhes,бакъараб
720,krank::A,beteg,щокъаб
721,krank::A,beteg,унтараб
722,nackt::A,csupasz,гӏицӏаб
723,nackt::A,csupasz,чӏанкӏараб
724,nackt::A,meztelen,гӏицӏаб
725,nackt::A,meztelen,чӏанкӏараб
726,traurig::A,bús,пашманаб
727,traurig::A,szomorú,пашманаб
728,lebendig::A,élő,чӏагояб
729,gut::A,jó,лъикӏаб
730,schlecht::A,rossz,къадараб
731,richtig::A,helyes,битӏараб
732,schlimm::A,rossz,нажасаб
733,schlimm::A,rossz,къабихӏаб
734,wahr::A,igaz,хӏакъаб
735,wahr::A,igaz,битӏараб
736,alt::A,ó,басрияб
737,alt::A,régi,басрияб
738,neu::A,új,цӏияб
739,ehemalig::A,volt,цебе́госеб
740,ehemalig::A,egykori,цебе́госеб
741,alt[Lebewesen]::A,öreg,хераб
742,jung::A,fiatal,тӏинчӏаб
743,jung::A,fiatal,гӏолохъанаб
744,arm::A,szegény,пакъираб
745,reich::A,gazdag,бечедаб
746,bekannt::A,ismert,лъалеб
747,bekannt::A,ismeretes,лъалеб
748,berühmt::A,híres,машгьураб
749,fremd::A,idegen,чияр
750,verschieden::A,különböző,батӏи-батӏияб
751,nah::A,közeli,гӏагарда бугеб
752,fern::A,távoli,рикӏкӏадаб
753,linker::A,bal,квегӏаб
754,rechter::A,jobb,кваранаб
755,anderer::A,más,батӏияб
756,anderer::A,másik,батӏияб
757,erster::A,első,тӏоцебесеб
758,zweiter::A,második,кӏиабилеб
759,dritter::A,harmadik,лъабабилеб
760,letzter::A,utolsó,ахирисеб
761,allein::ADV,egyedül,ялгъузго
762,auf einmal::ADV,egyszerre,цихӏинтӏаго
763,zusammen::ADV,együtt,цойида
764,zusammen::ADV,összesen,цойида
765,lange::ADV,sokáig,
766,lange::ADV,hosszan,
767,plötzlich::ADV,hirtelen,цойидасанго
768,plötzlich::ADV,egyszerre,цойидасанго
769,sofort::ADV,rögtön,гьебсагӏат
