,Concept_ID,pt,udm
62,Hunger::N,fome,кӧтсюман
63,Träne::N,lágrima,синкыли
64,Geschmack::N,gosto,шӧм
65,Geruch::N,odor,зын
66,Geruch::N,cheiro,зын
67,Schlaf::N,sono,вӧт
68,Traum::N,sonho,уйвӧт
69,Himmel::N,céu,ин
70,Sonne::N,sol,шунды
71,Mond::N,lua,толэзь
72,Stern::N,estrela,кизили
73,Luft::N,ar,омыр
74,Wind::N,vento,тӧл
75,Welle::N,onda,тулкым
76,Wasser::N,água,ву
77,Stein::N,pedra,из
78,Boden::N,solo,музъем
79,Erde::N,terra,му
80,Staub::N,pó,пыль
81,Rauch::N,fumo,ӵын
82,Funke::N,faísca,гизьы
83,Funke::N,centelha,гизьы
84,Feuer::N,fogo,тыл
85,Licht::N,luz,тыл
86,Schatten::N,sombra,вужер
87,Wetter::N,tempo,куазь
88,Nebel::N,nevoeiro,бус
89,Wolke::N,nuvem,пилем
90,Regen::N,chuva,зор
91,Schnee::N,neve,лымы
92,Eis::N,gelo,йӧ
93,Frost::N,gelo,кезьыт
94,Frost::N,geada,кезьыт
95,Kälte::N,frio,кезьыт
96,Hitze::N,ardor,пӧсь
97,Raureif::N,geada,гӧр
98,Regenbogen::N,arco-iris,вуюись
99,Donner::N,trovão,гудыри
100,Strömung::N,corrente,бызён
101,Tropfen::N,gota,шапык
102,Schaum::N,espuma,шукы
103,Schmutz::N,sujidade,нӧд
104,Schmutz::N,sujidade,дэри
105,Schmutz::N,imundície,нӧд
106,Schmutz::N,imundície,дэри
107,See::N,lago,ты
108,Sumpf::N,charco,нюр
109,Sumpf::N,pântano,нюр
110,Moor::N,pântano,нюр
111,Wiese::N,prado,возь
112,Wiese::N,prado,возьвыл
113,Wald::N,bosque,сик
114,Wald::N,bosque,нюлэс
115,Wald::N,floresta,сик
116,Wald::N,floresta,нюлэс
117,Hügel::N,colina,выр
118,Hügel::N,colina,вырйыл
119,Anhöhe::N,alto,выр
120,Anhöhe::N,alto,вырйыл
121,Anhöhe::N,outeiro,выр
122,Anhöhe::N,outeiro,вырйыл
123,Berg::N,monte,гурезь
124,Berg::N,montanha,гурезь
125,Gipfel::N,pico,йыл
126,Höhle::N,caverna,гу
127,Abhang::N,encosta,бам
128,Quelle::N,fonte,ошмес
129,Bach::N,regato,пичи шур
130,Bach::N,ribeiro,пичи шур
131,Fluss::N,rio,шур
132,Ufer::N,beira,ярдур
133,Küste::N,costa,вудур
134,Festland::N,terra firme,мувыр
135,Meer::N,mar,зарезь
136,Bucht::N,baía,вукож
137,Insel::N,ilha,вумуӵ
138,Insel::N,ilha,шормуӵ
139,Blume::N,flor,сяська
140,Gras::N,erva,турын
141,Wurzel::N,raiz,выжы
142,Baum::N,árvore,пу
143,Stamm::N,tronco,модос
144,Rinde::N,casca,сул
145,Ast::N,ramo,ул
146,Zweig::N,galho,вай
147,Blatt::N,folha,куар
148,Birke::N,bétula,кызьпу
149,Kiefer[Baum]::N,pinheiro,пужым
150,Weide[Baum]::N,salgueiro,бадьпу
151,Tanne::N,abeto,кыз
152,Horn::N,corno,сюр
153,Horn::N,chifre,сюр
154,Feder::N,pena,тылы
155,Fell::N,pele,ку
156,Flügel::N,asa,бурд
157,Klaue::N,pata,гижы
158,Kralle::N,unha,пыд
159,Kralle::N,garra,пыд
160,Schwanz::N,rabo,быж
161,Schwanz::N,cauda,быж
162,Ei::N,ovo,пуз
163,Ei::N,ovo,кукей
164,Nest::N,ninho,кар
165,Nest::N,ninho,пузкар
166,Bau::N,toca,кар
167,Bau::N,toca,гу
168,Bau::N,covil,кар
169,Bau::N,covil,гу
170,Tier::N,animal,пӧйшур
171,Herde::N,rebanho,уллё
172,Kuh::N,vaca,скал
173,Bulle::N,touro,ош
174,Bulle::N,touro,пороз
175,Pferd::N,cavalo,вал
176,Schaf::N,ovelha,ыж
177,Schwein::N,porco,парсь
178,Hund::N,cão,пуны
179,Katze::N,gata,коӵыш
180,Bär::N,urso,гондыр
181,Eichhörnchen::N,esquilo,коньы
182,Elch::N,alce,койык
183,Fuchs::N,raposa,ӟичы
184,Hase::N,lebre,кеч
185,Maus::N,rato,шыр
186,Wolf::N,lobo,кион
187,Vogel::N,ave,тылобурдо
188,Vogel::N,pássaro,тылобурдо
189,Schwarm::N,bando,уллё
190,Schwarm::N,enxame,уллё
191,Huhn::N,galinha,курег
192,Hahn::N,galo,атас
193,Gans::N,ganso,ӟазег
194,Adler::N,águia,ӧрзи
195,Ente::N,pata,ӵӧж
196,Eule::N,mocho,кучыран
197,Eule::N,coruja,кучыран
198,Kranich::N,grou,тури
199,Krähe::N,gralha,куака
200,Kuckuck::N,cuco,кикы
201,Schwan::N,cisne,юсь
202,Fisch::N,peixe,чорыг
203,Barsch::N,perca,юш
204,Hecht::N,lúcio,чипей
205,Schlange[Tier]::N,serpente,кый
206,Wurm::N,verme,нумыр
207,Spinne::N,aranha,чонари
208,Ameise::N,formiga,кузьыли
209,Laus::N,piolho,тэй
210,Mücke::N,mosquito,нымы
211,Mücke::N,mosquito,чибинь
212,Fliege::N,mosca,кут
213,Schmetterling::N,borboleta,бубыли
214,Beere::N,bago,узы-боры
215,Apfel::N,maçã,яблок
216,Pilz::N,fungo,губи
217,Pilz::N,cogumelo,губи
218,Zwiebel::N,cebola,сугон
219,Saat::N,sementeira,кидыс
220,Korn::N,grão,тысь
221,Heu::N,feno,турын
222,Schale::N,casca,кыд
223,Grube::N,cova,гу
224,Grube::N,cova,гоп
225,Grube::N,fossa,гу
226,Grube::N,fossa,гоп
227,Falle::N,armadilha,налик
228,Schlinge::N,laço,гиӟ
229,Schlinge::N,laço,герд
230,Spur::N,pista,пытьы
231,Spur::N,pista,бервыл
232,Spur::N,vestígio,пытьы
233,Spur::N,vestígio,бервыл
234,Asche::N,cinza,пень
235,Dreck::N,sujidade,дэри
236,Eisen::N,ferro,корт
237,Gold::N,ouro,зарни
238,Silber::N,prata,азвесь
239,Kohle::N,carvão,эгыр
240,Glas::N,vidro,стекло
241,Glas::N,vidro,пияла
242,Lehm::N,barro,сюй
243,Lehm::N,argila,сюй
244,Sand::N,areia,луо
245,Mensch::N,homem,мурт
246,Mensch::N,homem,адями
247,Mensch::N,pessoa,мурт
248,Mensch::N,pessoa,адями
249,Mann::N,homem,воргорон
250,Frau::N,mulher,кышномурт
251,Kind::N,filho,нуны
252,Kind::N,filho,пинал
253,Kind::N,criança,нуны
254,Kind::N,criança,пинал
255,Junge::N,rapaz,пи
256,Junge::N,menino,пи
257,Mädchen::N,menina,ныл
258,Mädchen::N,rapariga,ныл
259,Familie::N,família,семья
260,Großvater::N,avô,песятай
261,Großvater::N,avô,пересь атай
262,Großmutter::N,avó,песянай
263,Großmutter::N,avó,пересь анай
264,Eltern::N,pais,атай-анай
265,Eltern::N,pais,бубы-мумы
266,Vater::N,pai,айы
267,Vater::N,pai,атай
268,Mutter::N,mãe,мумы
269,Sohn::N,filho,пи
270,Tochter::N,filha,ныл
271,Bruder::N,irmão,агай
272,Schwester::N,irmã,апа
273,Schwester::N,irmã,сузэр
274,Onkel::N,tio,агай
275,Tante::N,tia,апа
276,Tante::N,tia,кенак
277,Ehemann::N,esposo,карт
278,Ehefrau::N,esposa,кышно
279,Freude::N,prazer,шумпотон
280,Freude::N,alegria,шумпотон
281,Gelächter::N,risada,горем
282,Gelächter::N,gargalhada,горем
283,Glück::N,felicidade,шуд
284,Kummer::N,aflição,кайгу
285,Kummer::N,aflição,куректон
286,Kummer::N,desgosto,кайгу
287,Kummer::N,desgosto,куректон
288,Wunsch::N,desejo,мылпотон
289,Lust::N,vontade,потон
290,Geist::N,mente,лул
291,Geist::N,espírito,лул
292,Gedanke::N,ideia,малпан
293,Gedanke::N,pensamento,малпан
294,Gedächtnis::N,memória,йырсазь
295,Gedächtnis::N,memória,тодэваён
296,Verstand::N,razão,йырвизь
297,Verstand::N,inteligência,йырвизь
298,Sinn::N,sentido,смысл
299,Sinn::N,significado,смысл
300,Grund::N,causa,муг
301,Grund::N,causa,ньӧм
302,Grund::N,motivo,муг
303,Grund::N,motivo,ньӧм
304,Wahrheit::N,verdade,зэм
305,Wahrheit::N,verdade,шонер
306,Gespräch::N,conversa,вераськон
307,Gespräch::N,conversação,вераськон
308,Märchen::N,conto,выжыкыл
309,Erzählung::N,conto,верос
310,Erzählung::N,narrativa,верос
311,Nachricht::N,mensagem,ивор
312,Neuigkeit::N,notícia,выльивор
313,Neuigkeit::N,novidade,выльивор
314,Name::N,nome,ним
315,Rätsel::N,adivinha,мадькыл
316,Rede::N,oração,верам
317,Rede::N,discurso,верам
318,Sprache::N,língua,кыл
319,Stimme::N,voz,куара
320,Wort::N,palavra,кыл
321,Zeichen::N,marca,пус
322,Zeichen::N,marca,тодмет
323,Ruf::N,grito,ӧтён
324,Ruf::N,grito,чортон
325,Ruf::N,chamada,ӧтён
326,Ruf::N,chamada,чортон
327,Lärm::N,ruído,ӵашетон
328,Lärm::N,barulho,ӵашетон
329,Laut::N,som,куара
330,Ton::N,tom,куара
331,Lied::N,canção,кырӟан
332,Ruhe::N,calma,чалмыт улон
333,Ruhe::N,silêncio,чалмыт улон
334,Leute::N,gente,адямиос
335,Leute::N,pessoas,адямиос
336,Volk::N,povo,калык
337,Volk::N,nação,калык
338,Arbeit::N,trabalho,уж
339,Gast::N,hóspede,куно
340,Gast::N,convidado,куно
341,Geschenk::N,prenda,салам
342,Geschenk::N,prenda,кузьым
343,Geschenk::N,presente,салам
344,Geschenk::N,presente,кузьым
345,Spiel::N,jogo,шудон
346,Gesellschaft::N,companhia,калык
347,Hilfe::N,ajuda,юрттон
348,Hilfe::N,socorro,юрттон
349,Freund::N,amigo,эш
350,Freund::N,amigo,юлтош
351,Kamerad::N,camarada,тодмо
352,Angelegenheit::N,assunto,уж
353,Anzahl::N,número,лыд
354,Anzahl::N,quantidade,лыд
355,Art::N,tipo,тус
356,Art::N,espécie,тус
357,Stück::N,pedaço,юдэс
358,Teil::N,peça,люкет
359,Teil::N,parte,люкет
360,Hälfte::N,metade,ӝыны
361,Kreis::N,círculo,котырес
362,Kreuz::N,cruz,крест
363,Linie::N,linha,гож
364,Strich::N,traço,гож
365,Abstand::N,distância,вис
366,Abstand::N,distância,кусып
367,Entfernung::N,distância,кусып
368,Gegend::N,área,инты
369,Gegend::N,região,инты
370,Platz::N,lugar,инты
371,Ort::N,sítio,инты
372,Ort::N,sítio,места
373,Seite::N,lado,пал
374,Mitte::N,meio,шор
375,Gegenstand::N,objecto,арбери
376,Sache::N,coisa,котыр
377,Rand::N,bordo,дур
378,Rand::N,bordo,шаер
379,Rand::N,margem,дур
380,Rand::N,margem,шаер
381,Kante::N,borda,дур
382,Kante::N,aresta,дур
383,Ecke::N,esquina,сэрег
384,Spitze::N,ponta,йыл
385,Ende::N,cabo,пум
386,Ende::N,extremo,пум
387,Loch::N,furo,пась
388,Loch::N,buraco,пась
389,Winkel::N,canto,сэрег
390,Winkel::N,ângulo,сэрег
391,Muster::N,padrão,пужы
392,Muster::N,desenho,пужы
393,Größe::N,tamanho,быдӟала
394,Länge::N,comprimento,кузьдала
395,Höhe::N,altura,ӝуждала
396,Höhe::N,altitude,ӝуждала
397,Gewicht::N,peso,сектала
398,Gewicht::N,peso,секытлык
399,Menge::N,quantidade,лыд
400,Menge::N,quantidade,лыдпус
401,Haufen::N,pilha,люк
402,Reihe::N,fila,чур
403,Boot::N,barco,пыж
404,Boot::N,barco,лодка
405,Ruder::N,remo,полыс
406,Schlitten::N,trenó,додьы
407,Ski::N,esqui,куас
408,Lagerfeuer::N,fogueira,тылскем
409,Last::N,carga,секыт
410,Gang::N,curso,ветлон
411,Gang::N,caminhada,ветлон
412,Schritt::N,passo,вамыш
413,Norden::N,norte,уйпал
414,Süden::N,sul,лымшор
415,Westen::N,oeste,шунды пуксён
416,Westen::N,ocidente,шунды пуксён
417,Osten::N,este,шунды ӝужан
418,Osten::N,leste,шунды ӝужан
419,Osten::N,oriente,шунды ӝужан
420,Holz::N,madeira,пу
421,Brett::N,tábua,пул
422,Brett::N,prancha,пул
423,Platte::N,laje,плита
424,Platte::N,chapa,плита
425,Stütze::N,apoio,пыкет
426,Stütze::N,suporte,пыкет
427,Stange::N,vara,пуӵ
428,Stange::N,barra,пуӵ
429,Stock::N,pau,боды
430,Stock::N,bengala,боды
431,Stab::N,bastão,пуӵ
432,Stab::N,bastão,боды
433,Rohr::N,cano,труба
434,Haus::N,casa,юрт
435,Heim::N,lar,корка
436,Heim::N,casa,корка
437,Ofen::N,estufa,гур
438,Ofen::N,aquecedor,гур
439,Fußboden::N,piso,выж
440,Tisch::N,mesa,ӝӧк
441,Stuhl::N,cadeira,пукон
442,Wiege::N,berço,кӧкы
443,Wiege::N,berço,зыбка
444,Bett::N,cama,валес
445,Regal::N,estante,ӝажы
446,Regal::N,prateleira,ӝажы
447,Kiste::N,caixa,ящик
448,Fenster::N,janela,укно
449,Fenster::N,janela,косяк
450,Tür::N,porta,ӧс
451,Tor::N,portão,ӟезьы
452,Zaun::N,cerca,забор
453,Zaun::N,vedação,забор
454,Dach::N,telhado,липет
455,Leiter::N,escada,падӟа
456,Leiter::N,escada móvel,падӟа
457,Besen::N,vassoura,ӵужон
458,Besen::N,vassoura,исьнер
459,Spaten::N,pá,лопатка
460,Schaufel::N,pá,ютырон
461,Gabel::N,garfo,тэчы
462,Gabel::N,garfo,вилка
463,Löffel::N,colher,пуньы
464,Messer::N,faca,пурт
465,Nagel::N,cravo,кортӵог
466,Netz::N,rede,сеть
467,Haken::N,gancho,курик
468,Griff::N,asa,ныд
469,Griff::N,cabo,ныд
470,Schloss::N,fechadura,тунгон
471,Bild::N,imagem,суред
472,Figur::N,figura,фигура
473,Puppe::N,boneca,мунё
474,Beutel::N,saco,пуйы
475,Beutel::N,bolsa,пуйы
476,Bündel::N,fardo,керттэт
477,Tasche::N,saco,пуйы
478,Tasche::N,saco,сумка
479,Tasche::N,bolso,пуйы
480,Tasche::N,bolso,сумка
481,Eimer::N,balde,ведра
482,Deckel::N,tampa,ӵоксэт
483,Geschirr::N,louça,тусьты-пуньы
484,Sack::N,saca,пуйы
485,Tasse::N,chávena,ӵаша
486,Topf::N,tacho,миска
487,Topf::N,panela,миска
488,Kessel::N,caldeira,пурты
489,Essen::N,refeição,сиськон
490,Nahrung::N,comida,сион
491,Nahrung::N,alimento,сион
492,Speise::N,prato,сиён
493,Fleisch::N,carne,сӥль
494,Getreide::N,cereais,ю тысь
495,Brei::N,puré,ӝук
496,Brot::N,pão,нянь
497,Scheibe::N,fatia,шорем
498,Fett::N,banha,кӧй
499,Fett::N,gordura,кӧй
500,Butter::N,manteiga,вӧй
501,Öl::N,azeite,вӧй
502,Salz::N,sal,сылал
503,Suppe::N,sopa,шыд
504,Suppe::N,caldo,шыд
505,Honig::N,mel,чечы
506,Milch::N,leite,йӧл
507,Tee::N,chá,чай
508,Leder::N,couro,сурон
509,Wolle::N,lã,гон
510,Wolle::N,lã,ыжгон
511,Stoff::N,pano,куэм
512,Stoff::N,tecido,куэм
513,Nadel::N,agulha,вень
514,Faden::N,fio,сӥньыс
515,Knopf::N,botão,бирды
516,Knoten::N,nó,герд
517,Farbe::N,corante,буёл
518,Kleidung::N,roupa,дӥсь
519,Kleidung::N,vestuário,дӥсь
520,Hemd::N,camisa,дэрем
521,Kragen::N,gola,сирес
522,Ärmel::N,manga,саес
523,Hose::N,calça,брюки
524,Hose::N,calça,штань
525,Gürtel::N,cinto,кускерттон
526,Mütze::N,boné,ызьы
527,Mütze::N,barrete,ызьы
528,Schuh::N,sapato,ботинка
529,Stiefel::N,bota,сапег
530,Ring::N,anel,зундэс
531,Band::N,fita,лента
532,Band::N,faixa,лента
533,Kamm::N,pente,сын
534,Spiegel::N,espelho,синучкон
535,Riemen::N,correia,е
536,Schnur::N,corda,гозы
537,Schnur::N,cordel,гозы
538,Leine::N,trela,думет
539,Decke::N,cobertor,шобрет
540,Kissen::N,almofada,миндэр
541,Tuch::N,pano,кышет
542,Handtuch::N,toalha,ӵушкон
543,Kraft::N,força,кать
544,Kraft::N,força,ӟигар
545,Stärke::N,força,юнлык
546,Gesundheit::N,saúde,тазалык
547,Krankheit::N,doença,висён
548,Krankheit::N,enfermidade,висён
549,Schmerz::N,dor,висён
550,Wunde::N,chaga,яра
551,Wunde::N,ferida,яра
552,Fieber::N,febre,кезег
553,Arznei::N,remédio,эмъюм
554,Brücke::N,ponte,выж
555,Brunnen::N,poço,колдэч
556,Weide::N,pastagem,возь
557,Pfad::N,senda,сюрес
558,Pfad::N,trilho,сюрес
559,Weg::N,caminho,сюрес
560,Straße::N,via,сюрес
561,Straße::N,estrada,сюрес
562,Dorf::N,aldeia,гурт
563,Stadt::N,cidade,кар
564,Stadt::N,cidade,город
565,Brief::N,carta,гожтэт
566,Buch::N,livro,книга
567,Buchstabe::N,letra,буква
568,Zeitung::N,jornal,газет
569,Leben::N,vida,улон
570,Tod::N,morte,кулон
571,Grab::N,túmulo,шайгу
572,Grab::N,sepultura,шайгу
573,Kirche::N,igreja,черк
574,Sünde::N,pecado,сьӧлык
575,Gott::N,deus,ӥнмар
576,Arbeiter::N,operário,рабочий
577,Arbeiter::N,trabalhador,рабочий
578,Chef::N,chefe,начальник
579,Chef::N,patrão,начальник
580,Meister::N,mestre,кибашлы
581,Arzt::N,médico,врач
582,Lehrer::N,professor,дышетӥсь
583,Geld::N,dinheiro,уксё
584,Geld::N,dinheiro,коньдон
585,Geschäft::N,negócio,уж
586,Laden::N,loja,магазин
587,Preis::N,preço,дун
588,Ware::N,mercadoria,вуз
589,Nutzen::N,proveito,пайда
590,Reichtum::N,riqueza,узырлык
591,Welt::N,mundo,дунне
592,Land::N,país,шаер
593,Staat::N,Estado,кун
594,König::N,rei,эксэй
595,Macht::N,poder,власть
596,Macht::N,potência,власть
597,Grenze::N,fronteira,кунгож
598,Krieg::N,guerra,ож
599,Feind::N,inimigo,тушмон
600,Gewalt::N,violência,эриктэман
601,Kampf::N,luta,нюръяськон
602,Kampf::N,combate,нюръяськон
603,Bogen[Waffe]::N,arco,пукыӵ
604,Pfeil::N,seta,пукыӵ вень
605,Pfeil::N,flecha,пукыӵ вень
606,Gewehr::N,espingarda,пыӵал
607,Fehler::N,erro,янгыш
608,Fehler::N,falha,янгыш
609,Lüge::N,mentira,пӧян
610,Lüge::N,mentira,алдан
611,Lüge::N,mentira,ӧрекчан
612,Schaden::N,dano,изъян
613,Schaden::N,estrago,изъян
614,Unglück::N,desgraça,куректон
615,Unglück::N,desgraça,шудтэме усён
616,Schuld::N,culpa,янгыш
617,Alter::N,idade,арлыд
618,Schluss::N,fim,пум
619,Zeit::N,tempo,дыр
620,Tag::N,dia,нунал
621,Morgen::N,manhã,ӵукна
622,Mittag::N,meio-dia,лымшор
623,Abend::N,noite,ӝыт
624,Abend::N,noite,акшан
625,Abend::N,tardinha,ӝыт
626,Abend::N,tardinha,акшан
627,Nacht::N,noite,уй
628,Woche::N,semana,арня
629,Monat::N,mês,толэзь
630,Jahr::N,ano,ар
631,Frühling::N,primavera,тулыс
632,Sommer::N,verão,гужем
633,Herbst::N,outono,сӥзьыл
634,Winter::N,inverno,тол
635,Januar::N,Janeiro,выльартолэзь
636,Februar::N,Fevereiro,тулыспал
637,März::N,Março,южтолэзь
638,April::N,Abril,оштолэзь
639,Mai::N,Maio,куартолэзь
640,Juni::N,Junho,вожотолэзь
641,Juli::N,Julho,пӧсьтолэзь
642,August::N,Agosto,гудырикошкон
643,September::N,Setembro,куарусён
644,Oktober::N,Outubro,выльӝуктолэзь
645,November::N,Novembro,шуркынмон
646,Dezember::N,Dezembro,толсур
647,Montag::N,segunda-feira,вордӥськон
648,Dienstag::N,terça-feira,вторник
649,Mittwoch::N,quarta-feira,вирнунал
650,Donnerstag::N,quinta-feira,покчиарня
651,Freitag::N,sexta-feira,удмуртарня
652,Samstag::N,sábado,кӧснунал
653,Sonntag::N,domingo,арня
654,groß::A,grande,бадӟым
655,klein::A,pequeno,пичи
656,lang::A,comprido,кузь
657,kurz::A,curto,вакчи
658,breit::A,largo,паськыт
659,schmal::A,estreito,сюлэг
660,dicht::A,denso,ӵем
661,dick[Gegenstand]::A,grosso,зӧк
662,dünn::A,delgado,векчи
663,fein::A,fino,векчи
664,fein::A,subtil,векчи
665,fest::A,firme,юн
666,fest::A,firme,чурыт
667,fest::A,sólido,юн
668,fest::A,sólido,чурыт
669,flach::A,plano,ӵошкыт
670,glatt::A,liso,гылыт
671,glatt::A,liso,вольыт
672,hart::A,duro,чурыт
673,weich::A,mole,небыт
674,rund::A,redondo,котырес
675,spitz::A,agudo,йылсо
676,scharf::A,afiado,лэчыт
677,stumpf::A,rombo,ныж
678,schwer::A,pesado,секыт
679,schön::A,belo,чебер
680,schön::A,bonito,чебер
681,heiß::A,quente,пӧсь
682,warm::A,quente,шуныт
683,kalt::A,frio,кезьыт
684,kühl::A,fresco,юзмыт
685,kühl::A,fresco,салкым
686,frisch::A,fresco,выль
687,feucht::A,húmido,мускыт
688,nass::A,molhado,котмем
689,trocken::A,seco,кӧс
690,voll::A,cheio,тыр
691,leer::A,vazio,буш
692,leer::A,vazio,тырттэм
693,offen::A,aberto,усьтэм
694,geschlossen::A,fechado,ӵогам
695,geschlossen::A,fechado,пунням
696,sauber::A,limpo,ӝикыт
697,sauber::A,limpo,чылкыт
698,schmutzig::A,sujo,нӧд
699,roh::A,cru,ыль
700,reif::A,maduro,вуэм
701,lecker::A,delicioso,ческыт
702,süß::A,doce,ческыт
703,bitter::A,amargo,курыт
704,sauer::A,azedo,чырс
705,hell::A,claro,югыт
706,dunkel::A,escuro,пеймыт
707,dunkel::A,sombrio,пеймыт
708,schwarz::A,preto,сьӧд
709,weiß::A,branco,тӧдьы
710,rot::A,vermelho,горд
711,gelb::A,amarelo,ӵуж
712,blau::A,azul,лыз
713,grün::A,verde,вож
714,grau::A,cinzento,пурысь
715,bunt::A,colorido,куӵо
716,billig::A,barato,дунтэм
717,teuer::A,caro,дуно
718,wertvoll::A,valioso,дуно
719,wertvoll::A,precioso,дуно
720,blind::A,cego,сукыр
721,blind::A,cego,синтэм
722,taub::A,surdo,пельтэм
723,kräftig::A,forte,кужмо
724,kräftig::A,poderoso,кужмо
725,stark::A,forte,юн
726,stark::A,forte,кужмо
727,stark::A,robusto,юн
728,stark::A,robusto,кужмо
729,schwach::A,débil,ляб
730,schwach::A,débil,начар
731,fett::A,gordo,кӧй
732,schlank::A,esbelto,веськыт
733,schlank::A,esbelto,веськрес
734,hübsch::A,giro,чебер
735,hübsch::A,giro,синмаськымон
736,hübsch::A,bonito,чебер
737,hübsch::A,bonito,синмаськымон
738,böse::A,mau,лек
739,dumm::A,parvo,шузи
740,dumm::A,parvo,визьтэм
741,dumm::A,estúpido,шузи
742,dumm::A,estúpido,визьтэм
743,faul::A,preguiçoso,азьтэм
744,fleißig::A,aplicado,сюлмо
745,fleißig::A,diligente,сюлмо
746,geizig::A,avarento,сук
747,klug::A,prudente,визьмо
748,klug::A,inteligente,визьмо
749,geschickt::A,hábil,усто
750,geschickt::A,hábil,быгатӥсь
751,lieb::A,caro,мусо
752,lieb::A,querido,мусо
753,lustig::A,alegre,шулдыр
754,sanft::A,suave,мусо
755,sanft::A,suave,эрке
756,sanft::A,brando,мусо
757,sanft::A,brando,эрке
758,hungrig::A,faminto,сютэм
759,krank::A,doente,висись
760,krank::A,enfermo,висись
761,nackt::A,nu,гольык
762,nackt::A,despido,гольык
763,traurig::A,triste,мӧзмыт
764,lebendig::A,vivo,улэп
765,gut::A,bom,ӟеч
766,gut::A,bom,умой
767,schlecht::A,mau,урод
768,schlecht::A,mau,алама
769,schlecht::A,ruim,урод
770,schlecht::A,ruim,алама
771,richtig::A,justo,шонер
772,richtig::A,correcto,шонер
773,schlimm::A,mau,алама
774,schlimm::A,grave,алама
775,wahr::A,verdadeiro,зэмос
776,alt::A,velho,вуж
777,alt::A,antigo,вуж
778,neu::A,novo,выль
779,ehemalig::A,antigo,азьвылэз
780,alt[Lebewesen]::A,velho,пересь
781,jung::A,jovem,егит
782,jung::A,jovem,пинал
783,arm::A,pobre,начар
784,arm::A,pobre,куанер
785,reich::A,rico,узыр
786,bekannt::A,conhecido,тодмо
787,berühmt::A,famoso,дано
788,berühmt::A,célebre,дано
789,fremd::A,alheio,ят
790,fremd::A,estranho,ят
791,verschieden::A,diverso,пӧртэм
792,verschieden::A,diferente,пӧртэм
793,nah::A,próximo,матысь
794,fern::A,remoto,кыдёкысь
795,fern::A,distante,кыдёкысь
796,linker::A,esquerdo,паллян
797,rechter::A,direito,бур
798,rechter::A,direito,бурпал
799,anderer::A,outro,мукет
800,erster::A,primeiro,нырысетӥез
801,zweiter::A,segundo,кыктэтӥез
802,dritter::A,terceiro,кунньметӥез
803,letzter::A,final,берло
804,letzter::A,final,берпум
805,letzter::A,último,берло
806,letzter::A,último,берпум
807,allein::ADV,só,огназ
808,auf einmal::ADV,de vez,огдыре
809,zusammen::ADV,juntos,ӵош
810,zusammen::ADV,juntos,валче
811,lange::ADV,muito tempo,кема
812,plötzlich::ADV,de repente,мапламтэ шорысь
813,sofort::ADV,imediatamente,али ик
814,später::ADV,mais tarde,бергес
815,später::ADV,mais tarde,берлогес
816,jetzt::ADV,agora,али
817,jetzt::ADV,agora,табере
818,heute::ADV,hoje,туннэ
819,morgen::ADV,amanhã,ӵуказе
820,bald::ADV,logo,ӝоген
821,bald::ADV,breve,ӝоген
822,dann::ADV,então,берло
