,Concept_ID,xal,hr
127,Fluss::N,һол,rijeka
128,Ufer::N,көвә,obala
129,Küste::N,көвә,obala
130,Küste::N,көвә,morska obala
131,Küste::N,теңгсин көвә,obala
132,Küste::N,теңгсин көвә,morska obala
133,Festland::N,хүүрә һазр,kopno
134,Meer::N,теңгс,more
135,Bucht::N,цекә,zaliv
136,Bucht::N,теңгсин цекә,zaliv
137,Insel::N,арл,ada
138,Insel::N,арл,otok
139,Blume::N,цецг,cvijet
140,Gras::N,ноһан,trava
141,Wurzel::N,уңг,korijen
142,Baum::N,модн,drvo
143,Baum::N,модн,stablo
144,Stamm::N,шилв,deblo
145,Stamm::N,шилв,stablo
146,Stamm::N,һол модн,deblo
147,Stamm::N,һол модн,stablo
148,Rinde::N,көрсн,kora
149,Ast::N,ац,grana
150,Zweig::N,ац,grana
151,Blatt::N,хамтхасн,list
152,Birke::N,хусм модн,breza
153,Kiefer[Baum]::N,шар харһа,bor
154,Weide[Baum]::N,удн,iva
155,Weide[Baum]::N,удн,vŕba
156,Tanne::N,җөөлн цаһан модн,jela
157,Horn::N,өвр,rog
158,Feder::N,өрвлг,pero
159,Fell::N,арсн,koža
160,Flügel::N,җивр,krilo
161,Klaue::N,хумсн,papak
162,Kralle::N,тавг,pandža
163,Schwanz::N,сүл,rep
164,Ei::N,өндгн,jaje
165,Nest::N,үр,gnijezdo
166,Bau::N,нүкн,jazbina
167,Tier::N,мал,životinja
168,Herde::N,сүрг мал,krdo
169,Herde::N,сүрг мал,stado
170,Kuh::N,үкр,krava
171,Bulle::N,бух,bik
172,Pferd::N,мөрн,konj
173,Schaf::N,хөн,ovca
174,Schwein::N,һаха,svinja
175,Hund::N,ноха,pas
176,Hund::N,ноха,pseto
177,Katze::N,мис,mačka
178,Bär::N,аю,medvjed
179,Eichhörnchen::N,кермн,vjeverica
180,Elch::N,хандһа,los
181,Fuchs::N,арат,lisica
182,Hase::N,туула,zec
183,Maus::N,хулһн,miš
184,Wolf::N,чон,vuk
185,Wolf::N,чон,kurjak
186,Vogel::N,шовун,ptica
187,Schwarm::N,зел,roj
188,Schwarm::N,зел,jato
189,Huhn::N,така,kokoš
190,Hahn::N,эр така,kokot
191,Hahn::N,эр така,pijevac
192,Gans::N,һалун,guska
193,Adler::N,һәрд,orao
194,Ente::N,нуһсн,patka
195,Eule::N,һурвлһ,sova
196,Kranich::N,тоһрун,ždral
197,Krähe::N,шаазһа,vrana
198,Kuckuck::N,эргин хуцдг,kukavica
199,Schwan::N,хун,labud
200,Fisch::N,заһсн,riba
201,Barsch::N,шүрг,grgeč
202,Hecht::N,цурх,štuka
203,Schlange[Tier]::N,моһа,guja
204,Schlange[Tier]::N,моһа,zmija
205,Wurm::N,өтн,crv
206,Spinne::N,аралҗн,pauk
207,Ameise::N,шорһлҗн,mrav
208,Laus::N,бөөсн,uš
209,Mücke::N,бөкүн,komarac
210,Fliege::N,батхн,muha
211,Schmetterling::N,эрвәкә,leptir
212,Beere::N,бөөлҗрһн,boba
213,Beere::N,бөөлҗрһн,bobica
214,Apfel::N,альмн,jabuka
215,Pilz::N,теңгрин ки,pečurka
216,Zwiebel::N,мәңгрснә толһа,luk
217,Zwiebel::N,мәңгрснә толһа,kapula
218,Saat::N,буудян экн,sjemenje
219,Korn::N,экн,zrno
220,Heu::N,өвсн,sijeno
221,Schale::N,хальсн,kora
222,Schale::N,хальсн,ljuska
223,Grube::N,нүкн,jama
224,Falle::N,урх,zamka
225,Falle::N,урх,klopka
226,Falle::N,хавх,zamka
227,Falle::N,хавх,klopka
228,Schlinge::N,бүтү,uzao
229,Schlinge::N,бүтү,petlja
230,Spur::N,мөр,trag
231,Spur::N,мөр,slijed
232,Asche::N,үмсн,pepeo
233,Dreck::N,бальчг,blato
234,Eisen::N,төмр,željezo
235,Gold::N,алтн,zlato
236,Silber::N,мөңгн,srebro
237,Silber::N,цаһан мөңгн,srebro
238,Kohle::N,нүүрсн,ugalj
239,Kohle::N,нүүрсн,ugljen
240,Glas::N,шил,staklo
241,Lehm::N,шавр,glina
242,Lehm::N,шавр,ilovača
243,Sand::N,элсн,pijesak
244,Mensch::N,күн,čovjek
245,Mensch::N,күмн,čovjek
246,Mann::N,эр,muškarac
247,Frau::N,күүкд күн,žena
248,Kind::N,үрн,čedo
249,Kind::N,үрн,dijete
250,Junge::N,көвүн,momče
251,Junge::N,көвүн,dječak
252,Mädchen::N,бичкн күүкн,djevojka
253,Mädchen::N,бичкн күүкн,djevojčica
254,Familie::N,бүл,obitelj
255,Familie::N,бүл,porodica
256,Großvater::N,өвк эцк,djed
257,Großvater::N,наһц эцк,djed
258,Großmutter::N,эмг эк,baka
259,Großmutter::N,наһц эк,baka
260,Eltern::N,эк эцк хойр,roditelji
261,Vater::N,эцк,otac
262,Mutter::N,эк,majka
263,Sohn::N,көвүн,sin
264,Tochter::N,күүкн,kći
265,Tochter::N,күүкн,kćerka
266,Bruder::N,дү көвүн,brat
267,Schwester::N,эгч,sestra
268,Schwester::N,дү күүкн,sestra
269,Onkel::N,авһ,čika
270,Onkel::N,авһ,ujak
271,Onkel::N,наһцх,čika
272,Onkel::N,наһцх,ujak
273,Tante::N,наһц эгч,ujna
274,Tante::N,наһц эгч,tetka
275,Ehemann::N,залу,muž
276,Ehemann::N,залу,suprug
277,Ehefrau::N,гергн,žena
278,Ehefrau::N,гергн,supruga
279,Freude::N,байр,radost
280,Gelächter::N,инәдн,grohot
281,Glück::N,җирһл,sreća
282,Glück::N,сәәхн җирһл,sreća
283,Kummer::N,зовлң,jad
284,Kummer::N,зовлң,briga
285,Wunsch::N,дурн,želja
286,Lust::N,җилвтлһн,volja
287,Geist::N,зөрг,duh
288,Gedanke::N,ухан,misao
289,Gedächtnis::N,чееҗин тодлвр,pamćenje
290,Verstand::N,ухан,um
291,Verstand::N,ухан,razum
292,Sinn::N,учр-утх,smisao
293,Sinn::N,учр-утх,značenje
294,Grund::N,учр,razlog
295,Grund::N,шалтан,razlog
296,Wahrheit::N,үнн,istina
297,Gespräch::N,күүндвүр,razgovor
298,Märchen::N,тууль,bajka
299,Erzählung::N,келвр,priča
300,Erzählung::N,келвр,pripovijest
301,Nachricht::N,медүллһн,vijest
302,Neuigkeit::N,зәңг,novost
303,Name::N,нерн,ime
304,Rätsel::N,тәәлвртә тууль,zagonetka
305,Rede::N,келлһн,govor
306,Rede::N,келлһн,besjeda
307,Sprache::N,келн,jezik
308,Stimme::N,дун,glas
309,Wort::N,үг,riječ
310,Zeichen::N,темдг,znak
311,Ruf::N,дуудлһн,povik
312,Ruf::N,дуудлһн,poklik
313,Lärm::N,шууган,buka
314,Lärm::N,шууган,galama
315,Laut::N,ә,zvuk
316,Ton::N,дун,ton
317,Lied::N,дун,pjesma
318,Ruhe::N,амулң,tišina
319,Ruhe::N,амулң,počinak
320,Leute::N,әмтн,ljudi
321,Volk::N,улс,puk
322,Volk::N,улс,narod
323,Arbeit::N,көдлмш,rad
324,Arbeit::N,көдлмш,posao
325,Gast::N,гиич,gost
326,Geschenk::N,белг,dar
327,Geschenk::N,белг,poklon
328,Spiel::N,наадн,igra
329,Gesellschaft::N,олн,društvo
330,Gesellschaft::N,олн,kompanija
331,Hilfe::N,нөкд,pomoć
332,Freund::N,иньг,prijatelj
333,Kamerad::N,үр,drug
334,Kamerad::N,үр,drugar
335,Angelegenheit::N,керг,posao
336,Anzahl::N,то,broj
337,Anzahl::N,то,brojnost
338,Art::N,зүүл,vid
339,Art::N,зүүл,vrst
340,Stück::N,хусг,komad
341,Teil::N,хүв,dio
342,Hälfte::N,өрәл,polovina
343,Kreis::N,төгрг,krug
344,Kreuz::N,кирс,križ
345,Linie::N,зурасн,crta
346,Strich::N,татасн,crta
347,Abstand::N,зә,razmak
348,Abstand::N,зә,odstojanje
349,Entfernung::N,һазр,udaljenost
350,Gegend::N,һазр,kraj
351,Gegend::N,һазр,predeo
352,Platz::N,зә,mjesto
353,Ort::N,бәәрн,mjesto
354,Seite::N,тал,bok
355,Seite::N,тал,strana
356,Seite::N,хаҗу,bok
357,Seite::N,хаҗу,strana
358,Seite::N,хәврһ,bok
359,Seite::N,хәврһ,strana
360,Mitte::N,дунд,sredina
361,Gegenstand::N,юмн,predmet
362,Sache::N,юмн,posao
363,Rand::N,зах,rub
364,Rand::N,зах,kraj
365,Kante::N,ирмәг,brid
366,Kante::N,ирмәг,ivica
367,Ecke::N,өнцг,ugao
368,Spitze::N,үзүр,vrh
369,Spitze::N,үзүр,šiljak
370,Ende::N,үзүр,konac
371,Loch::N,хаһрха,rupa
372,Winkel::N,булң,kut
373,Winkel::N,булң,ugao
374,Muster::N,намч,uzor
375,Größe::N,кемҗән,veličina
376,Länge::N,ут,duljina
377,Höhe::N,өндр,visina
378,Gewicht::N,күнд,težina
379,Gewicht::N,чиңнүр,težina
380,Menge::N,ик,mnoštvo
381,Menge::N,ик,količina
382,Haufen::N,ова,hrpa
383,Haufen::N,ова,gomila
384,Reihe::N,зерг,red
385,Reihe::N,зерглән,red
386,Boot::N,оңһц,čun
387,Boot::N,оңһц,čamac
388,Ruder::N,хәәв,veslo
389,Schlitten::N,цан,saone
390,Ski::N,лыҗ,ski
391,Ski::N,лыҗ,smučka
392,Lagerfeuer::N,костёр,logorska vatra
393,Last::N,күнд,tovar
394,Gang::N,йовлһн,hod
395,Schritt::N,ишкм,korak
396,Norden::N,ар үзг,sjever
397,Süden::N,өмн,jug
398,Süden::N,өмн үзг,jug
399,Westen::N,барун,zapad
400,Westen::N,барун үзг,zapad
401,Osten::N,зүн,istok
402,Osten::N,зүн үзг,istok
403,Holz::N,модн,drvo
404,Brett::N,харһа,daska
405,Platte::N,хавтха чолун,ploča
406,Stütze::N,тулг,potpora
407,Stange::N,уньн,motka
408,Stock::N,модн,štap
409,Stock::N,модн,palica
410,Stab::N,шуург,štap
411,Stab::N,шуург,šipka
412,Rohr::N,турва,cijev
413,Haus::N,гер,kuća
414,Heim::N,гер-бул,dom
415,Ofen::N,беш,peć
416,Fußboden::N,девскр,pod
417,Tisch::N,ширә,stol
418,Tisch::N,ширә,trpeza
419,Stuhl::N,стул,stolac
420,Stuhl::N,стул,stolica
421,Wiege::N,өлгә,kolijevka
422,Wiege::N,дүүҗң,kolijevka
423,Bett::N,орн,krevet
424,Bett::N,орн,postelja
425,Bett::N,орндг,krevet
426,Bett::N,орндг,postelja
427,Regal::N,таг,polica
428,Regal::N,тәвц,polica
429,Kiste::N,яршг,sanduk
430,Fenster::N,терз,prozor
431,Tür::N,үүдн,vrata
432,Tor::N,үүдн,vrata
433,Tor::N,үүдн,kapija
434,Tor::N,өргн үүдн,vrata
435,Tor::N,өргн үүдн,kapija
436,Tor::N,хашан үүдн,vrata
437,Tor::N,хашан үүдн,kapija
438,Zaun::N,хаша,plot
439,Zaun::N,хаша,ograda
440,Dach::N,деевр,krov
441,Leiter::N,шат,ljestve
442,Leiter::N,шат,ljestvice
443,Leiter::N,давшур,ljestve
444,Leiter::N,давшур,ljestvice
445,Besen::N,сәвүр,metla
446,Spaten::N,күрз,ašov
447,Schaufel::N,совг,lopata
448,Gabel::N,серә,viljuška
449,Löffel::N,ухр,žlica
450,Messer::N,утх,nož
451,Nagel::N,хадасн,čavao
452,Netz::N,гөлм,mreža
453,Haken::N,дегә,kuka
454,Griff::N,иш,držak
455,Griff::N,иш,ručica
456,Griff::N,бәрүл,držak
457,Griff::N,бәрүл,ručica
458,Schloss::N,оньс,brava
459,Bild::N,зург,slika
460,Figur::N,фигур,figura
461,Puppe::N,наадһа,lutka
462,Beutel::N,мишг,kesa
463,Bündel::N,багла,snop
464,Bündel::N,багла,svežanj
465,Bündel::N,боодһа,snop
466,Bündel::N,боодһа,svežanj
467,Tasche::N,сумк,torba
468,Tasche::N,сумк,taška
469,Eimer::N,суулһ,kabao
470,Deckel::N,бүркәсн,poklopac
471,Geschirr::N,сав,suđe
472,Geschirr::N,сав,posuđe
473,Geschirr::N,сав-сарх,suđe
474,Geschirr::N,сав-сарх,posuđe
475,Sack::N,мишг,džak
476,Sack::N,мишг,vreća
477,Tasse::N,ааһ,šalica
478,Topf::N,кастрюль,lonac
479,Kessel::N,хәәсн,kazan
480,Essen::N,зоогллһн,obrok
481,Nahrung::N,теҗәл,hrana
482,Speise::N,хот,jelo
483,Fleisch::N,махн,meso
484,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,žito
485,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,žitarice
486,Brei::N,хаш,kaša
487,Brot::N,өдмг,kruh
488,Scheibe::N,зүсм,kriška
489,Fett::N,өөкн,mast
490,Fett::N,өөкн,salo
491,Butter::N,тосн,buter
492,Butter::N,тосн,maslac
493,Öl::N,тосн,ulje
494,Salz::N,давсн,sol
495,Suppe::N,шөлн,supa
496,Honig::N,бал,med
497,Milch::N,үсн,mlijeko
498,Tee::N,цә,čaj
499,Leder::N,арсн,koža
500,Wolle::N,утцн,vuna
501,Wolle::N,эд,vuna
502,Stoff::N,эд,štof
503,Stoff::N,эд,tkanina
504,Nadel::N,зүн,igla
505,Faden::N,утцн,nit
506,Faden::N,утцн,konac
507,Knopf::N,товч,dugme
508,Knoten::N,зәңгдә,čvor
509,Knoten::N,зәңгдә,uzao
510,Farbe::N,будг,farba
511,Kleidung::N,хувцн,odjeća
512,Kleidung::N,хувц-хунр,odjeća
513,Hemd::N,киилг,košulja
514,Kragen::N,зах,ovratnik
515,Ärmel::N,ханцн,rukav
516,Hose::N,шалвур,hlače
517,Gürtel::N,бүс,pas
518,Gürtel::N,бүс,pojas
519,Mütze::N,махла,kapa
520,Schuh::N,башмгуд,cipela
521,Stiefel::N,һосн,čizma
522,Ring::N,билцг,prsten
523,Band::N,лент,vrpca
524,Kamm::N,сам,češalj
525,Spiegel::N,толь,zrcalo
526,Spiegel::N,толь,ogledalo
527,Riemen::N,бүс,kaiš
528,Riemen::N,бүс,remen
529,Schnur::N,деесн,vrpca
530,Leine::N,бурнтг,uzica
531,Leine::N,нохан көтлвр,uzica
532,Decke::N,көнҗл,ćebe
533,Decke::N,көнҗл,pokrivač
534,Kissen::N,дер,jastuk
535,Tuch::N,альчур,rubac
536,Tuch::N,альчур,marama
537,Handtuch::N,полотенц,ručnik
538,Handtuch::N,һар-нүүрин альчур,ručnik
539,Kraft::N,күчн,snaga
540,Stärke::N,чидл,jakost
541,Gesundheit::N,эрүл-менд,zdravlje
542,Krankheit::N,өвчн,bolest
543,Schmerz::N,өвдлһн,bol
544,Wunde::N,шав,rana
545,Fieber::N,безг,groznica
546,Arznei::N,эм,lijek
547,Brücke::N,тагт,most
548,Brücke::N,тагт,ćuprija
549,Brunnen::N,худг,bunar
550,Brunnen::N,худг,zdenac
551,Weide::N,малын идг,paša
552,Weide::N,малын идг,pašnjak
553,Pfad::N,цувг,staza
554,Weg::N,хаалһ,put
555,Straße::N,зам,drum
556,Straße::N,зам,cesta
557,Dorf::N,хотн,selo
558,Stadt::N,балһсн,grad
559,Stadt::N,балһсн,varoš
560,Brief::N,бичг,list
561,Brief::N,бичг,pismo
562,Buch::N,дегтр,knjiga
563,Buchstabe::N,үзг,slovo
564,Zeitung::N,газет,novine
565,Leben::N,җирһл,život
566,Tod::N,үкл,smrt
567,Tod::N,өңгрлһн,smrt
568,Grab::N,оршалһна нүкн,raka
569,Kirche::N,чонҗ,crkva
570,Sünde::N,нүл,grijeh
571,Sünde::N,килнц,grijeh
572,Gott::N,бурхн,bog
573,Arbeiter::N,көдлмшч,radnik
574,Chef::N,толһач,šef
575,Meister::N,урн,majstor
576,Arzt::N,эмч,liječnik
577,Lehrer::N,багш,učitelj
578,Geld::N,мөңгн,novac
579,Geschäft::N,көдлмш,posao
580,Geschäft::N,көдлмш,trgovina
581,Laden::N,лавк,dućan
582,Preis::N,үн,cijena
583,Ware::N,эд-тавр,roba
584,Nutzen::N,олз,korist
585,Reichtum::N,зөөр,bogatstvo
586,Welt::N,орчлң,svijet
587,Welt::N,делкә,svijet
588,Land::N,орн-нутг,zemlja
589,Staat::N,государств,država
590,König::N,хан,kralj
591,Macht::N,йосн,moć
592,Macht::N,йосн,vlast
593,Grenze::N,меҗә,granica
594,Krieg::N,дән,rat
595,Feind::N,дәәсн,neprijatelj
596,Gewalt::N,күч һарһлһн,sila
597,Gewalt::N,күч һарһлһн,nasilje
598,Kampf::N,ноолдан,boj
599,Kampf::N,ноолдан,borba
600,Kampf::N,бәрлдлһн,boj
601,Kampf::N,бәрлдлһн,borba
602,Bogen[Waffe]::N,саадг,luk
603,Pfeil::N,сумн,strijela
604,Gewehr::N,бу,puška
605,Fehler::N,алдг,pogreška
606,Fehler::N,алдг,griješka
607,Lüge::N,худл,laž
608,Schaden::N,хорлт,šteta
609,Unglück::N,гүрм,nesreća
610,Schuld::N,гем,krivnja
611,Schuld::N,буру,krivnja
612,Alter::N,насн,dob
613,Schluss::N,чилгч,kraj
614,Schluss::N,чилгч,konac
615,Zeit::N,цаг,doba
616,Zeit::N,цаг,vrijeme
617,Tag::N,өдр,dan
618,Morgen::N,өрүн,jutro
619,Mittag::N,үд,podne
620,Abend::N,асхн,veče
621,Abend::N,асхн,večer
622,Nacht::N,сө,noć
623,Woche::N,долан хонг,sedmica
624,Monat::N,сар,mjesec
625,Jahr::N,җил,godina
626,Frühling::N,хавр,proljeće
627,Sommer::N,зун,ljeto
628,Herbst::N,намр,jesen
629,Winter::N,үвл,zima
630,Januar::N,январь,januar
631,Januar::N,январь,siječanj
632,Februar::N,февраль,veljača
633,Februar::N,февраль,februar
634,März::N,март,mart
635,März::N,март,ožujak
636,März::N,моһа сар,mart
637,März::N,моһа сар,ožujak
638,April::N,апрель,april
639,April::N,апрель,travanj
640,Mai::N,май,maj
641,Mai::N,май,svibanj
642,Juni::N,июнь,juni
643,Juni::N,июнь,lipanj
644,Juni::N,мөчн сар,juni
645,Juni::N,мөчн сар,lipanj
646,Juli::N,июль,juli
647,Juli::N,июль,srpanj
648,August::N,август,august
649,August::N,август,kolovoz
650,September::N,һаха сар,rujan
651,September::N,һаха сар,septembar
652,Oktober::N,октябрь,oktobar
653,Oktober::N,октябрь,listopad
654,November::N,ноябрь,studeni
655,November::N,ноябрь,novembar
656,November::N,үкр сар,studeni
657,November::N,үкр сар,novembar
658,Dezember::N,бар сар,prosinac
659,Montag::N,понедельник,ponedjeljak
660,Montag::N,понедельник,ponedjeljnik
661,Dienstag::N,вторник,utorak
662,Dienstag::N,вторник,utornik
663,Mittwoch::N,среда,srijeda
664,Mittwoch::N,үлмҗ өдр,srijeda
665,Donnerstag::N,четверг,četvrtak
666,Donnerstag::N,пүрвә өдр,četvrtak
667,Freitag::N,пятниц,petak
668,Samstag::N,суббот,subota
669,Sonntag::N,нарн өдр,nedjelja
670,Sonntag::N,воскресень,nedjelja
671,groß::A,ик,velik
672,klein::A,бичкн,mali
673,klein::A,бичкн,malen
674,lang::A,ут,dug
675,lang::A,ут,dugačak
676,kurz::A,оһтр,kratak
677,breit::A,өргн,širok
678,schmal::A,уутьхн,uski
679,schmal::A,уутьхн,uzak
680,dicht::A,нигт,gust
681,dick[Gegenstand]::A,зузан,debeo
682,dünn::A,нимгн,tanak
683,fein::A,нәрхн,fin
684,fein::A,нәрхн,tanak
685,fest::A,бат,čvrst
686,flach::A,хавтха,ravan
687,flach::A,хавтха,plosnat
688,glatt::A,тегш,gladak
689,glatt::A,тиньгр,gladak
690,hart::A,хату,tvrd
691,weich::A,җөөлн,mek
692,weich::A,җөөлн,mekan
693,weich::A,җөөлкн,mek
694,weich::A,җөөлкн,mekan
695,rund::A,төгрг,okrugao
696,spitz::A,шовһр,oštar
697,spitz::A,шовһр,šiljast
698,scharf::A,хурц,oštar
699,scharf::A,хурц,bridak
700,stumpf::A,мука,tup
701,schwer::A,күнд,težak
702,schön::A,сәәхн,krasan
703,heiß::A,халун,vruć
704,warm::A,дулан,topao
705,kalt::A,киитн,hladan
706,kühl::A,серүн,hladan
707,frisch::A,серүн,svjež
708,feucht::A,чиигтә,vlažan
709,nass::A,чиигтә,mokar
710,trocken::A,хагсу,suh
711,voll::A,дүүрң,pun
712,leer::A,сул,prazan
713,leer::A,хоосн,prazan
714,offen::A,секәтә,otvoren
715,geschlossen::A,хаалһата,zatvoren
716,sauber::A,цевр,čist
717,schmutzig::A,киртә,nečist
718,schmutzig::A,киртә,blatan
719,roh::A,түүкә,sirov
720,reif::A,болсн,zreo
721,lecker::A,әмтәхн,tečan
722,lecker::A,әмтәхн,ukusan
723,süß::A,әмтәхн,sladak
724,bitter::A,һашун,gorak
725,bitter::A,һашута,gorak
726,sauer::A,ишклң,kiseo
727,hell::A,герлтә,vedar
728,hell::A,герлтә,svijetao
729,dunkel::A,харңһу,taman
730,schwarz::A,хар,crn
731,weiß::A,цаһан,bio
732,weiß::A,цаһан,bijel
733,rot::A,улан,crven
734,gelb::A,шар,žut
735,blau::A,көк,plav
736,blau::A,көк,modar
737,grün::A,көк,zelen
738,grau::A,бор,siv
739,bunt::A,алг,šaren
740,bunt::A,эрәтә,šaren
741,billig::A,кимд,jeftin
742,teuer::A,үнтә,skup
743,wertvoll::A,үнтә,vrijedan
744,wertvoll::A,үнтә,dragocjen
745,wertvoll::A,эрднь,vrijedan
746,wertvoll::A,эрднь,dragocjen
747,blind::A,сохр,slijep
748,taub::A,дүлә,gluh
749,kräftig::A,күчтә,snažan
750,stark::A,чаңһ,jak
751,stark::A,чаңһ,snažan
752,schwach::A,күчн тату,slab
753,fett::A,тарһн,pretio
754,schlank::A,эццн,vitak
755,hübsch::A,көркхн,zgodan
756,böse::A,уурта,zao
757,böse::A,уурта,opak
758,dumm::A,тенг,glup
759,faul::A,залху,lijen
760,fleißig::A,кинән,radin
761,fleißig::A,кинән,marljiv
762,fleißig::A,кинмһә,radin
763,fleißig::A,кинмһә,marljiv
764,geizig::A,ховдг,škrt
765,klug::A,ухата,razborit
766,geschickt::A,чадмг,vješt
767,lieb::A,эңкр,drag
768,lustig::A,сергмҗтә,veseo
769,lustig::A,җирһлтә,veseo
770,sanft::A,номһн,blag
771,hungrig::A,өлн,gladan
772,hungrig::A,харһнсн,gladan
773,krank::A,өвчтә,bolestan
774,krank::A,шалтгта,bolestan
775,nackt::A,нүцкн,nag
776,traurig::A,һундлта,tužan
777,traurig::A,һундлта,žalostan
778,lebendig::A,әмд,živ
779,gut::A,сән,dobar
780,schlecht::A,му,loš
781,schlecht::A,му,rđav
782,richtig::A,зөвтә,tačan
783,richtig::A,зөвтә,ispravan
784,schlimm::A,җигшүртә,zao
785,schlimm::A,җигшүртә,zločest
786,wahr::A,үнн,istinit
787,wahr::A,мөн,istinit
788,alt::A,хуучн,star
789,neu::A,шин,nov
790,ehemalig::A,хуучн,bivši
791,alt[Lebewesen]::A,көгшн,star
792,jung::A,баһ,mlad
793,arm::A,угатя,ubog
794,arm::A,угатя,siromašan
795,reich::A,байн,bogat
796,bekannt::A,таньл,poznat
797,bekannt::A,таньдг,poznat
798,berühmt::A,туурсн,čuven
799,berühmt::A,туурсн,slavan
800,fremd::A,күүнә,tuđ
801,fremd::A,күүнә,stran
802,verschieden::A,әдл биш,razan
803,verschieden::A,әдл биш,različan
804,verschieden::A,йилһәтә,razan
805,verschieden::A,йилһәтә,različan
806,nah::A,өөрхн,blizak
807,fern::A,хол,dalek
808,fern::A,хол,daljnji
809,linker::A,зүн,lijevi
