,Concept_ID,sv,tt
92,Frost::N,frost,салкын
93,Kälte::N,köld,суык
94,Kälte::N,köld,салкын
95,Hitze::N,hetta,эсселек
96,Raureif::N,rimfrost,бәс
97,Raureif::N,rimfrost,сыкы
98,Regenbogen::N,regnbåge,салават күпере
99,Donner::N,åska,күкрәү
100,Donner::N,dunder,күкрәү
101,Strömung::N,strömning,агыш'агым
102,Tropfen::N,dropper,тамчы
103,Schaum::N,skum,күбек
104,Schmutz::N,lort,пычрак
105,Schmutz::N,smuts,пычрак
106,See::N,sjö,күл
107,Sumpf::N,träsk,саз
108,Moor::N,myr,торфлык
109,Moor::N,mosse,торфлык
110,Wiese::N,äng,болын
111,Wald::N,skog,урман
112,Hügel::N,höjd,калку
113,Hügel::N,kulle,калку
114,Anhöhe::N,höjd,үр
115,Anhöhe::N,backe,үр
116,Berg::N,berg,тау
117,Berg::N,fjäll,тау
118,Gipfel::N,topp,оч
119,Höhle::N,håla,мәгарә
120,Höhle::N,grotta,мәгарә
121,Abhang::N,slänt,кабырга
122,Abhang::N,sluttning,кабырга
123,Quelle::N,källa,чишмә
124,Bach::N,bäck,елга
125,Fluss::N,älv,дәрья
126,Fluss::N,flod,дәрья
127,Ufer::N,strand,су кырые
128,Küste::N,kust,яр буе
129,Festland::N,fastland,коры җир
130,Meer::N,hav,диңгез
131,Bucht::N,vik,бухта
132,Bucht::N,vik,култык
133,Bucht::N,bukt,бухта
134,Bucht::N,bukt,култык
135,Insel::N,ö,атау
136,Insel::N,ö,утрау
137,Blume::N,blomma,чәчкә
138,Blume::N,blomster,чәчкә
139,Gras::N,gräs,үлән
140,Wurzel::N,rot,тамыр
141,Baum::N,träd,агач
142,Stamm::N,stam,кәүсә
143,Rinde::N,bark,кабык
144,Ast::N,gren,ботак
145,Zweig::N,kvist,ботак
146,Zweig::N,kvist,тармак
147,Blatt::N,löv,яфрак
148,Blatt::N,blad,яфрак
149,Birke::N,björk,каен
150,Kiefer[Baum]::N,tall,нарат
151,Weide[Baum]::N,pil,тал
152,Weide[Baum]::N,vide,тал
153,Tanne::N,gran,чыршы
154,Horn::N,horn,мөгез
155,Feder::N,fjäder,йон
156,Fell::N,fäll,тире
157,Fell::N,skinn,тире
158,Flügel::N,vinge,канат
159,Klaue::N,klöv,тырнак
160,Kralle::N,klo,тырнак
161,Schwanz::N,svans,койрык
162,Schwanz::N,stjärt,койрык
163,Ei::N,ägg,күкәй
164,Ei::N,ägg,йомырка
165,Nest::N,rede,оя
166,Nest::N,näste,оя
167,Bau::N,bo,өн
168,Tier::N,djur,хайван
169,Herde::N,flock,көтү
170,Kuh::N,ko,сыер
171,Bulle::N,tjur,үгез
172,Pferd::N,häst,ат
173,Schaf::N,får,сарык
174,Schwein::N,svin,дуңгыз
175,Hund::N,hund,эт
176,Katze::N,katt,песи
177,Bär::N,björn,аю
178,Eichhörnchen::N,ekorre,тиен
179,Elch::N,älg,поши
180,Fuchs::N,räv,төлке
181,Hase::N,hare,куян
182,Maus::N,mus,тычкан
183,Wolf::N,varg,бүре
184,Vogel::N,fågel,кош
185,Schwarm::N,svärm,көтү
186,Huhn::N,höns,тавык
187,Hahn::N,tupp,әтәч
188,Gans::N,gås,каз
189,Adler::N,örn,каракош
190,Ente::N,anka,үрдәк
191,Eule::N,uggla,ябалак
192,Kranich::N,trana,торна
193,Krähe::N,kråka,карга
194,Kuckuck::N,gök,күке
195,Kuckuck::N,gök,кәккүк
196,Schwan::N,svan,аккош
197,Fisch::N,fisk,балык
198,Barsch::N,abborre,алабуга
199,Hecht::N,gädda,чуртан
200,Schlange[Tier]::N,orm,елан
201,Wurm::N,mask,корт
202,Spinne::N,spindel,үрмәкүч
203,Ameise::N,myra,кырмыска
204,Laus::N,lus,бет
205,Mücke::N,mygga,черки
206,Mücke::N,mygga,озынборын
207,Fliege::N,fluga,чебен
208,Schmetterling::N,fjäril,күбәләк
209,Beere::N,bär,җиләк
210,Apfel::N,äpple,алма
211,Pilz::N,svamp,гөмбә
212,Zwiebel::N,lök,суган
213,Zwiebel::N,lök,суганбаш
214,Saat::N,sådd,орлык
215,Korn::N,korn,иген
216,Korn::N,korn,орлык
217,Heu::N,hö,печән
218,Schale::N,skal,кабык
219,Grube::N,grop,баз
220,Grube::N,grop,чокыр
221,Falle::N,fälla,тозак
222,Falle::N,fälla,капкын
223,Schlinge::N,snara,элмәк
224,Spur::N,spår,эз
225,Asche::N,aska,көл
226,Dreck::N,lort,пычрак
227,Eisen::N,järn,тимер
228,Gold::N,guld,алтын
229,Silber::N,silver,көмеш
230,Kohle::N,kol,күмер
231,Glas::N,glas,пыяла
232,Lehm::N,lera,балчык
233,Sand::N,sand,ком
234,Mensch::N,människa,адәм
235,Mensch::N,människa,инсан
236,Mann::N,man,ир
237,Frau::N,kvinna,хатын
238,Kind::N,barn,бала
239,Junge::N,pojke,малай
240,Mädchen::N,flicka,кыз
241,Familie::N,familj,гаилә
242,Großvater::N,morfar,бабай
243,Großmutter::N,farmor,әби
244,Eltern::N,föräldrar,ата-ана
245,Vater::N,far,ата
246,Mutter::N,mor,ана
247,Sohn::N,son,ул
248,Tochter::N,dotter,кыз
249,Bruder::N,bror,кардәш
250,Schwester::N,syster,апа
251,Schwester::N,syster,сеңел
252,Onkel::N,morbror,дәдә
253,Onkel::N,morbror,дәдәй
254,Tante::N,tant,түти
255,Tante::N,tant,тәтәй
256,Ehemann::N,äkta man,ир
257,Ehefrau::N,hustru,хатын
258,Freude::N,fröjd,сөенеч
259,Freude::N,glädje,сөенеч
260,Gelächter::N,åtlöje,көлү
261,Gelächter::N,åtlöje,көлеш
262,Glück::N,lycka,бәхет
263,Kummer::N,sorg,хәсрәт
264,Wunsch::N,önskan,теләк
265,Lust::N,lust,теләк
266,Lust::N,lust,теләү
267,Geist::N,ande,рух
268,Gedanke::N,tanke,уй
269,Gedanke::N,tanke,фикер
270,Gedächtnis::N,minne,хәтер
271,Verstand::N,förstånd,акыл
272,Sinn::N,mening,мәгънә
273,Sinn::N,betydelse,мәгънә
274,Grund::N,skäl,сәбәп
275,Grund::N,grund,сәбәп
276,Wahrheit::N,sanning,хак
277,Gespräch::N,samtal,әңгәмә
278,Märchen::N,saga,әкият
279,Erzählung::N,berättelse,хикәя
280,Nachricht::N,meddelande,хәбәр
281,Neuigkeit::N,nyhet,яңалык
282,Name::N,namn,исем
283,Rätsel::N,gåta,табышмак
284,Rede::N,tal,нотык
285,Sprache::N,språk,тел
286,Stimme::N,stämma,тавыш
287,Wort::N,ord,сүз
288,Zeichen::N,tecken,ишарә
289,Ruf::N,rop,дәшү
290,Lärm::N,bråk,шау
291,Lärm::N,oväsen,шау
292,Laut::N,ljud,аваз
293,Ton::N,ton,шалтырату
294,Lied::N,sång,җыр
295,Ruhe::N,ro,тынлык
296,Ruhe::N,lugn,тынлык
297,Leute::N,folk,халык
298,Volk::N,folk,халык
299,Arbeit::N,arbete,эш
300,Arbeit::N,arbete,хезмәт
301,Gast::N,gäst,кунак
302,Geschenk::N,gåva,бүләк
303,Geschenk::N,present,бүләк
304,Spiel::N,lek,уен
305,Spiel::N,spel,уен
306,Gesellschaft::N,sällskap,җәмгыять
307,Hilfe::N,hjälp,ярдәм
308,Hilfe::N,hjälp,булышлык
309,Freund::N,vän,дус
310,Kamerad::N,kamrat,иптәш
311,Angelegenheit::N,ärende,эш
312,Angelegenheit::N,angelägenhet,эш
313,Anzahl::N,antal,микъдар
314,Art::N,art,төр
315,Art::N,slag,төр
316,Stück::N,stycke,кисәк
317,Teil::N,del,өлеш
318,Hälfte::N,halva,ярым
319,Kreis::N,krets,түгәрәк
320,Kreis::N,cirkel,түгәрәк
321,Kreuz::N,kors,хач
322,Kreuz::N,kors,тәре
323,Kreuz::N,kryss,хач
324,Kreuz::N,kryss,тәре
325,Linie::N,linje,сызык
326,Strich::N,streck,сызык
327,Abstand::N,avstånd,ара
328,Entfernung::N,avstånd,ераклык
329,Gegend::N,trakt,урын
330,Platz::N,plats,бушлык
331,Ort::N,plats,урын
332,Ort::N,ställe,урын
333,Seite::N,sida,як
334,Mitte::N,mitt,урта
335,Gegenstand::N,föremål,нәрсә
336,Sache::N,sak,нәрсә
337,Rand::N,rand,чит
338,Kante::N,kant,кырый
339,Ecke::N,vrå,почмак
340,Ecke::N,hörn,почмак
341,Spitze::N,spets,оч
342,Ende::N,ända,азак
343,Loch::N,hål,тишек
344,Winkel::N,vinkel,почмак
345,Muster::N,mönster,парча
346,Größe::N,storlek,зурлык
347,Länge::N,längd,озынлык
348,Höhe::N,höjd,биеклек
349,Gewicht::N,tyngd,авырлык
350,Menge::N,mängd,микъдар
351,Haufen::N,hög,өем
352,Reihe::N,rad,рәт
353,Boot::N,båt,каек
354,Boot::N,båt,көймә
355,Ruder::N,åra,ишкәк
356,Schlitten::N,släde,чана
357,Ski::N,skida,чаңгы
358,Lagerfeuer::N,lägereld,костёр
359,Last::N,last,йөк
360,Last::N,börda,йөк
361,Gang::N,gång,йөреш
362,Schritt::N,steg,адым
363,Norden::N,norr,төньяк
364,Süden::N,söder,көньяк
365,Westen::N,väster,көнбатыш
366,Osten::N,öster,шәрык
367,Osten::N,öster,көнчыгыш
368,Holz::N,trä,агач
369,Brett::N,bräda,такта
370,Platte::N,platta,плитә
371,Stütze::N,stöd,таяу
372,Stütze::N,stötta,таяу
373,Stange::N,stång,колга
374,Stock::N,käpp,таяк
375,Stock::N,pinne,таяк
376,Stab::N,stav,таяк
377,Rohr::N,rör,торба
378,Haus::N,hus,өй
379,Haus::N,hus,йорт
380,Heim::N,hem,гаилә
381,Heim::N,hem,нәсел
382,Ofen::N,ugn,мич
383,Fußboden::N,golv,идән
384,Tisch::N,bord,өстәл
385,Stuhl::N,stol,утыргыч
386,Wiege::N,vagga,бишек
387,Bett::N,säng,ятак
388,Bett::N,säng,урын-җир
389,Regal::N,hylla,киштә
390,Regal::N,hylla,шүрлек
391,Kiste::N,låda,әрҗә
392,Fenster::N,fönster,тәрәзә
393,Tür::N,dörr,ишек
394,Tor::N,port,капка
395,Zaun::N,staket,койма
396,Zaun::N,stängsel,койма
397,Dach::N,tak,түбә
398,Leiter::N,stege,баскыч
399,Besen::N,kvast,себерке
400,Spaten::N,spade,көрәк
401,Schaufel::N,skovel,көрәк
402,Schaufel::N,skyffel,көрәк
403,Gabel::N,gaffel,чәннечке
404,Löffel::N,sked,кашык
405,Messer::N,kniv,пычак
406,Nagel::N,spik,кадак
407,Netz::N,nät,челтәр
408,Haken::N,krok,ыргак
409,Griff::N,tag,тотка
410,Griff::N,handtag,тотка
411,Schloss::N,las,йозак
412,Bild::N,bild,рәсем
413,Bild::N,bild,картина
414,Figur::N,figur,сын
415,Figur::N,figur,фигура
416,Puppe::N,docka,курчак
417,Beutel::N,påse,луза
418,Bündel::N,bunt,бәйләм
419,Bündel::N,knippa,бәйләм
420,Tasche::N,väska,букча
421,Eimer::N,hink,чиләк
422,Eimer::N,ämbar,чиләк
423,Deckel::N,lock,капкач
424,Geschirr::N,servis,савыт-саба
425,Geschirr::N,servis,кашык-аяк
426,Geschirr::N,porslin,савыт-саба
427,Geschirr::N,porslin,кашык-аяк
428,Sack::N,säck,капчык
429,Tasse::N,kopp,чынаяк
430,Topf::N,gryta,чүлмәк
431,Topf::N,kastrull,чүлмәк
432,Kessel::N,kittel,казан
433,Essen::N,mål,ашау
434,Nahrung::N,näring,азык
435,Nahrung::N,näring,тәгам
436,Nahrung::N,näring,ашамлык
437,Speise::N,maträtt,ризык
438,Fleisch::N,kött,ит
439,Getreide::N,säd,ашлык
440,Getreide::N,spannmål,ашлык
441,Brei::N,gröt,ботка
442,Brot::N,bröd,ипи
443,Brot::N,bröd,икмәк
444,Scheibe::N,skiva,телем
445,Fett::N,fett,май
446,Butter::N,smör,май
447,Öl::N,olja,май
448,Salz::N,salt,тоз
449,Suppe::N,soppa,шулпа
450,Honig::N,honung,бал
451,Milch::N,mjölk,сөт
452,Tee::N,te,чәй
453,Leder::N,läder,күн
454,Wolle::N,ull,йон
455,Wolle::N,ylle,йон
456,Stoff::N,tyg,тукыма
457,Stoff::N,stoff,тукыма
458,Nadel::N,nål,энә
459,Faden::N,tråd,җеп
460,Knopf::N,knapp,төймә
461,Knoten::N,knut,төен
462,Farbe::N,färg,буяу
463,Kleidung::N,klädsel,кием
464,Hemd::N,skjorta,күлмәк
465,Kragen::N,krage,яка
466,Ärmel::N,ärm,җиң
467,Hose::N,byxor,чалбар
468,Gürtel::N,bälte,билбау
469,Mütze::N,mössa,бүрек
470,Schuh::N,sko,башмак
471,Stiefel::N,stövel,итек
472,Ring::N,ring,балдак
473,Band::N,band,тасма
474,Kamm::N,kam,тарак
475,Spiegel::N,spegel,көзге
476,Riemen::N,rem,каеш
477,Schnur::N,snöre,бау
478,Leine::N,lina,тезген
479,Decke::N,täcke,юрган
480,Kissen::N,dyna,мендәр
481,Kissen::N,kudde,мендәр
482,Tuch::N,sjal,яулык
483,Handtuch::N,handduk,сөлгә
484,Kraft::N,kraft,егәр
485,Kraft::N,kraft,дәрман
486,Stärke::N,styrka,көч
487,Stärke::N,styrka,дәрман
488,Gesundheit::N,hälsa,саулык
489,Krankheit::N,sjukdom,чир
490,Krankheit::N,sjukdom,хаста
491,Krankheit::N,sjukdom,сырхау
492,Schmerz::N,smärta,авырту
493,Wunde::N,sår,яра
494,Wunde::N,sår,җәрәхәт
495,Fieber::N,feber,бизгәк
496,Arznei::N,medicin,дару
497,Arznei::N,läkemedel,дару
498,Brücke::N,bro,күпер
499,Brunnen::N,brunn,кое
500,Weide::N,bete,утлавык
501,Pfad::N,stig,сукмак
502,Weg::N,väg,юл
503,Straße::N,gata,урам
504,Dorf::N,by,авыл
505,Stadt::N,stad,шәһәр
506,Brief::N,brev,хат
507,Buch::N,bok,китап
508,Buchstabe::N,bokstav,хәреф
509,Zeitung::N,tidning,газет
510,Zeitung::N,tidning,газета
511,Leben::N,liv,гомер
512,Leben::N,liv,тормыш
513,Leben::N,liv,тереклек
514,Tod::N,död,үлем
515,Grab::N,grav,гүр
516,Grab::N,grav,кабер
517,Kirche::N,kyrka,чиркәү
518,Sünde::N,synd,язык
519,Sünde::N,synd,гөнаһ
520,Gott::N,gud,алла
521,Gott::N,gud,ходай
522,Arbeiter::N,arbetare,эшче
523,Chef::N,chef,башлык
524,Meister::N,mästare,оста
525,Arzt::N,läkare,врач
526,Arzt::N,läkare,табиб
527,Lehrer::N,lärare,укытучы
528,Lehrer::N,lärare,мөгаллим
529,Geld::N,pengar,акча
530,Geschäft::N,rörelse,эш
531,Laden::N,affär,кибет
532,Laden::N,affär,магазин
533,Preis::N,pris,бәя
534,Preis::N,pris,бәһа
535,Ware::N,vara,товар
536,Nutzen::N,gagn,файда
537,Nutzen::N,nytta,файда
538,Reichtum::N,rikedom,байлык
539,Welt::N,värld,дөнья
540,Land::N,land,ил
541,Staat::N,stat,дәүләт
542,König::N,kung,патша
543,König::N,konung,патша
544,Macht::N,makt,хакимият
545,Grenze::N,gräns,чик
546,Krieg::N,krig,сугыш
547,Feind::N,fiende,дошман
548,Gewalt::N,våld,көчләү
549,Kampf::N,kamp,көрәш
550,Kampf::N,strid,көрәш
551,Bogen[Waffe]::N,båge,җәя
552,Pfeil::N,pil,ук
553,Gewehr::N,gevär,мылтык
554,Fehler::N,fel,хата
555,Lüge::N,lögn,ялган
556,Schaden::N,skada,зыян
557,Schaden::N,skada,зарар
558,Unglück::N,otur,бәла
559,Unglück::N,olycka,бәла
560,Schuld::N,skuld,гаеп
561,Alter::N,ålder,яшь
562,Schluss::N,slut,ахыр
563,Zeit::N,tid,заман
564,Tag::N,dag,көн
565,Morgen::N,morgon,иртә
566,Mittag::N,middag,өйлә
567,Abend::N,kväll,кич
568,Nacht::N,natt,төн
569,Woche::N,vecka,атна
570,Monat::N,månad,ай
571,Jahr::N,år,ел
572,Frühling::N,vår,яз
573,Sommer::N,sommar,җәй
574,Herbst::N,höst,көз
575,Winter::N,vinter,кыш
576,Januar::N,januari,гыйнвар
577,Februar::N,februari,февраль
578,März::N,mars,март
579,April::N,april,апрель
580,Mai::N,maj,май
581,Juni::N,juni,июнь
582,Juli::N,juli,июль
583,August::N,augusti,август
584,September::N,september,сентябрь
585,Oktober::N,oktober,октябрь
586,November::N,november,ноябрь
587,Dezember::N,december,декабрь
588,Montag::N,måndag,дүшәмбе
589,Dienstag::N,tisdag,сишәмбе
590,Mittwoch::N,onsdag,чәршәмбе
591,Donnerstag::N,torsdag,атнакич
592,Donnerstag::N,torsdag,пәнҗешәмбе
593,Freitag::N,fredag,җомга
594,Samstag::N,lördag,шимбә
595,Sonntag::N,söndag,якшәмбе
596,groß::A,stor,зур
597,klein::A,liten,кечкенә
598,lang::A,lång,озын
599,kurz::A,kort,кыска
600,breit::A,bred,киң
601,schmal::A,smal,кысык
602,dicht::A,tät,куе
603,dick[Gegenstand]::A,tjock,калын
604,dünn::A,tunn,нечкә
605,fein::A,fin,нәзакәтле
606,fest::A,fast,нык
607,flach::A,platt,яссы
608,flach::A,platt,ялпак
609,glatt::A,glatt,шома
610,hart::A,hård,каты
611,weich::A,mjuk,йомшак
612,rund::A,rund,түгәрәк
613,spitz::A,toppig,очлы
614,spitz::A,spetsig,очлы
615,scharf::A,vass,үткен
616,scharf::A,skarp,үткен
617,stumpf::A,slö,үтмәс
618,schwer::A,tung,салмак
619,schön::A,skön,гүзәл
620,schön::A,vacker,гүзәл
621,heiß::A,het,эссе
622,warm::A,varm,җылы
623,kalt::A,kall,суык
624,kalt::A,kall,салкын
625,kühl::A,sval,салкынча
626,kühl::A,kylig,салкынча
627,frisch::A,färsk,салкынча
628,feucht::A,fuktig,юеш
629,nass::A,våt,дымлы
630,trocken::A,torr,коры
631,voll::A,full,тулы
632,leer::A,tom,буш
633,offen::A,öppen,ачык
634,geschlossen::A,stängd,йомык
635,sauber::A,ren,пакь
636,sauber::A,ren,чиста
637,schmutzig::A,snuskig,керле
638,schmutzig::A,snuskig,пычрак
639,roh::A,rå,чи
640,reif::A,mogen,өлгергән
641,lecker::A,läcker,тәмле
642,süß::A,söt,татлы
643,bitter::A,besk,ачы
644,bitter::A,bitter,ачы
645,sauer::A,sur,әче
646,hell::A,ljus,якты
647,dunkel::A,mörk,кара
648,schwarz::A,svart,кара
649,weiß::A,vit,ак
650,rot::A,röd,кызыл
651,gelb::A,gul,сары
652,blau::A,blå,күк
653,grün::A,grön,яшел
654,grau::A,grå,соры
655,bunt::A,brokig,чуар
656,billig::A,billig,арзан
657,teuer::A,dyr,хаклы
658,wertvoll::A,värdefull,кыйммәтле
659,blind::A,blind,сукыр
660,blind::A,blind,күзсез
661,taub::A,döv,чукрак
662,taub::A,döv,саңгырау
663,kräftig::A,kraftig,егәрле
664,stark::A,stark,нык
665,stark::A,stark,базык
666,schwach::A,svag,зәгыйфь
667,fett::A,fet,симез
668,schlank::A,slank,нәзек
669,hübsch::A,snygg,чибәр
670,hübsch::A,vacker,чибәр
671,böse::A,ond,усал
672,böse::A,elak,усал
673,dumm::A,dum,акылсыз
674,faul::A,lat,ялкау
675,faul::A,lat,иренчәк
676,fleißig::A,flitig,тырыш
677,fleißig::A,flitig,тырышучан
678,geizig::A,snål,саран
679,geizig::A,girig,саран
680,klug::A,klok,акыллы
681,geschickt::A,händig,маһир
682,geschickt::A,skicklig,маһир
683,lieb::A,kär,сөекле
684,lieb::A,snäll,сөекле
685,lustig::A,rolig,күңелле
686,lustig::A,lustig,күңелле
687,sanft::A,mild,басынкы
688,hungrig::A,hungrig,ач
689,krank::A,sjuk,чирле
690,krank::A,sjuk,сырхау
691,nackt::A,naken,шәрә
692,traurig::A,ledsen,ямансу
693,traurig::A,sorgsen,ямансу
694,lebendig::A,levande,тере
695,gut::A,bra,яхшы
696,schlecht::A,dålig,начар
697,richtig::A,riktig,дөрес
698,schlimm::A,illa,әшәкә
699,wahr::A,sann,чып-чын
700,alt::A,gammal,иске
701,neu::A,ny,яңа
702,ehemalig::A,forn,элекке
703,ehemalig::A,tidigare,элекке
704,alt[Lebewesen]::A,gammal,карт
705,jung::A,ung,яшь
706,arm::A,fattig,фәкыйрь
707,reich::A,rik,бай
708,bekannt::A,känd,таныш
709,berühmt::A,berömd,атаклы
710,fremd::A,främmande,ят
711,verschieden::A,åtskillig,төрле
712,nah::A,nära,якын
713,fern::A,fjärran,ерак
714,linker::A,vänster,сул
715,rechter::A,höger,уң
716,anderer::A,annan,бүтән
717,erster::A,första,беренче
718,zweiter::A,andra,икенче
719,dritter::A,tredje,өченче
720,letzter::A,sist,ахыргы
721,allein::ADV,allena,ялгыз
722,auf einmal::ADV,på en gång,бердән
723,zusammen::ADV,tillsammans,бергә
724,lange::ADV,länge,озак
725,plötzlich::ADV,plötsligt,искәрмәстән
726,sofort::ADV,strax,хәзер
727,sofort::ADV,genast,хәзер
728,später::ADV,senare,соңрак
729,jetzt::ADV,nu,хәзер
730,heute::ADV,i dag,бүген
731,morgen::ADV,i morgon,иртәгә
732,bald::ADV,snart,тиздән
733,dann::ADV,då,аннары
734,gestern::ADV,i går,кичә
735,einst::ADV,en gång,берчак
736,damals::ADV,då,ул вакытта
737,damals::ADV,då,ул чакта
738,damals::ADV,den gången,ул вакытта
739,damals::ADV,den gången,ул чакта
740,danach::ADV,därefter,да
741,vorher::ADV,före,элек
742,vorher::ADV,förut,элек
743,zuerst::ADV,först,башта
744,einmal::ADV,en gång,бер
745,einmal::ADV,en gång,бер мәртәбә
746,manchmal::ADV,ibland,кайчакта
747,oft::ADV,ofta,еш
748,immer::ADV,alltid,һәркайчан
749,niemals::ADV,aldrig,hичбер вакыт
750,hier::ADV,här,монда
751,hier::ADV,här,биредә
752,hierhin::ADV,hit,монда
753,von hier::ADV,härifrån,моннан
754,dort::ADV,där,анда
755,dorthin::ADV,dit,тегеләй
756,geradeaus::ADV,rätt fram,турыдан-туры
757,vorwärts::ADV,fram,алга
758,vorwärts::ADV,framåt,алга
759,rückwärts::ADV,baklänges,кире
760,zurück::ADV,tillbaka,кире
761,unten::ADV,nere,түбәндә
762,unten::ADV,nedanför,түбәндә
763,hinab::ADV,ned,аска
764,hinab::ADV,nedåt,аска
765,oben::ADV,ovan,өстә
766,oben::ADV,ovan,югарыда
767,oben::ADV,ovanpå,өстә
768,oben::ADV,ovanpå,югарыда
769,hinauf::ADV,upp,өскә
770,hinauf::ADV,uppåt,өскә
771,überall::ADV,överallt,hәркайда
772,nicht::ADV,ej,түгел
773,nicht::ADV,inte,түгел
774,ein wenig::ADV,litet,бераз
775,kaum::ADV,knappt,көчкә
776,kaum::ADV,knappast,көчкә
777,sehr::ADV,mycket,бик
778,so::ADV,så,алай
779,noch::ADV,än,янә
780,noch::ADV,än,тагын
781,noch::ADV,ännu,янә
782,noch::ADV,ännu,тагын
783,nur::ADV,bara,фәкать
784,nur::ADV,endast,фәкать
785,schon::ADV,redan,инде
786,wieder::ADV,åter,янә
787,wieder::ADV,åter,тагын
788,vergebens::ADV,förgäves,юкка
789,vor::PRP,utanför,алдыннан
790,hinter::PRP,bakom,арттан
791,unter::PRP,under,астында
792,durch::PRP,genom,аша
793,durch::PRP,igenom,аша
794,neben::PRP,bredvid,тирәсендә
795,neben::PRP,vid sidan av,тирәсендә
796,zwischen::PRP,mellan,арасында
797,wegen::PRP,på grund av,сәбәпле
798,dies::PRN,detta,бу
799,das::PRN,det,ул
800,alles::PRN,allt,һәммә
801,ich::PRN,jag,мин
802,du::PRN,du,син
803,er::PRN,han,ул
804,wir::PRN,vi,без
805,ihr::PRN,ni,сез
806,sie::PRN,de,ул
807,was::FPRN,vad,ни
808,was::FPRN,vad,нәрсә
809,wer::FPRN,vem,кем
810,wo::FADV,var,кайда
811,wohin::FADV,vart,кая
812,wie::FADV,hur,ничек
813,warum::FADV,varför,нигә
814,wieviel::FNUM,hur mycket,ничә
815,eins::NUM,en,бер
816,eins::NUM,ett,бер
817,zwei::NUM,två,ике
818,drei::NUM,tre,өч
819,vier::NUM,fyra,дүрт
820,fünf::NUM,fem,биш
821,sechs::NUM,sex,алты
822,sieben::NUM,sju,җиде
823,acht::NUM,åtta,сигез
824,neun::NUM,nio,тугыз
825,zehn::NUM,tio,ун
826,elf::NUM,elva,унбер
827,zwölf::NUM,tolv,унике
828,zwanzig::NUM,tjugo,егерме
829,dreißig::NUM,trettio,утыз
830,vierzig::NUM,fyrtio,кырык
831,fünfzig::NUM,femtio,илле
832,sechzig::NUM,sextio,алтмыш
833,siebzig::NUM,sjuttio,җитмеш
834,achtzig::NUM,åttio,сиксән
835,neunzig::NUM,nittio,туксан
836,hundert::NUM,hundra,йөз
837,tausend::NUM,tusen,мең
838,und::CNJ,och,вә
839,oder::CNJ,eller,яки
