,Concept_ID,te,xal
141,Bulle::N,గిత్త,бух
142,Pferd::N,గుఱ్ఱము,мөрн
143,Schaf::N,గొఱ్ఱె,хөн
144,Schwein::N,పంది,һаха
145,Hund::N,కుక్క,ноха
146,Katze::N,పిల్లి,мис
147,Bär::N,ఎలుగుబంటి,аю
148,Eichhörnchen::N,ఉడుత,кермн
149,Elch::N,కణంజు,хандһа
150,Fuchs::N,గుంటనక్క,арат
151,Hase::N,కుందేలు,туула
152,Maus::N,చిట్టెలుక,хулһн
153,Wolf::N,తోడేలు,чон
154,Vogel::N,పక్షి,шовун
155,Schwarm::N,గుంపు,зел
156,Huhn::N,కోడిపిల్ల,така
157,Hahn::N,కోడివుంజు,эр така
158,Gans::N,ఆడుబాతు,һалун
159,Adler::N,గ్రద్ద,һәрд
160,Ente::N,పాట్టిబాతు,нуһсн
161,Eule::N,గ్రుడ్లగూబ,һурвлһ
162,Kranich::N,కొంగ,тоһрун
163,Krähe::N,కాకి,шаазһа
164,Kuckuck::N,కోయల,эргин хуцдг
165,Schwan::N,హంస,хун
166,Fisch::N,చేప,заһсн
167,Barsch::N,ఒకచేఁప,шүрг
168,Hecht::N,గండుమీను,цурх
169,Schlange[Tier]::N,పాము,моһа
170,Wurm::N,పురుగు,өтн
171,Spinne::N,సాలె పురుగు,аралҗн
172,Ameise::N,చీమ,шорһлҗн
173,Laus::N,పేను,бөөсн
174,Mücke::N,చీకటీగ,бөкүн
175,Fliege::N,ఈగ,батхн
176,Schmetterling::N,సీతాకోకచిలుక,эрвәкә
177,Beere::N,కాయ,бөөлҗрһн
178,Apfel::N,ఆపిల్ పండు,альмн
179,Pilz::N,కుక్కగొడుగు,теңгрин ки
180,Zwiebel::N,నీరుల్లి,мәңгрснә толһа
181,Saat::N,విత్తనము,буудян экн
182,Korn::N,గింజ,экн
183,Heu::N,ఎండుగడ్డి,өвсн
184,Schale::N,పొట్టు,хальсн
185,Grube::N,గొయ్యి,нүкн
186,Falle::N,బోను,урх
187,Falle::N,బోను,хавх
188,Schlinge::N,ఉరి,бүтү
189,Spur::N,జాడ,мөр
190,Asche::N,బూడిద,үмсн
191,Dreck::N,ముఱికి,бальчг
192,Eisen::N,ఇనుము,төмр
193,Gold::N,బంగారము,алтн
194,Silber::N,వెండి,мөңгн
195,Silber::N,వెండి,цаһан мөңгн
196,Kohle::N,నేలబొగ్గు,нүүрсн
197,Glas::N,గాజు,шил
198,Lehm::N,బంకమన్ను,шавр
199,Sand::N,ఇసుక,элсн
200,Mensch::N,నరుడు,күн
201,Mensch::N,నరుడు,күмн
202,Mann::N,పురుమడు,эр
203,Frau::N,ఆడుది,күүкд күн
204,Kind::N,బిడ్డ,үрн
205,Junge::N,బాలుడు,көвүн
206,Mädchen::N,బాలిక,бичкн күүкн
207,Familie::N,కుటుంబము,бүл
208,Großvater::N,తాత,өвк эцк
209,Großvater::N,తాత,наһц эцк
210,Großmutter::N,అయ్యమ్మ,эмг эк
211,Großmutter::N,అయ్యమ్మ,наһц эк
212,Eltern::N,తల్లితండ్రులు,эк эцк хойр
213,Vater::N,తండ్రి,эцк
214,Mutter::N,తల్లి,эк
215,Sohn::N,కొడుకు,көвүн
216,Tochter::N,కూతురు,күүкн
217,Bruder::N,పోదరుడు,дү көвүн
218,Schwester::N,సోదరి,эгч
219,Schwester::N,సోదరి,дү күүкн
220,Onkel::N,మేనమామ,авһ
221,Onkel::N,మేనమామ,наһцх
222,Tante::N,మేనత్త,наһц эгч
223,Tante::N,పినతల్లి,наһц эгч
224,Ehemann::N,భర్త,залу
225,Ehefrau::N,భార్య,гергн
226,Freude::N,సంతోషము,байр
227,Gelächter::N,నవ్వు,инәдн
228,Glück::N,సంతోషము,җирһл
229,Glück::N,సంతోషము,сәәхн җирһл
230,Kummer::N,దుఃఖము,зовлң
231,Wunsch::N,కోరిక,дурн
232,Lust::N,కోరిక,җилвтлһн
233,Geist::N,ఆత్మ,зөрг
234,Gedanke::N,ఆలోచన,ухан
235,Gedächtnis::N,జ్ఞాపకము,чееҗин тодлвр
236,Verstand::N,మనస్సు,ухан
237,Sinn::N,అర్థము,учр-утх
238,Grund::N,కారణము,учр
239,Grund::N,కారణము,шалтан
240,Wahrheit::N,సత్యము,үнн
241,Gespräch::N,పంభాషణ,күүндвүр
242,Märchen::N,అద్భుతకథ,тууль
243,Erzählung::N,కథ,келвр
244,Nachricht::N,వార్త,медүллһн
245,Neuigkeit::N,వార్త,зәңг
246,Name::N,పేరు,нерн
247,Rätsel::N,చిక్కు,тәәлвртә тууль
248,Rede::N,ఉపన్యాసము,келлһн
249,Sprache::N,భాష,келн
250,Stimme::N,కంరథ్సని,дун
251,Wort::N,మాట,үг
252,Zeichen::N,గుర్తు,темдг
253,Ruf::N,పిలువు,дуудлһн
254,Lärm::N,సందడి,шууган
255,Laut::N,ధ్వని,ә
256,Ton::N,స్వరము,дун
257,Lied::N,పాట,дун
258,Ruhe::N,గాలిలేమి,амулң
259,Leute::N,జనులు,әмтн
260,Volk::N,జాతి,улс
261,Arbeit::N,పని,көдлмш
262,Gast::N,అతిధి,гиич
263,Geschenk::N,దానము,белг
264,Spiel::N,ఆట,наадн
265,Gesellschaft::N,జట్టు,олн
266,Hilfe::N,సాహాయ్యము,нөкд
267,Freund::N,స్నేహితుడు,иньг
268,Kamerad::N,చెలికాడు,үр
269,Angelegenheit::N,విషయము,керг
270,Anzahl::N,లెక్క,то
271,Art::N,జాతి,зүүл
272,Stück::N,తునుక,хусг
273,Teil::N,భాగము,хүв
274,Hälfte::N,సగము,өрәл
275,Kreis::N,వృత్తము,төгрг
276,Kreuz::N,సిలువ,кирс
277,Linie::N,గీత,зурасн
278,Strich::N,గీత,татасн
279,Abstand::N,సందు,зә
280,Entfernung::N,దూరము,һазр
281,Gegend::N,విస్తీర్ణము,һазр
282,Platz::N,ఎడము,зә
283,Ort::N,స్థలము,бәәрн
284,Seite::N,ప్రక్క,тал
285,Seite::N,ప్రక్క,хаҗу
286,Seite::N,ప్రక్క,хәврһ
287,Mitte::N,నడిమి,дунд
288,Gegenstand::N,పద్దు,юмн
289,Sache::N,వస్తువు,юмн
290,Rand::N,అంచు,зах
291,Kante::N,అంచు,ирмәг
292,Ecke::N,మూల,өнцг
293,Spitze::N,మొన,үзүр
294,Ende::N,కొన,үзүр
295,Loch::N,రంధ్రము,хаһрха
296,Winkel::N,కోణము,булң
297,Muster::N,మాదిరి,намч
298,Größe::N,పరిమాణము,кемҗән
299,Länge::N,పొడుగు,ут
300,Höhe::N,పొడుగు,өндр
301,Gewicht::N,భారము,күнд
302,Gewicht::N,భారము,чиңнүр
303,Menge::N,మొత్తము,ик
304,Haufen::N,రాశి,ова
305,Reihe::N,వరుస,зерг
306,Reihe::N,వరుస,зерглән
307,Boot::N,పడవ,оңһц
308,Ruder::N,అడక,хәәв
309,Schlitten::N,సరవండ్లు,цан
310,Ski::N,స్కీ,лыҗ
311,Lagerfeuer::N,నెగడు,костёр
312,Last::N,బరువు,күнд
313,Gang::N,నడక,йовлһн
314,Schritt::N,అడుగు,ишкм
315,Norden::N,ఉత్తరదిక్కు,ар үзг
316,Süden::N,దక్షిణము,өмн
317,Süden::N,దక్షిణము,өмн үзг
318,Westen::N,పడమర,барун
319,Westen::N,పడమర,барун үзг
320,Osten::N,తూర్పు,зүн
321,Osten::N,తూర్పు,зүн үзг
322,Holz::N,కొయ్య,модн
323,Brett::N,పలక,харһа
324,Platte::N,పలక,хавтха чолун
325,Stütze::N,వాల్సేడ్లు,тулг
326,Stange::N,స్తంభము,уньн
327,Stock::N,కఱ్ఱ,модн
328,Stab::N,కఱ్ఱ,шуург
329,Rohr::N,గొట్టము,турва
330,Haus::N,ఇల్లు,гер
331,Heim::N,స్వగృహము,гер-бул
332,Ofen::N,పొయ్యి,беш
333,Fußboden::N,నేల,девскр
334,Tisch::N,మేజా,ширә
335,Stuhl::N,కుర్చీ,стул
336,Wiege::N,ఉయ్యాల,өлгә
337,Wiege::N,ఉయ్యాల,дүүҗң
338,Bett::N,పడక,орн
339,Bett::N,పడక,орндг
340,Bett::N,మంచం,орн
341,Bett::N,మంచం,орндг
342,Regal::N,అటక,таг
343,Regal::N,అటక,тәвц
344,Kiste::N,వెట్టె,яршг
345,Fenster::N,కిటికి,терз
346,Tür::N,ద్వారము,үүдн
347,Tor::N,ద్వారము,үүдн
348,Tor::N,ద్వారము,өргн үүдн
349,Tor::N,ద్వారము,хашан үүдн
350,Zaun::N,కంచె,хаша
351,Dach::N,ఇంటివైకప్పు,деевр
352,Leiter::N,నిచ్చెన,шат
353,Leiter::N,నిచ్చెన,давшур
354,Besen::N,చీపురుకట్ట,сәвүр
355,Spaten::N,పాఱ,күрз
356,Schaufel::N,పాఱ,совг
357,Gabel::N,ముండ్లగరిటె,серә
358,Löffel::N,గరిటె,ухр
359,Messer::N,కత్తి,утх
360,Nagel::N,మేకు,хадасн
361,Netz::N,వల,гөлм
362,Haken::N,కొక్కెము,дегә
363,Griff::N,పిడి,иш
364,Griff::N,పిడి,бәрүл
365,Schloss::N,తాళము,оньс
366,Bild::N,చిత్రము,зург
367,Figur::N,రూపము,фигур
368,Puppe::N,బొమ్మ,наадһа
369,Beutel::N,సంచి,мишг
370,Bündel::N,మూట,багла
371,Bündel::N,మూట,боодһа
372,Tasche::N,సంచి,сумк
373,Eimer::N,చేద,суулһ
374,Deckel::N,మూత,бүркәсн
375,Geschirr::N,వంటకాలు,сав
376,Geschirr::N,వంటకాలు,сав-сарх
377,Sack::N,గోనెసంచి,мишг
378,Tasse::N,గిన్నె,ааһ
379,Topf::N,కుండ,кастрюль
380,Kessel::N,నీరుకాచుపాత్ర,хәәсн
381,Essen::N,ఆహారము,зоогллһн
382,Nahrung::N,ఆహారము,теҗәл
383,Speise::N,ఆహారము,хот
384,Fleisch::N,మాంసము,махн
385,Getreide::N,ధాన్యము,хот болҗ эдлгддг цецгүдтә урһмл
386,Brei::N,గుజ్జు,хаш
387,Brot::N,రొట్టె,өдмг
388,Scheibe::N,బద్ద,зүсм
389,Fett::N,క్రొవ్వు,өөкн
390,Butter::N,వెన్న,тосн
391,Öl::N,నూనె,тосн
392,Salz::N,ఉప్పు,давсн
393,Suppe::N,చారు,шөлн
394,Honig::N,తెనె,бал
395,Milch::N,పాలు,үсн
396,Tee::N,తేనీరు,цә
397,Leder::N,బాగుచేసివతోలు,арсн
398,Wolle::N,ఉన్ని,утцн
399,Wolle::N,ఉన్ని,эд
400,Stoff::N,బట్ట,эд
401,Nadel::N,సూది,зүн
402,Faden::N,దారము,утцн
403,Knopf::N,బొత్తాము,товч
404,Knoten::N,ముడి,зәңгдә
405,Farbe::N,రంగు,будг
406,Kleidung::N,బట్టలు,хувцн
407,Kleidung::N,బట్టలు,хувц-хунр
408,Hemd::N,చొక్కాయ,киилг
409,Kragen::N,మాల,зах
410,Ärmel::N,చొక్కాయచెయ్యి,ханцн
411,Hose::N,ఇజారు,шалвур
412,Gürtel::N,పటకా,бүс
413,Mütze::N,టోపి,махла
414,Schuh::N,పాదరక్ష,башмгуд
415,Stiefel::N,బూటు,һосн
416,Ring::N,ఉంగరము,билцг
417,Band::N,నాడా,лент
418,Kamm::N,దువ్వెన,сам
419,Spiegel::N,అద్దము,толь
420,Riemen::N,వాడా,бүс
421,Schnur::N,దారము,деесн
422,Leine::N,వారు,бурнтг
423,Leine::N,వారు,нохан көтлвр
424,Decke::N,కంబళి,көнҗл
425,Kissen::N,తలగడ,дер
426,Tuch::N,బట్ట,альчур
427,Handtuch::N,తువాలు,полотенц
428,Handtuch::N,తువాలు,һар-нүүрин альчур
429,Kraft::N,బలము,күчн
430,Stärke::N,శక్తి,чидл
431,Gesundheit::N,ఆరోగ్యము,эрүл-менд
432,Krankheit::N,రోగము,өвчн
433,Schmerz::N,నొప్పి,өвдлһн
434,Wunde::N,గాయము,шав
435,Fieber::N,జ్వరము,безг
436,Arznei::N,మందు,эм
437,Brücke::N,వంతెన,тагт
438,Brunnen::N,బావి,худг
439,Brunnen::N,కూపము,худг
440,Brunnen::N,నుయ్యి,худг
441,Weide::N,పచ్చికబయలు,малын идг
442,Pfad::N,కాలిత్రోవ,цувг
443,Weg::N,మార్గము,хаалһ
444,Straße::N,బాట,зам
445,Dorf::N,గ్రామము,хотн
446,Stadt::N,పట్టణము,балһсн
447,Brief::N,జాబు,бичг
448,Buch::N,పుస్తకము,дегтр
449,Buchstabe::N,అక్షరము,үзг
450,Zeitung::N,వార్తాపత్రిక,газет
451,Leben::N,ప్రాణము,җирһл
452,Tod::N,మరణము,үкл
453,Tod::N,మరణము,өңгрлһн
454,Grab::N,సమాధి,оршалһна нүкн
455,Kirche::N,క్రెస్తవులగుడి,чонҗ
456,Sünde::N,పాపము,нүл
457,Sünde::N,పాపము,килнц
458,Gott::N,దేవుడు,бурхн
459,Arbeiter::N,పనిపాటుచేశేవాడు,көдлмшч
460,Chef::N,యజమానుడు,толһач
461,Meister::N,కళాకారుడు,урн
462,Arzt::N,వైద్యుడు,эмч
463,Lehrer::N,ఉపాధ్యాయుడు,багш
464,Geld::N,ద్రవ్యము,мөңгн
465,Geschäft::N,వ్యాపారము,көдлмш
466,Laden::N,అంగడి,лавк
467,Preis::N,వెల,үн
468,Ware::N,సరకులు,эд-тавр
469,Nutzen::N,ప్రయోజనము,олз
470,Reichtum::N,ధనము,зөөр
471,Welt::N,ప్రపంచము,орчлң
472,Welt::N,ప్రపంచము,делкә
473,Land::N,దేశము,орн-нутг
474,Staat::N,రాజ్యము,государств
475,König::N,రాజు,хан
476,Macht::N,అధికారము,йосн
477,Grenze::N,సరిహద్దు,меҗә
478,Krieg::N,యుద్ధము,дән
479,Feind::N,శత్రువు,дәәсн
480,Gewalt::N,దౌర్జన్యము,күч һарһлһн
481,Kampf::N,పోట్లాట,ноолдан
482,Kampf::N,పోట్లాట,бәрлдлһн
483,Bogen[Waffe]::N,విల్లు,саадг
484,Pfeil::N,బాణము,сумн
485,Gewehr::N,తుపాకి,бу
486,Fehler::N,తప్ప,алдг
487,Lüge::N,అసత్యము,худл
488,Schaden::N,నష్టము,хорлт
489,Unglück::N,దురదృష్టము,гүрм
490,Schuld::N,తప్పు,гем
491,Schuld::N,తప్పు,буру
492,Alter::N,వయస్సు,насн
493,Schluss::N,ముగింపు,чилгч
494,Zeit::N,కాలము,цаг
495,Tag::N,దినము,өдр
496,Morgen::N,ఉదయము,өрүн
497,Mittag::N,మధ్యాహ్నము,үд
498,Abend::N,సాయంకాలము,асхн
499,Nacht::N,రత్రి,сө
500,Woche::N,వారము,долан хонг
501,Monat::N,నెల,сар
502,Jahr::N,సంవత్సరము,җил
503,Frühling::N,వసంతకాలము,хавр
504,Sommer::N,వేసవికాము,зун
505,Herbst::N,ఆకురాలుకాలము,намр
506,Winter::N,శీతకాలము,үвл
507,Januar::N,జనవరి,январь
508,Februar::N,ఫిబ్రవరి,февраль
509,März::N,మార్చి,март
510,März::N,మార్చి,моһа сар
511,April::N,ఏప్రిలు,апрель
512,Mai::N,మే,май
513,Juni::N,జూన్,июнь
514,Juni::N,జూన్,мөчн сар
515,Juli::N,జూలై,июль
516,August::N,ఆగస్టు,август
517,September::N,సెప్ఠెంబరు,һаха сар
518,Oktober::N,అక్టోబరు,октябрь
519,November::N,నవంబరు,ноябрь
520,November::N,నవంబరు,үкр сар
521,Dezember::N,డిసెంబర్,бар сар
522,Montag::N,సోమవారము,понедельник
523,Dienstag::N,మంగళవారము,вторник
524,Mittwoch::N,బుధవారము,среда
525,Mittwoch::N,బుధవారము,үлмҗ өдр
526,Donnerstag::N,గురువారము,четверг
527,Donnerstag::N,గురువారము,пүрвә өдр
528,Freitag::N,శుక్రవారము,пятниц
529,Samstag::N,శనివారము,суббот
530,Sonntag::N,ఆదివారము,нарн өдр
531,Sonntag::N,ఆదివారము,воскресень
532,groß::A,గొప్పైన,ик
533,klein::A,చిన్న,бичкн
534,lang::A,పొడుగాటి,ут
535,kurz::A,పొట్టి,оһтр
536,breit::A,వెడల్పైన,өргн
537,schmal::A,ఇఱుకైన,уутьхн
538,dicht::A,దట్టమైన,нигт
539,dick[Gegenstand]::A,దట్టమైన,зузан
540,dünn::A,పలుచని,нимгн
541,fein::A,నాజాకైన,нәрхн
542,fest::A,దృడమైవ,бат
543,flach::A,చదువైన,хавтха
544,glatt::A,నున్నని,тегш
545,glatt::A,నున్నని,тиньгр
546,hart::A,కఠినమైన,хату
547,weich::A,మృదువైన,җөөлн
548,weich::A,మృదువైన,җөөлкн
549,rund::A,గుండ్రని,төгрг
550,spitz::A,మొనగల,шовһр
551,scharf::A,పదనైన,хурц
552,stumpf::A,వాడిలేని,мука
553,schwer::A,బరువ్తెన,күнд
554,schön::A,సుందరమైన,сәәхн
555,heiß::A,వేడియైన,халун
556,warm::A,వెచ్చని,дулан
557,kalt::A,చల్లని,киитн
558,kühl::A,చల్లని,серүн
559,frisch::A,తాజాయైన,серүн
560,feucht::A,చెమ్మగానున్న,чиигтә
561,nass::A,తడిగామన్న,чиигтә
562,trocken::A,ఎండిన,хагсу
563,voll::A,నిండు,дүүрң
564,leer::A,శూన్యమైన,сул
565,leer::A,శూన్యమైన,хоосн
566,offen::A,తెఱచియున్న,секәтә
567,geschlossen::A,మూసిన,хаалһата
568,sauber::A,పరిశుద్ధమైన,цевр
569,schmutzig::A,ముఱికియైన,киртә
570,roh::A,పచ్చి,түүкә
571,reif::A,పండివ,болсн
572,lecker::A,రుచి గల,әмтәхн
573,süß::A,తియ్యని,әмтәхн
574,bitter::A,చేదైన,һашун
575,bitter::A,చేదైన,һашута
576,sauer::A,పుల్లని,ишклң
577,hell::A,కాంతిగల,герлтә
578,dunkel::A,చీకటియైన,харңһу
579,schwarz::A,నల్లని,хар
580,weiß::A,తెలుపు,цаһан
581,rot::A,ఎఱ్ఱని,улан
582,gelb::A,పసుపు పచ్చ,шар
583,blau::A,నీలవర్ణము,көк
584,grün::A,ఆకుపచ్చని,көк
585,grau::A,నెరిసిన,бор
586,bunt::A,రంగేలీ,алг
587,bunt::A,రంగేలీ,эрәтә
588,billig::A,చౌకయైన,кимд
589,teuer::A,వెలపొడుగైన,үнтә
590,wertvoll::A,విలుప్తెన,үнтә
591,wertvoll::A,విలుప్తెన,эрднь
592,blind::A,గ్రుడ్డి,сохр
593,taub::A,చెవిటి,дүлә
594,kräftig::A,శక్తి గల,күчтә
595,stark::A,బలమైన,чаңһ
596,schwach::A,బలహీనమైన,күчн тату
597,fett::A,క్రొవ్విన,тарһн
598,schlank::A,సన్నని,эццн
599,hübsch::A,సాగప్తెన,көркхн
600,böse::A,చెడ్డ,уурта
601,dumm::A,తెలివిలేని,тенг
602,faul::A,సోమరియైన,залху
603,fleißig::A,శ్రద్దగల,кинән
604,fleißig::A,శ్రద్దగల,кинмһә
605,geizig::A,పిసినారియైన,ховдг
606,klug::A,తెలివిగల,ухата
607,geschickt::A,నిపుణతగల,чадмг
608,lieb::A,ప్రియమైన,эңкр
609,lustig::A,ఉల్లాసము గల,сергмҗтә
610,lustig::A,ఉల్లాసము గల,җирһлтә
611,sanft::A,సాధువైన,номһн
612,hungrig::A,ఆకలిగొనిన,өлн
613,hungrig::A,ఆకలిగొనిన,харһнсн
614,krank::A,వ్యాధిగల,өвчтә
615,krank::A,వ్యాధిగల,шалтгта
616,nackt::A,దిగంబరమైన,нүцкн
617,traurig::A,విచారముగల,һундлта
618,lebendig::A,ప్రాణముతో నున్న,әмд
619,gut::A,మంచి,сән
620,schlecht::A,చెడ్డ,му
621,richtig::A,సరియైన,зөвтә
622,schlimm::A,అసహ్యమైన,җигшүртә
623,wahr::A,నిజమైన,үнн
624,wahr::A,నిజమైన,мөн
625,alt::A,ముసలి,хуучн
626,neu::A,క్రొత్త,шин
627,ehemalig::A,పూర్వపు,хуучн
628,alt[Lebewesen]::A,ముసలి,көгшн
629,jung::A,పసి,баһ
630,arm::A,బీద,угатя
631,reich::A,ధనవంతుడైన,байн
632,bekannt::A,తెలిసిన,таньл
633,bekannt::A,తెలిసిన,таньдг
634,berühmt::A,ప్రపిద్దికెక్కివ,туурсн
635,fremd::A,అన్యమైన,күүнә
636,verschieden::A,భేదమైన,әдл биш
637,verschieden::A,భేదమైన,йилһәтә
638,nah::A,దగ్గఱనున్న,өөрхн
639,fern::A,దూరమందున్న,хол
640,linker::A,ఎడమప్రక్కగ,зүн
641,rechter::A,కుడి,барун
642,anderer::A,వేఱ్తెన,талдан
643,erster::A,మొదటి,негдгч
644,zweiter::A,రెండన,хойрдгч
645,dritter::A,మూడో,һурвдгч
646,letzter::A,కడపటి,отхн
647,allein::ADV,ఒంటిగా,һанцарн
648,auf einmal::ADV,హరాత్తుగ,нег дәкҗ
649,zusammen::ADV,కలిసి,хамдан
650,lange::ADV,బహుకాలము,удан
651,plötzlich::ADV,హరాత్తుగ,генткн
652,sofort::ADV,తక్షణము,дарунь
653,später::ADV,ఇటీవలి,сүүлд
654,jetzt::ADV,ఇప్పుడు,ода
655,heute::ADV,నేడు,эндр
656,morgen::ADV,ఱేపు,маңһдур
657,bald::ADV,శీఘ్రముగ,дарунь
658,dann::ADV,అప్పుడు,дәкәд
659,gestern::ADV,నిన్నటి దినము,өцклдүр
660,einst::ADV,పూర్వమొకప్పుడు,нег саамд
661,damals::ADV,అప్పుడు,тиигхд
662,danach::ADV,అప్పుడు,тегәд
663,vorher::ADV,ఎదుట,урд
664,zuerst::ADV,మొదటిలో,түрүләд
665,einmal::ADV,ఒకసారి,нег дәкҗ
666,manchmal::ADV,అప్పటప్పటికి,зәрмдән
667,oft::ADV,తఱచుగా,хара биш
668,oft::ADV,తఱచుగా,хатяр биш
669,oft::ADV,తఱచుగా,дару-дарунь
670,immer::ADV,ఎల్లప్పుడు,оньдинд
671,niemals::ADV,ఎప్పుడునులేదు,кезә чмгн биш
672,hier::ADV,ఇక్కడ,энд
673,hier::ADV,ఇక్కడ,энүнд
674,hierhin::ADV,ఇక్కడకు,нааран
675,von hier::ADV,ఇక్కడనుండి,эндәс
