,Concept_ID,el,sl
55,Leber::N,ήπαρ,jétra
56,Leber::N,συκωτί,jétra
57,Atem::N,αναπνοή,díh
58,Hunger::N,πείνα,glád
59,Träne::N,δάκρυ,sólza
60,Geschmack::N,γεύση,okús
61,Geruch::N,οσμή,vónj
62,Geruch::N,μυρωδία,vónj
63,Schlaf::N,ύπνος,sèn
64,Schlaf::N,ύπνος,spánec
65,Traum::N,όνειρο,sánje
66,Himmel::N,ουρανός,nebó
67,Sonne::N,ήλιος,sónce
68,Mond::N,σελήνη,lúna
69,Mond::N,σελήνη,mésec
70,Mond::N,φεγγάρι,lúna
71,Mond::N,φεγγάρι,mésec
72,Stern::N,άστρο,zvézda
73,Stern::N,αστέρι,zvézda
74,Luft::N,αέρας,zràk
75,Wind::N,αέρας,véter
76,Wind::N,άνεμος,véter
77,Welle::N,κύμα,vál
78,Wasser::N,νερό,vôda
79,Stein::N,πέτρα,kámen
80,Boden::N,χώμα,tlà
81,Erde::N,γη,pŕst
82,Erde::N,γη,zêmlja
83,Staub::N,σκόνη,práh
84,Rauch::N,καπνός,dìm
85,Funke::N,σπίθα,ískra
86,Funke::N,σπινθήρας,ískra
87,Feuer::N,φωτιά,ôgenj
88,Licht::N,φως,lúč
89,Schatten::N,σκιά,sénca
90,Schatten::N,ίσκιος,sénca
91,Wetter::N,καιρός,vrême
92,Nebel::N,ομίχλη,meglà
93,Wolke::N,σύννεφο,oblák
94,Regen::N,βροχή,dèž
95,Schnee::N,χιόνι,snég
96,Eis::N,πάγος,léd
97,Frost::N,παγωνία,zmrzál
98,Kälte::N,κρύο,mràz
99,Kälte::N,ψύχος,mràz
100,Hitze::N,ζέστη,pripéka
101,Raureif::N,πάχνη,ívje
102,Raureif::N,πάχνη,slána
103,Regenbogen::N,ουράνιο τόξο,mávrica
104,Donner::N,βροντή,gròm
105,Strömung::N,ρεύμα,strúja
106,Tropfen::N,στάλα,káplja
107,Schaum::N,αφρός,péna
108,Schmutz::N,βρωμιά,nesnága
109,See::N,λίμνη,jézero
110,Sumpf::N,βάλτος,močvírje
111,Moor::N,έλος,bárje
112,Wiese::N,λιβάδι,trávnik
113,Wald::N,δάσος,lés
114,Wald::N,δάσος,gòzd
115,Hügel::N,λόφος,brég
116,Hügel::N,λόφος,goríca
117,Anhöhe::N,ύψωμα,gríč
118,Anhöhe::N,ύψωμα,višína
119,Berg::N,όρος,gôra
120,Berg::N,όρος,planína
121,Berg::N,βουνό,gôra
122,Berg::N,βουνό,planína
123,Gipfel::N,κορυφή,vŕh
124,Höhle::N,σπηλιά,jáma
125,Höhle::N,σπηλιά,votlína
126,Abhang::N,πλαγιά,pobóčje
127,Quelle::N,πηγή,izvír
128,Quelle::N,βρύση,izvír
129,Bach::N,ρυάκι,pôtok
130,Fluss::N,ποτάμι,réka
131,Fluss::N,ποταμός,réka
132,Ufer::N,όχθη,brég
133,Küste::N,ακτή,obála
134,Küste::N,ακτή,obréžje
135,Küste::N,ακρογιαλιά,obála
136,Küste::N,ακρογιαλιά,obréžje
137,Festland::N,στεριά,celína
138,Festland::N,στεριά,kopnína
139,Meer::N,θάλασσα,mórje
140,Bucht::N,κόλπος,zalív
141,Insel::N,νησί,ôtok
142,Insel::N,νήσος,ôtok
143,Blume::N,άνθος,cvetlíca
144,Blume::N,λουλούδι,cvetlíca
145,Gras::N,χόρτο,tráva
146,Gras::N,χορτάρι,tráva
147,Wurzel::N,ρίζα,korenína
148,Baum::N,δέντρο,drevó
149,Stamm::N,κορμός,dêblo
150,Rinde::N,φλούδα,lúbje
151,Rinde::N,φλούδα,skórja
152,Ast::N,κλαδί,véja
153,Zweig::N,κλαδί,véja
154,Zweig::N,κλάδος,véja
155,Blatt::N,φύλλο,líst
156,Birke::N,σημύδα,bréza
157,Kiefer[Baum]::N,πεύκο,bòr
158,Weide[Baum]::N,ιτιά,vŕba
159,Tanne::N,έλατο,hója
160,Horn::N,κέρας,róg
161,Horn::N,κέρατο,róg
162,Feder::N,φτερό,peró
163,Fell::N,δέρμα,kŕzno
164,Fell::N,τομάρι,kŕzno
165,Flügel::N,πτερύγιο,krílo
166,Klaue::N,κουλό,párkelj
167,Kralle::N,νύχι,krémpelj
168,Schwanz::N,ουρά,rèp
169,Ei::N,αβγό,jájce
170,Nest::N,φωλιά,gnézdo
171,Bau::N,φωλιά,brlòg
172,Tier::N,ζώο,živál
173,Herde::N,κοπάδι,čréda
174,Kuh::N,αγελάδα,kráva
175,Bulle::N,ταύρος,bìk
176,Pferd::N,άλογο,kònj
177,Schaf::N,πρόβατο,ôvca
178,Schwein::N,γουρούνι,svínja
179,Hund::N,σκυλί,pès
180,Hund::N,σκύλος,pès
181,Katze::N,γάτα,máčka
182,Bär::N,άρκτος,mêdved
183,Bär::N,αρκούδα,mêdved
184,Eichhörnchen::N,βερβερίτσα,véverica
185,Elch::N,άλκη,lós
186,Fuchs::N,αλεπού,lisíca
187,Hase::N,λαγός,zájec
188,Maus::N,ποντικός,mìš
189,Wolf::N,λύκος,vólk
190,Vogel::N,πουλί,ptìč
191,Vogel::N,πουλί,ptíca
192,Schwarm::N,σμήνος,játa
193,Huhn::N,κότα,kokóš
194,Huhn::N,όρνιθα,kokóš
195,Hahn::N,πετεινός,petêlin
196,Gans::N,χήνα,gós
197,Adler::N,αετός,ôrel
198,Ente::N,πάπια,ráca
199,Eule::N,κουκουβάγια,sôva
200,Kranich::N,γερανός,žerjàv
201,Krähe::N,καρακάξα,vrána
202,Kuckuck::N,κούκος,kúkavica
203,Schwan::N,κύκνος,labód
204,Fisch::N,ψάρι,ríba
205,Barsch::N,πέρκα,ostríž
206,Hecht::N,λούτσος,ščúka
207,Schlange[Tier]::N,φίδι,káča
208,Wurm::N,σκουλήκι,čr̀v
209,Wurm::N,σκουλήκι,glísta
210,Spinne::N,αράχνη,pájek
211,Ameise::N,μυρμήγκι,mrávlja
212,Laus::N,ψείρα,úš
213,Mücke::N,κουνούπι,komár
214,Fliege::N,μύγα,múha
215,Schmetterling::N,πεταλούδα,metúlj
216,Beere::N,ρόγα,jágoda
217,Apfel::N,μήλο,jábolko
218,Pilz::N,μανιτάρι,góba
219,Zwiebel::N,κρεμμύδι,čebúla
220,Saat::N,σπόρος,séme
221,Korn::N,σπυρί,zŕno
222,Heu::N,σανός,senó
223,Schale::N,τσόφλι,lupína
224,Grube::N,λάκκος,jáma
225,Falle::N,παγίδα,pást
226,Schlinge::N,θηλειά,zánka
227,Schlinge::N,θηλειά,pêtlja
228,Spur::N,ίχνος,sléd
229,Asche::N,στάχτη,pepél
230,Dreck::N,βρωμιά,bláto
231,Eisen::N,σίδερο,želézo
232,Gold::N,μάλαμα,zlató
233,Gold::N,χρυσάφι,zlató
234,Silber::N,ασήμι,srebró
235,Silber::N,άργυρος,srebró
236,Kohle::N,κάρβουνο,ógel
237,Glas::N,γυαλί,stêklo
238,Lehm::N,πηλός,ílo
239,Sand::N,άμμος,pések
240,Mensch::N,άνθρωπος,člôvek
241,Mann::N,άνδρας,móž
242,Mann::N,άνδρας,môški
243,Frau::N,γυναίκα,gospá
244,Frau::N,γυναίκα,žénska
245,Kind::N,παιδί,déte
246,Kind::N,παιδί,otròk
247,Junge::N,αγόρι,fànt
248,Junge::N,αγόρι,déček
249,Mädchen::N,κοπέλα,deklè
250,Mädchen::N,κοπέλα,déklica
251,Mädchen::N,κορίτσι,deklè
252,Mädchen::N,κορίτσι,déklica
253,Familie::N,οικογένεια,družína
254,Großvater::N,παππούς,dèd
255,Großvater::N,παππούς,dédek
256,Großmutter::N,γιαγιά,bábica
257,Eltern::N,γονείς,stárši
258,Vater::N,πατέρας,ôče
259,Mutter::N,μητέρα,máma
260,Sohn::N,γιος,sín
261,Tochter::N,κόρη,hčí
262,Tochter::N,κόρη,hčérka
263,Bruder::N,αδελφός,bràt
264,Schwester::N,αδελφή,sêstra
265,Onkel::N,θείος,újec
266,Onkel::N,θείος,stríc
267,Tante::N,θεία,têta
268,Tante::N,θεία,strína
269,Ehemann::N,σύζυγος,móž
270,Ehemann::N,σύζυγος,sopróg
271,Ehefrau::N,σύζυγος,žêna
272,Ehefrau::N,σύζυγος,sopróga
273,Freude::N,χαρά,rádost
274,Freude::N,χαρά,vesêlje
275,Gelächter::N,γέλια,sméh
276,Gelächter::N,γέλια,grohòt
277,Glück::N,ευτυχία,sréča
278,Kummer::N,έγνοια,gorjé
279,Wunsch::N,επιθυμία,žêlja
280,Lust::N,όρεξη,poželênje
281,Geist::N,πνέυμα,dúša
282,Gedanke::N,σκέψη,mísel
283,Gedächtnis::N,μνήμη,pámet
284,Verstand::N,νους,
285,Sinn::N,νόημα,pomèn
286,Sinn::N,νόημα,smísel
287,Grund::N,λόγος,vzròk
288,Wahrheit::N,αλήθεια,resníca
289,Gespräch::N,συνομιλία,pogóvor
290,Märchen::N,παραμύθι,právljica
291,Erzählung::N,διήγημα,povést
292,Nachricht::N,είδηση,sporočílo
293,Neuigkeit::N,νέο,novóst
294,Name::N,όνομα,imé
295,Rätsel::N,αίνιγμα,ugánka
296,Rede::N,λόγος,góvor
297,Rede::N,ομιλία,góvor
298,Sprache::N,γλώσσα,jêzik
299,Stimme::N,φωνή,glás
300,Wort::N,λέξη,beséda
301,Zeichen::N,σημείο,znák
302,Ruf::N,κραυγή,klíc
303,Lärm::N,θόρυβος,hrúp
304,Lärm::N,θόρυβος,trúšč
305,Laut::N,ήχος,glás
306,Ton::N,ήχος,tón
307,Ton::N,τόνος,tón
308,Lied::N,τραγούδι,pésem
309,Ruhe::N,ησυχία,pokòj
310,Leute::N,κόσμος,ljudjé
311,Leute::N,άνθρωποι,ljudjé
312,Volk::N,λαός,národ
313,Arbeit::N,εργασία,délo
314,Gast::N,επισκέπτης,gòst
315,Geschenk::N,δώρο,darílo
316,Spiel::N,παιχνίδι,ígra
317,Gesellschaft::N,κοινωνία,drúžba
318,Hilfe::N,βοήθεια,pomóč
319,Freund::N,φίλος,prijátelj
320,Kamerad::N,σύντροφος,továriš
321,Angelegenheit::N,υπόθεση,zadéva
322,Anzahl::N,αριθμός,števílo
323,Art::N,είδος,vŕsta
324,Stück::N,κομμάτι,kós
325,Teil::N,μέρος,dél
326,Hälfte::N,μισό,polovíca
327,Kreis::N,κύκλος,króg
328,Kreis::N,κύκλος,kolobár
329,Kreuz::N,σταυρός,kríž
330,Linie::N,γραμμή,próga
331,Strich::N,γραμμή,čŕta
332,Abstand::N,απόσταση,preslédek
333,Entfernung::N,απόσταση,oddáljenost
334,Gegend::N,περιοχή,kràj
335,Gegend::N,περιοχή,dežêla
336,Gegend::N,τοποθεσία,kràj
337,Gegend::N,τοποθεσία,dežêla
338,Platz::N,χώρος,prôstor
339,Ort::N,τόπος,mésto
340,Seite::N,πλευρά,bòk
341,Seite::N,πλευρά,strán
342,Mitte::N,μέση,sredína
343,Gegenstand::N,αντικείμενο,prédmet
344,Sache::N,πράγμα,réč
345,Sache::N,πράγμα,stvár
346,Rand::N,άκρη,kràj
347,Rand::N,χείλος,kràj
348,Kante::N,άκρη,rób
349,Ecke::N,γωνιά,vogál
350,Spitze::N,μύτη,óst
351,Ende::N,άκρη,kônec
352,Loch::N,τρύπα,lúknja
353,Winkel::N,γωνία,kót
354,Muster::N,σχέδιο,vzórec
355,Größe::N,μέγεθος,veličína
356,Länge::N,μήκος,dolžína
357,Höhe::N,ύψος,vršína
358,Gewicht::N,βάρος,téža
359,Menge::N,ποσότητα,količína
360,Haufen::N,σωρός,kùp
361,Haufen::N,σωρός,kopíca
362,Reihe::N,αράδα,níz
363,Reihe::N,αράδα,vŕsta
364,Boot::N,βάρκα,čóln
365,Ruder::N,κουπί,vêslo
366,Schlitten::N,έλκηθρο,saní
367,Ski::N,σκι,smučí
368,Lagerfeuer::N,φωτιά,táborni ôgenj
369,Last::N,φορτίο,tôvor
370,Gang::N,δρόμος,hòd
371,Schritt::N,βήμα,korák
372,Norden::N,βορράς,séver
373,Süden::N,νότος,júg
374,Westen::N,δύση,zapàd
375,Osten::N,ανατολή,vzhòd
376,Holz::N,ξύλο,lés
377,Brett::N,σανίδι,deskà
378,Platte::N,πλάκα,plôča
379,Stütze::N,στήριγμα,opóra
380,Stütze::N,στήριγμα,zaslómba
381,Stange::N,ραβδί,gréd
382,Stange::N,κοντός,gréd
383,Stock::N,ξύλο,pálica
384,Stock::N,μπαστούνι,pálica
385,Stab::N,ραβδί,pálica
386,Rohr::N,σωλήνας,cév
387,Haus::N,σπίτι,híša
388,Heim::N,σπίτι,dóm
389,Ofen::N,σόμπα,péč
390,Ofen::N,θερμάστρα,péč
391,Fußboden::N,πάτωμα,pòd
392,Tisch::N,τραπέζι,míza
393,Stuhl::N,καρέκλα,stòl
394,Wiege::N,κούνια,zíbel
395,Bett::N,κρεβάτι,póstelja
396,Regal::N,ράφι,políca
397,Kiste::N,κιβώτιο,zabòj
398,Fenster::N,παράθυρο,ôkno
399,Tür::N,πόρτα,vráta
400,Tor::N,πύλη,velíka vráta
401,Zaun::N,φράχτης,ográja
402,Dach::N,στέγη,stréha
403,Leiter::N,σκάλα,léstev
404,Leiter::N,κλίμακα,léstev
405,Besen::N,σκούπα,mêtla
406,Spaten::N,φτυάρι,lopáta
407,Schaufel::N,φτυάρι,lopáta
408,Gabel::N,πιρούνι,vílice
409,Löffel::N,κουτάλι,žlíca
410,Messer::N,μαχαίρι,nòž
411,Nagel::N,καρφί,žebèlj
412,Netz::N,δίχτυ,mréža
413,Haken::N,γάντζος,kljúka
414,Haken::N,αγκίστρι,kljúka
415,Griff::N,λαβή,ročáj
416,Griff::N,λαβή,oprijèm
417,Schloss::N,κλειδαριά,ključávnica
418,Bild::N,εικόνα,slíka
419,Figur::N,ανάστημα,figúra
420,Figur::N,ανάστημα,postáva
421,Puppe::N,κούκλα,lútka
422,Beutel::N,πουγγί,môšnja
423,Bündel::N,δεμάτι,cúla
424,Bündel::N,δεμάτι,svéženj
425,Tasche::N,τσάντα,tórba
426,Tasche::N,τσάντα,tobôlec
427,Eimer::N,κουβάς,vêdro
428,Deckel::N,καπάκι,pokròv
429,Deckel::N,καπάκι,poklópec
430,Geschirr::N,σκεύη,posóda
431,Sack::N,σάκος,vréča
432,Tasse::N,φλιτζάνι,skodélica
433,Topf::N,χύτρα,lônec
434,Kessel::N,καζάνι,kôtel
435,Essen::N,φαγητό,hrána
436,Nahrung::N,τροφή,živílo
437,Speise::N,φαγητό,jéd
438,Fleisch::N,κρέας,mesó
439,Getreide::N,σιτάρι,žíto
440,Brei::N,χυλός,káša
441,Brot::N,ψωμί,krùh
442,Brot::N,άρτος,krùh
443,Scheibe::N,φέτα,réženj
444,Fett::N,πάχος,mást
445,Fett::N,πάχος,maščôba
446,Butter::N,βούτυρο,máslo
447,Öl::N,λάδι,ólje
448,Salz::N,αλάτι,sól
449,Suppe::N,σούπα,júha
450,Honig::N,μέλι,méd
451,Milch::N,γάλα,mléko
452,Tee::N,τσάι,čáj
453,Leder::N,πετσί,úsnje
454,Wolle::N,μαλλί,vólna
455,Stoff::N,ύφασμα,blagó
456,Nadel::N,βελόνα,ígla
457,Faden::N,κλωστή,nít
458,Knopf::N,κουμπί,gúmb
459,Knoten::N,κόμπος,vôzel
460,Farbe::N,μπογιά,bárva
461,Kleidung::N,ρούχα,obléka
462,Kleidung::N,ενδυμασία,obléka
463,Hemd::N,πουκάμισο,srájca
464,Kragen::N,κολάρο,ovrátnik
465,Ärmel::N,μανίκι,rokáv
466,Hose::N,πανταλόνι,hláče
467,Gürtel::N,ζώνη,pás
468,Mütze::N,σκούφος,kápa
469,Mütze::N,σκούφος,čépica
470,Schuh::N,παπούτσι,čévelj
471,Stiefel::N,μπότα,škórenj
472,Ring::N,δαχτυλίδι,pŕstan
473,Band::N,κορδέλα,trák
474,Kamm::N,χτένα,glavník
475,Spiegel::N,καθρέφτης,zrcálo
476,Spiegel::N,καθρέφτης,ogledálo
477,Riemen::N,λουρί,jêrmen
478,Schnur::N,κορδόνι,vŕvca
479,Leine::N,σχοινί,konôpec
480,Decke::N,κουβέρτα,odéja
481,Kissen::N,μαξιλάρι,blazína
482,Tuch::N,πανί,pŕt
483,Tuch::N,πανί,rúta
484,Tuch::N,μαντήλι,pŕt
485,Tuch::N,μαντήλι,rúta
486,Handtuch::N,πετσέτα,brisáča
487,Kraft::N,δύναμη,síla
488,Stärke::N,ισχύς,jákost
489,Stärke::N,δύναμη,jákost
490,Gesundheit::N,υγεία,zdrávje
491,Krankheit::N,αρρώστια,bolézen
492,Schmerz::N,πόνος,ból
493,Schmerz::N,πόνος,bolečína
494,Wunde::N,πληγή,rána
495,Fieber::N,πυρετός,vročína
496,Arznei::N,φάρμακο,lék
497,Arznei::N,φάρμακο,zdravílo
498,Brücke::N,γέφυρα,móst
499,Brunnen::N,πηγάδι,vodnják
500,Weide::N,βοσκή,páša
501,Pfad::N,μονοπάτι,stezà
502,Weg::N,δρόμος,pót
503,Straße::N,οδός,césta
504,Straße::N,δρόμος,césta
505,Dorf::N,χωριό,vás
506,Stadt::N,πόλη,mésto
507,Brief::N,γράμμα,písmo
508,Brief::N,επιστολή,písmo
509,Buch::N,βιβλίο,knjíga
510,Buchstabe::N,γράμμα,čŕka
511,Zeitung::N,εφημερίδα,čásnik
512,Leben::N,ζωή,življênje
513,Leben::N,βίος,življênje
514,Tod::N,θάνατος,smŕt
515,Grab::N,τάφος,gròb
516,Kirche::N,εκκλησία,cérkev
517,Sünde::N,αμαρτία,gréh
518,Gott::N,θεός,bóg
519,Arbeiter::N,εργάτης,délavec
520,Chef::N,προϊστάμενος,šéf
521,Meister::N,μάστορας,mójster
522,Meister::N,αρχιτεχνίτης,mójster
523,Arzt::N,γιατρός,zdravník
524,Lehrer::N,δάσκαλος,učítelj
525,Geld::N,λεφτά,denár
526,Geld::N,χρήματα,denár
527,Geschäft::N,συναλλαγή,kupčíja
528,Laden::N,μαγαζί,trgovína
529,Laden::N,κατάστημα,trgovína
530,Preis::N,τιμή,céna
531,Ware::N,εμπόρευμα,róba
532,Nutzen::N,όφελος,príd
533,Reichtum::N,πλούτος,bogástvo
534,Welt::N,κόσμος,svét
535,Land::N,χώρα,dežêla
536,Staat::N,κράτος,držáva
537,Staat::N,πολιτεία,držáva
538,König::N,βασιλιάς,králj
539,Macht::N,εξουσία,oblást
540,Grenze::N,σύνορα,mêja
541,Krieg::N,πόλεμος,vôjna
542,Feind::N,εχθρός,sovrážnik
543,Gewalt::N,βία,nasílje
544,Kampf::N,αγώνας,bòj
545,Kampf::N,αγώνας,bórba
546,Bogen[Waffe]::N,τόξο,lók
547,Pfeil::N,σαΐτα,puščíca
548,Gewehr::N,τουφέκι,púška
549,Fehler::N,λάθος,zmóta
550,Fehler::N,σφάλμα,zmóta
551,Lüge::N,ψέμα,láž
552,Lüge::N,ψεύδος,láž
553,Schaden::N,ζημία,okvára
554,Unglück::N,δυστυχία,nesréča
555,Schuld::N,ενοχή,krívda
556,Schuld::N,φταίξιμο,krívda
557,Alter::N,ηλικία,dôba
558,Schluss::N,τέλος,kônec
559,Zeit::N,χρόνος,čàs
560,Tag::N,μέρα,dán
561,Tag::N,ημέρα,dán
562,Morgen::N,πρωί,jútro
563,Mittag::N,μεσημέρι,póldan
564,Abend::N,βράδυ,večér
565,Nacht::N,νύχτα,nóč
566,Woche::N,εβδομάδα,téden
567,Monat::N,μήνας,mésec
568,Jahr::N,έτος,léto
569,Jahr::N,χρόνος,léto
570,Frühling::N,άνοιξη,pomlád
571,Sommer::N,καλοκαίρι,polétje
572,Herbst::N,φθινόπωρο,jesén
573,Winter::N,χειμώνας,zíma
574,Januar::N,Ιανουάριος,jánuar
575,Februar::N,Φεβρουάριος,fébruar
576,März::N,Μάρτιος,márec
577,April::N,Απρίλιος,apríl
578,Mai::N,Μάιος,máj
579,Juni::N,Ιούνιος,júnij
580,Juli::N,Ιούλιος,júlij
581,August::N,Αύγουστος,avgúst
582,September::N,Σεπτέμβριος,septêmber
583,Oktober::N,Οκτώβριος,október
584,November::N,Νοέμβριος,novêmber
585,Dezember::N,Δεκέμβριος,decémber
586,Montag::N,Δευτέρα,ponedéljek
587,Dienstag::N,Τρίτη,tôrek
588,Mittwoch::N,Τετάρτη,sréda
589,Donnerstag::N,Πέμπτη,četŕtek
590,Freitag::N,Παρασκευή,pétek
591,Samstag::N,Σάββατο,sobóta
592,Sonntag::N,Κυριακή,nedélja
593,groß::A,μεγάλος,vêlik
594,klein::A,μικρός,májhen
595,lang::A,μακρύς,dólg
596,kurz::A,κοντός,krátek
597,breit::A,φαρδύς,širòk
598,schmal::A,στενός,ózek
599,dicht::A,πυκνός,góst
600,dick[Gegenstand]::A,παχύς,dêbel
601,dick[Gegenstand]::A,χοντρός,dêbel
602,dünn::A,ψιλός,tánek
603,dünn::A,λεπτός,tánek
604,fein::A,ψιλός,drôben
605,fest::A,στερεός,tŕden
606,flach::A,επίπεδος,plán
607,flach::A,επίπεδος,plòsk
608,glatt::A,λείος,gládek
609,glatt::A,ομαλός,gládek
610,hart::A,σκληρός,tŕd
611,weich::A,μαλακός,mehák
612,rund::A,στρογγυλός,okrógel
613,spitz::A,μυτερός,šílast
614,scharf::A,κοφτερός,óster
615,stumpf::A,αμβλύς,tóp
616,stumpf::A,αμβλύς,skŕhan
617,schwer::A,βαρύς,têžek
618,schön::A,ωραίος,lép
619,schön::A,ωραίος,krásen
620,schön::A,όμορφος,lép
621,schön::A,όμορφος,krásen
622,heiß::A,ζεστός,vròč
623,warm::A,θερμός,tôpel
624,kalt::A,κρύος,mŕzel
625,kalt::A,κρύος,hláden
626,kalt::A,ψυχρός,mŕzel
627,kalt::A,ψυχρός,hláden
628,kühl::A,δροσερός,hláden
629,frisch::A,νωπός,svéž
630,frisch::A,φρέσκος,svéž
631,feucht::A,υγρός,vlážen
632,nass::A,βρεγμένος,móker
633,trocken::A,ξηρός,súh
634,trocken::A,στεγνός,súh
635,voll::A,γεμάτος,póln
636,leer::A,άδειος,prázen
637,offen::A,ανοιχτός,odpŕt
638,geschlossen::A,κλειστός,zapŕt
639,sauber::A,καθαρός,číst
640,sauber::A,καθαρός,líčen
641,schmutzig::A,βρώμικος,umázan
642,schmutzig::A,λερωμένος,umázan
643,roh::A,ωμός,suròv
644,reif::A,ώριμος,zrèl
645,lecker::A,νόστιμος,okúsen
646,süß::A,γλυκός,sládek
647,bitter::A,πικρός,grenák
648,sauer::A,ξινός,kísel
649,hell::A,φωτεινός,svetèl
650,dunkel::A,σκοτεινός,temèn
651,schwarz::A,μαύρος,čŕn
652,schwarz::A,μελανός,čŕn
653,weiß::A,άσπρος,bél
654,rot::A,κόκκινος,rdèč
655,gelb::A,κίτρινος,žólt
656,gelb::A,κίτρινος,rumèn
657,blau::A,μπλε,móder
658,blau::A,γαλανός,móder
659,grün::A,πράσινος,zelèn
660,grau::A,γκρίζος,sív
661,bunt::A,ποικιλόχρωπος,písan
662,billig::A,φτηνός,pocéni
663,teuer::A,ακριβός,drág
664,wertvoll::A,πολύτιμος,dragocén
665,blind::A,τυφλός,slép
666,taub::A,κουφός,glúh
667,kräftig::A,δυνατός,močán
668,stark::A,γερός,ják
669,schwach::A,αδύνατος,šíbek
670,fett::A,παχύς,dêbel
671,schlank::A,λεπτός,vítek
672,schlank::A,λυγερός,vítek
673,hübsch::A,όμορφος,lép
674,hübsch::A,χαριτωμένος,lép
675,böse::A,κακός,zèl
676,böse::A,κακός,hudôben
677,dumm::A,κουτός,glúp
678,dumm::A,κουτός,bédast
679,dumm::A,ανόητος,glúp
680,dumm::A,ανόητος,bédast
681,faul::A,τεμπέλης,lén
682,fleißig::A,εργατικός,marljív
683,geizig::A,τσιγγούνης,škŕt
684,klug::A,έξυπνος,pámeten
685,geschickt::A,επιδέξιος,spréten
686,lieb::A,φίλος,míl
687,lieb::A,φίλος,ljúb
688,lieb::A,αγαπητός,míl
689,lieb::A,αγαπητός,ljúb
690,lustig::A,εύθυμος,vesél
691,lustig::A,χαρούμενος,vesél
692,sanft::A,ήπιος,láhek
693,hungrig::A,πεινασμένος,láčen
694,krank::A,άρρωστος,bolán
695,nackt::A,γυμνός,nág
696,traurig::A,λυπημένος,túžen
697,lebendig::A,ζωντανός,žív
698,gut::A,καλός,dóber
699,schlecht::A,κακός,malopríden
700,richtig::A,σωστός,pravílen
701,schlimm::A,άσχημος,húd
702,wahr::A,αληθής,resníčen
703,wahr::A,αληθινός,resníčen
704,alt::A,παλιός,stàr
705,neu::A,νέος,nòv
706,neu::A,καινούργιος,nòv
707,ehemalig::A,παλιός,nekdánji
708,alt[Lebewesen]::A,γέρος,stàr
709,jung::A,νέος,mlád
710,arm::A,φτωχός,ubóg
711,arm::A,φτωχός,réven
712,reich::A,πλούσιος,bogàt
713,bekannt::A,γνωστός,znán
714,berühmt::A,περίφημος,sláven
715,berühmt::A,περίφημος,znamenít
716,berühmt::A,ξακουσμένος,sláven
717,berühmt::A,ξακουσμένος,znamenít
718,fremd::A,ξένος,túj
719,verschieden::A,διαφορετικός,razlíčen
720,nah::A,κοντινός,blížnji
721,fern::A,μακριά,dáleč
722,linker::A,αριστερός,lévi
723,rechter::A,δεξιός,désni
724,anderer::A,άλλος,drúgi
725,erster::A,πρώτος,pŕvi
726,zweiter::A,δεύτερος,drúgi
727,dritter::A,τρίτος,trétji
728,letzter::A,τελευταίος,poslédnji
729,allein::ADV,μόνος,sám
730,auf einmal::ADV,εφάπαξ,obênem
731,zusammen::ADV,μαζί,skúpaj
732,lange::ADV,πολύν καιρό,dólgo
733,plötzlich::ADV,έξαφνα,náglo
