,Concept_ID,br,en
147,Eichhörnchen::N,gwiñver,squirrel
148,Elch::N,karv-dour,elk
149,Fuchs::N,louarn,fox
150,Hase::N,gad,hare
151,Maus::N,logodenn,mouse
152,Wolf::N,bleiz,wolf
153,Vogel::N,labous,bird
154,Schwarm::N,nijad,swarm
155,Huhn::N,yar,chicken
156,Hahn::N,kilhog,cock
157,Gans::N,gwazenn,goose
158,Adler::N,erer,eagle
159,Ente::N,houad,duck
160,Eule::N,toud,owl
161,Kranich::N,garan,crane
162,Krähe::N,bran,crow
163,Kuckuck::N,koukoug,cuckoo
164,Schwan::N,alarc'h,swan
165,Fisch::N,pesk,fish
166,Barsch::N,brell,perch
167,Hecht::N,beked,pike
168,Schlange[Tier]::N,naer,snake
169,Wurm::N,preñv,worm
170,Spinne::N,kevnidenn,spider
171,Ameise::N,merion,ant
172,Laus::N,laouenn,louse
173,Mücke::N,moustik,midge
174,Fliege::N,kelienenn,fly
175,Schmetterling::N,balafenn,butterfly
176,Beere::N,hog,berry
177,Apfel::N,aval,apple
178,Pilz::N,kabell-touseg,mushroom
179,Zwiebel::N,ognonenn,onion
180,Saat::N,had,seed
181,Korn::N,ed,grain
182,Heu::N,foenn,hay
183,Schale::N,peliadur,husk
184,Falle::N,pech,trap
185,Schlinge::N,krouglas,noose
186,Asche::N,ludu,ashes
187,Dreck::N,fank,filth
188,Eisen::N,houarn,iron
189,Gold::N,aour,gold
190,Silber::N,arc'hant,silver
191,Kohle::N,glaou,coal
192,Glas::N,gwer,glass
193,Sand::N,traezh,sand
194,Mensch::N,den,human
195,Mann::N,den,man
196,Frau::N,maouez,woman
197,Kind::N,bugel,child
198,Junge::N,paotr,boy
199,Mädchen::N,plac'h,girl
200,Familie::N,familh,family
201,Großvater::N,tad-kozh,grandfather
202,Großmutter::N,mamm-gozh,grandmother
203,Eltern::N,kerent,parents
204,Vater::N,tad,father
205,Mutter::N,mamm,mother
206,Sohn::N,mab,son
207,Tochter::N,merc'h,daughter
208,Bruder::N,breur,brother
209,Schwester::N,c'hoar,sister
210,Onkel::N,eontr,uncle
211,Tante::N,moereb,aunt
212,Ehemann::N,gwaz,husband
213,Ehefrau::N,gwreg,wife
214,Freude::N,levenez,joy
215,Gelächter::N,c'hoarzherezh,laughter
216,Glück::N,chañs,happiness
217,Kummer::N,doan,grief
218,Wunsch::N,c'hoant,wish
219,Lust::N,c'hoant,desire
220,Geist::N,spered,spirit
221,Gedanke::N,soñj,thought
222,Gedächtnis::N,eñvor,memory
223,Verstand::N,skiant,mind
224,Sinn::N,ster,meaning
225,Grund::N,kaoz,reason
226,Wahrheit::N,gwirionez,truth
227,Gespräch::N,kaozeadenn,talk
228,Märchen::N,kaoz korriganez,fairy tale
229,Erzählung::N,kontadenn,story
230,Nachricht::N,keloù,message
231,Neuigkeit::N,kelaouenn,news
232,Name::N,anv,name
233,Rätsel::N,divinatez,puzzle
234,Rede::N,diskour,speech
235,Sprache::N,yezh,language
236,Stimme::N,mouezh,voice
237,Wort::N,ger,word
238,Zeichen::N,sin,sign
239,Ruf::N,galv,call
240,Lärm::N,trouz,noise
241,Ton::N,ton,tone
242,Lied::N,kanaouenn,song
243,Ruhe::N,sioulded,calm
244,Leute::N,tud,people
245,Volk::N,pobl,nation
246,Arbeit::N,labour,work
247,Gast::N,kouviad,guest
248,Geschenk::N,prof,gift
249,Spiel::N,c'hoari,game
250,Gesellschaft::N,kompagnunezh,company
251,Gesellschaft::N,kavandad,company
252,Hilfe::N,sikour,help
253,Freund::N,mignon,friend
254,Kamerad::N,kamarad,companion
255,Angelegenheit::N,afer,matter
256,Anzahl::N,niver,count
257,Art::N,sort,sort
258,Stück::N,tamm,piece
259,Teil::N,pezh,part
260,Hälfte::N,hanterenn,half
261,Kreis::N,kelc'h,circle
262,Kreuz::N,kroaz,cross
263,Linie::N,linenn,line
264,Strich::N,tenn,stroke
265,Abstand::N,distok,gap
266,Entfernung::N,keid,distance
267,Entfernung::N,kehid,distance
268,Gegend::N,korn-bro,area
269,Platz::N,plasenn,space
270,Ort::N,lec'h,place
271,Seite::N,tu,side
272,Mitte::N,kreiz,middle
273,Gegenstand::N,tra,item
274,Sache::N,tra,thing
275,Rand::N,kantenn,fringe
276,Kante::N,kantenn,edge
277,Ecke::N,korn,corner
278,Spitze::N,begell,tip
279,Ende::N,dibenn,end
280,Loch::N,toull,hole
281,Muster::N,tresadenn,pattern
282,Größe::N,ment,size
283,Länge::N,hirder,length
284,Höhe::N,uhelder,height
285,Gewicht::N,pouez,weight
286,Menge::N,bern,amount
287,Haufen::N,bern,heap
288,Reihe::N,steud,row
289,Boot::N,bag,boat
290,Ruder::N,roeñv,oar
291,Schlitten::N,trainell,sleigh
292,Ski::N,ski,ski
293,Last::N,karg,load
294,Gang::N,kerzh,walk
295,Schritt::N,paz,step
296,Norden::N,norzh,north
297,Norden::N,hanternoz,north
298,Süden::N,su,south
299,Süden::N,kreisteiz,south
300,Westen::N,kuzh-heol,west
301,Osten::N,reter,east
302,Osten::N,sav-heol,east
303,Holz::N,koad,wood
304,Brett::N,plankenn,board
305,Platte::N,plakenn,slab
306,Stütze::N,harp,bracket
307,Stange::N,sparl,pole
308,Stock::N,bazh,stick
309,Stab::N,bazh,staff
310,Rohr::N,tub,pipe
311,Rohr::N,korz,pipe
312,Haus::N,ti,house
313,Heim::N,kêr,home
314,Ofen::N,forn,stove
315,Fußboden::N,plañchod,floor
316,Tisch::N,taol,table
317,Stuhl::N,kador,chair
318,Wiege::N,kavell,cradle
319,Bett::N,gwele,bed
320,Regal::N,estajerenn,shelf
321,Kiste::N,kased,box
322,Fenster::N,prenestr,window
323,Tür::N,dor,door
324,Tor::N,portal,gate
325,Zaun::N,sklotur,fence
326,Dach::N,toenn,roof
327,Leiter::N,skeul,ladder
328,Besen::N,skubell,broom
329,Spaten::N,pal,spade
330,Schaufel::N,pal,shovel
331,Gabel::N,fourchetez,fork
332,Löffel::N,loa,spoon
333,Messer::N,kontell,knife
334,Nagel::N,tach,nail
335,Netz::N,roued,net
336,Haken::N,krog,hook
337,Griff::N,kemer,handle
338,Schloss::N,potenn,lock
339,Bild::N,skeudenn,picture
340,Figur::N,skeud,figure
341,Figur::N,figur,figure
342,Puppe::N,merc'hodenn,doll
343,Beutel::N,sac'h,pouch
344,Bündel::N,feskenn,bundle
345,Tasche::N,sac'h,bag
346,Eimer::N,sailh,bucket
347,Deckel::N,pallenn,cover
348,Geschirr::N,listriaj,dishes
349,Sack::N,sac'h,sack
350,Tasse::N,tas,cup
351,Topf::N,pod,pot
352,Kessel::N,chaodouron,kettle
353,Essen::N,pred,meal
354,Nahrung::N,boued,food
355,Speise::N,meuz,dish
356,Fleisch::N,kig,meat
357,Getreide::N,ed,corn
358,Brei::N,yod,mush
359,Brot::N,bara,bread
360,Scheibe::N,tailhenn,slice
361,Fett::N,lard,fat
362,Butter::N,amann,butter
363,Öl::N,eoul,oil
364,Salz::N,holen,salt
365,Suppe::N,soubenn,soup
366,Honig::N,mel,honey
367,Milch::N,laezh,milk
368,Tee::N,te,tea
369,Leder::N,lêr,leather
370,Wolle::N,gloan,wool
371,Stoff::N,danvez,cloth
372,Nadel::N,nadoz,needle
373,Faden::N,neudenn,thread
374,Knopf::N,bouton,button
375,Knoten::N,skoulm,knot
376,Farbe::N,liv,paint
377,Kleidung::N,dilhad,clothes
378,Hemd::N,roc'hed,shirt
379,Kragen::N,gouzoug,collar
380,Ärmel::N,milgin,sleeve
381,Hose::N,bragoù,trousers
382,Gürtel::N,gouriz,belt
383,Mütze::N,boned,cap
384,Schuh::N,botez,shoe
385,Stiefel::N,botez,boot
386,Ring::N,gwalenn,ring
387,Band::N,bagad,ribbon
388,Kamm::N,krib,comb
389,Spiegel::N,melezour,mirror
390,Riemen::N,lerenn,strap
391,Schnur::N,kordenn,string
392,Leine::N,roll,leash
393,Decke::N,golo,blanket
394,Kissen::N,goubenner,pillow
395,Tuch::N,mezher,scarf
396,Handtuch::N,toailhon,towel
397,Kraft::N,nerzh,force
398,Stärke::N,nerzhder,strength
399,Gesundheit::N,yec'hed,health
400,Krankheit::N,klañved,illness
401,Schmerz::N,poan,pain
402,Schmerz::N,droug,pain
403,Wunde::N,gloazadenn,wound
404,Fieber::N,terzhienn,fever
405,Arznei::N,louzoù,medicine
406,Brücke::N,pont,bridge
407,Brunnen::N,puñs,well
408,Weide::N,prad,pasture
409,Pfad::N,gwenodenn,path
410,Weg::N,hent,way
411,Straße::N,ru,road
412,Straße::N,hent,road
413,Dorf::N,kêr,village
414,Dorf::N,kêriadenn,village
415,Stadt::N,kêr,town
416,Brief::N,lizher,letter
417,Buch::N,levr,book
418,Buchstabe::N,lizherenn,character
419,Zeitung::N,kazetenn,newspaper
420,Leben::N,buhez,life
421,Tod::N,marv,death
422,Grab::N,bez,grave
423,Kirche::N,iliz,church
424,Sünde::N,pec'hed,sin
425,Gott::N,doue,god
426,Arbeiter::N,labourer,worker
427,Arbeiter::N,micherour,worker
428,Chef::N,penn,boss
429,Meister::N,mestr,master
430,Arzt::N,mezeg,doctor
431,Arzt::N,medisin,doctor
432,Lehrer::N,skolaer,teacher
433,Lehrer::N,kelenner,teacher
434,Geld::N,arc'hant,money
435,Geschäft::N,stal,business
436,Laden::N,stal,shop
437,Preis::N,priz,price
438,Ware::N,marc'hadourezh,ware
439,Nutzen::N,gounidegezh,profit
440,Nutzen::N,lañs,profit
441,Nutzen::N,profit,profit
442,Nutzen::N,spleit,profit
443,Reichtum::N,pinvidigezh,wealth
444,Welt::N,douar,world
445,Land::N,bro,country
446,Staat::N,stad,state
447,König::N,roue,king
448,Macht::N,galloud,power
449,Grenze::N,harzoù,border
450,Krieg::N,brezel,war
451,Feind::N,eneber,enemy
452,Gewalt::N,tâerder,violence
453,Kampf::N,kann,fight
454,Bogen[Waffe]::N,gwareg,bow
455,Pfeil::N,saezh,arrow
456,Gewehr::N,fuzuilh,gun
457,Fehler::N,fazi,mistake
458,Lüge::N,gaou,lie
459,Schaden::N,gwall,damage
460,Unglück::N,gwalleur,misfortune
461,Schuld::N,kablusted,fault
462,Schuld::N,pec'hedigezh,fault
463,Alter::N,oad,age
464,Schluss::N,diwezh,conclusion
465,Zeit::N,amzer,time
466,Tag::N,deizh,day
467,Morgen::N,beure,morning
468,Morgen::N,mintin,morning
469,Mittag::N,kreisteiz,noon
470,Abend::N,abardaez,evening
471,Nacht::N,noz,night
472,Woche::N,sizhun,week
473,Monat::N,miz,month
474,Jahr::N,bloaz,year
475,Frühling::N,nevezamzer,spring
476,Sommer::N,hañv,summer
477,Herbst::N,diskaramzer,autumn
478,Winter::N,goañv,winter
479,Januar::N,Genver,January
480,Februar::N,C'hwevrer,February
481,März::N,Meurzh,March
482,April::N,Ebrel,April
483,Mai::N,Mae,May
484,Juni::N,Mezheven,June
485,Juli::N,Gouhere,July
486,August::N,Eost,August
487,September::N,Gwengolo,September
488,Oktober::N,Here,October
489,November::N,Du,November
490,Dezember::N,Kerzu,December
491,Montag::N,Lun,Monday
492,Dienstag::N,Meurzh,Tuesday
493,Mittwoch::N,Merc'her,Wednesday
494,Donnerstag::N,Yaou,Thursday
495,Freitag::N,Gwener,Friday
496,Samstag::N,Sadorn,Saturday
497,Sonntag::N,Sul,Sunday
498,groß::A,bras,big
499,klein::A,bihan,little
500,lang::A,hir,long
501,kurz::A,berr,short
502,breit::A,ledan,wide
503,schmal::A,strizh,narrow
504,dicht::A,stank,dense
505,dick[Gegenstand]::A,tev,thick
506,dünn::A,moan,thin
507,fein::A,munut,delicate
508,fest::A,start,firm
509,flach::A,plaen,flat
510,glatt::A,lintr,smooth
511,glatt::A,levn,smooth
512,hart::A,kalet,hard
513,weich::A,blot,soft
514,rund::A,ront,round
515,spitz::A,poentet,pointed
516,scharf::A,dremm,sharp
517,stumpf::A,talsoc'h,blunt
518,schwer::A,pounner,heavy
519,schön::A,kaer,beautiful
520,heiß::A,tomm,hot
521,warm::A,tomm,warm
522,kalt::A,yen,cold
523,kühl::A,yen,cool
524,frisch::A,fresk,fresh
525,feucht::A,gleb,damp
526,nass::A,gleb,wet
527,trocken::A,sec'h,dry
528,voll::A,leun,full
529,leer::A,goullo,empty
530,offen::A,digor,open
531,geschlossen::A,serr,closed
532,sauber::A,naet,clean
533,schmutzig::A,lous,dirty
534,roh::A,kriz,raw
535,reif::A,darev,ripe
536,lecker::A,lipous,delicious
537,lecker::A,saourus,delicious
538,süß::A,dous,sweet
539,bitter::A,c'hwerv,bitter
540,sauer::A,trenk,sour
541,hell::A,sklaer,bright
542,dunkel::A,teñval,dark
543,schwarz::A,du,black
544,weiß::A,gwenn,white
545,rot::A,ruz,red
546,gelb::A,melen,yellow
547,blau::A,glas,blue
548,grün::A,gwer,green
549,grau::A,louet,grey
550,bunt::A,liesliv,colourful
551,bunt::A,liesliv,colorful
552,billig::A,marc'had-mat,cheap
553,teuer::A,ker,dear
554,wertvoll::A,prizius,precious
555,blind::A,dall,blind
556,taub::A,bouzar,deaf
557,kräftig::A,start,powerful
558,stark::A,kreñv,strong
559,schwach::A,gwan,weak
560,fett::A,lard,fat
561,schlank::A,sinkl,slim
562,hübsch::A,koant,pretty
563,böse::A,gwall,evil
564,dumm::A,glep,stupid
565,faul::A,lezirek,lazy
566,fleißig::A,studius,diligent
567,geizig::A,tost,stingy
568,klug::A,speredek,clever
569,geschickt::A,dornet,skilful
570,geschickt::A,dornet,skillful
571,lieb::A,koant,dear
572,lustig::A,laouen,merry
573,sanft::A,flour,gentle
574,hungrig::A,marnaon,hungry
575,krank::A,klañv,sick
576,nackt::A,noazh,naked
577,traurig::A,trist,sad
578,lebendig::A,bev,living
579,gut::A,mad,good
580,schlecht::A,fall,bad
581,schlecht::A,gwall,bad
582,richtig::A,reizh,correct
583,schlimm::A,gwall,nasty
584,wahr::A,gwir,true
585,alt::A,kozh,old
586,neu::A,nevez,new
587,ehemalig::A,kozh,former
588,alt[Lebewesen]::A,kozh,aged
589,jung::A,yaouank,young
590,arm::A,paour,poor
591,reich::A,pinvidik,rich
592,bekannt::A,anavezet,familiar
593,berühmt::A,brudet,famous
594,fremd::A,dizanav,foreign
595,verschieden::A,disheñel,different
596,nah::A,nes,near
597,fern::A,diabell,far
598,linker::A,kleiz,left
599,rechter::A,dehoù,right
600,anderer::A,all,other
601,erster::A,kentañ,first
602,zweiter::A,eil,second
603,dritter::A,trede,third
604,letzter::A,diwezhañ,last
605,allein::ADV,e-unan,alone
606,auf einmal::ADV,ar un dro,at once
607,zusammen::ADV,asambles,together
608,lange::ADV,pell,long
609,plötzlich::ADV,en un taol,suddenly
610,sofort::ADV,diouzhtu,instantly
611,später::ADV,diwezhatoc'h,later
612,jetzt::ADV,bremañ,now
613,heute::ADV,hiziv,today
614,morgen::ADV,arc'hoazh,tomorrow
615,bald::ADV,hepdale,soon
616,dann::ADV,a-c'houde,then
617,gestern::ADV,dec'h,yesterday
618,einst::ADV,gwechall,once
619,damals::ADV,neuze,at that time
620,danach::ADV,goude,afterwards
621,vorher::ADV,diagent,before
622,zuerst::ADV,da gentañ,at first
623,einmal::ADV,ur wech,once
624,manchmal::ADV,a-wechoù,sometimes
625,oft::ADV,alies,often
626,immer::ADV,atav,always
627,immer::ADV,bepred,always
628,niemals::ADV,gwech ebet,never
629,hier::ADV,amañ,here
630,hierhin::ADV,dre amañ,hither
631,hierhin::ADV,dre amañ,to here
632,hierhin::ADV,dre amañ,here
633,von hier::ADV,alemañ,hence
634,dort::ADV,aze,there
635,dort::ADV,ahont,there
636,dorthin::ADV,di,thither
637,dorthin::ADV,di,there
638,dorthin::ADV,di,to there
639,dorthin::ADV,aze,thither
640,dorthin::ADV,aze,there
641,dorthin::ADV,aze,to there
642,dorthin::ADV,ahont,thither
643,dorthin::ADV,ahont,there
644,dorthin::ADV,ahont,to there
645,geradeaus::ADV,war-eeun,ahead
646,vorwärts::ADV,war-raok,forward
647,rückwärts::ADV,war-lerc'h,backward
648,zurück::ADV,war-dreñv,back
649,unten::ADV,en traoñ,below
650,hinab::ADV,a-izel,down
651,oben::ADV,en nec'h,above
652,hinauf::ADV,e-krec'h,up
653,überall::ADV,dre-holl,everywhere
654,nicht::ADV,ne ... ket,not
655,ein wenig::ADV,un tammig,a little
656,kaum::ADV,a-boan,hardly
657,sehr::ADV,-tre,very
658,sehr::ADV,-kenañ,very
659,so::ADV,evel-se,so
660,noch::ADV,c'hoazh,still
661,nur::ADV,hepken,only
662,schon::ADV,dija,already
663,wieder::ADV,adarre,again
664,vor::PRP,dirak,in front of
665,hinter::PRP,a-drek,behind
666,hinter::PRP,a-dreñv,behind
667,unter::PRP,dindan,under
668,durch::PRP,dre,through
669,neben::PRP,e-kichen,next to
670,zwischen::PRP,etre,between
671,wegen::PRP,abalamour da,because of
672,dies::PRN,hemañ,this
673,das::PRN,se,that
674,das::PRN,hennezh,that
675,alles::PRN,pep tra,everything
676,ich::PRN,me,I
677,du::PRN,te,you
678,du::PRN,te,thou
679,er::PRN,eñ,he
680,wir::PRN,ni,we
681,ihr::PRN,c'hwi,you
682,sie::PRN,int,they
683,was::FPRN,petra,what
684,wer::FPRN,piv,who
685,wo::FADV,pelec'h,where
686,wohin::FADV,da belec'h,where ... to
687,wohin::FADV,da belec'h,where to
688,wohin::FADV,da belec'h,where
689,wie::FADV,penaos,how
690,warum::FADV,perak,why
691,wieviel::FNUM,pet,how much
692,eins::NUM,unan,one
693,zwei::NUM,daou,two
694,drei::NUM,tri,three
695,vier::NUM,pevar,four
696,fünf::NUM,pemp,five
697,sechs::NUM,c'hwec'h,six
698,sieben::NUM,seizh,seven
699,acht::NUM,eizh,eight
700,neun::NUM,nav,nine
701,zehn::NUM,dek,ten
702,elf::NUM,unnek,eleven
703,zwölf::NUM,daouzek,twelve
704,zwanzig::NUM,ugent,twenty
705,dreißig::NUM,tregont,thirty
706,vierzig::NUM,daou-ugent,forty
707,fünfzig::NUM,hanter-kant,fifty
708,sechzig::NUM,tri-ugent,sixty
709,siebzig::NUM,dek ha tri-ugent,seventy
710,achtzig::NUM,pevar-ugent,eighty
711,neunzig::NUM,dek ha pevar-ugent,ninety
712,hundert::NUM,kant,a hundred
713,tausend::NUM,mil,a thousand
714,und::CNJ,ha,and
715,oder::CNJ,pe,or
716,stehen::V,bezañ a-sav,stand
717,sitzen::V,azezañ,sit
718,sitzen::V,bezañ en e goazez,sit
719,liegen::V,bezañ en e c'hourvez,lie
720,hängen::V,krougañ,hang
721,werden::V,dazonet,become
722,passieren::V,c'hoarvezout,happen
723,beginnen::V,stagañ,begin
724,enden::V,achuiñ,end
725,wechseln::V,cheñch,change
726,aufgehen[Sonne]::V,dirouzañ,rise
727,scheinen[Sonne]::V,lugernañ,shine
728,donnern::V,taranal,thunder
729,wehen::V,c'hwezhañ,blow
730,strömen::V,deredek,stream
731,fließen::V,redek,flow
732,sich drehen::V,troiñ,revolve
733,schwanken::V,trantellat,sway
734,schwingen::V,froumal,swing
735,fallen::V,kouezhañ,fall
736,brennen::V,deviñ,burn
737,rauchen::V,divogedañ,smoke
738,regnen::V,glavañ,rain
739,gefrieren::V,reviñ,freeze
740,tauen::V,diskornañ,thaw
741,schmelzen::V,teuziñ,melt
742,trocknen::V,sec'hañ,dry
743,sieden::V,berviñ,boil
744,faulen::V,breinañ,rot
745,verfaulen::V,breinañ,decay
746,reißen::V,darnaouiñ,snap
747,versinken::V,sodellañ,sink
748,vergehen::V,tremen,pass
749,erscheinen::V,donet war-wel,appear
750,verschwinden::V,monet diwar wel,disappear
751,sinken::V,en em izelat,drop
752,abnehmen::V,nebeutaat,decrease
753,zunehmen::V,kreskiñ,increase
754,steigen::V,sevel,rise
755,wachsen::V,kreskiñ,grow
756,glänzen::V,lugernañ,shine
757,funkeln::V,elieniñ,sparkle
758,lärmen::V,rabotat,be noisy
759,klirren::V,diridignat,tinkle
760,klirren::V,sterlinkañ,tinkle
761,brausen::V,gwegal,roar
762,rauschen::V,trouzal,rustle
763,klingen::V,seniñ,sound
764,bellen::V,harzhal,bark
765,heulen::V,yudal,howl
766,blasen::V,c'hwezhañ,blow
767,pfeifen::V,c'hwitellat,whistle
768,schreien::V,huchal,shout
769,stöhnen::V,hirvoudiñ,groan
770,zittern::V,krenañ,tremble
771,leben::V,bevañ,be alive
772,geboren werden::V,genel,be born
773,atmen::V,tennañ e anal,breathe
774,trinken::V,evañ,drink
775,essen::V,debriñ,eat
776,schlucken::V,lonkañ,swallow
777,müde werden::V,skuizhañ,get tired
778,einschlafen::V,menel kousket,fall asleep
779,schlafen::V,kousket,sleep
780,aufwachen::V,dihuniñ,wake up
781,aufstehen::V,sevel,get up
782,sich erholen::V,diskuizhañ,relax
783,krank werden::V,klañviñ,fall ill
784,krank sein::V,bezañ klañv,be ill
785,schmerzen::V,skourjezañ,ache
786,husten::V,pasaat,cough
787,husten::V,peudal,cough
788,genesen::V,pareañ,recover
789,sterben::V,mervel,die
790,umkommen::V,perisañ,perish
791,sich bewegen::V,bouljal,move
792,sich rühren::V,fiñval,budge
793,sich erheben::V,sevel,stand up
794,sich setzen::V,azezañ,sit down
795,sich setzen::V,mont en e goazez,sit down
796,hinfallen::V,kouezhañ,tumble
797,laufen::V,redek,walk
798,schreiten::V,kerzhet,pace
799,spazierengehen::V,pourmen,go for a walk
800,eilen::V,hastañ,rush
801,sich beeilen::V,hastañ,hurry
802,sausen::V,karzhañ,dash
803,rennen::V,redek,run
804,springen::V,lammat,jump
805,klettern::V,krimpat,climb
806,schaukeln::V,brañsellat,seesaw
807,kriechen::V,skrampañ,creep
808,schwimmen::V,neuial,swim
809,tauchen::V,splujañ,dive
810,rudern::V,roeñvat,row
811,fahren::V,kas,drive
812,fahren::V,bleniañ,drive
813,fliegen::V,nijal,fly
814,gehen::V,mont,go
815,weggehen::V,mont kuit,go away
816,abfahren::V,mont kuit,depart
817,anhalten::V,chom a-sav,stop
818,hineingehen::V,monet e-barzh,go in
819,eintreten::V,monet e-barzh,enter
820,kommen::V,dont,come
821,ankommen::V,erruout,arrive
822,zurückkommen::V,addonet,come back
823,bleiben::V,chom,stay
824,warten::V,gortoz,wait
825,erwarten::V,gortoz,wait for
826,suchen::V,klask,seek
827,suchen::V,klask,look for
828,finden::V,kavout,find
829,versuchen::V,klask,try
830,vorbereiten::V,aozañ,prepare
831,lieben::V,karout,love
832,mögen::V,karout,like
833,lachen::V,c'hoarzin,laugh
834,rühren::V,tenerañ,move
835,weinen::V,gouelañ,weep
836,schimpfen::V,krozal,grumble
837,sich ärgern::V,fachañ,be annoyed
838,sich ärgern::V,en em fachañ,be annoyed
839,fliehen::V,tec'het,flee
840,flüchten::V,tuzañ,escape
841,sehen::V,gwelet,see
842,anschauen::V,sellout ouzh,look at
843,ansehen::V,sellout ouzh,watch
844,hören::V,klevet,hear
845,zuhören::V,selaou,listen
846,probieren::V,blasa,taste
847,riechen::V,klevet,smell
848,fühlen::V,santout,feel
849,scheinen::V,diskouez bezañ,seem
850,zu sehen sein::V,bezañ gwelus,show
