,Concept_ID,ab,os
530,Reichtum::N,абеиара,мулк
531,Welt::N,адунеи,дуне
532,Land::N,атəыла,бӕстӕ
533,Staat::N,аҳəынҭқарра,паддзахад
534,König::N,акрал,къарол
535,Macht::N,амчра,хицаудзинад
536,Grenze::N,аҳəаа,арӕн
537,Krieg::N,аибашьра,хӕст
538,Feind::N,Аҕа,знаг
539,Feind::N,Аҕа,фыдгул
540,Feind::N,Аҕа,фыдзæрдæ
541,Feind::N,Аҕа,сон
542,Gewalt::N,ақəымчра,тыхми
543,Gewalt::N,ақəымчра,тыхдзинад
544,Kampf::N,ақəҧара,хæст
545,Kampf::N,ақəҧара,хъæбысæйхæст
546,Kampf::N,ақəҧара,тох
547,Bogen[Waffe]::N,ахыц,ӕрдын
548,Pfeil::N,ахəымпал,фат
549,Gewehr::N,ашəақь,топп
550,Fehler::N,агха,рӕдыд
551,Lüge::N,амц,мӕнг
552,Lüge::N,амц,гӕдыдзинад
553,Schaden::N,аҧырхага,зиан
554,Unglück::N,арыцҳара,бæллæх
555,Schuld::N,ахара,азым
556,Alter::N,ақəра,кар
557,Schluss::N,анҵəамҭа,кæрон
558,Zeit::N,аамта,рӕстӕг
559,Tag::N,амш,бон
560,Morgen::N,ашара,райсом
561,Morgen::N,ашьыбжь,райсом
562,Mittag::N,шьыбжьон,æмбисбон
563,Abend::N,ахəылҧаз,изӕр
564,Abend::N,ахəлбыҽха,изӕр
565,Nacht::N,аҵх,ӕхсӕв
566,Woche::N,амчыбжь,къуыри
567,Frühling::N,ааҕын,уалдзæг
568,Sommer::N,аҧхын,сӕрд
569,Herbst::N,ҭагалан,фæззæг
570,Herbst::N,хкаарачан,фæззæг
571,Winter::N,аӡын,зымӕг
572,Januar::N,ианвар,январь
573,Februar::N,февраль,февраль
574,März::N,март,мартъи
575,April::N,апрель,апрель
576,Mai::N,маи,май
577,Juni::N,иуун,июнь
578,Juli::N,иууль,июль
579,August::N,август,август
580,September::N,сентиабр,сентябрь
581,Oktober::N,октиабр,октябрь
582,November::N,ноиабр,ноябрь
583,Dezember::N,декабр,декабрь
584,Montag::N,ашəахьа,къуырисæр
585,Dienstag::N,аҩаша,дыццæг
586,Mittwoch::N,ахаша,æртыццæг
587,Donnerstag::N,аҧшьаша,цыппæрæм
588,Freitag::N,ахəаша,майрæмбон
589,Samstag::N,асабша,сабат
590,Sonntag::N,амҽыша,хуыцаубон
591,groß::A,аду,дынджыр
592,klein::A,амаҷ,гыццыл
593,lang::A,ахəхəа,даргъ
594,kurz::A,акьаҿ,цыбыр
595,breit::A,аиужь,фӕтӕн
596,breit::A,аиҵых,фӕтӕн
597,schmal::A,аҭшəа,нарӕг
598,schmal::A,аҭшəа,уынгӕг
599,dicht::A,аилач,бæзджын
600,dicht::A,аилач,тар
601,dick[Gegenstand]::A,ажəпа,сӕвджын
602,fein::A,апа,лыстӕг
603,fein::A,аҵаӷа,лыстӕг
604,fein::A,аӡа,лыстӕг
605,fest::A,аҟаца,фидар
606,fest::A,аҟаца,хъӕддых
607,fest::A,аӷəӷəаҟаца,фидар
608,fest::A,аӷəӷəаҟаца,хъӕддых
609,flach::A,ақəаҟьа,тъӕпӕн
610,flach::A,аҧаҟьа,тъӕпӕн
611,glatt::A,аимаҩзы,лӕгъз
612,hart::A,акьакьа,хъӕбӕр
613,weich::A,атата,фӕлмӕн
614,rund::A,акəмпыл,тымбыл
615,spitz::A,аҵар,цыргъбырынкъ
616,spitz::A,аҵар,цыргъфындз
617,scharf::A,аҵар,цыргъ
618,stumpf::A,ацагə,къуымых
619,schwer::A,ахьанҭа,уӕззау
620,schön::A,аҧшӡа,аив
621,schön::A,аҧшӡа,рӕсугъд
622,heiß::A,ашы,тӕвд
623,warm::A,аҧха,хъарм
624,kalt::A,ахьшəашəа,уазал
625,kühl::A,ахьшəашəа,сатæг
626,kühl::A,ахьшəашəа,уазалгомау
627,kühl::A,ицәыхьшәашәоу,сатæг
628,kühl::A,ицәыхьшәашәоу,уазалгомау
629,frisch::A,цқьа,сатæг
630,feucht::A,ацəаак,уымӕл
631,nass::A,абааӡа,хуылыдз
632,trocken::A,Аба,хус
633,trocken::A,аҩа,хус
634,voll::A,азна,дзаг
635,voll::A,азна,йедзаг 
636,leer::A,аҭацəы,афтид
637,offen::A,аарта,гом
638,geschlossen::A,ихҩоу,æхгæд
639,geschlossen::A,иаркыу,æхгæд
640,sauber::A,ацқьа,сыгъдæг
641,schmutzig::A,аҟьашь,чъиллон
642,reif::A,Арҭ,рӕгъӕд
643,reif::A,аҟала,рӕгъӕд
644,reif::A,иҟалахьоу,рӕгъӕд
645,lecker::A,ахаа,хӕрзад
646,süß::A,азла,адджын
647,bitter::A,аша,судзаг
648,sauer::A,аҵəҵəы,туаг
649,hell::A,алаша,рухс
650,dunkel::A,алашьца,талынг
651,schwarz::A,аиқуаҵәа,сау
652,weiß::A,ашкəакəа,урс
653,rot::A,аҟаҧшь,сырх
654,gelb::A,аҩеижь,бур
655,blau::A,аҽҵәа,цъӕх
656,grün::A,ашьацҧшҭəала,цъӕх
657,grün::A,ашьацҧшҭəала,кӕрдӕгхуыз
658,grün::A,аеҵəа,цъӕх
659,grün::A,аеҵəа,кӕрдӕгхуыз
660,grau::A,ацəыш,цъӕх
661,grau::A,ацəыш,фӕныкхуыз
662,bunt::A,Аилыҕраа,хъулон
663,bunt::A,Аилыҕраа,гæрæм
664,bunt::A,аҕраҷкəын,хъулон
665,bunt::A,аҕраҷкəын,гæрæм
666,billig::A,амариа,аслам
667,teuer::A,амҩан,зынаргъ
668,wertvoll::A,кыр иаҕсоу,зынаргъ
669,wertvoll::A,акыр иаҕсоу,зынаргъ
670,blind::A,алашə,куырм
671,taub::A,адагəа,къуырма
672,kräftig::A,аӷəӷəа,домбай
673,kräftig::A,аӷəӷəа,тыхджын
674,stark::A,абаҟа,тыхджын
675,schwach::A,акəада,ӕнӕбон
