,Concept_ID,ab,os
1288,verteidigen::V,ахьчара,бахизын
1289,sich schlagen::V,аисра,хыл кæнын
1290,schießen::V,ахысра,ӕхсын
1291,siegen::V,аиааира,басӕттын
1292,siegen::V,аиааира,фӕуӕлахиз уӕвын
1293,ärgern::V,аргəаара,мӕсты кӕнын
1294,schlagen::V,асра,ныццæвын
1295,schlagen::V,аҭасра,ныццæвын
1296,stechen::V,алакшара,фæрæхойын
1297,stoßen::V,агəҭасра,риуыгъын
1298,stehlen::V,аӡара,давын
1299,stören::V,аҧырхагахара,хъыгдарын
1300,belästigen::V,аргəамҵра,хъыгдарын
1301,verbergen::V,аӡара,бамбӕхсын
1302,verbergen::V,аӡара,басусӕг кӕнын
1303,täuschen::V,ажьара,фӕливын
1304,täuschen::V,ажьара,асайын
1305,betrügen::V,ажьара,асайын
1306,töten::V,ашьра,амарын
1307,wohnen::V,анхара,цӕрын
1308,arbeiten::V,аусура,кусын
1309,sammeln::V,аҟəшəара,æртонын
1310,pflücken::V,аҿыршəара,тонын
1311,pflücken::V,аҿыхра,тонын
1312,jagen::V,ашəарыцара,цуан кæнын
1313,fischen::V,аҧсыӡ икуеит,кæсаг ахсын æнгуырæй
1314,fischen::V,аҧсыӡ икуеит,æнгуыр дарын
1315,fassen::V,акра,ӕрцахсын
1316,hüten::V,арҳəра,хизын
1317,hüten::V,ахьчара,хизын
1318,treiben::V,акацара,скъӕрын
1319,anbinden::V,адҳəалара,бабæттын
1320,anbinden::V,адҳəалара,æрбæттын
1321,füttern::V,акырҿаҵара,холлаг дæттын
1322,füttern::V,акырҿаҵара,холлаг æвæрын
1323,füttern::V,акырҿаҵара,дарын
1324,melken::V,ахьара,дуцын
1325,hacken::V,аҟəаҟəара,кæрдын
1326,hacken::V,аҟəаҟəара,лыгтæ кæнын
1327,gießen::V,аҵаҭəара,бакалын
1328,reifen::V,ашəра,срæгъæд уын
1329,reifen::V,ашəра,сцæттæ уын
1330,reifen::V,аҟалара,срæгъæд уын
1331,reifen::V,аҟалара,сцæттæ уын
1332,zubereiten::V,ацура,сцӕттӕ кӕнын
1333,kochen::V,ажəра,фыцын
1334,backen::V,аӡра,фыцын
1335,braten::V,аӡра,цурын
1336,umrühren::V,аилрыхра,ахæццæ кæнын
1337,umrühren::V,аилрыхра,азмæнтын
1338,umrühren::V,аилрыхра,астауын
1339,stricken::V,аҧара,кæнын
1340,stricken::V,аҧара,бийын
1341,nähen::V,аӡахра,хуыйын
1342,färben::V,ашəра,ахорын
1343,reinigen::V,арыцқьара,ссыгъдæг кæнын
1344,reinigen::V,арыцқьара,ныссыгъдæг кæнын
1345,reinigen::V,арыцқьара,ныссæрфын
1346,waschen::V,аӡәӡәара,ӕхсын
1347,abwischen::V,арбара,сӕрфын
1348,spülen::V,аҭыршара,æнхъæвзын
1349,fegen::V,аҧссара,мӕрзын
1350,baden::V,аҽыкəабара,хи найын
1351,sich waschen::V,аҽыӡəӡəара,хи æхсын
1352,ausziehen::V,ашəыхра,ласын
1353,anziehen::V,ашəҵара,скæнын
1354,sich anziehen::V,аҽеилаҳəара,дзаума скæнын
1355,sich anziehen::V,аҽеилаҳəара,дарæс скæнын
1356,kämmen::V,аҳəара,ныффасын
1357,kämmen::V,аҳəара,æрфасын
1358,schmücken::V,арҧшӡара,фӕлындын
1359,sagen::V,аҳəара,зæгъын
1360,sprechen::V,ацəажəара,дзурын
1361,reden::V,ацəажəара,ныхас кӕнын
1362,reden::V,аицәажәара,ныхас кӕнын
1363,sich unterhalten::V,аицәажәара,ныхас кæнын
1364,fragen::V,азҵаара,фӕрсын
1365,bitten::V,аҳəара,курын
1366,erzählen::V,аҳəара,радзурын
1367,erzählen::V,аҳəара,ратаурæгъ кæнын
1368,mitteilen::V,азыцҳара,фехъусын кæнын
1369,nennen::V,ахьӡҵара,хонын
1370,rufen::V,азҿыҭра,сидын
1371,prahlen::V,аҽхəара,ӕппӕлын
1372,übersetzen::V,аиҭагара,ратæлмац кæнын
1373,denken::V,азхəыцра,ӕнхъӕлын
1374,denken::V,азхəыцра,хъуыды кӕнын
1375,glauben::V,ахаҵара,уырнын
1376,bemerken::V,агəаҭара,фенын
1377,erkennen::V,адырра,базонын
1378,begreifen::V,аилкаара,ӕмбарын
1379,begreifen::V,аилкаара,бамбарын
1380,verstehen::V,аҳара,
1381,lernen::V,аҵара,ахуыр кӕнын
1382,wissen::V,адырра,зонын
1383,sich erinnern an::V,агəаларшəара,зæрдыл æрлæууын
1384,sich erinnern an::V,агəаларшəара,æрымысын
1385,sich erinnern an::V,агəаларшəара,æрбаймысын
1386,sich erinnern an::V,агəаларшəара,æрхъуыды кæнын
1387,vergessen::V,ахашҭра,ферох кæнын
1388,vergessen::V,ахашҭра,айрох кæнын
1389,messen::V,ашəара,барын
1390,zählen::V,аҧхьаӡара,нымайын
1391,rechnen::V,аҳасабра,хынцын
1392,lesen::V,аҧхьара,кӕсын
1393,lesen::V,аҧхьара,фӕрсын
1394,besitzen::V,амазаара,хицау уын
1395,kaufen::V,Аахəара,балхӕнын
1396,verkaufen::V,аҭира,уӕй кӕнын
1397,bezahlen::V,ахҭынҵара,бафидын
1398,bezahlen::V,ашəара,бафидын
1399,zahlen::V,ашəара,фидын
1400,ertragen::V,ачҳара,бавзарын
1401,Moor::N,,цъыфдзаст
1402,Kralle::N,,дзӕмбы
1403,Schwarm::N,,бал
1404,Sache::N,,дзаума
1405,Menge::N,,бӕрц
1406,Essen::N,,хӕрд
1407,Geschäft::N,,бизнес
1408,Geschäft::N,,хъуыддаг
1409,Monat::N,,мӕй
1410,Jahr::N,,аз
1411,Jahr::N,,афӕдз
1412,dünn::A,,тæнæг
1413,roh::A,,хом
1414,durch::PRP,,æхсæнты
1415,was::FPRN,,цы
1416,zu sehen sein::V,,зынын
1417,wenden::V,,афæлдахын
1418,wenden::V,,рафæлдахын
1419,ergreifen::V,,фӕлӕбурын
1420,bewahren::V,,бавæрын
1421,bewahren::V,,нывæрын
1422,wünschen::V,,зæрдæ зæгъы
1423,wiegen::V,,узын
1424,kehren::V,,мӕрзын
1425,malen::V,,ныв кӕнын
1426,zeichnen::V,,ныв кӕнын
1427,schreiben::V,,фыссын
1428,beherrschen::V,,æлдариуæг кæнын
