,Concept_ID,kk,ca
342,Spiel::N,ойын,joc
343,Gesellschaft::N,қауым,companyia
344,Gesellschaft::N,жұртшылық,companyia
345,Hilfe::N,жэрдем,ajut
346,Freund::N,дос,amīc
347,Kamerad::N,дос-жар,company
348,Kamerad::N,дос-жар,camarada
349,Angelegenheit::N,жұмыс,afer
350,Angelegenheit::N,жұмыс,assumpte
351,Anzahl::N,сан,nombre
352,Anzahl::N,сан,quantitat
353,Anzahl::N,саны,nombre
354,Anzahl::N,саны,quantitat
355,Art::N,түр,tipus
356,Art::N,түр,classe
357,Stück::N,тілім,peça
358,Teil::N,үлес,part
359,Teil::N,бөлшек,part
360,Hälfte::N,жарты,meitat
361,Kreis::N,шеңбер,cercle
362,Kreuz::N,крест,creu
363,Linie::N,сызық,línia
364,Strich::N,сызық,traç
365,Strich::N,сызық,ratlla
366,Abstand::N,ара,distància
367,Abstand::N,аралық,distància
368,Entfernung::N,аралық,distància
369,Gegend::N,өңір,regió
370,Gegend::N,өңір,contrada
371,Platz::N,орны,cabuda
372,Ort::N,орын,lloc
373,Seite::N,жақ,banda
374,Seite::N,жақ,costāt
375,Seite::N,бүйір,banda
376,Seite::N,бүйір,costāt
377,Mitte::N,ортасы,mig
378,Mitte::N,ортасы,centre
379,Gegenstand::N,зат,objecte
380,Gegenstand::N,нәрсе,objecte
381,Sache::N,бұйым,cosa
382,Rand::N,шет,vora
383,Rand::N,шет,marge
384,Rand::N,шеті,vora
385,Rand::N,шеті,marge
386,Kante::N,қыр,caire
387,Kante::N,қыр,cantell
388,Kante::N,қыры,caire
389,Kante::N,қыры,cantell
390,Ecke::N,қыры,cantonada
391,Ecke::N,бұрыш,cantonada
392,Spitze::N,ұшы,punta
393,Ende::N,аяқ,cap
394,Ende::N,соңы,cap
395,Loch::N,тесік,forāt
396,Winkel::N,мүйіс,racó
397,Muster::N,мәнер,dibuix
398,Muster::N,мәнер,disseny
399,Größe::N,ауқым,grandària
400,Größe::N,көлемдік,grandària
401,Länge::N,бой,longitud
402,Länge::N,ұзындық,longitud
403,Höhe::N,жоғарылық,altura
404,Höhe::N,жоғарылық,altitud
405,Höhe::N,биіктік,altura
406,Höhe::N,биіктік,altitud
407,Gewicht::N,салмақ,pes
408,Menge::N,мөлшер,quantitat
409,Haufen::N,үйме,pila
410,Haufen::N,үйінді,pila
411,Reihe::N,сап,fila
412,Boot::N,қайық,bot
413,Boot::N,қайық,barca
414,Ruder::N,ескек,rem
415,Schlitten::N,шана,trineu
416,Ski::N,шаңғы,esquí
417,Lagerfeuer::N,алау,foc de campament
418,Last::N,ауырлық,càrrega
419,Last::N,ауыр зат,càrrega
420,Gang::N,жүріс,marxa
421,Schritt::N,адым,pas
422,Norden::N,солтүстік,nord
423,Norden::N,терістік,nord
424,Süden::N,оңтүстік,sud
425,Westen::N,батыс,oest
426,Westen::N,батыс,occident
427,Osten::N,күншығыс,est
428,Osten::N,күншығыс,orient
429,Holz::N,ағаш,fusta
430,Holz::N,сүрек,fusta
431,Brett::N,тақта,taula
432,Platte::N,тақта,placa
433,Stütze::N,тіреу,suport
434,Stange::N,қада,vara
435,Stock::N,сойыл,pal
436,Stab::N,сырық,bastó
437,Rohr::N,құбыр,tub
438,Haus::N,үй,casa
439,Heim::N,үйлі,llar
440,Heim::N,шаңырақ,llar
441,Ofen::N,ошақ,estufa
442,Ofen::N,пеш,estufa
443,Fußboden::N,еден,terra
444,Tisch::N,үстел,taula
445,Stuhl::N,орындық,cadira
446,Wiege::N,бесік,bressol
447,Bett::N,кереует,llit
448,Regal::N,сөре,prestatgeria
449,Kiste::N,жәшік,caixa
450,Fenster::N,терезе,finestra
451,Tür::N,есік,porta
452,Tor::N,дарбаза,portal
453,Zaun::N,дуал,tanca
454,Dach::N,шатыр,teulada
455,Leiter::N,саты,escala
456,Leiter::N,саты,escala de mà
457,Leiter::N,басқыш,escala
458,Leiter::N,басқыш,escala de mà
459,Besen::N,сыпырғыш,escombra
460,Spaten::N,күрек,pala
461,Schaufel::N,қалақ,pala
462,Gabel::N,аша,forquilla
463,Gabel::N,шанышқы,forquilla
464,Löffel::N,қасық,cullera
465,Messer::N,пышақ,coltell
466,Nagel::N,мық,clau
467,Nagel::N,шеге,clau
468,Netz::N,керегекөз,filat
469,Haken::N,ілмек,ganxo
470,Griff::N,сап,puny
471,Griff::N,сап,mànec
472,Griff::N,тұтқа,puny
473,Griff::N,тұтқа,mànec
474,Schloss::N,құлып,pany
475,Schloss::N,бекіткіш,pany
476,Bild::N,сурет,imatge
477,Figur::N,тұлға,figura
478,Puppe::N,қуыршақ,nina
479,Beutel::N,қапшық,bossa
480,Bündel::N,байлам,feix
481,Bündel::N,байлам,paquet
482,Tasche::N,дорба,bossa
483,Eimer::N,шелек,galleda
484,Deckel::N,жапқыш,tapa
485,Deckel::N,жапқыш,tapadora
486,Geschirr::N,ыдыс,vaixella
487,Sack::N,қап,sac
488,Sack::N,қап,saca
489,Tasse::N,шыныаяқ,tassa
490,Topf::N,кәстрөл,pot
491,Topf::N,кәстрөл,olla
492,Kessel::N,қазан,caldera
493,Essen::N,ас,àpat
494,Essen::N,ас,menjada
495,Nahrung::N,ас,aliment
496,Nahrung::N,тамақ,aliment
497,Speise::N,тағам,plat
498,Fleisch::N,ет,carn
499,Getreide::N,дәнді,cereals
500,Brei::N,ботқа,puré
501,Brot::N,күлше,pa
502,Scheibe::N,тілім,tall
503,Scheibe::N,тілім,llesca
504,Fett::N,май,greix
505,Butter::N,май,mantega
506,Öl::N,май,oli
507,Salz::N,тұз,sal
508,Suppe::N,көже,sopa
509,Honig::N,бал,mel
510,Milch::N,сүт,llet
511,Tee::N,шай,te
512,Leder::N,көн,cuir
513,Wolle::N,жүн,llana
514,Stoff::N,мата,tela
515,Stoff::N,кездеме,tela
516,Nadel::N,ине,agulla
517,Faden::N,жіп,fil
518,Knopf::N,түйме,botó
519,Knoten::N,түйін,nus
520,Farbe::N,рең,pintura
521,Kleidung::N,киім,roba
522,Kleidung::N,киім,vestits
523,Hemd::N,жейде,camisa
524,Kragen::N,жаға,coll
525,Ärmel::N,жең,màniga
526,Hose::N,шалбар,pantalōns
527,Gürtel::N,белбеу,cinturó
528,Mütze::N,қалпақ,gorra
529,Schuh::N,кебіс,sabata
530,Stiefel::N,етік,bota
531,Ring::N,жүзік,anell
532,Band::N,таспа,veta
533,Band::N,таспа,cinta
534,Kamm::N,тарақ,pinta
535,Spiegel::N,айна,mirāll
536,Riemen::N,қайыс,corretja
537,Schnur::N,жіп,corda
538,Leine::N,тізгін,corretja
539,Decke::N,көрпе,manta
540,Decke::N,көрпе,flassada
541,Kissen::N,жастық,coixí
542,Tuch::N,орамал,mocador
543,Handtuch::N,сүлгі,tovallola
544,Kraft::N,қуат,força
545,Kraft::N,қарқын,força
546,Kraft::N,әл-шама,força
547,Kraft::N,әл-дәрмен,força
548,Stärke::N,әл,vigor
549,Stärke::N,күш,vigor
550,Gesundheit::N,денсаулык,salut
551,Krankheit::N,ауру,malaltia
552,Schmerz::N,ауру,dolor
553,Wunde::N,зақым,ferida
554,Wunde::N,жарақат,ferida
555,Fieber::N,безгек,febre
556,Fieber::N,қалтырау,febre
557,Fieber::N,қызу көтерілуі,febre
558,Arznei::N,дәрі,medicament
559,Arznei::N,дәрі-дәрмек,medicament
560,Brücke::N,көпір,pont
561,Brunnen::N,құдық,pou
562,Weide::N,өріс,pastura
563,Weide::N,жайылым,pastura
564,Pfad::N,жол,senda
565,Pfad::N,жол,sender
566,Weg::N,жол,camí
567,Straße::N,жол,carretera
568,Dorf::N,ауыл,poble
569,Stadt::N,қала,ciutāt
570,Stadt::N,шаһар,ciutāt
571,Brief::N,хат,carta
572,Brief::N,жазу,carta
573,Buch::N,кітап,llibre
574,Buchstabe::N,әріп,lletra
575,Buchstabe::N,қаріп,lletra
576,Zeitung::N,газет,diāri
577,Leben::N,өмір,vida
578,Leben::N,тіршілік,vida
579,Tod::N,опат,mort
580,Grab::N,мола,tomba
581,Grab::N,мазар,tomba
582,Kirche::N,шіркеу,església
583,Sünde::N,күнә,pecat
584,Gott::N,алла,déu
585,Gott::N,құдай,déu
586,Gott::N,тәңірі,déu
587,Gott::N,пәруардігер,déu
588,Gott::N,жаратқан тәңірі,déu
589,Arbeiter::N,жүмысшы,obrer
590,Chef::N,басшы,cap
591,Chef::N,жұмыс басқарушысы,cap
592,Meister::N,шебер,mestre
593,Meister::N,өнерпаз,mestre
594,Arzt::N,дәрігер,metge
595,Lehrer::N,мұғалім,mestre
596,Geld::N,пұл,dinērs
597,Geschäft::N,бизнес,negoci
598,Laden::N,дүкен,tenda
599,Laden::N,дүкен,botiga
600,Preis::N,ақы,preu
601,Preis::N,құны,preu
602,Preis::N,нарық,preu
603,Ware::N,тауар,mercaderia
604,Nutzen::N,пайда,profit
605,Reichtum::N,бақ-дәулет,riquesa
606,Welt::N,әлем,món
607,Welt::N,жиһан,món
608,Land::N,аймақ,país
609,Staat::N,мемлекет,estat
610,König::N,патша,rei
611,Macht::N,өкімет,poder
612,Macht::N,өкімет,potència
613,Macht::N,қожалық,poder
614,Macht::N,қожалық,potència
615,Grenze::N,шек,frontera
616,Krieg::N,соғыс,guerra
617,Feind::N,жау,enemic
618,Feind::N,дұшпан,enemic
619,Gewalt::N,зорлык,violència
620,Gewalt::N,зорлық-зомбылык,violència
621,Kampf::N,күрес,lluita
622,Kampf::N,алыспақ,lluita
623,Bogen[Waffe]::N,саржа,arc
624,Pfeil::N,жебе,fletxa
625,Gewehr::N,қару,fusell
626,Gewehr::N,қару,escopeta
627,Fehler::N,әбес,falta
628,Fehler::N,қаталық,falta
629,Lüge::N,өтірік,mentida
630,Schaden::N,зиян,dany
631,Schaden::N,зарар,dany
632,Unglück::N,пәле,desgràcia
633,Unglück::N,қасырет,desgràcia
634,Unglück::N,ауыртпалық,desgràcia
635,Schuld::N,айыптылық,culpa
636,Alter::N,жас,edat
637,Alter::N,жас шамасы,edat
638,Schluss::N,ада,fi
639,Schluss::N,ада,final
640,Schluss::N,бітуі,fi
641,Schluss::N,бітуі,final
642,Zeit::N,уақыт,temps
643,Tag::N,күн,dia
644,Morgen::N,таң,matí
645,Morgen::N,таңертең,matí
646,Mittag::N,талтүс,migdia
647,Abend::N,кеш,vespre
648,Nacht::N,түн,nit
649,Woche::N,апта,setmana
650,Monat::N,ай,mes
651,Jahr::N,жыл,any
652,Frühling::N,көктем,primavera
653,Sommer::N,жаз,estīu
654,Herbst::N,күз,tardor
655,Winter::N,қыс,hivērn
656,Januar::N,каңтар,gener
657,Februar::N,ақпан,febrer
658,März::N,наурыз,març
659,April::N,сәуір,abril
660,Mai::N,мамыр,maig
661,Juni::N,маусым,juny
662,Juli::N,шілде,juliol
663,August::N,сүмбіле,agost
664,August::N,тамыз,agost
665,September::N,қыркүйек,setembre
666,Oktober::N,ақырап,octubre
667,November::N,қараша,novembre
668,Dezember::N,желтоқсан,desembre
669,Montag::N,дүйсенбі,dilluns
670,Dienstag::N,сейсенбі,dimarts
671,Mittwoch::N,сәрсенбі,dimecres
672,Donnerstag::N,бейсенбі,dijous
673,Freitag::N,жұма,divendres
674,Samstag::N,сенбі,dissabte
675,Sonntag::N,жексембі,diumenge
676,groß::A,алпамсадай,gros
677,klein::A,кішкене,petīt
678,klein::A,қарғадай,petīt
679,lang::A,сопақ,llarg
680,lang::A,сорайған,llarg
681,kurz::A,кеспелтек,curt
682,breit::A,айдынды,ample
683,schmal::A,қысық,estret
684,dicht::A,жиі,dens
685,dick[Gegenstand]::A,шомбал,gruixūt
686,dünn::A,жұқа,prim
687,dünn::A,жіңішке,prim
688,fein::A,қаңылтақ,fi
689,fest::A,берік,ferm
690,fest::A,берік,sòlid
691,fest::A,мызғымас,ferm
692,fest::A,мызғымас,sòlid
693,flach::A,жалпак,pla
694,glatt::A,типыл,llis
695,hart::A,қатты,dur
696,weich::A,жұмсақ,tou
697,rund::A,домалақ,rodó
698,spitz::A,үшкір,punxegut
699,scharf::A,сүйрік,agut
700,stumpf::A,доғал,rom
701,stumpf::A,доғал,esmussat
702,stumpf::A,өтпейтін,rom
703,stumpf::A,өтпейтін,esmussat
704,schwer::A,салмақты,pesāt
705,schön::A,сұлу,bonīc
706,heiß::A,ыссы,calēnt
707,warm::A,жылы,càlid
708,kalt::A,аязды,fred
709,kühl::A,салқын,fresc
710,frisch::A,таза,fresc
711,frisch::A,жаңа,fresc
712,feucht::A,нам,humit
713,feucht::A,дымқылды,humit
714,nass::A,сулы,mullat
715,trocken::A,құрғақ,sec
716,voll::A,толы,ple
717,leer::A,бос,buit
718,offen::A,ашып қойылған,obert
719,geschlossen::A,жабулы,tancat
720,sauber::A,дақсыз,net
721,sauber::A,мұнтаздай,net
722,schmutzig::A,айғыз,brut
723,schmutzig::A,сатпақ,brut
724,schmutzig::A,сатал-сатал,brut
725,roh::A,шикі,cru
726,reif::A,піскен,madur
727,lecker::A,дәмді,deliciós
728,süß::A,тәтті,dolç
729,bitter::A,ащы,amarg
730,sauer::A,қышқыл,agre
731,hell::A,жарық,clar
732,hell::A,жарқын,clar
733,dunkel::A,қараңғы,fosc
734,schwarz::A,қара,negre
735,weiß::A,ақ,blanc
736,rot::A,қызыл,vermēll
737,gelb::A,сары,groc
738,blau::A,көк,blau
739,grün::A,жасыл,verd
740,grau::A,бозамық,gris
741,bunt::A,алабажак,multicolor
742,billig::A,арзан,barat
743,teuer::A,бағалы,car
744,wertvoll::A,құнды,preciós
745,wertvoll::A,қымбат,preciós
746,blind::A,көзсіз,cec
747,blind::A,көр,cec
748,blind::A,көр_соқыр,cec
749,taub::A,керең,sord
750,taub::A,саңырау,sord
751,kräftig::A,қуатты,fort
752,kräftig::A,қуатты,vigorós
753,kräftig::A,қарымды,fort
754,kräftig::A,қарымды,vigorós
755,stark::A,білекті,fort
756,schwach::A,әлсіз,feble
757,schwach::A,күшсіз,feble
758,schwach::A,қайратсыз,feble
759,fett::A,семіз,gras
760,schlank::A,ашаң,esvelt
761,hübsch::A,ажарлы,maco
762,hübsch::A,шырайлы,maco
763,böse::A,өш,dolent
764,böse::A,сұм,dolent
765,böse::A,жауыз,dolent
766,dumm::A,көкми,ximple
767,dumm::A,көкми,estúpid
768,dumm::A,ақымақ,ximple
769,dumm::A,ақымақ,estúpid
770,dumm::A,миы жоқ,ximple
771,dumm::A,миы жоқ,estúpid
772,faul::A,жалқау,gandūl
773,faul::A,жалқау,mandrós
774,faul::A,еріншек,gandūl
775,faul::A,еріншек,mandrós
776,fleißig::A,ұқыпты,diligēnt
777,geizig::A,сараң,avar
778,klug::A,жетік,intel·ligent
779,klug::A,ақылды,intel·ligent
780,geschickt::A,шебер,hàbil
781,lieb::A,абзал,amat
782,lieb::A,абзал,estimat
783,lieb::A,айналайын,amat
784,lieb::A,айналайын,estimat
785,lustig::A,көңілді,alegre
786,sanft::A,жуас,suau
787,hungrig::A,аш,afamat
788,krank::A,кеселді,malālt
789,nackt::A,жалаңаш,nu
790,traurig::A,қапа,trist
791,lebendig::A,тірі,viu
792,lebendig::A,жанды,viu
793,gut::A,жақсы,bo
794,schlecht::A,жаман,dolēnt
795,richtig::A,дұрыс,just
796,richtig::A,дұрыс,correcte
797,schlimm::A,жаман,greu
798,wahr::A,нағыз,vertader
799,wahr::A,нағыз,veritable
800,alt::A,ескі,vell
801,neu::A,жаңа,nou
802,ehemalig::A,өткен,antic
803,ehemalig::A,бұрынғы,antic
804,alt[Lebewesen]::A,кексе,vell
805,jung::A,науша,jove
806,arm::A,кедей,pobre
807,arm::A,дәулетсіз,pobre
808,reich::A,малды,ric
809,bekannt::A,таныс,conegut
810,bekannt::A,көзтаныс,conegut
811,berühmt::A,атақты,famós
812,fremd::A,бөтен,estrany
813,verschieden::A,түрлі,diferent
814,nah::A,жуық,pròxim
815,nah::A,етене,pròxim
816,fern::A,алыс,llunyà
817,fern::A,алыс,distant
818,fern::A,алыстағы,llunyà
819,fern::A,алыстағы,distant
820,linker::A,сол,esquerre
821,linker::A,солшыл,esquerre
822,rechter::A,оң,dret
823,anderer::A,өзге,altre
824,anderer::A,былайғы,altre
825,erster::A,алғашқы,primer
826,zweiter::A,екінші,segon
827,dritter::A,үшінші,tercer
