,Concept_ID,uz,os
215,Mensch::N,odam,адӕймаг
216,Mensch::N,odam,удгоймаг
217,Mann::N,ärkak,лӕг
218,Mann::N,ärkak,нӕлгоймаг
219,Frau::N,ayol,сылгоймаг
220,Kind::N,bola,сывӕллон
221,Kind::N,kichkintoy,сывӕллон
222,Junge::N,bola,лӕппу
223,Mädchen::N,qiz,чызг
224,Familie::N,oila,бинонтæ
225,Großvater::N,buva,фыдыфыд
226,Großvater::N,buva,мадыфыд
227,Großvater::N,katta ota,фыдыфыд
228,Großvater::N,katta ota,мадыфыд
229,Großmutter::N,buvi,фыды мад
230,Großmutter::N,buvi,мады мад
231,Großmutter::N,katta oyi,фыды мад
232,Großmutter::N,katta oyi,мады мад
233,Eltern::N,ota-ona,ныййарджытæ
234,Vater::N,ota,фыд
235,Mutter::N,ona,мад
236,Sohn::N,o'g'il,фырт
237,Tochter::N,qiz,чызг
238,Bruder::N,og'a,ӕфсымӕр
239,Bruder::N,uka,ӕфсымӕр
240,Schwester::N,opa,хо
241,Schwester::N,singil,хо
242,Onkel::N,amaki,фыдыфсымӕр
243,Tante::N,amma,мадыхо
244,Tante::N,xola,мадыхо
245,Ehemann::N,är,мой
246,Ehefrau::N,rafiqa,ус
247,Freude::N,ayish,цин
248,Freude::N,ayish,циндзинад
249,Gelächter::N,kulgi,худын
250,Gelächter::N,kulgi,худт
251,Gelächter::N,kulgi,худæг
252,Glück::N,saodat,амонд
253,Kummer::N,g'am,хъыг
254,Wunsch::N,orzu,бӕллиц
255,Lust::N,rag'bat,монц
256,Geist::N,ruh,уд
257,Gedanke::N,fikr,хъуыды
258,Gedächtnis::N,äs,мысæн
259,Gedächtnis::N,äs,мысын
260,Gedächtnis::N,äs,зæрдылдарын
261,Verstand::N,aql,зонд
262,Sinn::N,ma'ni,нысаниуæг
263,Grund::N,sabab,ӕфсон
264,Wahrheit::N,haq,æцæг
265,Gespräch::N,gap,ныхас
266,Märchen::N,ärtak,аргъау
267,Erzählung::N,rivoyat,радзырд
268,Nachricht::N,xabar,уац
269,Neuigkeit::N,yangilik,хабар
270,Name::N,ot,ном
271,Rätsel::N,topishmoq,уыци-уыци
272,Rätsel::N,topishmoq,базон-базон
273,Rede::N,nutq,раныхас
274,Sprache::N,til,ӕвзаг
275,Stimme::N,ovoz,хъӕлӕс
276,Wort::N,so'z,дзырд
277,Zeichen::N,alomat,нысан
278,Ruf::N,chaqiriq,сидт
279,Lärm::N,taraq,уынæр
280,Laut::N,tovush,зӕл
281,Laut::N,tovush,мыр
282,Ton::N,un,мыр
283,Lied::N,ashula,зарӕг
284,Ruhe::N,tinchlik,æнцой
285,Leute::N,xaloyiq,адӕм
286,Volk::N,xalq,адӕм
287,Arbeit::N,ish,фӕллой
288,Gast::N,mehmon,уазӕг
289,Geschenk::N,hadya,хуын
290,Spiel::N,o'yin,хъазт
291,Gesellschaft::N,jamiyat,дзыллæ
292,Gesellschaft::N,jamiyat,æхсæнад
293,Hilfe::N,yordam,æххуыс
294,Hilfe::N,yordam,ахъаз
295,Freund::N,do'st,лымӕн
296,Kamerad::N,yo'ldosh,ӕмбал
297,Angelegenheit::N,daxl,хъуыддаг
298,Anzahl::N,son,бӕрц
299,Art::N,tur,хуыз
300,Art::N,tur,хуызад
301,Stück::N,parcha,кæрдих
302,Stück::N,parcha,комдзаг
303,Teil::N,bo'lak,хай
304,Hälfte::N,yarim,æрдæг
305,Hälfte::N,yarim,æмбис
306,Kreis::N,aylana,зиллакк
307,Kreuz::N,xoch,дзуар
308,Linie::N,liniya,хахх
309,Strich::N,chiziq,хахх
310,Abstand::N,oralik,æхсæнуат
311,Entfernung::N,uzoqlik,дæрддзæг
312,Entfernung::N,uzoqlik,дардцæг
313,Gegend::N,yer,ран
314,Platz::N,oralig,бууат
315,Ort::N,joy,ран
316,Ort::N,joy,бынат
317,Seite::N,yon,фахс
318,Mitte::N,o'rta,астӕу
319,Gegenstand::N,ashyo,дзаума
320,Sache::N,buyum,дзаума
321,Rand::N,chek,кӕрон
322,Kante::N,tig',фӕрск
323,Ecke::N,burchak,тигъ
324,Ecke::N,burchak,фисын
325,Spitze::N,uch,бырынкъ
326,Ende::N,oxir,кӕрон
327,Loch::N,teshik,хуынкъ
328,Winkel::N,go'sha,къуым
329,Muster::N,nusha,нывæфтыд
330,Muster::N,nusha,кæдзист
331,Größe::N,kattalik,ас
332,Länge::N,uzunlik,дӕргъ
333,Höhe::N,yuksaklik,бæрзонд
334,Höhe::N,yuksaklik,бæрзæнд
335,Höhe::N,yuksaklik,бæрзонддзинад
336,Gewicht::N,solmoq,уӕз
337,Menge::N,miqdor,бӕрц
338,Haufen::N,uyum,кӕри
339,Reihe::N,saf,рӕнхъ
340,Boot::N,qayiq,чема
341,Ruder::N,äshkak,къохар
342,Schlitten::N,chana,дзоныгъ
343,Ski::N,chang'i,къахдзоныгътæ
344,Ski::N,chang'i,лыжæтæ
345,Lagerfeuer::N,gulxan,арт
346,Last::N,yuk,уаргъ
347,Gang::N,yurish,цыд
348,Schritt::N,qadam,санчъех
349,Schritt::N,qadam,къахдзӕф
350,Norden::N,shimol,цæгат
351,Süden::N,janub,хуссар
352,Westen::N,g'arb,ныгуылæн
353,Osten::N,sharq,скæсæн
354,Holz::N,yog'och,хъӕдӕрмӕг
355,Brett::N,taxta,фæйнæг
356,Platte::N,tabaqa,къӕй
357,Stütze::N,tayanchi,быцæу
358,Stange::N,qo'noq,хъил
359,Stock::N,tayoq,лӕдзӕг
360,Stab::N,gavron,хъил
361,Rohr::N,tarnov,хӕтӕл
362,Haus::N,uy,хӕдзар
363,Heim::N,makon,къона
364,Ofen::N,pechka,пец
365,Fußboden::N,pol,астӕрд
366,Tisch::N,mosa,стъол
367,Stuhl::N,o'rindiq,бандон
368,Wiege::N,beshik,авдæн
369,Bett::N,yotoq,сынтӕг
370,Regal::N,tokcha,тӕрхӕг
371,Regal::N,tokcha,уӕлвӕйнӕг
372,Kiste::N,sandiq,асыкк
373,Fenster::N,deraza,рудзынг
374,Fenster::N,deraza,фæрссаг
375,Tür::N,äshik,дуар
376,Tor::N,darvoza,кулдуар
377,Zaun::N,panjara,æмбонд
378,Zaun::N,panjara,быру
379,Zaun::N,panjara,гæрæн
380,Dach::N,tom,уӕлхӕдзар
381,Leiter::N,narvon,асин
382,Besen::N,supurgi,уисой
383,Spaten::N,bel,бел
384,Schaufel::N,kurak,æвгæнæн
385,Schaufel::N,kurak,кæфой
386,Gabel::N,bilka,вилкæ
387,Löffel::N,qoshiq,уидыг
388,Messer::N,pichoq,кард
389,Nagel::N,mix,зӕгӕл
390,Netz::N,to'r,хыз
391,Haken::N,ilgak,хæдз
392,Haken::N,ilgak,хæбырæгъ
393,Griff::N,sop,фистон
394,Griff::N,tutqich,фистон
395,Schloss::N,qulf,гуыдыр
396,Bild::N,rasm,ныв
397,Figur::N,shakl,кæрдгæныв
398,Puppe::N,ko'g'irchoq,чындз
399,Beutel::N,to'rva,дзӕкъул
400,Bündel::N,bog'lam,баст
401,Tasche::N,kissa,хызын
402,Tasche::N,kissa,дзæкъул
403,Eimer::N,chelak,къæрта
404,Eimer::N,chelak,чъыбыла
405,Eimer::N,chelak,ведра
406,Deckel::N,qopqoq,сæр
407,Deckel::N,qopqoq,æмбæрзæн
408,Geschirr::N,idish,мигæнæн
409,Geschirr::N,idish,мигæнæнтæ
410,Sack::N,qop,голлаг
411,Tasse::N,piyola,пиала
412,Tasse::N,piyola,къус
413,Topf::N,tuvak,аг
414,Topf::N,tuvak,чысыл аг
415,Kessel::N,qozon,аг
416,Essen::N,tomoq,хӕрд
417,Nahrung::N,emak,хойраг
418,Speise::N,taom,хӕринаг
419,Fleisch::N,go'sht,дзидза
420,Fleisch::N,go'sht,фыдызгъӕл
421,Getreide::N,g'alla,халсар
422,Brei::N,bo'tqa,кас
423,Brot::N,non,дзул
424,Scheibe::N,disk,къӕбӕр
425,Fett::N,moy,сой
426,Butter::N,yog',нӕлхӕ
427,Öl::N,moy,зети
428,Salz::N,tuz,цӕхх
429,Suppe::N,sho'rva,бас
430,Honig::N,asal,мыд
431,Milch::N,sut,ӕхсыр
432,Tee::N,choy,цай
433,Leder::N,charm,мæскуы
434,Wolle::N,jun,фӕсмын
435,Stoff::N,mato,хъуымац
436,Nadel::N,igna,судзин
437,Faden::N,ip,ӕндах
438,Knopf::N,tugma,цӕппӕр
439,Knoten::N,tugun,ӕлхынцъ
440,Farbe::N,bo'yok,ахорæн
441,Kleidung::N,kiyim,дарӕс
442,Hemd::N,ko'ylak,хӕдон
443,Kragen::N,yoqa,æфцæггот
444,Ärmel::N,yeng,дыс
445,Hose::N,shim,хæлаф
446,Hose::N,shim,æддаг хæлаф
447,Hose::N,shim,салбар
448,Gürtel::N,tasma,рон
449,Mütze::N,shapka,худ
450,Schuh::N,but,басмахъ
451,Stiefel::N,botinka,цырыхъхъ
452,Ring::N,yuzuk,къухдарӕн
453,Band::N,rishta,лент
454,Kamm::N,taroq,сӕрвасӕн
455,Spiegel::N,ko'zgu,айдæн
456,Spiegel::N,ko'zgu,кæсæн
457,Riemen::N,qayish,гӕрз
458,Schnur::N,bog'ich,бӕндӕн
459,Leine::N,etak,
460,Decke::N,odyol,хъӕццул
461,Kissen::N,yostiq,баз
462,Tuch::N,gazlama,кæлмæрзæн
463,Tuch::N,gazlama,кæрдæн
464,Handtuch::N,sochiq,хисæрфæн
465,Kraft::N,kuch,тых
466,Kraft::N,kuch,хъомыс
467,Stärke::N,quvvat,тых
468,Stärke::N,quvvat,æхсар
469,Gesundheit::N,sog'lik,æнæниздзинад
470,Krankheit::N,kasallik,низ
471,Krankheit::N,kasallik,рын
472,Schmerz::N,og'riq,рис
473,Wunde::N,yara,цӕф
474,Fieber::N,bezgak,ризӕг
475,Fieber::N,bezgak,тӕфсӕг
476,Arznei::N,dori,хос
477,Brücke::N,ko'prik,хид
478,Brunnen::N,buloq,цъай
479,Weide::N,yaylov,хизæн
480,Weide::N,yaylov,хизæнуат
481,Weide::N,yaylov,сæрвæт
482,Pfad::N,dorojka,къахвæндаг
483,Pfad::N,dorojka,къахвæд
484,Weg::N,yo'l,фӕндаг
485,Straße::N,ko'cha,фӕндаг
486,Dorf::N,ovul,хъӕу
487,Stadt::N,shahar,сахар
488,Brief::N,maktub,фыстӕг
489,Buch::N,kitob,чиныг
490,Buchstabe::N,harf,дамгъӕ
491,Zeitung::N,gazet,газет
492,Leben::N,hayot,цард
493,Leben::N,hayot,цӕрӕнбон
494,Tod::N,o'lim,мæлæт
495,Tod::N,o'lim,адзал
496,Grab::N,go'r,ингӕн
497,Kirche::N,cherkov,аргъуан
498,Sünde::N,gunoh,тæригъæд
499,Gott::N,olloh,хуыцау
500,Arbeiter::N,ishchi,кусæг
501,Chef::N,rais,ӕмцег
502,Meister::N,usta,мастер
503,Meister::N,usta,дæсны
504,Arzt::N,hakim,хосгæнæг
505,Arzt::N,hakim,дохтыр
506,Lehrer::N,muallim,ахуыргæнæг
507,Geld::N,pul,ӕхца
508,Geschäft::N,savdo,бизнес
509,Geschäft::N,savdo,хъуыддаг
510,Laden::N,do'kon,дукани
511,Preis::N,baho,аргъ
512,Ware::N,mol,базайраг
513,Nutzen::N,foyda,пайда
514,Reichtum::N,boylik,хъæздыгдзинад
515,Reichtum::N,boylik,исбон
516,Reichtum::N,boylik,мулк
517,Welt::N,olam,дуне
518,Land::N,o'lka,бӕстӕ
519,Staat::N,davlat,паддзахад
520,König::N,qirol,къарол
521,Macht::N,iqtidor,хицаудзинад
522,Grenze::N,chegara,арӕн
523,Krieg::N,harb,хӕст
524,Feind::N,dushman,знаг
525,Feind::N,dushman,фыдгул
526,Feind::N,dushman,фыдзæрдæ
527,Feind::N,dushman,сон
528,Gewalt::N,zo'rlik,тыхми
529,Gewalt::N,zo'rlik,тыхдзинад
530,Kampf::N,kurash,хæст
531,Kampf::N,kurash,хъæбысæйхæст
532,Kampf::N,kurash,тох
533,Bogen[Waffe]::N,yoy,ӕрдын
534,Pfeil::N,o'q,фат
535,Gewehr::N,vintovka,топп
536,Fehler::N,xato,рӕдыд
537,Lüge::N,yolg'on,мӕнг
538,Lüge::N,yolg'on,гӕдыдзинад
539,Schaden::N,ziyon,зиан
540,Unglück::N,balo,бæллæх
541,Schuld::N,ayb,азым
542,Alter::N,yosh,кар
543,Schluss::N,tamom,кæрон
544,Zeit::N,vaqt,рӕстӕг
545,Tag::N,kun,бон
546,Morgen::N,saboh,райсом
547,Mittag::N,kun tushlik,æмбисбон
548,Abend::N,oqshom,изӕр
549,Nacht::N,tun,ӕхсӕв
550,Woche::N,hafta,къуыри
551,Monat::N,oy,мӕй
552,Jahr::N,yil,аз
553,Jahr::N,yil,афӕдз
554,Frühling::N,bahor,уалдзæг
555,Sommer::N,yoz,сӕрд
556,Herbst::N,kuz,фæззæг
557,Herbst::N,xazon,фæззæг
558,Winter::N,qish,зымӕг
559,Januar::N,yanvar',январь
560,Februar::N,fevral',февраль
561,März::N,mart,мартъи
562,April::N,aprel',апрель
563,Mai::N,may,май
564,Juni::N,iyun',июнь
565,Juli::N,iyul',июль
566,August::N,avgust,август
567,September::N,sentyabr',сентябрь
568,Oktober::N,oktyabr',октябрь
569,November::N,noyabr',ноябрь
570,Dezember::N,dekabr',декабрь
571,Montag::N,dushanba,къуырисæр
572,Dienstag::N,seshanba,дыццæг
573,Mittwoch::N,chorshanba,æртыццæг
574,Donnerstag::N,payshanba,цыппæрæм
575,Freitag::N,juma,майрæмбон
576,Samstag::N,shanba,сабат
577,Sonntag::N,yakshanba,хуыцаубон
578,groß::A,buyuk,дынджыр
579,klein::A,kichik,гыццыл
580,lang::A,uzun,даргъ
581,kurz::A,qisqa,цыбыр
582,breit::A,keng,фӕтӕн
583,schmal::A,änsiz,нарӕг
584,schmal::A,änsiz,уынгӕг
585,dicht::A,quyuq,бæзджын
586,dicht::A,quyuq,тар
587,dick[Gegenstand]::A,qalin,сӕвджын
588,dünn::A,ingichka,тæнæг
589,fein::A,mayin,лыстӕг
590,fest::A,qattiq,фидар
591,fest::A,qattiq,хъӕддых
592,flach::A,yalpoq,тъӕпӕн
593,glatt::A,tekis,лӕгъз
594,hart::A,qattiq,хъӕбӕр
595,weich::A,yumshoq,фӕлмӕн
596,rund::A,yumaloq,тымбыл
597,spitz::A,uchli,цыргъбырынкъ
598,spitz::A,uchli,цыргъфындз
599,scharf::A,keskir,цыргъ
600,stumpf::A,to'mtoq,къуымых
601,schwer::A,salmoqli,уӕззау
602,schön::A,go'zal,аив
603,schön::A,go'zal,рӕсугъд
604,heiß::A,qiziq,тӕвд
605,warm::A,issiq,хъарм
606,kalt::A,sovuq,уазал
607,kühl::A,salqin,сатæг
608,kühl::A,salqin,уазалгомау
609,frisch::A,toza,сатæг
610,feucht::A,namli,уымӕл
611,nass::A,nam,хуылыдз
612,trocken::A,quruq,хус
613,voll::A,to'la,дзаг
614,voll::A,to'la,йедзаг 
615,leer::A,puch,афтид
616,offen::A,ochiq,гом
617,geschlossen::A,berk,æхгæд
618,sauber::A,ozoda,сыгъдæг
619,schmutzig::A,kir,чъиллон
620,roh::A,xom,хом
621,reif::A,pishiq,рӕгъӕд
622,lecker::A,shirin,хӕрзад
623,süß::A,shirin,адджын
624,bitter::A,achchiq,судзаг
625,sauer::A,achchiq,туаг
626,hell::A,yorug',рухс
627,dunkel::A,qorong'i,талынг
628,schwarz::A,qora,сау
629,weiß::A,oq,урс
630,rot::A,qizil,сырх
631,gelb::A,sariq,бур
632,blau::A,zangori,цъӕх
633,grün::A,yashil,цъӕх
634,grün::A,yashil,кӕрдӕгхуыз
635,grau::A,bo'z,цъӕх
636,grau::A,bo'z,фӕныкхуыз
637,bunt::A,ola,хъулон
638,bunt::A,ola,гæрæм
639,billig::A,arzon,аслам
640,teuer::A,qimmat,зынаргъ
641,wertvoll::A,qimmat,зынаргъ
642,blind::A,ko'r,куырм
643,taub::A,garang,къуырма
644,kräftig::A,kuchli,домбай
645,kräftig::A,kuchli,тыхджын
646,stark::A,quvvatli,тыхджын
647,schwach::A,kuchsiz,ӕнӕбон
648,fett::A,semiz,нард
649,schlank::A,ingichka,гуырвидыц
650,schlank::A,ingichka,хæрзконд
651,schlank::A,ingichka,рæхснæг
652,schlank::A,ingichka,сагамад
653,hübsch::A,ko'rkam,аив
654,hübsch::A,ko'rkam,рӕсугъд
655,böse::A,yovuz,фыдзӕрдӕ
656,dumm::A,aqlsiz,ӕдылы
657,faul::A,ärinchak,зивӕг
658,faul::A,ärinchak,зивӕггӕнаг
659,fleißig::A,ishchan,æнæзивæг
660,fleißig::A,ishchan,æнувыд
661,geizig::A,qurumsoq,чъынды
662,geizig::A,qurumsoq,æлгъин
663,geizig::A,qurumsoq,мæрддзæст
664,klug::A,oqil,зондджын
665,geschickt::A,äpchil,хӕрзарӕхст
666,lieb::A,aziz,уарзон
667,lustig::A,chaqchaq,хъӕлдзӕг
668,sanft::A,asta,мынчын
669,hungrig::A,och,ӕххормаг
670,krank::A,kasal,нӕфӕразгӕ
671,nackt::A,yalang,бӕгънӕг
672,traurig::A,xafa,ӕрхӕндӕг
673,lebendig::A,hayotiy,цардӕгас
674,gut::A,soz,хорз
675,schlecht::A,yomon,цауд
676,richtig::A,rost,раст
677,schlimm::A,yovuz,ӕвзӕр
678,wahr::A,haqiqiy,ӕцӕг
679,alt::A,äski,зӕронд
680,neu::A,yangi,ног
681,ehemalig::A,sobiq,раздӕры
682,alt[Lebewesen]::A,qari,ацӕргӕ
683,jung::A,navqiron,ӕрыгон
684,arm::A,abgor,мӕгуыр
685,reich::A,boy,хъӕздыг
686,bekannt::A,ma'lum,зонгӕ
687,berühmt::A,mashhur,номдзыд
688,fremd::A,yot,æцæгæлон
689,verschieden::A,turli,æндæр æмæ æндæр
690,verschieden::A,turli,алы
691,verschieden::A,turli,алыхуызон
692,nah::A,yaqindagi,хӕстӕг
693,fern::A,uzoq,дард
694,fern::A,uzoq,дӕрддаг
695,linker::A,so'l,галиу
696,rechter::A,o'ng,рахиз
697,anderer::A,boshqa,иннӕ
698,anderer::A,boshqa,ӕндӕр
699,erster::A,birinchi,фыццаг
700,erster::A,birinchi,фыццӕгӕм
701,zweiter::A,ikkinchi,дыккаг
702,zweiter::A,ikkinchi,дыккæгæм
703,dritter::A,uchinchi,æртыккаг
704,dritter::A,uchinchi,æртыккæгæм
705,letzter::A,oxirgi,фӕстаг
706,allein::ADV,o'zicha,иунæг
707,auf einmal::ADV,varakay,уайтагъд
708,auf einmal::ADV,varakay,æвиппайды
709,auf einmal::ADV,varakay,æваст
710,zusammen::ADV,barobar,иумӕ
711,lange::ADV,uzoq,бирæ рæстæг
712,plötzlich::ADV,qo'qqisdan,æвиппайды
713,plötzlich::ADV,qo'qqisdan,æваст
714,sofort::ADV,darrov,уыцы сахат
715,sofort::ADV,darrov,уайтагъд
716,später::ADV,so'ngra,фæстæдæр
717,jetzt::ADV,hozirgina,ныр
718,heute::ADV,bugun,абон
719,morgen::ADV,ärta,райсом
720,bald::ADV,toz,тагъд
721,bald::ADV,toz,рæхджы
722,dann::ADV,keyin,стæй
723,gestern::ADV,kecha,знон
724,einst::ADV,avvallari,кӕддӕр
725,damals::ADV,ugal,уæд
726,danach::ADV,so'ngra,стæй
727,danach::ADV,so'ngra,уый фæстæ
728,vorher::ADV,avval,раздæр
729,zuerst::ADV,avval,фыццаг
730,einmal::ADV,bir marta,иу хатт
731,manchmal::ADV,onda-sonda,хатт
732,oft::ADV,tez-tez,арæх
733,immer::ADV,har vaqt,ӕдзух
734,niemals::ADV,hargiz,никуы
735,niemals::ADV,hargiz,никæд
736,hier::ADV,shu erda,ам
