,Concept_ID,nl,kv
131,Weide[Baum]::N,wilg,бадь
132,Tanne::N,spar,кӧз
133,Horn::N,hoorn,сюр
134,Feder::N,veer,гӧн
135,Feder::N,pluim,гӧн
136,Fell::N,vel,кучик
137,Flügel::N,vleugel,борд
138,Klaue::N,klauw,гыж
139,Kralle::N,klauw,кабыр
140,Schwanz::N,staart,бӧж
141,Ei::N,ei,кольть
142,Nest::N,nest,поз
143,Bau::N,hol,осьта
144,Bau::N,hol,нора
145,Tier::N,dier,зверь
146,Herde::N,kudde,гурт
147,Kuh::N,koe,мӧс
148,Bulle::N,stier,ӧшка
149,Pferd::N,paard,вӧв
150,Schaf::N,schaap,баля
151,Schwein::N,varken,порсь
152,Hund::N,hond,пон
153,Katze::N,kat,кань
154,Bär::N,beer,ош
155,Eichhörnchen::N,eekhoorntje,ур
156,Elch::N,eland,вӧр мӧс
157,Fuchs::N,vos,руч
158,Hase::N,haas,кӧч
159,Maus::N,muis,шыр
160,Wolf::N,wolf,кӧин
161,Vogel::N,vogel,кай
162,Schwarm::N,zwerm,стая
163,Schwarm::N,zwerm,чукӧр
164,Huhn::N,kip,курӧг
165,Huhn::N,hoen,курӧг
166,Hahn::N,haan,петух
167,Hahn::N,haan,ай курӧг
168,Gans::N,gans,дзодзог
169,Adler::N,arend,куч
170,Adler::N,arend,кутш
171,Ente::N,eend,утка
172,Eule::N,uil,тупка
173,Kranich::N,kraanvogel,тури
174,Krähe::N,kraai,рака
175,Kuckuck::N,koekoek,кӧк
176,Schwan::N,zwaan,юсь
177,Fisch::N,vis,чери
178,Barsch::N,baars,ёкыш
179,Hecht::N,snoek,сирпинь
180,Schlange[Tier]::N,slang,змей
181,Wurm::N,worm,номыр
182,Spinne::N,spin,черань
183,Ameise::N,mier,кӧдзывкар
184,Laus::N,luis,ляпа той
185,Mücke::N,mug,ном
186,Fliege::N,vlieg,гут
187,Schmetterling::N,vlinder,бабыв
188,Beere::N,bes,ягӧд
189,Apfel::N,appel,яблоко
190,Pilz::N,paddestoel,тшак
191,Zwiebel::N,ui,грез
192,Saat::N,zaad,кӧдзыс
193,Korn::N,graan,сю
194,Korn::N,korrel,сю
195,Heu::N,hooi,турун
196,Schale::N,schil,кыш
197,Schale::N,schil,киль
198,Grube::N,kuil,яма
199,Falle::N,val,нальк
200,Falle::N,val,кляпча
201,Schlinge::N,strop,лӧч
202,Spur::N,spoor,туй
203,Asche::N,as,пӧим
204,Dreck::N,drek,нять
205,Eisen::N,ijzer,кӧрт
206,Gold::N,goud,зарни
207,Silber::N,zilver,язісь
208,Kohle::N,kool,шом
209,Kohle::N,kool,уголь
210,Glas::N,glas,стекло
211,Lehm::N,klei,сёй
212,Sand::N,zand,лыа
213,Mensch::N,mens,морт
214,Mann::N,man,мужик
215,Frau::N,vrouw,инька
216,Kind::N,kind,кага
217,Junge::N,jongen,зонка
218,Mädchen::N,meisje,нывкаок
219,Familie::N,gezin,семья
220,Familie::N,familie,семья
221,Großvater::N,grootvader,дед
222,Großmutter::N,grootmoeder,баб
223,Eltern::N,ouders,ай-мам
224,Vater::N,vader,ай
225,Mutter::N,moeder,мам
226,Sohn::N,zoon,зон
227,Tochter::N,dochter,ныв
228,Bruder::N,broer,вон
229,Bruder::N,broeder,вон
230,Schwester::N,zus,сой
231,Schwester::N,zuster,сой
232,Onkel::N,oom,дядь
233,Tante::N,tante,айӧлӧн сой
234,Tante::N,tante,ичинь
235,Ehemann::N,echtgenoot,жӧник
236,Ehefrau::N,echtgenote,инь
237,Freude::N,vreugde,гаж
238,Freude::N,vreugde,радъялӧм
239,Gelächter::N,gelach,сералӧм
240,Glück::N,geluk,мичлун
241,Kummer::N,verdriet,шог
242,Wunsch::N,wens,мӧдӧм
243,Wunsch::N,wens,охотитӧм
244,Wunsch::N,verlangen,мӧдӧм
245,Wunsch::N,verlangen,охотитӧм
246,Lust::N,zin,охота
247,Lust::N,lust,охота
248,Geist::N,geest,лов
249,Gedanke::N,gedachte,дума
250,Gedächtnis::N,geheugen,тӧдвыв
251,Verstand::N,verstand,вежӧр
252,Sinn::N,betekenis,ылӧс
253,Grund::N,reden,мог
254,Wahrheit::N,waarheid,правда
255,Gespräch::N,gesprek,сёрни
256,Märchen::N,sprookje,сказка
257,Erzählung::N,verhaal,висьт
258,Nachricht::N,tijding,юӧр
259,Nachricht::N,tijding,висьталӧм
260,Neuigkeit::N,nieuws,новость
261,Neuigkeit::N,nieuwtje,новость
262,Name::N,naam,ним
263,Rätsel::N,raadsel,загадка
264,Rede::N,rede,сёрни
265,Sprache::N,taal,кыв
266,Stimme::N,stem,голос
267,Wort::N,woord,кыв
268,Zeichen::N,teken,пас
269,Ruf::N,roep,чуксӧм
270,Ruf::N,roep,чукӧстӧм
271,Lärm::N,lawaai,шум
272,Laut::N,klank,шы
273,Laut::N,geluid,шы
274,Ton::N,toon,гор
275,Ton::N,klank,гор
276,Lied::N,lied,сьыланкыв
277,Ruhe::N,rust,спокой
278,Ruhe::N,stilte,спокой
279,Leute::N,lui,йӧз
280,Leute::N,mensen,йӧз
281,Volk::N,volk,йӧз
282,Volk::N,volk,народ
283,Arbeit::N,werk,удж
284,Arbeit::N,arbeid,удж
285,Gast::N,gast,гӧсь
286,Geschenk::N,cadeau,гӧснеч
287,Geschenk::N,cadeau,подарок
288,Geschenk::N,geschenk,гӧснеч
289,Geschenk::N,geschenk,подарок
290,Spiel::N,spel,орсӧм
291,Gesellschaft::N,gezelschap,компания
292,Hilfe::N,hulp,отсӧт
293,Freund::N,vriend,модз
294,Freund::N,vriend,дружок
295,Kamerad::N,maat,тӧдса
296,Kamerad::N,metgezel,тӧдса
297,Angelegenheit::N,zaak,дело
298,Angelegenheit::N,aangelegenheid,дело
299,Anzahl::N,tal,лыд
300,Anzahl::N,aantal,лыд
301,Art::N,slag,пӧлӧс
302,Art::N,soort,пӧлӧс
303,Stück::N,stuk,тор
304,Teil::N,deel,юкӧм
305,Hälfte::N,helft,джын
306,Kreis::N,kring,круг
307,Kreis::N,cirkel,круг
308,Kreuz::N,kruis,перна
309,Linie::N,lijn,визь
310,Strich::N,haal,кырӧв
311,Strich::N,streep,кырӧв
312,Abstand::N,afstand,колас
313,Entfernung::N,afstand,ылына
314,Gegend::N,streek,места
315,Platz::N,ruimte,места
316,Ort::N,oord,места
317,Ort::N,plaats,места
318,Seite::N,zij,ладор
319,Seite::N,kant,ладор
320,Seite::N,zijde,ладор
321,Mitte::N,midden,шӧр
322,Gegenstand::N,voorwerp,тор
323,Sache::N,zaak,тор
324,Rand::N,rand,дор
325,Rand::N,boord,дор
326,Kante::N,kant,ордлы
327,Ecke::N,hoek,пельӧс
328,Spitze::N,punt,йыв
329,Spitze::N,spits,йыв
330,Ende::N,einde,йыв
331,Ende::N,uiteinde,йыв
332,Loch::N,gat,осьта
333,Winkel::N,hoek,пельӧс
334,Muster::N,dessin,сер
335,Muster::N,patroon,сер
336,Größe::N,grootte,ыжда
337,Länge::N,lengte,кузя
338,Höhe::N,hoogte,сувда
339,Höhe::N,hoogte,вылына
340,Gewicht::N,gewicht,сьӧкта
341,Menge::N,hoeveelheid,
342,Haufen::N,hoop,куча
343,Reihe::N,rij,лёдз
344,Reihe::N,reeks,лёдз
345,Boot::N,boot,пыж
346,Ruder::N,roeiriem,пелыс
347,Schlitten::N,slee,додь
348,Schlitten::N,slede,додь
349,Ski::N,ski,лямпа
350,Lagerfeuer::N,kampvuur,бипур
351,Last::N,last,тягота
352,Last::N,vracht,тягота
353,Gang::N,wandeling,мунӧм
354,Schritt::N,stap,вожмӧв
355,Schritt::N,schrede,вожмӧв
356,Norden::N,noorden,ой
357,Süden::N,zuiden,лун
358,Westen::N,westen,рытвыв
359,Osten::N,oosten,асыв
360,Holz::N,hout,пу
361,Brett::N,plank,пӧв
362,Platte::N,plaat,плита
363,Stütze::N,stut,пика
364,Stütze::N,steun,пика
365,Stange::N,stang,зор
366,Stange::N,stang,потш
367,Stock::N,stok,бедь
368,Stab::N,staf,шест
369,Rohr::N,pijp,труба
370,Haus::N,huis,керку
371,Heim::N,tehuis,керку
372,Ofen::N,kachel,пӧжавны
373,Fußboden::N,vloer,джодж
374,Tisch::N,tafel,пызан
375,Stuhl::N,stoel,стул
376,Wiege::N,wieg,зыбка
377,Bett::N,bed,кровать
378,Regal::N,rek,джадж
379,Kiste::N,kist,ящик
380,Fenster::N,raam,ӧшын
381,Fenster::N,venster,ӧшын
382,Tür::N,deur,ыбӧс
383,Tor::N,poort,ворота
384,Zaun::N,omheining,забор
385,Dach::N,dak,крыша
386,Leiter::N,ladder,лиснич
387,Besen::N,bezem,рос
388,Spaten::N,schop,зыр
389,Schaufel::N,schep,зыр
390,Gabel::N,vork,вила
391,Löffel::N,lepel,пань
392,Messer::N,mes,пурт
393,Nagel::N,spijker,кӧрттув
394,Netz::N,net,кыйӧт
395,Haken::N,haak,ем
396,Griff::N,handvat,пу
397,Schloss::N,slot,замок
398,Bild::N,beeld,картина
399,Figur::N,figuur,мыгӧр
400,Puppe::N,pop,акань
401,Beutel::N,zak,мешӧк
402,Beutel::N,buidel,мешӧк
403,Bündel::N,pak,нин
404,Bündel::N,bundel,нин
405,Tasche::N,tas,сумка
406,Eimer::N,emmer,ведра
407,Deckel::N,deksel,вевт
408,Geschirr::N,vaatwerk,доз
409,Geschirr::N,vaatwerk,бекӧрпань
410,Sack::N,zak,мешӧк
411,Tasse::N,kop,бекӧр
412,Topf::N,pan,кастрюля
413,Kessel::N,ketel,пӧрт
414,Essen::N,eten,сёйӧм
415,Nahrung::N,voedsel,вердан
416,Speise::N,spijs,сёян
417,Fleisch::N,vlees,яй
418,Getreide::N,graan,сю
419,Brei::N,pap,каша
420,Brei::N,brij,каша
421,Brot::N,brood,нянь
422,Scheibe::N,plak,шӧрӧм
423,Scheibe::N,snede,шӧрӧм
424,Fett::N,vet,гос
425,Butter::N,boter,ви
426,Öl::N,olie,ви
427,Salz::N,zout,сов
428,Suppe::N,soep,шыд
429,Honig::N,honing,ма
430,Milch::N,melk,йӧв
431,Tee::N,thee,чай
432,Leder::N,leer,кучик
433,Leder::N,leder,кучик
434,Wolle::N,wol,гӧн
435,Stoff::N,stof,дӧра
436,Nadel::N,naald,ем
437,Faden::N,draad,сунис
438,Knopf::N,knoop,кизь
439,Knoten::N,knoop,узӧв
440,Knoten::N,knoop,гӧрӧд
441,Farbe::N,verf,краска
442,Kleidung::N,kledij,паськӧм
443,Kleidung::N,kleding,паськӧм
444,Hemd::N,hemd,йӧрнӧс
445,Kragen::N,kraag,воротник
446,Ärmel::N,mouw,сос
447,Hose::N,broek,вешьян
448,Hose::N,pantalon,вешьян
449,Gürtel::N,riem,йи
450,Gürtel::N,gordel,йи
451,Mütze::N,muts,шапка
452,Schuh::N,schoen,ботинки
453,Stiefel::N,laars,сапог
454,Ring::N,ring,чунькытш
455,Band::N,lint,ленточка
456,Kamm::N,kam,сынан
457,Spiegel::N,spiegel,зеркало
458,Riemen::N,riem,ремень
459,Schnur::N,koord,гез
460,Leine::N,lijn,повод
461,Decke::N,deken,одеяло
462,Kissen::N,kussen,подушка
463,Tuch::N,doek,чышьян
464,Handtuch::N,handdoek,чышкӧт
465,Kraft::N,kracht,прак
466,Stärke::N,sterkte,вын
467,Gesundheit::N,gezondheid,здоровье
468,Krankheit::N,ziekte,шог
469,Schmerz::N,pijn,зубыт
470,Wunde::N,wond,рана
471,Fieber::N,koorts,лёк тресся
472,Fieber::N,koorts,кынтан шогӧт
473,Arznei::N,medicament,лекарство
474,Arznei::N,geneesmiddel,лекарство
475,Brücke::N,brug,пос
476,Brunnen::N,put,колодец 
477,Brunnen::N,bron,колодец 
478,Weide::N,wei,пода йирсян
479,Weide::N,weide,пода йирсян
480,Pfad::N,pad,туй
481,Weg::N,weg,туй
482,Straße::N,baan,туй
483,Straße::N,straat,туй
484,Dorf::N,dorp,деревня
485,Stadt::N,stad,город
486,Brief::N,brief,гижӧт
487,Buch::N,boek,книга
488,Buchstabe::N,letter,буква
489,Zeitung::N,krant,газета
490,Zeitung::N,dagblad,газета
491,Leben::N,leven,олан
492,Tod::N,dood,кулӧм
493,Grab::N,graf,гу
494,Kirche::N,kerk,вичку
495,Sünde::N,zonde,грек
496,Gott::N,god,ен
497,Arbeiter::N,arbeider,уджалiсь
498,Chef::N,chef,начальник
499,Meister::N,meester,мастер
500,Arzt::N,arts,врач
501,Arzt::N,dokter,врач
502,Lehrer::N,leraar,велӧтісь
503,Lehrer::N,onderwijzer,велӧтісь
504,Geld::N,geld,деньга
505,Geschäft::N,zaak,удж
506,Laden::N,winkel,магазин
507,Preis::N,prijs,дон
508,Ware::N,waar,товар
509,Nutzen::N,nut,путь
510,Nutzen::N,voordeel,путь
511,Reichtum::N,rijkdom,богатство
512,Welt::N,wereld,му
513,Land::N,land,страна
514,Staat::N,staat,государство
515,König::N,koning,кан
516,Macht::N,macht,власть
517,Grenze::N,grens,граница
518,Krieg::N,oorlog,война
519,Feind::N,vijand,враг
520,Gewalt::N,geweld,
521,Kampf::N,strijd,нярасьӧм
522,Kampf::N,strijd,вермасьӧм
523,Kampf::N,gevecht,нярасьӧм
524,Kampf::N,gevecht,вермасьӧм
525,Bogen[Waffe]::N,boog,лук
526,Pfeil::N,pijl,ньӧв
527,Gewehr::N,geweer,ружьё
528,Fehler::N,fout,ошибка
529,Lüge::N,leugen,ылӧтӧм
530,Lüge::N,leugen,пӧрьялӧм
531,Schaden::N,schade,лёк
532,Unglück::N,tegenspoed,пик
533,Unglück::N,tegenspoed,оказзё
534,Schuld::N,schuld,вина
535,Alter::N,leeftijd,
536,Schluss::N,slot,ком
537,Zeit::N,tijd,кад
538,Tag::N,dag,лун
539,Morgen::N,morgen,асыв
540,Morgen::N,ochtend,асыв
541,Mittag::N,middag,луншӧр кад
542,Abend::N,avond,рыт
543,Nacht::N,nacht,ой
544,Woche::N,week,неделя
545,Monat::N,maand,тӧлicь
546,Jahr::N,jaar,год
547,Frühling::N,lente,тулыс
548,Frühling::N,voorjaar,тулыс
549,Sommer::N,zomer,гожум
550,Herbst::N,herfst,ар
551,Winter::N,winter,тӧв
552,Januar::N,januari,январ
553,Februar::N,februari,февраль
554,März::N,maart,март
555,April::N,april,апрель
556,Mai::N,mei,май
557,Juni::N,juni,юнь
558,Juli::N,juli,юль
559,August::N,augustus,август
560,September::N,september,сентяб
561,Oktober::N,oktober,октяб
562,November::N,november,нояб
563,Dezember::N,december,декаб
564,Montag::N,maandag,вильлун
565,Dienstag::N,dinsdag,мӧдӧдзлун
566,Mittwoch::N,woensdag,шӧрлун
567,Donnerstag::N,donderdag,нёльӧдзлун
568,Freitag::N,vrijdag,витӧдзлун
569,Samstag::N,zaterdag,пывсянлун
570,Sonntag::N,zondag,кресення
571,groß::A,groot,ыджыт
572,klein::A,klein,учӧтик
573,lang::A,lang,кузь
574,kurz::A,kort,дженыт
575,breit::A,breed,ота
576,schmal::A,smal,векнит
577,dicht::A,dicht,тшӧк
578,dick[Gegenstand]::A,dik,кыз
579,dünn::A,dun,вӧснит
580,fein::A,fijn,вӧснит
581,fest::A,vast,крепыт
582,flach::A,plat,лапкӧса
583,glatt::A,glad,волькыт
584,hart::A,hard,чӧрыт
585,weich::A,week,небыт
586,rund::A,rond,гӧгрӧса
587,spitz::A,spits,ёся
588,spitz::A,puntig,ёся
589,scharf::A,scherp,лэчыт
590,stumpf::A,stomp,ныж
591,schwer::A,zwaar,сьӧкыт
592,schön::A,mooi,басӧк
593,schön::A,fraai,басӧк
594,heiß::A,heet,жар
595,warm::A,warm,шоныт
596,kalt::A,koud,кӧдзыт
597,kühl::A,koel,сайкыт
598,frisch::A,fris,виль
599,feucht::A,vochtig,вакодь
600,nass::A,nat,ва
601,trocken::A,droog,кӧс
602,voll::A,vol,тыра
603,leer::A,leeg,тыртӧм
604,offen::A,open,оссьӧм
605,geschlossen::A,gesloten,игана
606,geschlossen::A,gesloten,пӧдана
607,sauber::A,net,сӧдз
608,sauber::A,net,сӧстӧм
609,sauber::A,schoon,сӧдз
610,sauber::A,schoon,сӧстӧм
611,schmutzig::A,vuil,нятьӧсь
612,roh::A,rauw,путӧм
613,reif::A,rijp,кисьмалӧм
614,lecker::A,lekker,кӧра 
615,süß::A,zoet,чӧскыт
616,bitter::A,bitter,курыт
617,sauer::A,zuur,шӧма 
618,hell::A,licht,югыт
619,hell::A,helder,югыт
620,dunkel::A,donker,пемыт
621,schwarz::A,zwart,сьӧд
622,weiß::A,wit,чочком
623,rot::A,rood,гӧрд
624,gelb::A,geel,веж
625,blau::A,blauw,лӧз
626,grün::A,groen,веж
627,grau::A,grijs,руд
628,grau::A,grijs,бусӧй
629,bunt::A,bont,быдрӧма
630,billig::A,goedkoop,донтӧм
631,teuer::A,duur,дона
632,wertvoll::A,kostbaar,дона
633,wertvoll::A,waardevol,дона
634,blind::A,blind,синтӧм
635,taub::A,doof,пельтӧм
636,kräftig::A,krachtig,вына
637,stark::A,sterk,вына
638,schwach::A,zwak,некодя
639,fett::A,vet,госа
640,schlank::A,slank,статя
641,hübsch::A,leuk,басӧк
642,böse::A,kwaad,лёк
643,dumm::A,dom,бӧбӧв
644,dumm::A,dom,вежӧртӧм
645,faul::A,lui,дыш
646,fleißig::A,vlijtig,уджалicь
647,geizig::A,gierig,жикмӧра
648,geizig::A,gierig,горшаліcь
649,klug::A,slim,авья
650,klug::A,slim,вежӧра
651,klug::A,schrander,авья
652,klug::A,schrander,вежӧра
653,klug::A,verstandig,авья
654,klug::A,verstandig,вежӧра
655,geschickt::A,handig,кипода
656,geschickt::A,vaardig,кипода
657,lieb::A,lief,муса
658,lieb::A,lief,дзулиньӧй
659,lustig::A,vrolijk,гажа
660,sanft::A,zacht,лебезнӧй
661,hungrig::A,hongerig,тшыг
662,krank::A,ziek,шогалiсь
663,nackt::A,naakt,куш
664,traurig::A,treurig,жугыль
665,traurig::A,bedroefd,жугыль
666,lebendig::A,levend,ловья
667,gut::A,goed,бур
668,schlecht::A,slecht,умӧль
669,richtig::A,juist,
670,schlimm::A,erg,нештӧм
671,schlimm::A,kwaad,нештӧм
672,wahr::A,waar,
673,alt::A,oud,важ
674,neu::A,nieuw,виль
675,ehemalig::A,voormalig,вӧвлӧм
676,alt[Lebewesen]::A,oud,года
677,alt[Lebewesen]::A,oud,годдэза
678,jung::A,jong,том
679,arm::A,arm,гов
680,arm::A,arm,беднӧй
681,reich::A,rijk,эма
682,bekannt::A,bekend,тӧдса
683,berühmt::A,beroemd,
684,fremd::A,vreemd,чужӧй
685,verschieden::A,verscheiden,быдкодь
686,verschieden::A,verschillend,быдкодь
687,nah::A,nabij,матiсь
688,nah::A,nabijgelegen,матiсь
689,fern::A,ver,ылicь
690,linker::A,linker,шульга
691,rechter::A,rechter,веськытланись
692,anderer::A,andere,мукӧд
693,erster::A,eerste,медодзза
694,zweiter::A,tweede,кыкӧт
695,dritter::A,derde,куимӧт
696,dritter::A,derde,куимӧдз
697,letzter::A,laatste,бӧрья
698,letzter::A,laatste,мёдбӧрья
699,allein::ADV,alleen,
700,auf einmal::ADV,ineens,тшӧтш
701,auf einmal::ADV,tegelijk,тшӧтш
702,zusammen::ADV,samen,ӧтлаын
703,zusammen::ADV,bijeen,ӧтлаын
704,lange::ADV,lang,дыр
705,plötzlich::ADV,eensklaps,друг
706,plötzlich::ADV,plotsklaps,друг
707,sofort::ADV,terstond,тшӧтш
708,sofort::ADV,aanstonds,тшӧтш
709,sofort::ADV,onmiddelijk,тшӧтш
710,später::ADV,later,медбӧрын
711,jetzt::ADV,nu,ӧні
712,jetzt::ADV,nou,ӧні
713,jetzt::ADV,thans,ӧні
714,heute::ADV,heden,талун
715,heute::ADV,vandaag,талун
716,morgen::ADV,morgen,ашын
717,bald::ADV,gauw,чожа
718,bald::ADV,weldra,чожа
719,dann::ADV,dan,сыбӧрын
720,dann::ADV,toen,сыбӧрын
721,gestern::ADV,gisteren,тӧн
722,einst::ADV,eens,ӧтпыр
723,damals::ADV,toen,сэк
724,damals::ADV,toen,сэки
725,damals::ADV,destijds,сэк
726,damals::ADV,destijds,сэки
727,danach::ADV,daarna,сэсся
728,vorher::ADV,vooraf,одзжык
729,vorher::ADV,van tevoren,одзжык
730,zuerst::ADV,eerst,наперво
731,zuerst::ADV,het eerst,наперво
732,einmal::ADV,eens,ӧтпыр
733,einmal::ADV,eenmaal,ӧтпыр
734,manchmal::ADV,soms,мукӧдпыр
735,oft::ADV,vaak,-лы-
736,oft::ADV,dikwijls,-лы-
737,immer::ADV,altijd,быдпыр
738,immer::ADV,altijd,быдпырся
739,niemals::ADV,nooit,некӧр
740,hier::ADV,hier,татӧн
741,hierhin::ADV,hierheen,татчӧ
742,von hier::ADV,van hier,тасянь
743,von hier::ADV,hiervandaan,тасянь
744,dort::ADV,daar,сэтӧн
745,dort::ADV,ginds,сэтӧн
746,dorthin::ADV,daarheen,сэтчин
747,geradeaus::ADV,rechtuit,веськыта
748,geradeaus::ADV,rechtdoor,веськыта
749,vorwärts::ADV,vooruit,одзӧ
750,vorwärts::ADV,voorwaarts,одзӧ
751,rückwärts::ADV,achteruit,бӧр
752,rückwärts::ADV,achterwaarts,бӧр
753,zurück::ADV,terug,бӧр
754,unten::ADV,beneden,увтын
755,unten::ADV,onderaan,увтын
756,hinab::ADV,omlaag,увтас
757,hinab::ADV,naar beneden,увтас
758,oben::ADV,boven,вевдӧрас
759,hinauf::ADV,omhoog,вывлань
760,hinauf::ADV,omhoog,вывланьӧ
761,hinauf::ADV,naar boven,вывлань
762,hinauf::ADV,naar boven,вывланьӧ
763,überall::ADV,alom,быдлан
764,überall::ADV,overal,быдлан
765,nicht::ADV,niet,ог
766,ein wenig::ADV,wat,-ышт
767,ein wenig::ADV,wat,невна
768,kaum::ADV,amper,ӧдва
769,kaum::ADV,nauwelijks,ӧдва
770,sehr::ADV,erg,вывтi
771,sehr::ADV,zeer,вывтi
772,so::ADV,zo,сiдз
773,noch::ADV,nog,эшӧ
774,nur::ADV,maar,только
775,nur::ADV,alleen,только
776,schon::ADV,al,ни
777,schon::ADV,reeds,ни
778,wieder::ADV,weer,бӧра
779,wieder::ADV,terug,бӧра
780,vergebens::ADV,vergeefs,весись
781,vergebens::ADV,tevergeefs,весись
782,vor::PRP,voor,одзас
783,hinter::PRP,achter,бӧрӧ
784,unter::PRP,onder,увтын
785,unter::PRP,beneden,увтын
786,durch::PRP,door,пыр
787,neben::PRP,naast,бокам
788,neben::PRP,naast,боксиным
789,zwischen::PRP,tussen,коласас
790,wegen::PRP,wegens,понда
791,wegen::PRP,vanwege,понда
792,dies::PRN,dit,эта
793,das::PRN,dat,сiя
794,alles::PRN,alles,быдӧс
795,ich::PRN,ik,ме
796,du::PRN,je,тэ
797,du::PRN,jij,тэ
798,er::PRN,hij,сiя
799,wir::PRN,we,мийӧ
800,wir::PRN,wij,мийӧ
801,ihr::PRN,jullie,ті
802,sie::PRN,ze,нія
803,sie::PRN,zij,нія
804,was::FPRN,wat,мый
805,wer::FPRN,wie,кин
806,wo::FADV,waar,кытӧн
807,wohin::FADV,waarheen,кытчӧ
808,wie::FADV,hoe,дзик
809,warum::FADV,waarom,мыля
810,warum::FADV,waarom,мыйсянь
811,wieviel::FNUM,hoeveel,мымда
812,eins::NUM,één,ӧт
813,zwei::NUM,twee,кык
814,drei::NUM,drie,куим
815,vier::NUM,vier,нёль
816,fünf::NUM,vijf,вит
