,Concept_ID,kl,uk
225,Familie::N,ilaqutariit,родина
226,Großvater::N,aatak,дідусь
227,Großmutter::N,aanaq,бабуся
228,Eltern::N,angajoqqaat,батьки
229,Vater::N,ataata,батько
230,Vater::N,ataataq,батько
231,Mutter::N,anaana,мати
232,Sohn::N,erneq,син
233,Tochter::N,panik,дочка
234,Bruder::N,ani,брат
235,Bruder::N,aqqaluk,брат
236,Bruder::N,qatanngut,брат
237,Schwester::N,naja,сестра
238,Schwester::N,aleqa,сестра
239,Schwester::N,qatanngut,сестра
240,Onkel::N,akkak,дядько
241,Tante::N,aja,тітка
242,Tante::N,ajak,тітка
243,Tante::N,atsak,тітка
244,Ehemann::N,ui,чоловік
245,Ehefrau::N,nuliaq,жінка
246,Ehefrau::N,nuliaq,дружина
247,Freude::N,tipaatsussuseq,радощі
248,Gelächter::N,illaq,сміх
249,Glück::N,usornaat,щастя
250,Glück::N,usornarsuseq,щастя
251,Wunsch::N,kissaat,бажання
252,Lust::N,illigussuseq,бажання
253,Lust::N,piummaseq,бажання
254,Geist::N,anerneq,дух
255,Geist::N,toornaq,дух
256,Gedanke::N,isumassaq,думка
257,Gedächtnis::N,eqqaamannissuseq,пам’ять
258,Verstand::N,isuma,розум
259,Verstand::N,sianissut,розум
260,Verstand::N,misigissut,розум
261,Verstand::N,sianissuseq,розум
262,Verstand::N,silaqassuseq,розум
263,Sinn::N,isuma,зміст
264,Sinn::N,isuma,значення
265,Grund::N,patsit,причина
266,Wahrheit::N,sallusuissut,правда
267,Märchen::N,oqalualaarut,байка
268,Märchen::N,oqaluasaaq,байка
269,Erzählung::N,oqaluttuaq,повість
270,Erzählung::N,oqaluttuaq,оповідання
271,Nachricht::N,oqaassut,повідомлення
272,Nachricht::N,oqqersuut,повідомлення
273,Neuigkeit::N,tusarnartaq,новина
274,Name::N,ateq,ім’я
275,Rätsel::N,nalorsitsaarut,загадка
276,Rede::N,oqaluuseq,промова
277,Sprache::N,oqaatsit,мова
278,Stimme::N,erinaq,голос
279,Stimme::N,qarluuseq,голос
280,Wort::N,oqaasii,слово
281,Zeichen::N,nalunaaqqut,знак
282,Ruf::N,qaaqqussut,оклик
283,Lärm::N,perpaluk,шум
284,Laut::N,torsukattak,звук
285,Ton::N,erinaq,тон
286,Lied::N,taalliaq,пісня
287,Lied::N,erinarsuut,пісня
288,Ruhe::N,qatsunganeq,спокій
289,Leute::N,inuiak,люди
290,Leute::N,inuiaqatigiit,люди
291,Volk::N,inuiaat,народ
292,Arbeit::N,suliaq,робота
293,Gast::N,qaaqqusaq,гість
294,Geschenk::N,pajugut,подарунок
295,Hilfe::N,annertoqqut,допомога
296,Freund::N,tiliaq,друг
297,Freund::N,tiliaq,приятель
298,Freund::N,ikinngut,друг
299,Freund::N,ikinngut,приятель
300,Kamerad::N,tiliaq,товариш
301,Kamerad::N,ikinngut,товариш
302,Art::N,ileqquuseq,рід
303,Stück::N,nakkaalaniku,кусок
304,Teil::N,tassiaasat,частина
305,Hälfte::N,affaq,половина
306,Kreis::N,kaajaluinneq or kaajaluitsoq,круг
307,Kreis::N,kaajaluinneq or kaajaluitsoq,коло
308,Kreuz::N,sanningasulik,хрест
309,Linie::N,tittaq,лінія
310,Linie::N,titarneq,лінія
311,Abstand::N,aku,проміжок
312,Abstand::N,ikiaq,проміжок
313,Entfernung::N,asi,відстань
314,Gegend::N,nuna,місцевість
315,Platz::N,ini,площа
316,Platz::N,inissaq,площа
317,Ort::N,sumiiffik,місце
318,Seite::N,saneraq,сторона
319,Mitte::N,qiteq,середина
320,Sache::N,pigisaq,річ
321,Rand::N,sini,край
322,Rand::N,akerfineq,край
323,Kante::N,akerfineq,ребро
324,Ecke::N,teqeqqoq,ріг
325,Ecke::N,tikeqqoq,ріг
326,Spitze::N,inngik,кінчик
327,Ende::N,isu,кінець
328,Loch::N,putu,діра
329,Winkel::N,teqeqqorissaat,куток
330,Muster::N,ilisserut,узор
331,Größe::N,angissuseq,розмір
332,Länge::N,takissuseq,довжина
333,Gewicht::N,oqimaalutaq,вага
334,Menge::N,amerlassuseq,кількість
335,Haufen::N,eqimattat,купа
336,Reihe::N,allunaasaq,ряд
337,Boot::N,qajaq,човен
338,Boot::N,angallat,човен
339,Boot::N,umiatsiaq,човен
340,Ruder::N,iput,весло
341,Schlitten::N,qamutit,сани
342,Schlitten::N,qimusseq,сани
343,Ski::N,ataarut,лижа
344,Last::N,nammagaq,тягар
345,Last::N,nammagaq,вантаж
346,Schritt::N,allorneq,крок
347,Norden::N,avannaq,північ
348,Süden::N,qava,південь
349,Süden::N,kujat,південь
350,Süden::N,kujataa,південь
351,Westen::N,kitaa,захід
352,Osten::N,kangi,схід
353,Holz::N,qisuk,дрова
354,Brett::N,salliligaq,дошка
355,Platte::N,qaateq,плита
356,Stütze::N,ajagutaq,підпірка
357,Stütze::N,ajaagutaq,підпірка
358,Stange::N,kaaviffik,жердина
359,Stock::N,ajaappissat,палиця
360,Stab::N,ajaappissat,палиця
361,Rohr::N,sullulik,труба
362,Haus::N,illu,дім
363,Haus::N,illu,хата
364,Ofen::N,kissarsuut,піч
365,Fußboden::N,nateq,підлога
366,Tisch::N,allattarfik,стіл
367,Stuhl::N,issiavik,стілець
368,Stuhl::N,issiaffik,стілець
369,Wiege::N,uaasoq,колиска
370,Bett::N,nallavik,ліжко
371,Bett::N,nallavik,постіль
372,Regal::N,ilisivik,полиця
373,Kiste::N,sakissat,ящик
374,Kiste::N,illerfiusaq,ящик
375,Fenster::N,aki,вікно
376,Fenster::N,igalaaq,вікно
377,Tür::N,matu,двері
378,Tor::N,isaaffik,ворота
379,Zaun::N,saputit,паркан
380,Zaun::N,saputit,огорожа
381,Dach::N,qaliaq,дах
382,Leiter::N,tummeqqat,драбина
383,Leiter::N,majuartarfiit,драбина
384,Besen::N,saligutit,мітла
385,Spaten::N,nivaataq,заступ
386,Schaufel::N,nivaataq,совок
387,Schaufel::N,nivaataq,лопата
388,Gabel::N,qilluaq,виделка
389,Gabel::N,ajassaatit,виделка
390,Löffel::N,alussaat,ложка
391,Messer::N,savik,ніж
392,Nagel::N,kukik,цвях
393,Netz::N,anguffaseq,сіть
394,Haken::N,nissik,крюк
395,Haken::N,qarsorsaq,крюк
396,Haken::N,qarsorsartoq,крюк
397,Griff::N,ipi,ручка
398,Griff::N,ipi,держак
399,Schloss::N,illussaarsuaq,замок
400,Bild::N,assiliaq,картина
401,Figur::N,kisitsit,фігура
402,Puppe::N,inuusaq,лялька
403,Bündel::N,qilertaq,в’язка
404,Tasche::N,pooqattaq,сумка
405,Deckel::N,matu,кришка
406,Geschirr::N,anut,посуд
407,Tasse::N,tiitorfik,чашка
408,Tasse::N,tiitorfiup ilorlia,чашка
409,Topf::N,qoqqoq,горщик
410,Kessel::N,uunnaavik,котел
411,Essen::N,igaaq,їжа
412,Nahrung::N,neqissaq,харч
413,Speise::N,nerisassat,страва
414,Fleisch::N,neqi,м’ясо
415,Getreide::N,maannineq,хліб
416,Getreide::N,maannineq,збіжжя
417,Brot::N,iffit,хліб
418,Brot::N,iffiaq,хліб
419,Scheibe::N,igalaassiaq,скибочка
420,Fett::N,tarnutissaq,жир
421,Fett::N,tarnutissiaq,жир
422,Butter::N,punneq,масло
423,Öl::N,uulia,олія
424,Salz::N,taratsut,сіль
425,Suppe::N,qajoq,суп
426,Honig::N,tungusunnitsuut,мед
427,Milch::N,immuk,молоко
428,Tee::N,tii,чай
429,Tee::N,teeq,чай
430,Wolle::N,nuersagassiaq,шерсть
431,Stoff::N,milliaq,тканина
432,Stoff::N,qarlissiaq,тканина
433,Nadel::N,meqqut,голка
434,Faden::N,ujalussiaq,нитка
435,Knopf::N,attat,ґудзик
436,Knoten::N,akeroq,вузол
437,Knoten::N,qilerneq,вузол
438,Farbe::N,qalipaat,фарба
439,Kleidung::N,atisat,одяг
440,Kleidung::N,atisat,убрання
441,Kleidung::N,annoraaq,одяг
442,Kleidung::N,annoraaq,убрання
443,Hemd::N,ilupaaq,сорочка
444,Kragen::N,qungasiinnaq,комір
445,Ärmel::N,aaq,рукав
446,Hose::N,qarliit,брюки
447,Gürtel::N,qiterut,пояс
448,Gürtel::N,unngersaq,пояс
449,Mütze::N,nasaq,шапка
450,Schuh::N,skuu,ботинок
451,Schuh::N,ikernuk,ботинок
452,Schuh::N,ateraasaq,ботинок
453,Stiefel::N,kamik,чобіт
454,Ring::N,assammiu,кільце
455,Band::N,qilerutissiaq,стрічка
456,Kamm::N,illaagutit,гребінець
457,Kamm::N,illaajaatit pl.,гребінець
458,Spiegel::N,tarrarsuut,дзеркало
459,Riemen::N,allunaaq,ремінь
460,Schnur::N,kujaaq,вірьовка
461,Schnur::N,allunaasaq,вірьовка
462,Leine::N,aleq,шворка
463,Decke::N,qipik,ковдра
464,Kissen::N,akit,подушка
465,Tuch::N,qarlissiaq,хустка
466,Handtuch::N,allarut,рушник
467,Handtuch::N,allarterut,рушник
468,Kraft::N,pissak,сила
469,Stärke::N,qerattarsaat,сила
470,Gesundheit::N,peqqisusseq,здоров’я
471,Krankheit::N,nappaat,хвороба
472,Schmerz::N,anniaat,біль
473,Wunde::N,iki,рана
474,Fieber::N,nappaat qanimanartoq,гарячка
475,Arznei::N,imigassaq,ліки
476,Brücke::N,ikaartarfik,міст
477,Brunnen::N,tissaluttuliaq,колодязь
478,Weide::N,masarsuk,пасовище
479,Pfad::N,aqqut,стежка
480,Weg::N,aggerfik,шлях
481,Weg::N,aggerfik,дорога
482,Straße::N,aqqusineq,вулиця
483,Dorf::N,nunaqarfik,село
484,Stadt::N,illorpaat,місто
485,Stadt::N,illorpalik,місто
486,Brief::N,allagarsiaq,лист
487,Buch::N,atuakkat,книга
488,Buch::N,atuakkat,книжка
489,Buch::N,mappersagaq,книга
490,Buch::N,mappersagaq,книжка
491,Buchstabe::N,naqinneq,буква
492,Buchstabe::N,naqinneq,літера
493,Zeitung::N,aviisi,газета
494,Leben::N,inuussuseq,життя
495,Tod::N,toqu,смерть
496,Tod::N,toquneq,смерть
497,Grab::N,iliveq,могила
498,Grab::N,illissat,могила
499,Kirche::N,oqaluffik,церква
500,Sünde::N,ajorti,гріх
501,Arbeiter::N,sulisoq,робітник
502,Chef::N,ittoqut,хазяїн
503,Meister::N,naalagaq,умілець
504,Arzt::N,katsorsaasoq,лікар
505,Lehrer::N,ilinniartitsisoq,вчитель
506,Geld::N,aningaasat,гроші
507,Geschäft::N,niuertarfik,заняття
508,Laden::N,niuertarfik,магазин
509,Laden::N,niuertarfik,крамниця
510,Preis::N,aki,ціна
511,Ware::N,qaliata pii,товар
512,Ware::N,nioqqutissaq,товар
513,Nutzen::N,iluaqut,вигода
514,Nutzen::N,iluaqut,користь
515,Welt::N,nunarsuaq,світ
516,Land::N,nuna,країна
517,König::N,kunngi,король
518,Macht::N,pissaassuseq,влада
519,Grenze::N,killik,кордон
520,Krieg::N,sorsunneq,війна
521,Feind::N,akeraq,ворог
522,Feind::N,akerartorti,ворог
523,Feind::N,qinngarsuisoq,ворог
524,Kampf::N,sorsunneq,бій
525,Kampf::N,sorsunneq,боротьба
526,Pfeil::N,qalugiusaq,стріла
527,Gewehr::N,aallaat,рушниця
528,Gewehr::N,aallaat,гвинтівка
529,Fehler::N,kukkuneq,помилка
530,Fehler::N,paarlaappaa,помилка
531,Unglück::N,perluut,нещастя
532,Schuld::N,akiitsugaq,провина
533,Schuld::N,akiligassaq,провина
534,Alter::N,utoqqaq,вік
535,Alter::N,utoqqaq,літа
536,Schluss::N,isu,кінець
537,Zeit::N,ulloq,час
538,Zeit::N,akuttoqatigiinneq,час
539,Tag::N,ulloq,день
540,Morgen::N,ullaaq,ранок
541,Mittag::N,ulloqeqqa,південь
542,Abend::N,unnuk,вечір
543,Nacht::N,unnuaq,ніч
544,Woche::N,sapaatip akunnera,тиждень
545,Monat::N,qaammat,місяць
546,Jahr::N,ukioq,рік
547,Frühling::N,upernaaq,весна
548,Sommer::N,aasaq,літо
549,Herbst::N,ukiaq,осінь
550,Winter::N,ukioq,зима
551,Januar::N,siulleeq,січень
552,Januar::N,qaammaliaq,січень
553,Februar::N,aarlaat,лютий
554,März::N,marsi,березень
555,März::N,martsi,березень
556,Mai::N,maaji,травень
557,Juni::N,juuni,червень
558,Juli::N,juuli,липень
559,August::N,aggusti,серпень
560,September::N,septembari,вересень
561,Oktober::N,oktobari,жовтень
562,November::N,novembari,листопад
563,Dezember::N,detsembari,грудень
564,Montag::N,ataasinngortoq,понеділок
565,Dienstag::N,marlunngorneq,вівторок
566,Mittwoch::N,pingasunngorneq,середа
567,Donnerstag::N,sisamanngorneq,четвер
568,Freitag::N,tallimanngorneq,п’ятниця
569,Samstag::N,arfininngorneq,субота
570,Sonntag::N,sapaat,неділя
571,Sonntag::N,sapaati,неділя
572,groß::A,angivoq,великий
573,klein::A,mikivoq,малий
574,klein::A,mikivoq,маленький
575,lang::A,takisooq,довгий
576,kurz::A,naatsoq,короткий
577,breit::A,silippoq,широкий
578,schmal::A,amitsoq,вузький
579,dicht::A,torsusooq,густий
580,dick[Gegenstand]::A,issuvoq,товстий
581,dick[Gegenstand]::A,issusooq,товстий
582,dünn::A,amitsoq,тонкий
583,fein::A,mamarpoq,дрібний
584,fest::A,tangeqarpoq,міцний
585,flach::A,nalimmappoq,плоский
586,glatt::A,quasak,рівний
587,glatt::A,quasak,гладенький
588,hart::A,mattusooq,твердий
589,hart::A,manngerpoq,твердий
590,hart::A,titeqquluppoq,твердий
591,weich::A,nerumaarpoq,м’який
592,rund::A,ammallorippoq,круглий
593,spitz::A,qummukujooq,гострокінцевий
594,scharf::A,ipippoq,гострий
595,stumpf::A,anngerpoq,тупий
596,schwer::A,oqimaappoq,важкий
597,schön::A,kusanarpoq,вродливий
598,heiß::A,kiappoq,жаркий
599,heiß::A,kiappoq,гарячий
600,warm::A,oqorpoq,теплий
601,kalt::A,issippoq,холодний
602,kühl::A,pueqqortippoq,прохолодний
603,feucht::A,isugutavoq,вогкий
604,feucht::A,qaasernarpoq,вогкий
605,nass::A,imerorpoq,мокрий
606,trocken::A,panerpoq,сухий
607,voll::A,ulikkaarpoq,повний
608,leer::A,imaattuarpoq,пустий
609,offen::A,ammavoq,відкритий
610,geschlossen::A,matuvoq,закритий
611,geschlossen::A,matuvoq,зачинений
612,sauber::A,eqqippoq,чистий
613,sauber::A,eqqippoq,охайний
614,sauber::A,sukuluippoq,чистий
615,sauber::A,sukuluippoq,охайний
616,sauber::A,ipeqanngilaq,чистий
617,sauber::A,ipeqanngilaq,охайний
618,schmutzig::A,tapappoq,брудний
619,schmutzig::A,minguppoq,брудний
620,roh::A,aapavoq,сирий
621,reif::A,qaarulerpoq,зрілий
622,süß::A,tungusunnippoq,солодкий
623,bitter::A,qasilippoq,гіркий
624,hell::A,qaamavoq,світлий
625,dunkel::A,qernerpoq,темний
626,schwarz::A,qernerpoq,чорний
627,weiß::A,qaqorpoq,сивий
628,rot::A,aappaluppoq,червоний
629,gelb::A,sungaarpoq,жовтий
630,blau::A,tungujorpoq,синій
631,grün::A,qorsooqqippoq,зелений
632,grau::A,qaserpoq,сірий
633,billig::A,akikippoq,дешевий
634,wertvoll::A,erlinnarpoq,цінний
635,blind::A,tappiippoq,сліпий
636,blind::A,isigisaqanngilaq,сліпий
637,taub::A,tusilarpoq,глухий
638,kräftig::A,pissaq,могутній
639,kräftig::A,pissarsuaq,могутній
640,stark::A,sanngivoq,сильний
641,schwach::A,nakuippoq,слабкий
642,fett::A,pualavoq,жирний
643,fett::A,pualavoq,товстий
644,schlank::A,tuappoq,тонкий
645,schlank::A,tuappoq,стрункий
646,hübsch::A,aatsialaq,чарівний
647,böse::A,ajorpoq,злий
648,böse::A,ajorpoq,лихий
649,dumm::A,taqajak,дурний
650,dumm::A,sikkilluppoq,дурний
651,dumm::A,qaatusimasaqanngilaq,дурний
652,faul::A,eqiasuppoq,ледачий
653,faul::A,eqiattortuvoq,ледачий
654,fleißig::A,eqiasuippoq,старанний
655,geizig::A,iasilaarpoq,скупий
656,geizig::A,tukkuippoq,скупий
657,klug::A,mallak,мудрий
658,klug::A,mallak,розумний
659,klug::A,ittanneq,мудрий
660,klug::A,ittanneq,розумний
661,klug::A,kutaappoq,мудрий
662,klug::A,kutaappoq,розумний
663,klug::A,kuttaappoq,мудрий
664,klug::A,kuttaappoq,розумний
665,klug::A,qarasagippoq,мудрий
666,klug::A,qarasagippoq,розумний
667,lieb::A,akisooq,милий
668,lustig::A,piikulavoq,веселий
669,sanft::A,isumagippoq,лагідний
670,hungrig::A,kaappoq,голодний
671,hungrig::A,perlilerpoq,голодний
672,krank::A,napparsimavoq,слабий
673,traurig::A,aliasuppoq,сумний
674,lebendig::A,uumavoq,живий
675,gut::A,ajunngilaq,добрий
676,schlecht::A,sualuppoq,поганий
677,schlecht::A,sualuppoq,кепський
678,richtig::A,iluarpoq,правильний
679,schlimm::A,amiilaarnarpoq,бридкий
680,wahr::A,ilumoorpoq,справжній
681,alt::A,pisoqaq,старий
682,neu::A,nutaavoq,новий
683,alt[Lebewesen]::A,utoqqaq,старий
684,jung::A,inuusuppoq,молодий
685,jung::A,kingulliarsuk,молодий
686,arm::A,piillasoq,бідний
687,arm::A,piitsuuvoq,бідний
688,reich::A,pisuuvoq,багатий
689,berühmt::A,tusaamasaq,славетний
690,fremd::A,ajasoornarpoq,чужий
691,verschieden::A,allatut,різний
692,verschieden::A,tamalaat,різний
693,nah::A,qanippoq,близький
694,fern::A,ungasippoq,далекий
695,linker::A,saamerleq,лівий
696,rechter::A,innarluissut,правий
697,erster::A,siulleq,перший
698,zweiter::A,qataatsup tullia,другий
699,dritter::A,pingajorarterut,третій
700,letzter::A,kingulleq,останній
701,allein::ADV,kisimiippoq,сам
702,allein::ADV,kisimiippoq,один
703,auf einmal::ADV,tassanngaannaq,відразу
704,zusammen::ADV,attaasa,разом
705,zusammen::ADV,attaasa,спільно
706,zusammen::ADV,attarmik,разом
707,zusammen::ADV,attarmik,спільно
708,lange::ADV,akuni,довго
709,plötzlich::ADV,tassanngaannaq,раптом
710,sofort::ADV,erniinnaq,зараз
711,später::ADV,kingorna,пізніше
712,jetzt::ADV,maanna,тепер
713,jetzt::ADV,massakkut,тепер
714,heute::ADV,ullumi,сьогодні
715,morgen::ADV,aqagu,завтра
716,bald::ADV,erniinnaq,незабаром
717,dann::ADV,taava,потім
718,gestern::ADV,ippassaq,вчора
719,einst::ADV,ataatsimik,колись
720,einst::ADV,ilaanni,колись
721,damals::ADV,taamani,тоді
722,damals::ADV,taamanikkut,тоді
723,damals::ADV,taassumuunakkut,тоді
724,danach::ADV,taava,згодом
725,vorher::ADV,siornagut,раніше
726,einmal::ADV,ilaanni,один раз
727,einmal::ADV,ataatsimik,один раз
728,manchmal::ADV,qaqutigu,іноді
729,manchmal::ADV,qaqutigu,інколи
730,manchmal::ADV,qaqutigut,іноді
731,manchmal::ADV,qaqutigut,інколи
732,oft::ADV,akulikitsumik,часто
733,immer::ADV,tamatigut,завжди
734,hier::ADV,maani,тут
735,hierhin::ADV,maani,сюди
736,dorthin::ADV,ikuuna,туди
737,geradeaus::ADV,narlumut,прямо
738,vorwärts::ADV,pilangavoc,вперед
739,rückwärts::ADV,kingumut,назад
740,rückwärts::ADV,tunumut or tunummut,назад
741,zurück::ADV,kingumut,назад
742,zurück::ADV,tunumut or tunummut,назад
743,unten::ADV,kana,внизу
744,hinab::ADV,qiviu,вниз
745,überall::ADV,tamaginni,скрізь
746,überall::ADV,tamani tamaani,скрізь
747,kaum::ADV,qaqutigorsuaq,ледве
