,Concept_ID,nl,uz
236,Freude::N,vreugde,ayish
237,Gelächter::N,gelach,kulgi
238,Glück::N,geluk,saodat
239,Kummer::N,verdriet,g'am
240,Wunsch::N,wens,orzu
241,Wunsch::N,verlangen,orzu
242,Lust::N,zin,rag'bat
243,Lust::N,lust,rag'bat
244,Geist::N,geest,ruh
245,Gedanke::N,gedachte,fikr
246,Gedächtnis::N,geheugen,äs
247,Verstand::N,verstand,aql
248,Sinn::N,betekenis,ma'ni
249,Grund::N,reden,sabab
250,Wahrheit::N,waarheid,haq
251,Gespräch::N,gesprek,gap
252,Märchen::N,sprookje,ärtak
253,Erzählung::N,verhaal,rivoyat
254,Nachricht::N,tijding,xabar
255,Neuigkeit::N,nieuws,yangilik
256,Neuigkeit::N,nieuwtje,yangilik
257,Name::N,naam,ot
258,Rätsel::N,raadsel,topishmoq
259,Rede::N,rede,nutq
260,Sprache::N,taal,til
261,Stimme::N,stem,ovoz
262,Wort::N,woord,so'z
263,Zeichen::N,teken,alomat
264,Ruf::N,roep,chaqiriq
265,Lärm::N,lawaai,taraq
266,Laut::N,klank,tovush
267,Laut::N,geluid,tovush
268,Ton::N,toon,un
269,Ton::N,klank,un
270,Lied::N,lied,ashula
271,Ruhe::N,rust,tinchlik
272,Ruhe::N,stilte,tinchlik
273,Leute::N,lui,xaloyiq
274,Leute::N,mensen,xaloyiq
275,Volk::N,volk,xalq
276,Arbeit::N,werk,ish
277,Arbeit::N,arbeid,ish
278,Gast::N,gast,mehmon
279,Geschenk::N,cadeau,hadya
280,Geschenk::N,geschenk,hadya
281,Spiel::N,spel,o'yin
282,Gesellschaft::N,gezelschap,jamiyat
283,Hilfe::N,hulp,yordam
284,Freund::N,vriend,do'st
285,Kamerad::N,maat,yo'ldosh
286,Kamerad::N,metgezel,yo'ldosh
287,Angelegenheit::N,zaak,daxl
288,Angelegenheit::N,aangelegenheid,daxl
289,Anzahl::N,tal,son
290,Anzahl::N,aantal,son
291,Art::N,slag,tur
292,Art::N,soort,tur
293,Stück::N,stuk,parcha
294,Teil::N,deel,bo'lak
295,Hälfte::N,helft,yarim
296,Kreis::N,kring,aylana
297,Kreis::N,cirkel,aylana
298,Kreuz::N,kruis,xoch
299,Linie::N,lijn,liniya
300,Strich::N,haal,chiziq
301,Strich::N,streep,chiziq
302,Abstand::N,afstand,oralik
303,Entfernung::N,afstand,uzoqlik
304,Gegend::N,streek,yer
305,Platz::N,ruimte,oralig
306,Ort::N,oord,joy
307,Ort::N,plaats,joy
308,Seite::N,zij,yon
309,Seite::N,kant,yon
310,Seite::N,zijde,yon
311,Mitte::N,midden,o'rta
312,Gegenstand::N,voorwerp,ashyo
313,Sache::N,zaak,buyum
314,Rand::N,rand,chek
315,Rand::N,boord,chek
316,Kante::N,kant,tig'
317,Ecke::N,hoek,burchak
318,Spitze::N,punt,uch
319,Spitze::N,spits,uch
320,Ende::N,einde,oxir
321,Ende::N,uiteinde,oxir
322,Loch::N,gat,teshik
323,Winkel::N,hoek,go'sha
324,Muster::N,dessin,nusha
325,Muster::N,patroon,nusha
326,Größe::N,grootte,kattalik
327,Länge::N,lengte,uzunlik
328,Höhe::N,hoogte,yuksaklik
329,Gewicht::N,gewicht,solmoq
330,Menge::N,hoeveelheid,miqdor
331,Haufen::N,hoop,uyum
332,Reihe::N,rij,saf
333,Reihe::N,reeks,saf
334,Boot::N,boot,qayiq
335,Ruder::N,roeiriem,äshkak
336,Schlitten::N,slee,chana
337,Schlitten::N,slede,chana
338,Ski::N,ski,chang'i
339,Lagerfeuer::N,kampvuur,gulxan
340,Last::N,last,yuk
341,Last::N,vracht,yuk
342,Gang::N,wandeling,yurish
343,Schritt::N,stap,qadam
344,Schritt::N,schrede,qadam
345,Norden::N,noorden,shimol
346,Süden::N,zuiden,janub
347,Westen::N,westen,g'arb
348,Osten::N,oosten,sharq
349,Holz::N,hout,yog'och
350,Brett::N,plank,taxta
351,Platte::N,plaat,tabaqa
352,Stütze::N,stut,tayanchi
353,Stütze::N,steun,tayanchi
354,Stange::N,stang,qo'noq
355,Stock::N,stok,tayoq
356,Stab::N,staf,gavron
357,Rohr::N,pijp,tarnov
358,Haus::N,huis,uy
359,Heim::N,tehuis,makon
360,Ofen::N,kachel,pechka
361,Fußboden::N,vloer,pol
362,Tisch::N,tafel,mosa
363,Stuhl::N,stoel,o'rindiq
364,Wiege::N,wieg,beshik
365,Bett::N,bed,yotoq
366,Regal::N,rek,tokcha
367,Kiste::N,kist,sandiq
368,Fenster::N,raam,deraza
369,Fenster::N,venster,deraza
370,Tür::N,deur,äshik
371,Tor::N,poort,darvoza
372,Zaun::N,omheining,panjara
373,Dach::N,dak,tom
374,Leiter::N,ladder,narvon
375,Besen::N,bezem,supurgi
376,Spaten::N,schop,bel
377,Schaufel::N,schep,kurak
378,Gabel::N,vork,bilka
379,Löffel::N,lepel,qoshiq
380,Messer::N,mes,pichoq
381,Nagel::N,spijker,mix
382,Netz::N,net,to'r
383,Haken::N,haak,ilgak
384,Griff::N,handvat,sop
385,Griff::N,handvat,tutqich
386,Schloss::N,slot,qulf
387,Bild::N,beeld,rasm
388,Figur::N,figuur,shakl
389,Puppe::N,pop,ko'g'irchoq
390,Beutel::N,zak,to'rva
391,Beutel::N,buidel,to'rva
392,Bündel::N,pak,bog'lam
393,Bündel::N,bundel,bog'lam
394,Tasche::N,tas,kissa
395,Eimer::N,emmer,chelak
396,Deckel::N,deksel,qopqoq
397,Geschirr::N,vaatwerk,idish
398,Sack::N,zak,qop
399,Tasse::N,kop,piyola
400,Topf::N,pan,tuvak
401,Kessel::N,ketel,qozon
402,Essen::N,eten,tomoq
403,Nahrung::N,voedsel,emak
404,Speise::N,spijs,taom
405,Fleisch::N,vlees,go'sht
406,Getreide::N,graan,g'alla
407,Brei::N,pap,bo'tqa
408,Brei::N,brij,bo'tqa
409,Brot::N,brood,non
410,Scheibe::N,plak,disk
411,Scheibe::N,snede,disk
412,Fett::N,vet,moy
413,Butter::N,boter,yog'
414,Öl::N,olie,moy
415,Salz::N,zout,tuz
416,Suppe::N,soep,sho'rva
417,Honig::N,honing,asal
418,Milch::N,melk,sut
419,Tee::N,thee,choy
420,Leder::N,leer,charm
421,Leder::N,leder,charm
422,Wolle::N,wol,jun
423,Stoff::N,stof,mato
424,Nadel::N,naald,igna
425,Faden::N,draad,ip
426,Knopf::N,knoop,tugma
427,Knoten::N,knoop,tugun
428,Farbe::N,verf,bo'yok
429,Kleidung::N,kledij,kiyim
430,Kleidung::N,kleding,kiyim
431,Hemd::N,hemd,ko'ylak
432,Kragen::N,kraag,yoqa
433,Ärmel::N,mouw,yeng
434,Hose::N,broek,shim
435,Hose::N,pantalon,shim
436,Gürtel::N,riem,tasma
437,Gürtel::N,gordel,tasma
438,Mütze::N,muts,shapka
439,Schuh::N,schoen,but
440,Stiefel::N,laars,botinka
441,Ring::N,ring,yuzuk
442,Band::N,lint,rishta
443,Kamm::N,kam,taroq
444,Spiegel::N,spiegel,ko'zgu
445,Riemen::N,riem,qayish
446,Schnur::N,koord,bog'ich
447,Leine::N,lijn,etak
448,Decke::N,deken,odyol
449,Kissen::N,kussen,yostiq
450,Tuch::N,doek,gazlama
451,Handtuch::N,handdoek,sochiq
452,Kraft::N,kracht,kuch
453,Stärke::N,sterkte,quvvat
454,Gesundheit::N,gezondheid,sog'lik
455,Krankheit::N,ziekte,kasallik
456,Schmerz::N,pijn,og'riq
457,Wunde::N,wond,yara
458,Fieber::N,koorts,bezgak
459,Arznei::N,medicament,dori
460,Arznei::N,geneesmiddel,dori
461,Brücke::N,brug,ko'prik
462,Brunnen::N,put,buloq
463,Brunnen::N,bron,buloq
464,Weide::N,wei,yaylov
465,Weide::N,weide,yaylov
466,Pfad::N,pad,dorojka
467,Weg::N,weg,yo'l
468,Straße::N,baan,ko'cha
469,Straße::N,straat,ko'cha
470,Dorf::N,dorp,ovul
471,Stadt::N,stad,shahar
472,Brief::N,brief,maktub
473,Buch::N,boek,kitob
474,Buchstabe::N,letter,harf
475,Zeitung::N,krant,gazet
476,Zeitung::N,dagblad,gazet
477,Leben::N,leven,hayot
478,Tod::N,dood,o'lim
479,Grab::N,graf,go'r
480,Kirche::N,kerk,cherkov
481,Sünde::N,zonde,gunoh
482,Gott::N,god,olloh
483,Arbeiter::N,arbeider,ishchi
484,Chef::N,chef,rais
485,Meister::N,meester,usta
486,Arzt::N,arts,hakim
487,Arzt::N,dokter,hakim
488,Lehrer::N,leraar,muallim
489,Lehrer::N,onderwijzer,muallim
490,Geld::N,geld,pul
491,Geschäft::N,zaak,savdo
492,Laden::N,winkel,do'kon
493,Preis::N,prijs,baho
494,Ware::N,waar,mol
495,Nutzen::N,nut,foyda
496,Nutzen::N,voordeel,foyda
497,Reichtum::N,rijkdom,boylik
498,Welt::N,wereld,olam
499,Land::N,land,o'lka
500,Staat::N,staat,davlat
501,König::N,koning,qirol
502,Macht::N,macht,iqtidor
503,Grenze::N,grens,chegara
504,Krieg::N,oorlog,harb
505,Feind::N,vijand,dushman
506,Gewalt::N,geweld,zo'rlik
507,Kampf::N,strijd,kurash
508,Kampf::N,gevecht,kurash
509,Bogen[Waffe]::N,boog,yoy
510,Pfeil::N,pijl,o'q
511,Gewehr::N,geweer,vintovka
512,Fehler::N,fout,xato
513,Lüge::N,leugen,yolg'on
514,Schaden::N,schade,ziyon
515,Unglück::N,tegenspoed,balo
516,Schuld::N,schuld,ayb
517,Alter::N,leeftijd,yosh
518,Schluss::N,slot,tamom
519,Zeit::N,tijd,vaqt
520,Tag::N,dag,kun
521,Morgen::N,morgen,saboh
522,Morgen::N,ochtend,saboh
523,Mittag::N,middag,kun tushlik
524,Abend::N,avond,oqshom
525,Nacht::N,nacht,tun
526,Woche::N,week,hafta
527,Monat::N,maand,oy
528,Jahr::N,jaar,yil
529,Frühling::N,lente,bahor
530,Frühling::N,voorjaar,bahor
531,Sommer::N,zomer,yoz
532,Herbst::N,herfst,kuz
533,Herbst::N,herfst,xazon
534,Winter::N,winter,qish
535,Januar::N,januari,yanvar'
536,Februar::N,februari,fevral'
537,März::N,maart,mart
538,April::N,april,aprel'
539,Mai::N,mei,may
540,Juni::N,juni,iyun'
541,Juli::N,juli,iyul'
542,August::N,augustus,avgust
543,September::N,september,sentyabr'
544,Oktober::N,oktober,oktyabr'
545,November::N,november,noyabr'
546,Dezember::N,december,dekabr'
547,Montag::N,maandag,dushanba
548,Dienstag::N,dinsdag,seshanba
549,Mittwoch::N,woensdag,chorshanba
550,Donnerstag::N,donderdag,payshanba
551,Freitag::N,vrijdag,juma
552,Samstag::N,zaterdag,shanba
553,Sonntag::N,zondag,yakshanba
554,groß::A,groot,buyuk
555,klein::A,klein,kichik
556,lang::A,lang,uzun
557,kurz::A,kort,qisqa
558,breit::A,breed,keng
559,schmal::A,smal,änsiz
560,dicht::A,dicht,quyuq
561,dick[Gegenstand]::A,dik,qalin
562,dünn::A,dun,ingichka
563,fein::A,fijn,mayin
564,fest::A,vast,qattiq
565,flach::A,plat,yalpoq
566,glatt::A,glad,tekis
567,hart::A,hard,qattiq
568,weich::A,week,yumshoq
569,rund::A,rond,yumaloq
570,spitz::A,spits,uchli
571,spitz::A,puntig,uchli
572,scharf::A,scherp,keskir
573,stumpf::A,stomp,to'mtoq
574,schwer::A,zwaar,salmoqli
575,schön::A,mooi,go'zal
576,schön::A,fraai,go'zal
577,heiß::A,heet,qiziq
578,warm::A,warm,issiq
579,kalt::A,koud,sovuq
580,kühl::A,koel,salqin
581,frisch::A,fris,toza
582,feucht::A,vochtig,namli
583,nass::A,nat,nam
584,trocken::A,droog,quruq
585,voll::A,vol,to'la
586,leer::A,leeg,puch
587,offen::A,open,ochiq
588,geschlossen::A,gesloten,berk
589,sauber::A,net,ozoda
590,sauber::A,schoon,ozoda
591,schmutzig::A,vuil,kir
592,roh::A,rauw,xom
593,reif::A,rijp,pishiq
594,lecker::A,lekker,shirin
595,süß::A,zoet,shirin
596,bitter::A,bitter,achchiq
597,sauer::A,zuur,achchiq
598,hell::A,licht,yorug'
599,hell::A,helder,yorug'
600,dunkel::A,donker,qorong'i
601,schwarz::A,zwart,qora
602,weiß::A,wit,oq
603,rot::A,rood,qizil
604,gelb::A,geel,sariq
605,blau::A,blauw,zangori
606,grün::A,groen,yashil
607,grau::A,grijs,bo'z
608,bunt::A,bont,ola
609,billig::A,goedkoop,arzon
610,teuer::A,duur,qimmat
611,wertvoll::A,kostbaar,qimmat
612,wertvoll::A,waardevol,qimmat
613,blind::A,blind,ko'r
614,taub::A,doof,garang
615,kräftig::A,krachtig,kuchli
616,stark::A,sterk,quvvatli
617,schwach::A,zwak,kuchsiz
618,fett::A,vet,semiz
619,schlank::A,slank,ingichka
620,hübsch::A,leuk,ko'rkam
621,böse::A,kwaad,yovuz
622,dumm::A,dom,aqlsiz
623,faul::A,lui,ärinchak
624,fleißig::A,vlijtig,ishchan
625,geizig::A,gierig,qurumsoq
626,klug::A,slim,oqil
627,klug::A,schrander,oqil
628,klug::A,verstandig,oqil
629,geschickt::A,handig,äpchil
630,geschickt::A,vaardig,äpchil
631,lieb::A,lief,aziz
632,lustig::A,vrolijk,chaqchaq
633,sanft::A,zacht,asta
634,hungrig::A,hongerig,och
635,krank::A,ziek,kasal
636,nackt::A,naakt,yalang
637,traurig::A,treurig,xafa
638,traurig::A,bedroefd,xafa
639,lebendig::A,levend,hayotiy
640,gut::A,goed,soz
641,schlecht::A,slecht,yomon
642,richtig::A,juist,rost
643,schlimm::A,erg,yovuz
644,schlimm::A,kwaad,yovuz
645,wahr::A,waar,haqiqiy
646,alt::A,oud,äski
647,neu::A,nieuw,yangi
648,ehemalig::A,voormalig,sobiq
649,alt[Lebewesen]::A,oud,qari
650,jung::A,jong,navqiron
651,arm::A,arm,abgor
652,reich::A,rijk,boy
653,bekannt::A,bekend,ma'lum
654,berühmt::A,beroemd,mashhur
655,fremd::A,vreemd,yot
656,verschieden::A,verscheiden,turli
657,verschieden::A,verschillend,turli
658,nah::A,nabij,yaqindagi
659,nah::A,nabijgelegen,yaqindagi
660,fern::A,ver,uzoq
661,linker::A,linker,so'l
662,rechter::A,rechter,o'ng
663,anderer::A,andere,boshqa
664,erster::A,eerste,birinchi
665,zweiter::A,tweede,ikkinchi
666,dritter::A,derde,uchinchi
667,letzter::A,laatste,oxirgi
668,allein::ADV,alleen,o'zicha
669,auf einmal::ADV,ineens,varakay
670,auf einmal::ADV,tegelijk,varakay
671,zusammen::ADV,samen,barobar
672,zusammen::ADV,bijeen,barobar
673,lange::ADV,lang,uzoq
674,plötzlich::ADV,eensklaps,qo'qqisdan
675,plötzlich::ADV,plotsklaps,qo'qqisdan
676,sofort::ADV,terstond,darrov
677,sofort::ADV,aanstonds,darrov
678,sofort::ADV,onmiddelijk,darrov
679,später::ADV,later,so'ngra
680,jetzt::ADV,nu,hozirgina
681,jetzt::ADV,nou,hozirgina
682,jetzt::ADV,thans,hozirgina
683,heute::ADV,heden,bugun
684,heute::ADV,vandaag,bugun
685,morgen::ADV,morgen,ärta
686,bald::ADV,gauw,toz
687,bald::ADV,weldra,toz
688,dann::ADV,dan,keyin
689,dann::ADV,toen,keyin
690,gestern::ADV,gisteren,kecha
691,einst::ADV,eens,avvallari
692,damals::ADV,toen,ugal
693,damals::ADV,destijds,ugal
694,danach::ADV,daarna,so'ngra
695,vorher::ADV,vooraf,avval
696,vorher::ADV,van tevoren,avval
697,zuerst::ADV,eerst,avval
698,zuerst::ADV,het eerst,avval
699,einmal::ADV,eens,bir marta
700,einmal::ADV,eenmaal,bir marta
701,manchmal::ADV,soms,onda-sonda
702,oft::ADV,vaak,tez-tez
703,oft::ADV,dikwijls,tez-tez
704,immer::ADV,altijd,har vaqt
705,niemals::ADV,nooit,hargiz
706,hier::ADV,hier,shu erda
707,hierhin::ADV,hierheen,beri
708,von hier::ADV,van hier,shu erdan
709,von hier::ADV,hiervandaan,shu erdan
710,dort::ADV,daar,ana
711,dort::ADV,ginds,ana
712,dorthin::ADV,daarheen,u yerga
713,geradeaus::ADV,rechtuit,to'g'ri
714,geradeaus::ADV,rechtdoor,to'g'ri
715,vorwärts::ADV,vooruit,ilgari
716,vorwärts::ADV,voorwaarts,ilgari
717,rückwärts::ADV,achteruit,qoloq
718,rückwärts::ADV,achterwaarts,qoloq
719,zurück::ADV,terug,orqada
720,unten::ADV,beneden,pastda
721,unten::ADV,onderaan,pastda
722,hinab::ADV,omlaag,tubanga
723,hinab::ADV,naar beneden,tubanga
724,oben::ADV,boven,ustida
725,hinauf::ADV,omhoog,yuqorida
726,hinauf::ADV,naar boven,yuqorida
727,überall::ADV,alom,har erda
728,überall::ADV,overal,har erda
729,nicht::ADV,niet,ämas
730,ein wenig::ADV,wat,biroz
731,kaum::ADV,amper,arang
732,kaum::ADV,nauwelijks,arang
733,sehr::ADV,erg,ancha
734,sehr::ADV,zeer,ancha
735,so::ADV,zo,shunday
736,noch::ADV,nog,hali
737,nur::ADV,maar,yolg'iz
738,nur::ADV,alleen,yolg'iz
739,schon::ADV,al,endi
740,schon::ADV,reeds,endi
741,wieder::ADV,weer,yana
742,wieder::ADV,terug,yana
743,vergebens::ADV,vergeefs,bekorga
744,vergebens::ADV,tevergeefs,bekorga
745,vor::PRP,voor,burun
746,hinter::PRP,achter,ketida
747,unter::PRP,onder,ostida
748,unter::PRP,beneden,ostida
749,durch::PRP,door,bo'ylab
750,neben::PRP,naast,yonida
751,zwischen::PRP,tussen,orada
752,wegen::PRP,wegens,sababli
753,wegen::PRP,vanwege,sababli
754,dies::PRN,dit,o'sha
755,das::PRN,dat,narigi
756,alles::PRN,alles,har nima
757,ich::PRN,ik,men
758,du::PRN,je,sen
759,du::PRN,jij,sen
760,er::PRN,hij,u
761,wir::PRN,we,biz
762,wir::PRN,wij,biz
763,ihr::PRN,jullie,siz
764,sie::PRN,ze,ular
765,sie::PRN,zij,ular
766,was::FPRN,wat,nima
767,wer::FPRN,wie,kim
768,wo::FADV,waar,qaerda
769,wohin::FADV,waarheen,qayerga
770,wie::FADV,hoe,qanday
771,warum::FADV,waarom,nega
772,wieviel::FNUM,hoeveel,qancha
773,eins::NUM,één,bir
774,zwei::NUM,twee,ikki
775,drei::NUM,drie,uch
776,vier::NUM,vier,to'rt
777,fünf::NUM,vijf,besh
778,sechs::NUM,zes,olti
779,sieben::NUM,zeven,etti
780,acht::NUM,acht,sakkiz
781,neun::NUM,negen,to'qqiz
782,zehn::NUM,tien,o'n
783,elf::NUM,elf,o'n bir
784,zwölf::NUM,twaalf,o'n ikki
785,zwanzig::NUM,twintig,yigirma
786,dreißig::NUM,dertig,o'ttiz
787,vierzig::NUM,veertig,qirq
788,fünfzig::NUM,vijftig,ällik
789,sechzig::NUM,zestig,oltmish
790,siebzig::NUM,zeventig,etmish
791,achtzig::NUM,tachtig,sakson
792,neunzig::NUM,negentig,to'qson
793,hundert::NUM,honderd,yuz
794,tausend::NUM,duizend,ming
795,und::CNJ,en,va
796,oder::CNJ,of,yo
797,stehen::V,staan,turmoq
798,sitzen::V,zitten,o'tirmoq
799,liegen::V,liggen,yotmoq
800,hängen::V,hangen,osilmoq
801,werden::V,worden,bo'lmoq
802,passieren::V,gebeuren,bo'lib o'tmoq
803,beginnen::V,beginnen,boshlanmoq
804,enden::V,eindigen,bitmoq
805,wechseln::V,wijzigen,o'zgarmoq
806,wechseln::V,veranderen,o'zgarmoq
807,aufgehen[Sonne]::V,opgaan,chiqmoq
808,untergehen[Sonne]::V,ondergaan,botmoq
809,scheinen[Sonne]::V,schijnen,yaraqlamoq
810,donnern::V,donderen,gulduramoq
811,wehen::V,waaien,elpimoq
812,strömen::V,stromen,oqmoq
813,fließen::V,vloeien,oqmoq
814,sich drehen::V,draaien,aylanmoq
815,sich drehen::V,zich draaien,aylanmoq
