,Concept_ID,ru,be
171,Vogel::N,птица,птах
172,Vogel::N,птица,птушка
173,Schwarm::N,стая,чарада
174,Huhn::N,курица,курыца
175,Hahn::N,петух,певень
176,Gans::N,гусь,гусь
177,Adler::N,орел,арол
178,Ente::N,утка,качка
179,Eule::N,сова,сава
180,Kranich::N,журавль,жораў
181,Kranich::N,журавль,журавель
182,Krähe::N,ворона,варона
183,Kuckuck::N,кукушка,зязюля
184,Schwan::N,лебедь,лебедзь
185,Fisch::N,рыба,рыба
186,Barsch::N,окунь,акунь
187,Hecht::N,щука,шчупак
188,Schlange[Tier]::N,змея,змяя
189,Wurm::N,червяк,чарвяк
190,Spinne::N,паук,павук
191,Ameise::N,муравей,мурашка
192,Laus::N,вошь,вош
193,Mücke::N,комар,камар
194,Fliege::N,муха,муха
195,Schmetterling::N,бабочка,матыль
196,Beere::N,ягода,ягада
197,Apfel::N,яблоко,яблык
198,Pilz::N,гриб,грыб
199,Zwiebel::N,луковица,цыбуля
200,Saat::N,семя,семя
201,Korn::N,зерно,зерне
202,Heu::N,сено,сена
203,Schale::N,шелуха,шалупінне
204,Grube::N,яма,яма
205,Falle::N,ловушка,пастка
206,Schlinge::N,силок,сіло
207,Spur::N,след,след
208,Asche::N,зола,попел
209,Asche::N,пепел,попел
210,Dreck::N,грязь,бруд
211,Eisen::N,железо,жалеза
212,Gold::N,золото,золата
213,Silber::N,серебро,сребра
214,Kohle::N,уголь,вугаль
215,Glas::N,стекло,шкло
216,Lehm::N,глина,гліна
217,Sand::N,песок,пясок
218,Mensch::N,человек,чалавек
219,Mann::N,мужчина,мужчына
220,Frau::N,женщина,жанчына
221,Kind::N,ребенок,дзіця
222,Junge::N,мальчик,хлопчык
223,Mädchen::N,девочка,дзяўчынка
224,Familie::N,семья,сямʼя
225,Großvater::N,дедушка,дзядуля
226,Großmutter::N,бабушка,бабуля
227,Eltern::N,родители,бацькі
228,Vater::N,отец,бацька
229,Mutter::N,мать,маці
230,Sohn::N,сын,сын
231,Tochter::N,дочь,дачка
232,Bruder::N,брат,брат
233,Schwester::N,сестра,сястра
234,Onkel::N,дядя,дзядзька
235,Tante::N,тетя,цётка
236,Ehemann::N,муж,муж
237,Ehefrau::N,жена,жонка
238,Freude::N,радость,радасць
239,Gelächter::N,смех,смех
240,Glück::N,счастье,шчасце
241,Kummer::N,горе,гора
242,Wunsch::N,желание,жаданне
243,Lust::N,влечение,цяга
244,Geist::N,дух,дух
245,Gedanke::N,мысль,думка
246,Gedächtnis::N,память,памяць
247,Verstand::N,ум,розум
248,Sinn::N,смысл,сэнс
249,Grund::N,повод,зачэпка
250,Wahrheit::N,правда,праўда
251,Gespräch::N,беседа,размова
252,Märchen::N,сказка,казка
253,Erzählung::N,рассказ,расказ
254,Erzählung::N,рассказ,апавяданне
255,Nachricht::N,сообщение,вестка
256,Nachricht::N,сообщение,паведамленне
257,Neuigkeit::N,новость,навіна
258,Name::N,имя,імя
259,Rätsel::N,загадка,загадка
260,Rede::N,речь,прамова
261,Sprache::N,язык,мова
262,Stimme::N,голос,голас
263,Wort::N,слово,слова
264,Zeichen::N,знак,знак
265,Ruf::N,зов,кліч
266,Lärm::N,шум,шум
267,Laut::N,звук,гук
268,Ton::N,звучание,гучанне
269,Lied::N,песня,песня
270,Ruhe::N,покой,спакой
271,Leute::N,люди,людзі
272,Volk::N,народ,народ
273,Arbeit::N,работа,праца
274,Arbeit::N,работа,работа
275,Gast::N,гость,госць
276,Geschenk::N,подарок,падарунак
277,Spiel::N,игра,гульня
278,Gesellschaft::N,общество,таварыства
279,Hilfe::N,помощь,дапамога
280,Freund::N,друг,друг
281,Freund::N,друг,сябар
282,Kamerad::N,приятель,прыяцель
283,Angelegenheit::N,дело,справа
284,Anzahl::N,количество,колькасць
285,Art::N,вид,від
286,Stück::N,кусок,кусок
287,Stück::N,кусок,кавалак
288,Teil::N,часть,частка
289,Hälfte::N,половина,палова
290,Hälfte::N,половина,палавіна
291,Kreis::N,круг,круг
292,Kreuz::N,крест,крыж
293,Linie::N,линия,лінія
294,Strich::N,черта,рыса
295,Abstand::N,промежуток,прамежак
296,Entfernung::N,расстояние,адлегласць
297,Gegend::N,местность,мясцовасць
298,Platz::N,пространство,месца
299,Ort::N,место,месца
300,Seite::N,сторона,бок
301,Mitte::N,середина,сярэдзіна
302,Gegenstand::N,предмет,прадмет
303,Sache::N,вещь,рэч
304,Rand::N,край,край
305,Kante::N,ребро,руб
306,Kante::N,ребро,кант
307,Ecke::N,угол,вугал
308,Spitze::N,кончик,кончык
309,Ende::N,конец,канец
310,Loch::N,дыра,дзірка
311,Winkel::N,угол,вугал
312,Muster::N,узор,узор
313,Größe::N,размер,памер
314,Länge::N,длина,даўжыня
315,Höhe::N,высота,вышыня
316,Gewicht::N,вес,вага
317,Menge::N,количество,колькасць
318,Haufen::N,куча,куча
319,Reihe::N,ряд,рад
320,Boot::N,лодка,лодка
321,Ruder::N,весло,вясло
322,Schlitten::N,сани,сані
323,Ski::N,лыжа,лыжа
324,Lagerfeuer::N,костер,вогнішча
325,Last::N,тяжесть,цяжар
326,Gang::N,ход,ход
327,Schritt::N,шаг,шаг
328,Schritt::N,шаг,крок
329,Norden::N,север,поўнач
330,Süden::N,юг,поўдзень
331,Westen::N,запад,захад
332,Osten::N,восток,усход
333,Holz::N,древесина,дрэва
334,Holz::N,древесина,драўніна
335,Brett::N,доска,дошка
336,Platte::N,плита,пліта
337,Stütze::N,подпорка,падпорка
338,Stange::N,жердь,жэрдка
339,Stock::N,палка,палка
340,Stab::N,шест,шост
341,Rohr::N,труба,труба
342,Haus::N,дом,дом
343,Heim::N,дом,дом
344,Heim::N,дом,хата
345,Ofen::N,печь,печ
346,Fußboden::N,пол,падлога
347,Tisch::N,стол,стол
348,Stuhl::N,стул,стул
349,Stuhl::N,стул,крэсла
350,Wiege::N,колыбель,калыска
351,Bett::N,постель,ложак
352,Bett::N,постель,пасцель
353,Regal::N,полка,паліца
354,Kiste::N,ящик,скрынка
355,Fenster::N,окно,акно
356,Tür::N,дверь,дзверы
357,Tor::N,ворота,вароты
358,Zaun::N,забор,агароджа
359,Dach::N,крыша,дах
360,Leiter::N,лестница,лесвіца
361,Besen::N,метла,мятла
362,Spaten::N,лопата,лапата
363,Spaten::N,лопата,жалязняк
364,Schaufel::N,совок,шуфлік
365,Schaufel::N,совок,лапатка
366,Gabel::N,вилка,відэлец
367,Löffel::N,ложка,лыжка
368,Messer::N,нож,нож
369,Nagel::N,гвоздь,цвік
370,Netz::N,сеть,сетка
371,Haken::N,крюк,крук
372,Griff::N,ручка,ручка
373,Schloss::N,замок,замок
374,Bild::N,картина,карціна
375,Figur::N,фигура,фігура
376,Puppe::N,кукла,лялька
377,Beutel::N,мешок,мяшок
378,Bündel::N,связка,вязка
379,Tasche::N,сумка,торба
380,Eimer::N,ведро,вядро
381,Deckel::N,крышка,накрыўка
382,Geschirr::N,посуда,пасуда
383,Sack::N,мешок,мех
384,Tasse::N,чашка,кубак
385,Topf::N,кастрюля,каструля
386,Kessel::N,котел,кацёл
387,Essen::N,еда,ежа
388,Nahrung::N,пища,харч
389,Speise::N,блюдо,страва
390,Speise::N,кушанье,страва
391,Fleisch::N,мясо,мяса
392,Getreide::N,хлеб,збожжа
393,Brei::N,каша,каша
394,Brot::N,хлеб,хлеб
395,Scheibe::N,ломоть,луста
396,Scheibe::N,ломоть,скібка
397,Fett::N,жир,тлушч
398,Butter::N,масло,масла
399,Öl::N,масло,алей
400,Salz::N,соль,соль
401,Suppe::N,суп,суп
402,Honig::N,мед,мёд
403,Milch::N,молоко,малако
404,Tee::N,чай,чай
405,Tee::N,чай,гарбата
406,Leder::N,кожа,скура
407,Wolle::N,шерсть,воўна
408,Stoff::N,ткань,тканіна
409,Nadel::N,игла,іголка
410,Faden::N,нитка,нітка
411,Knopf::N,пуговица,гузік
412,Knoten::N,узел,вузел
413,Farbe::N,краска,фарба
414,Kleidung::N,одежда,адзенне
415,Hemd::N,рубашка,кашуля
416,Kragen::N,воротник,каўнер
417,Ärmel::N,рукав,рукаў
418,Hose::N,брюки,штаны
419,Gürtel::N,пояс,пояс
420,Mütze::N,шапка,шапка
421,Schuh::N,ботинок,чаравік
422,Stiefel::N,сапог,бот
423,Ring::N,кольцо,кольца
424,Band::N,лента,стужка
425,Kamm::N,расческа,расчоска
426,Spiegel::N,зеркало,люстра
427,Riemen::N,ремень,рэмень
428,Schnur::N,веревка,вяроўка
429,Leine::N,поводок,павадок
430,Decke::N,одеяло,коўдра
431,Kissen::N,подушка,падушка
432,Tuch::N,платок,хустка
433,Handtuch::N,полотенце,ручнік
434,Kraft::N,сила,сіла
435,Stärke::N,крепость,моц
436,Gesundheit::N,здоровье,здароўе
437,Krankheit::N,болезнь,хвароба
438,Schmerz::N,боль,боль
439,Wunde::N,рана,рана
440,Fieber::N,лихорадка,гарачка
441,Fieber::N,лихорадка,ліхаманка
442,Fieber::N,температура,гарачка
443,Fieber::N,температура,ліхаманка
444,Arznei::N,лекарство,лекі
445,Brücke::N,мост,мост
446,Brunnen::N,колодец,калодзеж
447,Weide::N,пастбище,паша
448,Pfad::N,тропа,сцежка
449,Weg::N,путь,шлях
450,Weg::N,путь,дарога
451,Weg::N,дорога,шлях
452,Weg::N,дорога,дарога
453,Straße::N,улица,вуліца
454,Straße::N,дорога,вуліца
455,Dorf::N,деревня,вёска
456,Stadt::N,город,горад
457,Brief::N,письмо,ліст
458,Brief::N,письмо,пісьмо
459,Buch::N,книга,кніга
460,Buchstabe::N,буква,літара
461,Zeitung::N,газета,газета
462,Leben::N,жизнь,жыццё
463,Tod::N,смерть,смерць
464,Grab::N,могила,магіла
465,Kirche::N,церковь,касцёл
466,Kirche::N,церковь,царква
467,Sünde::N,грех,грэх
468,Gott::N,бог,бог
469,Arbeiter::N,рабочий,рабочы
470,Chef::N,начальник,начальнік
471,Meister::N,мастер,майстар
472,Arzt::N,врач,урач
473,Lehrer::N,учитель,настаўнік
474,Geld::N,деньги,грошы
475,Geschäft::N,занятие,заняцце
476,Laden::N,магазин,крама
477,Laden::N,магазин,магазін
478,Preis::N,цена,цана
479,Ware::N,товар,тавар
480,Nutzen::N,выгода,выгада
481,Reichtum::N,богатство,багацце
482,Welt::N,мир,свет
483,Land::N,страна,краіна
484,Staat::N,государство,дзяржава
485,König::N,король,кароль
486,Macht::N,власть,улада
487,Grenze::N,граница,граніца
488,Krieg::N,война,вайна
489,Feind::N,враг,вораг
490,Gewalt::N,насилие,насілле
491,Kampf::N,борьба,барацьба
492,Bogen[Waffe]::N,лук,лук
493,Pfeil::N,стрела,страла
494,Gewehr::N,ружье,ружжо
495,Fehler::N,ошибка,памылка
496,Lüge::N,ложь,хлусня
497,Schaden::N,вред,шкода
498,Unglück::N,беда,ліха
499,Unglück::N,беда,бядота
500,Schuld::N,вина,віна
501,Alter::N,возраст,узрост
502,Schluss::N,окончание,канец
503,Zeit::N,время,час
504,Tag::N,день,дзень
505,Morgen::N,утро,ранак
506,Morgen::N,утро,раніца
507,Mittag::N,полдень,паўдня
508,Mittag::N,полдень,поўдзень
509,Abend::N,вечер,вечар
510,Nacht::N,ночь,ноч
511,Woche::N,неделя,тыдзень
512,Monat::N,месяц,месяц
513,Jahr::N,год,год
514,Frühling::N,весна,вясна
515,Sommer::N,лето,лета
516,Herbst::N,осень,восень
517,Winter::N,зима,зіма
518,Januar::N,январь,студзень
519,Februar::N,февраль,люты
520,März::N,март,сакавік
521,April::N,апрель,красавік
522,Mai::N,май,май
523,Mai::N,май,травень
524,Juni::N,июнь,чэрвень
525,Juli::N,июль,ліпень
526,August::N,август,жнівень
527,September::N,сентябрь,верасень
528,Oktober::N,октябрь,кастрычнік
529,November::N,ноябрь,лістапад
530,Dezember::N,декабрь,снежань
531,Montag::N,понедельник,панядзелак
532,Dienstag::N,вторник,аўторак
533,Mittwoch::N,среда,серада
534,Donnerstag::N,четверг,чацвер
535,Freitag::N,пятница,пятніца
536,Samstag::N,суббота,субота
537,Sonntag::N,воскресенье,нядзеля
538,groß::A,большой,вялікі
539,klein::A,маленький,маленькі
540,lang::A,длинный,доўгі
541,kurz::A,короткий,кароткі
542,breit::A,широкий,шырокі
543,schmal::A,узкий,вузкі
544,dicht::A,густой,густы
545,dick[Gegenstand]::A,толстый,тоўсты
546,dünn::A,тонкий,тонкі
547,fein::A,тонкий,тонкі
548,fest::A,крепкий,моцны
549,flach::A,плоский,плоскі
550,glatt::A,гладкий,гладкі
551,hart::A,твердый,цвёрды
552,weich::A,мягкий,мяккі
553,rund::A,круглый,круглы
554,spitz::A,остроконечный,спічасты
555,spitz::A,остроконечный,востраканцовы
556,scharf::A,острый,востры
557,stumpf::A,тупой,тупы
558,schwer::A,тяжелый,цяжкі
559,schön::A,красивый,прыгожы
560,heiß::A,жаркий,гарачы
561,warm::A,теплый,цёплы
562,kalt::A,холодный,холадны
563,kühl::A,прохладный,халаднаваты
564,frisch::A,свежий,свежы
565,feucht::A,влажный,вільготны
566,nass::A,мокрый,мокры
567,trocken::A,сухой,сухі
568,voll::A,полный,поўны
569,voll::A,наполненный,поўны
570,leer::A,пустой,пусты
571,offen::A,открытый,адкрыты
572,offen::A,открытый,адчынены
573,geschlossen::A,закрытый,закрыты
574,geschlossen::A,закрытый,зачынены
575,sauber::A,чистый,чысты
576,schmutzig::A,грязный,брудны
577,roh::A,сырой,сыры
578,reif::A,зрелый,спелы
579,lecker::A,вкусный,смачны
580,süß::A,сладкий,салодкі
581,bitter::A,горький,горкі
582,sauer::A,кислый,кіслы
583,hell::A,светлый,светлы
584,dunkel::A,темный,цёмны
585,schwarz::A,черный,чорны
586,weiß::A,белый,белы
587,rot::A,красный,чырвоны
588,gelb::A,желтый,жоўты
589,blau::A,синий,сіні
590,grün::A,зеленый,зялёны
591,grau::A,серый,шэры
592,bunt::A,пестрый,пяресты
593,billig::A,дешевый,танны
594,teuer::A,дорогой,дарагі
595,wertvoll::A,ценный,цэнны
596,wertvoll::A,ценный,каштоўны
597,blind::A,слепой,сляпы
598,taub::A,глухой,глухі
599,kräftig::A,могучий,магутны
600,stark::A,сильный,сільны
601,schwach::A,слабый,слабы
602,fett::A,жирный,тлусты
603,schlank::A,стройный,стройны
604,hübsch::A,прелестный,чароўны
605,böse::A,злой,злы
606,dumm::A,глупый,дурны
607,faul::A,ленивый,лянівы
608,fleißig::A,прилежный,руплівы
609,geizig::A,жадный,прагны
610,klug::A,умный,разумны
611,geschickt::A,искусный,умелы
612,lieb::A,милый,мілы
613,lustig::A,веселый,вясёлы
614,sanft::A,нежный,ласкавы
615,hungrig::A,голодный,галодны
616,krank::A,больной,хворы
617,nackt::A,голый,голы
618,traurig::A,грустный,сумны
619,lebendig::A,живой,жывы
620,gut::A,хороший,добры
621,schlecht::A,плохой,кепскі
622,richtig::A,правильный,правільны
623,schlimm::A,отвратительный,агідны
624,schlimm::A,мерзкий,агідны
625,wahr::A,настоящий,сапраўдны
626,alt::A,старый,стары
627,neu::A,новый,новы
628,ehemalig::A,бывший,былы
629,alt[Lebewesen]::A,пожилой,стары
630,jung::A,молодой,малады
631,arm::A,бедный,бедны
632,reich::A,богатый,багаты
633,bekannt::A,знакомый,знаёмы
634,berühmt::A,знаменитый,славуты
635,fremd::A,чужой,чужы
636,verschieden::A,разный,розны
637,nah::A,близкий,блізкі
638,fern::A,далекий,далёкі
639,linker::A,левый,левы
640,rechter::A,правый,правы
641,anderer::A,другой,іншы
642,anderer::A,другой,другі
643,erster::A,первый,першы
644,zweiter::A,второй,другі
645,dritter::A,третий,трэці
646,letzter::A,последний,апошні
647,allein::ADV,один,сам
648,allein::ADV,один,адзін
649,auf einmal::ADV,сразу,адразу
650,zusammen::ADV,вместе,разам
651,lange::ADV,долго,доўга
652,plötzlich::ADV,вдруг,раптам
653,sofort::ADV,тотчас,зараз
654,später::ADV,позже,пазней
655,jetzt::ADV,сейчас,цяпер
656,heute::ADV,сегодня,сёння
657,morgen::ADV,завтра,заўтра
658,bald::ADV,скоро,хутка
659,bald::ADV,скоро,неўзабаве
660,dann::ADV,потом,потым
661,gestern::ADV,вчера,учора
662,einst::ADV,однажды,аднойчы
663,damals::ADV,тогда,тады
664,danach::ADV,затем,затым
665,vorher::ADV,раньше,раней
666,zuerst::ADV,сперва,спярша
667,zuerst::ADV,сперва,спачатку
668,einmal::ADV,раз,адзін раз
669,manchmal::ADV,иногда,часам
670,oft::ADV,часто,часта
671,immer::ADV,всегда,заўсёды
672,niemals::ADV,никогда,ніколі
673,hier::ADV,здесь,тут
674,hierhin::ADV,сюда,сюды
675,von hier::ADV,отсюда,адсюль
676,von hier::ADV,отсюда,адгэтуль
677,dort::ADV,там,там
678,dorthin::ADV,туда,туды
679,geradeaus::ADV,прямо,прама
680,vorwärts::ADV,вперед,наперад
681,rückwärts::ADV,назад,назад
682,zurück::ADV,обратно,назад
683,unten::ADV,внизу,унізе
684,hinab::ADV,вниз,уніз
685,oben::ADV,наверху,угары
686,oben::ADV,наверху,наверсе
687,hinauf::ADV,вверх,угару
688,überall::ADV,везде,усюды
689,nicht::ADV,не,не
690,ein wenig::ADV,немного,трошкі
691,kaum::ADV,едва,ледзьве
692,sehr::ADV,очень,вельмі
693,so::ADV,так,так
694,noch::ADV,еще,яшчэ
695,nur::ADV,только,толькі
696,schon::ADV,уже,ужо
697,wieder::ADV,опять,зноў
698,vergebens::ADV,напрасно,дарма
699,vergebens::ADV,напрасно,дарэмна
700,vor::PRP,перед,перад
701,hinter::PRP,за,за
702,hinter::PRP,за,ззаду
703,hinter::PRP,позади,за
704,hinter::PRP,позади,ззаду
705,unter::PRP,под,пад
706,durch::PRP,сквозь,праз
707,neben::PRP,возле,каля
708,zwischen::PRP,между,між
709,zwischen::PRP,между,паміж
710,wegen::PRP,из-за,з-за
711,dies::PRN,это,гэта
712,das::PRN,то,тое
713,alles::PRN,все,усё
714,ich::PRN,я,я
715,du::PRN,ты,ты
716,er::PRN,он,ён
717,wir::PRN,мы,мы
718,ihr::PRN,вы,вы
719,sie::PRN,они,яны
720,was::FPRN,что,што
721,wer::FPRN,кто,хто
722,wo::FADV,где,дзе
723,wohin::FADV,куда,куды
724,wie::FADV,как,як
725,warum::FADV,почему,чаму
726,wieviel::FNUM,сколько,колькі
727,eins::NUM,один,адзін
728,zwei::NUM,два,два
729,drei::NUM,три,тры
730,vier::NUM,четыре,чатыры
731,fünf::NUM,пять,пяць
732,sechs::NUM,шесть,шесць
733,sieben::NUM,семь,сем
734,acht::NUM,восемь,восем
735,neun::NUM,девять,дзевяць
736,zehn::NUM,десять,дзесяць
737,elf::NUM,одиннадцать,адзінаццаць
738,zwölf::NUM,двенадцать,дванаццаць
739,zwanzig::NUM,двадцать,дваццаць
740,dreißig::NUM,тридцать,трыццаць
741,vierzig::NUM,сорок,сорак
742,fünfzig::NUM,пятьдесят,пядзесят
743,sechzig::NUM,шестьдесят,шесдзесят
744,siebzig::NUM,семьдесят,семдзесят
745,achtzig::NUM,восемьдесят,восемдзесят
746,neunzig::NUM,девяносто,дзевяноста
747,hundert::NUM,сто,сто
748,tausend::NUM,тысяча,тысяча
749,und::CNJ,и,і
750,und::CNJ,и,ды
751,oder::CNJ,или,або
752,oder::CNJ,либо,або
753,stehen::V,стоять,стаяць
754,sitzen::V,сидеть,сядзець
755,liegen::V,лежать,ляжаць
756,hängen::V,висеть,вісець
757,werden::V,стать,стаць
758,werden::V,стать,зрабіцца
759,passieren::V,случиться,трапіцца
760,beginnen::V,начаться,пачацца
761,enden::V,кончиться,кончыцца
762,wechseln::V,меняться,мяняцца
763,aufgehen[Sonne]::V,взойти,узысці
764,untergehen[Sonne]::V,зайти,зайсці
765,scheinen[Sonne]::V,светить,свяціць
766,donnern::V,греметь,грымець
767,wehen::V,дуть,дзьмуць
768,strömen::V,литься,ліцца
769,fließen::V,течь,цячы
770,sich drehen::V,вращаться,круціцца
771,sich drehen::V,вращаться,варочацца
772,schwanken::V,колебаться,хістацца
773,schwingen::V,качаться,гайдацца
774,schwingen::V,качаться,калыхацца
775,fallen::V,падать,падаць
776,brennen::V,гореть,гарэць
777,rauchen::V,дымить,дымець
778,regnen::V,дождить,дажджыць
779,gefrieren::V,замерзнуть,замерзнуць
780,tauen::V,таять,раставаць
781,schmelzen::V,плавиться,плавіцца
782,trocknen::V,сохнуть,сохнуць
783,sieden::V,кипеть,кіпець
784,faulen::V,гнить,гнісці
785,verfaulen::V,сгнить,згнісці
786,reißen::V,рваться,ірвацца
787,versinken::V,тонуть,тануць
788,vergehen::V,проходить,праходзіць
789,erscheinen::V,появиться,зʼявіцца
790,verschwinden::V,исчезнуть,знікнуць
791,sinken::V,спадать,спадаць
792,abnehmen::V,уменьшиться,паменшыцца
793,zunehmen::V,увеличиваться,павялічвацца
794,steigen::V,подниматься,паднімацца
795,wachsen::V,расти,расці
796,glänzen::V,блестеть,блішчаць
797,funkeln::V,сверкать,бліскаць
798,lärmen::V,шуметь,шумець
799,läuten::V,звонить,званіць
800,klingeln::V,звонить,званіць
801,klirren::V,звякать,бразгаць
802,brausen::V,бушевать,бушаваць
803,rauschen::V,шелестеть,шастаць
804,klingen::V,звучать,гучаць
805,bellen::V,лаять,брахаць
806,heulen::V,выть,выць
807,blasen::V,дунуть,дзьмухнуць
808,pfeifen::V,свистеть,свістаць
809,schreien::V,кричать,крычаць
810,stöhnen::V,стонать,стагнаць
811,zittern::V,дрожать,дрыжаць
812,leben::V,жить,жыць
813,geboren werden::V,родиться,нарадзіцца
814,atmen::V,дышать,дыхаць
815,trinken::V,пить,піць
816,essen::V,есть,есці
817,essen::V,кушать,есці
818,schlucken::V,глотать,глытаць
819,müde werden::V,устать,стаміцца
820,einschlafen::V,заснуть,заснуць
821,schlafen::V,спать,спаць
822,aufwachen::V,проснуться,рассыпацца
823,aufstehen::V,встать,устаць
824,sich erholen::V,отдыхать,адпачываць
825,krank werden::V,заболеть,захварэць
826,krank sein::V,болеть,хварэць
827,schmerzen::V,болеть,балець
828,husten::V,кашлять,кашляць
829,genesen::V,поправиться,паправіцца
830,genesen::V,поправиться,паздаравець
