,Concept_ID,he,bn
219,Tante::N,דודה,মাসী
220,Ehemann::N,איש,স্বামী
221,Ehemann::N,בעל,স্বামী
222,Ehefrau::N,אשה,পত্নী
223,Freude::N,שמחה,উল্লাস
224,Gelächter::N,צחוק,হাসি
225,Glück::N,אשר,সুখ
226,Kummer::N,יגון,দুঃখ
227,Kummer::N,עגמה,দুঃখ
228,Wunsch::N,אחול,আকাঙ্ক্ষা
229,Wunsch::N,משאלה,আকাঙ্ক্ষা
230,Lust::N,חשק,বাসনা
231,Lust::N,תשוקה,বাসনা
232,Geist::N,רוח,আত্না
233,Gedanke::N,מחשבה,চিন্তা
234,Gedächtnis::N,זכרון,স্মরণশক্তি
235,Verstand::N,שכל,মন
236,Sinn::N,מובן,পদার্থ
237,Sinn::N,משמעות,পদার্থ
238,Grund::N,סבה,কারণ
239,Wahrheit::N,אמת,সত্য
240,Gespräch::N,דיון,কথাবার্তা
241,Märchen::N,אגדה,রূপকথা
242,Erzählung::N,ספור,গল্প
243,Nachricht::N,ידיעה,তথ্য
244,Neuigkeit::N,חדשה,খবরাখবর
245,Name::N,שם,নাম
246,Rätsel::N,תעלומה,ধাঁধা
247,Rede::N,נאום,বক্তৃতা
248,Sprache::N,לשון,ভাষা
249,Stimme::N,קול,স্বর
250,Wort::N,מלה,শব্দ
251,Zeichen::N,סימן,প্রতীক
252,Ruf::N,קריאה,ডাক
253,Lärm::N,רעש,হৈচৈ
254,Laut::N,הגה,ধ্বনি
255,Ton::N,צליל,স্বর
256,Lied::N,שיר,গান
257,Ruhe::N,שלוה,শান্তি
258,Leute::N,אנשים,প্রজাপুঞ্জ
259,Volk::N,עם,জাতি
260,Arbeit::N,עבודה,চাকরি
261,Gast::N,אורח,অতিথি
262,Geschenk::N,מתנה,উপহার
263,Spiel::N,משחק,খেলা
264,Gesellschaft::N,חברה,সঙ্গিগণ
265,Hilfe::N,עזרה,সাহায্য
266,Freund::N,חבר,বন্ধু
267,Freund::N,ידיד,বন্ধু
268,Kamerad::N,רע,সঙ্গী
269,Angelegenheit::N,ענין,বিষয়
270,Anzahl::N,מספר,পরিমাণ
271,Art::N,סוג,রকম
272,Stück::N,חתיכה,টুকরো
273,Teil::N,פרק,অংশ
274,Hälfte::N,חצי,অর্ধেক
275,Kreis::N,מעגל,বৃত্ত
276,Kreuz::N,צלב,ক্রুশ
277,Linie::N,קו,রেখা
278,Strich::N,קו קצר,কষি
279,Abstand::N,מרחק,ফাঁক
280,Entfernung::N,מרחק,ব্যবধান
281,Gegend::N,נוף,ক্ষেত্র
282,Platz::N,שטח,জায়গা
283,Ort::N,אתר,স্থান
284,Ort::N,מקום,স্থান
285,Seite::N,צד,পার্শ্ব
286,Mitte::N,אמצע,মধ্য
287,Gegenstand::N,אוביקט,জিনিস
288,Sache::N,דבר,বস্তু
289,Rand::N,פרור,কানা
290,Kante::N,קצה,ধার
291,Ecke::N,פנה,কোণ
292,Spitze::N,קצה,ডগা
293,Ende::N,סוף,প্রান্ত
294,Loch::N,חר,গর্ত
295,Winkel::N,פנה,কোণ
296,Muster::N,תבנית,নমুন্
297,Größe::N,גדל,আয়তন
298,Länge::N,ארך,দৈর্ঘ্য
299,Höhe::N,קומה,উচ্চতা
300,Höhe::N,גבה,উচ্চতা
301,Gewicht::N,משקל,ওজন
302,Menge::N,כמות,পরিমাণ
303,Haufen::N,ערמה,পুঞ্জ
304,Reihe::N,רצף,শ্রেণী
305,Boot::N,סירה,নৌকা
306,Ruder::N,משוט,দাঁড়
307,Schlitten::N,מזחלת,স্নেজ্-গাড়ি
308,Ski::N,מגלשים,শী
309,Lagerfeuer::N,מדורה,অগ্নি
310,Last::N,משא,বোঝা
311,Gang::N,הליכה,হণ্টন
312,Schritt::N,צעד,পদ
313,Norden::N,צפון,উত্তরদিক্
314,Süden::N,דרום,দক্ষিণদিক
315,Westen::N,מערב,পশ্চিমদিক্
316,Osten::N,מזרח,পূর্বদিক
317,Holz::N,עץ,কাঠ
318,Brett::N,קרש,তক্তা
319,Platte::N,לוח,ফলক
320,Stütze::N,משען,নাগদণ্ড
321,Stange::N,מוט,দণ্ড
322,Stock::N,מקל,ছড়ি
323,Stab::N,מוט,যষ্টি
324,Rohr::N,צנור,নল
325,Haus::N,בית,ঘর
326,Heim::N,בית,বাসা
327,Ofen::N,תנור,স্টোভ্
328,Fußboden::N,רצפה,গহতল
329,Tisch::N,שלחן,মেজ
330,Tisch::N,שלחן,টেবিল
331,Stuhl::N,כסא,চেয়ার
332,Stuhl::N,כסא,কেদারা
333,Wiege::N,ערש,দোলনা
334,Bett::N,מטה,শয্যা
335,Regal::N,מדף,তাক
336,Kiste::N,תבה,বাক্স
337,Kiste::N,ארגז,বাক্স
338,Fenster::N,חלון,জানালা
339,Tür::N,דלת,দ্বার
340,Tor::N,שער,দ্বার
341,Zaun::N,גדר,বেড়া
342,Dach::N,גג,ছাদ
343,Leiter::N,סלם,মই
344,Besen::N,מטאטא,গুল্মবিশেষ
345,Spaten::N,את,কোদাল
346,Schaufel::N,את,বেলচা
347,Gabel::N,מזלג,কাঁটা
348,Löffel::N,כף,চামচ
349,Messer::N,סכין,ছুরি
350,Nagel::N,מסמר,পেরেক
351,Netz::N,רשת,জাল
352,Haken::N,וו,কাচি
353,Haken::N,קרס,কাচি
354,Griff::N,ידית,হাতল
355,Schloss::N,מנעול,তালা
356,Bild::N,תמונה,ছবি
357,Bild::N,תמונה,চিত্র
358,Figur::N,פסל,আকার
359,Puppe::N,בבה,পুতুল
360,Beutel::N,שק,বটুয়া
361,Bündel::N,צרור,আঁটি
362,Tasche::N,שקית,থলি
363,Eimer::N,דלי,বাল্তি
364,Deckel::N,מכסה,আবরণ
365,Geschirr::N,כלים,থালা-বাসন
366,Sack::N,שק,বস্তা
367,Tasse::N,ספל,কাপ
368,Topf::N,סיר,পাত্র
369,Kessel::N,קנקן,কেটলি
370,Essen::N,אכל,আহার
371,Essen::N,ארוחה,আহার
372,Nahrung::N,הזנה,খাদ্য
373,Nahrung::N,תזונה,খাদ্য
374,Speise::N,מאכל,খাদ্য
375,Speise::N,ארוחה,খাদ্য
376,Fleisch::N,בשר,মাংস
377,Getreide::N,דגן,শস্য
378,Brei::N,מחית,মণ্ড
379,Brot::N,לחם,রুটি
380,Scheibe::N,עגול,ফালি
381,Scheibe::N,פרוסה,ফালি
382,Fett::N,שמן,মেদ
383,Butter::N,חמאה,মাখন
384,Öl::N,שמן,তৈল
385,Salz::N,מלח,নুন
386,Suppe::N,מרק,শুরুয়া
387,Honig::N,דבש,মধু
388,Milch::N,חלב,দুধ
389,Tee::N,תה,চা
390,Leder::N,עור,পাকা চামড়া
391,Wolle::N,צמר,পশম
392,Stoff::N,בד,বস্ত্র
393,Stoff::N,אריג,বস্ত্র
394,Nadel::N,מחט,সুচ
395,Faden::N,חוט,সূত্র
396,Knopf::N,כפתור,বোতাম
397,Knoten::N,קשר,গিঁট
398,Farbe::N,צבע,রং
399,Kleidung::N,בגדים,কাপড়
400,Hemd::N,חלצה,শার্ট
401,Kragen::N,צוארון,গলবন্ধ
402,Ärmel::N,שרוול,আস্তিন্
403,Hose::N,מכנסים,ট্রাউজার
404,Gürtel::N,חגורה,কটিবন্ধ
405,Mütze::N,כובע,টুপি
406,Schuh::N,נעל,জুতো
407,Stiefel::N,מגף,বুট
408,Ring::N,טבעת,আংটি
409,Band::N,סרט,ফিতা
410,Kamm::N,מסרק,চিরুনি
411,Spiegel::N,מראה,আয়না
412,Riemen::N,רצועה,চাবুক
413,Schnur::N,חבל,দড়ি
414,Leine::N,מושכות,শিকল
415,Decke::N,שמיכה,কম্বল
416,Kissen::N,כרית,উপাধান
417,Tuch::N,צעיף,বস্ত্র
418,Handtuch::N,מגבת,তোয়ালে
419,Kraft::N,כוח,জোর
420,Stärke::N,און,শক্তি
421,Gesundheit::N,בריאות,স্বাস্থ্য
422,Krankheit::N,מחלה,অসুখ
423,Krankheit::N,מחלה,ব্যামো
424,Schmerz::N,כאב,যন্ত্রণা
425,Wunde::N,פציעה,ক্ষত
426,Fieber::N,חם,জ্বর
427,Arznei::N,תרופה,ঔষধ
428,Brücke::N,גשר,সেতু
429,Brunnen::N,באר,কূপ
430,Weide::N,אחו,পশুচারণভূমি
431,Weide::N,מרעה,পশুচারণভূমি
432,Pfad::N,שביל,পথ
433,Pfad::N,מדרכה,পথ
434,Weg::N,דרך,পথ
435,Straße::N,כביש,রাস্তা
436,Dorf::N,כפר,গ্রাম
437,Stadt::N,עיר,শহর
438,Brief::N,מכתב,চিঠি
439,Buch::N,ספר,বই
440,Buchstabe::N,אות,অক্ষর
441,Zeitung::N,עתון,সংবাদপত্র
442,Leben::N,חיים,জীবন
443,Tod::N,מות,মৃত্যু
444,Grab::N,קבר,কবর
445,Kirche::N,כנסיה,গির্জা
446,Sünde::N,חטא,পাপ
447,Gott::N,אל,দেবতা
448,Arbeiter::N,פועל,শ্রমিক
449,Chef::N,ראש,নেতা
450,Chef::N,מנהל,নেতা
451,Meister::N,ממחה,ব্যক্তি
452,Arzt::N,רופא,চিকিৎসক
453,Lehrer::N,מורה,অধ্যাপক
454,Geld::N,כסף,মুদ্রা
455,Geld::N,כסף,টাকাপয়সা
456,Geschäft::N,עסקה,ব্যস্ততা
457,Laden::N,חנות,দোকান
458,Preis::N,מחיר,মূল্য
459,Ware::N,סחורה,পণ্যদ্রব্য
460,Nutzen::N,תועלת,সুবিধা
461,Reichtum::N,עשר,ধনদৌলত
462,Welt::N,עולם,জগৎ
463,Land::N,ארץ,খেত
464,Staat::N,מדינה,রাষ্ট্র
465,König::N,מלך,রাজা
466,Macht::N,כוח,প্রভাব
467,Grenze::N,גבול,সীমা
468,Krieg::N,מלחמה,যুদ্ধ
469,Feind::N,אויב,শত্রু
470,Gewalt::N,אלימות,জোর
471,Kampf::N,קרב,লড়াই
472,Kampf::N,לחימה,লড়াই
473,Bogen[Waffe]::N,קשת,ধনুক
474,Pfeil::N,חץ,বাণ
475,Gewehr::N,רובה,বন্দুক
476,Fehler::N,טעות,ভুল
477,Lüge::N,שקר,মিথ্যা
478,Schaden::N,נזק,ক্ষতি
479,Unglück::N,מזל רע,দুর্ভাগ্য
480,Schuld::N,אשמה,অপরাধ
481,Alter::N,גיל,আয়ু
482,Schluss::N,סיום,শেষ
483,Zeit::N,זמן,সময়
484,Tag::N,יום,দিন
485,Morgen::N,בקר,সকাল
486,Mittag::N,צהרים,মধ্যাহু
487,Abend::N,ערב,সন্ধ্যা
488,Nacht::N,לילה,রাত্রি
489,Woche::N,שבוע,সপ্তাহ
490,Monat::N,חדש,মাস
491,Jahr::N,שנה,সৌরবর্ষ
492,Frühling::N,אביב,বসন্তকাল
493,Sommer::N,קיץ,গ্রীষ্মকাল
494,Herbst::N,סתו,শরংঋতু
495,Winter::N,חרף,শীতকাল
496,Januar::N,ינואר,জানুয়ারী
497,Februar::N,פברואר,ফেব্রুয়ারী
498,März::N,מרץ,মার্চ
499,April::N,אפריל,এপ্রিল
500,Mai::N,מאי,মে
501,Juni::N,יוני,জুন
502,Juli::N,יולי,জুলাই
503,August::N,אוגוסט,অগাস্ট
504,September::N,ספטמבר,সেপ্টেম্বর
505,Oktober::N,אוקטובר,অক্টোবর
506,November::N,נובמבר,নভেম্বর
507,Dezember::N,דצמבר,ডিসেম্বর
508,Montag::N,יום שני,সোমবার
509,Dienstag::N,יום שלישי,মঙ্গলবার
510,Mittwoch::N,יום רביעי,বুধবার
511,Donnerstag::N,יום חמישי,বৃহম্পতিবার
512,Freitag::N,יום ששי,শুক্রবার
513,Samstag::N,יום שבת,শনিবার
514,Sonntag::N,יום ראשון,রবিবার
515,groß::A,גדול,বৃহৎ
516,klein::A,קטן,ছোট
517,lang::A,ארך,দীর্ঘ
518,kurz::A,קצר,খর্ব
519,kurz::A,קצר,হ্রস্ব
520,breit::A,רחב,চওড়া
521,schmal::A,צר,সরু
522,dicht::A,צפוף,ঘন
523,dick[Gegenstand]::A,עבה,পুরু
524,dünn::A,דק,কৃশ
525,fein::A,מעדן,সূক্ষ্ম
526,fest::A,מוצק,দৃঢ়
527,flach::A,שטוח,সমতল
528,glatt::A,חלק,মসৃণ
529,hart::A,קשיח,শক্ত
530,weich::A,רך,নরম
531,rund::A,עגל,গোলাকার
532,spitz::A,חד,তীক্ষ্ন
533,scharf::A,חד,শাণিত
534,stumpf::A,קהה,ভোঁতা
535,schwer::A,כבד,ভারী
536,schön::A,יפה,সুন্দর
537,heiß::A,חם,গরম
538,warm::A,חם,ঈষদুষ্ণ
539,kalt::A,קר,ঠাণ্ডা
540,kühl::A,צונן,শীতল
541,frisch::A,טרי,তাজা
542,feucht::A,לח,ভিজা
543,nass::A,רטוב,ভিজা
544,trocken::A,יבש,শুষ্ক
545,voll::A,מלא,পূর্ণ
546,leer::A,ריק,খালি
547,offen::A,פתוח,খোলা
548,geschlossen::A,סגור,বন্ধ
549,sauber::A,נקי,নির্মল
550,schmutzig::A,מלכלך,নোংরা
551,roh::A,חי,কাঁচা
552,reif::A,בשל,পাকা
553,lecker::A,טעים,সুস্বাদ
554,süß::A,מתוק,মিষ্ট
555,bitter::A,מר,তিক্ত
556,sauer::A,חמוץ,টক
557,hell::A,בהיר,উজ্জ্বল
558,dunkel::A,עמום,অন্ধকারময়
559,schwarz::A,שחר,কালো
560,weiß::A,לבן,সাদা
561,rot::A,אדם,লাল
562,gelb::A,צהב,হলদে
563,blau::A,כחל,নীল
564,grün::A,ירק,সবুজ
565,grau::A,אפר,ছাই-রঙা
566,bunt::A,צבעוני,রঙিন
567,billig::A,זול,সস্তা
568,teuer::A,יקר,আক্রা
569,wertvoll::A,יקר ערך,মহার্ঘ
570,blind::A,עור,কানা
571,taub::A,חרש,বধির
572,kräftig::A,חסן,বিশাল
573,stark::A,חזק,শক্তিশালী
574,schwach::A,חלש,দুর্বল
575,fett::A,שמן,মোটা
576,schlank::A,רזה,কৃশ
577,hübsch::A,יפה תאר,সুন্দর
578,böse::A,רשע,খারাপ
579,dumm::A,טפש,মূর্খ
580,faul::A,עצלן,শ্রমবিমুখ
581,fleißig::A,חרוץ,পরিশ্রমী
582,geizig::A,קמצן,ব্যয়কুণ্ঠ
583,klug::A,נבון,দক্ষ
584,klug::A,פקח,দক্ষ
585,geschickt::A,מימן,পটু
586,lieb::A,יקר,প্রেয়
587,lieb::A,אהוב,প্রেয়
588,lustig::A,עליז,প্রফুল্ল
589,sanft::A,עדין,নম্র
590,hungrig::A,רעב,ক্ষুধার্ত
591,krank::A,חולה,অসুস্থ
592,nackt::A,ערום,উলঙ্গ
593,traurig::A,עצוב,দুঃখিত
594,lebendig::A,חי,জীবিত
595,gut::A,טוב,ভালো
596,schlecht::A,גרוע,মন্দ
597,richtig::A,נכון,ঠিক
598,schlimm::A,רע,কদর্য
599,wahr::A,אמתי,বাস্তব
600,alt::A,ישן,পুরাতন
601,neu::A,חדש,নব
602,neu::A,חדש,নূতন
603,ehemalig::A,לשעבר,পূর্বকালীন
604,alt[Lebewesen]::A,זקן,বৃদ্ধ
605,jung::A,צעיר,তরুণ
606,arm::A,עני,ক্ষুদ্র
607,reich::A,עשיר,ধনবান্
608,bekannt::A,ידוע,সুপরিচিত
609,berühmt::A,מפרסם,বিখ্যাত
610,fremd::A,זר,বিদেশি
611,verschieden::A,שונה,বিসদৃশ
612,nah::A,קרוב,নিকটবতী
613,fern::A,רחוק,দুরবতী
614,linker::A,שמאלי,বাম
615,rechter::A,ימין,ডান
616,rechter::A,ימין,ডাইন
617,anderer::A,אחר,অন্যতর
618,erster::A,ראשון,প্রথম
619,zweiter::A,שני,দ্বিতীয়
620,dritter::A,שלישי,তৃতীয়
621,letzter::A,אחרון,সর্বশেষ
622,allein::ADV,לבד,একক
623,auf einmal::ADV,בו-זמנית,জলদি
624,zusammen::ADV,ביחד,একসঙ্গে
625,lange::ADV,הרבה זמן,লম্বা
626,plötzlich::ADV,לפתע,হঠাৎ
627,plötzlich::ADV,פתאום,হঠাৎ
628,sofort::ADV,מיד,মুহ্ণর্তমধ্যে
629,später::ADV,לאחר זמן,পশ্চাতে
630,später::ADV,יותר מאחר,পশ্চাতে
631,jetzt::ADV,עכשיו,এখন
632,heute::ADV,היום,আজ
633,morgen::ADV,מחר,আগামিকাল
634,bald::ADV,בקרוב,অস্পকালমধ্যে
635,dann::ADV,אחר-כך,তখন
636,gestern::ADV,אתמול,গতকাল
637,einst::ADV,לפנים,একবার মাত্র
638,damals::ADV,אז,তখন
639,danach::ADV,אחר-כך,পরে
640,vorher::ADV,לפני זה,আগে
641,zuerst::ADV,קדם,আগে
642,einmal::ADV,פעם,একবার
643,manchmal::ADV,לפעמים,কখনও কখনও
644,oft::ADV,לעתים קרובות,ঘনঘন
645,immer::ADV,תמיד,সর্বদা
646,niemals::ADV,אף פעם,কখলও নহে
647,hier::ADV,כאן,এখানে
648,hierhin::ADV,פה,এখানে
649,von hier::ADV,מפה,ত্রই স্তান হইতে
650,dort::ADV,שם,ওখানে
651,dorthin::ADV,שם,ওখানে
652,geradeaus::ADV,ישר,অগ্রগামী
653,vorwärts::ADV,קדימה,সন্মুখিকে
654,rückwärts::ADV,לאחור,খিরিয়া
655,zurück::ADV,בחזרה,পিঠ
656,zurück::ADV,אחורנית,পিঠ
657,unten::ADV,למטה,নীচে
658,hinab::ADV,למטה,নিম্নগামী
659,oben::ADV,מעל,উপরে
660,oben::ADV,למעלה,উপরে
661,hinauf::ADV,למעלה,উচ্চতর অংশে
662,überall::ADV,בכל מקום,সর্বত্র
663,nicht::ADV,לא,না
664,ein wenig::ADV,קצת,অল্প
665,kaum::ADV,בקשי,কষ্টসহকাবে
666,sehr::ADV,מאוד,খুব
667,so::ADV,כך,তত
668,so::ADV,ככה,তত
669,noch::ADV,עוד,এখন পর্যস্ত
670,noch::ADV,עדין,এখন পর্যস্ত
671,nur::ADV,רק,শুধু
672,schon::ADV,כבר,ইতঃপুর্বে
673,wieder::ADV,שוב,আবার
674,vergebens::ADV,לריק,বিফলে
675,vergebens::ADV,לשוא,বিফলে
676,vor::PRP,מול,সম্মুখে
677,hinter::PRP,מאחורי,পশ্চাতে
678,unter::PRP,מתחת,নীচে
679,durch::PRP,דרך,দ্বারা
680,neben::PRP,ליד,কাছে
681,neben::PRP,על-יד,কাছে
682,zwischen::PRP,בין,মধ্যে
683,wegen::PRP,בשל,জন্য
684,wegen::PRP,בגלל,জন্য
685,dies::PRN,זה,এটা
686,das::PRN,זה,ওটা
687,alles::PRN,הכל,সব
688,ich::PRN,אני,আমি
689,du::PRN,את,তুমি
690,du::PRN,אתה,তুমি
691,er::PRN,הוא,উনি
692,wir::PRN,אנחנו,আমরা
693,ihr::PRN,לה,তোমরা
694,sie::PRN,הם,তারা
695,was::FPRN,מה,কি
696,wer::FPRN,מי,কে
697,wo::FADV,איפה,কোথায়
698,wohin::FADV,לאן,কোথায়
699,wie::FADV,איך,কেমন
700,warum::FADV,למה,কেন
701,wieviel::FNUM,כמה,কত
702,eins::NUM,אחד,অক
703,zwei::NUM,שתים,দুই
704,drei::NUM,שלושה,তিন
705,vier::NUM,ארבעה,চার
706,fünf::NUM,חמשה,পাঁচ
707,sechs::NUM,ששה,ছয়
