,Concept_ID,os,be
102,Tropfen::N,æртах,кропля
103,Schaum::N,фынк,пена
104,Schmutz::N,цъыф,гразь
105,See::N,цад,возера
106,Sumpf::N,цъыфдзаст,багна
107,Moor::N,цъыфдзаст,балота
108,Wiese::N,уыгӕрдӕн,луг
109,Wald::N,хъӕд,лес
110,Hügel::N,обау,узгорак
111,Hügel::N,къуыбыр,узгорак
112,Anhöhe::N,уæлвæз,узвышша
113,Anhöhe::N,уæлхох,узвышша
114,Berg::N,хох,гара
115,Gipfel::N,цъупп,вяршыня
116,Höhle::N,лӕгӕт,пячора
117,Abhang::N,къул,схіл
118,Quelle::N,суадон,крыніца
119,Bach::N,мӕсчъыдон,ручай
120,Fluss::N,дон,рака
121,Fluss::N,цӕугӕдон,рака
122,Ufer::N,был,бераг
123,Küste::N,донбыл,узбярэжжа
124,Festland::N,сурзæхх,суша
125,Meer::N,денджыз,мора
126,Bucht::N,донбакæлæн,бухта
127,Insel::N,сакъадах,востраў
128,Blume::N,дидинӕг,кветка
129,Gras::N,кӕрдӕг,трава
130,Wurzel::N,уидаг,корань
131,Baum::N,бӕлас,дрэва
132,Stamm::N,хӕтӕл,ствол
133,Rinde::N,цъар,кара
134,Ast::N,арх,сук
135,Zweig::N,къалиу,галіна
136,Blatt::N,сыф,ліст
137,Birke::N,бæрз,бяроза
138,Kiefer[Baum]::N,нӕзы,хвоя
139,Kiefer[Baum]::N,нӕзы,сасна
140,Weide[Baum]::N,хӕрис,вярба
141,Tanne::N,наз,яліна
142,Horn::N,сыкъа,рог
143,Feder::N,сис,пяро
144,Fell::N,царм,шкура
145,Flügel::N,базыр,крыло
146,Klaue::N,ных,кіпцюр
147,Kralle::N,дзӕмбы,лапа
148,Schwanz::N,къӕдзил,хвост
149,Ei::N,айк,яйка
150,Nest::N,ахстон,гняздо
151,Bau::N,хуынкъ,нара
152,Tier::N,сырд,жывёла
153,Tier::N,цӕрӕгой,жывёла
154,Herde::N,дзуг,статак
155,Herde::N,рӕгъау,статак
156,Kuh::N,хъуг,карова
157,Bulle::N,гал,бык
158,Pferd::N,бӕх,конь
159,Schaf::N,фыс,авечка
160,Schwein::N,хуы,свіння
161,Hund::N,куыдз,сабака
162,Katze::N,гӕды,кошка
163,Bär::N,арс,мядзведзь
164,Eichhörnchen::N,æхсæрæг,вавёрка
165,Elch::N,цæгатаг саг,лось
166,Fuchs::N,рувас,ліса
167,Hase::N,тæрхъус,заяц
168,Maus::N,мыст,мыш
169,Wolf::N,бирӕгъ,воўк
170,Vogel::N,цъиу,птах
171,Vogel::N,цъиу,птушка
172,Vogel::N,маргъ,птах
173,Vogel::N,маргъ,птушка
174,Schwarm::N,бал,чарада
175,Huhn::N,карк,курыца
176,Hahn::N,уасӕг,певень
177,Gans::N,хъаз,гусь
178,Adler::N,цӕргӕс,арол
179,Ente::N,ацц,качка
180,Eule::N, уыг,сава
181,Eule::N,сидахъ,сава
182,Kranich::N,зырнæг,жораў
183,Kranich::N,зырнæг,журавель
184,Kranich::N,хърихъупп,жораў
185,Kranich::N,хърихъупп,журавель
186,Krähe::N,халон,варона
187,Kuckuck::N,гаккук,зязюля
188,Schwan::N,доныхъаз,лебедзь
189,Fisch::N,кӕсаг,рыба
190,Barsch::N,окунь,акунь
191,Hecht::N,хихор кӕсаг,шчупак
192,Schlange[Tier]::N,калм,змяя
193,Wurm::N,зулкъ,чарвяк
194,Wurm::N,къуыдыргалм,чарвяк
195,Spinne::N,хӕлуарӕг,павук
196,Ameise::N,мæлдзыг,мурашка
197,Laus::N,сыст,вош
198,Mücke::N,къогъо,камар
199,Fliege::N,бындз,муха
200,Schmetterling::N,гæлæбу,матыль
201,Beere::N,гагадыргъ,ягада
202,Apfel::N,фӕткъуы,яблык
203,Pilz::N,зокъо,грыб
204,Pilz::N,къозо,грыб
205,Zwiebel::N,хъӕдындз,цыбуля
206,Saat::N,тауинаг,семя
207,Saat::N,мыггаг,семя
208,Korn::N,мыггаг,зерне
209,Korn::N,тауинаг,зерне
210,Heu::N,хос,сена
211,Schale::N,цъар,шалупінне
212,Grube::N,урм,яма
213,Grube::N,къахт,яма
214,Grube::N,дзыхъхъ,яма
215,Falle::N,цъысым,пастка
216,Falle::N,къӕппӕг,пастка
217,Schlinge::N,цасм,сіло
218,Spur::N,фæд,след
219,Asche::N,фӕнык,попел
220,Asche::N,ӕртхутӕг,попел
221,Dreck::N,цъыф,бруд
222,Eisen::N,ӕфсӕйнаг,жалеза
223,Gold::N,сыгъзӕрин,золата
224,Silber::N,ӕвзист,сребра
225,Kohle::N,ӕвзалы,вугаль
226,Glas::N,авг,шкло
227,Lehm::N,ӕлыг,гліна
228,Sand::N,змис,пясок
229,Mensch::N,лӕг,чалавек
230,Mensch::N,адӕймаг,чалавек
231,Mensch::N,удгоймаг,чалавек
232,Mann::N,лӕг,мужчына
233,Mann::N,нӕлгоймаг,мужчына
234,Frau::N,сылгоймаг,жанчына
235,Kind::N,сывӕллон,дзіця
236,Junge::N,лӕппу,хлопчык
237,Mädchen::N,чызг,дзяўчынка
238,Familie::N,бинонтæ,сямʼя
239,Großvater::N,фыдыфыд,дзядуля
240,Großvater::N,мадыфыд,дзядуля
241,Großmutter::N,фыды мад,бабуля
242,Großmutter::N,мады мад,бабуля
243,Eltern::N,ныййарджытæ,бацькі
244,Vater::N,фыд,бацька
245,Mutter::N,мад,маці
246,Sohn::N,фырт,сын
247,Tochter::N,чызг,дачка
248,Bruder::N,ӕфсымӕр,брат
249,Schwester::N,хо,сястра
250,Onkel::N,фыдыфсымӕр,дзядзька
251,Tante::N,мадыхо,цётка
252,Ehemann::N,мой,муж
253,Ehefrau::N,ус,жонка
254,Freude::N,цин,радасць
255,Freude::N,циндзинад,радасць
256,Gelächter::N,худын,смех
257,Gelächter::N,худт,смех
258,Gelächter::N,худæг,смех
259,Glück::N,амонд,шчасце
260,Kummer::N,хъыг,гора
261,Wunsch::N,бӕллиц,жаданне
262,Lust::N,монц,цяга
263,Geist::N,уд,дух
264,Gedanke::N,хъуыды,думка
265,Gedächtnis::N,мысæн,памяць
266,Gedächtnis::N,мысын,памяць
267,Gedächtnis::N,зæрдылдарын,памяць
268,Verstand::N,зонд,розум
269,Sinn::N,нысаниуæг,сэнс
270,Grund::N,ӕфсон,зачэпка
271,Wahrheit::N,æцæг,праўда
272,Gespräch::N,ныхас,размова
273,Märchen::N,аргъау,казка
274,Erzählung::N,радзырд,расказ
275,Erzählung::N,радзырд,апавяданне
276,Nachricht::N,уац,вестка
277,Nachricht::N,уац,паведамленне
278,Neuigkeit::N,хабар,навіна
279,Name::N,ном,імя
280,Rätsel::N,уыци-уыци,загадка
281,Rätsel::N,базон-базон,загадка
282,Rede::N,раныхас,прамова
283,Sprache::N,ӕвзаг,мова
284,Stimme::N,хъӕлӕс,голас
285,Wort::N,дзырд,слова
286,Zeichen::N,нысан,знак
287,Ruf::N,сидт,кліч
288,Lärm::N,уынæр,шум
289,Laut::N,зӕл,гук
290,Laut::N,мыр,гук
291,Ton::N,мыр,гучанне
292,Lied::N,зарӕг,песня
293,Ruhe::N,æнцой,спакой
294,Leute::N,адӕм,людзі
295,Volk::N,адӕм,народ
296,Arbeit::N,фӕллой,праца
297,Arbeit::N,фӕллой,работа
298,Gast::N,уазӕг,госць
299,Geschenk::N,хуын,падарунак
300,Spiel::N,хъазт,гульня
301,Gesellschaft::N,дзыллæ,таварыства
302,Gesellschaft::N,æхсæнад,таварыства
303,Hilfe::N,æххуыс,дапамога
304,Hilfe::N,ахъаз,дапамога
305,Freund::N,лымӕн,друг
306,Freund::N,лымӕн,сябар
307,Kamerad::N,ӕмбал,прыяцель
308,Angelegenheit::N,хъуыддаг,справа
309,Anzahl::N,бӕрц,колькасць
310,Art::N,хуыз,від
311,Art::N,хуызад,від
312,Stück::N,кæрдих,кусок
313,Stück::N,кæрдих,кавалак
314,Stück::N,комдзаг,кусок
315,Stück::N,комдзаг,кавалак
316,Teil::N,хай,частка
317,Hälfte::N,æрдæг,палова
318,Hälfte::N,æрдæг,палавіна
319,Hälfte::N,æмбис,палова
320,Hälfte::N,æмбис,палавіна
321,Kreis::N,зиллакк,круг
322,Kreuz::N,дзуар,крыж
323,Linie::N,хахх,лінія
324,Strich::N,хахх,рыса
325,Abstand::N,æхсæнуат,прамежак
326,Entfernung::N,дæрддзæг,адлегласць
327,Entfernung::N,дардцæг,адлегласць
328,Gegend::N,ран,мясцовасць
329,Platz::N,бууат,месца
330,Ort::N,ран,месца
331,Ort::N,бынат,месца
332,Seite::N,фахс,бок
333,Mitte::N,астӕу,сярэдзіна
334,Gegenstand::N,дзаума,прадмет
335,Sache::N,дзаума,рэч
336,Rand::N,кӕрон,край
337,Kante::N,фӕрск,руб
338,Kante::N,фӕрск,кант
339,Ecke::N,тигъ,вугал
340,Ecke::N,фисын,вугал
341,Spitze::N,бырынкъ,кончык
342,Ende::N,кӕрон,канец
343,Loch::N,хуынкъ,дзірка
344,Winkel::N,къуым,вугал
345,Muster::N,нывæфтыд,узор
346,Muster::N,кæдзист,узор
347,Größe::N,ас,памер
348,Länge::N,дӕргъ,даўжыня
349,Höhe::N,бæрзонд,вышыня
350,Höhe::N,бæрзæнд,вышыня
351,Höhe::N,бæрзонддзинад,вышыня
352,Gewicht::N,уӕз,вага
353,Menge::N,бӕрц,колькасць
354,Haufen::N,кӕри,куча
355,Reihe::N,рӕнхъ,рад
356,Boot::N,чема,лодка
357,Ruder::N,къохар,вясло
358,Schlitten::N,дзоныгъ,сані
359,Ski::N,къахдзоныгътæ,лыжа
360,Ski::N,лыжæтæ,лыжа
361,Lagerfeuer::N,арт,вогнішча
362,Last::N,уаргъ,цяжар
363,Gang::N,цыд,ход
364,Schritt::N,санчъех,шаг
365,Schritt::N,санчъех,крок
366,Schritt::N,къахдзӕф,шаг
367,Schritt::N,къахдзӕф,крок
368,Norden::N,цæгат,поўнач
369,Süden::N,хуссар,поўдзень
370,Westen::N,ныгуылæн,захад
371,Osten::N,скæсæн,усход
372,Holz::N,хъӕдӕрмӕг,дрэва
373,Holz::N,хъӕдӕрмӕг,драўніна
374,Brett::N,фæйнæг,дошка
375,Platte::N,къӕй,пліта
376,Stütze::N,быцæу,падпорка
377,Stange::N,хъил,жэрдка
378,Stock::N,лӕдзӕг,палка
379,Stab::N,хъил,шост
380,Rohr::N,хӕтӕл,труба
381,Haus::N,хӕдзар,дом
382,Heim::N,къона,дом
383,Heim::N,къона,хата
384,Ofen::N,пец,печ
385,Fußboden::N,астӕрд,падлога
386,Tisch::N,стъол,стол
387,Stuhl::N,бандон,стул
388,Stuhl::N,бандон,крэсла
389,Wiege::N,авдæн,калыска
390,Bett::N,сынтӕг,ложак
391,Bett::N,сынтӕг,пасцель
392,Regal::N,тӕрхӕг,паліца
393,Regal::N,уӕлвӕйнӕг,паліца
394,Kiste::N,асыкк,скрынка
395,Fenster::N,рудзынг,акно
396,Fenster::N,фæрссаг,акно
397,Tür::N,дуар,дзверы
398,Tor::N,кулдуар,вароты
399,Zaun::N,æмбонд,агароджа
400,Zaun::N,быру,агароджа
401,Zaun::N,гæрæн,агароджа
402,Dach::N,уӕлхӕдзар,дах
403,Leiter::N,асин,лесвіца
404,Besen::N,уисой,мятла
405,Spaten::N,бел,лапата
406,Spaten::N,бел,жалязняк
407,Schaufel::N,æвгæнæн,шуфлік
408,Schaufel::N,æвгæнæн,лапатка
409,Schaufel::N,кæфой,шуфлік
410,Schaufel::N,кæфой,лапатка
411,Gabel::N,вилкæ,відэлец
412,Löffel::N,уидыг,лыжка
413,Messer::N,кард,нож
414,Nagel::N,зӕгӕл,цвік
415,Netz::N,хыз,сетка
416,Haken::N,хæдз,крук
417,Haken::N,хæбырæгъ,крук
418,Griff::N,фистон,ручка
419,Schloss::N,гуыдыр,замок
420,Bild::N,ныв,карціна
421,Figur::N,кæрдгæныв,фігура
422,Puppe::N,чындз,лялька
423,Beutel::N,дзӕкъул,мяшок
424,Bündel::N,баст,вязка
425,Tasche::N,хызын,торба
426,Tasche::N,дзæкъул,торба
427,Eimer::N,къæрта,вядро
428,Eimer::N,чъыбыла,вядро
429,Eimer::N,ведра,вядро
430,Deckel::N,сæр,накрыўка
431,Deckel::N,æмбæрзæн,накрыўка
432,Geschirr::N,мигæнæн,пасуда
433,Geschirr::N,мигæнæнтæ,пасуда
434,Sack::N,голлаг,мех
435,Tasse::N,пиала,кубак
436,Tasse::N,къус,кубак
437,Topf::N,аг,каструля
438,Topf::N,чысыл аг,каструля
439,Kessel::N,аг,кацёл
440,Essen::N,хӕрд,ежа
441,Nahrung::N,хойраг,харч
442,Speise::N,хӕринаг,страва
443,Fleisch::N,дзидза,мяса
444,Fleisch::N,фыдызгъӕл,мяса
445,Getreide::N,халсар,збожжа
446,Brei::N,кас,каша
447,Brot::N,дзул,хлеб
448,Scheibe::N,къӕбӕр,луста
449,Scheibe::N,къӕбӕр,скібка
450,Fett::N,сой,тлушч
451,Butter::N,нӕлхӕ,масла
452,Öl::N,зети,алей
453,Salz::N,цӕхх,соль
454,Suppe::N,бас,суп
455,Honig::N,мыд,мёд
456,Milch::N,ӕхсыр,малако
457,Tee::N,цай,чай
458,Tee::N,цай,гарбата
459,Leder::N,мæскуы,скура
460,Wolle::N,фӕсмын,воўна
461,Stoff::N,хъуымац,тканіна
462,Nadel::N,судзин,іголка
463,Faden::N,ӕндах,нітка
464,Knopf::N,цӕппӕр,гузік
465,Knoten::N,ӕлхынцъ,вузел
466,Farbe::N,ахорæн,фарба
467,Kleidung::N,дарӕс,адзенне
468,Hemd::N,хӕдон,кашуля
469,Kragen::N,æфцæггот,каўнер
470,Ärmel::N,дыс,рукаў
471,Hose::N,хæлаф,штаны
472,Hose::N,æддаг хæлаф,штаны
473,Hose::N,салбар,штаны
474,Gürtel::N,рон,пояс
475,Mütze::N,худ,шапка
476,Schuh::N,басмахъ,чаравік
477,Stiefel::N,цырыхъхъ,бот
478,Ring::N,къухдарӕн,кольца
479,Band::N,лент,стужка
480,Kamm::N,сӕрвасӕн,расчоска
481,Spiegel::N,айдæн,люстра
482,Spiegel::N,кæсæн,люстра
483,Riemen::N,гӕрз,рэмень
484,Schnur::N,бӕндӕн,вяроўка
485,Decke::N,хъӕццул,коўдра
486,Kissen::N,баз,падушка
487,Tuch::N,кæлмæрзæн,хустка
488,Tuch::N,кæрдæн,хустка
489,Handtuch::N,хисæрфæн,ручнік
490,Kraft::N,тых,сіла
491,Kraft::N,хъомыс,сіла
492,Stärke::N,тых,моц
493,Stärke::N,æхсар,моц
494,Gesundheit::N,æнæниздзинад,здароўе
495,Krankheit::N,низ,хвароба
496,Krankheit::N,рын,хвароба
497,Schmerz::N,рис,боль
498,Wunde::N,цӕф,рана
499,Fieber::N,ризӕг,гарачка
500,Fieber::N,ризӕг,ліхаманка
501,Fieber::N,тӕфсӕг,гарачка
502,Fieber::N,тӕфсӕг,ліхаманка
503,Arznei::N,хос,лекі
504,Brücke::N,хид,мост
505,Brunnen::N,цъай,калодзеж
506,Weide::N,хизæн,паша
507,Weide::N,хизæнуат,паша
508,Weide::N,сæрвæт,паша
509,Pfad::N,къахвæндаг,сцежка
510,Pfad::N,къахвæд,сцежка
511,Weg::N,фӕндаг,шлях
512,Weg::N,фӕндаг,дарога
513,Straße::N,фӕндаг,вуліца
514,Dorf::N,хъӕу,вёска
515,Stadt::N,сахар,горад
516,Brief::N,фыстӕг,ліст
517,Brief::N,фыстӕг,пісьмо
518,Buch::N,чиныг,кніга
519,Buchstabe::N,дамгъӕ,літара
520,Zeitung::N,газет,газета
521,Leben::N,цард,жыццё
522,Leben::N,цӕрӕнбон,жыццё
523,Tod::N,мæлæт,смерць
524,Tod::N,адзал,смерць
525,Grab::N,ингӕн,магіла
526,Kirche::N,аргъуан,касцёл
527,Kirche::N,аргъуан,царква
528,Sünde::N,тæригъæд,грэх
529,Gott::N,хуыцау,бог
530,Arbeiter::N,кусæг,рабочы
531,Chef::N,ӕмцег,начальнік
532,Meister::N,мастер,майстар
533,Meister::N,дæсны,майстар
534,Arzt::N,хосгæнæг,урач
535,Arzt::N,дохтыр,урач
536,Lehrer::N,ахуыргæнæг,настаўнік
537,Geld::N,ӕхца,грошы
538,Geschäft::N,бизнес,заняцце
539,Geschäft::N,хъуыддаг,заняцце
540,Laden::N,дукани,крама
541,Laden::N,дукани,магазін
542,Preis::N,аргъ,цана
543,Ware::N,базайраг,тавар
544,Nutzen::N,пайда,выгада
545,Reichtum::N,хъæздыгдзинад,багацце
546,Reichtum::N,исбон,багацце
547,Reichtum::N,мулк,багацце
548,Welt::N,дуне,свет
549,Land::N,бӕстӕ,краіна
550,Staat::N,паддзахад,дзяржава
551,König::N,къарол,кароль
552,Macht::N,хицаудзинад,улада
553,Grenze::N,арӕн,граніца
554,Krieg::N,хӕст,вайна
555,Feind::N,знаг,вораг
556,Feind::N,фыдгул,вораг
557,Feind::N,фыдзæрдæ,вораг
558,Feind::N,сон,вораг
559,Gewalt::N,тыхми,насілле
560,Gewalt::N,тыхдзинад,насілле
561,Kampf::N,хæст,барацьба
562,Kampf::N,хъæбысæйхæст,барацьба
563,Kampf::N,тох,барацьба
564,Bogen[Waffe]::N,ӕрдын,лук
565,Pfeil::N,фат,страла
566,Gewehr::N,топп,ружжо
567,Fehler::N,рӕдыд,памылка
568,Lüge::N,мӕнг,хлусня
569,Lüge::N,гӕдыдзинад,хлусня
570,Schaden::N,зиан,шкода
571,Unglück::N,бæллæх,ліха
572,Unglück::N,бæллæх,бядота
573,Schuld::N,азым,віна
574,Alter::N,кар,узрост
575,Schluss::N,кæрон,канец
576,Zeit::N,рӕстӕг,час
577,Tag::N,бон,дзень
578,Morgen::N,райсом,ранак
579,Morgen::N,райсом,раніца
580,Mittag::N,æмбисбон,паўдня
581,Mittag::N,æмбисбон,поўдзень
582,Abend::N,изӕр,вечар
583,Nacht::N,ӕхсӕв,ноч
584,Woche::N,къуыри,тыдзень
585,Monat::N,мӕй,месяц
586,Jahr::N,аз,год
587,Jahr::N,афӕдз,год
588,Frühling::N,уалдзæг,вясна
589,Sommer::N,сӕрд,лета
590,Herbst::N,фæззæг,восень
591,Winter::N,зымӕг,зіма
592,Januar::N,январь,студзень
593,Februar::N,февраль,люты
594,März::N,мартъи,сакавік
595,April::N,апрель,красавік
596,Mai::N,май,май
597,Mai::N,май,травень
598,Juni::N,июнь,чэрвень
599,Juli::N,июль,ліпень
600,August::N,август,жнівень
601,September::N,сентябрь,верасень
602,Oktober::N,октябрь,кастрычнік
603,November::N,ноябрь,лістапад
604,Dezember::N,декабрь,снежань
605,Montag::N,къуырисæр,панядзелак
606,Dienstag::N,дыццæг,аўторак
607,Mittwoch::N,æртыццæг,серада
608,Donnerstag::N,цыппæрæм,чацвер
609,Freitag::N,майрæмбон,пятніца
610,Samstag::N,сабат,субота
611,Sonntag::N,хуыцаубон,нядзеля
612,groß::A,дынджыр,вялікі
613,klein::A,гыццыл,маленькі
614,lang::A,даргъ,доўгі
615,kurz::A,цыбыр,кароткі
616,breit::A,фӕтӕн,шырокі
617,schmal::A,нарӕг,вузкі
618,schmal::A,уынгӕг,вузкі
619,dicht::A,бæзджын,густы
620,dicht::A,тар,густы
621,dick[Gegenstand]::A,сӕвджын,тоўсты
622,dünn::A,тæнæг,тонкі
623,fein::A,лыстӕг,тонкі
624,fest::A,фидар,моцны
625,fest::A,хъӕддых,моцны
626,flach::A,тъӕпӕн,плоскі
627,glatt::A,лӕгъз,гладкі
628,hart::A,хъӕбӕр,цвёрды
629,weich::A,фӕлмӕн,мяккі
630,rund::A,тымбыл,круглы
631,spitz::A,цыргъбырынкъ,спічасты
632,spitz::A,цыргъбырынкъ,востраканцовы
633,spitz::A,цыргъфындз,спічасты
634,spitz::A,цыргъфындз,востраканцовы
635,scharf::A,цыргъ,востры
636,stumpf::A,къуымых,тупы
637,schwer::A,уӕззау,цяжкі
638,schön::A,аив,прыгожы
639,schön::A,рӕсугъд,прыгожы
640,heiß::A,тӕвд,гарачы
641,warm::A,хъарм,цёплы
642,kalt::A,уазал,холадны
643,kühl::A,сатæг,халаднаваты
644,kühl::A,уазалгомау,халаднаваты
645,frisch::A,сатæг,свежы
646,feucht::A,уымӕл,вільготны
647,nass::A,хуылыдз,мокры
648,trocken::A,хус,сухі
649,voll::A,дзаг,поўны
650,voll::A,йедзаг ,поўны
651,leer::A,афтид,пусты
652,offen::A,гом,адкрыты
653,offen::A,гом,адчынены
654,geschlossen::A,æхгæд,закрыты
655,geschlossen::A,æхгæд,зачынены
656,sauber::A,сыгъдæг,чысты
657,schmutzig::A,чъиллон,брудны
658,roh::A,хом,сыры
659,reif::A,рӕгъӕд,спелы
660,lecker::A,хӕрзад,смачны
661,süß::A,адджын,салодкі
662,bitter::A,судзаг,горкі
663,sauer::A,туаг,кіслы
664,hell::A,рухс,светлы
665,dunkel::A,талынг,цёмны
666,schwarz::A,сау,чорны
667,weiß::A,урс,белы
668,rot::A,сырх,чырвоны
669,gelb::A,бур,жоўты
670,blau::A,цъӕх,сіні
671,grün::A,цъӕх,зялёны
672,grün::A,кӕрдӕгхуыз,зялёны
673,grau::A,цъӕх,шэры
674,grau::A,фӕныкхуыз,шэры
675,bunt::A,хъулон,пяресты
676,bunt::A,гæрæм,пяресты
677,billig::A,аслам,танны
678,teuer::A,зынаргъ,дарагі
679,wertvoll::A,зынаргъ,цэнны
680,wertvoll::A,зынаргъ,каштоўны
681,blind::A,куырм,сляпы
682,taub::A,къуырма,глухі
683,kräftig::A,домбай,магутны
684,kräftig::A,тыхджын,магутны
685,stark::A,тыхджын,сільны
686,schwach::A,ӕнӕбон,слабы
687,fett::A,нард,тлусты
688,schlank::A,гуырвидыц,стройны
689,schlank::A,хæрзконд,стройны
690,schlank::A,рæхснæг,стройны
691,schlank::A,сагамад,стройны
692,hübsch::A,аив,чароўны
693,hübsch::A,рӕсугъд,чароўны
694,böse::A,фыдзӕрдӕ,злы
695,dumm::A,ӕдылы,дурны
696,faul::A,зивӕг,лянівы
697,faul::A,зивӕггӕнаг,лянівы
698,fleißig::A,æнæзивæг,руплівы
699,fleißig::A,æнувыд,руплівы
700,geizig::A,чъынды,прагны
701,geizig::A,æлгъин,прагны
702,geizig::A,мæрддзæст,прагны
703,klug::A,зондджын,разумны
704,geschickt::A,хӕрзарӕхст,умелы
705,lieb::A,уарзон,мілы
706,lustig::A,хъӕлдзӕг,вясёлы
707,sanft::A,мынчын,ласкавы
708,hungrig::A,ӕххормаг,галодны
709,krank::A,нӕфӕразгӕ,хворы
710,nackt::A,бӕгънӕг,голы
711,traurig::A,ӕрхӕндӕг,сумны
712,lebendig::A,цардӕгас,жывы
713,gut::A,хорз,добры
714,schlecht::A,цауд,кепскі
715,richtig::A,раст,правільны
716,schlimm::A,ӕвзӕр,агідны
717,wahr::A,ӕцӕг,сапраўдны
718,alt::A,зӕронд,стары
719,neu::A,ног,новы
720,ehemalig::A,раздӕры,былы
721,alt[Lebewesen]::A,ацӕргӕ,стары
722,jung::A,ӕрыгон,малады
723,arm::A,мӕгуыр,бедны
724,reich::A,хъӕздыг,багаты
725,bekannt::A,зонгӕ,знаёмы
726,berühmt::A,номдзыд,славуты
727,fremd::A,æцæгæлон,чужы
728,verschieden::A,æндæр æмæ æндæр,розны
729,verschieden::A,алы,розны
730,verschieden::A,алыхуызон,розны
731,nah::A,хӕстӕг,блізкі
732,fern::A,дард,далёкі
733,fern::A,дӕрддаг,далёкі
734,linker::A,галиу,левы
735,rechter::A,рахиз,правы
736,anderer::A,иннӕ,іншы
737,anderer::A,иннӕ,другі
738,anderer::A,ӕндӕр,іншы
739,anderer::A,ӕндӕр,другі
740,erster::A,фыццаг,першы
741,erster::A,фыццӕгӕм,першы
742,zweiter::A,дыккаг,другі
743,zweiter::A,дыккæгæм,другі
744,dritter::A,æртыккаг,трэці
745,dritter::A,æртыккæгæм,трэці
746,letzter::A,фӕстаг,апошні
747,allein::ADV,иунæг,сам
748,allein::ADV,иунæг,адзін
749,auf einmal::ADV,уайтагъд,адразу
