,Concept_ID,br,vep
116,Ufer::N,ribl,rand
117,Küste::N,aod,randišt
118,Festland::N,douar,kuivma
119,Meer::N,mor,meri
120,Bucht::N,mor-bihan,laht
121,Insel::N,enez,sar'
122,Blume::N,bleunienn,änik
123,Gras::N,geot,hein
124,Wurzel::N,gwrizienn,jur'
125,Baum::N,gwezenn,pu
126,Stamm::N,kef,tüvi
127,Rinde::N,rusk,kor'
128,Ast::N,barr,oks
129,Zweig::N,bod,oks
130,Zweig::N,bod,barb
131,Blatt::N,delienn,lehtez
132,Birke::N,bezvenn,koiv
133,Kiefer[Baum]::N,pinenn,pedai
134,Weide[Baum]::N,halegenn,raid
135,Tanne::N,sapenn,kuz'
136,Horn::N,korn,sar'v
137,Feder::N,pluñv,höuneh
138,Fell::N,kreoñ,nahk
139,Flügel::N,askell,suug
140,Klaue::N,skilf,künz'
141,Kralle::N,skilf,künz'
142,Schwanz::N,lost,händ
143,Ei::N,vi,muna
144,Nest::N,neizh,peza
145,Bau::N,douarenn,uru
146,Tier::N,loen,živat
147,Herde::N,tropell,kogo
148,Kuh::N,buoc'h,lehm
149,Bulle::N,tarv,härg
150,Pferd::N,marc'h,hebo
151,Schaf::N,dañvad,lambaz
152,Schwein::N,pemoc'h,siga
153,Hund::N,ki,koir
154,Katze::N,kazh,kaži
155,Bär::N,arzh,kondi
156,Eichhörnchen::N,gwiñver,orav
157,Elch::N,karv-dour,hirb'
158,Fuchs::N,louarn,reboi
159,Hase::N,gad,jäniš
160,Maus::N,logodenn,hir'
161,Wolf::N,bleiz,händikaz
162,Vogel::N,labous,lind
163,Schwarm::N,nijad,parveh
164,Huhn::N,yar,kana
165,Hahn::N,kilhog,kukoi
166,Gans::N,gwazenn,hanh'
167,Adler::N,erer,orl
168,Ente::N,houad,sorz
169,Eule::N,toud,hir'pulo
170,Kranich::N,garan,kurg
171,Krähe::N,bran,variš
172,Kuckuck::N,koukoug,kägi
173,Schwan::N,alarc'h,joucen
174,Fisch::N,pesk,kala
175,Barsch::N,brell,ahven
176,Hecht::N,beked,haug'
177,Schlange[Tier]::N,naer,kü
178,Schlange[Tier]::N,naer,mado
179,Wurm::N,preñv,mado
180,Spinne::N,kevnidenn,hämähouk
181,Ameise::N,merion,murahaine
182,Laus::N,laouenn,täi
183,Mücke::N,moustik,säs'k
184,Fliege::N,kelienenn,kärbhaine
185,Schmetterling::N,balafenn,lipkaine
186,Beere::N,hog,marj
187,Apfel::N,aval,jablok
188,Pilz::N,kabell-touseg,sen'
189,Pilz::N,kabell-touseg,babuk
190,Zwiebel::N,ognonenn,lauk
191,Saat::N,had,semned
192,Korn::N,ed,jüvä
193,Korn::N,ed,vill'
194,Heu::N,foenn,hein
195,Schale::N,peliadur,kor'
196,Falle::N,pech,rida
197,Schlinge::N,krouglas,rihm
198,Asche::N,ludu,tuhk
199,Dreck::N,fank,redu
200,Dreck::N,fank,pačak
201,Eisen::N,houarn,raud
202,Gold::N,aour,kuld
203,Silber::N,arc'hant,hobed
204,Kohle::N,glaou,hil'
205,Glas::N,gwer,stökol
206,Sand::N,traezh,lete
207,Mensch::N,den,mez'
208,Mensch::N,den,ristit
209,Mann::N,den,mez'
210,Frau::N,maouez,naine
211,Kind::N,bugel,laps'
212,Junge::N,paotr,poig
213,Junge::N,paotr,prihaine
214,Mädchen::N,plac'h,neičukaine
215,Familie::N,familh,kanz
216,Familie::N,familh,pereh
217,Großvater::N,tad-kozh,ded
218,Großmutter::N,mamm-gozh,bab
219,Eltern::N,kerent,vanhembad
220,Eltern::N,kerent,kazvatajad
221,Vater::N,tad,tat
222,Mutter::N,mamm,mam
223,Sohn::N,mab,poig
224,Tochter::N,merc'h,tütär
225,Bruder::N,breur,veik
226,Bruder::N,breur,vell'
227,Schwester::N,c'hoar,čiža
228,Schwester::N,c'hoar,sizar
229,Onkel::N,eontr,däd'
230,Tante::N,moereb,tädi
231,Ehemann::N,gwaz,mužik
232,Ehefrau::N,gwreg,ak
233,Freude::N,levenez,ilo
234,Freude::N,levenez,ihastuz
235,Gelächter::N,c'hoarzherezh,nagr
236,Glück::N,chañs,oza
237,Kummer::N,doan,gor'a
238,Wunsch::N,c'hoant,taht
239,Lust::N,c'hoant,himo
240,Geist::N,spered,heng
241,Gedanke::N,soñj,meletuz
242,Gedächtnis::N,eñvor,mušt
243,Verstand::N,skiant,mel'
244,Sinn::N,ster,jüvä
245,Grund::N,kaoz,sü
246,Wahrheit::N,gwirionez,tozi
247,Gespräch::N,kaozeadenn,lodu
248,Gespräch::N,kaozeadenn,pagin
249,Märchen::N,kaoz korriganez,sarn
250,Erzählung::N,kontadenn,sanutez
251,Nachricht::N,keloù,tedotuz
252,Neuigkeit::N,kelaouenn,uzištuz
253,Name::N,anv,nimi
254,Rätsel::N,divinatez,ozoitez
255,Rede::N,diskour,pagin
256,Rede::N,diskour,sanad
257,Sprache::N,yezh,kel'
258,Stimme::N,mouezh,än'
259,Wort::N,ger,sana
260,Zeichen::N,sin,znam
261,Ruf::N,galv,kida
262,Ruf::N,galv,kucund
263,Lärm::N,trouz,judu
264,Ton::N,ton,kulund
265,Lied::N,kanaouenn,pajo
266,Ruhe::N,sioulded,lebu
267,Leute::N,tud,rahvaz
268,Volk::N,pobl,rahvaz
269,Arbeit::N,labour,tö
270,Arbeit::N,labour,rad
271,Gast::N,kouviad,adiv
272,Geschenk::N,prof,lahj
273,Spiel::N,c'hoari,vänd
274,Gesellschaft::N,kompagnunezh,sebr
275,Gesellschaft::N,kavandad,sebr
276,Hilfe::N,sikour,abu
277,Freund::N,mignon,sebranik
278,Kamerad::N,kamarad,sebranik
279,Angelegenheit::N,afer,azj
280,Anzahl::N,niver,lugu
281,Art::N,sort,rod
282,Art::N,sort,rodsugu
283,Stück::N,tamm,pala
284,Stück::N,tamm,supal
285,Teil::N,pezh,pala
286,Hälfte::N,hanterenn,pol'
287,Kreis::N,kelc'h,ümbruz
288,Kreis::N,kelc'h,kehkruz
289,Kreuz::N,kroaz,rist
290,Linie::N,linenn,pird
291,Strich::N,tenn,pird
292,Abstand::N,distok,keskust
293,Entfernung::N,keid,matk
294,Entfernung::N,kehid,matk
295,Gegend::N,korn-bro,taho
296,Platz::N,plasenn,avaruz'
297,Ort::N,lec'h,koht
298,Seite::N,tu,pol'
299,Seite::N,tu,kül'g
300,Mitte::N,kreiz,kesk
301,Gegenstand::N,tra,kalu
302,Sache::N,tra,azj
303,Rand::N,kantenn,röun
304,Kante::N,kantenn,röun
305,Ecke::N,korn,saum
306,Spitze::N,begell,agjaine
307,Ende::N,dibenn,agj
308,Loch::N,toull,reig
309,Muster::N,tresadenn,kirjam
310,Größe::N,ment,suruz'
311,Länge::N,hirder,piduz
312,Höhe::N,uhelder,korktuz'
313,Gewicht::N,pouez,jügu
314,Gewicht::N,pouez,vedäduz
315,Menge::N,bern,äjüz'
316,Haufen::N,bern,kogo
317,Reihe::N,steud,rivi
318,Boot::N,bag,veneh
319,Ruder::N,roeñv,air
320,Schlitten::N,trainell,regi
321,Schlitten::N,trainell,regut
322,Ski::N,ski,suks'
323,Last::N,karg,jüguz
324,Gang::N,kerzh,astund
325,Schritt::N,paz,hašk
326,Norden::N,norzh,pohjoine
327,Norden::N,hanternoz,pohjoine
328,Süden::N,su,suvi
329,Süden::N,kreisteiz,suvi
330,Westen::N,kuzh-heol,päivlaskm
331,Osten::N,reter,päivnouzm
332,Osten::N,sav-heol,päivnouzm
333,Holz::N,koad,pu
334,Brett::N,plankenn,laud
335,Platte::N,plakenn,keitim
336,Stütze::N,harp,tugi
337,Stange::N,sparl,arz'
338,Stock::N,bazh,kalu
339,Stab::N,bazh,seibaz
340,Rohr::N,tub,torv
341,Rohr::N,korz,torv
342,Haus::N,ti,pert'
343,Heim::N,kêr,kodi
344,Ofen::N,forn,päč
345,Fußboden::N,plañchod,lava
346,Tisch::N,taol,laud
347,Tisch::N,taol,stal'c
348,Stuhl::N,kador,ištim
349,Wiege::N,kavell,kätte
350,Bett::N,gwele,sija
351,Bett::N,gwele,magaduzsija
352,Regal::N,estajerenn,palič
353,Kiste::N,kased,mülütim
354,Fenster::N,prenestr,ikun
355,Tür::N,dor,uks'
356,Tor::N,portal,verai
357,Zaun::N,sklotur,aid
358,Dach::N,toenn,katuz
359,Leiter::N,skeul,pordhad
360,Besen::N,skubell,lud
361,Besen::N,skubell,vast
362,Spaten::N,pal,labid
363,Schaufel::N,pal,labid
364,Gabel::N,fourchetez,hangoine
365,Löffel::N,loa,luzik
366,Messer::N,kontell,veič
367,Nagel::N,tach,nagl
368,Netz::N,roued,verk
369,Haken::N,krog,kouk
370,Griff::N,kemer,kägä
371,Griff::N,kemer,varz'
372,Schloss::N,potenn,lukkol
373,Bild::N,skeudenn,kuva
374,Figur::N,skeud,figur
375,Figur::N,figur,figur
376,Puppe::N,merc'hodenn,tätüine
377,Beutel::N,sac'h,havad
378,Bündel::N,feskenn,toppaz
379,Bündel::N,feskenn,käč
380,Tasche::N,sac'h,sumk
381,Eimer::N,sailh,vädr
382,Deckel::N,pallenn,katuz
383,Geschirr::N,listriaj,astii
384,Sack::N,sac'h,havad
385,Tasse::N,tas,čašk
386,Topf::N,pod,pada
387,Kessel::N,chaodouron,katil
388,Essen::N,pred,sönd
389,Nahrung::N,boued,söm
390,Speise::N,meuz,sömine
391,Fleisch::N,kig,liha
392,Getreide::N,ed,vill'
393,Brei::N,yod,pudr
394,Brot::N,bara,leib
395,Scheibe::N,tailhenn,bibaleh
396,Scheibe::N,tailhenn,šlik
397,Fett::N,lard,razv
398,Butter::N,amann,voi
399,Öl::N,eoul,voi
400,Salz::N,holen,sol
401,Suppe::N,soubenn,lem'
402,Suppe::N,soubenn,keitoz
403,Honig::N,mel,mezi
404,Milch::N,laezh,maid
405,Tee::N,te,čai
406,Leder::N,lêr,nahk
407,Wolle::N,gloan,vill
408,Stoff::N,danvez,kangaz
409,Nadel::N,nadoz,negl
410,Faden::N,neudenn,nit'
411,Knopf::N,bouton,nübl'
412,Knoten::N,skoulm,sol'm
413,Farbe::N,liv,muju
414,Kleidung::N,dilhad,sobad
415,Hemd::N,roc'hed,paid
416,Kragen::N,gouzoug,kagluz
417,Ärmel::N,milgin,hijam
418,Hose::N,bragoù,štanad
419,Gürtel::N,gouriz,vö
420,Mütze::N,boned,šapuk
421,Schuh::N,botez,keng'
422,Stiefel::N,botez,sapug
423,Ring::N,gwalenn,rengaz
424,Band::N,bagad,lentaine
425,Kamm::N,krib,suga
426,Spiegel::N,melezour,zerkol
427,Riemen::N,lerenn,vö
428,Schnur::N,kordenn,nor
429,Leine::N,roll,talutimnor
430,Decke::N,golo,sijakatuz
431,Kissen::N,goubenner,pöluz
432,Tuch::N,mezher,paik
433,Handtuch::N,toailhon,käzipaik
434,Kraft::N,nerzh,vägi
435,Stärke::N,nerzhder,vahvuz'
436,Gesundheit::N,yec'hed,tervhuz
437,Krankheit::N,klañved,läžund
438,Schmerz::N,poan,kibu
439,Schmerz::N,droug,kibu
440,Wunde::N,gloazadenn,čapatez
441,Fieber::N,terzhienn,säru
442,Arznei::N,louzoù,zel'l'
443,Brücke::N,pont,sild
444,Brunnen::N,puñs,kaiv
445,Weide::N,prad,omaluine
446,Pfad::N,gwenodenn,tehut
447,Weg::N,hent,te
448,Straße::N,ru,te
449,Straße::N,hent,te
450,Dorf::N,kêr,külä
451,Dorf::N,kêriadenn,külä
452,Stadt::N,kêr,lidn
453,Brief::N,lizher,kirjeine
454,Buch::N,levr,kirj
455,Buchstabe::N,lizherenn,kirjam
456,Zeitung::N,kazetenn,lehtez
457,Leben::N,buhez,elo
458,Tod::N,marv,surm
459,Grab::N,bez,kaum
460,Kirche::N,iliz,jumalanpert'
461,Sünde::N,pec'hed,grähk
462,Gott::N,doue,jumal
463,Arbeiter::N,labourer,radnik
464,Arbeiter::N,micherour,radnik
465,Chef::N,penn,pämez'
466,Meister::N,mestr,mastar
467,Arzt::N,mezeg,lekar'
468,Arzt::N,medisin,lekar'
469,Lehrer::N,skolaer,opendai
470,Lehrer::N,kelenner,opendai
471,Geld::N,arc'hant,rahad
472,Geschäft::N,stal,biznes
473,Laden::N,stal,lauk
474,Preis::N,priz,arv
475,Ware::N,marc'hadourezh,tavar
476,Nutzen::N,gounidegezh,liža
477,Nutzen::N,lañs,liža
478,Nutzen::N,profit,liža
479,Nutzen::N,spleit,liža
480,Reichtum::N,pinvidigezh,kodielo
481,Reichtum::N,pinvidigezh,kal'huz'
482,Welt::N,douar,mail'm
483,Land::N,bro,ma
484,Staat::N,stad,valdkund
485,König::N,roue,kunigaz
486,Macht::N,galloud,vald
487,Grenze::N,harzoù,röun
488,Krieg::N,brezel,soda
489,Feind::N,eneber,vihanik
490,Feind::N,eneber,vastustai
491,Gewalt::N,tâerder,vägivald
492,Kampf::N,kann,tora
493,Bogen[Waffe]::N,gwareg,taug
494,Pfeil::N,saezh,nol
495,Gewehr::N,fuzuilh,oružj
496,Fehler::N,fazi,viga
497,Lüge::N,gaou,kelastuz
498,Schaden::N,gwall,pahuz'
499,Unglück::N,gwalleur,bed
500,Unglück::N,gwalleur,gor'a
501,Schuld::N,kablusted,värhuz'
502,Schuld::N,pec'hedigezh,värhuz'
503,Alter::N,oad,igä
504,Schluss::N,diwezh,lop
505,Zeit::N,amzer,aig
506,Tag::N,deizh,päiv
507,Morgen::N,beure,homendez
508,Morgen::N,mintin,homendez
509,Mittag::N,kreisteiz,keskpäiv
510,Abend::N,abardaez,eht
511,Nacht::N,noz,ö
512,Woche::N,sizhun,nedal'
513,Monat::N,miz,ku
514,Jahr::N,bloaz,voz'
515,Frühling::N,nevezamzer,keväz'
516,Sommer::N,hañv,keza
517,Herbst::N,diskaramzer,sügüz'
518,Winter::N,goañv,tal'v
519,Januar::N,Genver,viluku
520,Februar::N,C'hwevrer,uhoku
521,März::N,Meurzh,keväz'ku
522,April::N,Ebrel,sulaku
523,Mai::N,Mae,semendku
524,Juni::N,Mezheven,kezaku
525,Juli::N,Gouhere,heinku
526,August::N,Eost,eloku
527,September::N,Gwengolo,sügüz'ku
528,Oktober::N,Here,reduku
529,November::N,Du,kül'mku
530,Dezember::N,Kerzu,tal'vku
531,Montag::N,Lun,ezmärg
532,Dienstag::N,Meurzh,tožnarg
533,Mittwoch::N,Merc'her,koumanz'päiv
534,Donnerstag::N,Yaou,nellänz'päiv
535,Freitag::N,Gwener,pätnič
536,Freitag::N,Gwener,videnz'päiv
537,Samstag::N,Sadorn,sobat
538,Sonntag::N,Sul,pühäpäiv
539,groß::A,bras,sur'
540,groß::A,bras,järed
541,klein::A,bihan,pen'
542,klein::A,bihan,pičuine
543,lang::A,hir,pit'k
544,kurz::A,berr,lühüd
545,breit::A,ledan,leved
546,schmal::A,strizh,kaid
547,dicht::A,stank,tihed
548,dick[Gegenstand]::A,tev,paks
549,dünn::A,moan,hoik
550,fein::A,munut,hen
551,fest::A,start,luja
552,fest::A,start,ninev
553,flach::A,plaen,lapak
554,glatt::A,lintr,siled
555,glatt::A,levn,siled
556,hart::A,kalet,kova
557,weich::A,blot,pehmed
558,rund::A,ront,kehker
559,spitz::A,poentet,nügu
560,spitz::A,poentet,terav
561,scharf::A,dremm,terav
562,stumpf::A,talsoc'h,tül'c
563,schwer::A,pounner,jüged
564,schön::A,kaer,čoma
565,heiß::A,tomm,räk
566,warm::A,tomm,läm'
567,kalt::A,yen,vilu
568,kühl::A,yen,raibak
569,kühl::A,yen,viluhk
570,frisch::A,fresk,lahed
571,feucht::A,gleb,neps
572,feucht::A,gleb,toreh
573,nass::A,gleb,märg
574,trocken::A,sec'h,kuiv
575,voll::A,leun,täuz'
576,leer::A,goullo,joudai
577,offen::A,digor,avoin
578,offen::A,digor,avol'jaine
579,geschlossen::A,serr,saubaline
580,sauber::A,naet,puhtaz
581,schmutzig::A,lous,redukaz
582,roh::A,kriz,rohk
583,roh::A,kriz,toreh
584,reif::A,darev,küps
585,lecker::A,lipous,magukaz
586,lecker::A,saourus,magukaz
587,süß::A,dous,maged
588,bitter::A,c'hwerv,karged
589,sauer::A,trenk,muiged
590,hell::A,sklaer,kirkas
591,hell::A,sklaer,valgei
592,dunkel::A,teñval,pimed
593,schwarz::A,du,must
594,weiß::A,gwenn,vauged
595,rot::A,ruz,rusked
596,gelb::A,melen,pakuine
597,blau::A,glas,sinine
598,grün::A,gwer,vihand
599,grau::A,louet,hahk
600,bunt::A,liesliv,kirjav
601,billig::A,marc'had-mat,odav
602,teuer::A,ker,kalliž
603,wertvoll::A,prizius,arvokas
604,blind::A,dall,soged
605,taub::A,bouzar,kurdiž
606,kräftig::A,start,vägev
607,stark::A,kreñv,vahv
608,stark::A,kreñv,vägekaz
609,schwach::A,gwan,väll'
610,fett::A,lard,razvakaz
611,schlank::A,sinkl,kapos
612,hübsch::A,koant,čoma
613,böse::A,gwall,äred
614,böse::A,gwall,käred
615,dumm::A,glep,el'getoi
616,faul::A,lezirek,lašk
617,fleißig::A,studius,radonnavedii
618,geizig::A,tost,ažlak
619,klug::A,speredek,melev
620,klug::A,speredek,melekaz
621,geschickt::A,dornet,mahtokaz
622,lieb::A,koant,izo
623,lieb::A,koant,sula
624,lustig::A,laouen,ilokaz
625,sanft::A,flour,laskav
626,hungrig::A,marnaon,näl'ghine
627,krank::A,klañv,läžui
628,nackt::A,noazh,alastoi
629,traurig::A,trist,opalahine
630,lebendig::A,bev,eläb
631,gut::A,mad,hüvä
632,schlecht::A,fall,huba
633,schlecht::A,gwall,huba
634,richtig::A,reizh,oiged
635,schlimm::A,gwall,paha
636,wahr::A,gwir,todesine
637,alt::A,kozh,vanh
638,neu::A,nevez,uz'
639,ehemalig::A,kozh,edeline
640,alt[Lebewesen]::A,kozh,ravaz
641,jung::A,yaouank,nor'
642,arm::A,paour,gol'l'
643,reich::A,pinvidik,elokaz
644,bekannt::A,anavezet,tutab
645,berühmt::A,brudet,tetab
646,fremd::A,dizanav,veraz
647,verschieden::A,disheñel,erazvuitte
648,nah::A,nes,läheline
649,fern::A,diabell,edahaine
650,linker::A,kleiz,hura
651,rechter::A,dehoù,oiged
652,anderer::A,all,toine
653,erster::A,kentañ,ezmäine
654,zweiter::A,eil,toine
655,dritter::A,trede,koumanz'
656,letzter::A,diwezhañ,jäl'gmäine
657,allein::ADV,e-unan,üksnäze
658,auf einmal::ADV,ar un dro,ühten aigan
659,zusammen::ADV,asambles,ühtes
660,lange::ADV,pell,hätken
661,plötzlich::ADV,en un taol,äkkid
662,sofort::ADV,diouzhtu,kerdalaz
663,später::ADV,diwezhatoc'h,möhemba
664,jetzt::ADV,bremañ,nügüd'
665,heute::ADV,hiziv,tämbei
666,morgen::ADV,arc'hoazh,homen
667,bald::ADV,hepdale,pigai
668,dann::ADV,a-c'houde,sid'
669,gestern::ADV,dec'h,eglai
670,einst::ADV,gwechall,ende
671,einst::ADV,gwechall,kerdan
672,damals::ADV,neuze,siloi
673,danach::ADV,goude,sid'
674,vorher::ADV,diagent,ende
675,zuerst::ADV,da gentañ,ezmäi
676,einmal::ADV,ur wech,kerdan
677,manchmal::ADV,a-wechoù,erašti
678,oft::ADV,alies,paksus
679,immer::ADV,atav,kaiken
680,immer::ADV,bepred,kaiken
681,niemals::ADV,gwech ebet,ei nikonz
682,hier::ADV,amañ,täs
683,hier::ADV,amañ,tägä
684,hierhin::ADV,dre amañ,tänna
685,von hier::ADV,alemañ,täspäi
686,von hier::ADV,alemañ,sid'päi
687,dort::ADV,aze,sigä
688,dort::ADV,ahont,sigä
689,dorthin::ADV,di,sinna
690,dorthin::ADV,di,nakkale
691,dorthin::ADV,aze,sinna
692,dorthin::ADV,aze,nakkale
693,dorthin::ADV,ahont,sinna
694,dorthin::ADV,ahont,nakkale
695,geradeaus::ADV,war-eeun,kohtha
696,vorwärts::ADV,war-raok,edehe
697,rückwärts::ADV,war-lerc'h,sel'gin
698,zurück::ADV,war-dreñv,tagaze
699,unten::ADV,en traoñ,alahan
700,hinab::ADV,a-izel,alaz
701,hinab::ADV,a-izel,alahaks
702,oben::ADV,en nec'h,ülähän
703,hinauf::ADV,e-krec'h,ülez
704,hinauf::ADV,e-krec'h,ülähäks
705,überall::ADV,dre-holl,kaikjal
706,nicht::ADV,ne ... ket,ei
707,ein wenig::ADV,un tammig,vähän
708,kaum::ADV,a-boan,habi
709,sehr::ADV,-tre,lujas
710,sehr::ADV,-kenañ,lujas
711,so::ADV,evel-se,muga
712,so::ADV,evel-se,ninga
713,noch::ADV,c'hoazh,völ
714,nur::ADV,hepken,järg
715,nur::ADV,hepken,vaiše
716,schon::ADV,dija,jo
717,wieder::ADV,adarre,möst
718,vor::PRP,dirak,edes
719,hinter::PRP,a-drek,taga
720,hinter::PRP,a-dreñv,taga
721,unter::PRP,dindan,al
722,durch::PRP,dre,läbi
723,durch::PRP,dre,kal't
724,neben::PRP,e-kichen,rindal
725,zwischen::PRP,etre,keskes
726,wegen::PRP,abalamour da,tagut
727,dies::PRN,hemañ,nece
728,das::PRN,se,se
729,das::PRN,hennezh,se
730,alles::PRN,pep tra,kaik
731,ich::PRN,me,minä
732,du::PRN,te,sinä
733,er::PRN,eñ,hän
734,wir::PRN,ni,mö
735,ihr::PRN,c'hwi,tö
736,sie::PRN,int,hö
737,was::FPRN,petra,mi
738,wer::FPRN,piv,ken
739,wo::FADV,pelec'h,kus
740,wohin::FADV,da belec'h,kuna
741,wie::FADV,penaos,kut
742,wie::FADV,penaos,mit'
743,warum::FADV,perak,mikš
744,wieviel::FNUM,pet,äjak
745,wieviel::FNUM,pet,kuverz'
746,eins::NUM,unan,üks'
747,zwei::NUM,daou,kaks'
748,drei::NUM,tri,koume
749,vier::NUM,pevar,nel'l'
750,fünf::NUM,pemp,viž
751,sechs::NUM,c'hwec'h,kuz'
752,sieben::NUM,seizh,seičeme
753,acht::NUM,eizh,kahesa
754,neun::NUM,nav,ühesa
755,zehn::NUM,dek,kümne
756,elf::NUM,unnek,üks'toštkümne
757,zwölf::NUM,daouzek,kaks'toštkümne
758,zwanzig::NUM,ugent,kaks'kümne
759,dreißig::NUM,tregont,koumekümne
760,vierzig::NUM,daou-ugent,nel'l'kümne
761,fünfzig::NUM,hanter-kant,vižkümne
762,sechzig::NUM,tri-ugent,kuz'kümne
763,siebzig::NUM,dek ha tri-ugent,seičemekümne
764,achtzig::NUM,pevar-ugent,kahesakümne
765,neunzig::NUM,dek ha pevar-ugent,ühesakümne
766,hundert::NUM,kant,sada
767,tausend::NUM,mil,tuha
768,und::CNJ,ha,i
769,und::CNJ,ha,da
770,oder::CNJ,pe,vai
771,stehen::V,bezañ a-sav,seišta
772,sitzen::V,azezañ,ištta
773,sitzen::V,bezañ en e goazez,ištta
774,liegen::V,bezañ en e c'hourvez,venuda
775,hängen::V,krougañ,ripta
776,werden::V,dazonet,lindä
777,werden::V,dazonet,tehtas
778,passieren::V,c'hoarvezout,ozaitas
779,beginnen::V,stagañ,augotadas
780,enden::V,achuiñ,loptas
781,wechseln::V,cheñch,vajehtadas
782,aufgehen[Sonne]::V,dirouzañ,nousta
783,scheinen[Sonne]::V,lugernañ,paštta
784,donnern::V,taranal,juraita
785,wehen::V,c'hwezhañ,dölta
786,wehen::V,c'hwezhañ,puhuda
787,strömen::V,deredek,valadas
788,fließen::V,redek,valuda
789,sich drehen::V,troiñ,punotas
790,schwanken::V,trantellat,čibuda
791,schwingen::V,froumal,čibuda
792,fallen::V,kouezhañ,langeta
793,brennen::V,deviñ,pallada
794,rauchen::V,divogedañ,savustada
795,regnen::V,glavañ,vihmda
796,gefrieren::V,reviñ,jäduda
797,gefrieren::V,reviñ,kül'mdä
798,tauen::V,diskornañ,sulada
799,schmelzen::V,teuziñ,sulada
800,trocknen::V,sec'hañ,kuida
801,trocknen::V,sec'hañ,kuivehtuda
802,sieden::V,berviñ,kehuda
803,faulen::V,breinañ,hapata
