,Concept_ID,fi,ro
122,Sumpf::N,suo,mlaștină
123,Moor::N,räme,bărăgan
124,Wiese::N,niitty,fânaț
125,Wiese::N,niitty,livadă
126,Wald::N,metsä,codru
127,Wald::N,metsä,pădure
128,Hügel::N,mäki,deal
129,Hügel::N,mäki,movilă
130,Hügel::N,kumpu,deal
131,Hügel::N,kumpu,movilă
132,Hügel::N,kukkula,deal
133,Hügel::N,kukkula,movilă
134,Anhöhe::N,mäki,deal
135,Anhöhe::N,mäki,ridicătură
136,Anhöhe::N,kumpare,deal
137,Anhöhe::N,kumpare,ridicătură
138,Berg::N,mäki,munte
139,Berg::N,vuori,munte
140,Gipfel::N,laki,pisc
141,Gipfel::N,huippu,pisc
142,Höhle::N,luola,peșteră
143,Abhang::N,rinne,pantă
144,Abhang::N,rinne,versant
145,Quelle::N,lähde,izvor
146,Bach::N,puro,gârlă
147,Fluss::N,joki,râu
148,Fluss::N,joki,fluviu
149,Ufer::N,ranta,mal
150,Ufer::N,ranta,țărm
151,Küste::N,rannikko,coastă
152,Festland::N,manner,uscat
153,Meer::N,meri,mare
154,Bucht::N,lahti,golf
155,Insel::N,saari,insulă
156,Blume::N,kukka,floare
157,Gras::N,ruoho,iarbă
158,Wurzel::N,juuri,rădăcină
159,Baum::N,puu,copac
160,Baum::N,puu,arbore
161,Stamm::N,runko,tulpină
162,Rinde::N,kuori,scoarță
163,Rinde::N,parkki,scoarță
164,Ast::N,oksa,cracă
165,Ast::N,oksa,creangă
166,Zweig::N,haara,ramură
167,Zweig::N,haara,creangă
168,Blatt::N,lehti,frunză
169,Birke::N,koivu,mesteacăn
170,Kiefer[Baum]::N,mänty,pin
171,Kiefer[Baum]::N,petäjä,pin
172,Weide[Baum]::N,paju,salcie
173,Weide[Baum]::N,paju,răchită
174,Tanne::N,kuusi,brad
175,Horn::N,sarvi,corn
176,Feder::N,sulka,pană
177,Feder::N,höyhen,pană
178,Fell::N,talja,piele
179,Flügel::N,siipi,aripă
180,Klaue::N,kynsi,gheară
181,Kralle::N,kynsi,labă
182,Kralle::N,kynsi,gheară
183,Schwanz::N,häntä,coadă
184,Schwanz::N,pyrstö,coadă
185,Ei::N,muna,ou
186,Nest::N,pesä,cuib
187,Bau::N,pesä,bârlog
188,Bau::N,pesä,vizuină
189,Tier::N,eläin,animal
190,Herde::N,lauma,turmă
191,Herde::N,lauma,cireadă
192,Kuh::N,lehmä,vacă
193,Bulle::N,sonni,taur
194,Pferd::N,hevonen,cal
195,Schaf::N,lammas,oaie
196,Schwein::N,sika,porc
197,Hund::N,koira,câine
198,Katze::N,kissa,pisică
199,Bär::N,karhu,urs
200,Eichhörnchen::N,orava,veveriță
201,Elch::N,hirvi,elan
202,Fuchs::N,kettu,vulpe
203,Hase::N,jänis,iepure
204,Maus::N,hiiri,șoarece
205,Wolf::N,susi,lup
206,Vogel::N,lintu,pasăre
207,Schwarm::N,parvi,cârd
208,Huhn::N,kana,găină
209,Hahn::N,kukko,cocoș
210,Gans::N,hanhi,gâscă
211,Adler::N,kotka,vultur
212,Ente::N,ankka,rață
213,Eule::N,pöllö,bufniță
214,Kranich::N,kurki,cocor
215,Krähe::N,varis,cioară
216,Kuckuck::N,käki,cuc
217,Schwan::N,joutsen,lebădă
218,Fisch::N,kala,pește
219,Barsch::N,ahven,biban
220,Hecht::N,hauki,știucă
221,Schlange[Tier]::N,käärme,șarpe
222,Wurm::N,mato,vierme
223,Spinne::N,hämähäkki,păianjen
224,Ameise::N,muurahainen,furnică
225,Laus::N,täi,păduche
226,Mücke::N,sääski,țânțar
227,Mücke::N,hyttynen,țânțar
228,Fliege::N,kärpänen,muscă
229,Schmetterling::N,perhonen,fluture
230,Beere::N,marja,boabă
231,Apfel::N,omena,măr
232,Pilz::N,sieni,burete
233,Pilz::N,sieni,ciupercă
234,Zwiebel::N,sipuli,ceapă
235,Saat::N,siemenet,semănătură
236,Korn::N,jyvä,grâu
237,Korn::N,vilja,grâu
238,Heu::N,heinä,fân
239,Schale::N,kuori,coajă
240,Grube::N,kuoppa,groapă
241,Falle::N,loukku,cursă
242,Falle::N,loukku,capcană
243,Schlinge::N,ansa,laț
244,Spur::N,jälki,dâră
245,Asche::N,tuhka,cenușă
246,Dreck::N,lika,noroi
247,Dreck::N,lika,murdărie
248,Eisen::N,rauta,fier
249,Gold::N,kulta,aur
250,Silber::N,hopea,argint
251,Kohle::N,hiili,cărbune
252,Glas::N,lasi,sticlă
253,Lehm::N,savi,lut
254,Lehm::N,savi,humă
255,Sand::N,hiekka,nisip
256,Mensch::N,ihminen,om
257,Mensch::N,ihminen,persoană
258,Mann::N,mies,om
259,Mann::N,mies,bărbat
260,Frau::N,nainen,femeie
261,Kind::N,lapsi,copil
262,Junge::N,poika,băiat
263,Junge::N,poika,flăcău
264,Mädchen::N,tyttö,fată
265,Familie::N,perhe,familie
266,Großvater::N,isoisä,bunic
267,Großvater::N,isoisä,tată mare
268,Großmutter::N,isoäiti,bunică
269,Großmutter::N,isoäiti,mamă mare
270,Eltern::N,vanhemmat,părinți
271,Vater::N,isä,tată
272,Vater::N,isä,părinte
273,Mutter::N,äiti,mamă
274,Sohn::N,poika,fiu
275,Sohn::N,poika,fecior
276,Tochter::N,tytär,fiică
277,Bruder::N,veli,frate
278,Schwester::N,sisko,soră
279,Onkel::N,eno,unchi
280,Onkel::N,setä,unchi
281,Tante::N,täti,mătușă
282,Ehemann::N,mies,soț
283,Ehemann::N,mies,bărbat
284,Ehemann::N,aviomies,soț
285,Ehemann::N,aviomies,bărbat
286,Ehefrau::N,vaimo,soție
287,Ehefrau::N,aviovaimo,soție
288,Freude::N,ilo,bucurie
289,Freude::N,riemu,bucurie
290,Gelächter::N,nauru,râset
291,Glück::N,onni,fericire
292,Kummer::N,suru,mâhnire
293,Kummer::N,murhe,mâhnire
294,Wunsch::N,toive,dorință
295,Wunsch::N,toive,deziderat
296,Wunsch::N,toivomus,dorință
297,Wunsch::N,toivomus,deziderat
298,Lust::N,himo,poftă
299,Lust::N,himo,înclinare
300,Geist::N,henki,duh
301,Geist::N,henki,minte
302,Geist::N,henki,suflet
303,Gedanke::N,aate,gând
304,Gedanke::N,aate,cuget
305,Gedanke::N,ajatus,gând
306,Gedanke::N,ajatus,cuget
307,Gedächtnis::N,muisti,memorie
308,Verstand::N,äly,minte
309,Verstand::N,äly,intelect
310,Verstand::N,järki,minte
311,Verstand::N,järki,intelect
312,Verstand::N,ymmärrys,minte
313,Verstand::N,ymmärrys,intelect
314,Sinn::N,merkitys,sens
315,Sinn::N,merkitys,înțeles
316,Grund::N,syy,cauză
317,Grund::N,syy,pricină
318,Grund::N,peruste,cauză
319,Grund::N,peruste,pricină
320,Wahrheit::N,tosi,adevăr
321,Wahrheit::N,totuus,adevăr
322,Gespräch::N,puhelu,convorbire
323,Gespräch::N,puhelu,conversație
324,Gespräch::N,keskustelu,convorbire
325,Gespräch::N,keskustelu,conversație
326,Märchen::N,satu,basm
327,Märchen::N,satu,poveste
328,Erzählung::N,tarina,poveste
329,Erzählung::N,kertomus,poveste
330,Nachricht::N,tieto,veste
331,Nachricht::N,ilmoitus,veste
332,Neuigkeit::N,uutinen,noutate
333,Neuigkeit::N,uutinen,actualitate
334,Name::N,nimi,nume
335,Rätsel::N,arvoitus,ghicitoare
336,Rede::N,puhe,discurs
337,Sprache::N,kieli,limbă
338,Sprache::N,kieli,limbaj
339,Stimme::N,ääni,glas
340,Wort::N,sana,cuvânt
341,Zeichen::N,merkki,semn
342,Zeichen::N,merkki,semnal
343,Ruf::N,kutsu,chemare
344,Lärm::N,melu,zgomot
345,Lärm::N,melu,tărăboi
346,Lärm::N,hälinä,zgomot
347,Lärm::N,hälinä,tărăboi
348,Laut::N,ääni,sunet
349,Ton::N,sävel,ton
350,Lied::N,laulu,cântec
351,Ruhe::N,lepo,odihnă
352,Ruhe::N,lepo,liniște
353,Ruhe::N,rauha,odihnă
354,Ruhe::N,rauha,liniște
355,Leute::N,väki,lume
356,Leute::N,väki,oameni
357,Leute::N,ihmiset,lume
358,Leute::N,ihmiset,oameni
359,Volk::N,kansa,popor
360,Volk::N,kansa,națiune
361,Arbeit::N,työ,lucru
362,Gast::N,vieras,musafir
363,Geschenk::N,lahja,dar
364,Geschenk::N,lahja,cadou
365,Spiel::N,peli,joc
366,Spiel::N,leikki,joc
367,Gesellschaft::N,seura,societate
368,Hilfe::N,apu,ajutor
369,Freund::N,ystävä,amic
370,Freund::N,ystävä,prieten
371,Kamerad::N,toveri,tovarăș
372,Angelegenheit::N,asia,afacere
373,Anzahl::N,lukumäärä,număr
374,Anzahl::N,lukumäärä,cantitate
375,Art::N,laji,fel
376,Art::N,laji,specie
377,Stück::N,pala,bucată
378,Stück::N,kappale,bucată
379,Teil::N,osa,parte
380,Teil::N,osa,porție
381,Hälfte::N,puoli,jumătate
382,Kreis::N,ympyrä,cerc
383,Kreuz::N,risti,cruce
384,Linie::N,viiva,linie
385,Strich::N,piirto,linie
386,Strich::N,piirto,trăsătură
387,Abstand::N,väli,distanță
388,Abstand::N,väli,depărtare
389,Abstand::N,väljyys,distanță
390,Abstand::N,väljyys,depărtare
391,Entfernung::N,etäisyys,distanță
392,Entfernung::N,etäisyys,depărtare
393,Gegend::N,seutu,regiune
394,Platz::N,tila,loc
395,Ort::N,kohta,loc
396,Ort::N,paikka,loc
397,Seite::N,sivu,latură
398,Seite::N,kylki,latură
399,Mitte::N,keskus,centru
400,Mitte::N,puoliväli,centru
401,Gegenstand::N,kalu,obiect
402,Gegenstand::N,esine,obiect
403,Sache::N,asia,lucru
404,Sache::N,asia,chestie
405,Rand::N,ääri,bordură
406,Rand::N,syrjä,bordură
407,Kante::N,särmä,muchie
408,Kante::N,särmä,bordură
409,Ecke::N,nurkka,colț
410,Spitze::N,terä,vârf
411,Spitze::N,terä,creștet
412,Spitze::N,kärki,vârf
413,Spitze::N,kärki,creștet
414,Ende::N,pää,capăt
415,Ende::N,perä,capăt
416,Loch::N,kolo,gaură
417,Loch::N,reikä,gaură
418,Winkel::N,kulma,colț
419,Muster::N,kuvio,desen
420,Größe::N,koko,mărime
421,Größe::N,suuruus,mărime
422,Länge::N,pituus,lungime
423,Höhe::N,korkeus,înălțime
424,Gewicht::N,paino,greutate
425,Menge::N,määrä,cantitate
426,Haufen::N,kasa,grămadă
427,Reihe::N,rivi,șir
428,Reihe::N,rivi,rând
429,Boot::N,vene,barcă
430,Boot::N,vene,luntre
431,Ruder::N,airo,vâslă
432,Ruder::N,airo,lopată
433,Schlitten::N,reki,sanie
434,Schlitten::N,kelkka,sanie
435,Ski::N,suksi,schi
436,Lagerfeuer::N,nuotio,foc de tabără
437,Last::N,kuorma,povară
438,Last::N,kuorma,sarcină
439,Gang::N,kulku,mers
440,Gang::N,kulku,umblet
441,Gang::N,käynti,mers
442,Gang::N,käynti,umblet
443,Schritt::N,askel,pas
444,Norden::N,pohjoinen,nord
445,Norden::N,pohjoinen,miazănoapte
446,Süden::N,etelä,sud
447,Süden::N,etelä,miazăzi
448,Westen::N,länsi,apus
449,Osten::N,itä,est
450,Osten::N,itä,răsărit
451,Holz::N,puu,lemn
452,Brett::N,lauta,scândură
453,Platte::N,levy,placă
454,Stütze::N,noja,proptea
455,Stange::N,tanko,bară
456,Stange::N,tanko,prăjină
457,Stock::N,keppi,băț
458,Stock::N,keppi,baston
459,Stab::N,sauva,baston
460,Stab::N,sauva,prăjină
461,Stab::N,seiväs,baston
462,Stab::N,seiväs,prăjină
463,Rohr::N,putki,tub
464,Rohr::N,putki,țeavă
465,Haus::N,talo,casă
466,Heim::N,koti,casă
467,Heim::N,koti,cămin
468,Ofen::N,uuni,sobă
469,Fußboden::N,lattia,podea
470,Fußboden::N,lattia,dușumea
471,Tisch::N,pöytä,masă
472,Stuhl::N,tuoli,scaun
473,Wiege::N,kehto,leagăn
474,Bett::N,sänky,pat
475,Regal::N,hylly,rafturi
476,Kiste::N,arkku,ladă
477,Kiste::N,arkku,cutie
478,Kiste::N,kirstu,ladă
479,Kiste::N,kirstu,cutie
480,Kiste::N,laatikko,ladă
481,Kiste::N,laatikko,cutie
482,Fenster::N,ikkuna,fereastră
483,Tür::N,ovi,ușă
484,Tor::N,portti,poartă
485,Zaun::N,aita,gard
486,Dach::N,katto,acoperiș
487,Leiter::N,tikkaat,scară
488,Leiter::N,tikapuut,scară
489,Besen::N,luuta,mătură
490,Spaten::N,lapio,cazma
491,Spaten::N,lapio,hârleț
492,Schaufel::N,lapio,lopată
493,Gabel::N,haarukka,furculiță
494,Löffel::N,lusikka,lingură
495,Messer::N,veitsi,cuțit
496,Nagel::N,naula,cui
497,Netz::N,verkko,plasă
498,Haken::N,haka,cârlig
499,Haken::N,koukku,cârlig
500,Griff::N,ripa,mâner
501,Griff::N,kahva,mâner
502,Schloss::N,lukko,lacăt
503,Bild::N,kuva,tablou
504,Bild::N,kuva,imagine
505,Figur::N,kuvio,chip
506,Figur::N,kuvio,figură
507,Puppe::N,nukke,păpușă
508,Beutel::N,pussi,pungă
509,Beutel::N,pussi,săculeț
510,Bündel::N,nippu,mănunchi
511,Bündel::N,kimppu,mănunchi
512,Tasche::N,laukku,geantă
513,Eimer::N,sanko,găleată
514,Eimer::N,ämpäri,găleată
515,Deckel::N,kansi,capac
516,Geschirr::N,astia,vase
517,Geschirr::N,astia,tacâmuri
518,Sack::N,säkki,sac
519,Tasse::N,kuppi,ceașcă
520,Topf::N,pata,oală
521,Kessel::N,kattila,cazan
522,Kessel::N,kattila,căldare
523,Essen::N,syönti,mâncare
524,Nahrung::N,ruoka,hrană
525,Nahrung::N,ruoka,aliment
526,Nahrung::N,ravinto,hrană
527,Nahrung::N,ravinto,aliment
528,Speise::N,ruoka,bucate
529,Speise::N,ruoka,fel de bucate
530,Fleisch::N,liha,carne
531,Getreide::N,vilja,cereale
532,Brei::N,puuro,pireu
533,Brot::N,leipä,pâine
534,Scheibe::N,viipale,felie
535,Scheibe::N,viipale,bucată
536,Fett::N,rasva,untură
537,Fett::N,rasva,grăsime
538,Butter::N,voi,unt
539,Öl::N,öljy,ulei
540,Salz::N,suola,sare
541,Suppe::N,keitto,supă
542,Suppe::N,keitto,ciorbă
543,Honig::N,hunaja,miere
544,Milch::N,maito,lapte
545,Tee::N,tee,ceai
546,Leder::N,nahka,piele
547,Wolle::N,villa,lână
548,Stoff::N,kangas,stofă
549,Nadel::N,neula,ac
550,Faden::N,lanka,ață
551,Knopf::N,nappi,buton
552,Knoten::N,solmu,nod
553,Farbe::N,maali,vopsea
554,Kleidung::N,vaatteet,haine
555,Kleidung::N,vaatteet,îmbrăcăminte
556,Hemd::N,paita,cămașă
557,Kragen::N,kaulus,guler
558,Ärmel::N,hiha,mânecă
559,Hose::N,housut,pantaloni
560,Gürtel::N,vyö,cordon
561,Mütze::N,lakki,șapcă
562,Schuh::N,kenkä,gheată
563,Stiefel::N,saapas,cizmă
564,Ring::N,sormus,inel
565,Ring::N,sormus,verigă
566,Band::N,nauha,panglică
567,Band::N,nauha,șiret
568,Kamm::N,kampa,pieptene
569,Spiegel::N,peili,oglindă
570,Riemen::N,hihna,curea
571,Schnur::N,naru,funie
572,Schnur::N,naru,sfoară
573,Schnur::N,nuora,funie
574,Schnur::N,nuora,sfoară
575,Leine::N,talutushihna,lesă
576,Leine::N,talutushihna,curea
577,Decke::N,peite,pătură
578,Kissen::N,tyyny,pernă
579,Kissen::N,pielus,pernă
580,Tuch::N,huivi,batic
581,Handtuch::N,pyyheliina,prosop
582,Handtuch::N,pyyheliina,ștergar
583,Kraft::N,väki,forță
584,Kraft::N,väki,putere
585,Kraft::N,voima,forță
586,Kraft::N,voima,putere
587,Stärke::N,vahvuus,tărie
588,Stärke::N,vahvuus,vigoare
589,Gesundheit::N,terveys,sănătate
590,Krankheit::N,tauti,boală
591,Krankheit::N,tauti,maladie
592,Krankheit::N,sairaus,boală
593,Krankheit::N,sairaus,maladie
594,Schmerz::N,kipu,durere
595,Schmerz::N,särky,durere
596,Wunde::N,haava,rană
597,Fieber::N,kuume,febră
598,Arznei::N,lääke,leac
599,Arznei::N,lääke,medicament
600,Brücke::N,silta,pod
601,Brücke::N,silta,punte
602,Brunnen::N,kaivo,puț
603,Weide::N,laidun,izlaz
604,Weide::N,laidun,pășune
605,Pfad::N,polku,cărare
606,Weg::N,tie,drum
607,Straße::N,katu,cale
608,Straße::N,katu,stradă
609,Dorf::N,kylä,sat
610,Stadt::N,kaupunki,oraș
611,Brief::N,kirje,scrisoare
612,Buch::N,kirja,carte
613,Buchstabe::N,kirjain,literă
614,Buchstabe::N,kirjain,caracter
615,Zeitung::N,lehti,ziar
616,Zeitung::N,lehti,gazetă
617,Zeitung::N,sanomalehti,ziar
618,Zeitung::N,sanomalehti,gazetă
619,Leben::N,elo,viață
620,Leben::N,elämä,viață
621,Tod::N,kuolema,moarte
622,Grab::N,hauta,groapă
623,Grab::N,hauta,mormânt
624,Kirche::N,kirkko,biserică
625,Sünde::N,synti,păcat
626,Gott::N,jumala,zeu
627,Arbeiter::N,työläinen,muncitor
628,Chef::N,päällikkö,șef
629,Meister::N,mestari,meșter
630,Meister::N,mestari,maestru
631,Arzt::N,lääkäri,medic
632,Arzt::N,lääkäri,doctor
633,Lehrer::N,opettaja,profesor
634,Lehrer::N,opettaja,învățător
635,Geld::N,raha,bani
636,Geld::N,raha,parale
637,Geschäft::N,liike,treabă
638,Geschäft::N,liike,afacere
639,Laden::N,puoti,magazin
640,Laden::N,puoti,prăvălie
641,Laden::N,kauppa,magazin
642,Laden::N,kauppa,prăvălie
643,Preis::N,hinta,preț
644,Ware::N,tavara,marfă
645,Nutzen::N,hyöty,folos
646,Nutzen::N,hyöty,profit
647,Reichtum::N,rikkaus,avuție
648,Reichtum::N,rikkaus,bogăție
649,Welt::N,maailma,lume
650,Land::N,maa,țară
651,Staat::N,valtio,stat
652,König::N,kuningas,rege
653,Macht::N,mahti,putere
654,Macht::N,mahti,putință
655,Grenze::N,raja,hotar
656,Grenze::N,raja,graniță
657,Grenze::N,raja,frontieră
658,Krieg::N,sota,război
659,Feind::N,vihollinen,dușman
660,Gewalt::N,väkivalta,violență
661,Kampf::N,taistelu,luptă
662,Bogen[Waffe]::N,jousi,arc
663,Pfeil::N,nuoli,săgeată
664,Gewehr::N,kivääri,armă
665,Gewehr::N,kivääri,pușcă
666,Fehler::N,vika,eroare
667,Fehler::N,vika,greșeală
668,Fehler::N,virhe,eroare
669,Fehler::N,virhe,greșeală
670,Lüge::N,valhe,minciună
671,Schaden::N,vaurio,daună
672,Schaden::N,vaurio,pagubă
673,Schaden::N,vahinko,daună
674,Schaden::N,vahinko,pagubă
675,Unglück::N,vahinko,nenorocire
676,Unglück::N,onnettomuus,nenorocire
677,Schuld::N,syy,vină
678,Alter::N,ikä,etate
679,Alter::N,ikä,vârstă
680,Schluss::N,loppu,sfârșit
681,Zeit::N,aika,timp
682,Zeit::N,aika,vreme
683,Tag::N,päivä,zi
684,Morgen::N,aamu,dimineață
685,Morgen::N,huomen,dimineață
686,Mittag::N,keskipäivä,prânz
687,Mittag::N,keskipäivä,amiază
688,Abend::N,ilta,seară
689,Nacht::N,yö,noapte
690,Woche::N,viikko,săptămână
691,Monat::N,kuukausi,lună
692,Jahr::N,vuosi,an
693,Frühling::N,kevät,primăvară
694,Sommer::N,kesä,vară
695,Herbst::N,syksy,toamnă
696,Winter::N,talvi,iarnă
697,Januar::N,tammikuu,ianuarie
698,Februar::N,helmikuu,februarie
699,März::N,maaliskuu,martie
700,April::N,huhtikuu,aprilie
701,Mai::N,toukokuu,mai
702,Juni::N,kesäkuu,iunie
703,Juli::N,heinäkuu,iulie
704,August::N,elokuu,august
705,September::N,syyskuu,septembrie
706,Oktober::N,lokakuu,octombrie
707,November::N,marraskuu,noiembrie
708,Dezember::N,joulukuu,decembrie
709,Montag::N,maanantai,luni
710,Dienstag::N,tiistai,marți
711,Mittwoch::N,keskiviikko,miercuri
712,Donnerstag::N,torstai,joi
713,Freitag::N,perjantai,vineri
714,Samstag::N,lauantai,sâmbătă
715,Sonntag::N,sunnuntai,duminică
716,groß::A,iso,mare
717,groß::A,suuri,mare
718,klein::A,pieni,mic
719,lang::A,pitkä,lung
720,kurz::A,lyhyt,scurt
721,breit::A,leveä,lat
722,breit::A,leveä,larg
723,schmal::A,kapea,strâmt
724,dicht::A,taaja,des
725,dick[Gegenstand]::A,paksu,gros
726,dünn::A,ohut,subțire
727,fein::A,hieno,fin
728,fein::A,hieno,subțire
729,fest::A,luja,tare
730,fest::A,luja,solid
731,flach::A,litteä,șes
732,flach::A,litteä,plan
733,flach::A,tasainen,șes
734,flach::A,tasainen,plan
735,glatt::A,sileä,lins
736,glatt::A,siloinen,lins
737,hart::A,kova,dur
738,weich::A,pehmeä,moale
739,rund::A,pyöreä,rotund
740,rund::A,pyöreä,circular
741,spitz::A,terävä,ascuțit
742,scharf::A,terävä,tăios
743,scharf::A,terävä,ascuțit
744,stumpf::A,tylsä,tocit
745,schwer::A,raskas,greu
746,schwer::A,painava,greu
747,schön::A,kaunis,frumos
748,heiß::A,kuuma,cald
749,heiß::A,kuuma,fierbinte
750,warm::A,lämmin,cald
751,warm::A,lämmin,fierbinte
752,kalt::A,kylmä,rece
753,kalt::A,viluinen,rece
754,kühl::A,viileä,rece
755,kühl::A,viileä,răcoros
756,frisch::A,tuore,răcoros
757,frisch::A,tuore,proaspăt
758,feucht::A,kostea,umed
759,feucht::A,kostea,jilav
760,nass::A,märkä,ud
761,trocken::A,kuiva,sec
762,trocken::A,kuiva,uscat
763,voll::A,täysi,plin
764,leer::A,tyhjä,gol
765,offen::A,avonainen,deschis
766,geschlossen::A,suljettu,închis
767,sauber::A,puhdas,curat
768,schmutzig::A,likainen,murdar
769,roh::A,raaka,crud
770,reif::A,kypsä,copt
771,lecker::A,herkullinen,gustos
772,süß::A,makea,dulce
773,bitter::A,karvas,amar
774,bitter::A,kitkerä,amar
775,sauer::A,hapan,acru
776,hell::A,kirkas,clar
777,hell::A,kirkas,luminos
778,hell::A,valoisa,clar
779,hell::A,valoisa,luminos
780,dunkel::A,pimeä,obscur
781,dunkel::A,pimeä,întunecos
782,schwarz::A,musta,negru
783,weiß::A,valkea,alb
784,rot::A,punainen,roșu
785,gelb::A,keltainen,galben
786,blau::A,sininen,albastru
787,grün::A,vihreä,verde
788,grau::A,harmaa,gri
789,grau::A,harmaa,cenușiu
790,bunt::A,kirjava,colorat
791,billig::A,halpa,ieftin
792,billig::A,huokea,ieftin
793,teuer::A,kallis,scump
794,wertvoll::A,arvokas,prețios
795,blind::A,sokea,orb
796,taub::A,kuuro,surd
797,kräftig::A,väkevä,tare
798,kräftig::A,väkevä,forte
799,kräftig::A,väkevä,robust
800,kräftig::A,voimakas,tare
801,kräftig::A,voimakas,forte
802,kräftig::A,voimakas,robust
803,stark::A,vahva,viguros
804,stark::A,vahva,puternic
805,schwach::A,heikko,slab
806,schwach::A,heikko,debil
807,fett::A,lihava,gras
808,schlank::A,hoikka,zvelt
809,schlank::A,solakka,zvelt
810,hübsch::A,soma,drăguț
811,hübsch::A,sievä,drăguț
812,böse::A,paha,rău
813,böse::A,paha,răutăcios
814,böse::A,häijy,rău
815,böse::A,häijy,răutăcios
816,dumm::A,tyhmä,nerod
817,dumm::A,tyhmä,tâmpit
818,dumm::A,typerä,nerod
819,dumm::A,typerä,tâmpit
820,faul::A,laiska,leneș
821,fleißig::A,ahkera,harnic
822,fleißig::A,ahkera,sârguincios
823,geizig::A,saita,calic
824,geizig::A,saita,zgârcit
825,klug::A,älykäs,isteț
826,klug::A,älykäs,deștept
827,geschickt::A,taitava,dibaci
828,lieb::A,rakas,drag
