,Concept_ID,be,ce
271,Hilfe::N,дапамога,гӏо
272,Freund::N,друг,доттагl
273,Freund::N,сябар,доттагl
274,Kamerad::N,прыяцель,накъост
275,Angelegenheit::N,справа,гӏуллакх
276,Anzahl::N,колькасць,терахь
277,Art::N,від,
278,Stück::N,кусок,юьхк
279,Stück::N,кавалак,юьхк
280,Teil::N,частка,дакъа
281,Hälfte::N,палова,ах
282,Hälfte::N,палавіна,ах
283,Kreis::N,круг,го
284,Kreuz::N,крыж,жӏара
285,Linie::N,лінія,сиз
286,Strich::N,рыса,сиз
287,Abstand::N,прамежак,юкъ
288,Entfernung::N,адлегласць,
289,Gegend::N,мясцовасць,мeттиг
290,Platz::N,месца,майда
291,Ort::N,месца,меттиг
292,Seite::N,бок,aгӏo
293,Mitte::N,сярэдзіна,юкъ
294,Gegenstand::N,прадмет,хӏума
295,Sache::N,рэч,хӏума
296,Rand::N,край,йист
297,Kante::N,руб,йист
298,Kante::N,кант,йист
299,Ecke::N,вугал,са
300,Spitze::N,кончык,ралла
301,Ende::N,канец,юьхьиг
302,Loch::N,дзірка,ӏуьрг
303,Winkel::N,вугал,са
304,Muster::N,узор,дагар
305,Muster::N,узор,тӏамар
306,Größe::N,памер,барам
307,Länge::N,даўжыня,йохалла
308,Höhe::N,вышыня,локхалла
309,Gewicht::N,вага,йозалла
310,Menge::N,колькасць,дукхалла
311,Haufen::N,куча,сал
312,Haufen::N,куча,оьла
313,Reihe::N,рад,рагӏ
314,Reihe::N,рад,могӏа
315,Boot::N,лодка,кема
316,Ruder::N,вясло,пийсиг
317,Schlitten::N,сані,салаз
318,Ski::N,лыжа,когсалаз
319,Lagerfeuer::N,вогнішча,цӏе
320,Last::N,цяжар,дукъ
321,Gang::N,ход,лелар
322,Schritt::N,шаг,гӏулч
323,Schritt::N,крок,гӏулч
324,Norden::N,поўнач,къилбаседе
325,Süden::N,поўдзень,къилбе
326,Westen::N,захад,малхбузе
327,Osten::N,усход,малхбале
328,Holz::N,дрэва,дечиг
329,Holz::N,драўніна,дечиг
330,Brett::N,дошка,у
331,Platte::N,пліта,у
332,Stütze::N,падпорка,гӏopтоp
333,Stange::N,жэрдка,гӏуркх
334,Stock::N,палка,ӏаса
335,Stab::N,шост,гӏаж
336,Rohr::N,труба,биргӏа
337,Haus::N,дом,цӏа
338,Heim::N,дом,кхерч
339,Heim::N,хата,кхерч
340,Ofen::N,печ,кхерч
341,Fußboden::N,падлога,цӏенкъа
342,Tisch::N,стол,шун
343,Stuhl::N,стул,гӏант
344,Stuhl::N,крэсла,гӏант
345,Wiege::N,калыска,ага
346,Bett::N,ложак,маьнга
347,Bett::N,пасцель,маьнга
348,Regal::N,паліца,терхи
349,Kiste::N,скрынка,яьшка
350,Fenster::N,акно,кор
351,Tür::N,дзверы,неӏ
352,Tor::N,вароты,ков
353,Zaun::N,агароджа,керт
354,Dach::N,дах,тхов
355,Leiter::N,лесвіца,лами
356,Besen::N,мятла,нуй
357,Spaten::N,лапата,бел
358,Spaten::N,жалязняк,бел
359,Schaufel::N,шуфлік,аьшкал
360,Schaufel::N,лапатка,аьшкал
361,Gabel::N,відэлец,мӏара
362,Löffel::N,лыжка,ӏайг
363,Messer::N,нож,урс
364,Nagel::N,цвік,хьостам
365,Netz::N,сетка,бой
366,Haken::N,крук,мӏара
367,Griff::N,ручка,
368,Schloss::N,замок,чӏега
369,Bild::N,карціна,сурт
370,Figur::N,фігура,
371,Puppe::N,лялька,тайниг
372,Beutel::N,мяшок,гали
373,Bündel::N,вязка,кочар
374,Tasche::N,торба,тӏоьрмиг
375,Eimer::N,вядро,чийлик
376,Deckel::N,накрыўка,негӏар
377,Geschirr::N,пасуда,пхьегӏа
378,Sack::N,мех,гали
379,Tasse::N,кубак,кад
380,Topf::N,каструля,яй
381,Kessel::N,кацёл,яй
382,Essen::N,ежа,юург
383,Nahrung::N,харч,кхача
384,Speise::N,страва,юург
385,Fleisch::N,мяса,жижиг
386,Getreide::N,збожжа,буьртиг
387,Brei::N,каша,xудар
388,Brot::N,хлеб,бепиг
389,Brot::N,хлеб,кхаллар
390,Scheibe::N,луста,цастар
391,Scheibe::N,скібка,цастар
392,Fett::N,тлушч,мохь
393,Butter::N,масла,налха
394,Öl::N,алей,даьтта
395,Salz::N,соль,туьха
396,Suppe::N,суп,чорпа
397,Honig::N,мёд,моз
398,Milch::N,малако,шура
399,Tee::N,чай,чай
400,Tee::N,гарбата,чай
401,Leder::N,скура,цӏока
402,Wolle::N,воўна,тӏapгӏa
403,Stoff::N,тканіна,кӏади
404,Nadel::N,іголка,маха
405,Faden::N,нітка,тай
406,Knopf::N,гузік,нуьйда
407,Knoten::N,вузел,шад
408,Farbe::N,фарба,сир
409,Farbe::N,фарба,басар
410,Kleidung::N,адзенне,бедар
411,Hemd::N,кашуля,коч
412,Kragen::N,каўнер,кач
413,Ärmel::N,рукаў,пхьош
414,Hose::N,штаны,хеча
415,Gürtel::N,пояс,доьхка
416,Mütze::N,шапка,куй
417,Schuh::N,чаравік,мача
418,Stiefel::N,бот,этка
419,Ring::N,кольца,чӏуг
420,Band::N,стужка,лента
421,Kamm::N,расчоска,ехк
422,Spiegel::N,люстра,куьзга
423,Riemen::N,рэмень,доьхка
424,Schnur::N,вяроўка,муш
425,Leine::N,павадок,кочатосу доьхка
426,Decke::N,коўдра,юргӏа
427,Kissen::N,падушка,гIайба
428,Tuch::N,хустка,исхар
429,Handtuch::N,ручнік,гата
430,Kraft::N,сіла,гӏора
431,Stärke::N,моц,гӏап
432,Gesundheit::N,здароўе,могашалла
433,Krankheit::N,хвароба,цамгар
434,Schmerz::N,боль,лазар
435,Wunde::N,рана,чов
436,Fieber::N,гарачка,xорша
437,Fieber::N,ліхаманка,xорша
438,Arznei::N,лекі,молха
439,Brücke::N,мост,тӏай
440,Brunnen::N,калодзеж,гӏу
441,Weide::N,паша,дак
442,Pfad::N,сцежка,тача
443,Weg::N,шлях,некъ
444,Weg::N,дарога,некъ
445,Straße::N,вуліца,урам
446,Dorf::N,вёска,юрт
447,Stadt::N,горад,гӏала
448,Brief::N,ліст,кехат
449,Brief::N,пісьмо,кехат
450,Buch::N,кніга,жайна
451,Buchstabe::N,літара,элп
452,Zeitung::N,газета,газет
453,Leben::N,жыццё,дахар
454,Tod::N,смерць,далар
455,Tod::N,смерць,ӏожалла
456,Grab::N,магіла,каш
457,Kirche::N,касцёл,килс
458,Kirche::N,царква,килс
459,Sünde::N,грэх,къа
460,Gott::N,бог,дела
461,Arbeiter::N,рабочы,белхало
462,Chef::N,начальнік,хьаькам
463,Meister::N,майстар,говзанча
464,Arzt::N,урач,лор
465,Lehrer::N,настаўнік,хьехархо
466,Geld::N,грошы,aхча
467,Geschäft::N,заняцце,туька
468,Laden::N,крама,туька
469,Laden::N,магазін,туька
470,Preis::N,цана,мах
471,Ware::N,тавар,хlума
472,Nutzen::N,выгада,пайда
473,Reichtum::N,багацце,хьал
474,Welt::N,свет,дуьне
475,Land::N,краіна,мохк
476,Staat::N,дзяржава,пачхьалкх
477,König::N,кароль,паччахь
478,Macht::N,улада,ӏедал
479,Grenze::N,граніца,доза
480,Krieg::N,вайна,тӏом
481,Feind::N,вораг,мостагӏ
482,Gewalt::N,насілле,гӏело
483,Kampf::N,барацьба,къийсам
484,Bogen[Waffe]::N,лук,
485,Pfeil::N,страла,пха
486,Gewehr::N,ружжо,топ
487,Fehler::N,памылка,гӏалат
488,Lüge::N,хлусня,аьшпаш
489,Schaden::N,шкода,зен
490,Unglück::N,ліха,бала
491,Unglück::N,бядота,бала
492,Schuld::N,віна,бехк
493,Alter::N,узрост,хан
494,Schluss::N,канец,чакхе
495,Zeit::N,час,хан
496,Tag::N,дзень,де
497,Morgen::N,ранак,ӏуьйре
498,Morgen::N,раніца,ӏуьйре
499,Mittag::N,паўдня,делкъе
500,Mittag::N,поўдзень,делкъе
501,Abend::N,вечар,суьйре
502,Nacht::N,ноч,буьйса
503,Woche::N,тыдзень,кӏира
504,Monat::N,месяц,бутт
505,Jahr::N,год,шо
506,Frühling::N,вясна,бӏаьсте
507,Sommer::N,лета,аьхке
508,Herbst::N,восень,гуьйре
509,Winter::N,зіма,ӏа
510,Januar::N,студзень,январь
511,Februar::N,люты,февраль
512,März::N,сакавік,март
513,April::N,красавік,апрель
514,Mai::N,май,май
515,Mai::N,травень,май
516,Juni::N,чэрвень,июнь
517,Juli::N,ліпень,июль
518,August::N,жнівень,август
519,September::N,верасень,сентябрь
520,Oktober::N,кастрычнік,октябрь
521,November::N,лістапад,ноябрь
522,Dezember::N,снежань,декабрь
523,Montag::N,панядзелак,оршот
524,Dienstag::N,аўторак,шинара
525,Mittwoch::N,серада,кхаара
526,Donnerstag::N,чацвер,еара
527,Freitag::N,пятніца,пӏераска
528,Samstag::N,субота,шот
529,Sonntag::N,нядзеля,кӏиранде
530,groß::A,вялікі,доккха
531,klein::A,маленькі,кегий
532,lang::A,доўгі,еха
533,kurz::A,кароткі,доца
534,breit::A,шырокі,шуьйра
535,schmal::A,вузкі,готта
536,dicht::A,густы,луьста
537,dick[Gegenstand]::A,тоўсты,стомма
538,dünn::A,тонкі,дуткъа
539,fein::A,тонкі,ховха
540,fest::A,моцны,чӏогӏа
541,flach::A,плоскі,чӏапа
542,glatt::A,гладкі,шера
543,hart::A,цвёрды,чӏогӏa
544,weich::A,мяккі,кӏеда
545,rund::A,круглы,горга
546,spitz::A,спічасты,ира
547,spitz::A,востраканцовы,ира
548,scharf::A,востры,ира
549,stumpf::A,тупы,аьртa
550,schwer::A,цяжкі,деза
551,schön::A,прыгожы,хаза
552,heiß::A,гарачы,довха
553,warm::A,цёплы,довха
554,kalt::A,холадны,шийла
555,kühl::A,халаднаваты,шийла
556,frisch::A,свежы,керла
557,feucht::A,вільготны,тӏуьна
558,nass::A,мокры,тӏеда
559,trocken::A,сухі,eкъа
560,voll::A,поўны,дуьзна
561,leer::A,пусты,яьсса
562,offen::A,адкрыты,диллина
563,offen::A,адчынены,диллина
564,geschlossen::A,закрыты,дӏакъевлина
565,geschlossen::A,закрыты,дӏачӏагӏдина
566,geschlossen::A,зачынены,дӏакъевлина
567,geschlossen::A,зачынены,дӏачӏагӏдина
568,sauber::A,чысты,цӏена
569,schmutzig::A,брудны,боьха
570,roh::A,сыры,буьйда
571,reif::A,спелы,хилла
572,lecker::A,смачны,чоме
573,süß::A,салодкі,мерза
574,bitter::A,горкі,къаьхьа
575,sauer::A,кіслы,муьста
576,hell::A,светлы,сирла
577,dunkel::A,цёмны,бодане
578,schwarz::A,чорны,ӏаьржа
579,weiß::A,белы,кӏайн
580,rot::A,чырвоны,цӏен
581,gelb::A,жоўты,можа
582,blau::A,сіні,сийна
583,grün::A,зялёны,баьццара
584,grau::A,шэры,cира
585,grau::A,шэры,мокха
586,bunt::A,пяресты,къорза
587,billig::A,танны,дораха
588,teuer::A,дарагі,деза
589,wertvoll::A,цэнны,мехала
590,wertvoll::A,каштоўны,мехала
591,blind::A,сляпы,бӏаьрзе
592,taub::A,глухі,къора
593,kräftig::A,магутны,нуьцкъала
594,stark::A,сільны,зоьртала
595,stark::A,сільны,нуьцкъала
596,schwach::A,слабы,гӏорасиза
597,fett::A,тлусты,дерстана
598,schlank::A,стройны,куц долу
599,hübsch::A,чароўны,хаза
600,böse::A,злы,вон
601,dumm::A,дурны,сонта
602,faul::A,лянівы,мало ен
603,fleißig::A,руплівы,тӏера
604,geizig::A,прагны,пис
605,geizig::A,прагны,сутара
606,klug::A,разумны,хьекъале
607,geschickt::A,умелы,тӏахъаьлла
608,lieb::A,мілы,хьоме
609,lustig::A,вясёлы,самукъане
610,sanft::A,ласкавы,кlеда
611,hungrig::A,галодны,меца
612,krank::A,хворы,цомгуш долу
613,nackt::A,голы,дерзана
614,traurig::A,сумны,самукъане воцу
615,lebendig::A,жывы,дийна
616,gut::A,добры,дика
617,schlecht::A,кепскі,вон
618,richtig::A,правільны,нийса
619,schlimm::A,агідны,вон
620,wahr::A,сапраўдны,бакъдолу
621,alt::A,стары,къена
622,neu::A,новы,керла
623,ehemalig::A,былы,хилла
624,alt[Lebewesen]::A,стары,къена
625,jung::A,малады,къона
626,arm::A,бедны,къен
627,reich::A,багаты,хьоле
628,bekannt::A,знаёмы,девзаш долу
629,berühmt::A,славуты,цӏеяхана
630,fremd::A,чужы,нехан
631,verschieden::A,розны,тайп-тайпанара
632,nah::A,блізкі,гергара
633,fern::A,далёкі,гена
634,fern::A,далёкі,генара
635,linker::A,левы,аьрру
636,rechter::A,правы,аьтту
637,anderer::A,іншы,кхин
638,anderer::A,другі,кхин
639,erster::A,першы,хьалхара
640,zweiter::A,другі,шолгIа
641,dritter::A,трэці,кхоалгӏа
642,letzter::A,апошні,тӏаьххьара
643,allein::ADV,сам,цхьаъ
644,allein::ADV,адзін,цхьаъ
645,auf einmal::ADV,адразу,цу сохьтта
646,zusammen::ADV,разам,цхьана
647,lange::ADV,доўга,дукха
648,plötzlich::ADV,раптам,цIеххьана
649,sofort::ADV,зараз,цу сохьтта
650,später::ADV,пазней,тӏаьхьо
651,jetzt::ADV,цяпер,хӏинца
652,heute::ADV,сёння,тахана
653,morgen::ADV,заўтра,кхана
654,bald::ADV,хутка,кеста
655,bald::ADV,неўзабаве,кеста
656,dann::ADV,потым,тӏаккха
657,gestern::ADV,учора,селхана
658,einst::ADV,аднойчы,цкъа
659,damals::ADV,тады,хӏетахьь
660,danach::ADV,затым,тӏаккха
661,vorher::ADV,раней,хьалхa
662,zuerst::ADV,спярша,хьалха
663,zuerst::ADV,спачатку,хьалха
664,einmal::ADV,адзін раз,цкъа
665,manchmal::ADV,часам,цкъаццкъа
666,oft::ADV,часта,кест-кеста
667,immer::ADV,заўсёды,даим
668,niemals::ADV,ніколі,цкъа а
669,hier::ADV,тут,кхузахь
670,hierhin::ADV,сюды,кхуза
671,von hier::ADV,адсюль,кхузара
672,von hier::ADV,адгэтуль,кхузара
673,dort::ADV,там,цигахь
674,dorthin::ADV,туды,цига
675,geradeaus::ADV,прама,нийса дӏа
676,vorwärts::ADV,наперад,хьалха
677,rückwärts::ADV,назад,юха
678,zurück::ADV,назад,юха
679,unten::ADV,унізе,лахахь
680,hinab::ADV,уніз,охьа
681,oben::ADV,угары,лакхахь
682,oben::ADV,наверсе,лакхахь
683,hinauf::ADV,угару,хьала
684,überall::ADV,усюды,массанхьа
685,nicht::ADV,не,ца
686,ein wenig::ADV,трошкі,кӏеззиг
687,kaum::ADV,ледзьве,халла
688,sehr::ADV,вельмі,вуно
689,so::ADV,так,
690,noch::ADV,яшчэ,кхин
691,nur::ADV,толькі,бен ...ца
692,schon::ADV,ужо,хӏинцале
693,wieder::ADV,зноў,юха а
694,vergebens::ADV,дарма,эрна
695,vergebens::ADV,дарэмна,эрна
696,vor::PRP,перад,хьалха
697,hinter::PRP,за,тӏехьа
698,hinter::PRP,ззаду,тӏехьа
699,unter::PRP,пад,кIелахь
700,durch::PRP,праз,чекх
701,neben::PRP,каля,юххе
702,zwischen::PRP,між,юккъехь
703,zwischen::PRP,паміж,юккъехь
704,wegen::PRP,з-за,дуьхьа
705,dies::PRN,гэта,и
706,dies::PRN,гэта,иза
707,das::PRN,тое,и
708,das::PRN,тое,иза
709,alles::PRN,усё,дерриг
710,ich::PRN,я,cо
711,du::PRN,ты,хьо
712,er::PRN,ён,и
713,er::PRN,ён,иза
714,wir::PRN,мы,тхо
715,wir::PRN,мы,вай
716,ihr::PRN,вы,шу
717,sie::PRN,яны,уьш
718,was::FPRN,што,хӏун
719,wer::FPRN,хто,мила
720,wo::FADV,дзе,мичaхь
721,wohin::FADV,куды,мича
722,wie::FADV,як,муха
723,warum::FADV,чаму,хӏунда
724,wieviel::FNUM,колькі,мел
725,wieviel::FNUM,колькі,маса
726,eins::NUM,адзін,цхьаъ
727,zwei::NUM,два,шиъ
728,drei::NUM,тры,кхоъ
729,vier::NUM,чатыры,диъ
730,fünf::NUM,пяць,пхиъ
731,sechs::NUM,шесць,ялх
732,sieben::NUM,сем,ворхӏ
733,acht::NUM,восем,бархӏ
734,neun::NUM,дзевяць,исс
735,zehn::NUM,дзесяць,итт
736,elf::NUM,адзінаццаць,цхьайтта
737,zwölf::NUM,дванаццаць,шийтта
738,zwanzig::NUM,дваццаць,ткъа
739,dreißig::NUM,трыццаць,ткъе итт
740,vierzig::NUM,сорак,шовзткъа
741,fünfzig::NUM,пядзесят,шовзткъе итт
742,sechzig::NUM,шесдзесят,кхузткъа
743,siebzig::NUM,семдзесят,кхузткъе итт
744,achtzig::NUM,восемдзесят,дезткъа
745,neunzig::NUM,дзевяноста,дезткъе итт
746,hundert::NUM,сто,бӏе
747,tausend::NUM,тысяча,эзар
748,und::CNJ,і,a
749,und::CNJ,ды,a
750,oder::CNJ,або,я
751,stehen::V,стаяць,латта
752,sitzen::V,сядзець,хиъна ӏан
753,liegen::V,ляжаць,ӏилла
754,hängen::V,вісець,кхаза
755,werden::V,стаць,хила
756,werden::V,зрабіцца,хила
757,passieren::V,трапіцца,хила
758,beginnen::V,пачацца,доло
759,enden::V,кончыцца,дӏадерза
760,wechseln::V,мяняцца,хийца
761,aufgehen[Sonne]::V,узысці,кхета
762,untergehen[Sonne]::V,зайсці,чубуза
763,scheinen[Sonne]::V,свяціць,серло яла
764,donnern::V,грымець,къекъа
765,wehen::V,дзьмуць,хьекха
766,strömen::V,ліцца,эха
767,fließen::V,цячы,охьаэха
768,sich drehen::V,круціцца,хьийза
769,sich drehen::V,варочацца,хьийза
770,schwanken::V,хістацца,леста
771,schwingen::V,гайдацца,лесто
772,schwingen::V,калыхацца,лесто
773,fallen::V,падаць,охьакхета
774,brennen::V,гарэць,дага
775,rauchen::V,дымець,оза
776,regnen::V,дажджыць,догlа догlу
777,gefrieren::V,замерзнуць,гӏоро
778,tauen::V,раставаць,даша
779,schmelzen::V,плавіцца,лала
780,trocknen::V,сохнуць,дакъо
781,sieden::V,кіпець,кхехка
782,faulen::V,гнісці,дахкадала
783,verfaulen::V,згнісці,дахкадала
784,reißen::V,ірвацца,хеда
785,versinken::V,тануць,хичудаха
786,vergehen::V,праходзіць,дlаэха
787,erscheinen::V,зʼявіцца,схьадала
788,erscheinen::V,зʼявіцца,ӏоттадала
789,verschwinden::V,знікнуць,къайладала
