,Concept_ID,ce,sl
61,Stern::N,седа,zvézda
62,Luft::N,xӏаваъ,zràk
63,Wind::N,мох,véter
64,Welle::N,тулгӏе,vál
65,Wasser::N,хи,vôda
66,Stein::N,тӏулг,kámen
67,Boden::N,цӏенкъа,tlà
68,Erde::N,латта,pŕst
69,Erde::N,латта,zêmlja
70,Staub::N,чан,práh
71,Rauch::N,кӏур,dìm
72,Funke::N,суй,ískra
73,Feuer::N,цӏе,ôgenj
74,Licht::N,серло,lúč
75,Schatten::N,ӏиндагӏ,sénca
76,Wetter::N,хенан хӏоттам,vrême
77,Nebel::N,дохк,meglà
78,Wolke::N,марха,oblák
79,Regen::N,догӏа,dèž
80,Schnee::N,ло,snég
81,Eis::N,ша,léd
82,Frost::N,шело,zmrzál
83,Kälte::N,шело,mràz
84,Hitze::N,йовхо,pripéka
85,Raureif::N,йис,ívje
86,Raureif::N,йис,slána
87,Regenbogen::N,стелаӏад,mávrica
88,Donner::N,ткъес,gròm
89,Strömung::N,дӏаэхар,strúja
90,Strömung::N,дӏасалелар,strúja
91,Tropfen::N,тӏадам,káplja
92,Schaum::N,чопа,péna
93,Schmutz::N,хатт,nesnága
94,See::N,ӏам,jézero
95,Sumpf::N,уьшал,močvírje
96,Moor::N,уьшал,bárje
97,Wiese::N,бай,trávnik
98,Wald::N,хьун,lés
99,Wald::N,хьун,gòzd
100,Hügel::N,гу,brég
101,Hügel::N,гу,goríca
102,Hügel::N,шу,brég
103,Hügel::N,шу,goríca
104,Hügel::N,барз,brég
105,Hügel::N,барз,goríca
106,Anhöhe::N,акъари,gríč
107,Anhöhe::N,акъари,višína
108,Berg::N,лам,gôra
109,Berg::N,лам,planína
110,Gipfel::N,бохь,vŕh
111,Höhle::N,хьех,jáma
112,Höhle::N,хьех,votlína
113,Abhang::N,басе,pobóčje
114,Quelle::N,шовда,izvír
115,Bach::N,татол,pôtok
116,Fluss::N,хи,réka
117,Ufer::N,хийист,brég
118,Küste::N,йист,obála
119,Küste::N,йист,obréžje
120,Festland::N,латта,celína
121,Festland::N,латта,kopnína
122,Meer::N,xӏорд,mórje
123,Bucht::N,чож,zalív
124,Insel::N,гӏайре,ôtok
125,Blume::N,зезаг,cvetlíca
126,Gras::N,буц,tráva
127,Wurzel::N,орам,korenína
128,Baum::N,дитт,drevó
129,Stamm::N,гӏад,dêblo
130,Stamm::N,тайпа,dêblo
131,Rinde::N,кевстиг,lúbje
132,Rinde::N,кевстиг,skórja
133,Ast::N,га,véja
134,Zweig::N,га,véja
135,Blatt::N,гӏа,líst
136,Birke::N,дакх,bréza
137,Kiefer[Baum]::N,бага,bòr
138,Weide[Baum]::N,дак,vŕba
139,Tanne::N,база,hója
140,Horn::N,маӏа,róg
141,Feder::N,пелаг,peró
142,Fell::N,цӏока,kŕzno
143,Flügel::N,тӏам,krílo
144,Klaue::N,мӏара,párkelj
145,Kralle::N,тlод,krémpelj
146,Schwanz::N,цӏога,rèp
147,Ei::N,xӏoa,jájce
148,Nest::N,бен,gnézdo
149,Bau::N,lуьрг,brlòg
150,Tier::N,дийнат,živál
151,Herde::N,жа,čréda
152,Kuh::N,етт,kráva
153,Bulle::N,сту,bìk
154,Pferd::N,говр,kònj
155,Schaf::N,жий,ôvca
156,Schaf::N,уьстагӏ,ôvca
157,Schwein::N,хьакха,svínja
158,Hund::N,жӏаьла,pès
159,Katze::N,цициг,máčka
160,Bär::N,ча,mêdved
161,Eichhörnchen::N,тарсал,véverica
162,Elch::N,сай,lós
163,Fuchs::N,цхьогал,lisíca
164,Hase::N,пхьагал,zájec
165,Maus::N,дахка,mìš
166,Wolf::N,борз,vólk
167,Vogel::N,олхазар,ptìč
168,Vogel::N,олхазар,ptíca
169,Huhn::N,котам,kokóš
170,Hahn::N,нӏаьна,petêlin
171,Hahn::N,боргӏал,petêlin
172,Gans::N,гӏаз,gós
173,Adler::N,aьрзу,ôrel
174,Ente::N,бад,ráca
175,Eule::N,бухӏа,sôva
176,Kranich::N,гӏаргӏули,žerjàv
177,Krähe::N,къиг,vrána
178,Kuckuck::N,aттйокх,kúkavica
179,Schwan::N,гӏургӏаз,labód
180,Fisch::N,чӏара,ríba
181,Barsch::N,окунь,ostríž
182,Hecht::N,гӏазкхийн чӏара,ščúka
183,Schlange[Tier]::N,лаьхьа,káča
184,Wurm::N,нӏаьна,čr̀v
185,Wurm::N,нӏаьна,glísta
186,Spinne::N,гезг,pájek
187,Ameise::N,зингат,mrávlja
188,Laus::N,меза,úš
189,Laus::N,гӏениг,úš
190,Mücke::N,чуьрк,komár
191,Fliege::N,моза,múha
192,Schmetterling::N,полла,metúlj
193,Beere::N,цӏазам,jágoda
194,Apfel::N,ӏаж,jábolko
195,Pilz::N,жӏаьлин нускал,góba
196,Zwiebel::N,xох,čebúla
197,Saat::N,чlу,séme
198,Korn::N,буьртиг,zŕno
199,Heu::N,йол,senó
200,Schale::N,пардо,lupína
201,Grube::N,ор,jáma
202,Falle::N,кӏело,pást
203,Spur::N,лар,sléd
204,Asche::N,чим,pepél
205,Dreck::N,мода,bláto
206,Eisen::N,эчиг,želézo
207,Gold::N,деши,zlató
208,Silber::N,дети,srebró
209,Kohle::N,кӏора,ógel
210,Glas::N,aнгали,stêklo
211,Lehm::N,поппар,ílo
212,Sand::N,гӏум,pések
213,Mensch::N,адам,člôvek
214,Mann::N,майра,móž
215,Mann::N,майра,môški
216,Frau::N,зуда,gospá
217,Frau::N,зуда,žénska
218,Kind::N,бер,déte
219,Kind::N,бер,otròk
220,Junge::N,жимха,fànt
221,Junge::N,жимха,déček
222,Mädchen::N,жима йоӏ,deklè
223,Mädchen::N,жима йоӏ,déklica
224,Familie::N,доьзал,družína
225,Großvater::N,ненада,dèd
226,Großvater::N,ненада,dédek
227,Großmutter::N,денана,bábica
228,Eltern::N,да-нана,stárši
229,Vater::N,да,ôče
230,Mutter::N,нана,máma
231,Sohn::N,кӏант,sín
232,Tochter::N,йоӏ,hčí
233,Tochter::N,йоӏ,hčérka
234,Bruder::N,ваша,bràt
235,Schwester::N,йиша,sêstra
236,Onkel::N,деваша,újec
237,Onkel::N,деваша,stríc
238,Tante::N,дейиша,têta
239,Tante::N,дейиша,strína
240,Ehemann::N,майра,móž
241,Ehemann::N,майра,sopróg
242,Ehefrau::N,зуда,žêna
243,Ehefrau::N,зуда,sopróga
244,Freude::N,самукъа,rádost
245,Freude::N,самукъа,vesêlje
246,Freude::N,хазахетар,rádost
247,Freude::N,хазахетар,vesêlje
248,Gelächter::N,белам,sméh
249,Gelächter::N,белам,grohòt
250,Glück::N,ирс,sréča
251,Kummer::N,бала,gorjé
252,Wunsch::N,лаам,žêlja
253,Lust::N,лаам,poželênje
254,Geist::N,са,dúša
255,Gedanke::N,ойла,mísel
256,Gedächtnis::N,диццадалар,pámet
257,Verstand::N,хьекъал,
258,Sinn::N,маьӏна,pomèn
259,Sinn::N,маьӏна,smísel
260,Grund::N,бахьана,vzròk
261,Wahrheit::N,бакъдерг,resníca
262,Gespräch::N,къамел,pogóvor
263,Märchen::N,туьйра,právljica
264,Erzählung::N,дийцар,povést
265,Nachricht::N,хаам,sporočílo
266,Neuigkeit::N,керланиг,novóst
267,Name::N,цӏе,imé
268,Rätsel::N,хӏетал-метал,ugánka
269,Rede::N,къамел,góvor
270,Sprache::N,мотт,jêzik
271,Stimme::N,aз,glás
272,Wort::N,дош,beséda
273,Zeichen::N,билгало,znák
274,Ruf::N,кхайкхар,klíc
275,Lärm::N,гӏовгӏа,hrúp
276,Lärm::N,гӏовгӏа,trúšč
277,Laut::N,аз,glás
278,Ton::N,aз,tón
279,Lied::N,илли,pésem
280,Ruhe::N,тийналла,pokòj
281,Leute::N,нах,ljudjé
282,Volk::N,халкъ,národ
283,Arbeit::N,болх,délo
284,Gast::N,хьаша,gòst
285,Geschenk::N,совгӏат,darílo
286,Spiel::N,ловзар,ígra
287,Gesellschaft::N,юкъаралла,drúžba
288,Hilfe::N,гӏо,pomóč
289,Freund::N,доттагl,prijátelj
290,Kamerad::N,накъост,továriš
291,Angelegenheit::N,гӏуллакх,zadéva
292,Anzahl::N,терахь,števílo
293,Stück::N,юьхк,kós
294,Teil::N,дакъа,dél
295,Hälfte::N,ах,polovíca
296,Kreis::N,го,króg
297,Kreis::N,го,kolobár
298,Kreuz::N,жӏара,kríž
299,Linie::N,сиз,próga
300,Strich::N,сиз,čŕta
301,Abstand::N,юкъ,preslédek
302,Gegend::N,мeттиг,kràj
303,Gegend::N,мeттиг,dežêla
304,Platz::N,майда,prôstor
305,Ort::N,меттиг,mésto
306,Seite::N,aгӏo,bòk
307,Seite::N,aгӏo,strán
308,Mitte::N,юкъ,sredína
309,Gegenstand::N,хӏума,prédmet
310,Sache::N,хӏума,réč
311,Sache::N,хӏума,stvár
312,Rand::N,йист,kràj
313,Kante::N,йист,rób
314,Ecke::N,са,vogál
315,Spitze::N,ралла,óst
316,Ende::N,юьхьиг,kônec
317,Loch::N,ӏуьрг,lúknja
318,Winkel::N,са,kót
319,Muster::N,дагар,vzórec
320,Muster::N,тӏамар,vzórec
321,Größe::N,барам,veličína
322,Länge::N,йохалла,dolžína
323,Höhe::N,локхалла,vršína
324,Gewicht::N,йозалла,téža
325,Menge::N,дукхалла,količína
326,Haufen::N,сал,kùp
327,Haufen::N,сал,kopíca
328,Haufen::N,оьла,kùp
329,Haufen::N,оьла,kopíca
330,Reihe::N,рагӏ,níz
331,Reihe::N,рагӏ,vŕsta
332,Reihe::N,могӏа,níz
333,Reihe::N,могӏа,vŕsta
334,Boot::N,кема,čóln
335,Ruder::N,пийсиг,vêslo
336,Schlitten::N,салаз,saní
337,Ski::N,когсалаз,smučí
338,Lagerfeuer::N,цӏе,táborni ôgenj
339,Last::N,дукъ,tôvor
340,Gang::N,лелар,hòd
341,Schritt::N,гӏулч,korák
342,Norden::N,къилбаседе,séver
343,Süden::N,къилбе,júg
344,Westen::N,малхбузе,zapàd
345,Osten::N,малхбале,vzhòd
346,Holz::N,дечиг,lés
347,Brett::N,у,deskà
348,Platte::N,у,plôča
349,Stütze::N,гӏopтоp,opóra
350,Stütze::N,гӏopтоp,zaslómba
351,Stange::N,гӏуркх,gréd
352,Stock::N,ӏаса,pálica
353,Stab::N,гӏаж,pálica
354,Rohr::N,биргӏа,cév
355,Haus::N,цӏа,híša
356,Heim::N,кхерч,dóm
357,Ofen::N,кхерч,péč
358,Fußboden::N,цӏенкъа,pòd
359,Tisch::N,шун,míza
360,Stuhl::N,гӏант,stòl
361,Wiege::N,ага,zíbel
362,Bett::N,маьнга,póstelja
363,Regal::N,терхи,políca
364,Kiste::N,яьшка,zabòj
365,Fenster::N,кор,ôkno
366,Tür::N,неӏ,vráta
367,Tor::N,ков,velíka vráta
368,Zaun::N,керт,ográja
369,Dach::N,тхов,stréha
370,Leiter::N,лами,léstev
371,Besen::N,нуй,mêtla
372,Spaten::N,бел,lopáta
373,Schaufel::N,аьшкал,lopáta
374,Gabel::N,мӏара,vílice
375,Löffel::N,ӏайг,žlíca
376,Messer::N,урс,nòž
377,Nagel::N,хьостам,žebèlj
378,Netz::N,бой,mréža
379,Haken::N,мӏара,kljúka
380,Schloss::N,чӏега,ključávnica
381,Bild::N,сурт,slíka
382,Puppe::N,тайниг,lútka
383,Beutel::N,гали,môšnja
384,Bündel::N,кочар,cúla
385,Bündel::N,кочар,svéženj
386,Tasche::N,тӏоьрмиг,tórba
387,Tasche::N,тӏоьрмиг,tobôlec
388,Eimer::N,чийлик,vêdro
389,Deckel::N,негӏар,pokròv
390,Deckel::N,негӏар,poklópec
391,Geschirr::N,пхьегӏа,posóda
392,Sack::N,гали,vréča
393,Tasse::N,кад,skodélica
394,Topf::N,яй,lônec
395,Kessel::N,яй,kôtel
396,Essen::N,юург,hrána
397,Nahrung::N,кхача,živílo
398,Speise::N,юург,jéd
399,Fleisch::N,жижиг,mesó
400,Getreide::N,буьртиг,žíto
401,Brei::N,xудар,káša
402,Brot::N,бепиг,krùh
403,Brot::N,кхаллар,krùh
404,Scheibe::N,цастар,réženj
405,Fett::N,мохь,mást
406,Fett::N,мохь,maščôba
407,Butter::N,налха,máslo
408,Öl::N,даьтта,ólje
409,Salz::N,туьха,sól
410,Suppe::N,чорпа,júha
411,Honig::N,моз,méd
412,Milch::N,шура,mléko
413,Tee::N,чай,čáj
414,Leder::N,цӏока,úsnje
415,Wolle::N,тӏapгӏa,vólna
416,Stoff::N,кӏади,blagó
417,Nadel::N,маха,ígla
418,Faden::N,тай,nít
419,Knopf::N,нуьйда,gúmb
420,Knoten::N,шад,vôzel
421,Farbe::N,сир,bárva
422,Farbe::N,басар,bárva
423,Kleidung::N,бедар,obléka
424,Hemd::N,коч,srájca
425,Kragen::N,кач,ovrátnik
426,Ärmel::N,пхьош,rokáv
427,Hose::N,хеча,hláče
428,Gürtel::N,доьхка,pás
429,Mütze::N,куй,kápa
430,Mütze::N,куй,čépica
431,Schuh::N,мача,čévelj
432,Stiefel::N,этка,škórenj
433,Ring::N,чӏуг,pŕstan
434,Band::N,лента,trák
435,Kamm::N,ехк,glavník
436,Spiegel::N,куьзга,zrcálo
437,Spiegel::N,куьзга,ogledálo
438,Riemen::N,доьхка,jêrmen
439,Schnur::N,муш,vŕvca
440,Leine::N,кочатосу доьхка,konôpec
441,Decke::N,юргӏа,odéja
442,Kissen::N,гIайба,blazína
443,Tuch::N,исхар,pŕt
444,Tuch::N,исхар,rúta
445,Handtuch::N,гата,brisáča
446,Kraft::N,гӏора,síla
447,Stärke::N,гӏап,jákost
448,Gesundheit::N,могашалла,zdrávje
449,Krankheit::N,цамгар,bolézen
450,Schmerz::N,лазар,ból
451,Schmerz::N,лазар,bolečína
452,Wunde::N,чов,rána
453,Fieber::N,xорша,vročína
454,Arznei::N,молха,lék
455,Arznei::N,молха,zdravílo
456,Brücke::N,тӏай,móst
457,Brunnen::N,гӏу,vodnják
458,Weide::N,дак,páša
459,Pfad::N,тача,stezà
460,Weg::N,некъ,pót
461,Straße::N,урам,césta
462,Dorf::N,юрт,vás
463,Stadt::N,гӏала,mésto
464,Brief::N,кехат,písmo
465,Buch::N,жайна,knjíga
466,Buchstabe::N,элп,čŕka
467,Zeitung::N,газет,čásnik
468,Leben::N,дахар,življênje
469,Tod::N,далар,smŕt
470,Tod::N,ӏожалла,smŕt
471,Grab::N,каш,gròb
472,Kirche::N,килс,cérkev
473,Sünde::N,къа,gréh
474,Gott::N,дела,bóg
475,Arbeiter::N,белхало,délavec
476,Chef::N,хьаькам,šéf
477,Meister::N,говзанча,mójster
478,Arzt::N,лор,zdravník
479,Lehrer::N,хьехархо,učítelj
480,Geld::N,aхча,denár
481,Geschäft::N,туька,kupčíja
482,Laden::N,туька,trgovína
483,Preis::N,мах,céna
484,Ware::N,хlума,róba
485,Nutzen::N,пайда,príd
486,Reichtum::N,хьал,bogástvo
487,Welt::N,дуьне,svét
488,Land::N,мохк,dežêla
489,Staat::N,пачхьалкх,držáva
490,König::N,паччахь,králj
491,Macht::N,ӏедал,oblást
492,Grenze::N,доза,mêja
493,Krieg::N,тӏом,vôjna
494,Feind::N,мостагӏ,sovrážnik
495,Gewalt::N,гӏело,nasílje
496,Kampf::N,къийсам,bòj
497,Kampf::N,къийсам,bórba
498,Pfeil::N,пха,puščíca
499,Gewehr::N,топ,púška
500,Fehler::N,гӏалат,zmóta
501,Lüge::N,аьшпаш,láž
502,Schaden::N,зен,okvára
503,Unglück::N,бала,nesréča
504,Schuld::N,бехк,krívda
505,Alter::N,хан,dôba
506,Schluss::N,чакхе,kônec
507,Zeit::N,хан,čàs
508,Tag::N,де,dán
509,Morgen::N,ӏуьйре,jútro
510,Mittag::N,делкъе,póldan
511,Abend::N,суьйре,večér
512,Nacht::N,буьйса,nóč
513,Woche::N,кӏира,téden
514,Monat::N,бутт,mésec
515,Jahr::N,шо,léto
516,Frühling::N,бӏаьсте,pomlád
517,Sommer::N,аьхке,polétje
518,Herbst::N,гуьйре,jesén
519,Winter::N,ӏа,zíma
520,Januar::N,январь,jánuar
521,Februar::N,февраль,fébruar
522,März::N,март,márec
523,April::N,апрель,apríl
524,Mai::N,май,máj
525,Juni::N,июнь,júnij
526,Juli::N,июль,júlij
527,August::N,август,avgúst
528,September::N,сентябрь,septêmber
529,Oktober::N,октябрь,október
530,November::N,ноябрь,novêmber
531,Dezember::N,декабрь,decémber
532,Montag::N,оршот,ponedéljek
533,Dienstag::N,шинара,tôrek
534,Mittwoch::N,кхаара,sréda
535,Donnerstag::N,еара,četŕtek
536,Freitag::N,пӏераска,pétek
537,Samstag::N,шот,sobóta
538,Sonntag::N,кӏиранде,nedélja
539,groß::A,доккха,vêlik
540,klein::A,кегий,májhen
541,lang::A,еха,dólg
542,kurz::A,доца,krátek
543,breit::A,шуьйра,širòk
544,schmal::A,готта,ózek
545,dicht::A,луьста,góst
546,dick[Gegenstand]::A,стомма,dêbel
547,dünn::A,дуткъа,tánek
548,fein::A,ховха,drôben
549,fest::A,чӏогӏа,tŕden
550,flach::A,чӏапа,plán
551,flach::A,чӏапа,plòsk
552,glatt::A,шера,gládek
553,hart::A,чӏогӏa,tŕd
554,weich::A,кӏеда,mehák
555,rund::A,горга,okrógel
556,spitz::A,ира,šílast
557,scharf::A,ира,óster
558,stumpf::A,аьртa,tóp
559,stumpf::A,аьртa,skŕhan
560,schwer::A,деза,têžek
561,schön::A,хаза,lép
562,schön::A,хаза,krásen
563,heiß::A,довха,vròč
564,warm::A,довха,tôpel
565,kalt::A,шийла,mŕzel
566,kalt::A,шийла,hláden
567,kühl::A,шийла,hláden
568,frisch::A,керла,svéž
569,feucht::A,тӏуьна,vlážen
570,nass::A,тӏеда,móker
571,trocken::A,eкъа,súh
572,voll::A,дуьзна,póln
573,leer::A,яьсса,prázen
574,offen::A,диллина,odpŕt
575,geschlossen::A,дӏакъевлина,zapŕt
576,geschlossen::A,дӏачӏагӏдина,zapŕt
577,sauber::A,цӏена,číst
578,sauber::A,цӏена,líčen
579,schmutzig::A,боьха,umázan
580,roh::A,буьйда,suròv
581,reif::A,хилла,zrèl
582,lecker::A,чоме,okúsen
583,süß::A,мерза,sládek
584,bitter::A,къаьхьа,grenák
585,sauer::A,муьста,kísel
586,hell::A,сирла,svetèl
587,dunkel::A,бодане,temèn
588,schwarz::A,ӏаьржа,čŕn
589,weiß::A,кӏайн,bél
590,rot::A,цӏен,rdèč
591,gelb::A,можа,žólt
592,gelb::A,можа,rumèn
593,blau::A,сийна,móder
594,grün::A,баьццара,zelèn
595,grau::A,cира,sív
596,grau::A,мокха,sív
597,bunt::A,къорза,písan
598,billig::A,дораха,pocéni
599,teuer::A,деза,drág
600,wertvoll::A,мехала,dragocén
601,blind::A,бӏаьрзе,slép
602,taub::A,къора,glúh
603,kräftig::A,нуьцкъала,močán
604,stark::A,зоьртала,ják
605,stark::A,нуьцкъала,ják
606,schwach::A,гӏорасиза,šíbek
607,fett::A,дерстана,dêbel
608,schlank::A,куц долу,vítek
609,hübsch::A,хаза,lép
610,böse::A,вон,zèl
611,böse::A,вон,hudôben
612,dumm::A,сонта,glúp
613,dumm::A,сонта,bédast
614,faul::A,мало ен,lén
615,fleißig::A,тӏера,marljív
616,geizig::A,пис,škŕt
617,geizig::A,сутара,škŕt
618,klug::A,хьекъале,pámeten
619,geschickt::A,тӏахъаьлла,spréten
620,lieb::A,хьоме,míl
621,lieb::A,хьоме,ljúb
622,lustig::A,самукъане,vesél
623,sanft::A,кlеда,láhek
624,hungrig::A,меца,láčen
625,krank::A,цомгуш долу,bolán
626,nackt::A,дерзана,nág
627,traurig::A,самукъане воцу,túžen
628,lebendig::A,дийна,žív
629,gut::A,дика,dóber
630,schlecht::A,вон,malopríden
631,richtig::A,нийса,pravílen
632,schlimm::A,вон,húd
633,wahr::A,бакъдолу,resníčen
634,alt::A,къена,stàr
635,neu::A,керла,nòv
636,ehemalig::A,хилла,nekdánji
637,alt[Lebewesen]::A,къена,stàr
638,jung::A,къона,mlád
639,arm::A,къен,ubóg
640,arm::A,къен,réven
641,reich::A,хьоле,bogàt
642,bekannt::A,девзаш долу,znán
643,berühmt::A,цӏеяхана,sláven
644,berühmt::A,цӏеяхана,znamenít
645,fremd::A,нехан,túj
646,verschieden::A,тайп-тайпанара,razlíčen
647,nah::A,гергара,blížnji
648,fern::A,гена,dáleč
649,fern::A,генара,dáleč
650,linker::A,аьрру,lévi
651,rechter::A,аьтту,désni
652,anderer::A,кхин,drúgi
653,erster::A,хьалхара,pŕvi
654,zweiter::A,шолгIа,drúgi
655,dritter::A,кхоалгӏа,trétji
656,letzter::A,тӏаьххьара,poslédnji
657,allein::ADV,цхьаъ,sám
658,auf einmal::ADV,цу сохьтта,obênem
659,zusammen::ADV,цхьана,skúpaj
660,lange::ADV,дукха,dólgo
661,plötzlich::ADV,цIеххьана,náglo
662,plötzlich::ADV,цIеххьана,nenádoma
663,sofort::ADV,цу сохьтта,prècej
664,später::ADV,тӏаьхьо,poznêje
665,jetzt::ADV,хӏинца,zdàj
666,heute::ADV,тахана,dánes
667,morgen::ADV,кхана,jútri
668,bald::ADV,кеста,kmálu
669,dann::ADV,тӏаккха,nató
670,gestern::ADV,селхана,včéraj
671,einst::ADV,цкъа,nékdaj
672,damals::ADV,хӏетахьь,tedàj
673,damals::ADV,хӏетахьь,takràt
674,danach::ADV,тӏаккха,potèm
675,vorher::ADV,хьалхa,poprèj
676,zuerst::ADV,хьалха,spŕva
677,einmal::ADV,цкъа,ênkrat
678,manchmal::ADV,цкъаццкъа,včásih
679,oft::ADV,кест-кеста,pogósto
680,immer::ADV,даим,védno
681,immer::ADV,даим,zméraj
682,niemals::ADV,цкъа а,nikdàr
683,hier::ADV,кхузахь,tù
684,hier::ADV,кхузахь,túkaj
685,hierhin::ADV,кхуза,sèmkaj
686,von hier::ADV,кхузара,od tú
687,dort::ADV,цигахь,tàm
688,dorthin::ADV,цига,tjà
689,geradeaus::ADV,нийса дӏа,rávno napréj
690,vorwärts::ADV,хьалха,napréj
691,rückwärts::ADV,юха,zádaj
692,zurück::ADV,юха,nazáj
693,unten::ADV,лахахь,dôli
694,unten::ADV,лахахь,spôdaj
695,hinab::ADV,охьа,dôl
696,oben::ADV,лакхахь,gôri
697,oben::ADV,лакхахь,zgôraj
698,hinauf::ADV,хьала,gôr
699,überall::ADV,массанхьа,povsód
700,nicht::ADV,ца,ne
701,ein wenig::ADV,кӏеззиг,málo
702,kaum::ADV,халла,kómaj
703,sehr::ADV,вуно,zeló
704,noch::ADV,кхин,še
705,nur::ADV,бен ...ца,samó
706,schon::ADV,хӏинцале,žè
707,wieder::ADV,юха а,spét
708,vergebens::ADV,эрна,zamàn
709,vergebens::ADV,эрна,zastónj
710,vor::PRP,хьалха,pred
711,hinter::PRP,тӏехьа,za
712,unter::PRP,кIелахь,pod
713,durch::PRP,чекх,skózi
714,neben::PRP,юххе,kràj
715,neben::PRP,юххе,póleg
716,zwischen::PRP,юккъехь,med
717,zwischen::PRP,юккъехь,izmed
718,wegen::PRP,дуьхьа,zarádi
719,dies::PRN,и,tó
720,dies::PRN,иза,tó
721,das::PRN,и,tó
722,das::PRN,иза,tó
723,alles::PRN,дерриг,vsè
724,ich::PRN,cо,jàz
725,du::PRN,хьо,tí
726,er::PRN,и,òn
727,er::PRN,иза,òn
728,wir::PRN,тхо,mí
729,wir::PRN,вай,mí
730,ihr::PRN,шу,ví
731,sie::PRN,уьш,ôni
732,was::FPRN,хӏун,káj
733,wer::FPRN,мила,kdó
734,wo::FADV,мичaхь,kjé
735,wohin::FADV,мича,kám
736,wie::FADV,муха,kakó
737,warum::FADV,хӏунда,zakáj
738,wieviel::FNUM,мел,kóliko
739,wieviel::FNUM,маса,kóliko
740,eins::NUM,цхьаъ,êden
741,zwei::NUM,шиъ,dvá
742,drei::NUM,кхоъ,trí
743,vier::NUM,диъ,štíri
744,fünf::NUM,пхиъ,pét
745,sechs::NUM,ялх,šést
746,sieben::NUM,ворхӏ,sédem
747,acht::NUM,бархӏ,ósem
748,neun::NUM,исс,devét
749,zehn::NUM,итт,desét
750,elf::NUM,цхьайтта,enájst
751,zwölf::NUM,шийтта,dvánajst
752,zwanzig::NUM,ткъа,dvájset
753,dreißig::NUM,ткъе итт,trídeset
754,vierzig::NUM,шовзткъа,štírideset
755,fünfzig::NUM,шовзткъе итт,pétdeset
756,sechzig::NUM,кхузткъа,šéstdeset
757,siebzig::NUM,кхузткъе итт,sédemdeset
758,achtzig::NUM,дезткъа,ósemdeset
759,neunzig::NUM,дезткъе итт,devétdeset
760,hundert::NUM,бӏе,stó
761,tausend::NUM,эзар,tísoč
762,und::CNJ,a,in
763,oder::CNJ,я,áli
764,stehen::V,латта,státi
765,sitzen::V,хиъна ӏан,sedéti
766,liegen::V,ӏилла,ležáti
767,hängen::V,кхаза,viséti
768,werden::V,хила,postáti
769,passieren::V,хила,zgodíti se
770,beginnen::V,доло,začéti se
771,enden::V,дӏадерза,končáti se
772,wechseln::V,хийца,ménjati se
773,aufgehen[Sonne]::V,кхета,vzíti
774,untergehen[Sonne]::V,чубуза,zaíti
775,scheinen[Sonne]::V,серло яла,sijáti
776,donnern::V,къекъа,grméti
777,wehen::V,хьекха,píhati
778,strömen::V,эха,líti
779,fließen::V,охьаэха,têči
780,sich drehen::V,хьийза,vrtéti se
781,schwanken::V,леста,kolébati
782,schwingen::V,лесто,níhati
783,fallen::V,охьакхета,pádati
784,brennen::V,дага,goréti
785,rauchen::V,оза,kadíti se
786,regnen::V,догlа догlу,deževáti
