,Concept_ID,uk,udm
696,fern::A,далекий,кыдёкысь
697,linker::A,лівий,паллян
698,rechter::A,правий,бур
699,rechter::A,правий,бурпал
700,anderer::A,інакший,мукет
701,erster::A,перший,нырысетӥез
702,zweiter::A,другий,кыктэтӥез
703,dritter::A,третій,кунньметӥез
704,letzter::A,останній,берло
705,letzter::A,останній,берпум
706,allein::ADV,сам,огназ
707,allein::ADV,один,огназ
708,auf einmal::ADV,відразу,огдыре
709,zusammen::ADV,разом,ӵош
710,zusammen::ADV,разом,валче
711,zusammen::ADV,спільно,ӵош
712,zusammen::ADV,спільно,валче
713,lange::ADV,довго,кема
714,plötzlich::ADV,раптом,мапламтэ шорысь
715,sofort::ADV,зараз,али ик
716,später::ADV,пізніше,бергес
717,später::ADV,пізніше,берлогес
718,jetzt::ADV,тепер,али
719,jetzt::ADV,тепер,табере
720,heute::ADV,сьогодні,туннэ
721,morgen::ADV,завтра,ӵуказе
722,bald::ADV,незабаром,ӝоген
723,dann::ADV,потім,берло
724,gestern::ADV,вчора,толон
725,einst::ADV,колись,огпол
726,einst::ADV,колись,одӥг пол
727,damals::ADV,тоді,соку
728,danach::ADV,згодом,собере
729,vorher::ADV,раніше,азьло
730,vorher::ADV,раніше,азьвыл
731,zuerst::ADV,спершу,азьло
732,zuerst::ADV,спочатку,азьло
733,einmal::ADV,один раз,огпол
734,manchmal::ADV,іноді,куддыръя
735,manchmal::ADV,інколи,куддыръя
736,oft::ADV,часто,ӵем
737,immer::ADV,завжди,пыр
738,immer::ADV,завжди,котьку
739,niemals::ADV,ніколи,уз ноку
740,hier::ADV,тут,татын
741,hierhin::ADV,сюди,татчы
742,von hier::ADV,звідси,татысь
743,dort::ADV,там,отӥ
744,dort::ADV,там,отын
745,dorthin::ADV,туди,отчы
746,geradeaus::ADV,прямо,меӵак
747,vorwärts::ADV,вперед,азьлань
748,rückwärts::ADV,назад,берлань
749,zurück::ADV,назад,берен
750,zurück::ADV,назад,берлань
751,unten::ADV,внизу,улын
752,hinab::ADV,вниз,улэ
753,oben::ADV,вгорі,вылын
754,oben::ADV,вгорі,вылӥын
755,hinauf::ADV,вгору,вылэ
756,hinauf::ADV,вгору,вылӥе
757,hinauf::ADV,вгору,выллань
758,überall::ADV,скрізь,котькытын
759,überall::ADV,скрізь,пасьтана
760,nicht::ADV,не,уз
761,ein wenig::ADV,трохи,ичи
762,ein wenig::ADV,трохи,ӧжыт
763,ein wenig::ADV,трохи,огшап
764,ein wenig::ADV,небагато,ичи
765,ein wenig::ADV,небагато,ӧжыт
766,ein wenig::ADV,небагато,огшап
767,kaum::ADV,ледве,муртса
768,sehr::ADV,дуже,туж
769,sehr::ADV,дуже,лекос
770,so::ADV,так,озьы
771,so::ADV,так,тазьы
772,noch::ADV,ще,на
773,nur::ADV,лише,гинэ
774,nur::ADV,тільки,гинэ
775,schon::ADV,вже,ни
776,schon::ADV,вже,ини
777,wieder::ADV,знову,нош
778,wieder::ADV,знову,кайта
779,vergebens::ADV,дарма,юнме
780,vor::PRP,перед,азьын
781,hinter::PRP,ззаду,берын
782,hinter::PRP,ззаду,бӧрсьы
783,hinter::PRP,позаду,берын
784,hinter::PRP,позаду,бӧрсьы
785,unter::PRP,під,улын
786,durch::PRP,крізь,пыр
787,durch::PRP,крізь,пыртӥ
788,neben::PRP,біля,бордын
789,zwischen::PRP,між,вискын
790,wegen::PRP,з-за,сэрен
791,wegen::PRP,через,сэрен
792,dies::PRN,це,та
793,das::PRN,то,со
794,alles::PRN,все,ваньмыз
795,ich::PRN,я,мон
796,du::PRN,ти,тон
797,er::PRN,він,со
798,wir::PRN,ми,ми
799,ihr::PRN,ви,тӥ
800,sie::PRN,вони,соос
801,was::FPRN,що,ма
802,wer::FPRN,хто,кин
803,wo::FADV,де,кытын
804,wohin::FADV,куди,кытчы
805,wie::FADV,як,кызьы
806,warum::FADV,чому,малы
807,wieviel::FNUM,скільки,кӧня
808,eins::NUM,один,одӥг
809,zwei::NUM,два,кык
810,drei::NUM,три,куинь
811,vier::NUM,чотири,ньыль
812,fünf::NUM,п’ять,вить
813,sechs::NUM,шість,куать
814,sieben::NUM,сім,сизьым
815,acht::NUM,вісім,тямыс
