,Concept_ID,eu,te
114,Gipfel::N,gain,శిఖరము
115,Gipfel::N,tontor,శిఖరము
116,Höhle::N,kobazulo,గుహ
117,Abhang::N,aldapa,ఏటవాలు
118,Quelle::N,iturri,మూలము
119,Quelle::N,iturbegi,మూలము
120,Bach::N,lats,కాలువ
121,Bach::N,erreka,కాలువ
122,Fluss::N,ibai,నది
123,Fluss::N,uhaitz,నది
124,Ufer::N,bazter,తీరము
125,Küste::N,itsasalde,తీరము
126,Festland::N,lehor,భూమి
127,Meer::N,itsaso,సముద్రము
128,Bucht::N,golko,మరుగు
129,Insel::N,irla,దీవి
130,Insel::N,uharte,దీవి
131,Blume::N,lili,పుష్పము
132,Gras::N,belar,పచ్చగడ్డి
133,Wurzel::N,zuztar,వేరు
134,Wurzel::N,sustrai,వేరు
135,Baum::N,zuhaitz,చెట్టు
136,Stamm::N,enbor,చెట్టుబోదె
137,Rinde::N,azal,చెట్టుపట్ట
138,Ast::N,adar,కొమ్మ
139,Zweig::N,abar,చివుకు
140,Blatt::N,hosto,ఆకు
141,Birke::N,urki,తరహా చెట్టు
142,Kiefer[Baum]::N,ler,దేవదారు చెట్టు
143,Weide[Baum]::N,zume,జాతిచెట్టు
144,Weide[Baum]::N,sahats,జాతిచెట్టు
145,Tanne::N,izei,దేవదారుచెట్టు
146,Horn::N,adar,కొమ్ము
147,Feder::N,luma,ఈక
148,Feder::N,hegaki,ఈక
149,Fell::N,ile,తోలు
150,Fell::N,larru,తోలు
151,Flügel::N,hego,ఱెక్క
152,Klaue::N,atzapar,వంకరగోరు
153,Kralle::N,erpe,వంకరగోరు
154,Kralle::N,atzapar,వంకరగోరు
155,Schwanz::N,isats,తోక
156,Schwanz::N,buztan,తోక
157,Ei::N,arrautza,గ్రుడ్డు
158,Nest::N,habia,పక్షిగూడు
159,Bau::N,ohantze,గుహ
160,Tier::N,abere,జంతువు
161,Tier::N,piztia,జంతువు
162,Herde::N,saldo,మంద
163,Herde::N,abere talde,మంద
164,Kuh::N,behi,ఆవు
165,Bulle::N,zezen,గిత్త
166,Pferd::N,zaldi,గుఱ్ఱము
167,Schaf::N,ardi,గొఱ్ఱె
168,Schwein::N,urde,పంది
169,Schwein::N,txerri,పంది
170,Hund::N,txakur,కుక్క
171,Katze::N,katu,పిల్లి
172,Bär::N,hartz,ఎలుగుబంటి
173,Eichhörnchen::N,urtxintxa,ఉడుత
174,Elch::N,altze,కణంజు
175,Fuchs::N,azeri,గుంటనక్క
176,Hase::N,erbi,కుందేలు
177,Maus::N,sagu,చిట్టెలుక
178,Wolf::N,otso,తోడేలు
179,Vogel::N,txori,పక్షి
180,Vogel::N,hegazti,పక్షి
181,Schwarm::N,aldra,గుంపు
182,Huhn::N,oilo,కోడిపిల్ల
183,Hahn::N,oilar,కోడివుంజు
184,Gans::N,antzara,ఆడుబాతు
185,Adler::N,arrano,గ్రద్ద
186,Ente::N,ahate,పాట్టిబాతు
187,Eule::N,hontza,గ్రుడ్లగూబ
188,Kranich::N,kurrilo,కొంగ
189,Krähe::N,bele,కాకి
190,Kuckuck::N,kuku,కోయల
191,Schwan::N,beltxarga,హంస
192,Fisch::N,arrain,చేప
193,Barsch::N,perka,ఒకచేఁప
194,Hecht::N,lutxo,గండుమీను
195,Schlange[Tier]::N,suge,పాము
196,Wurm::N,har,పురుగు
197,Spinne::N,armiarma,సాలె పురుగు
198,Ameise::N,inurri,చీమ
199,Laus::N,zorri,పేను
200,Mücke::N,eltxo,చీకటీగ
201,Fliege::N,euli,ఈగ
202,Schmetterling::N,pinpirin,సీతాకోకచిలుక
203,Schmetterling::N,tximeleta,సీతాకోకచిలుక
204,Beere::N,baia,కాయ
205,Apfel::N,sagar,ఆపిల్ పండు
206,Pilz::N,onddo,కుక్కగొడుగు
207,Pilz::N,perretxiko,కుక్కగొడుగు
208,Zwiebel::N,tipula,నీరుల్లి
209,Saat::N,haziak,విత్తనము
210,Korn::N,ale,గింజ
211,Korn::N,pikor,గింజ
212,Heu::N,belar ondu,ఎండుగడ్డి
213,Schale::N,azal,పొట్టు
214,Grube::N,hobi,గొయ్యి
215,Falle::N,harrapagailu,బోను
216,Schlinge::N,bilur,ఉరి
217,Schlinge::N,xedera,ఉరి
218,Spur::N,lorratz,జాడ
219,Asche::N,errauts,బూడిద
220,Dreck::N,satsukeria,ముఱికి
221,Eisen::N,burdina,ఇనుము
222,Gold::N,urre,బంగారము
223,Gold::N,urregorri,బంగారము
224,Silber::N,zilar,వెండి
225,Silber::N,urrezuri,వెండి
226,Kohle::N,ikatz,నేలబొగ్గు
227,Glas::N,beira,గాజు
228,Lehm::N,buztin,బంకమన్ను
229,Sand::N,harea,ఇసుక
230,Sand::N,hondar,ఇసుక
231,Mensch::N,gizaki,నరుడు
232,Mann::N,gizon,పురుమడు
233,Frau::N,andere,ఆడుది
234,Frau::N,emakume,ఆడుది
235,Kind::N,haur,బిడ్డ
236,Junge::N,mutil,బాలుడు
237,Mädchen::N,neska,బాలిక
238,Familie::N,sendi,కుటుంబము
239,Familie::N,familia,కుటుంబము
240,Großvater::N,aitona,తాత
241,Großvater::N,aitatxi,తాత
242,Großmutter::N,amona,అయ్యమ్మ
243,Großmutter::N,amatxi,అయ్యమ్మ
244,Eltern::N,gurasoak,తల్లితండ్రులు
245,Vater::N,aita,తండ్రి
246,Mutter::N,ama,తల్లి
247,Sohn::N,seme,కొడుకు
248,Tochter::N,alaba,కూతురు
249,Bruder::N,neba,పోదరుడు
250,Bruder::N,anaia,పోదరుడు
251,Schwester::N,ahizpa,సోదరి
252,Onkel::N,osaba,మేనమామ
253,Tante::N,izeba,మేనత్త
254,Tante::N,izeba,పినతల్లి
255,Ehemann::N,senar,భర్త
256,Ehefrau::N,emazte,భార్య
257,Freude::N,poz,సంతోషము
258,Freude::N,pozkari,సంతోషము
259,Gelächter::N,barre,నవ్వు
260,Gelächter::N,karkara,నవ్వు
261,Glück::N,zori,సంతోషము
262,Kummer::N,xangrin,దుఃఖము
263,Kummer::N,atsekabe,దుఃఖము
264,Wunsch::N,nahi,కోరిక
265,Wunsch::N,nahikunde,కోరిక
266,Lust::N,gogo,కోరిక
267,Geist::N,gogo,ఆత్మ
268,Gedanke::N,gogoeta,ఆలోచన
269,Gedächtnis::N,oroimen,జ్ఞాపకము
270,Gedächtnis::N,gogoramen,జ్ఞాపకము
271,Verstand::N,adimen,మనస్సు
272,Verstand::N,ulermen,మనస్సు
273,Sinn::N,zentzu,అర్థము
274,Grund::N,zergati,కారణము
275,Wahrheit::N,egia,సత్యము
276,Gespräch::N,hizketa,పంభాషణ
277,Gespräch::N,elkarrizketa,పంభాషణ
278,Märchen::N,ipuin,అద్భుతకథ
279,Erzählung::N,edesti,కథ
280,Erzählung::N,kontakizun,కథ
281,Nachricht::N,albiste,వార్త
282,Neuigkeit::N,berri,వార్త
283,Name::N,izen,పేరు
284,Rätsel::N,asmakizun,చిక్కు
285,Rede::N,hitzaldi,ఉపన్యాసము
286,Rede::N,mintzaldi,ఉపన్యాసము
287,Sprache::N,hizkuntza,భాష
288,Stimme::N,ahots,కంరథ్సని
289,Wort::N,hitz,మాట
290,Zeichen::N,agerbide,గుర్తు
291,Zeichen::N,agergarri,గుర్తు
292,Ruf::N,dei,పిలువు
293,Lärm::N,zarata,సందడి
294,Lärm::N,harrabots,సందడి
295,Laut::N,hots,ధ్వని
296,Ton::N,tonu,స్వరము
297,Ton::N,soinu,స్వరము
298,Lied::N,abesti,పాట
299,Ruhe::N,nasaitasun,గాలిలేమి
300,Leute::N,jende,జనులు
301,Volk::N,herri,జాతి
302,Volk::N,populu,జాతి
303,Arbeit::N,lan,పని
304,Gast::N,arrotz,అతిధి
305,Gast::N,apopilo,అతిధి
306,Geschenk::N,opari,దానము
307,Spiel::N,jolas,ఆట
308,Gesellschaft::N,gizarte,జట్టు
309,Hilfe::N,helpide,సాహాయ్యము
310,Hilfe::N,laguntza,సాహాయ్యము
311,Freund::N,lagun,స్నేహితుడు
312,Kamerad::N,adiskide,చెలికాడు
313,Kamerad::N,lagunkide,చెలికాడు
314,Angelegenheit::N,afera,విషయము
315,Anzahl::N,kopuru,లెక్క
316,Art::N,mota,జాతి
317,Stück::N,puska,తునుక
318,Teil::N,atal,భాగము
319,Hälfte::N,erdi,సగము
320,Kreis::N,biribilki,వృత్తము
321,Kreuz::N,gurutze,సిలువ
322,Linie::N,linea,గీత
323,Strich::N,marra,గీత
324,Abstand::N,tarte,సందు
325,Entfernung::N,urrunera,దూరము
326,Gegend::N,alderdi,విస్తీర్ణము
327,Gegend::N,eskualde,విస్తీర్ణము
328,Platz::N,leku,ఎడము
329,Ort::N,toki,స్థలము
330,Seite::N,albo,ప్రక్క
331,Mitte::N,erdi,నడిమి
332,Gegenstand::N,gauzaki,పద్దు
333,Sache::N,gauza,వస్తువు
334,Rand::N,ertz,అంచు
335,Kante::N,ertz,అంచు
336,Ecke::N,kantoi,మూల
337,Spitze::N,punta,మొన
338,Ende::N,buru,కొన
339,Ende::N,mutur,కొన
340,Loch::N,zulo,రంధ్రము
341,Winkel::N,zoko,కోణము
342,Winkel::N,bazter,కోణము
343,Muster::N,eredu,మాదిరి
344,Muster::N,marrazki,మాదిరి
345,Größe::N,kaizu,పరిమాణము
346,Größe::N,tamaina,పరిమాణము
347,Länge::N,luzera,పొడుగు
348,Höhe::N,goiera,పొడుగు
349,Höhe::N,garaiera,పొడుగు
350,Gewicht::N,hazta,భారము
351,Menge::N,kopuru,మొత్తము
352,Haufen::N,pila,రాశి
353,Haufen::N,mendoi,రాశి
354,Reihe::N,ilara,వరుస
355,Reihe::N,errenkada,వరుస
356,Boot::N,potin,పడవ
357,Boot::N,txalupa,పడవ
358,Ruder::N,arraun,అడక
359,Schlitten::N,lera,సరవండ్లు
360,Schlitten::N,narra,సరవండ్లు
361,Ski::N,eski,స్కీ
362,Lagerfeuer::N,su,నెగడు
363,Last::N,zama,బరువు
364,Last::N,karga,బరువు
365,Gang::N,ibilera,నడక
366,Schritt::N,pauso,అడుగు
367,Schritt::N,urrats,అడుగు
368,Norden::N,ipar,ఉత్తరదిక్కు
369,Norden::N,iparralde,ఉత్తరదిక్కు
370,Süden::N,hego,దక్షిణము
371,Süden::N,hegoalde,దక్షిణము
372,Westen::N,sartalde,పడమర
373,Westen::N,mendebalde,పడమర
374,Osten::N,ekialde,తూర్పు
375,Osten::N,sortalde,తూర్పు
376,Holz::N,zur,కొయ్య
377,Brett::N,ohol,పలక
378,Platte::N,lauza,పలక
379,Stütze::N,irozgarri,వాల్సేడ్లు
380,Stütze::N,bermagailu,వాల్సేడ్లు
381,Stange::N,haga,స్తంభము
382,Stock::N,makila,కఱ్ఱ
383,Stab::N,makila,కఱ్ఱ
384,Rohr::N,hodi,గొట్టము
385,Haus::N,etxe,ఇల్లు
386,Heim::N,etxe,స్వగృహము
387,Heim::N,etxaleku,స్వగృహము
388,Ofen::N,berogailu,పొయ్యి
389,Fußboden::N,zoru,నేల
390,Tisch::N,mahai,మేజా
391,Stuhl::N,aulki,కుర్చీ
392,Wiege::N,kuma,ఉయ్యాల
393,Wiege::N,sehaska,ఉయ్యాల
394,Bett::N,ohe,పడక
395,Bett::N,ohe,మంచం
396,Bett::N,ohatze,పడక
397,Bett::N,ohatze,మంచం
398,Regal::N,apalategi,అటక
399,Kiste::N,kutxa,వెట్టె
400,Fenster::N,leiho,కిటికి
401,Tür::N,ate,ద్వారము
402,Tor::N,atari,ద్వారము
403,Zaun::N,hesi,కంచె
404,Dach::N,teilatu,ఇంటివైకప్పు
405,Leiter::N,zurubi,నిచ్చెన
406,Besen::N,erratz,చీపురుకట్ట
407,Spaten::N,burdinpala,పాఱ
408,Schaufel::N,pala,పాఱ
409,Gabel::N,sardexka,ముండ్లగరిటె
410,Löffel::N,koilara,గరిటె
411,Messer::N,aizto,కత్తి
412,Nagel::N,iltze,మేకు
413,Netz::N,sare,వల
414,Haken::N,mako,కొక్కెము
415,Griff::N,eskutoki,పిడి
416,Schloss::N,sarraila,తాళము
417,Bild::N,irudi,చిత్రము
418,Figur::N,figura,రూపము
419,Puppe::N,panpina,బొమ్మ
420,Puppe::N,andrakila,బొమ్మ
421,Beutel::N,zorro,సంచి
422,Bündel::N,azao,మూట
423,Bündel::N,espal,మూట
424,Tasche::N,poltsa,సంచి
425,Eimer::N,treska,చేద
426,Deckel::N,tapa,మూత
427,Deckel::N,estalki,మూత
428,Geschirr::N,baxera,వంటకాలు
429,Geschirr::N,ontziteria,వంటకాలు
430,Sack::N,zaku,గోనెసంచి
431,Tasse::N,kikara,గిన్నె
432,Topf::N,ontzi,కుండ
433,Topf::N,lapiko,కుండ
434,Kessel::N,pazia,నీరుకాచుపాత్ర
435,Essen::N,janaldi,ఆహారము
436,Nahrung::N,jan,ఆహారము
437,Speise::N,jaki,ఆహారము
438,Fleisch::N,okela,మాంసము
439,Fleisch::N,haragi,మాంసము
440,Getreide::N,labore,ధాన్యము
441,Brei::N,ahi,గుజ్జు
442,Brei::N,pure,గుజ్జు
443,Brot::N,ogi,రొట్టె
444,Scheibe::N,xerra,బద్ద
445,Scheibe::N,pirripita,బద్ద
446,Fett::N,urin,క్రొవ్వు
447,Fett::N,koipe,క్రొవ్వు
448,Butter::N,gurin,వెన్న
449,Öl::N,olio,నూనె
450,Salz::N,gatz,ఉప్పు
451,Suppe::N,zopa,చారు
452,Suppe::N,salda,చారు
453,Honig::N,ezti,తెనె
454,Milch::N,esne,పాలు
455,Tee::N,te,తేనీరు
456,Leder::N,larru,బాగుచేసివతోలు
457,Wolle::N,artile,ఉన్ని
458,Stoff::N,ehun,బట్ట
459,Nadel::N,orratz,సూది
460,Nadel::N,jostorratz,సూది
461,Faden::N,hari,దారము
462,Knopf::N,botoi,బొత్తాము
463,Knoten::N,korapilo,ముడి
464,Farbe::N,pintura,రంగు
465,Kleidung::N,arropa,బట్టలు
466,Kleidung::N,jantziak,బట్టలు
467,Hemd::N,atorra,చొక్కాయ
468,Hemd::N,alkandora,చొక్కాయ
469,Kragen::N,idun,మాల
470,Ärmel::N,mahuka,చొక్కాయచెయ్యి
471,Hose::N,prakak,ఇజారు
472,Hose::N,galtzak,ఇజారు
473,Gürtel::N,gerriko,పటకా
474,Mütze::N,txano,టోపి
475,Mütze::N,txapel,టోపి
476,Schuh::N,oski,పాదరక్ష
477,Schuh::N,oinetako,పాదరక్ష
478,Stiefel::N,bota,బూటు
479,Ring::N,uztai,ఉంగరము
480,Band::N,zinta,నాడా
481,Band::N,xingola,నాడా
482,Kamm::N,orrazi,దువ్వెన
483,Spiegel::N,mirail,అద్దము
484,Riemen::N,uhal,వాడా
485,Schnur::N,lokailu,దారము
486,Leine::N,lotura,వారు
487,Decke::N,burusi,కంబళి
488,Kissen::N,kuxin,తలగడ
489,Tuch::N,zapi,బట్ట
490,Tuch::N,oihal,బట్ట
491,Handtuch::N,eskuzapi,తువాలు
492,Handtuch::N,eskuoihal,తువాలు
493,Kraft::N,indar,బలము
494,Stärke::N,indar,శక్తి
495,Gesundheit::N,osasun,ఆరోగ్యము
496,Krankheit::N,eritasun,రోగము
497,Krankheit::N,gaixotasun,రోగము
498,Schmerz::N,min,నొప్పి
499,Wunde::N,zauri,గాయము
500,Fieber::N,sukar,జ్వరము
501,Arznei::N,osagai,మందు
502,Arznei::N,sendagai,మందు
503,Brücke::N,zubi,వంతెన
504,Brunnen::N,putzu,బావి
505,Brunnen::N,putzu,కూపము
506,Brunnen::N,putzu,నుయ్యి
507,Weide::N,alha,పచ్చికబయలు
508,Weide::N,bazkaleku,పచ్చికబయలు
509,Pfad::N,zidor,కాలిత్రోవ
510,Pfad::N,bidexka,కాలిత్రోవ
511,Weg::N,bide,మార్గము
512,Straße::N,errepide,బాట
513,Dorf::N,herri,గ్రామము
514,Stadt::N,hiri,పట్టణము
515,Brief::N,gutun,జాబు
516,Brief::N,eskutitz,జాబు
517,Buch::N,liburu,పుస్తకము
518,Buchstabe::N,hizki,అక్షరము
519,Zeitung::N,egunkari,వార్తాపత్రిక
520,Leben::N,bizi,ప్రాణము
521,Leben::N,bizitza,ప్రాణము
522,Tod::N,herio,మరణము
523,Tod::N,heriotza,మరణము
524,Grab::N,hobi,సమాధి
525,Grab::N,hilobi,సమాధి
526,Kirche::N,eliza,క్రెస్తవులగుడి
527,Sünde::N,hoben,పాపము
528,Sünde::N,bekatu,పాపము
529,Gott::N,jainko,దేవుడు
530,Arbeiter::N,langile,పనిపాటుచేశేవాడు
531,Arbeiter::N,behargin,పనిపాటుచేశేవాడు
532,Chef::N,nagusi,యజమానుడు
533,Meister::N,maisu,కళాకారుడు
534,Arzt::N,osagile,వైద్యుడు
535,Arzt::N,sendagile,వైద్యుడు
536,Lehrer::N,irakasle,ఉపాధ్యాయుడు
537,Geld::N,diru,ద్రవ్యము
538,Geschäft::N,negozio,వ్యాపారము
539,Laden::N,denda,అంగడి
540,Laden::N,saltegi,అంగడి
541,Preis::N,prezio,వెల
542,Preis::N,salneurri,వెల
543,Ware::N,salgai,సరకులు
544,Nutzen::N,onura,ప్రయోజనము
545,Nutzen::N,probetxu,ప్రయోజనము
546,Reichtum::N,aberastasun,ధనము
547,Welt::N,ludi,ప్రపంచము
548,Welt::N,mundu,ప్రపంచము
549,Land::N,herrialde,దేశము
550,Staat::N,estatu,రాజ్యము
551,König::N,errege,రాజు
552,Macht::N,botere,అధికారము
553,Grenze::N,muga,సరిహద్దు
554,Krieg::N,guda,యుద్ధము
555,Feind::N,etsai,శత్రువు
556,Feind::N,arerio,శత్రువు
557,Gewalt::N,bortxa,దౌర్జన్యము
558,Gewalt::N,bortizkeria,దౌర్జన్యము
559,Kampf::N,gudu,పోట్లాట
560,Kampf::N,auska,పోట్లాట
561,Bogen[Waffe]::N,arku,విల్లు
562,Pfeil::N,gezi,బాణము
563,Gewehr::N,fusil,తుపాకి
564,Fehler::N,huts,తప్ప
565,Fehler::N,hutsegin,తప్ప
566,Lüge::N,gezur,అసత్యము
567,Schaden::N,kalte,నష్టము
568,Unglück::N,zoritxar,దురదృష్టము
569,Unglück::N,zorigaitz,దురదృష్టము
570,Schuld::N,erru,తప్పు
571,Alter::N,adin,వయస్సు
572,Schluss::N,bukaera,ముగింపు
573,Zeit::N,aldi,కాలము
574,Zeit::N,denbora,కాలము
575,Tag::N,egun,దినము
576,Morgen::N,goiz,ఉదయము
577,Mittag::N,eguerdi,మధ్యాహ్నము
578,Abend::N,arrats,సాయంకాలము
579,Nacht::N,gau,రత్రి
580,Woche::N,aste,వారము
581,Monat::N,hil,నెల
582,Jahr::N,urte,సంవత్సరము
583,Frühling::N,udalehen,వసంతకాలము
584,Sommer::N,uda,వేసవికాము
585,Herbst::N,udazken,ఆకురాలుకాలము
586,Herbst::N,neguantz,ఆకురాలుకాలము
587,Winter::N,negu,శీతకాలము
588,Januar::N,urtarril,జనవరి
589,Februar::N,otsail,ఫిబ్రవరి
590,März::N,martxo,మార్చి
591,April::N,apiril,ఏప్రిలు
592,Mai::N,maiatz,మే
593,Juni::N,ekain,జూన్
594,Juli::N,uztail,జూలై
595,August::N,abuztu,ఆగస్టు
596,September::N,irail,సెప్ఠెంబరు
597,Oktober::N,urri,అక్టోబరు
598,November::N,azaro,నవంబరు
599,Dezember::N,abendu,డిసెంబర్
600,Montag::N,astelehen,సోమవారము
601,Dienstag::N,astearte,మంగళవారము
602,Mittwoch::N,asteazken,బుధవారము
603,Donnerstag::N,ostegun,గురువారము
604,Freitag::N,ostiral,శుక్రవారము
605,Samstag::N,larunbat,శనివారము
606,Sonntag::N,igande,ఆదివారము
607,groß::A,handi,గొప్పైన
608,klein::A,txiki,చిన్న
609,lang::A,luze,పొడుగాటి
610,kurz::A,labur,పొట్టి
611,breit::A,zabal,వెడల్పైన
612,schmal::A,mehar,ఇఱుకైన
613,dicht::A,sarri,దట్టమైన
614,dicht::A,trinko,దట్టమైన
615,dick[Gegenstand]::A,lodi,దట్టమైన
616,dünn::A,mehe,పలుచని
617,fein::A,fin,నాజాకైన
618,fest::A,tinko,దృడమైవ
619,flach::A,lau,చదువైన
620,flach::A,ordoki,చదువైన
621,glatt::A,leun,నున్నని
622,hart::A,gogor,కఠినమైన
623,weich::A,bigun,మృదువైన
624,weich::A,beratz,మృదువైన
625,rund::A,biribil,గుండ్రని
626,spitz::A,puntadun,మొనగల
627,scharf::A,zorrotz,పదనైన
628,stumpf::A,kamuts,వాడిలేని
629,schwer::A,astun,బరువ్తెన
630,schwer::A,pisutsu,బరువ్తెన
631,schön::A,eder,సుందరమైన
632,heiß::A,bero,వేడియైన
633,heiß::A,oso bero,వేడియైన
634,warm::A,bero,వెచ్చని
635,kalt::A,hotz,చల్లని
636,kühl::A,hotzil,చల్లని
637,frisch::A,fresko,తాజాయైన
638,frisch::A,hozkirri,తాజాయైన
639,feucht::A,heze,చెమ్మగానున్న
640,nass::A,busti,తడిగామన్న
641,trocken::A,siku,ఎండిన
642,trocken::A,lehor,ఎండిన
643,voll::A,bete,నిండు
644,leer::A,huts,శూన్యమైన
645,offen::A,ireki,తెఱచియున్న
646,geschlossen::A,itxita,మూసిన
647,sauber::A,xahu,పరిశుద్ధమైన
648,sauber::A,garbi,పరిశుద్ధమైన
649,schmutzig::A,lohi,ముఱికియైన
650,schmutzig::A,zikin,ముఱికియైన
651,roh::A,gordin,పచ్చి
652,reif::A,umo,పండివ
653,reif::A,heldu,పండివ
654,lecker::A,goxo,రుచి గల
655,süß::A,goxo,తియ్యని
656,bitter::A,karmin,చేదైన
657,bitter::A,garratz,చేదైన
658,sauer::A,mingots,పుల్లని
659,hell::A,argi,కాంతిగల
660,dunkel::A,ilun,చీకటియైన
661,schwarz::A,beltz,నల్లని
662,weiß::A,zuri,తెలుపు
663,rot::A,gorri,ఎఱ్ఱని
664,gelb::A,hori,పసుపు పచ్చ
665,blau::A,urdin,నీలవర్ణము
666,grün::A,berde,ఆకుపచ్చని
667,grün::A,musker,ఆకుపచ్చని
668,grau::A,urdin,నెరిసిన
669,grau::A,urdinabar,నెరిసిన
670,bunt::A,koloretsu,రంగేలీ
671,billig::A,merke,చౌకయైన
672,teuer::A,garesti,వెలపొడుగైన
673,wertvoll::A,baliotsu,విలుప్తెన
674,blind::A,itsu,గ్రుడ్డి
675,taub::A,gor,చెవిటి
676,kräftig::A,kementsu,శక్తి గల
677,stark::A,bizkor,బలమైన
678,stark::A,indartsu,బలమైన
679,schwach::A,ahul,బలహీనమైన
680,schwach::A,indargabe,బలహీనమైన
681,fett::A,gizen,క్రొవ్విన
682,schlank::A,lerden,సన్నని
683,hübsch::A,polit,సాగప్తెన
684,böse::A,tzar,చెడ్డ
685,böse::A,gaizto,చెడ్డ
686,dumm::A,lelo,తెలివిలేని
687,dumm::A,pello,తెలివిలేని
688,faul::A,nagi,సోమరియైన
689,faul::A,alfer,సోమరియైన
690,fleißig::A,maratz,శ్రద్దగల
691,fleißig::A,lanzale,శ్రద్దగల
692,geizig::A,zeken,పిసినారియైన
693,geizig::A,zikoitz,పిసినారియైన
694,klug::A,zuhur,తెలివిగల
695,geschickt::A,trebe,నిపుణతగల
696,geschickt::A,antzetsu,నిపుణతగల
697,lieb::A,maite,ప్రియమైన
698,lieb::A,laztan,ప్రియమైన
