,Concept_ID,he,ko
217,Eltern::N,הורים,어버오
218,Vater::N,אב,아버지
219,Mutter::N,אם,어머니
220,Sohn::N,בן,아들
221,Tochter::N,בת,딸기
222,Bruder::N,אח,형제
223,Schwester::N,אחות,누이
224,Onkel::N,דוד,백부
225,Tante::N,דודה,아주머니
226,Ehemann::N,איש,남편
227,Ehemann::N,בעל,남편
228,Ehefrau::N,אשה,아내
229,Freude::N,שמחה,기쁨
230,Gelächter::N,צחוק,웃음
231,Glück::N,אשר,즐거움
232,Kummer::N,יגון,슬픔
233,Kummer::N,עגמה,슬픔
234,Wunsch::N,אחול,소망
235,Wunsch::N,משאלה,소망
236,Lust::N,חשק,
237,Lust::N,תשוקה,
238,Geist::N,רוח,할기
239,Gedanke::N,מחשבה,상념
240,Gedächtnis::N,זכרון,기억
241,Verstand::N,שכל,분별
242,Verstand::N,שכל,지능
243,Sinn::N,מובן,센스
244,Sinn::N,משמעות,센스
245,Grund::N,סבה,까닭
246,Wahrheit::N,אמת,참
247,Wahrheit::N,אמת,진실
248,Gespräch::N,דיון,대화
249,Märchen::N,אגדה,동화
250,Erzählung::N,ספור,이야기
251,Nachricht::N,ידיעה,
252,Neuigkeit::N,חדשה,뉴스
253,Name::N,שם,이름
254,Rätsel::N,תעלומה,수수께끼
255,Rede::N,נאום,연설
256,Sprache::N,לשון,말
257,Stimme::N,קול,목소리
258,Wort::N,מלה,낱말
259,Zeichen::N,סימן,신호
260,Ruf::N,קריאה,부름
261,Lärm::N,רעש,소동
262,Laut::N,הגה,음성
263,Ton::N,צליל,목소리
264,Lied::N,שיר,노래
265,Ruhe::N,שלוה,쉼
266,Leute::N,אנשים,사람들
267,Volk::N,עם,국중
268,Arbeit::N,עבודה,근로
269,Arbeit::N,עבודה,너무
270,Gast::N,אורח,손님
271,Geschenk::N,מתנה,행하
272,Spiel::N,משחק,무리
273,Gesellschaft::N,חברה,교제
274,Hilfe::N,עזרה,거들음
275,Hilfe::N,עזרה,보좌
276,Freund::N,חבר,친구
277,Freund::N,ידיד,친구
278,Kamerad::N,רע,동실자
279,Angelegenheit::N,ענין,용무
280,Anzahl::N,מספר,어떤
281,Anzahl::N,מספר,수
282,Art::N,סוג,정류
283,Stück::N,חתיכה,일부분
284,Teil::N,פרק,몱
285,Teil::N,פרק,구훠
286,Hälfte::N,חצי,2분의
287,Kreis::N,מעגל,고리
288,Kreuz::N,צלב,열십자
289,Linie::N,קו,선
290,Strich::N,קו קצר,스침
291,Abstand::N,מרחק,거리
292,Entfernung::N,מרחק,거리
293,Gegend::N,נוף,곳
294,Gegend::N,נוף,부금
295,Platz::N,שטח,장소
296,Ort::N,אתר,장소
297,Ort::N,מקום,장소
298,Seite::N,צד,옆면
299,Mitte::N,אמצע,궁간
300,Gegenstand::N,אוביקט,항목
301,Sache::N,דבר,뭉에
302,Rand::N,פרור,가
303,Kante::N,קצה,귀퉁
304,Ecke::N,פנה,구석
305,Spitze::N,קצה,끝
306,Spitze::N,קצה,참단
307,Ende::N,סוף,말당
308,Loch::N,חר,빙옷
309,Winkel::N,פנה,각도
310,Muster::N,תבנית,본
311,Muster::N,תבנית,견복
312,Größe::N,גדל,신장
313,Länge::N,ארך,길이긺
314,Höhe::N,קומה,높이
315,Höhe::N,גבה,높이
316,Gewicht::N,משקל,추
317,Menge::N,כמות,수양
318,Haufen::N,ערמה,퇴적
319,Reihe::N,רצף,열
320,Boot::N,סירה,보트
321,Ruder::N,משוט,노
322,Schlitten::N,מזחלת,썰매
323,Ski::N,מגלשים,스키
324,Lagerfeuer::N,מדורה,캠프의 모닥불
325,Last::N,משא,무거운짐
326,Gang::N,הליכה,걸음
327,Schritt::N,צעד,보조
328,Norden::N,צפון,북쪽 
329,Süden::N,דרום,남쪽
330,Westen::N,מערב,서쪽
331,Osten::N,מזרח,동쪽
332,Holz::N,עץ,목재
333,Brett::N,קרש,마루널
334,Platte::N,לוח,탤
335,Platte::N,לוח,금속판
336,Stütze::N,משען,버팀목
337,Stange::N,מוט,장대
338,Stock::N,מקל,막대기
339,Stab::N,מוט,작대기
340,Rohr::N,צנור,갈대
341,Haus::N,בית,집
342,Heim::N,בית,집
343,Ofen::N,תנור,아궁이
344,Fußboden::N,רצפה,마루
345,Tisch::N,שלחן,탁자
346,Stuhl::N,כסא,의자
347,Wiege::N,ערש,발상지
348,Bett::N,מטה,침대
349,Regal::N,מדף,서가
350,Kiste::N,תבה,짐궤
351,Kiste::N,ארגז,짐궤
352,Fenster::N,חלון,눔
353,Tür::N,דלת,문
354,Tor::N,שער,대문
355,Zaun::N,גדר,담장
356,Dach::N,גג,지붕
357,Leiter::N,סלם,사닥다리
358,Besen::N,מטאטא,비
359,Spaten::N,את,가래
360,Schaufel::N,את,삽
361,Gabel::N,מזלג,갈래
362,Löffel::N,כף,숟가락
363,Messer::N,סכין,나이프
364,Nagel::N,מסמר,발툽
365,Netz::N,רשת,그물
366,Haken::N,וו,갈고리
367,Haken::N,קרס,갈고리
368,Griff::N,ידית,움켜쥠
369,Schloss::N,מנעול,자물쇠
370,Bild::N,תמונה,그림
371,Figur::N,פסל,몸메
372,Puppe::N,בבה,인형
373,Beutel::N,שק,클
374,Bündel::N,צרור,자근다발
375,Tasche::N,שקית,가방
376,Eimer::N,דלי,동이
377,Deckel::N,מכסה,뚜껑
378,Geschirr::N,כלים,식시
379,Sack::N,שק,조갑
380,Tasse::N,ספל,차잔
381,Topf::N,סיר,단지
382,Kessel::N,קנקן,주전자
383,Essen::N,אכל,먹기
384,Essen::N,ארוחה,먹기
385,Nahrung::N,הזנה,식료
386,Nahrung::N,תזונה,식료
387,Speise::N,מאכל,음식물
388,Speise::N,ארוחה,음식물
389,Fleisch::N,בשר,고기
390,Getreide::N,דגן,곡물
391,Brei::N,מחית,젤리
392,Brot::N,לחם,빵
393,Scheibe::N,עגול,원반
394,Scheibe::N,פרוסה,원반
395,Fett::N,שמן,기름
396,Butter::N,חמאה,버터
397,Öl::N,שמן,올리브유
398,Salz::N,מלח,소금
399,Suppe::N,מרק,국
400,Suppe::N,מרק,수프
401,Honig::N,דבש,감미
402,Milch::N,חלב,유즙
403,Tee::N,תה,차
404,Leder::N,עור,가죽
405,Wolle::N,צמר,양털
406,Stoff::N,בד,패료
407,Stoff::N,אריג,패료
408,Nadel::N,מחט,바늘
409,Faden::N,חוט,콘실
410,Knopf::N,כפתור,단추
411,Knoten::N,קשר,곁절
412,Farbe::N,צבע,색
413,Kleidung::N,בגדים,옷입기
414,Hemd::N,חלצה,속옷
415,Kragen::N,צוארון,깃
416,Ärmel::N,שרוול,소매
417,Hose::N,מכנסים,바지
418,Gürtel::N,חגורה,밴드
419,Mütze::N,כובע,모자
420,Schuh::N,נעל,구두
421,Stiefel::N,מגף,장화
422,Ring::N,טבעת,고리
423,Band::N,סרט,리본
424,Kamm::N,מסרק,빗
425,Spiegel::N,מראה,거울
426,Riemen::N,רצועה,가죽끈
427,Schnur::N,חבל,밧줄
428,Leine::N,מושכות,고삐줄
429,Decke::N,שמיכה,이부자리
430,Kissen::N,כרית,깔개
431,Tuch::N,צעיף,천
432,Handtuch::N,מגבת,수건
433,Kraft::N,כוח,세력
434,Stärke::N,און,힘
435,Gesundheit::N,בריאות,위생
436,Krankheit::N,מחלה,병
437,Schmerz::N,כאב,아픔고통
438,Wunde::N,פציעה,상처
439,Fieber::N,חם,열별
440,Arznei::N,תרופה,약
441,Brücke::N,גשר,교량
442,Brunnen::N,באר,원천
443,Weide::N,אחו,목장
444,Weide::N,מרעה,목장
445,Pfad::N,שביל,좁은길
446,Pfad::N,מדרכה,좁은길
447,Weg::N,דרך,길
448,Straße::N,כביש,길
449,Dorf::N,כפר,촌
450,Dorf::N,כפר,촌락
451,Stadt::N,עיר,도시
452,Brief::N,מכתב,서한
453,Buch::N,ספר,책
454,Buchstabe::N,אות,문자
455,Zeitung::N,עתון,신문
456,Leben::N,חיים,삶
457,Tod::N,מות,죽음
458,Grab::N,קבר,무덤
459,Kirche::N,כנסיה,교회
460,Sünde::N,חטא,부정
461,Gott::N,אל,하느님
462,Arbeiter::N,פועל,일하는사람
463,Chef::N,ראש,사장
464,Chef::N,מנהל,사장
465,Meister::N,ממחה,명인
466,Meister::N,ממחה,대가
467,Arzt::N,רופא,의사
468,Lehrer::N,מורה,교사
469,Geld::N,כסף,돈
470,Geschäft::N,עסקה,일
471,Laden::N,חנות,가게
472,Preis::N,מחיר,가격
473,Ware::N,סחורה,상품
474,Nutzen::N,תועלת,이익
475,Reichtum::N,עשר,많음
476,Welt::N,עולם,세상
477,Land::N,ארץ,지방
478,Staat::N,מדינה,국가
479,König::N,מלך,국왕
480,Macht::N,כוח,힘
481,Grenze::N,גבול,국경
482,Krieg::N,מלחמה,전쟁
483,Feind::N,אויב,적
484,Gewalt::N,אלימות,권력
485,Kampf::N,קרב,전투
486,Kampf::N,לחימה,전투
487,Bogen[Waffe]::N,קשת,활
488,Pfeil::N,חץ,화살
489,Gewehr::N,רובה,무기
490,Fehler::N,טעות,오류
491,Lüge::N,שקר,거짓말
492,Schaden::N,נזק,손상
493,Unglück::N,מזל רע,불행
494,Schuld::N,אשמה,부채
495,Alter::N,גיל,연령
496,Schluss::N,סיום,마감
497,Zeit::N,זמן,때
498,Zeit::N,זמן,시간
499,Tag::N,יום,하루
500,Morgen::N,בקר,이침
501,Mittag::N,צהרים,대낮
502,Abend::N,ערב,저녁
503,Nacht::N,לילה,밤
504,Woche::N,שבוע,근무일
505,Monat::N,חדש,달
506,Jahr::N,שנה,해
507,Frühling::N,אביב,봄
508,Sommer::N,קיץ,여름
509,Herbst::N,סתו,가을
510,Winter::N,חרף,겨울
511,Januar::N,ינואר,일월
512,Februar::N,פברואר,이월
513,März::N,מרץ,삼월
514,April::N,אפריל,사월
515,Mai::N,מאי,오월
516,Juni::N,יוני,유월
517,Juli::N,יולי,칠월
518,August::N,אוגוסט,팔월
519,September::N,ספטמבר,구월
520,Oktober::N,אוקטובר,시월
521,November::N,נובמבר,십일월
522,Dezember::N,דצמבר,십이월
523,Montag::N,יום שני,월요일
524,Dienstag::N,יום שלישי,화요일
525,Mittwoch::N,יום רביעי,수요일
526,Donnerstag::N,יום חמישי,모교일
527,Freitag::N,יום ששי,그묘일
528,Samstag::N,יום שבת,토요일
529,Sonntag::N,יום ראשון,일요일
530,groß::A,גדול,큰
531,klein::A,קטן,자근
532,lang::A,ארך,긴
533,kurz::A,קצר,짧은
534,breit::A,רחב,넓은
535,schmal::A,צר,좁은
536,dicht::A,צפוף,농밀한
537,dick[Gegenstand]::A,עבה,두꺼운
538,dünn::A,דק,얇은
539,fein::A,מעדן,미세한
540,fest::A,מוצק,굳은
541,flach::A,שטוח,얕은
542,glatt::A,חלק,반들반들한
543,hart::A,קשיח,굳은
544,weich::A,רך,연한
545,rund::A,עגל,둥근
546,spitz::A,חד,뾰족한
547,scharf::A,חד,날카로운
548,stumpf::A,קהה,무딘
549,schwer::A,כבד,무거운
550,schön::A,יפה,멋진
551,heiß::A,חם,뜨거운
552,warm::A,חם,따뜻한
553,kalt::A,קר,찬
554,kühl::A,צונן,서늘한
555,frisch::A,טרי,신선한
556,feucht::A,לח,축축한
557,nass::A,רטוב,젖은
558,trocken::A,יבש,마른
559,voll::A,מלא,완전한
560,leer::A,ריק,빈
561,offen::A,פתוח,열린
562,geschlossen::A,סגור,닫힌
563,sauber::A,נקי,깨끗한
564,schmutzig::A,מלכלך,더러운
565,roh::A,חי,날게잇의
566,reif::A,בשל,이근
567,lecker::A,טעים,맛있는
568,süß::A,מתוק,단
569,bitter::A,מר,찌르는듯한
570,sauer::A,חמוץ,산성의
571,hell::A,בהיר,밝은
572,dunkel::A,עמום,어두운
573,schwarz::A,שחר,검은
574,weiß::A,לבן,하얀
575,rot::A,אדם,붉은
576,gelb::A,צהב,황색
577,blau::A,כחל,푸른
578,grün::A,ירק,녹색의
579,grau::A,אפר,회색의
580,bunt::A,צבעוני,알록달록한
581,billig::A,זול,싼
582,teuer::A,יקר,값비산
583,wertvoll::A,יקר ערך,가치가많은
584,blind::A,עור,눈먼
585,taub::A,חרש,무감간한
586,kräftig::A,חסן,강장한
587,stark::A,חזק,강한
588,schwach::A,חלש,약한
589,fett::A,שמן,실찐
590,schlank::A,רזה,호리호리한
591,hübsch::A,יפה תאר,예쁜
592,böse::A,רשע,나쁜
593,dumm::A,טפש,어리석은
594,faul::A,עצלן,너덜너덜한
595,fleißig::A,חרוץ,근면한
596,geizig::A,קמצן,인색한
597,klug::A,נבון,
598,klug::A,פקח,
599,geschickt::A,מימן,교묘한
600,lieb::A,יקר,친애하는
601,lieb::A,אהוב,친애하는
602,lustig::A,עליז,유쾌한
603,sanft::A,עדין,온화한
604,hungrig::A,רעב,배고픈
605,krank::A,חולה,병든
606,nackt::A,ערום,벌거벗은
607,traurig::A,עצוב,슬픈
608,lebendig::A,חי,살아있는
609,gut::A,טוב,좋은
610,schlecht::A,גרוע,나쁜
611,richtig::A,נכון,바른
612,schlimm::A,רע,못된
613,wahr::A,אמתי,참된
614,alt::A,ישן,늙은
615,neu::A,חדש,새
616,ehemalig::A,לשעבר,전의
617,alt[Lebewesen]::A,זקן,낡은
618,jung::A,צעיר,젊은
619,arm::A,עני,가난한
620,reich::A,עשיר,풍부한
621,bekannt::A,ידוע,저명한
622,berühmt::A,מפרסם,유명한
623,fremd::A,זר,타처이
624,verschieden::A,שונה,따른
625,nah::A,קרוב,가까운
626,fern::A,רחוק,먼
627,linker::A,שמאלי,왼쭉의
628,rechter::A,ימין,오른쪽의
629,anderer::A,אחר,다른
630,erster::A,ראשון,첫째
631,zweiter::A,שני,둘째
632,dritter::A,שלישי,셋째
633,letzter::A,אחרון,의후자의
634,allein::ADV,לבד,훌로
635,auf einmal::ADV,בו-זמנית,갑자기
636,zusammen::ADV,ביחד,모아서
637,lange::ADV,הרבה זמן,오래
638,plötzlich::ADV,לפתע,둘연한
639,plötzlich::ADV,פתאום,둘연한
640,sofort::ADV,מיד,즉시
641,später::ADV,לאחר זמן,보다늦은
642,später::ADV,יותר מאחר,보다늦은
643,jetzt::ADV,עכשיו,목하
644,heute::ADV,היום,오늘
645,morgen::ADV,מחר,내일
646,bald::ADV,בקרוב,곱
647,dann::ADV,אחר-כך,그경우에
648,gestern::ADV,אתמול,어제
649,einst::ADV,לפנים,옛날에
650,damals::ADV,אז,그때에
651,danach::ADV,אחר-כך,그 뒤에
652,vorher::ADV,לפני זה,미리
653,zuerst::ADV,קדם,최초로
654,einmal::ADV,פעם,한번
655,manchmal::ADV,לפעמים,땓대로
656,oft::ADV,לעתים קרובות,땓대로
657,immer::ADV,תמיד,늘
658,niemals::ADV,אף פעם,결코...(하지)않다
659,hier::ADV,כאן,여기
660,hierhin::ADV,פה,여기로
661,von hier::ADV,מפה,
662,dort::ADV,שם,거기
663,dorthin::ADV,שם,저기예
664,geradeaus::ADV,ישר,곧장
665,vorwärts::ADV,קדימה,앞으로
666,rückwärts::ADV,לאחור,뒤로
667,zurück::ADV,בחזרה,제자리로
668,zurück::ADV,אחורנית,제자리로
669,unten::ADV,למטה,아래에
670,hinab::ADV,למטה,아래쪽으로
671,oben::ADV,מעל,위에
672,oben::ADV,למעלה,위에
673,hinauf::ADV,למעלה,위쪽으로
674,überall::ADV,בכל מקום,도처에
675,nicht::ADV,לא,안
676,ein wenig::ADV,קצת,적음
677,kaum::ADV,בקשי,가의
678,sehr::ADV,מאוד,자주
679,so::ADV,כך,그와같이
680,so::ADV,ככה,그와같이
681,noch::ADV,עוד,아직
682,noch::ADV,עדין,아직
683,nur::ADV,רק,다만
684,schon::ADV,כבר,이미
685,wieder::ADV,שוב,다시
686,vergebens::ADV,לריק,헛되이
687,vergebens::ADV,לשוא,헛되이
688,vor::PRP,מול,앞에
689,hinter::PRP,מאחורי,뒤에
690,unter::PRP,מתחת,잍에
691,durch::PRP,דרך,통고하여
692,neben::PRP,ליד,와나란히
693,neben::PRP,על-יד,와나란히
694,zwischen::PRP,בין,의사이로
695,wegen::PRP,בשל,때문에
696,wegen::PRP,בגלל,때문에
697,dies::PRN,זה,이
698,das::PRN,זה,저
699,alles::PRN,הכל,모든것
700,ich::PRN,אני,나
701,du::PRN,את,너
702,du::PRN,אתה,너
703,er::PRN,הוא,그
704,wir::PRN,אנחנו,우리
705,ihr::PRN,לה,너희들
706,sie::PRN,הם,그들
707,was::FPRN,מה,뭣
708,wer::FPRN,מי,누구
709,wo::FADV,איפה,어디
710,wohin::FADV,לאן,어디로
711,wie::FADV,איך,어떻게
712,warum::FADV,למה,왜
713,wieviel::FNUM,כמה,얼마만큰
714,eins::NUM,אחד,하나
715,zwei::NUM,שתים,둘
716,drei::NUM,שלושה,셋
717,vier::NUM,ארבעה,넷
718,fünf::NUM,חמשה,다섯
719,sechs::NUM,ששה,여섯
720,sieben::NUM,שבעה,일곱
721,acht::NUM,שמונה,여덟
722,neun::NUM,תשעה,아홉
723,zehn::NUM,עשרה,열
724,elf::NUM,אחת עשרה,열하나
725,zwölf::NUM,שתים עשרה,열둘
726,zwanzig::NUM,עשרים,스물
727,dreißig::NUM,שלושים,서름
728,vierzig::NUM,ארבעים,마흔
729,fünfzig::NUM,חמשים,숸
730,sechzig::NUM,ששים,에순
731,siebzig::NUM,שבעים,일흔
732,achtzig::NUM,שמונים,여든
733,neunzig::NUM,תשעים,아흔
734,hundert::NUM,מאה,백
735,tausend::NUM,אלף,천
736,und::CNJ,ו,와
737,oder::CNJ,או,아니면
738,stehen::V,עמד,서다
739,sitzen::V,ישב,앉다
740,liegen::V,שכב,눕다
741,hängen::V,היה תלוי,달다
742,werden::V,הפך ל,되다
743,passieren::V,קרה,지장옶다
744,beginnen::V,התחיל,시작되다
745,enden::V,הסתים,큳내다
746,wechseln::V,השתנה,병경하다
747,aufgehen[Sonne]::V,זרח,뜨다
748,untergehen[Sonne]::V,שקע,지다
749,scheinen[Sonne]::V,בהק,빛나다
750,donnern::V,רעם,천둥치다
751,wehen::V,נשב,풀다
752,strömen::V,זרם,흐르다
753,fließen::V,זרם,흐르다
754,sich drehen::V,הסתובב,돌다
755,schwanken::V,התנודד,동요하다
756,schwingen::V,התנענע,흔들다
757,fallen::V,נפל,떨어지다
758,brennen::V,בער,타다
759,rauchen::V,עשן,김이나다
760,regnen::V,ירד גשם,비가오다
761,gefrieren::V,קפא,얼다
762,tauen::V,נמס,녹다
763,schmelzen::V,התיך,녹다
764,trocknen::V,התיבש,홈치다
765,sieden::V,רתח,끓다
766,faulen::V,רקב,부패하다
767,verfaulen::V,רקב,썩다
768,reißen::V,נקרע,지바찢다
769,versinken::V,טבע,가라앉다
770,vergehen::V,עבר,지나가다
771,erscheinen::V,נגלה,나타나다
772,erscheinen::V,הופיע,나타나다
773,verschwinden::V,נעלם,사라지다
774,sinken::V,ירד,가라앉다
775,abnehmen::V,הפחית,떼어내다
776,zunehmen::V,רבה,증가하다
777,steigen::V,עלה,상승하다
778,wachsen::V,גדל,생기하다
779,glänzen::V,נצץ,뛰오나다
780,glänzen::V,בהק,뛰오나다
781,funkeln::V,נצנץ,불티가잍어나다
782,lärmen::V,רעש,떠들다
783,läuten::V,צלצל,울시다
784,klingeln::V,צלצל,초닌총을울리다
785,klirren::V,קרקש,탁탁울리다
786,brausen::V,געש,쏴쏴소리내다
787,rauschen::V,רשרש,솨솨
788,klingen::V,נשמע,반향하다
789,bellen::V,נבח,짖다
790,heulen::V,ילל,포효하다
791,blasen::V,נשף,불다
792,pfeifen::V,שרק,피리를불다
793,schreien::V,צעק,절규하다
794,stöhnen::V,נאנק,신음하다
795,zittern::V,רעד,저뉼하다
796,leben::V,חי,살다
797,geboren werden::V,נולד,태어난
798,atmen::V,נשם,숨쉬다
799,trinken::V,שתה,마시다
800,essen::V,אכל,먹다
801,schlucken::V,בלע,들이켜다
802,müde werden::V,התעיף,
803,einschlafen::V,נרדם,잠들다
804,schlafen::V,ישן,자다
805,aufwachen::V,התעורר,눈트다
806,aufstehen::V,קם,서다
807,sich erholen::V,נפש,회복하다
808,krank werden::V,חלה,
809,krank sein::V,היה חולה,
810,schmerzen::V,כאב,아프다
811,husten::V,השתעל,잔기침하다
812,genesen::V,הבריא,낫다
813,sterben::V,מת,죽다
814,umkommen::V,נספה,못쓰게되다
815,sich bewegen::V,נע,움직이다
816,sich rühren::V,זז,움직이다
817,sich erheben::V,קם,이러서다
818,sich setzen::V,התישב,앉히다
819,hinfallen::V,נפל,넘어지다
820,laufen::V,הלך ברגל,걷다
821,schreiten::V,פסע,보행하다
