,Concept_ID,bn,uk
118,Rinde::N,বল্কল,кора
119,Ast::N,শাখা,гілка
120,Zweig::N,ডাল,галузь
121,Blatt::N,পর্ণ,лист
122,Birke::N,ভুর্জ,береза
123,Kiefer[Baum]::N,পাইন গাছ,сосна
124,Weide[Baum]::N,উইলো,верба
125,Tanne::N,দেবদারূ গাছ,ялиця
126,Horn::N,শিং,ріг
127,Feder::N,পালক,перо
128,Fell::N,রোম,хутро
129,Flügel::N,ডানা,крило
130,Klaue::N,নখর,кіготь
131,Kralle::N,নখর,лапа
132,Schwanz::N,লেজ,хвіст
133,Ei::N,ডিম,яйце
134,Nest::N,কুলায়,гніздо
135,Bau::N,ডেরা,лігво
136,Tier::N,জন্তু,тварина
137,Herde::N,ঝাঁক,стадо
138,Kuh::N,গোরু,корова
139,Bulle::N,বৃষ,бик
140,Bulle::N,বৃষ,бугай
141,Pferd::N,ঘোড়া,кінь
142,Schaf::N,ভেড়া,вівця
143,Schwein::N,শূকর,свиня
144,Hund::N,কুকুর,собака
145,Katze::N,বেড়াল,кішка
146,Bär::N,ভল্লুক,ведмідь
147,Eichhörnchen::N,কাঠবিড়াল,білка
148,Elch::N,হরিণবিশেষ,лось
149,Fuchs::N,পাঁতিশিয়াল,лисиця
150,Hase::N,শশক,заєць
151,Maus::N,নেংটি ইঁদুর,миша
152,Wolf::N,নেকড়ে,вовк
153,Vogel::N,পক্ষী,птах
154,Schwarm::N,ঝাঁক,зграя
155,Huhn::N,মোরগ,курка
156,Hahn::N,কুক্কুট,півень
157,Gans::N,হংসী,гуска
158,Adler::N,ইগল,орел
159,Ente::N,হংসী,качка
160,Eule::N,পেচক,сова
161,Kranich::N,সারস,журавель
162,Krähe::N,কাক,ворона
163,Kuckuck::N,কোকিল,зозуля
164,Schwan::N,মরাল,лебідь
165,Fisch::N,মাছ,риба
166,Barsch::N,মৎন্যবিশেষ,окунь
167,Hecht::N,বানমাছ,щука
168,Schlange[Tier]::N,সর্প,змія
169,Wurm::N,কীট,черв’як
170,Spinne::N,মাকড়সা,павук
171,Ameise::N,পিপীলিকা,мурашка
172,Laus::N,উকুন,воша
173,Mücke::N,মশা,комар
174,Fliege::N,মাছি,муха
175,Schmetterling::N,প্রজাপতি,метелик
176,Beere::N,বেরি,ягода
177,Apfel::N,আপেল,яблуко
178,Pilz::N,ছত্রক,гриб
179,Zwiebel::N,পিয়াজ,цибуля
180,Saat::N,বীজ,сім’я
181,Korn::N,শস্য,зерно
182,Heu::N,খড়,сіно
183,Schale::N,খোসা,шкірка
184,Grube::N,গর্ত,яма
185,Falle::N,ফাঁদ,пастка
186,Schlinge::N,পাশ,петля
187,Spur::N,চিহ্ন,слід
188,Asche::N,ভস্ম,зола
189,Asche::N,ভস্ম,попіл
190,Dreck::N,ময়লা,бруд
191,Eisen::N,লোহা,залізо
192,Gold::N,স্বর্ণ,золото
193,Silber::N,রৌপ্য,срібло
194,Kohle::N,অঙ্গার,вугілля
195,Glas::N,কাচ,скло
196,Lehm::N,মৃত্তিকা,глина
197,Sand::N,বালি,пісок
198,Mensch::N,নর,людина
199,Mensch::N,মানুষ,людина
200,Mann::N,মানুষ,чоловік
201,Frau::N,নারী,жінка
202,Kind::N,বাচ্চা,дитина
203,Junge::N,ছেলে,хлопець
204,Mädchen::N,মেয়ে,дівчина
205,Familie::N,পরিবার,сім’я
206,Familie::N,পরিবার,родина
207,Großvater::N,মাতামহ,дідусь
208,Großmutter::N,মাতামহী,бабуся
209,Eltern::N,মাতাপিতা,батьки
210,Vater::N,পিতা,батько
211,Mutter::N,মাতা,мати
212,Sohn::N,ছেলে,син
213,Tochter::N,মেয়ে,дочка
214,Bruder::N,দাদা,брат
215,Schwester::N,বোন,сестра
216,Schwester::N,দিদি,сестра
217,Onkel::N,মামা,дядько
218,Tante::N,মাসী,тітка
219,Ehemann::N,স্বামী,чоловік
220,Ehefrau::N,পত্নী,жінка
221,Ehefrau::N,পত্নী,дружина
222,Freude::N,উল্লাস,радощі
223,Gelächter::N,হাসি,сміх
224,Glück::N,সুখ,щастя
225,Kummer::N,দুঃখ,горе
226,Wunsch::N,আকাঙ্ক্ষা,бажання
227,Lust::N,বাসনা,бажання
228,Geist::N,আত্না,дух
229,Gedanke::N,চিন্তা,думка
230,Gedächtnis::N,স্মরণশক্তি,пам’ять
231,Verstand::N,মন,розум
232,Sinn::N,পদার্থ,зміст
233,Sinn::N,পদার্থ,значення
234,Grund::N,কারণ,причина
235,Wahrheit::N,সত্য,правда
236,Gespräch::N,কথাবার্তা,розмова
237,Märchen::N,রূপকথা,байка
238,Erzählung::N,গল্প,повість
239,Erzählung::N,গল্প,оповідання
240,Nachricht::N,তথ্য,повідомлення
241,Neuigkeit::N,খবরাখবর,новина
242,Name::N,নাম,ім’я
243,Rätsel::N,ধাঁধা,загадка
244,Rede::N,বক্তৃতা,промова
245,Sprache::N,ভাষা,мова
246,Stimme::N,স্বর,голос
247,Wort::N,শব্দ,слово
248,Zeichen::N,প্রতীক,знак
249,Ruf::N,ডাক,оклик
250,Lärm::N,হৈচৈ,шум
251,Laut::N,ধ্বনি,звук
252,Ton::N,স্বর,тон
253,Lied::N,গান,пісня
254,Ruhe::N,শান্তি,спокій
255,Leute::N,প্রজাপুঞ্জ,люди
256,Volk::N,জাতি,народ
257,Arbeit::N,চাকরি,робота
258,Gast::N,অতিথি,гість
259,Geschenk::N,উপহার,подарунок
260,Spiel::N,খেলা,гра
261,Gesellschaft::N,সঙ্গিগণ,товариство
262,Hilfe::N,সাহায্য,допомога
263,Freund::N,বন্ধু,друг
264,Freund::N,বন্ধু,приятель
265,Kamerad::N,সঙ্গী,товариш
266,Angelegenheit::N,বিষয়,справа
267,Anzahl::N,পরিমাণ,число
268,Art::N,রকম,рід
269,Stück::N,টুকরো,кусок
270,Teil::N,অংশ,частина
271,Hälfte::N,অর্ধেক,половина
272,Kreis::N,বৃত্ত,круг
273,Kreis::N,বৃত্ত,коло
274,Kreuz::N,ক্রুশ,хрест
275,Linie::N,রেখা,лінія
276,Strich::N,কষি,штрих
277,Abstand::N,ফাঁক,проміжок
278,Entfernung::N,ব্যবধান,відстань
279,Gegend::N,ক্ষেত্র,місцевість
280,Platz::N,জায়গা,площа
281,Ort::N,স্থান,місце
282,Seite::N,পার্শ্ব,сторона
283,Mitte::N,মধ্য,середина
284,Gegenstand::N,জিনিস,предмет
285,Sache::N,বস্তু,річ
286,Rand::N,কানা,край
287,Kante::N,ধার,ребро
288,Ecke::N,কোণ,ріг
289,Spitze::N,ডগা,кінчик
290,Ende::N,প্রান্ত,кінець
291,Loch::N,গর্ত,діра
292,Winkel::N,কোণ,куток
293,Muster::N,নমুন্,узор
294,Größe::N,আয়তন,розмір
295,Länge::N,দৈর্ঘ্য,довжина
296,Höhe::N,উচ্চতা,висота
297,Gewicht::N,ওজন,вага
298,Menge::N,পরিমাণ,кількість
299,Haufen::N,পুঞ্জ,купа
300,Reihe::N,শ্রেণী,ряд
301,Boot::N,নৌকা,човен
302,Ruder::N,দাঁড়,весло
303,Schlitten::N,স্নেজ্-গাড়ি,сани
304,Ski::N,শী,лижа
305,Lagerfeuer::N,অগ্নি,вогнище
306,Last::N,বোঝা,тягар
307,Last::N,বোঝা,вантаж
308,Gang::N,হণ্টন,хід
309,Schritt::N,পদ,крок
310,Norden::N,উত্তরদিক্,північ
311,Süden::N,দক্ষিণদিক,південь
312,Westen::N,পশ্চিমদিক্,захід
313,Osten::N,পূর্বদিক,схід
314,Holz::N,কাঠ,дрова
315,Brett::N,তক্তা,дошка
316,Platte::N,ফলক,плита
317,Stütze::N,নাগদণ্ড,підпірка
318,Stange::N,দণ্ড,жердина
319,Stock::N,ছড়ি,палиця
320,Stab::N,যষ্টি,палиця
321,Rohr::N,নল,труба
322,Haus::N,ঘর,дім
323,Haus::N,ঘর,хата
324,Heim::N,বাসা,житло
325,Ofen::N,স্টোভ্,піч
326,Fußboden::N,গহতল,підлога
327,Tisch::N,মেজ,стіл
328,Tisch::N,টেবিল,стіл
329,Stuhl::N,চেয়ার,стілець
330,Stuhl::N,কেদারা,стілець
331,Wiege::N,দোলনা,колиска
332,Bett::N,শয্যা,ліжко
333,Bett::N,শয্যা,постіль
334,Regal::N,তাক,полиця
335,Kiste::N,বাক্স,ящик
336,Fenster::N,জানালা,вікно
337,Tür::N,দ্বার,двері
338,Tor::N,দ্বার,ворота
339,Zaun::N,বেড়া,паркан
340,Zaun::N,বেড়া,огорожа
341,Dach::N,ছাদ,дах
342,Leiter::N,মই,драбина
343,Besen::N,গুল্মবিশেষ,мітла
344,Spaten::N,কোদাল,заступ
345,Schaufel::N,বেলচা,совок
346,Schaufel::N,বেলচা,лопата
347,Gabel::N,কাঁটা,виделка
348,Löffel::N,চামচ,ложка
349,Messer::N,ছুরি,ніж
350,Nagel::N,পেরেক,цвях
351,Netz::N,জাল,сіть
352,Haken::N,কাচি,крюк
353,Griff::N,হাতল,ручка
354,Griff::N,হাতল,держак
355,Schloss::N,তালা,замок
356,Bild::N,ছবি,картина
357,Bild::N,চিত্র,картина
358,Figur::N,আকার,фігура
359,Puppe::N,পুতুল,лялька
360,Beutel::N,বটুয়া,мішечок
361,Beutel::N,বটুয়া,торбинка
362,Bündel::N,আঁটি,в’язка
363,Tasche::N,থলি,сумка
364,Eimer::N,বাল্তি,відро
365,Deckel::N,আবরণ,кришка
366,Geschirr::N,থালা-বাসন,посуд
367,Sack::N,বস্তা,мішок
368,Tasse::N,কাপ,чашка
369,Topf::N,পাত্র,горщик
370,Kessel::N,কেটলি,котел
371,Essen::N,আহার,їжа
372,Nahrung::N,খাদ্য,харч
373,Speise::N,খাদ্য,страва
374,Fleisch::N,মাংস,м’ясо
375,Getreide::N,শস্য,хліб
376,Getreide::N,শস্য,збіжжя
377,Brei::N,মণ্ড,каша
378,Brot::N,রুটি,хліб
379,Scheibe::N,ফালি,скибочка
380,Fett::N,মেদ,жир
381,Butter::N,মাখন,масло
382,Öl::N,তৈল,олія
383,Salz::N,নুন,сіль
384,Suppe::N,শুরুয়া,суп
385,Honig::N,মধু,мед
386,Milch::N,দুধ,молоко
387,Tee::N,চা,чай
388,Leder::N,পাকা চামড়া,шкіра
389,Wolle::N,পশম,шерсть
390,Stoff::N,বস্ত্র,тканина
391,Nadel::N,সুচ,голка
392,Faden::N,সূত্র,нитка
393,Knopf::N,বোতাম,ґудзик
394,Knoten::N,গিঁট,вузол
395,Farbe::N,রং,фарба
396,Kleidung::N,কাপড়,одяг
397,Kleidung::N,কাপড়,убрання
398,Hemd::N,শার্ট,сорочка
399,Kragen::N,গলবন্ধ,комір
400,Ärmel::N,আস্তিন্,рукав
401,Hose::N,ট্রাউজার,брюки
402,Gürtel::N,কটিবন্ধ,пояс
403,Mütze::N,টুপি,шапка
404,Schuh::N,জুতো,ботинок
405,Stiefel::N,বুট,чобіт
406,Ring::N,আংটি,кільце
407,Band::N,ফিতা,стрічка
408,Kamm::N,চিরুনি,гребінець
409,Spiegel::N,আয়না,дзеркало
410,Riemen::N,চাবুক,ремінь
411,Schnur::N,দড়ি,вірьовка
412,Leine::N,শিকল,шворка
413,Decke::N,কম্বল,ковдра
414,Kissen::N,উপাধান,подушка
415,Tuch::N,বস্ত্র,хустка
416,Handtuch::N,তোয়ালে,рушник
417,Kraft::N,জোর,сила
418,Stärke::N,শক্তি,сила
419,Gesundheit::N,স্বাস্থ্য,здоров’я
420,Krankheit::N,অসুখ,хвороба
421,Krankheit::N,ব্যামো,хвороба
422,Schmerz::N,যন্ত্রণা,біль
423,Wunde::N,ক্ষত,рана
424,Fieber::N,জ্বর,гарячка
425,Arznei::N,ঔষধ,ліки
426,Brücke::N,সেতু,міст
427,Brunnen::N,কূপ,колодязь
428,Weide::N,পশুচারণভূমি,пасовище
429,Pfad::N,পথ,стежка
430,Weg::N,পথ,шлях
431,Weg::N,পথ,дорога
432,Straße::N,রাস্তা,вулиця
433,Dorf::N,গ্রাম,село
434,Stadt::N,শহর,місто
435,Brief::N,চিঠি,лист
436,Buch::N,বই,книга
437,Buch::N,বই,книжка
438,Buchstabe::N,অক্ষর,буква
439,Buchstabe::N,অক্ষর,літера
440,Zeitung::N,সংবাদপত্র,газета
441,Leben::N,জীবন,життя
442,Tod::N,মৃত্যু,смерть
443,Grab::N,কবর,могила
444,Kirche::N,গির্জা,церква
445,Sünde::N,পাপ,гріх
446,Gott::N,দেবতা,бог
447,Arbeiter::N,শ্রমিক,робітник
448,Chef::N,নেতা,хазяїн
449,Meister::N,ব্যক্তি,умілець
450,Arzt::N,চিকিৎসক,лікар
451,Lehrer::N,অধ্যাপক,вчитель
452,Geld::N,মুদ্রা,гроші
453,Geld::N,টাকাপয়সা,гроші
454,Geschäft::N,ব্যস্ততা,заняття
455,Laden::N,দোকান,магазин
456,Laden::N,দোকান,крамниця
457,Preis::N,মূল্য,ціна
458,Ware::N,পণ্যদ্রব্য,товар
459,Nutzen::N,সুবিধা,вигода
460,Nutzen::N,সুবিধা,користь
461,Reichtum::N,ধনদৌলত,багатство
462,Welt::N,জগৎ,світ
463,Land::N,খেত,країна
464,Staat::N,রাষ্ট্র,держава
465,König::N,রাজা,король
466,Macht::N,প্রভাব,влада
467,Grenze::N,সীমা,кордон
468,Krieg::N,যুদ্ধ,війна
469,Feind::N,শত্রু,ворог
470,Gewalt::N,জোর,насильство
471,Kampf::N,লড়াই,бій
472,Kampf::N,লড়াই,боротьба
473,Bogen[Waffe]::N,ধনুক,лук
474,Pfeil::N,বাণ,стріла
475,Gewehr::N,বন্দুক,рушниця
476,Gewehr::N,বন্দুক,гвинтівка
477,Fehler::N,ভুল,помилка
478,Lüge::N,মিথ্যা,брехня
479,Schaden::N,ক্ষতি,шкода
480,Schaden::N,ক্ষতি,збиток
481,Unglück::N,দুর্ভাগ্য,нещастя
482,Schuld::N,অপরাধ,провина
483,Alter::N,আয়ু,вік
484,Alter::N,আয়ু,літа
485,Schluss::N,শেষ,кінець
486,Zeit::N,সময়,час
487,Tag::N,দিন,день
488,Morgen::N,সকাল,ранок
489,Mittag::N,মধ্যাহু,південь
490,Abend::N,সন্ধ্যা,вечір
491,Nacht::N,রাত্রি,ніч
492,Woche::N,সপ্তাহ,тиждень
493,Monat::N,মাস,місяць
494,Jahr::N,সৌরবর্ষ,рік
495,Frühling::N,বসন্তকাল,весна
496,Sommer::N,গ্রীষ্মকাল,літо
497,Herbst::N,শরংঋতু,осінь
498,Winter::N,শীতকাল,зима
499,Januar::N,জানুয়ারী,січень
500,Februar::N,ফেব্রুয়ারী,лютий
501,März::N,মার্চ,березень
502,April::N,এপ্রিল,квітень
503,Mai::N,মে,травень
504,Juni::N,জুন,червень
505,Juli::N,জুলাই,липень
506,August::N,অগাস্ট,серпень
507,September::N,সেপ্টেম্বর,вересень
508,Oktober::N,অক্টোবর,жовтень
509,November::N,নভেম্বর,листопад
510,Dezember::N,ডিসেম্বর,грудень
511,Montag::N,সোমবার,понеділок
512,Dienstag::N,মঙ্গলবার,вівторок
513,Mittwoch::N,বুধবার,середа
514,Donnerstag::N,বৃহম্পতিবার,четвер
515,Freitag::N,শুক্রবার,п’ятниця
516,Samstag::N,শনিবার,субота
517,Sonntag::N,রবিবার,неділя
518,groß::A,বৃহৎ,великий
519,klein::A,ছোট,малий
520,klein::A,ছোট,маленький
521,lang::A,দীর্ঘ,довгий
522,kurz::A,খর্ব,короткий
523,kurz::A,হ্রস্ব,короткий
524,breit::A,চওড়া,широкий
525,schmal::A,সরু,вузький
526,dicht::A,ঘন,густий
527,dick[Gegenstand]::A,পুরু,товстий
528,dünn::A,কৃশ,тонкий
529,fein::A,সূক্ষ্ম,дрібний
530,fest::A,দৃঢ়,міцний
531,flach::A,সমতল,плоский
532,glatt::A,মসৃণ,рівний
533,glatt::A,মসৃণ,гладенький
534,hart::A,শক্ত,твердий
535,weich::A,নরম,м’який
536,rund::A,গোলাকার,круглий
537,spitz::A,তীক্ষ্ন,гострокінцевий
538,scharf::A,শাণিত,гострий
539,stumpf::A,ভোঁতা,тупий
540,schwer::A,ভারী,важкий
541,schön::A,সুন্দর,вродливий
542,heiß::A,গরম,жаркий
543,heiß::A,গরম,гарячий
544,warm::A,ঈষদুষ্ণ,теплий
545,kalt::A,ঠাণ্ডা,холодний
546,kühl::A,শীতল,прохолодний
547,frisch::A,তাজা,свіжий
548,feucht::A,ভিজা,вогкий
549,nass::A,ভিজা,мокрий
550,trocken::A,শুষ্ক,сухий
551,voll::A,পূর্ণ,повний
552,leer::A,খালি,пустий
553,offen::A,খোলা,відкритий
554,geschlossen::A,বন্ধ,закритий
555,geschlossen::A,বন্ধ,зачинений
556,sauber::A,নির্মল,чистий
557,sauber::A,নির্মল,охайний
558,schmutzig::A,নোংরা,брудний
559,roh::A,কাঁচা,сирий
560,reif::A,পাকা,зрілий
561,lecker::A,সুস্বাদ,смачний
562,süß::A,মিষ্ট,солодкий
563,bitter::A,তিক্ত,гіркий
564,sauer::A,টক,кислий
565,hell::A,উজ্জ্বল,світлий
566,dunkel::A,অন্ধকারময়,темний
567,schwarz::A,কালো,чорний
568,weiß::A,সাদা,сивий
569,rot::A,লাল,червоний
570,gelb::A,হলদে,жовтий
571,blau::A,নীল,синій
572,grün::A,সবুজ,зелений
573,grau::A,ছাই-রঙা,сірий
574,bunt::A,রঙিন,барвистий
575,billig::A,সস্তা,дешевий
576,teuer::A,আক্রা,дорогий
577,wertvoll::A,মহার্ঘ,цінний
578,blind::A,কানা,сліпий
579,taub::A,বধির,глухий
580,kräftig::A,বিশাল,могутній
581,stark::A,শক্তিশালী,сильний
582,schwach::A,দুর্বল,слабкий
583,fett::A,মোটা,жирний
584,fett::A,মোটা,товстий
585,schlank::A,কৃশ,тонкий
586,schlank::A,কৃশ,стрункий
587,hübsch::A,সুন্দর,чарівний
588,böse::A,খারাপ,злий
589,böse::A,খারাপ,лихий
590,dumm::A,মূর্খ,дурний
591,faul::A,শ্রমবিমুখ,ледачий
592,fleißig::A,পরিশ্রমী,старанний
593,geizig::A,ব্যয়কুণ্ঠ,скупий
594,klug::A,দক্ষ,мудрий
595,klug::A,দক্ষ,розумний
596,geschickt::A,পটু,умілий
597,lieb::A,প্রেয়,милий
598,lustig::A,প্রফুল্ল,веселий
599,sanft::A,নম্র,лагідний
600,hungrig::A,ক্ষুধার্ত,голодний
601,krank::A,অসুস্থ,слабий
602,nackt::A,উলঙ্গ,голий
603,traurig::A,দুঃখিত,сумний
604,lebendig::A,জীবিত,живий
605,gut::A,ভালো,добрий
606,schlecht::A,মন্দ,поганий
607,schlecht::A,মন্দ,кепський
608,richtig::A,ঠিক,правильний
609,schlimm::A,কদর্য,бридкий
610,wahr::A,বাস্তব,справжній
611,alt::A,পুরাতন,старий
612,neu::A,নব,новий
613,neu::A,নূতন,новий
614,ehemalig::A,পূর্বকালীন,колишній
615,alt[Lebewesen]::A,বৃদ্ধ,старий
616,jung::A,তরুণ,молодий
617,arm::A,ক্ষুদ্র,бідний
618,reich::A,ধনবান্,багатий
619,bekannt::A,সুপরিচিত,знайомий
620,berühmt::A,বিখ্যাত,славетний
621,fremd::A,বিদেশি,чужий
622,verschieden::A,বিসদৃশ,різний
623,nah::A,নিকটবতী,близький
624,fern::A,দুরবতী,далекий
625,linker::A,বাম,лівий
626,rechter::A,ডান,правий
627,rechter::A,ডাইন,правий
628,anderer::A,অন্যতর,інакший
629,erster::A,প্রথম,перший
630,zweiter::A,দ্বিতীয়,другий
631,dritter::A,তৃতীয়,третій
632,letzter::A,সর্বশেষ,останній
633,allein::ADV,একক,сам
634,allein::ADV,একক,один
635,auf einmal::ADV,জলদি,відразу
636,zusammen::ADV,একসঙ্গে,разом
637,zusammen::ADV,একসঙ্গে,спільно
638,lange::ADV,লম্বা,довго
639,plötzlich::ADV,হঠাৎ,раптом
640,sofort::ADV,মুহ্ণর্তমধ্যে,зараз
641,später::ADV,পশ্চাতে,пізніше
642,jetzt::ADV,এখন,тепер
643,heute::ADV,আজ,сьогодні
644,morgen::ADV,আগামিকাল,завтра
645,bald::ADV,অস্পকালমধ্যে,незабаром
646,dann::ADV,তখন,потім
647,gestern::ADV,গতকাল,вчора
648,einst::ADV,একবার মাত্র,колись
649,damals::ADV,তখন,тоді
650,danach::ADV,পরে,згодом
651,vorher::ADV,আগে,раніше
652,zuerst::ADV,আগে,спершу
653,zuerst::ADV,আগে,спочатку
654,einmal::ADV,একবার,один раз
655,manchmal::ADV,কখনও কখনও,іноді
656,manchmal::ADV,কখনও কখনও,інколи
657,oft::ADV,ঘনঘন,часто
658,immer::ADV,সর্বদা,завжди
659,niemals::ADV,কখলও নহে,ніколи
660,hier::ADV,এখানে,тут
661,hierhin::ADV,এখানে,сюди
662,von hier::ADV,ত্রই স্তান হইতে,звідси
663,dort::ADV,ওখানে,там
664,dorthin::ADV,ওখানে,туди
665,geradeaus::ADV,অগ্রগামী,прямо
666,vorwärts::ADV,সন্মুখিকে,вперед
667,rückwärts::ADV,খিরিয়া,назад
668,zurück::ADV,পিঠ,назад
669,unten::ADV,নীচে,внизу
670,hinab::ADV,নিম্নগামী,вниз
671,oben::ADV,উপরে,вгорі
672,hinauf::ADV,উচ্চতর অংশে,вгору
673,überall::ADV,সর্বত্র,скрізь
674,nicht::ADV,না,не
675,ein wenig::ADV,অল্প,трохи
676,ein wenig::ADV,অল্প,небагато
677,kaum::ADV,কষ্টসহকাবে,ледве
678,sehr::ADV,খুব,дуже
679,so::ADV,তত,так
680,noch::ADV,এখন পর্যস্ত,ще
681,nur::ADV,শুধু,лише
682,nur::ADV,শুধু,тільки
683,schon::ADV,ইতঃপুর্বে,вже
684,wieder::ADV,আবার,знову
685,vergebens::ADV,বিফলে,дарма
686,vor::PRP,সম্মুখে,перед
687,hinter::PRP,পশ্চাতে,ззаду
688,hinter::PRP,পশ্চাতে,позаду
689,unter::PRP,নীচে,під
690,durch::PRP,দ্বারা,крізь
691,neben::PRP,কাছে,біля
692,zwischen::PRP,মধ্যে,між
693,wegen::PRP,জন্য,з-за
694,wegen::PRP,জন্য,через
695,dies::PRN,এটা,це
696,das::PRN,ওটা,то
697,alles::PRN,সব,все
698,ich::PRN,আমি,я
699,du::PRN,তুমি,ти
700,er::PRN,উনি,він
701,wir::PRN,আমরা,ми
702,ihr::PRN,তোমরা,ви
703,sie::PRN,তারা,вони
704,was::FPRN,কি,що
705,wer::FPRN,কে,хто
706,wo::FADV,কোথায়,де
707,wohin::FADV,কোথায়,куди
708,wie::FADV,কেমন,як
709,warum::FADV,কেন,чому
710,wieviel::FNUM,কত,скільки
711,eins::NUM,অক,один
712,zwei::NUM,দুই,два
713,drei::NUM,তিন,три
714,vier::NUM,চার,чотири
715,fünf::NUM,পাঁচ,п’ять
716,sechs::NUM,ছয়,шість
717,sieben::NUM,সাত,сім
718,acht::NUM,আট,вісім
719,neun::NUM,নয়,дев’ять
720,zehn::NUM,দশ,десять
721,elf::NUM,এগারো,одинадцять
722,zwölf::NUM,দ্বাদশ,дванадцять
723,zwanzig::NUM,বিশ,двадцять
724,dreißig::NUM,ত্রিশ,тридцять
725,vierzig::NUM,চল্লিশ,сорок
726,fünfzig::NUM,পঞ্চাশ,п’ятдесят
