,Concept_ID,en,ta
275,Gegenstand::N,item,உருப்படி
276,Sache::N,thing,பொருள்
277,Rand::N,fringe,தொங்கு
278,Kante::N,edge,விளிம்பு
279,Ecke::N,corner,மூலை
280,Spitze::N,tip,முனை
281,Ende::N,end,முடிவு
282,Loch::N,hole,துளை
283,Winkel::N,angle,கோணம்
284,Muster::N,pattern,பாங்கு
285,Größe::N,size,அளவு
286,Länge::N,length,நீளம்
287,Höhe::N,height,உயரம்
288,Gewicht::N,weight,எடை
289,Menge::N,amount,தொகை
290,Haufen::N,heap,குவியல்
291,Reihe::N,row,வரிசை
292,Boot::N,boat,படகு
293,Ruder::N,oar,துடுப்பு
294,Schlitten::N,sleigh,சகடையிலா வண்டி
295,Ski::N,ski,பனிச் சறுக்கல்
296,Lagerfeuer::N,campfire,மூட்டம்
297,Last::N,load,பாரம்
298,Gang::N,walk,நடை
299,Schritt::N,step,காலடி
300,Norden::N,north,வடக்கு
301,Süden::N,south,தெற்கு
302,Westen::N,west,மேற்கு திசை
303,Osten::N,east,கிழக்கு
304,Holz::N,wood,மரக்கட்டை
305,Brett::N,board,பலகை
306,Platte::N,slab,பலகம்
307,Stütze::N,bracket,அடைப்புகன்
308,Stange::N,pole,கம்பம்
309,Stock::N,stick,குச்சி
310,Stab::N,staff,கம்பு
311,Rohr::N,pipe,குழாய்
312,Haus::N,house,வீடு
313,Heim::N,home,வீடு
314,Ofen::N,stove,அடுப்பு
315,Fußboden::N,floor,தரை
316,Tisch::N,table,மேசை
317,Stuhl::N,chair,நாற்காலி
318,Wiege::N,cradle,தொட்டில்
319,Bett::N,bed,படுக்கை
320,Regal::N,shelf,அலமாரி
321,Kiste::N,box,பெட்டி
322,Fenster::N,window,சாளரம்
323,Tür::N,door,கதவு
324,Tor::N,gate,வாசற்கதவு
325,Zaun::N,fence,வேலி
326,Dach::N,roof,கூரை
327,Leiter::N,ladder,ஏணி
328,Besen::N,broom,விளக்குமாறு
329,Spaten::N,spade,மண்வெட்டி
330,Schaufel::N,shovel,அடிதண்டா
331,Gabel::N,fork,முட்கரண்டி
332,Löffel::N,spoon,கரண்டி
333,Messer::N,knife,கத்தி
334,Nagel::N,nail,ஆணி
335,Netz::N,net,வலை
336,Haken::N,hook,கொக்கி
337,Griff::N,handle,கைப்பிடி
338,Schloss::N,lock,பூட்டு
339,Bild::N,picture,படம்
340,Figur::N,figure,எண்ணிக்கை
341,Puppe::N,doll,பொம்மை
342,Beutel::N,pouch,பை
343,Bündel::N,bundle,பொதி
344,Tasche::N,bag,பை
345,Eimer::N,bucket,வாளி
346,Deckel::N,cover,உறை
347,Geschirr::N,dishes,பாத்திரம்
348,Sack::N,sack,பை
349,Tasse::N,cup,கிண்ணம்
350,Topf::N,pot,பானை
351,Kessel::N,kettle,கெண்டி
352,Essen::N,meal,உணவருந்துதல்
353,Nahrung::N,food,உணவு
354,Speise::N,dish,உணவு வகை
355,Fleisch::N,meat,இறைச்சி
356,Getreide::N,corn,மக்காச்சோளம்
357,Brei::N,mush,கஞ்சி
358,Brot::N,bread,ரொட்டி
359,Scheibe::N,slice,துண்டு
360,Fett::N,fat,கொழுப்பு
361,Butter::N,butter,வெண்ணெய்
362,Öl::N,oil,எண்ணெய்
363,Salz::N,salt,உப்பு
364,Suppe::N,soup,ரசம்
365,Honig::N,honey,தேன்
366,Milch::N,milk,பால்
367,Tee::N,tea,தெனீர்
368,Leder::N,leather,பதம் செய்யப்பட்ட தோல்
369,Wolle::N,wool,கம்பளி
370,Stoff::N,cloth,துணி
371,Nadel::N,needle,ஊசி
372,Faden::N,thread,நூல்
373,Knopf::N,button,பொத்தான்
374,Knoten::N,knot,முடிச்சு
375,Farbe::N,paint,வண்ணக் குழம்பு
376,Kleidung::N,clothes,ஆடைகள்
377,Hemd::N,shirt,சட்டை
378,Kragen::N,collar,கழுத்துப் பட்டை
379,Ärmel::N,sleeve,சட்டைக்கை
380,Hose::N,trousers,கால்சட்டை
381,Gürtel::N,belt,பெல்ட்
382,Mütze::N,cap,தொப்பி
383,Schuh::N,shoe,காலணி
384,Stiefel::N,boot,காலணி
385,Ring::N,ring,மோதிரம்
386,Band::N,ribbon,நாடா
387,Kamm::N,comb,கீப்பு
388,Spiegel::N,mirror,ஆடி
389,Spiegel::N,mirror,கண்ணாடி
390,Riemen::N,strap,வார்
391,Schnur::N,string,கயிறு
392,Leine::N,leash,தோல்வார்
393,Decke::N,blanket,போர்வை
394,Kissen::N,pillow,தலையணை
395,Tuch::N,scarf,துணி
396,Handtuch::N,towel,தண்டு
397,Kraft::N,force,நிர்பந்தம்
398,Stärke::N,strength,பலம்
399,Gesundheit::N,health,ஆரோக்கியம்
400,Krankheit::N,illness,நோய்
401,Schmerz::N,pain,வலி
402,Wunde::N,wound,காயம்
403,Fieber::N,fever,காய்ச்சல்
404,Arznei::N,medicine,மருந்து
405,Brücke::N,bridge,பாலம்
406,Brunnen::N,well,கேணி
407,Weide::N,pasture,மேய்ச்சல் நிலம்
408,Pfad::N,path,நடை வழி
409,Weg::N,way,வழி
410,Straße::N,road,சாலை
411,Dorf::N,village,கிராமம்
412,Stadt::N,town,நகரம்
413,Brief::N,letter,கடிதம்
414,Buch::N,book,புத்தகம்
415,Buchstabe::N,character,எழத்து
416,Zeitung::N,newspaper,செய்தித்தாள்
417,Leben::N,life,வாழ்க்கை
418,Tod::N,death,மரணம்
419,Grab::N,grave,சமாதி
420,Kirche::N,church,தேவாலயம்
421,Sünde::N,sin,பாவம்
422,Gott::N,god,கடவுள்
423,Arbeiter::N,worker,தொழிலாளி
424,Chef::N,boss,மேலாளர்
425,Meister::N,master,தலைவன்
426,Arzt::N,doctor,மருத்துவர்
427,Lehrer::N,teacher,ஆசிரியர்
428,Geld::N,money,பணம்
429,Geschäft::N,business,வாணிபம்
430,Laden::N,shop,கடை
431,Preis::N,price,விலை
432,Ware::N,ware,சாமன்கள்
433,Nutzen::N,profit,இலாபம்
434,Reichtum::N,wealth,சொத்து
435,Welt::N,world,உலகம்
436,Land::N,country,நாடு
437,Staat::N,state,நாடு
438,König::N,king,அரசன்
439,Macht::N,power,அதிகாரம்
440,Grenze::N,border,எல்லை
441,Krieg::N,war,போர்
442,Feind::N,enemy,எதிரி
443,Gewalt::N,violence,வன்முறை
444,Kampf::N,fight,போராட்டம்
445,Bogen[Waffe]::N,bow,வில்
446,Pfeil::N,arrow,அம்பு
447,Gewehr::N,gun,துப்பாக்கி
448,Fehler::N,mistake,தவறு
449,Lüge::N,lie,பொய்
450,Schaden::N,damage,சேதாரம்
451,Unglück::N,misfortune,இடையூறு
452,Schuld::N,fault,குற்றம்
453,Alter::N,age,வயது
454,Schluss::N,conclusion,முடிவு
455,Zeit::N,time,காலம்
456,Tag::N,day,நாள்
457,Morgen::N,morning,காலை நேரம்
458,Mittag::N,noon,மதியம்
459,Abend::N,evening,மாலைப் பொழுது
460,Nacht::N,night,இரவு
461,Woche::N,week,வாரம்
462,Monat::N,month,மாதம்
463,Jahr::N,year,வருடம்
464,Frühling::N,spring,வசந்தம்
465,Sommer::N,summer,கோடை
466,Herbst::N,autumn,இலையுதிர் காலம்
467,Winter::N,winter,குளிர்காலம்
468,Januar::N,January,ஜனவரி
469,Februar::N,February,பிபரவரி மாதம்
470,März::N,March,மார்ச் மாதம்
471,April::N,April,ஏப்ரல் மாதம்
472,Mai::N,May,மே மாதம்
473,Juni::N,June,ஜூன் மாதம்
474,Juli::N,July,ஜூலை மாதம்
475,August::N,August,ஆகஸ்ட் மாதம்
476,September::N,September,செப்டம்பர் மாதம்
477,Oktober::N,October,அக்டோபர் மாதம்
478,November::N,November,நவம்பர் மாதம்
479,Dezember::N,December,டிசம்பர்
480,Montag::N,Monday,திங்கட் கிழமை
481,Dienstag::N,Tuesday,செவ்வாய்க்கிழமை
482,Mittwoch::N,Wednesday,புதன் கிழமை
483,Donnerstag::N,Thursday,வியாழக் கிழமை
484,Freitag::N,Friday,வெள்ளிக்கிழமை
485,Samstag::N,Saturday,சனிக்கிழமை
486,Sonntag::N,Sunday,ஞாயிறுக் கிழமை
487,groß::A,big,பெரிய
488,klein::A,little,சிறிய
489,lang::A,long,நீண்ட
490,kurz::A,short,குட்டையான
491,breit::A,wide,அகலமான
492,schmal::A,narrow,குறுகலான
493,dicht::A,dense,அடர்த்தியான
494,dick[Gegenstand]::A,thick,தடித்த
495,dünn::A,thin,சன்னமான
496,fein::A,delicate,மெல்லிய
497,fest::A,firm,உறுதியாள
498,flach::A,flat,தட்டையான
499,glatt::A,smooth,வழுவழுப்பான
500,hart::A,hard,கடினமான
501,weich::A,soft,மென்மையான
502,rund::A,round,உருண்டையான
503,spitz::A,pointed,திகந்தமாக
504,scharf::A,sharp,கூரான
505,stumpf::A,blunt,உளம் திறந்த
506,schwer::A,heavy,கனமான
507,schön::A,beautiful,அழகான
508,heiß::A,hot,சூடான
509,warm::A,warm,இதமான
510,kalt::A,cold,குளிர்ச்சியான
511,kühl::A,cool,குளிர்ச்சியான
512,frisch::A,fresh,சுத்தமான
513,feucht::A,damp,ஈரமான
514,nass::A,wet,ஈரமான
515,trocken::A,dry,உலர்ந்த
516,voll::A,full,நிரம்பிய
517,leer::A,empty,காலியான
518,offen::A,open,திறந்த
519,geschlossen::A,closed,மூடப்பட்ட
520,sauber::A,clean,சுத்தமான
521,schmutzig::A,dirty,அழக்கான
522,roh::A,raw,கச்சா
523,reif::A,ripe,பழுத்த
524,lecker::A,delicious,சுவைமிக்க
525,süß::A,sweet,இனிப்பான
526,bitter::A,bitter,கசப்பான
527,sauer::A,sour,புளிப்பாக
528,hell::A,bright,பளபளப்பான
529,dunkel::A,dark,கருமையான
530,schwarz::A,black,கருப்பு வண்ண
531,weiß::A,white,வெண்மையன
532,rot::A,red,சிவப்பு
533,gelb::A,yellow,மஞ்சள் வண்ணம்
534,blau::A,blue,நீல வண்ண
535,grün::A,green,பச்சை வண்ண
536,grau::A,grey,சாம்பல் நிற
537,bunt::A,colourful,வண்ண மயமான
538,bunt::A,colorful,வண்ண மயமான
539,billig::A,cheap,மலிவான
540,teuer::A,dear,விலை அதிகமான
541,wertvoll::A,precious,மதிப்புள்ள
542,blind::A,blind,பார்வையற்ற
543,taub::A,deaf,செவிடான
544,kräftig::A,powerful,வலிமையான
545,stark::A,strong,பலமான
546,schwach::A,weak,பலவீனமான
547,fett::A,fat,பருமனாக
548,schlank::A,slim,ஒல்லியான
549,hübsch::A,pretty,அழகிய
550,böse::A,evil,கேடு விளைவிக்கும்
551,dumm::A,stupid,முட்டாள்தனமான
552,faul::A,lazy,சோம்பலான
553,fleißig::A,diligent,ஊக்கந்தளராத
554,geizig::A,stingy,கஞேசத்தனமான
555,klug::A,clever,சாதுரியமான
556,geschickt::A,skilful,திறமையள்ள
557,geschickt::A,skillful,திறமையள்ள
558,lieb::A,dear,அன்புக்குரிய
559,lustig::A,merry,களிப்புமிக்க
560,sanft::A,gentle,சாதுவான
561,hungrig::A,hungry,பசியுடன்
562,krank::A,sick,நோயுற்று
563,nackt::A,naked,ஆடையற்ற
564,traurig::A,sad,சோகமான
565,lebendig::A,living,பிழைப்பு
566,gut::A,good,நல்ல
567,schlecht::A,bad,கெட்ட
568,richtig::A,correct,சரியான
569,schlimm::A,nasty,அருவருப்பான
570,wahr::A,true,உண்மையான
571,alt::A,old,பழைய
572,neu::A,new,புதிய
573,ehemalig::A,former,முன்நாள்
574,alt[Lebewesen]::A,aged,வயதான
575,jung::A,young,இளமையான
576,arm::A,poor,ஏழ்மையான
577,reich::A,rich,செல்வம் படைத்த
578,bekannt::A,familiar,பழக்கப்பட்ட
579,berühmt::A,famous,புகழ்பெற்ற
580,fremd::A,foreign,அயல் நாட்டு
581,verschieden::A,different,வித்தியாசமான
582,nah::A,near,பக்கத்தில் உள்ள
583,fern::A,far,தொலை தூரத்தில்
584,linker::A,left,மீந்திருக்கும்
585,rechter::A,right,வலதுபக்கம்
586,anderer::A,other,மற்ற
587,erster::A,first,முதனமையான
588,zweiter::A,second,இரண்டாவது
589,dritter::A,third,மூன்றாவது
590,letzter::A,last,கடைசி
591,allein::ADV,alone,தனியாக
592,auf einmal::ADV,at once,தடீரென்று
593,zusammen::ADV,together,சேர்ந்து
594,lange::ADV,long,அதிக நோம்
595,plötzlich::ADV,suddenly,தடீரென்று
596,sofort::ADV,instantly,உடனடியாக
597,später::ADV,later,பிறகு
598,jetzt::ADV,now,இப்பொழது
599,heute::ADV,today,இன்று
600,morgen::ADV,tomorrow,நாளைக்கு
601,bald::ADV,soon,சீக்கிரம்
602,dann::ADV,then,அப்பொழுது
603,gestern::ADV,yesterday,நேற்று
604,einst::ADV,once,ஒரே முறை
605,damals::ADV,at that time,அப்பொழுது
606,danach::ADV,afterwards,பிற்பாடு
607,vorher::ADV,before,முன்பாக
608,zuerst::ADV,at first,முதலில்
609,einmal::ADV,once,ஒரே முறை
610,manchmal::ADV,sometimes,சில நேரங்களில்
611,oft::ADV,often,அடிக்கடி
612,immer::ADV,always,எப்பொழுதும்
613,niemals::ADV,never,ஒருபோதும் இல்லை
614,hier::ADV,here,இங்கே
615,hierhin::ADV,hither,இவ்விடத்திற்கு
616,hierhin::ADV,to here,இவ்விடத்திற்கு
617,hierhin::ADV,here,இவ்விடத்திற்கு
618,von hier::ADV,hence,இனி
619,dort::ADV,there,அங்கே
620,dorthin::ADV,thither,அவ்விடத்திற்கு
621,dorthin::ADV,there,அவ்விடத்திற்கு
622,dorthin::ADV,to there,அவ்விடத்திற்கு
623,geradeaus::ADV,ahead,முன்னாலிருக்கும்
624,vorwärts::ADV,forward,முன்புறமாக
625,rückwärts::ADV,backward,பின்னோக்கி
626,zurück::ADV,back,பின்பக்கம்
627,unten::ADV,below,கீழாக
628,hinab::ADV,down,கீழ் நோக்கி
629,oben::ADV,above,மேலே
630,hinauf::ADV,up,மேலே
631,überall::ADV,everywhere,எல்லா இடத்திலும்
632,nicht::ADV,not,இல்லை
633,ein wenig::ADV,a little,கொஞ்சம்
634,kaum::ADV,hardly,அரிதாக
635,sehr::ADV,very,மிக்க
636,so::ADV,so,மிகவும்
637,noch::ADV,still,இப்பொழுதும்
638,nur::ADV,only,மட்டும்
639,schon::ADV,already,ஏற்கனவே
640,wieder::ADV,again,மறுபடியும்
641,vergebens::ADV,in vain,வீண்
642,vor::PRP,in front of,முன்
643,hinter::PRP,behind,பின்பக்கம்
644,unter::PRP,under,கீழே
645,durch::PRP,through,ஊடே
646,neben::PRP,next to,அடுத்து
647,zwischen::PRP,between,இடையில்
648,wegen::PRP,because of,ஏனெனில்
649,dies::PRN,this,இது
650,das::PRN,that,அது
651,alles::PRN,everything,ஒவ்வொன்றும்
652,ich::PRN,I,நான்
653,du::PRN,you,நீ
654,du::PRN,thou,நீ
655,er::PRN,he,அவன்
656,wir::PRN,we,நாம்
657,wir::PRN,we,நாங்கள்
658,ihr::PRN,you,நீங்கள்
659,sie::PRN,they,அவர்கள்
660,was::FPRN,what,என்ன
661,wer::FPRN,who,யார்
662,wo::FADV,where,எங்கே
663,wohin::FADV,where ... to,எதற்கு
664,wohin::FADV,where to,எதற்கு
665,wohin::FADV,where,எதற்கு
666,wie::FADV,how,எப்படி
667,warum::FADV,why,ஏன்
668,wieviel::FNUM,how much,எவ்வளவு
669,eins::NUM,one,ஒன்று
670,zwei::NUM,two,இரண்டு
671,drei::NUM,three,மூன்று
672,vier::NUM,four,நான்கு
673,fünf::NUM,five,ஐந்து
674,sechs::NUM,six,ஆறு
675,sieben::NUM,seven,ஏழு
676,acht::NUM,eight,எட்டு
677,neun::NUM,nine,ஒன்பது
678,zehn::NUM,ten,பத்து
679,elf::NUM,eleven,பதினொன்று
680,zwölf::NUM,twelve,பன்னிரண்டு
681,zwanzig::NUM,twenty,இருபது
682,dreißig::NUM,thirty,முப்பது
683,vierzig::NUM,forty,நாற்பது
684,fünfzig::NUM,fifty,ஐமபது
685,sechzig::NUM,sixty,அறுபது
686,siebzig::NUM,seventy,எழுபது
687,achtzig::NUM,eighty,எண்பது
688,neunzig::NUM,ninety,தொன்னூறு
689,hundert::NUM,a hundred,நூறு
690,tausend::NUM,a thousand,ஆயிரம்
691,und::CNJ,and,மற்றும்
692,oder::CNJ,or,அல்லது
693,stehen::V,stand,நில்
694,sitzen::V,sit,உட்கார்
695,liegen::V,lie,படு
696,hängen::V,hang,தொங்கச் செய்
697,werden::V,become,ஆகு
698,passieren::V,happen,நிகழ்
699,beginnen::V,begin,ஆரம்பி
700,enden::V,end,முடி
701,wechseln::V,change,மாற்று
702,aufgehen[Sonne]::V,rise,உயர எழு
703,untergehen[Sonne]::V,set,பொறுத்து
704,scheinen[Sonne]::V,shine,பிரகாசி
705,donnern::V,thunder,இடி
706,wehen::V,blow,வீசு
707,strömen::V,stream,பாயதல்
708,fließen::V,flow,நீரோட்டம் போக்கில் போ
709,sich drehen::V,revolve,சுழல்
710,schwanken::V,sway,தள்ளாடு
711,schwingen::V,swing,ஆடு
712,fallen::V,fall,விழு
713,brennen::V,burn,எரி
714,rauchen::V,smoke,பகை பிடி
715,regnen::V,rain,மழை பெய்
716,gefrieren::V,freeze,உறைந்துவிடு
717,tauen::V,thaw,உருகு
718,schmelzen::V,melt,உருகு
719,trocknen::V,dry,உலர்த்து
720,sieden::V,boil,கொதிக்க வை
721,faulen::V,rot,அழுகச் செய்
722,verfaulen::V,decay,அழுகச் செய்
