,Concept_ID,ca,mn
88,Funke::N,centella,оч
89,Feuer::N,foc,гал
90,Licht::N,llum,гэрэл
91,Licht::N,llum,гэгээ
92,Schatten::N,ombra,сүүдэр
93,Wetter::N,temps,тэнгэр
94,Wetter::N,temps,цаг уур
95,Nebel::N,boira,будан
96,Wolke::N,núvol,үүл
97,Regen::N,pluja,бороо
98,Schnee::N,neu,цас
99,Eis::N,gel,мөс
100,Eis::N,glaç,мөс
101,Frost::N,glaçada,хүйт
102,Kälte::N,fred,хүйт
103,Hitze::N,calor,халуун
104,Raureif::N,gebre,цан
105,Raureif::N,gebre,хяруу
106,Regenbogen::N,arc iris,солонго
107,Donner::N,tro,тэнгэрийн дуу
108,Strömung::N,corrent,урсгал
109,Tropfen::N,gota,дусал
110,Schaum::N,escuma,хөөс
111,Schmutz::N,brutícia,хир
112,Schmutz::N,brutícia,шавхай
113,See::N,llac,нуур
114,Sumpf::N,pantà,намаг
115,Sumpf::N,pantà,балчиг
116,Moor::N,pantà,хүлрийн намаг
117,Wiese::N,prat,нуга
118,Wiese::N,prada,нуга
119,Wald::N,bosc,ой
120,Hügel::N,puig,болдог
121,Hügel::N,pujol,болдог
122,Anhöhe::N,turó,гүвээ
123,Berg::N,muntanya,уул
124,Gipfel::N,cim,орой
125,Gipfel::N,cim,оргил
126,Höhle::N,cova,агуй
127,Abhang::N,coster,хүр
128,Quelle::N,font,булаг
129,Bach::N,riera,горхи
130,Fluss::N,riu,гол
131,Fluss::N,riu,мөрөн
132,Ufer::N,riba,эрэг
133,Küste::N,costa,эрэг
134,Festland::N,terra ferma,хуурай газар
135,Meer::N,mar,далай
136,Meer::N,mar,тэнгис
137,Bucht::N,cala,булан
138,Bucht::N,cala,далайн тохой
139,Bucht::N,badia,булан
140,Bucht::N,badia,далайн тохой
141,Insel::N,illa,арал
142,Blume::N,flor,цэцэг
143,Gras::N,herba,өвс
144,Gras::N,herba,ногоо
145,Wurzel::N,rel,үндэс
146,Wurzel::N,arrel,үндэс
147,Baum::N,arbre,мод
148,Stamm::N,tronc,иш
149,Stamm::N,tronc,гуалин
150,Rinde::N,escorça,холтос
151,Ast::N,branca,гишүү
152,Zweig::N,ram,салаа
153,Blatt::N,fulla,навч
154,Birke::N,bedoll,хус
155,Kiefer[Baum]::N,pi,нарс
156,Weide[Baum]::N,salze,уд
157,Weide[Baum]::N,salze,бургас
158,Tanne::N,avet,гачуур
159,Horn::N,corn,эвэр
160,Horn::N,banya,эвэр
161,Feder::N,ploma,өд
162,Fell::N,pell,арьс
163,Flügel::N,ala,жигүүр
164,Flügel::N,ala,далавч
165,Klaue::N,urpa,савар
166,Klaue::N,urpa,хумс
167,Kralle::N,grapa,савар
168,Schwanz::N,cua,сүүл
169,Ei::N,ou,өндөг
170,Nest::N,niu,үүр
171,Bau::N,cau,нүх
172,Bau::N,cau,элүү
173,Tier::N,animāl,амьтан
174,Tier::N,animāl,адгуус
175,Herde::N,ramat,сүрэг
176,Kuh::N,vaca,үнээ
177,Bulle::N,toro,бух
178,Pferd::N,cavāll,морь
179,Pferd::N,cavāll,адуу
180,Schaf::N,be,хонь
181,Schaf::N,ovella,хонь
182,Schwein::N,bacó,гахай
183,Hund::N,ca,нохой
184,Hund::N,gos,нохой
185,Katze::N,gat,муур
186,Katze::N,gat,мигуй
187,Bär::N,ós,баавгай
188,Eichhörnchen::N,esquirol,хэрэм
189,Elch::N,ant,хандгай
190,Fuchs::N,guilla,үнэг
191,Hase::N,llebre,туулай
192,Maus::N,ratolí,хулгана
193,Wolf::N,llop,чоно
194,Vogel::N,au,шувуу
195,Vogel::N,ocēll,шувуу
196,Schwarm::N,bandada,сүрэг
197,Huhn::N,gallina,тахиа
198,Hahn::N,gall,эр тахиа
199,Gans::N,oca,галуу
200,Adler::N,àguila,бүргэд
201,Ente::N,ànec,нугас
202,Eule::N,òliba,ууль
203,Eule::N,mussol,ууль
204,Kranich::N,grua,тогоруу
205,Krähe::N,cornella,хэрээ
206,Kuckuck::N,cucut,хөхөө
207,Schwan::N,cigne,хун
208,Fisch::N,peix,загас
209,Barsch::N,perca,алгана
210,Hecht::N,lluç,цурхай
211,Schlange[Tier]::N,serp,могой
212,Wurm::N,cuc,өт
213,Wurm::N,cuc,хорхой
214,Spinne::N,aranya,аалз
215,Ameise::N,formiga,шоргоолж
216,Laus::N,poll,бөөс
217,Mücke::N,mosquit,шумуул
218,Fliege::N,mosca,ялаа
219,Schmetterling::N,papallona,эрвээхэй
220,Beere::N,baia,жимсгэнэ
221,Apfel::N,poma,алим
222,Pilz::N,bolet,мөөг
223,Zwiebel::N,ceba,сонгино
224,Saat::N,sembra,тариа
225,Korn::N,gra,үр
226,Korn::N,gra,мөхлөг
227,Heu::N,fenc,өвс
228,Schale::N,closca,хальс
229,Grube::N,sot,алам
230,Grube::N,sot,нүх
231,Grube::N,clot,алам
232,Grube::N,clot,нүх
233,Falle::N,trampa,хавх
234,Falle::N,trampa,занга
235,Schlinge::N,baga,урхи
236,Spur::N,traça,мөр
237,Asche::N,cendra,үнс
238,Dreck::N,llot,хир
239,Eisen::N,ferro,төмөр
240,Gold::N,or,алт
241,Silber::N,plata,мөнгө
242,Kohle::N,carbó,нүүрс
243,Glas::N,vidre,шил
244,Lehm::N,fang,шавар
245,Lehm::N,argila,шавар
246,Sand::N,arena,элс
247,Mensch::N,humà,хүн
248,Mensch::N,persona,хүн
249,Mann::N,home,эр
250,Mann::N,home,эрэгтэй
251,Frau::N,dona,эмэгтэй
252,Frau::N,dona,хатагтай
253,Kind::N,nen,хүүхэд
254,Junge::N,noi,хүү
255,Mädchen::N,noia,охин
256,Mädchen::N,noia,бүсгүй
257,Familie::N,família,айл
258,Großvater::N,avi,өвгөн аав
259,Großmutter::N,àvia,эмэг эх
260,Großmutter::N,àvia,эмгээ
261,Eltern::N,pares,эцэг эх
262,Vater::N,pare,аав
263,Vater::N,pare,эцэг
264,Mutter::N,mare,эх
265,Mutter::N,mare,ээж
266,Sohn::N,fill,хүү
267,Tochter::N,filla,охин
268,Bruder::N,germà,ах
269,Bruder::N,germà,дүү
270,Schwester::N,germana,эгч
271,Schwester::N,germana,охин дүү
272,Onkel::N,oncle,авга ах
273,Onkel::N,oncle,нагац ах
274,Tante::N,tia,авга эгч
275,Tante::N,tia,нагац эгч
276,Ehemann::N,espòs,нөхөр
277,Ehefrau::N,muller,эхнэр
278,Ehefrau::N,muller,гэргий
279,Freude::N,goig,баяр
280,Freude::N,goig,баясгалан
281,Freude::N,alegria,баяр
282,Freude::N,alegria,баясгалан
283,Gelächter::N,riallada,инээдэм
284,Glück::N,felicitat,жаргалан
285,Kummer::N,pena,гаслан
286,Wunsch::N,desig,ерөөл
287,Lust::N,ganes,дур
288,Lust::N,ganes,хүсэл
289,Geist::N,ment,оюун
290,Geist::N,esperit,оюун
291,Gedanke::N,pensament,сэтгэл
292,Gedächtnis::N,memòria,ой
293,Gedächtnis::N,memòria,цээж
294,Verstand::N,raó,ухаан
295,Verstand::N,seny,ухаан
296,Sinn::N,solta,утга
297,Sinn::N,sentit,утга
298,Grund::N,raó,учир
299,Grund::N,causa,учир
300,Wahrheit::N,veritāt,үнэн
301,Gespräch::N,conversa,яриа
302,Märchen::N,conte,явган үлгэр
303,Erzählung::N,narració,тууж
304,Nachricht::N,missatge,мэдээ
305,Neuigkeit::N,novetat,сонин
306,Name::N,nom,нэр
307,Rätsel::N,endevinalla,оньсого
308,Rede::N,discurs,хэлсэн үг
309,Sprache::N,llēngua,хэл
310,Stimme::N,veu,дуу
311,Wort::N,mot,үг
312,Wort::N,paraula,үг
313,Zeichen::N,signe,тамга
314,Zeichen::N,signe,тэмдэг
315,Zeichen::N,senyal,тамга
316,Zeichen::N,senyal,тэмдэг
317,Ruf::N,crida,дуудлага
318,Lärm::N,sorōll,шуугиан
319,Lärm::N,sorōll,чимээ
320,Laut::N,so,анир
321,Laut::N,so,дуу
322,Ton::N,to,авиа
323,Ton::N,to,аялгуу
324,Lied::N,cançó,дуу
325,Ruhe::N,calma,энх
326,Ruhe::N,calma,тайван
327,Ruhe::N,silenci,энх
328,Ruhe::N,silenci,тайван
329,Leute::N,gent,хүмүүс
330,Volk::N,poble,улс
331,Arbeit::N,labor,ажил
332,Arbeit::N,labor,хөдөлмөр
333,Arbeit::N,treball,ажил
334,Arbeit::N,treball,хөдөлмөр
335,Gast::N,hoste,зочин
336,Gast::N,hoste,айлчин
337,Geschenk::N,regal,бэлэг
338,Geschenk::N,obsequi,бэлэг
339,Spiel::N,joc,наадам
340,Spiel::N,joc,тоглоом
341,Gesellschaft::N,companyia,хамт байх
342,Hilfe::N,ajut,тусламж
343,Freund::N,amīc,найз
344,Freund::N,amīc,нөхөр
345,Kamerad::N,company,хань
346,Kamerad::N,company,нөхөр
347,Kamerad::N,camarada,хань
348,Kamerad::N,camarada,нөхөр
349,Angelegenheit::N,afer,хэрэг
350,Angelegenheit::N,assumpte,хэрэг
351,Anzahl::N,nombre,тоо
352,Anzahl::N,quantitat,тоо
353,Art::N,tipus,төрөл
354,Art::N,tipus,янз
355,Art::N,classe,төрөл
356,Art::N,classe,янз
357,Stück::N,peça,хэсэг
358,Teil::N,part,хувь
359,Teil::N,part,хэсэг
360,Hälfte::N,meitat,хагас
361,Kreis::N,cercle,тойрог
362,Kreis::N,cercle,хүрээ
363,Kreuz::N,creu,загалмай
364,Linie::N,línia,шугам
365,Strich::N,traç,зураас
366,Strich::N,ratlla,зураас
367,Abstand::N,distància,зай
368,Entfernung::N,distància,зай
369,Entfernung::N,distància,хол ойр
370,Gegend::N,regió,хавь
371,Gegend::N,regió,газар
372,Gegend::N,contrada,хавь
373,Gegend::N,contrada,газар
374,Platz::N,cabuda,зай
375,Platz::N,cabuda,завсар
376,Ort::N,lloc,газар
377,Ort::N,lloc,байр
378,Seite::N,banda,тал
379,Seite::N,banda,этгээд
380,Seite::N,costāt,тал
381,Seite::N,costāt,этгээд
382,Mitte::N,mig,төв
383,Mitte::N,mig,дунд
384,Mitte::N,centre,төв
385,Mitte::N,centre,дунд
386,Gegenstand::N,objecte,юм
387,Sache::N,cosa,үйл
388,Sache::N,cosa,хэрэг
389,Rand::N,vora,зах
390,Rand::N,vora,хөвөө
391,Rand::N,marge,зах
392,Rand::N,marge,хөвөө
393,Kante::N,caire,ирмэг
394,Kante::N,cantell,ирмэг
395,Ecke::N,cantonada,өнцөг
396,Spitze::N,punta,үзүүр
397,Ende::N,cap,зах
398,Ende::N,cap,үзүүр
399,Loch::N,forāt,цоорхой
400,Loch::N,forāt,онгорхой
401,Winkel::N,racó,өнцөг
402,Muster::N,dibuix,хээ
403,Muster::N,dibuix,угалз
404,Muster::N,disseny,хээ
405,Muster::N,disseny,угалз
406,Größe::N,grandària,хэмжээ
407,Länge::N,longitud,урт
408,Höhe::N,altura,өндөр
409,Höhe::N,altitud,өндөр
410,Gewicht::N,pes,жин
411,Menge::N,quantitat,тоо
412,Haufen::N,pila,бөөн
413,Reihe::N,fila,эгнээ
414,Boot::N,bot,завь
415,Boot::N,barca,завь
416,Ruder::N,rem,сэлүүр
417,Schlitten::N,trineu,чарга
418,Ski::N,esquí,цана
419,Lagerfeuer::N,foc de campament,түүдэг
420,Last::N,càrrega,ачаа
421,Gang::N,marxa,явдал
422,Schritt::N,pas,алхам
423,Norden::N,nord,умар
424,Süden::N,sud,урд
425,Süden::N,sud,өмнө
426,Westen::N,oest,өрнө
427,Westen::N,oest,баруун
428,Westen::N,occident,өрнө
429,Westen::N,occident,баруун
430,Osten::N,est,зүүн
431,Osten::N,est,дорно
432,Osten::N,orient,зүүн
433,Osten::N,orient,дорно
434,Holz::N,fusta,мод
435,Brett::N,taula,банз
436,Platte::N,placa,хавтан
437,Stütze::N,suport,тулгуур
438,Stütze::N,suport,тулга
439,Stange::N,vara,сургааг
440,Stock::N,pal,саваа
441,Stab::N,bastó,таяг
442,Rohr::N,tub,хоолой
443,Haus::N,casa,гэр
444,Haus::N,casa,байшин
445,Heim::N,llar,гэр
446,Ofen::N,estufa,зуух
447,Ofen::N,estufa,пийшин
448,Fußboden::N,terra,шал
449,Tisch::N,taula,ширээ
450,Stuhl::N,cadira,сандал
451,Wiege::N,bressol,өлгий
452,Bett::N,llit,ор
453,Regal::N,prestatgeria,тавиур
454,Kiste::N,caixa,авдар
455,Kiste::N,caixa,хайрцаг
456,Fenster::N,finestra,гэгээвч
457,Tür::N,porta,үүд
458,Tür::N,porta,хаалга
459,Tor::N,portal,хаалга
460,Zaun::N,tanca,хашаа
461,Dach::N,teulada,дээвэр
462,Leiter::N,escala,шат
463,Leiter::N,escala de mà,шат
464,Besen::N,escombra,хамуур
465,Besen::N,escombra,туужуу
466,Spaten::N,pala,хүрз
467,Schaufel::N,pala,хүрз
468,Gabel::N,forquilla,сэрээ
469,Löffel::N,cullera,халбага
470,Messer::N,coltell,хутга
471,Nagel::N,clau,хадаас
472,Netz::N,filat,өөш
473,Netz::N,filat,тор
474,Haken::N,ganxo,гох
475,Griff::N,puny,иш
476,Griff::N,puny,сэнж
477,Griff::N,mànec,иш
478,Griff::N,mànec,сэнж
479,Schloss::N,pany,цуурга
480,Schloss::N,pany,цоож
481,Bild::N,imatge,зураг
482,Figur::N,figura,баримал
483,Puppe::N,nina,хүүхэлдэй
484,Beutel::N,bossa,агсаа
485,Beutel::N,bossa,уут
486,Bündel::N,feix,боодол
487,Bündel::N,paquet,боодол
488,Tasche::N,bossa,цүнх
489,Eimer::N,galleda,хөнөг
490,Eimer::N,galleda,хувин
491,Deckel::N,tapa,таг
492,Deckel::N,tapa,хавхаг
493,Deckel::N,tapadora,таг
494,Deckel::N,tapadora,хавхаг
495,Geschirr::N,vaixella,сав суулга
496,Sack::N,sac,шуудай
497,Sack::N,saca,шуудай
498,Tasse::N,tassa,аяга
499,Topf::N,pot,тогоо
500,Topf::N,olla,тогоо
501,Kessel::N,caldera,тогоо
502,Essen::N,àpat,идээ
503,Essen::N,menjada,идээ
504,Nahrung::N,aliment,хүнс
505,Speise::N,plat,идээ
506,Fleisch::N,carn,мах
507,Getreide::N,cereals,будаа
508,Brei::N,puré,богшмол
509,Brei::N,puré,будаа
510,Brot::N,pa,талх
511,Scheibe::N,tall,зүсэм
512,Scheibe::N,tall,хэрчим
513,Scheibe::N,llesca,зүсэм
514,Scheibe::N,llesca,хэрчим
515,Fett::N,greix,өөх
516,Butter::N,mantega,тос
517,Öl::N,oli,тос
518,Salz::N,sal,давс
519,Suppe::N,sopa,шөл
520,Honig::N,mel,бал
521,Milch::N,llet,сүү
522,Tee::N,te,цай
523,Leder::N,cuir,арьс
524,Leder::N,cuir,савхи
525,Wolle::N,llana,ноос
526,Wolle::N,llana,унгас
527,Stoff::N,tela,бөс
528,Nadel::N,agulla,зүү
529,Faden::N,fil,боолт
530,Faden::N,fil,утас
531,Knopf::N,botó,товч
532,Knoten::N,nus,зангилаа
533,Farbe::N,pintura,будаг
534,Kleidung::N,roba,хувцас
535,Kleidung::N,vestits,хувцас
536,Hemd::N,camisa,цамц
537,Kragen::N,coll,зах заам
538,Ärmel::N,màniga,ханцуй
539,Hose::N,pantalōns,өмд
540,Gürtel::N,cinturó,бүс
541,Mütze::N,gorra,малгай
542,Mütze::N,gorra,бүрх
543,Schuh::N,sabata,туфли
544,Stiefel::N,bota,гутал
545,Ring::N,anell,бөгж
546,Band::N,veta,тууз
547,Band::N,cinta,тууз
548,Kamm::N,pinta,сам
549,Spiegel::N,mirāll,толь
550,Riemen::N,corretja,тасам
551,Riemen::N,corretja,сур
552,Schnur::N,corda,татлага
553,Leine::N,corretja,оосор
554,Decke::N,manta,хөнжил
555,Decke::N,manta,хучлага
556,Decke::N,flassada,хөнжил
557,Decke::N,flassada,хучлага
558,Kissen::N,coixí,дэр
559,Tuch::N,mocador,алчуур
560,Tuch::N,mocador,даавуу
561,Handtuch::N,tovallola,алчуур
562,Kraft::N,força,чадал
563,Kraft::N,força,хүч
564,Stärke::N,vigor,эрч
565,Stärke::N,vigor,тэнхээ
566,Gesundheit::N,salut,бие
567,Gesundheit::N,salut,эрүүл мэнд
568,Krankheit::N,malaltia,эмгэг
569,Schmerz::N,dolor,өвчин
570,Wunde::N,ferida,шарх
571,Fieber::N,febre,халуун
572,Arznei::N,medicament,эм
573,Brücke::N,pont,гүүр
574,Brunnen::N,pou,худаг
575,Weide::N,pastura,бэлчээр
576,Pfad::N,senda,жим
577,Pfad::N,senda,зөрөг
578,Pfad::N,sender,жим
579,Pfad::N,sender,зөрөг
580,Weg::N,camí,зам
581,Weg::N,camí,харгуй
582,Straße::N,carretera,зам
583,Straße::N,carretera,харгуй
584,Dorf::N,poble,тосгон
585,Dorf::N,poble,гацаа
586,Stadt::N,ciutāt,хот
587,Brief::N,carta,захидал
588,Brief::N,carta,захиа
589,Buch::N,llibre,ном
590,Buch::N,llibre,бичиг
591,Buchstabe::N,lletra,үсэг
592,Zeitung::N,diāri,сонин
593,Leben::N,vida,амь
594,Leben::N,vida,амьдрал
595,Tod::N,mort,үхэл
596,Grab::N,tomba,булш
597,Kirche::N,església,сүм
598,Sünde::N,pecat,нүгэл
599,Sünde::N,pecat,хилэнц
600,Gott::N,déu,бурхан
601,Arbeiter::N,obrer,ажилчин
602,Arbeiter::N,obrer,хөдөлмөрчин
603,Chef::N,cap,дарга
604,Meister::N,mestre,дархан
605,Arzt::N,metge,эмч
606,Lehrer::N,mestre,багш
607,Geld::N,dinērs,цаас
608,Geld::N,dinērs,мөнгө
609,Geschäft::N,negoci,наймаа
610,Laden::N,tenda,дэлгүүр
611,Laden::N,botiga,дэлгүүр
612,Preis::N,preu,үнэ
613,Ware::N,mercaderia,таваар
614,Ware::N,mercaderia,бараа
615,Nutzen::N,profit,ашиг
616,Reichtum::N,riquesa,баялаг
617,Welt::N,món,дэлхий
618,Welt::N,món,орчлон
619,Land::N,país,улс
620,Land::N,país,орон
621,Staat::N,estat,төр
622,Staat::N,estat,гүрэн
623,König::N,rei,ван
624,Macht::N,poder,засаг
625,Macht::N,potència,засаг
626,Grenze::N,frontera,хил
627,Krieg::N,guerra,дайн
628,Feind::N,enemic,дайсан
629,Gewalt::N,violència,хүчирхэх
630,Kampf::N,lluita,тэмцэл
631,Kampf::N,lluita,байлдаан
632,Bogen[Waffe]::N,arc,нум
633,Pfeil::N,fletxa,годил
634,Pfeil::N,fletxa,сум
635,Gewehr::N,fusell,буу
636,Gewehr::N,escopeta,буу
637,Fehler::N,falta,эндэл
638,Fehler::N,falta,алдаа
639,Lüge::N,mentida,худал
640,Schaden::N,dany,хор
641,Schaden::N,dany,хөнөөл
642,Unglück::N,desgràcia,гай
643,Unglück::N,desgràcia,гамшиг
644,Schuld::N,culpa,гэм
645,Schuld::N,culpa,буруу
646,Alter::N,edat,нас
647,Schluss::N,fi,эцэс
648,Schluss::N,fi,төгсгөл
649,Schluss::N,final,эцэс
650,Schluss::N,final,төгсгөл
651,Zeit::N,temps,цаг
652,Tag::N,dia,өдөр
653,Morgen::N,matí,өглөө
654,Mittag::N,migdia,үд
655,Abend::N,vespre,үдэш
656,Nacht::N,nit,шөнө
657,Woche::N,setmana,долоо хоног
658,Monat::N,mes,сар
659,Jahr::N,any,жил
660,Frühling::N,primavera,хавар
661,Sommer::N,estīu,зун
662,Herbst::N,tardor,намар
663,Winter::N,hivērn,өвөл
664,Januar::N,gener,нэгдүгээр сар
665,Februar::N,febrer,хоёрдугаар сар
666,März::N,març,гуравдугаар сар
667,April::N,abril,дөрөвдүгээр сар
668,Mai::N,maig,тавдугаар сар
669,Juni::N,juny,зургаадугаар сар
670,Juli::N,juliol,долдугаар сар
671,August::N,agost,наймдугаар сар
672,September::N,setembre,есдүгээр сар
673,Oktober::N,octubre,аравдугаар сар
674,November::N,novembre,арван нэгдүгээр сар
675,Dezember::N,desembre,арван хоёрдугаар сар
676,Montag::N,dilluns,даваа
677,Dienstag::N,dimarts,мягмар
678,Mittwoch::N,dimecres,лхагва
679,Donnerstag::N,dijous,пүрэв
680,Freitag::N,divendres,баасан
681,Samstag::N,dissabte,бямба
682,Sonntag::N,diumenge,ням
683,groß::A,gros,их
684,groß::A,gros,том
685,klein::A,petīt,бага
686,klein::A,petīt,жаахан
687,lang::A,llarg,урт
688,kurz::A,curt,охор
689,kurz::A,curt,богино
690,breit::A,ample,өргөн
691,schmal::A,estret,уйтан
692,schmal::A,estret,нарийн
693,dicht::A,dens,нягт
694,dicht::A,dens,чигжүү
695,dick[Gegenstand]::A,gruixūt,зузаан
696,dünn::A,prim,нимгэн
697,fein::A,fi,нарийн
698,fest::A,ferm,бөх
699,fest::A,ferm,хатуу
700,fest::A,sòlid,бөх
701,fest::A,sòlid,хатуу
702,flach::A,pla,хавтгай
703,glatt::A,llis,цагаан
704,hart::A,dur,хатуу
705,weich::A,tou,зөөлөн
706,rund::A,rodó,дугуй
707,rund::A,rodó,дугариг
708,spitz::A,punxegut,шовх
709,spitz::A,punxegut,шовгор
710,scharf::A,agut,хурц
711,scharf::A,agut,иртэй
712,stumpf::A,rom,мохоо
713,stumpf::A,esmussat,мохоо
714,schwer::A,pesāt,хүнд
715,schön::A,bonīc,гуа
716,schön::A,bonīc,сайхан
717,heiß::A,calēnt,халуун
718,warm::A,càlid,дулаан
719,kalt::A,fred,хүйтэн
720,kühl::A,fresc,сэрүүн
721,frisch::A,fresc,эрүүл
722,frisch::A,fresc,жихүүн
723,feucht::A,humit,чийгтэй
724,nass::A,mullat,нойтон
725,trocken::A,sec,хатсан
726,voll::A,ple,дүүрэн
727,leer::A,buit,хоосон
728,offen::A,obert,онгорхой
729,geschlossen::A,tancat,битүү
730,geschlossen::A,tancat,хаалтай
731,sauber::A,net,цэвэр
732,sauber::A,net,хиргүй
733,schmutzig::A,brut,бохир
734,schmutzig::A,brut,хиртэй
735,roh::A,cru,түүхий
736,reif::A,madur,болсон
737,lecker::A,deliciós,амттай
738,süß::A,dolç,амттай
739,süß::A,dolç,чихэрлэг
740,bitter::A,amarg,гашуун
741,sauer::A,agre,эсгэлэн
742,hell::A,clar,гэгээн
743,hell::A,clar,гэрэлтэй
744,dunkel::A,fosc,бараан
745,dunkel::A,fosc,харанхуй
746,schwarz::A,negre,хар
747,weiß::A,blanc,цагаан
748,rot::A,vermēll,улаан
749,gelb::A,groc,шар
750,blau::A,blau,хөх
751,blau::A,blau,цэнхэр
752,grün::A,verd,ногоон
753,grau::A,gris,орог
754,grau::A,gris,саарал
755,bunt::A,multicolor,эрээн
756,billig::A,barat,хямд
757,teuer::A,car,үнэтэй
758,wertvoll::A,preciós,үнэт
759,blind::A,cec,сохор
760,taub::A,sord,чих хатуу
761,kräftig::A,fort,чийрэг
762,kräftig::A,vigorós,чийрэг
763,stark::A,fort,хүчтэй
764,stark::A,fort,чадалтай
765,schwach::A,feble,сул
766,fett::A,gras,тарган
767,fett::A,gras,голигор
768,schlank::A,esvelt,голшиг
769,hübsch::A,maco,сайхан
770,hübsch::A,maco,хөөрхөн
771,böse::A,dolent,муу
772,böse::A,dolent,хортой
773,dumm::A,ximple,тэнэг
774,dumm::A,estúpid,тэнэг
775,faul::A,gandūl,залхуу
776,faul::A,mandrós,залхуу
777,fleißig::A,diligēnt,чармайлтгай
778,geizig::A,avar,харамч
779,klug::A,intel·ligent,цэцэн
780,geschickt::A,hàbil,дүйтэй
781,lieb::A,amat,хайрт
782,lieb::A,estimat,хайрт
783,lustig::A,alegre,цэнгэлтэй
784,sanft::A,suau,наалинхай
785,hungrig::A,afamat,өлөн
786,hungrig::A,afamat,өлссөн
787,krank::A,malālt,өвчтэй
788,nackt::A,nu,нүцгэн
789,traurig::A,trist,гунигт
790,lebendig::A,viu,амьд
791,lebendig::A,viu,амьтай
792,gut::A,bo,сайн
793,schlecht::A,dolēnt,муу
794,schlecht::A,dolēnt,өөдгүй
795,richtig::A,just,зөв
796,richtig::A,just,зүйтэй
797,richtig::A,correcte,зөв
798,richtig::A,correcte,зүйтэй
799,schlimm::A,greu,муухай
800,wahr::A,vertader,үнэн
801,wahr::A,vertader,жинхэнэ
802,wahr::A,veritable,үнэн
803,wahr::A,veritable,жинхэнэ
804,alt::A,vell,хуучин
805,neu::A,nou,шинэ
806,ehemalig::A,antic,агсан
807,ehemalig::A,antic,байсан
808,alt[Lebewesen]::A,vell,өвгөн
809,alt[Lebewesen]::A,vell,хижээл
810,jung::A,jove,залуу
811,arm::A,pobre,ядуу
812,reich::A,ric,баян
813,reich::A,ric,баялаг
814,bekannt::A,conegut,танил
815,berühmt::A,famós,цуутай
816,berühmt::A,famós,алдартай
817,fremd::A,estrany,харь
818,fremd::A,estrany,гадаад
819,verschieden::A,diferent,ондоо
820,verschieden::A,diferent,янз янзын
821,nah::A,pròxim,ойрын
