,Concept_ID,el,ps
70,Sonne::N,ήλιος,لمر
71,Mond::N,σελήνη,سپوږمۍ
72,Mond::N,φεγγάρι,سپوږمۍ
73,Stern::N,άστρο,ستوری
74,Stern::N,αστέρι,ستوری
75,Luft::N,αέρας,هوا
76,Wind::N,αέρας,ورښ
77,Wind::N,άνεμος,ورښ
78,Welle::N,κύμα,موج
79,Wasser::N,νερό,اوبه
80,Stein::N,πέτρα,ډبره
81,Boden::N,χώμα,مځکه
82,Erde::N,γη,خاوره
83,Staub::N,σκόνη,ګرد
84,Staub::N,σκόνη,خاوره
85,Rauch::N,καπνός,دود
86,Rauch::N,καπνός,لوګی
87,Funke::N,σπίθα,سپرغۍ
88,Funke::N,σπινθήρας,سپرغۍ
89,Feuer::N,φωτιά,اور
90,Licht::N,φως,رڼا
91,Schatten::N,σκιά,سیوری
92,Schatten::N,ίσκιος,سیوری
93,Wetter::N,καιρός,هوا
94,Nebel::N,ομίχλη,لړه
95,Wolke::N,σύννεφο,ورېځ
96,Regen::N,βροχή,وریا
97,Regen::N,βροχή,باران
98,Schnee::N,χιόνι,واوره
99,Eis::N,πάγος,یخ
100,Eis::N,πάγος,کنګل
101,Frost::N,παγωνία,یخ
102,Kälte::N,κρύο,ساړه
103,Kälte::N,ψύχος,ساړه
104,Hitze::N,ζέστη,تودوخي
105,Raureif::N,πάχνη,سپینه پرخه
106,Regenbogen::N,ουράνιο τόξο,بوډۍ ټال
107,Regenbogen::N,ουράνιο τόξο,سره زرغونه
108,Donner::N,βροντή,تالنده
109,Strömung::N,ρεύμα,بهېدنه
110,Tropfen::N,στάλα,قطره
111,Tropfen::N,στάλα,څاڅکی
112,Schaum::N,αφρός,ځګ
113,Schmutz::N,βρωμιά,ناپاکي
114,See::N,λίμνη,جهیل
115,Sumpf::N,βάλτος,جبه
116,Moor::N,έλος,جبه
117,Wiese::N,λιβάδι,چمن
118,Wiese::N,λιβάδι,شنېلی
119,Wald::N,δάσος,ځنګل
120,Hügel::N,λόφος,تپه
121,Anhöhe::N,ύψωμα,غونډۍ
122,Berg::N,όρος,غ‍‍‍‍‍ر
123,Berg::N,βουνό,غ‍‍‍‍‍ر
124,Gipfel::N,κορυφή,څوکه
125,Höhle::N,σπηλιά,کاز
126,Abhang::N,πλαγιά,لمن
127,Quelle::N,πηγή,چینه
128,Quelle::N,βρύση,چینه
129,Bach::N,ρυάκι,واله
130,Fluss::N,ποτάμι,سیند
131,Fluss::N,ποταμός,سیند
132,Ufer::N,όχθη,غاړه
133,Küste::N,ακτή,ساحل
134,Küste::N,ακρογιαλιά,ساحل
135,Festland::N,στεριά,وچه
136,Meer::N,θάλασσα,بحر
137,Meer::N,θάλασσα,سمندر
138,Bucht::N,κόλπος,کارۍ
139,Insel::N,νησί,ټاپو
140,Insel::N,νησί,جزيره
141,Insel::N,νήσος,ټاپو
142,Insel::N,νήσος,جزيره
143,Blume::N,άνθος,ګل
144,Blume::N,λουλούδι,ګل
145,Gras::N,χόρτο,واښه
146,Gras::N,χορτάρι,واښه
147,Wurzel::N,ρίζα,ریښه
148,Baum::N,δέντρο,ونه
149,Stamm::N,κορμός,ډډ
150,Rinde::N,φλούδα,پوستکی
151,Ast::N,κλαδί,ښاخ
152,Zweig::N,κλαδί,څانګه
153,Zweig::N,κλάδος,څانګه
154,Blatt::N,φύλλο,پاڼه
155,Birke::N,σημύδα,توس
156,Kiefer[Baum]::N,πεύκο,نښتر
157,Weide[Baum]::N,ιτιά,وله
158,Tanne::N,έλατο,ناجو
159,Horn::N,κέρας,ښکر
160,Horn::N,κέρατο,ښکر
161,Feder::N,φτερό,بڼکه
162,Fell::N,δέρμα,پوستکی
163,Fell::N,τομάρι,پوستکی
164,Flügel::N,πτερύγιο,وزر
165,Klaue::N,κουλό,پنجه
166,Klaue::N,κουλό,منګول
167,Kralle::N,νύχι,پنجه
168,Kralle::N,νύχι,منګول
169,Schwanz::N,ουρά,لکۍ
170,Ei::N,αβγό,وۍ
171,Ei::N,αβγό,هګۍ
172,Nest::N,φωλιά,جاله
173,Bau::N,φωλιά,کاز
174,Tier::N,ζώο,ژوی
175,Tier::N,ζώο,حیوان
176,Herde::N,κοπάδι,رمه
177,Herde::N,κοπάδι,غېله
178,Kuh::N,αγελάδα,غوا
179,Bulle::N,ταύρος,غوئی
180,Pferd::N,άλογο,آس
181,Schaf::N,πρόβατο,پسه
182,Schwein::N,γουρούνι,سرکوزی
183,Hund::N,σκυλί,سپی
184,Hund::N,σκύλος,سپی
185,Katze::N,γάτα,پشه
186,Bär::N,άρκτος,خرس
187,Bär::N,αρκούδα,خرس
188,Eichhörnchen::N,βερβερίτσα,خړ لمی
189,Elch::N,άλκη,ګوزن
190,Fuchs::N,αλεπού,سپلم
191,Hase::N,λαγός,سوی
192,Maus::N,ποντικός,مږک
193,Wolf::N,λύκος,لېوه
194,Vogel::N,πουλί,مرغه
195,Schwarm::N,σμήνος,سېل
196,Huhn::N,κότα,چرګه
197,Huhn::N,όρνιθα,چرګه
198,Hahn::N,πετεινός,چرګ
199,Gans::N,χήνα,بته
200,Adler::N,αετός,عقاب
201,Ente::N,πάπια,ایلۍ
202,Eule::N,κουκουβάγια,ګونګی
203,Kranich::N,γερανός,کلنګ
204,Krähe::N,καρακάξα,کارغه
205,Kuckuck::N,κούκος,فاخته
206,Schwan::N,κύκνος,قو
207,Fisch::N,ψάρι,کب
208,Fisch::N,ψάρι,ماهی
209,Barsch::N,πέρκα,
210,Hecht::N,λούτσος,
211,Schlange[Tier]::N,φίδι,مار
212,Wurm::N,σκουλήκι,چینجی
213,Spinne::N,αράχνη,غڼه
214,Spinne::N,αράχνη,تارکښ
215,Ameise::N,μυρμήγκι,مېږی
216,Laus::N,ψείρα,سپږه
217,Mücke::N,κουνούπι,ماشی
218,Fliege::N,μύγα,مچ
219,Schmetterling::N,πεταλούδα,پتنګ
220,Beere::N,ρόγα,مېوۍ
221,Apfel::N,μήλο,مڼه
222,Pilz::N,μανιτάρι,خرېړی
223,Zwiebel::N,κρεμμύδι,پیاز
224,Saat::N,σπόρος,تخم
225,Korn::N,σπυρί,تخم
226,Korn::N,σπυρί,دانه
227,Heu::N,σανός,بوس
228,Heu::N,σανός,پروړه
229,Schale::N,τσόφλι,پوستکی
230,Grube::N,λάκκος,کنده
231,Falle::N,παγίδα,دام
232,Falle::N,παγίδα,لومه
233,Schlinge::N,θηλειά,کړۍ
234,Spur::N,ίχνος,نښه
235,Asche::N,στάχτη,آس
236,Asche::N,στάχτη,ایره
237,Dreck::N,βρωμιά,ناپاکي
238,Eisen::N,σίδερο,اوسپنه
239,Gold::N,μάλαμα,سره زر
240,Gold::N,χρυσάφι,سره زر
241,Silber::N,ασήμι,نقره
242,Silber::N,ασήμι,سپین زر
243,Silber::N,άργυρος,نقره
244,Silber::N,άργυρος,سپین زر
245,Kohle::N,κάρβουνο,سکور
246,Kohle::N,κάρβουνο,سکاره
247,Glas::N,γυαλί,ښيښه
248,Lehm::N,πηλός,خټه
249,Sand::N,άμμος,شګه
250,Mensch::N,άνθρωπος,انسان
251,Mann::N,άνδρας,سړی
252,Mann::N,άνδρας,نارینه
253,Frau::N,γυναίκα,ښځه
254,Kind::N,παιδί,بچی
255,Kind::N,παιδί,ماشوم
256,Junge::N,αγόρι,هلک
257,Mädchen::N,κοπέλα,نجلۍ
258,Mädchen::N,κορίτσι,نجلۍ
259,Familie::N,οικογένεια,کورنۍ
260,Großvater::N,παππούς,بابا
261,Großmutter::N,γιαγιά,انا
262,Eltern::N,γονείς,مور او پلار
263,Vater::N,πατέρας,پلار
264,Mutter::N,μητέρα,مور
265,Sohn::N,γιος,زوی
266,Tochter::N,κόρη,لور
267,Bruder::N,αδελφός,ورور
268,Schwester::N,αδελφή,خور
269,Onkel::N,θείος,تره
270,Onkel::N,θείος,ماما
271,Tante::N,θεία,خاله
272,Ehemann::N,σύζυγος,مېړه
273,Ehefrau::N,σύζυγος,مېرمن
274,Freude::N,χαρά,خوشحالي
275,Gelächter::N,γέλια,خندا
276,Glück::N,ευτυχία,بخت
277,Kummer::N,έγνοια,غم
278,Wunsch::N,επιθυμία,هيله
279,Wunsch::N,επιθυμία,غوښتنه
280,Lust::N,όρεξη,شوق
281,Lust::N,όρεξη,مینه
282,Geist::N,πνέυμα,روح
283,Gedanke::N,σκέψη,فکر
284,Gedächtnis::N,μνήμη,یاد
285,Gedächtnis::N,μνήμη,حافظه
286,Verstand::N,νους,عقل
287,Verstand::N,νους,شعور
288,Sinn::N,νόημα,معنی
289,Grund::N,λόγος,علت
290,Grund::N,λόγος,اساس
291,Wahrheit::N,αλήθεια,حقیقت
292,Gespräch::N,συνομιλία,مرکه
293,Gespräch::N,συνομιλία,خبرې اترې
294,Märchen::N,παραμύθι,افسانه
295,Erzählung::N,διήγημα,قصه
296,Erzählung::N,διήγημα,کیسه
297,Nachricht::N,είδηση,خبر
298,Neuigkeit::N,νέο,نوی خبر
299,Name::N,όνομα,نوم
300,Rätsel::N,αίνιγμα,کیسۍ
301,Rätsel::N,αίνιγμα,چیستان
302,Rede::N,λόγος,وینا
303,Rede::N,ομιλία,وینا
304,Sprache::N,γλώσσα,ژبه
305,Stimme::N,φωνή,غږ
306,Stimme::N,φωνή,اواز
307,Wort::N,λέξη,لغت
308,Wort::N,λέξη,کلمه
309,Zeichen::N,σημείο,نښه
310,Zeichen::N,σημείο,اشاره
311,Ruf::N,κραυγή,ږغ
312,Ruf::N,κραυγή,بلنه
313,Lärm::N,θόρυβος,غالمغال
314,Laut::N,ήχος,ږغ
315,Ton::N,ήχος,اواز
316,Ton::N,τόνος,اواز
317,Lied::N,τραγούδι,غزله
318,Lied::N,τραγούδι,سندره
319,Ruhe::N,ησυχία,ارامي
320,Leute::N,κόσμος,خلک
321,Leute::N,άνθρωποι,خلک
322,Volk::N,λαός,ولس
323,Arbeit::N,εργασία,کار
324,Gast::N,επισκέπτης,مېلمه
325,Geschenk::N,δώρο,تحفه
326,Geschenk::N,δώρο,سوغات
327,Spiel::N,παιχνίδι,لوبه
328,Gesellschaft::N,κοινωνία,ډله
329,Hilfe::N,βοήθεια,کومک
330,Hilfe::N,βοήθεια,مرسته
331,Freund::N,φίλος,ملګری
332,Kamerad::N,σύντροφος,انډيوال
333,Angelegenheit::N,υπόθεση,موضوع
334,Anzahl::N,αριθμός,شمېر
335,Anzahl::N,αριθμός,تعداد
336,Art::N,είδος,ډول
337,Stück::N,κομμάτι,ټوټه
338,Teil::N,μέρος,برخه
339,Hälfte::N,μισό,نیم
340,Kreis::N,κύκλος,دایره
341,Kreuz::N,σταυρός,صلیب
342,Linie::N,γραμμή,خط
343,Linie::N,γραμμή,لیکه
344,Strich::N,γραμμή,کرښه
345,Abstand::N,απόσταση,فاصله
346,Entfernung::N,απόσταση,واټن
347,Gegend::N,περιοχή,سیمه
348,Gegend::N,περιοχή,منطقه
349,Gegend::N,τοποθεσία,سیمه
350,Gegend::N,τοποθεσία,منطقه
351,Platz::N,χώρος,ځای
352,Ort::N,τόπος,ځای
353,Seite::N,πλευρά,مخ
354,Seite::N,πλευρά,اړخ
355,Mitte::N,μέση,وسط
356,Mitte::N,μέση,مینځ
357,Gegenstand::N,αντικείμενο,شی
358,Sache::N,πράγμα,شی
359,Sache::N,πράγμα,څيز
360,Rand::N,άκρη,څنډه
361,Rand::N,άκρη,کناره
362,Rand::N,χείλος,څنډه
363,Rand::N,χείλος,کناره
364,Kante::N,άκρη,اړخ
365,Ecke::N,γωνιά,ګوټ
366,Spitze::N,μύτη,څوکه
367,Ende::N,άκρη,څوکه
368,Loch::N,τρύπα,سوری
369,Winkel::N,γωνία,کنج
370,Winkel::N,γωνία,کوتی
371,Muster::N,σχέδιο,نمونه
372,Größe::N,μέγεθος,قد
373,Größe::N,μέγεθος,لويوالی
374,Länge::N,μήκος,طول
375,Länge::N,μήκος,اوږد والی
376,Höhe::N,ύψος,جګوالی
377,Gewicht::N,βάρος,وزن
378,Menge::N,ποσότητα,اندازه
379,Haufen::N,σωρός,کوټه
380,Reihe::N,αράδα,صف
381,Reihe::N,αράδα,کتار
382,Boot::N,βάρκα,قايق
383,Ruder::N,κουπί,چپه
384,Schlitten::N,έλκηθρο,ښویېدونی
385,Ski::N,σκι,سکي
386,Lagerfeuer::N,φωτιά,اور
387,Last::N,φορτίο,بار
388,Last::N,φορτίο,پېټی
389,Gang::N,δρόμος,تګ
390,Schritt::N,βήμα,ګام
391,Norden::N,βορράς,شمال
392,Süden::N,νότος,سوېل
393,Westen::N,δύση,لوېدېځ
394,Osten::N,ανατολή,شرق
395,Osten::N,ανατολή,ختیځ
396,Holz::N,ξύλο,لرګی
397,Brett::N,σανίδι,تخته
398,Platte::N,πλάκα,تخته
399,Stütze::N,στήριγμα,تکیوان
400,Stange::N,ραβδί,ډاګه
401,Stange::N,κοντός,ډاګه
402,Stock::N,ξύλο,لرګی
403,Stock::N,μπαστούνι,لرګی
404,Stab::N,ραβδί,چيخله
405,Rohr::N,σωλήνας,نل
406,Haus::N,σπίτι,کور
407,Heim::N,σπίτι,کور
408,Ofen::N,σόμπα,تودنۍ
409,Ofen::N,θερμάστρα,تودنۍ
410,Fußboden::N,πάτωμα,غولی
411,Tisch::N,τραπέζι,مېز
412,Stuhl::N,καρέκλα,چوکۍ
413,Wiege::N,κούνια,زانګو
414,Bett::N,κρεβάτι,کټ
415,Bett::N,κρεβάτι,چپرکټ
416,Regal::N,ράφι,تاخچۍ
417,Kiste::N,κιβώτιο,صندوق
418,Fenster::N,παράθυρο,کړکۍ
419,Tür::N,πόρτα,دروازه
420,Tor::N,πύλη,دروازه
421,Zaun::N,φράχτης,کټاره
422,Dach::N,στέγη,بام
423,Leiter::N,σκάλα,زينه
424,Leiter::N,κλίμακα,زينه
425,Besen::N,σκούπα,جارو
426,Spaten::N,φτυάρι,یوم
427,Schaufel::N,φτυάρι,بېلچه
428,Gabel::N,πιρούνι,پنجه
429,Löffel::N,κουτάλι,کاشوغه
430,Messer::N,μαχαίρι,چاقو
431,Nagel::N,καρφί,ميخ
432,Netz::N,δίχτυ,جال
433,Haken::N,γάντζος,څنګک
434,Haken::N,αγκίστρι,څنګک
435,Griff::N,λαβή,لاستی
436,Schloss::N,κλειδαριά,کلپ
437,Bild::N,εικόνα,رسم
438,Figur::N,ανάστημα,قدوقامت
439,Puppe::N,κούκλα,ګوډۍ
440,Beutel::N,πουγγί,کڅوړه
441,Bündel::N,δεμάτι,دسته
442,Tasche::N,τσάντα,بکس
443,Tasche::N,τσάντα,توبره
444,Eimer::N,κουβάς,سطل
445,Deckel::N,καπάκι,سرپوښ
446,Geschirr::N,σκεύη,لوښی
447,Sack::N,σάκος,جوال
448,Tasse::N,φλιτζάνι,پیاله
449,Topf::N,χύτρα,دېګی
450,Kessel::N,καζάνι,دېګ
451,Essen::N,φαγητό,خوراک
452,Nahrung::N,τροφή,خوراک
453,Speise::N,φαγητό,خواړه
454,Fleisch::N,κρέας,غوښه
455,Getreide::N,σιτάρι,غله
456,Brei::N,χυλός,اوګره
457,Brot::N,ψωμί,ډوډۍ
458,Brot::N,άρτος,ډوډۍ
459,Scheibe::N,φέτα,مړۍ
460,Fett::N,πάχος,غوړي
461,Butter::N,βούτυρο,کوچ
462,Öl::N,λάδι,تېل
463,Salz::N,αλάτι,مالګه
464,Suppe::N,σούπα,شوربا
465,Honig::N,μέλι,شات
466,Milch::N,γάλα,شوده
467,Tee::N,τσάι,چای
468,Leder::N,πετσί,څرمن
469,Wolle::N,μαλλί,پشم
470,Stoff::N,ύφασμα,ټوټه
471,Nadel::N,βελόνα,ستن
472,Faden::N,κλωστή,تار
473,Knopf::N,κουμπί,تڼۍ
474,Knopf::N,κουμπί,تکمه
475,Knoten::N,κόμπος,غوټه
476,Farbe::N,μπογιά,رنګ
477,Kleidung::N,ρούχα,کالي
478,Kleidung::N,ενδυμασία,کالي
479,Hemd::N,πουκάμισο,کميس
480,Kragen::N,κολάρο,غاړه
481,Ärmel::N,μανίκι,لستوڼی
482,Hose::N,πανταλόνι,پطلون
483,Gürtel::N,ζώνη,کمربند
484,Mütze::N,σκούφος,خولۍ
485,Schuh::N,παπούτσι,بوټ
486,Stiefel::N,μπότα,موزه
487,Ring::N,δαχτυλίδι,ګوته
488,Band::N,κορδέλα,فيته
489,Kamm::N,χτένα,ګمنځ
490,Spiegel::N,καθρέφτης,ایینه
491,Spiegel::N,καθρέφτης,هنداره
492,Riemen::N,λουρί,تسمه
493,Schnur::N,κορδόνι,مزی
494,Leine::N,σχοινί,رسۍ
495,Decke::N,κουβέρτα,بړستن
496,Kissen::N,μαξιλάρι,بالښت
497,Tuch::N,πανί,ټیکری
498,Tuch::N,μαντήλι,ټیکری
499,Handtuch::N,πετσέτα,دسمال
500,Kraft::N,δύναμη,زور
501,Kraft::N,δύναμη,توان
502,Stärke::N,ισχύς,قوت
503,Stärke::N,δύναμη,قوت
504,Gesundheit::N,υγεία,صحت
505,Gesundheit::N,υγεία,روغتیا
506,Krankheit::N,αρρώστια,مرض
507,Krankheit::N,αρρώστια,ناروغي
508,Schmerz::N,πόνος,درد
509,Wunde::N,πληγή,ټپ
510,Wunde::N,πληγή,زخم
511,Fieber::N,πυρετός,تبه
512,Arznei::N,φάρμακο,دوا
513,Arznei::N,φάρμακο,دارو
514,Brücke::N,γέφυρα,پول
515,Brunnen::N,πηγάδι,څاه
516,Brunnen::N,πηγάδι,کوهی
517,Weide::N,βοσκή,وله
518,Pfad::N,μονοπάτι,تړه
519,Weg::N,δρόμος,لیار
520,Straße::N,οδός,سړک
521,Straße::N,δρόμος,سړک
522,Dorf::N,χωριό,کلی
523,Stadt::N,πόλη,ښار
524,Brief::N,γράμμα,لیک
525,Brief::N,γράμμα,مکتوب
526,Brief::N,επιστολή,لیک
527,Brief::N,επιστολή,مکتوب
528,Buch::N,βιβλίο,کتاب
529,Buchstabe::N,γράμμα,حرف
530,Buchstabe::N,γράμμα,توری
531,Zeitung::N,εφημερίδα,اخبار
532,Leben::N,ζωή,ژوند
533,Leben::N,βίος,ژوند
534,Tod::N,θάνατος,مرګ
535,Tod::N,θάνατος,مړینه
536,Grab::N,τάφος,قبر
537,Grab::N,τάφος,ډورۍ
538,Kirche::N,εκκλησία,کلیسا
539,Sünde::N,αμαρτία,ګناه
540,Gott::N,θεός,خدای
541,Arbeiter::N,εργάτης,کاریګر
542,Chef::N,προϊστάμενος,آمر
543,Meister::N,μάστορας,استاد
544,Meister::N,αρχιτεχνίτης,استاد
545,Arzt::N,γιατρός,طبیب
546,Arzt::N,γιατρός,ډاکټر
547,Lehrer::N,δάσκαλος,معلم
548,Lehrer::N,δάσκαλος,ښوونکی
549,Geld::N,λεφτά,پیسې
550,Geld::N,χρήματα,پیسې
551,Geschäft::N,συναλλαγή,سوداګري
552,Laden::N,μαγαζί,دکان
553,Laden::N,μαγαζί,مغازه
554,Laden::N,κατάστημα,دکان
555,Laden::N,κατάστημα,مغازه
556,Preis::N,τιμή,بیه
557,Ware::N,εμπόρευμα,مال
558,Nutzen::N,όφελος,ګټه
559,Reichtum::N,πλούτος,شتمني
560,Welt::N,κόσμος,نړۍ
561,Welt::N,κόσμος,دنیا
562,Land::N,χώρα,هېواد
563,Staat::N,κράτος,دولت
564,Staat::N,πολιτεία,دولت
565,König::N,βασιλιάς,باچا
566,König::N,βασιλιάς,پادشاه
567,Macht::N,εξουσία,قدرت
568,Grenze::N,σύνορα,حد
569,Grenze::N,σύνορα,سرحد
570,Krieg::N,πόλεμος,جګړه
571,Feind::N,εχθρός,دښمن
572,Gewalt::N,βία,زور
573,Gewalt::N,βία,تشدد
574,Kampf::N,αγώνας,جنګ
575,Kampf::N,αγώνας,مبارزه
576,Bogen[Waffe]::N,τόξο,لیندۍ
577,Pfeil::N,σαΐτα,غشی
578,Gewehr::N,τουφέκι,ټوپک
579,Fehler::N,λάθος,خطا
580,Fehler::N,λάθος,غلطي
581,Fehler::N,σφάλμα,خطا
582,Fehler::N,σφάλμα,غلطي
583,Lüge::N,ψέμα,دروغ
584,Lüge::N,ψεύδος,دروغ
585,Schaden::N,ζημία,زیان
586,Schaden::N,ζημία,تاوان
587,Unglück::N,δυστυχία,بدبختي
588,Schuld::N,ενοχή,ګناه
589,Schuld::N,φταίξιμο,ګناه
590,Alter::N,ηλικία,منګ
591,Schluss::N,τέλος,اخر
592,Zeit::N,χρόνος,وخت
593,Tag::N,μέρα,ورځ
594,Tag::N,ημέρα,ورځ
595,Morgen::N,πρωί,سبا
596,Morgen::N,πρωί,سهار
597,Mittag::N,μεσημέρι,غرمه
598,Abend::N,βράδυ,ماښام
599,Nacht::N,νύχτα,شپه
600,Woche::N,εβδομάδα,اونۍ
601,Monat::N,μήνας,مياشت
602,Jahr::N,έτος,کال
603,Jahr::N,χρόνος,کال
604,Frühling::N,άνοιξη,پسرلی
605,Sommer::N,καλοκαίρι,دوبی
606,Herbst::N,φθινόπωρο,منی
607,Herbst::N,φθινόπωρο,خزان
608,Winter::N,χειμώνας,ژمی
609,Januar::N,Ιανουάριος,جنوري
610,Februar::N,Φεβρουάριος,فبروري
611,März::N,Μάρτιος,مارچ
612,April::N,Απρίλιος,اپریل
613,Mai::N,Μάιος,مې
614,Juni::N,Ιούνιος,جون
615,Juli::N,Ιούλιος,جولای
616,August::N,Αύγουστος,اګست
617,September::N,Σεπτέμβριος,سپټامبر
618,Oktober::N,Οκτώβριος,اکتوبر
619,November::N,Νοέμβριος,نومبر
620,Dezember::N,Δεκέμβριος,دسمبر
621,Montag::N,Δευτέρα,دوشنبه
622,Dienstag::N,Τρίτη,سه شنبه
623,Mittwoch::N,Τετάρτη,چارشنبه
624,Donnerstag::N,Πέμπτη,پنجشنبه
625,Freitag::N,Παρασκευή,جمعه
626,Samstag::N,Σάββατο,خالي
627,Sonntag::N,Κυριακή,یکشنبه
628,groß::A,μεγάλος,لوی
629,klein::A,μικρός,وړوکی
630,lang::A,μακρύς,اوړد
631,kurz::A,κοντός,لنډ
632,breit::A,φαρδύς,پراخه
633,schmal::A,στενός,تنګ
634,dicht::A,πυκνός,ګڼ
635,dick[Gegenstand]::A,παχύς,پنډ
636,dick[Gegenstand]::A,χοντρός,پنډ
637,dünn::A,ψιλός,نری
638,dünn::A,λεπτός,نری
639,fein::A,ψιλός,نازک
640,fest::A,στερεός,کلک
641,fest::A,στερεός,ټینګ
642,flach::A,επίπεδος,هوار
643,glatt::A,λείος,ښوی
644,glatt::A,ομαλός,ښوی
645,hart::A,σκληρός,کلک
646,weich::A,μαλακός,نرم
647,weich::A,μαλακός,پوست
648,rund::A,στρογγυλός,ګرد
649,spitz::A,μυτερός,تېره
650,scharf::A,κοφτερός,تېز
651,scharf::A,κοφτερός,تېره
652,stumpf::A,αμβλύς,پڅ
653,schwer::A,βαρύς,دروند
654,schön::A,ωραίος,ښکلی
655,schön::A,όμορφος,ښکلی
656,heiß::A,ζεστός,تود
657,warm::A,θερμός,تود
658,kalt::A,κρύος,ېخ
659,kalt::A,κρύος,سوړ
660,kalt::A,ψυχρός,ېخ
661,kalt::A,ψυχρός,سوړ
662,kühl::A,δροσερός,ېخ
663,kühl::A,δροσερός,سوړ
664,frisch::A,νωπός,تازه
665,frisch::A,φρέσκος,تازه
666,feucht::A,υγρός,مرطوب
667,nass::A,βρεγμένος,لوند
668,trocken::A,ξηρός,وچ
669,trocken::A,στεγνός,وچ
670,voll::A,γεμάτος,ډک
671,leer::A,άδειος,خالی
672,offen::A,ανοιχτός,خلاص
673,offen::A,ανοιχτός,پرانیستی
674,geschlossen::A,κλειστός,تړلی
675,sauber::A,καθαρός,پاک
676,schmutzig::A,βρώμικος,چټل
677,schmutzig::A,λερωμένος,چټل
678,roh::A,ωμός,خام
679,reif::A,ώριμος,پوخ
680,reif::A,ώριμος,رسېدلی
681,lecker::A,νόστιμος,خوندور
682,lecker::A,νόστιμος,مزه دار
683,süß::A,γλυκός,خوږ
684,süß::A,γλυκός,شیرین
685,bitter::A,πικρός,تریخ
686,sauer::A,ξινός,ټاک
687,sauer::A,ξινός,تريو
688,hell::A,φωτεινός,روڼ
689,hell::A,φωτεινός,روښان
690,dunkel::A,σκοτεινός,تیاره
691,schwarz::A,μαύρος,تور
692,schwarz::A,μελανός,تور
693,weiß::A,άσπρος,سپين
694,rot::A,κόκκινος,سور
695,gelb::A,κίτρινος,زېړ
696,blau::A,μπλε,شین
697,blau::A,μπλε,اسماني رنګه
698,blau::A,γαλανός,شین
699,blau::A,γαλανός,اسماني رنګه
700,grün::A,πράσινος,زرغون
701,grau::A,γκρίζος,خړ
702,bunt::A,ποικιλόχρωπος,رنګارنګ
703,billig::A,φτηνός,ارزان
704,teuer::A,ακριβός,ګران
705,wertvoll::A,πολύτιμος,قیمتي
706,blind::A,τυφλός,ړوند
707,taub::A,κουφός,کوڼ
708,kräftig::A,δυνατός,قوی
709,stark::A,γερός,قوی
710,stark::A,γερός,تکړه
711,schwach::A,αδύνατος,ضعیف
