,Concept_ID,lbe,ru
123,Baum::N,мурхь,дерево
124,Stamm::N,ттарцӏ,ствол
125,Rinde::N,ккамара,кора
126,Ast::N,матӏи,сук
127,Zweig::N,къяртта,ветвь
128,Blatt::N,чӏапӏи,лист
129,Birke::N,кӏялахӏи,береза
130,Birke::N,кӏялахӏилул мурхь,береза
131,Kiefer[Baum]::N,ттар,сосна
132,Kiefer[Baum]::N,ттарлил мурхь,сосна
133,Weide[Baum]::N,щавщи,ива
134,Tanne::N,ттарлил мурхь,ель
135,Horn::N,хъи,рог
136,Feder::N,лелуххул тӏиму,перо
137,Fell::N,бурчу,шкура
138,Flügel::N,хъа,крыло
139,Flügel::N,ххурупӏайрал тӏиму,крыло
140,Klaue::N,михь,коготь
141,Kralle::N,ххяппа,лапа
142,Schwanz::N,магъ,хвост
143,Ei::N,ккунук,яйцо
144,Nest::N,кюру,гнездо
145,Bau::N,цукъуккутӏ,нора
146,Tier::N,хӏайван,животное
147,Herde::N,газу,стадо
148,Kuh::N,оьл,корова
149,Bulle::N,ниц,бык
150,Pferd::N,чу,лошадь
151,Schaf::N,тта,овца
152,Schwein::N,дунгъуз,свинья
153,Hund::N,ккаччи,собака
154,Katze::N,ччиту,кошка
155,Bär::N,цуша,медведь
156,Eichhörnchen::N,бюрхттукку,белка
157,Elch::N,ниц-бюрин,лось
158,Fuchs::N,цулчӏа,лиса
159,Fuchs::N,куча цулчӏа,лиса
160,Hase::N,бюрх,заяц
161,Maus::N,кӏулу,мышь
162,Wolf::N,барцӏ,волк
163,Vogel::N,лелуххи,птица
164,Schwarm::N,гьухъала,стая
165,Huhn::N,аьнакӏи,курица
166,Hahn::N,ажари,петух
167,Gans::N,къаз,гусь
168,Adler::N,барзу,орел
169,Ente::N,урдак,утка
170,Eule::N,ису,сова
171,Eule::N,ччиккумяв,сова
172,Kranich::N,кьурукь,журавль
173,Krähe::N,хъатӏу,ворона
174,Kuckuck::N,ччикку,кукушка
175,Schwan::N,урттил къаз,лебедь
176,Fisch::N,чавахъ,рыба
177,Schlange[Tier]::N,шатта,змея
178,Wurm::N,кьюнукьай шатта,червяк
179,Spinne::N,ххялцу,паук
180,Ameise::N,митӏикьукьу,муравей
181,Mücke::N,мичӏак,комар
182,Fliege::N,зимиз,муха
183,Schmetterling::N,чӏимучӏали,бабочка
184,Beere::N,хӏаллил ахъулсса,ягода
185,Apfel::N,гьивч,яблоко
186,Pilz::N,ттуккул иис,гриб
187,Zwiebel::N,лаччул чсмусул бакӏ,луковица
188,Saat::N,гьанна,семя
189,Korn::N,къама,зерно
190,Heu::N,ххулув,сено
191,Schale::N,ккиртту,шелуха
192,Grube::N,кӏаланг,яма
193,Falle::N,къатӏа,ловушка
194,Schlinge::N,хӏатӏ,силок
195,Spur::N,ша,след
196,Asche::N,лах,зола
197,Asche::N,лах,пепел
198,Dreck::N,кьяркьи,грязь
199,Dreck::N,венп,грязь
200,Eisen::N,мах,железо
201,Gold::N,муси,золото
202,Silber::N,арцу,серебро
203,Kohle::N,кӏалаш,уголь
204,Kohle::N,хъуручӏ,уголь
205,Glas::N,пюрун,стекло
206,Lehm::N,сина аьрщи,глина
207,Sand::N,къун,песок
208,Mensch::N,инсан,человек
209,Mann::N,чув,мужчина
210,Mann::N,адимина,мужчина
211,Frau::N,щарсса,женщина
212,Frau::N,хъамитайпа,женщина
213,Kind::N,чӏиви оьрчӏ,ребенок
214,Junge::N,оьрчӏ,мальчик
215,Junge::N,бурхьин оьрчӏ,мальчик
216,Mädchen::N,душ,девочка
217,Familie::N,кулпат,семья
218,Großvater::N,ттатта,дедушка
219,Großvater::N,ниттил ппу,дедушка
220,Großmutter::N,буттал нину,бабушка
221,Eltern::N,нину-ппу,родители
222,Vater::N,ппу,отец
223,Mutter::N,нину,мать
224,Sohn::N,арс,сын
225,Tochter::N,душ,дочь
226,Bruder::N,уссу,брат
227,Schwester::N,ссу,сестра
228,Onkel::N,буттауссу,дядя
229,Tante::N,буттал ссу,тетя
230,Ehemann::N,лас,муж
231,Ehefrau::N,щар,жена
232,Ehefrau::N,щарсса,жена
233,Freude::N,шадшиву,радость
234,Freude::N,ххаришиву,радость
235,Gelächter::N,хъяхъаву,смех
236,Glück::N,талихӏ,счастье
237,Kummer::N,дард,горе
238,Wunsch::N,мурад,желание
239,Lust::N,гьавас,влечение
240,Lust::N,ччаву,влечение
241,Geist::N,рухӏ,дух
242,Gedanke::N,пикри,мысль
243,Gedächtnis::N,дакӏний личӏаву,память
244,Verstand::N,аькьлу,ум
245,Sinn::N,мяъна,смысл
246,Grund::N,багьана,повод
247,Wahrheit::N,тӏайламур,правда
248,Wahrheit::N,хӏакьмур,правда
249,Gespräch::N,ихтилат,беседа
250,Märchen::N,магьа,сказка
251,Erzählung::N,хавар,рассказ
252,Nachricht::N,хавар,сообщение
253,Neuigkeit::N,хавар,новость
254,Name::N,цӏа,имя
255,Rätsel::N,ссигьа,загадка
256,Rede::N,гъалгъа,речь
257,Sprache::N,маз,язык
258,Stimme::N,чӏу,голос
259,Stimme::N,чӏукӏа,голос
260,Wort::N,махъ,слово
261,Zeichen::N,лишан,знак
262,Lärm::N,чӏу,шум
263,Laut::N,чӏу,звук
264,Ton::N,чӏу,звучание
265,Lied::N,балай,песня
266,Ruhe::N,дигьалагру,покой
267,Leute::N,инсантал,люди
268,Volk::N,ил,народ
269,Volk::N,халкь,народ
270,Arbeit::N,заву,работа
271,Gast::N,хъамаличу,гость
272,Geschenk::N,бухчакарши,подарок
273,Geschenk::N,лажинккакку,подарок
274,Spiel::N,тӏуркӏу,игра
275,Gesellschaft::N,жямат,общество
276,Gesellschaft::N,ккуран,общество
277,Hilfe::N,кумаг,помощь
278,Freund::N,дус,друг
279,Kamerad::N,хӏаласу,приятель
280,Angelegenheit::N,иш,дело
281,Anzahl::N,аьдад,количество
282,Art::N,жинс,вид
283,Stück::N,касак,кусок
284,Teil::N,бутӏа,часть
285,Hälfte::N,дачӏи,половина
286,Kreis::N,кюрщан,круг
287,Kreuz::N,ххач,крест
288,Linie::N,щва,линия
289,Strich::N,щва,черта
290,Abstand::N,манзил,промежуток
291,Entfernung::N,манзил,расстояние
292,Gegend::N,кӏану,местность
293,Ort::N,кӏану,место
294,Seite::N,чул,сторона
295,Seite::N,чулухалу,сторона
296,Mitte::N,дя,середина
297,Gegenstand::N,зат,предмет
298,Sache::N,зат,вещь
299,Rand::N,зума,край
300,Ecke::N,мурцӏу,угол
301,Spitze::N,мицӏ,кончик
302,Ende::N,зума,конец
303,Loch::N,ккутӏ,дыра
304,Winkel::N,мурцӏу,угол
305,Muster::N,накьич,узор
306,Länge::N,лахъишиву,длина
307,Höhe::N,лахъшиву,высота
308,Gewicht::N,дуццин,вес
309,Gewicht::N,кӏушиву,вес
310,Haufen::N,бакӏу,куча
311,Reihe::N,кьюкьа,ряд
312,Boot::N,луткка,лодка
313,Ruder::N,весло,весло
314,Ruder::N,чӏатӏа,весло
315,Schlitten::N,чана,сани
316,Schlitten::N,санкка,сани
317,Ski::N,лижарду,лыжа
318,Lagerfeuer::N,къавтӏн,костер
319,Last::N,гьиву,тяжесть
320,Gang::N,нанаву,ход
321,Schritt::N,ша,шаг
322,Norden::N,ухссав,север
323,Norden::N,ухссавнил чулухалу,север
324,Süden::N,кьилва,юг
325,Westen::N,баргълагавал,запад
326,Westen::N,баргълагавал чул,запад
327,Osten::N,баргъбуккай чулухалу,восток
328,Holz::N,тӏама,древесина
329,Brett::N,тахта,доска
330,Platte::N,гъуни,плита
331,Stütze::N,гьалакӏу,подпорка
332,Stange::N,къазихъ,жердь
333,Stock::N,ттархь,палка
334,Stab::N,ччантӏакъу,шест
335,Rohr::N,бургъу,труба
336,Haus::N,къатта,дом
337,Heim::N,къатта,дом
338,Ofen::N,пач,печь
339,Fußboden::N,чӏанкъатта,пол
340,Tisch::N,усттул,стол
341,Stuhl::N,кӏану,стул
342,Wiege::N,оьрчӏал кӏану,колыбель
343,Bett::N,тах,постель
344,Regal::N,чӏаму,полка
345,Kiste::N,яшикӏ,ящик
346,Kiste::N,къурши,ящик
347,Fenster::N,чӏавахьулу,окно
348,Tür::N,нуз,дверь
349,Tür::N,нузкьун,дверь
350,Tor::N,къапу,ворота
351,Tor::N,дарваза,ворота
352,Zaun::N,дайгьузанну,забор
353,Dach::N,магъи,крыша
354,Dach::N,цӏиялу,крыша
355,Leiter::N,чуртту,лестница
356,Besen::N,чӏатлу,метла
357,Spaten::N,бил,лопата
358,Schaufel::N,чӏатӏа,совок
359,Gabel::N,гьиссилу,вилка
360,Löffel::N,къуса,ложка
361,Messer::N,чӏила,нож
362,Nagel::N,мяр,гвоздь
363,Netz::N,къери,сеть
364,Haken::N,къича,крюк
365,Griff::N,куяму,ручка
366,Schloss::N,кьункьула,замок
367,Bild::N,сурат,картина
368,Puppe::N,ссихьу,кукла
369,Beutel::N,чантай,мешок
370,Bündel::N,гьи,связка
371,Bündel::N,къар,связка
372,Eimer::N,бадра,ведро
373,Deckel::N,къапаза,крышка
374,Geschirr::N,пюрунчӏул,посуда
375,Geschirr::N,тӏахӏникӏичӏу,посуда
376,Sack::N,къап,мешок
377,Sack::N,дарваг,мешок
378,Tasse::N,пижан,чашка
379,Tasse::N,пинжан,чашка
380,Tasse::N,инкираччатӏи,чашка
381,Tasse::N,цинцилттал бушкъап,чашка
382,Topf::N,кӏункӏур,кастрюля
383,Kessel::N,чаг,котел
384,Kessel::N,кӏункӏур,котел
385,Essen::N,дукия,еда
386,Essen::N,дукин,еда
387,Nahrung::N,дукра,пища
388,Speise::N,дукра,блюдо
389,Speise::N,дукра,кушанье
390,Fleisch::N,дикӏ,мясо
391,Getreide::N,къама,хлеб
392,Brei::N,ккурч,каша
393,Brot::N,ччатӏ,хлеб
394,Scheibe::N,парча,ломоть
395,Fett::N,аьгъушиву,жир
396,Butter::N,нагь,масло
397,Butter::N,лагаву,масло
398,Salz::N,цӏву,соль
399,Suppe::N,накь,суп
400,Honig::N,ницӏ,мед
401,Milch::N,накӏ,молоко
402,Tee::N,чяй,чай
403,Leder::N,бурчу,кожа
404,Wolle::N,ппал,шерсть
405,Stoff::N,янна,ткань
406,Nadel::N,ххалаххи,игла
407,Faden::N,ххал,нитка
408,Knopf::N,банд,пуговица
409,Knoten::N,къурхъ,узел
410,Farbe::N,сир,краска
411,Kleidung::N,янна,одежда
412,Kleidung::N,лаххия,одежда
413,Hemd::N,гьухъа,рубашка
414,Kragen::N,дарвач,воротник
415,Ärmel::N,кахха,рукав
416,Hose::N,хӏажак,брюки
417,Gürtel::N,мухӏлу,пояс
418,Mütze::N,кьяпа,шапка
419,Stiefel::N,чакма,сапог
420,Ring::N,кӏисса,кольцо
421,Band::N,линт,лента
422,Kamm::N,ттарал,расческа
423,Spiegel::N,дагьани,зеркало
424,Riemen::N,эн,ремень
425,Schnur::N,хьхьа,веревка
426,Decke::N,виргъан,одеяло
427,Kissen::N,кӏаралу,подушка
428,Tuch::N,карщи,платок
429,Handtuch::N,калихьу,полотенце
430,Handtuch::N,лажинлихьу,полотенце
431,Kraft::N,эллаж,сила
432,Stärke::N,гуж,крепость
433,Gesundheit::N,цӏуллу-сагъшиву,здоровье
434,Krankheit::N,къашайшиву,болезнь
435,Schmerz::N,къюву,боль
436,Wunde::N,щаву,рана
437,Fieber::N,кӏиришиву,лихорадка
438,Fieber::N,кӏиришиву,температура
439,Arznei::N,дару,лекарство
440,Brücke::N,ламу,мост
441,Brunnen::N,къуй,колодец
442,Weide::N,бизантту,пастбище
443,Pfad::N,жегъир ххуллу,тропа
444,Weg::N,ххуллу,путь
445,Weg::N,ххуллу,дорога
446,Straße::N,ххуллу,улица
447,Straße::N,ххуллу,дорога
448,Dorf::N,щар,деревня
449,Dorf::N,шяравалу,деревня
450,Stadt::N,шагьру,город
451,Brief::N,чагъар,письмо
452,Buch::N,лу,книга
453,Buchstabe::N,хӏарп,буква
454,Zeitung::N,кказит,газета
455,Leben::N,оьрму,жизнь
456,Tod::N,ажал,смерть
457,Tod::N,бивкӏу,смерть
458,Tod::N,ивчӏаву,смерть
459,Grab::N,гьав,могила
460,Kirche::N,килиса,церковь
461,Sünde::N,бунагъ,грех
462,Gott::N,зал,бог
463,Arbeiter::N,зузала,рабочий
464,Chef::N,ялувма,начальник
465,Meister::N,усттар,мастер
466,Arzt::N,хӏакин,врач
467,Lehrer::N,учитель,учитель
468,Geld::N,арцу,деньги
469,Geschäft::N,даву,занятие
470,Laden::N,ттучан,магазин
471,Preis::N,багъа,цена
472,Ware::N,хъус,товар
473,Nutzen::N,хайр,выгода
474,Nutzen::N,мюнпат,выгода
475,Reichtum::N,давлат,богатство
476,Reichtum::N,аваданшиву,богатство
477,Welt::N,дуниял,мир
478,Land::N,билаят,страна
479,Staat::N,паччахӏлугъ,государство
480,Macht::N,власть,власть
481,Grenze::N,дазу,граница
482,Krieg::N,дяъви,война
483,Feind::N,душман,враг
484,Gewalt::N,къия,насилие
485,Kampf::N,лачӏуи уккаву,борьба
486,Bogen[Waffe]::N,ккуртта,лук
487,Pfeil::N,чӏатӏаракӏ,стрела
488,Gewehr::N,ттупанг,ружье
489,Fehler::N,гъалатӏ,ошибка
490,Lüge::N,щялмахъ,ложь
491,Schaden::N,зарал,вред
492,Unglück::N,бала,беда
493,Schuld::N,тахсир,вина
494,Alter::N,оьрму,возраст
495,Schluss::N,ахир,окончание
496,Zeit::N,чӏун,время
497,Tag::N,кьини,день
498,Morgen::N,кӏюрх,утро
499,Mittag::N,ахттайн,полдень
500,Mittag::N,дяахттайн,полдень
501,Mittag::N,ахттайн чӏун,полдень
502,Abend::N,маркӏачӏан,вечер
503,Nacht::N,хьхьу,ночь
504,Woche::N,нюжмар,неделя
505,Monat::N,барз,месяц
506,Jahr::N,шин,год
507,Frühling::N,инт,весна
508,Sommer::N,гъи,лето
509,Herbst::N,ссут,осень
510,Winter::N,кӏи,зима
511,Januar::N,цалчинмур барз,январь
512,Februar::N,кӏилчинмур барз,февраль
513,März::N,шамилчинмур барз,март
514,April::N,апрель,апрель
515,April::N,мукьилчинмур барз,апрель
516,Mai::N,май,май
517,Mai::N,ххюлчинмур барз,май
518,Juni::N,июнь,июнь
519,Juni::N,ряххилчинмур барз,июнь
520,Juli::N,июль,июль
521,Juli::N,Арулчинмур барз,июль
522,August::N,мяйлчинмур барз,август
523,September::N,урчӏилчинмур барз,сентябрь
524,Oktober::N,ацӏилчинмур барз,октябрь
525,November::N,ацӏния цалчинмур барз,ноябрь
526,Dezember::N,ацӏния кӏилчинмур барз,декабрь
527,Montag::N,итин,понедельник
528,Montag::N,итин кьини,понедельник
529,Dienstag::N,тталат,вторник
530,Dienstag::N,тталат кьини,вторник
531,Mittwoch::N,арвахӏ,среда
532,Donnerstag::N,хамис,четверг
533,Freitag::N,нюжмар,пятница
534,Freitag::N,нюжмар кьини,пятница
535,Samstag::N,ххуллун,суббота
536,Samstag::N,ххуллун кьини,суббота
537,Sonntag::N,алхӏат,воскресенье
538,Sonntag::N,алхӏат кьини,воскресенье
539,groß::A,бугъарасса,большой
540,klein::A,чӏивисса,маленький
541,lang::A,лахъисса,длинный
542,kurz::A,кутӏасса,короткий
543,breit::A,уттасса,широкий
544,schmal::A,уттакӏюласса,узкий
545,dicht::A,ццунсса,густой
546,dick[Gegenstand]::A,ганзсса,толстый
547,dünn::A,кӏюласса,тонкий
548,fest::A,цӏакьсса,крепкий
549,fest::A,кьянкьасса,крепкий
550,flach::A,баягъисса,плоский
551,flach::A,цӏубакъасса,плоский
552,flach::A,куртӏ дакъасса,плоский
553,glatt::A,дюрчӏусса,гладкий
554,hart::A,кьянкьасса,твердый
555,weich::A,кӏукӏлусса,мягкий
556,rund::A,ккурккисса,круглый
557,spitz::A,ярксса,остроконечный
558,spitz::A,дайлсса,остроконечный
559,spitz::A,мицӏ бусса,остроконечный
560,scharf::A,ярксса,острый
561,scharf::A,дайлсса,острый
562,scharf::A,мицӏ бусса,острый
563,stumpf::A,къуркъасса,тупой
564,schwer::A,кӏусса,тяжелый
565,schön::A,аьнтӏикӏасса,красивый
566,heiß::A,кӏирисса,жаркий
567,warm::A,гъелисса,теплый
568,kalt::A,дяркъусса,холодный
569,kühl::A,дюхлулсса,прохладный
570,frisch::A,цӏусса,свежий
571,feucht::A,атилсса,влажный
572,feucht::A,хъавтусса,влажный
573,nass::A,атилсса,мокрый
574,nass::A,хъавтусса,мокрый
575,trocken::A,кьавкьсса,сухой
576,trocken::A,кьакьан бувсса,сухой
577,voll::A,бувцӏусса,полный
578,voll::A,бувцӏусса,наполненный
579,leer::A,бачӏвасса,пустой
580,offen::A,тӏивтӏусса,открытый
581,geschlossen::A,лавкьусса,закрытый
582,sauber::A,марцӏсса,чистый
583,schmutzig::A,чапалсса,грязный
584,roh::A,шакъавхьсса,сырой
585,reif::A,дирсса,зрелый
586,lecker::A,нахӏусса,вкусный
587,lecker::A,тӏааьнсса,вкусный
588,süß::A,нацӏусса,сладкий
589,bitter::A,кьурчӏисса,горький
590,sauer::A,туршсса,кислый
591,hell::A,чаннасса,светлый
592,dunkel::A,цӏансса,темный
593,schwarz::A,лухӏисса,черный
594,weiß::A,кӏяласса,белый
595,rot::A,ятӏулсса,красный
596,gelb::A,хъахъисса,желтый
597,blau::A,някӏсса,синий
598,grün::A,щюлисса,зеленый
599,grau::A,оьрусса,серый
600,bunt::A,оьрчӏикӏурисса,пестрый
601,billig::A,кьювкьусса,дешевый
602,teuer::A,ххирасса,дорогой
603,wertvoll::A,багьасса,ценный
604,blind::A,мурчӏисса,слепой
605,taub::A,къюкӏсса,глухой
606,kräftig::A,гужсса,могучий
607,stark::A,кьянкьасса,сильный
608,schwach::A,заэвсса,слабый
609,fett::A,бучсса,жирный
610,schlank::A,бювхъусса,стройный
611,hübsch::A,янусса,прелестный
612,böse::A,оьсса,злой
613,dumm::A,ахӏмакьсса,глупый
614,faul::A,танмалсса,ленивый
615,faul::A,курчӏилсса,ленивый
616,fleißig::A,хӏарачат бусса,прилежный
617,geizig::A,янттарцӏансса,жадный
618,klug::A,аькьлу бусса,умный
619,geschickt::A,паргалсса,искусный
620,lieb::A,аьзизсса,милый
621,lustig::A,тяхъасса,веселый
622,sanft::A,иминсса,нежный
623,hungrig::A,ккашилсса,голодный
624,krank::A,къашавайсса,больной
625,nackt::A,кӏачӏасса,голый
626,traurig::A,пашмансса,грустный
627,lebendig::A,уттавасса,живой
628,gut::A,ххуйсса,хороший
629,schlecht::A,оьккисса,плохой
630,richtig::A,саргъунсса,правильный
631,schlimm::A,оьккисса,отвратительный
632,schlimm::A,оьккисса,мерзкий
633,wahr::A,хӏакьсса,настоящий
634,alt::A,кугьнасса,старый
635,neu::A,цӏусса,новый
636,ehemalig::A,хъхъичӏвасса,бывший
637,alt[Lebewesen]::A,агьилсса,пожилой
638,jung::A,чӏавасса,молодой
639,jung::A,жагьилсса,молодой
640,arm::A,мискинсса,бедный
641,reich::A,авадансса,богатый
642,bekannt::A,дусъсса,знакомый
643,berühmt::A,машгьурсса,знаменитый
644,fremd::A,чил,чужой
645,verschieden::A,личӏи-личӏисса,разный
646,nah::A,гъансса,близкий
647,fern::A,архсса,далекий
648,linker::A,кияхсса,левый
649,linker::A,кюччахсса,левый
650,rechter::A,урчӏахсса,правый
651,anderer::A,цамур,другой
652,erster::A,цалчинмур,первый
653,erster::A,цалчиннсса,первый
654,zweiter::A,кӏилчиимур,второй
655,dritter::A,шамулчинмур,третий
656,letzter::A,махъва-махъмур,последний
657,allein::ADV,ялгъузну,один
658,zusammen::ADV,цачӏу,вместе
659,zusammen::ADV,архӏал,вместе
660,lange::ADV,батӏи къабуклай,долго
661,lange::ADV,хъунмасса хӏаллай,долго
662,plötzlich::ADV,цакуну,вдруг
663,sofort::ADV,мугьлат бакъа,тотчас
664,später::ADV,махъ,позже
665,jetzt::ADV,утти,сейчас
666,jetzt::ADV,цӏана,сейчас
667,heute::ADV,хӏакьину,сегодня
668,morgen::ADV,гьуит,завтра
669,morgen::ADV,гьунттий,завтра
670,dann::ADV,яла,потом
671,gestern::ADV,лахьхьу,вчера
672,damals::ADV,та чӏумал,тогда
673,danach::ADV,яла,затем
674,vorher::ADV,хьхьнчӏ,раньше
675,vorher::ADV,хьхьичӏва,раньше
676,zuerst::ADV,бакӏрай,сперва
677,zuerst::ADV,цӏу бутӏуй,сперва
678,einmal::ADV,цал,раз
679,manchmal::ADV,ваксса-таксса,иногда
680,oft::ADV,чӏявуну,часто
681,immer::ADV,мудан,всегда
682,immer::ADV,даиман,всегда
683,niemals::ADV,тачӏав,никогда
684,hier::ADV,шикку,здесь
685,hierhin::ADV,шиккун,сюда
686,von hier::ADV,шичча,отсюда
687,dort::ADV,гикку,там
688,dorthin::ADV,тиккун,туда
689,geradeaus::ADV,тӏайланм,прямо
690,vorwärts::ADV,хьхьичӏунмай,вперед
691,rückwärts::ADV,махъа-хьхьичӏунмай,назад
692,zurück::ADV,махъунмай,обратно
693,unten::ADV,лув,внизу
694,hinab::ADV,бакӏ-ялавай,вниз
695,hinab::ADV,бакӏъялавай,вниз
696,oben::ADV,ялув,наверху
697,hinauf::ADV,лавай,вверх
698,überall::ADV,гьариий,везде
699,überall::ADV,хьу-хьуний,везде
700,überall::ADV,гьарца кӏанай,везде
701,nicht::ADV,къа-,не
702,ein wenig::ADV,чанни,немного
703,ein wenig::ADV,ца чансса,немного
704,kaum::ADV,дахьа,едва
705,sehr::ADV,оьну,очень
706,sehr::ADV,гужну,очень
707,sehr::ADV,хъинну,очень
708,so::ADV,укукн,так
709,noch::ADV,гьала,еще
710,noch::ADV,уттигу,еще
711,noch::ADV,цакьинва,еще
712,noch::ADV,ттигу-шилагу,еще
713,nur::ADV,анжагь,только
714,wieder::ADV,цӏуницӏа,опять
715,vergebens::ADV,аьдада,напрасно
716,vergebens::ADV,нахӏакь,напрасно
717,vor::PRP,хьхьичӏ,перед
718,hinter::PRP,махъ,за
719,hinter::PRP,махъ,позади
720,unter::PRP,лув,под
721,durch::PRP,-х,сквозь
722,neben::PRP,чӏарав,возле
723,zwischen::PRP,дянив,между
724,wegen::PRP,цӏаний,из-за
725,dies::PRN,ва,это
726,das::PRN,та,то
727,das::PRN,кӏа,то
728,das::PRN,га,то
729,alles::PRN,щала,все
730,ich::PRN,на,я
731,du::PRN,ина,ты
732,er::PRN,му,он
733,wir::PRN,жу,мы
734,ihr::PRN,зу,вы
735,was::FPRN,ци,что
736,wer::FPRN,цу,кто
737,wo::FADV,чув,где
738,wohin::FADV,чун,куда
739,wie::FADV,цукун,как
740,warum::FADV,цан,почему
741,wieviel::FNUM,циксса,сколько
742,eins::NUM,ца,один
743,zwei::NUM,кӏива,два
744,drei::NUM,шамма,три
745,vier::NUM,мукьа,четыре
746,vier::NUM,мукьва,четыре
747,fünf::NUM,ххюва,пять
748,sechs::NUM,ряхва,шесть
749,sieben::NUM,арула,семь
750,acht::NUM,мяйва,восемь
751,neun::NUM,урчӏва,девять
752,zehn::NUM,ацӏва,десять
753,elf::NUM,ацӏния цава,одиннадцать
754,zwölf::NUM,ацӏиия кӏива,двенадцать
755,zwanzig::NUM,кьува,двадцать
756,dreißig::NUM,зувира,тридцать
757,vierzig::NUM,мукьцӏала,сорок
758,fünfzig::NUM,ххюцӏала,пятьдесят
759,sechzig::NUM,ряхцӏала,шестьдесят
