,Concept_ID,ga,vep
201,Schwarm::N,saithe,parveh
202,Huhn::N,cearc,kana
203,Hahn::N,coileach,kukoi
204,Gans::N,gé,hanh'
205,Adler::N,iolar,orl
206,Ente::N,lacha,sorz
207,Eule::N,ulchabhán,hir'pulo
208,Kranich::N,grús,kurg
209,Krähe::N,caróg,variš
210,Krähe::N,préachán,variš
211,Kuckuck::N,cuach,kägi
212,Schwan::N,eala,joucen
213,Fisch::N,iasc,kala
214,Barsch::N,péirse,ahven
215,Hecht::N,liús,haug'
216,Schlange[Tier]::N,nathair,kü
217,Schlange[Tier]::N,nathair,mado
218,Wurm::N,péist,mado
219,Spinne::N,damhán alla,hämähouk
220,Ameise::N,seangán,murahaine
221,Laus::N,míol,täi
222,Mücke::N,muiscít,säs'k
223,Mücke::N,corrmhíol,säs'k
224,Fliege::N,cuil,kärbhaine
225,Fliege::N,cuileog,kärbhaine
226,Schmetterling::N,féileacán,lipkaine
227,Beere::N,caor,marj
228,Apfel::N,úll,jablok
229,Pilz::N,beacán,sen'
230,Pilz::N,beacán,babuk
231,Pilz::N,muisiriún,sen'
232,Pilz::N,muisiriún,babuk
233,Zwiebel::N,oinniún,lauk
234,Saat::N,síol,semned
235,Korn::N,gráinne,jüvä
236,Korn::N,gráinne,vill'
237,Heu::N,féar,hein
238,Schale::N,scaimh,kor'
239,Grube::N,poll,kop
240,Falle::N,gaiste,rida
241,Schlinge::N,sealán,rihm
242,Spur::N,rian,jäl'g
243,Asche::N,luaith,tuhk
244,Dreck::N,salachar,redu
245,Dreck::N,salachar,pačak
246,Eisen::N,iarann,raud
247,Gold::N,ór,kuld
248,Silber::N,airgead,hobed
249,Kohle::N,gual,hil'
250,Glas::N,gloine,stökol
251,Lehm::N,cré,savi
252,Sand::N,gaineamh,lete
253,Mensch::N,duine,mez'
254,Mensch::N,duine,ristit
255,Mann::N,fear,mez'
256,Frau::N,bean,naine
257,Kind::N,gasúr,laps'
258,Kind::N,páiste,laps'
259,Junge::N,buachaill,poig
260,Junge::N,buachaill,prihaine
261,Mädchen::N,cailín,neičukaine
262,Familie::N,teaghlach,kanz
263,Familie::N,teaghlach,pereh
264,Familie::N,comhluadar,kanz
265,Familie::N,comhluadar,pereh
266,Großvater::N,seanathair,ded
267,Großmutter::N,seanmháthair,bab
268,Eltern::N,tuismitheoirí,vanhembad
269,Eltern::N,tuismitheoirí,kazvatajad
270,Vater::N,athair,tat
271,Mutter::N,máthair,mam
272,Sohn::N,mac,poig
273,Tochter::N,iníon,tütär
274,Bruder::N,deartháir,veik
275,Bruder::N,deartháir,vell'
276,Schwester::N,deirfiúr,čiža
277,Schwester::N,deirfiúr,sizar
278,Onkel::N,uncail,däd'
279,Tante::N,aintín,tädi
280,Ehemann::N,fear céile,mužik
281,Ehefrau::N,bean chéile,ak
282,Freude::N,áthas,ilo
283,Freude::N,áthas,ihastuz
284,Gelächter::N,gáire,nagr
285,Glück::N,séan,oza
286,Glück::N,sonas,oza
287,Kummer::N,brón,gor'a
288,Kummer::N,buairt,gor'a
289,Wunsch::N,guí,taht
290,Wunsch::N,achainí,taht
291,Lust::N,fonn,himo
292,Geist::N,meon,heng
293,Geist::N,spiorad,heng
294,Gedanke::N,smaoineamh,meletuz
295,Gedächtnis::N,cuimhne,mušt
296,Verstand::N,ciall,mel'
297,Verstand::N,intinn,mel'
298,Sinn::N,brí,jüvä
299,Sinn::N,ciall,jüvä
300,Grund::N,fáth,sü
301,Wahrheit::N,fírinne,tozi
302,Gespräch::N,comhrá,lodu
303,Gespräch::N,comhrá,pagin
304,Märchen::N,scéal,sarn
305,Erzählung::N,scéal,sanutez
306,Nachricht::N,teachtaireacht,tedotuz
307,Neuigkeit::N,scéala,uzištuz
308,Name::N,ainm,nimi
309,Rätsel::N,tomhas,ozoitez
310,Rede::N,óráid,pagin
311,Rede::N,óráid,sanad
312,Rede::N,aitheasc,pagin
313,Rede::N,aitheasc,sanad
314,Sprache::N,teanga,kel'
315,Stimme::N,guth,än'
316,Wort::N,focal,sana
317,Zeichen::N,comhartha,znam
318,Ruf::N,glaoch,kida
319,Ruf::N,glaoch,kucund
320,Lärm::N,torann,judu
321,Laut::N,fuaim,kulund
322,Ton::N,ton,kulund
323,Lied::N,amhrán,pajo
324,Ruhe::N,suaimhneas,lebu
325,Leute::N,muintir,rahvaz
326,Volk::N,pobal,rahvaz
327,Arbeit::N,obair,tö
328,Arbeit::N,obair,rad
329,Gast::N,aoi,adiv
330,Geschenk::N,féirín,lahj
331,Geschenk::N,bronntanas,lahj
332,Spiel::N,cluiche,vänd
333,Gesellschaft::N,comhluadar,sebr
334,Hilfe::N,cúnamh,abu
335,Hilfe::N,cabhair,abu
336,Freund::N,cara,sebranik
337,Kamerad::N,comrádaí,sebranik
338,Angelegenheit::N,ábhar,azj
339,Anzahl::N,líon,lugu
340,Art::N,sórt,rod
341,Art::N,sórt,rodsugu
342,Art::N,saghas,rod
343,Art::N,saghas,rodsugu
344,Stück::N,píosa,pala
345,Stück::N,píosa,supal
346,Teil::N,cuid,pala
347,Teil::N,páirt,pala
348,Hälfte::N,leath,pol'
349,Kreis::N,ciorcal,ümbruz
350,Kreis::N,ciorcal,kehkruz
351,Kreuz::N,cros,rist
352,Linie::N,líne,pird
353,Strich::N,stríoc,pird
354,Abstand::N,achar,keskust
355,Entfernung::N,fad,matk
356,Gegend::N,ceantar,taho
357,Platz::N,áit,avaruz'
358,Platz::N,spás,avaruz'
359,Ort::N,áit,koht
360,Seite::N,taobh,pol'
361,Seite::N,taobh,kül'g
362,Mitte::N,lár,kesk
363,Gegenstand::N,ball,kalu
364,Gegenstand::N,ábhar,kalu
365,Sache::N,ní,azj
366,Sache::N,rud,azj
367,Rand::N,imeall,röun
368,Rand::N,ciumhais,röun
369,Kante::N,corr,röun
370,Kante::N,colbha,röun
371,Ecke::N,coirnéal,saum
372,Spitze::N,gob,agjaine
373,Spitze::N,barr,agjaine
374,Ende::N,ceann,agj
375,Ende::N,foirceann,agj
376,Loch::N,poll,reig
377,Winkel::N,cúinne,čoga
378,Winkel::N,cúinne,saum
379,Winkel::N,uillinn,čoga
380,Winkel::N,uillinn,saum
381,Muster::N,patrún,kirjam
382,Größe::N,méid,suruz'
383,Größe::N,toise,suruz'
384,Länge::N,fad,piduz
385,Höhe::N,airde,korktuz'
386,Gewicht::N,meáchan,jügu
387,Gewicht::N,meáchan,vedäduz
388,Menge::N,méid,äjüz'
389,Haufen::N,cnap,kogo
390,Reihe::N,líne,rivi
391,Reihe::N,sraith,rivi
392,Boot::N,bád,veneh
393,Ruder::N,rámh,air
394,Ruder::N,maide rámha,air
395,Schlitten::N,carr sleamhnáin,regi
396,Schlitten::N,carr sleamhnáin,regut
397,Ski::N,scí,suks'
398,Lagerfeuer::N,tine champa,nodj
399,Lagerfeuer::N,tine champa,pažag
400,Last::N,ualach,jüguz
401,Gang::N,siúlóid,astund
402,Schritt::N,céim,hašk
403,Schritt::N,coiscéim,hašk
404,Norden::N,tuaisceart,pohjoine
405,Süden::N,deisceart,suvi
406,Westen::N,iarthar,päivlaskm
407,Osten::N,oirthear,päivnouzm
408,Holz::N,adhmad,pu
409,Brett::N,clár,laud
410,Platte::N,leac,keitim
411,Stütze::N,taca,tugi
412,Stange::N,polla,arz'
413,Stange::N,cuaille,arz'
414,Stock::N,bata,kalu
415,Stock::N,maide,kalu
416,Stab::N,maide,seibaz
417,Stab::N,bachall,seibaz
418,Rohr::N,píopa,torv
419,Haus::N,teach,pert'
420,Heim::N,baile,kodi
421,Ofen::N,sornóg,päč
422,Fußboden::N,urlár,lava
423,Tisch::N,bord,laud
424,Tisch::N,bord,stal'c
425,Tisch::N,tábla,laud
426,Tisch::N,tábla,stal'c
427,Stuhl::N,cathaoir,ištim
428,Wiege::N,cliabhán,kätte
429,Bett::N,leaba,sija
430,Bett::N,leaba,magaduzsija
431,Regal::N,seilf,palič
432,Kiste::N,bosca,mülütim
433,Fenster::N,fuinneoig,ikun
434,Tür::N,doras,uks'
435,Tor::N,geata,verai
436,Zaun::N,fál,aid
437,Zaun::N,claí,aid
438,Dach::N,díon,katuz
439,Leiter::N,dréimire,pordhad
440,Besen::N,scuab,lud
441,Besen::N,scuab,vast
442,Spaten::N,spád,labid
443,Spaten::N,rámhainn,labid
444,Schaufel::N,sluasaid,labid
445,Gabel::N,forc,hangoine
446,Gabel::N,gabhlóg,hangoine
447,Löffel::N,spúnóg,luzik
448,Messer::N,scian,veič
449,Nagel::N,tairne,nagl
450,Netz::N,líon,verk
451,Netz::N,eangach,verk
452,Haken::N,croch,kouk
453,Griff::N,cos,kägä
454,Griff::N,cos,varz'
455,Griff::N,hanla,kägä
456,Griff::N,hanla,varz'
457,Schloss::N,glas,lukkol
458,Bild::N,pictiúr,kuva
459,Figur::N,fíor,figur
460,Puppe::N,bábóg,tätüine
461,Beutel::N,mála,havad
462,Beutel::N,mealbhóg,havad
463,Bündel::N,beart,toppaz
464,Bündel::N,beart,käč
465,Tasche::N,mála,sumk
466,Eimer::N,buicéad,vädr
467,Deckel::N,clár,katuz
468,Deckel::N,claibín,katuz
469,Geschirr::N,soithí,astii
470,Geschirr::N,gréithe,astii
471,Sack::N,sac,havad
472,Sack::N,mála,havad
473,Tasse::N,cupán,čašk
474,Topf::N,pota,pada
475,Kessel::N,citeal,katil
476,Essen::N,béile,sönd
477,Nahrung::N,bia,söm
478,Speise::N,mias,sömine
479,Fleisch::N,feoil,liha
480,Getreide::N,grán,vill'
481,Getreide::N,arbhar,vill'
482,Brei::N,brúitín,pudr
483,Brot::N,arán,leib
484,Scheibe::N,píosa,bibaleh
485,Scheibe::N,píosa,šlik
486,Scheibe::N,slisne,bibaleh
487,Scheibe::N,slisne,šlik
488,Fett::N,saill,razv
489,Fett::N,méathras,razv
490,Butter::N,im,voi
491,Öl::N,ola,voi
492,Salz::N,salann,sol
493,Suppe::N,sú,lem'
494,Suppe::N,sú,keitoz
495,Suppe::N,anraith,lem'
496,Suppe::N,anraith,keitoz
497,Honig::N,mil,mezi
498,Milch::N,bainne,maid
499,Tee::N,tae,čai
500,Leder::N,leathar,nahk
501,Wolle::N,olann,vill
502,Stoff::N,éadach,kangaz
503,Nadel::N,snáthaid,negl
504,Faden::N,snáth,nit'
505,Knopf::N,cnaipe,nübl'
506,Knoten::N,snaidhm,sol'm
507,Farbe::N,péint,muju
508,Kleidung::N,éadaí,sobad
509,Hemd::N,léine,paid
510,Kragen::N,bóna,kagluz
511,Ärmel::N,muinchille,hijam
512,Hose::N,bríste,štanad
513,Hose::N,treabhsar,štanad
514,Gürtel::N,crios,vö
515,Mütze::N,caipín,šapuk
516,Schuh::N,bróg,keng'
517,Stiefel::N,buatais,sapug
518,Ring::N,fáinne,rengaz
519,Band::N,ribín,lentaine
520,Kamm::N,cíor,suga
521,Spiegel::N,scáthán,zerkol
522,Riemen::N,iall,vö
523,Riemen::N,strapa,vö
524,Schnur::N,téad,nor
525,Schnur::N,sreangán,nor
526,Leine::N,iall,talutimnor
527,Decke::N,pluid,sijakatuz
528,Decke::N,blaincéad,sijakatuz
529,Kissen::N,piliúr,pöluz
530,Kissen::N,adhartán,pöluz
531,Tuch::N,scaif,paik
532,Handtuch::N,tuáille,käzipaik
533,Kraft::N,fórsa,vägi
534,Stärke::N,neart,vahvuz'
535,Gesundheit::N,sláinte,tervhuz
536,Krankheit::N,tinneas,läžund
537,Krankheit::N,breoiteacht,läžund
538,Schmerz::N,pian,kibu
539,Wunde::N,goin,čapatez
540,Fieber::N,fiabhras,säru
541,Arznei::N,cógas,zel'l'
542,Brücke::N,droichead,sild
543,Brunnen::N,tobar,kaiv
544,Weide::N,féarach,omaluine
545,Pfad::N,cosán,tehut
546,Pfad::N,conair,tehut
547,Weg::N,slí,te
548,Weg::N,bealach,te
549,Straße::N,bóthar,te
550,Dorf::N,sráidbhaile,külä
551,Stadt::N,baile,lidn
552,Stadt::N,cathair,lidn
553,Brief::N,litir,kirjeine
554,Buch::N,cín,kirj
555,Buch::N,leabhar,kirj
556,Buchstabe::N,litir,kirjam
557,Zeitung::N,nuachtán,lehtez
558,Leben::N,saol,elo
559,Leben::N,beatha,elo
560,Tod::N,bás,surm
561,Grab::N,uaigh,kaum
562,Kirche::N,eaglais,jumalanpert'
563,Sünde::N,peaca,grähk
564,Gott::N,dia,jumal
565,Arbeiter::N,oibrí,radnik
566,Chef::N,saoiste,pämez'
567,Chef::N,ceannasaí,pämez'
568,Meister::N,máistir,mastar
569,Arzt::N,lia,lekar'
570,Arzt::N,dochtúir,lekar'
571,Lehrer::N,oide,opendai
572,Lehrer::N,múinteoir,opendai
573,Geld::N,airgead,rahad
574,Geschäft::N,gnó,biznes
575,Laden::N,siopa,lauk
576,Preis::N,praghas,arv
577,Ware::N,earra,tavar
578,Nutzen::N,tairbhe,liža
579,Reichtum::N,rachmas,kodielo
580,Reichtum::N,rachmas,kal'huz'
581,Reichtum::N,saibhreas,kodielo
582,Reichtum::N,saibhreas,kal'huz'
583,Welt::N,domhan,mail'm
584,Land::N,tír,ma
585,Staat::N,stát,valdkund
586,König::N,rí,kunigaz
587,Macht::N,cumhacht,vald
588,Grenze::N,críoch,röun
589,Grenze::N,teorainn,röun
590,Krieg::N,cogadh,soda
591,Feind::N,namhaid,vihanik
592,Feind::N,namhaid,vastustai
593,Gewalt::N,foréigean,vägivald
594,Kampf::N,troid,tora
595,Bogen[Waffe]::N,bogha,taug
596,Pfeil::N,saighead,nol
597,Gewehr::N,gunna,oružj
598,Fehler::N,botún,viga
599,Fehler::N,meancóg,viga
600,Lüge::N,bréag,kelastuz
601,Lüge::N,éitheach,kelastuz
602,Schaden::N,dochar,pahuz'
603,Schaden::N,damáiste,pahuz'
604,Unglück::N,drochrath,bed
605,Unglück::N,drochrath,gor'a
606,Schuld::N,locht,värhuz'
607,Schuld::N,milleán,värhuz'
608,Alter::N,aois,igä
609,Schluss::N,deireadh,lop
610,Zeit::N,am,aig
611,Zeit::N,aimsir,aig
612,Tag::N,lá,päiv
613,Morgen::N,maidin,homendez
614,Mittag::N,nóin,keskpäiv
615,Abend::N,tráthnóna,eht
616,Nacht::N,oíche,ö
617,Woche::N,seachtain,nedal'
618,Monat::N,mí,ku
619,Jahr::N,bliain,voz'
620,Frühling::N,earrach,keväz'
621,Sommer::N,samhradh,keza
622,Herbst::N,fómhar,sügüz'
623,Winter::N,geimhreadh,tal'v
624,Januar::N,Eanáir,viluku
625,Februar::N,Feabhra,uhoku
626,März::N,Márta,keväz'ku
627,April::N,Aibreán,sulaku
628,Mai::N,Bealtaine,semendku
629,Juni::N,Meitheamh,kezaku
630,Juli::N,Iúil,heinku
631,August::N,Lúnasa,eloku
632,September::N,Meán Fómhair,sügüz'ku
633,Oktober::N,Deireadh Fómhair,reduku
634,November::N,Samhain,kül'mku
635,November::N,Mí na Samhna,kül'mku
636,Dezember::N,Mí na Nollag,tal'vku
637,Montag::N,Luan,ezmärg
638,Montag::N,Dé Luain,ezmärg
639,Dienstag::N,Máirt,tožnarg
640,Dienstag::N,Dé Máirt,tožnarg
641,Mittwoch::N,Céadaoin,koumanz'päiv
642,Mittwoch::N,Dé Céadaoin,koumanz'päiv
643,Donnerstag::N,Déardaoin,nellänz'päiv
644,Freitag::N,Aoine,pätnič
645,Freitag::N,Aoine,videnz'päiv
646,Freitag::N,Dé hAoine,pätnič
647,Freitag::N,Dé hAoine,videnz'päiv
648,Samstag::N,Satharn,sobat
649,Samstag::N,Dé Sathairn,sobat
650,Sonntag::N,Domhnach,pühäpäiv
651,Sonntag::N,Dé Domhnaigh,pühäpäiv
652,groß::A,mór,sur'
653,groß::A,mór,järed
654,klein::A,beag,pen'
655,klein::A,beag,pičuine
656,lang::A,fada,pit'k
657,kurz::A,gearr,lühüd
658,kurz::A,gairid,lühüd
659,breit::A,leathan,leved
660,breit::A,fairsing,leved
661,schmal::A,cúng,kaid
662,dicht::A,dlúth,tihed
663,dick[Gegenstand]::A,tiubh,paks
664,dünn::A,caol,hoik
665,dünn::A,tanaí,hoik
666,fein::A,scáinte,hen
667,fein::A,fíneálta,hen
668,fest::A,daingean,luja
669,fest::A,daingean,ninev
670,flach::A,cothrom,lapak
671,glatt::A,mín,siled
672,glatt::A,sleamhain,siled
673,hart::A,crua,kova
674,weich::A,bog,pehmed
675,rund::A,cruinn,kehker
676,spitz::A,gobach,nügu
677,spitz::A,gobach,terav
678,spitz::A,biorach,nügu
679,spitz::A,biorach,terav
680,scharf::A,géar,terav
681,scharf::A,faobhrach,terav
682,stumpf::A,maol,tül'c
683,schwer::A,trom,jüged
684,schön::A,álainn,čoma
685,heiß::A,te,räk
686,warm::A,te,läm'
687,kalt::A,fuar,vilu
688,kühl::A,fionnuar,raibak
689,kühl::A,fionnuar,viluhk
690,frisch::A,úr,lahed
691,frisch::A,friseáilte,lahed
692,feucht::A,tais,neps
693,feucht::A,tais,toreh
694,nass::A,fliuch,märg
695,trocken::A,tirim,kuiv
696,voll::A,lán,täuz'
697,leer::A,folamh,joudai
698,offen::A,oscailte,avoin
699,offen::A,oscailte,avol'jaine
700,geschlossen::A,dúnta,saubaline
701,geschlossen::A,druidte,saubaline
702,sauber::A,glan,puhtaz
703,schmutzig::A,salach,redukaz
704,roh::A,amh,rohk
705,roh::A,amh,toreh
706,reif::A,aibí,küps
707,lecker::A,blasta,magukaz
708,süß::A,milis,maged
709,bitter::A,searbh,karged
710,sauer::A,géar,muiged
711,sauer::A,searbh,muiged
712,hell::A,geal,kirkas
713,hell::A,geal,valgei
714,hell::A,soilseach,kirkas
715,hell::A,soilseach,valgei
716,dunkel::A,dorcha,pimed
717,schwarz::A,dubh,must
718,weiß::A,bán,vauged
719,rot::A,dearg,rusked
720,gelb::A,buí,pakuine
721,blau::A,gorm,sinine
722,grün::A,glas,vihand
723,grün::A,uaine,vihand
724,grau::A,liath,hahk
725,bunt::A,ildathach,kirjav
726,bunt::A,dathannach,kirjav
727,billig::A,saor,odav
728,teuer::A,daor,kalliž
729,teuer::A,costasach,kalliž
730,wertvoll::A,luachmhar,arvokas
731,blind::A,dall,soged
732,blind::A,caoch,soged
733,taub::A,bodhar,kurdiž
734,kräftig::A,cumhachtach,vägev
735,stark::A,tréan,vahv
736,stark::A,tréan,vägekaz
737,stark::A,láidir,vahv
738,stark::A,láidir,vägekaz
739,schwach::A,lag,väll'
740,schwach::A,fann,väll'
741,fett::A,ramhar,razvakaz
742,schlank::A,caol,kapos
743,schlank::A,seang,kapos
744,hübsch::A,álainn,čoma
745,hübsch::A,dathúil,čoma
746,böse::A,olc,äred
747,böse::A,olc,käred
748,dumm::A,dúr,el'getoi
749,dumm::A,amaideach,el'getoi
750,faul::A,falsa,lašk
751,faul::A,leisciúil,lašk
752,fleißig::A,dícheallach,radonnavedii
753,geizig::A,barainneach,ažlak
754,geizig::A,sprionlaithe,ažlak
755,klug::A,cliste,melev
756,klug::A,cliste,melekaz
757,geschickt::A,oilte,mahtokaz
758,geschickt::A,ealaíonta,mahtokaz
759,lieb::A,dil,izo
760,lieb::A,dil,sula
761,lieb::A,dílis,izo
762,lieb::A,dílis,sula
763,lustig::A,aerach,ilokaz
764,lustig::A,meidhreach,ilokaz
765,sanft::A,bog,laskav
766,sanft::A,séimh,laskav
767,hungrig::A,ocrach,näl'ghine
768,krank::A,tinn,läžui
769,krank::A,breoite,läžui
770,nackt::A,nocht,alastoi
771,traurig::A,brónach,opalahine
772,lebendig::A,beo,eläb
773,gut::A,maith,hüvä
774,schlecht::A,dona,huba
775,schlecht::A,droch-,huba
776,richtig::A,ceart,oiged
777,schlimm::A,gránna,paha
778,schlimm::A,tubaisteach,paha
779,wahr::A,fíor,todesine
780,alt::A,sean,vanh
781,neu::A,úr,uz'
782,neu::A,nua,uz'
783,ehemalig::A,iar-,edeline
784,ehemalig::A,sean-,edeline
785,alt[Lebewesen]::A,sean,ravaz
786,alt[Lebewesen]::A,aosta,ravaz
787,jung::A,óg,nor'
788,arm::A,bocht,gol'l'
789,reich::A,saibhir,elokaz
790,reich::A,rachmasach,elokaz
791,bekannt::A,atá eolas air,tutab
792,berühmt::A,cailiúil,tetab
793,berühmt::A,clúiteach,tetab
794,fremd::A,coimhthíoch,veraz
795,verschieden::A,éagsúil,erazvuitte
796,verschieden::A,difriúil,erazvuitte
797,nah::A,gar,läheline
798,nah::A,deas,läheline
799,fern::A,i bhfad uainn,edahaine
800,fern::A,i bhfad i gcéin,edahaine
801,linker::A,clé,hura
802,rechter::A,deas,oiged
803,anderer::A,eile,toine
804,erster::A,céad,ezmäine
805,zweiter::A,dóú,toine
806,zweiter::A,dara,toine
807,dritter::A,tríú,koumanz'
808,dritter::A,treas,koumanz'
809,letzter::A,déanach,jäl'gmäine
810,letzter::A,deireanach,jäl'gmäine
811,allein::ADV,i d'aonar,üksnäze
812,auf einmal::ADV,ag an am céanna,ühten aigan
813,zusammen::ADV,le chéile,ühtes
814,zusammen::ADV,in eineacht,ühtes
815,lange::ADV,fada,hätken
