,Concept_ID,ta,myv
150,Kuh::N,பசு,скал
151,Bulle::N,காளை,бука
152,Pferd::N,குதிரை,лишме
153,Schaf::N,செம்மறிஆடு,реве
154,Schwein::N,பன்றி,туво
155,Hund::N,நாய்,пине
156,Hund::N,நாய்,киска
157,Katze::N,பூனை,псака
158,Bär::N,கரடி,овто
159,Eichhörnchen::N,அணில்,ур
160,Elch::N,கடம்பை,сярдо
161,Fuchs::N,நரி,ривезь
162,Hase::N,முயல்,нумоло
163,Maus::N,எலி,чеерь
164,Wolf::N,ஓநாய்,верьгиз
165,Vogel::N,பறவை,нармунь
166,Schwarm::N,தொகுதி,полк
167,Schwarm::N,தொகுதி,стада
168,Huhn::N,கோழிக்குஞசு,сараз
169,Hahn::N,சேவல்,атякш
170,Gans::N,பெண் வாத்து,гала
171,Gans::N,பெண் வாத்து,мацей
172,Adler::N,பருநது,куцькан
173,Adler::N,பருநது,тумоатякш
174,Ente::N,வாத்து,яксярго
175,Eule::N,ஆந்தை,корж
176,Kranich::N,நாரை,карго
177,Krähe::N,காகம்,варака
178,Kuckuck::N,குயில்,куко
179,Schwan::N,அன்னம்,локсей
180,Fisch::N,மீன்,кал
181,Barsch::N,பேர்ச்,окунь
182,Hecht::N,கோலாச்சி மீன்,щука
183,Schlange[Tier]::N,பாம்பு,гуй
184,Wurm::N,புழு,сукс
185,Spinne::N,சிலந்தி,шанжав
186,Ameise::N,எறும்பு,коткудав
187,Laus::N,பேன்,сий
188,Mücke::N,கொசுவினப்பூச்சி,сеське
189,Fliege::N,ஈ,карво
190,Schmetterling::N,வண்ணத்துப்பூச்சி,нимиляв
191,Beere::N,சதைப்பழம்,умарь
192,Apfel::N,ஆப்பிள பழம்,умарь
193,Pilz::N,காளான்,панго
194,Zwiebel::N,வெங்காயம்,чурька
195,Saat::N,விதை,видьметь
196,Korn::N,தானியம்,сюро
197,Heu::N,வைக்கோல்,тикше
198,Schale::N,தோல்,кедь
199,Schale::N,தோல்,ваткавкс
200,Grube::N,குழி,латко
201,Falle::N,பொறி,тувор
202,Falle::N,பொறி,кундамка
203,Schlinge::N,கண்ணி,килькш
204,Spur::N,சுவடு,челькс
205,Spur::N,சுவடு,пильгеки
206,Asche::N,சாம்பல்,кулов
207,Dreck::N,அழுக்கு,рудаз
208,Eisen::N,இரும்பு,кшни
209,Gold::N,தங்கம்,сырне
210,Silber::N,வெள்ளி,сия
211,Kohle::N,நிலக்கரி,сэдь
212,Kohle::N,நிலக்கரி,уголия
213,Glas::N,கண்ணாடி,сулика
214,Lehm::N,களிமண்,сёвонь
215,Sand::N,மணல்,човар
216,Mensch::N,மனிதர்கள்,ломань
217,Mann::N,மனிதன்,аля
218,Mann::N,மனிதன்,цёраломань
219,Frau::N,பெண்,ава
220,Kind::N,குழந்தை,эйкакш
221,Junge::N,பையன்,цёрыне
222,Mädchen::N,சிறுமி,тейтерне
223,Familie::N,குடும்பம்,семия
224,Großvater::N,தாத்தா,покштя
225,Großmutter::N,பாட்டி,баба
226,Eltern::N,பெற்றோர்,тетят-ават
227,Vater::N,தந்தை,тетя
228,Mutter::N,தாய்,ава
229,Sohn::N,மகன்,цёра
230,Tochter::N,மகள்,тейтерь
231,Bruder::N,சகோதரன்,леля
232,Bruder::N,சகோதரன்,ялакс
233,Schwester::N,அக்கா,сазор
234,Onkel::N,தாய் மாமன்,леля
235,Tante::N,அத்தை,патя
236,Ehemann::N,கணவன்,мирде
237,Ehefrau::N,மனைவி,ни
238,Freude::N,கொண்டாட்டம்,кеняркс
239,Gelächter::N,சிரிப்பு,ракамо
240,Gelächter::N,சிரிப்பு,пейдема
241,Glück::N,மகிழ்ச்சி,уцяска
242,Kummer::N,துயரம்,рискс
243,Kummer::N,துயரம்,мелявкс
244,Wunsch::N,விருப்பம்,мель
245,Wunsch::N,விருப்பம்,бажамо
246,Lust::N,விருப்பம்,бажамо
247,Geist::N,ஆன்மா,ойме
248,Gedanke::N,எண்ணம்,мель
249,Gedächtnis::N,ஞாபகம்,мель
250,Verstand::N,மனம்,прев
251,Sinn::N,அர்த்தம்,толк
252,Sinn::N,அர்த்தம்,смысла
253,Grund::N,காரணம்,тувтал
254,Wahrheit::N,உண்நை,видечи
255,Gespräch::N,பெசு,кортнема
256,Märchen::N,நம்பத்தகாத கதை,ёвкс
257,Erzählung::N,கதை,ёвтнема
258,Nachricht::N,செய்தி,куля
259,Neuigkeit::N,செய்தி,куля
260,Name::N,பெயர்,лем
261,Rätsel::N,புதிர்,содамоёвкс
262,Rede::N,பேச்சு,кортамо
263,Sprache::N,மொழி,кель
264,Stimme::N,குரல்,ваигель
265,Wort::N,வார்த்தை,вал
266,Zeichen::N,குறி,теште
267,Ruf::N,அழைப்பு,тердема
268,Lärm::N,சத்தம்,шалнома
269,Laut::N,ஒலி,вайгель
270,Ton::N,குரல்,гайнема
271,Lied::N,பாட்டு,моро
272,Ruhe::N,அமைதி,оймамо
273,Leute::N,மக்கள்,ломанть
274,Volk::N,மக்கள்,народ
275,Arbeit::N,வேலை,тев
276,Gast::N,விருந்தாளி,инже
277,Geschenk::N,பரிசுப் பொருள்,казне
278,Spiel::N,விளையாட்டு,налксема
279,Gesellschaft::N,சமுதாயம்,община
280,Hilfe::N,உதவி,лездамо
281,Freund::N,நண்பன்,оя
282,Freund::N,நண்பன்,ялга
283,Kamerad::N,உடனிருப்பவன்,оя
284,Kamerad::N,உடனிருப்பவன்,ялга
285,Angelegenheit::N,செய்தி,тев
286,Anzahl::N,எண்ணிக்கை,ламоксчи
287,Art::N,வகை,вид
288,Stück::N,துண்டம்,пакш
289,Stück::N,துண்டம்,пелькс
290,Teil::N,பகுதி,часть
291,Teil::N,பகுதி,пелькс
292,Hälfte::N,பாதி,пель
293,Hälfte::N,பாதி,пелькс
294,Kreis::N,வட்டம்,кирькс
295,Kreuz::N,சிலுவை,крёст
296,Linie::N,கோடு,кикс
297,Strich::N,வாத நோய்,межа
298,Abstand::N,இடைவெளி,ютко
299,Entfernung::N,தூரம்,ютко
300,Gegend::N,வட்டாரம்,тарка
301,Gegend::N,வட்டாரம்,пертьпелькс
302,Platz::N,வெற்றிடம்,васолкс
303,Ort::N,இடம்,тарка
304,Seite::N,பக்கம்,ён
305,Seite::N,பக்கம்,чире
306,Mitte::N,இடைப்பகுதி,куншка
307,Gegenstand::N,உருப்படி,предмет
308,Sache::N,பொருள்,тев
309,Sache::N,பொருள்,веща
310,Rand::N,தொங்கு,пе
311,Rand::N,தொங்கு,чире
312,Kante::N,விளிம்பு,ирдез
313,Ecke::N,மூலை,ужо
314,Spitze::N,முனை,пряне
315,Spitze::N,முனை,пе
316,Ende::N,முடிவு,пе
317,Loch::N,துளை,варя
318,Winkel::N,கோணம்,ужо
319,Muster::N,பாங்கு,сёрма
320,Größe::N,அளவு,сэрь
321,Größe::N,அளவு,покшолма
322,Länge::N,நீளம்,кувалмо
323,Höhe::N,உயரம்,сэрь
324,Höhe::N,உயரம்,пандо
325,Gewicht::N,எடை,сталмо
326,Menge::N,தொகை,лововкс
327,Haufen::N,குவியல்,мар
328,Haufen::N,குவியல்,валявкс
329,Reihe::N,வரிசை,ряд
330,Boot::N,படகு,венч
331,Ruder::N,துடுப்பு,милё
332,Schlitten::N,சகடையிலா வண்டி,нурдт
333,Ski::N,பனிச் சறுக்கல்,сокс
334,Lagerfeuer::N,மூட்டம்,толбандя
335,Last::N,பாரம்,сталмо
336,Last::N,பாரம்,кандома
337,Gang::N,நடை,молема
338,Gang::N,நடை,якамо
339,Schritt::N,காலடி,эскелькс
340,Norden::N,வடக்கு,якшамо ёнкс
341,Süden::N,தெற்கு,лембе ёнкс
342,Westen::N,மேற்கு திசை,чивалгома
343,Osten::N,கிழக்கு,чилисема
344,Holz::N,மரக்கட்டை,чувто
345,Brett::N,பலகை,лаз
346,Platte::N,பலகம்,плита
347,Stütze::N,அடைப்புகன்,неже
348,Stange::N,கம்பம்,олга
349,Stock::N,குச்சி,мандо
350,Stab::N,கம்பு,олога
351,Rohr::N,குழாய்,турба
352,Haus::N,வீடு,кудо
353,Heim::N,வீடு,кудо
354,Ofen::N,அடுப்பு,каштомо
355,Fußboden::N,தரை,киякс
356,Tisch::N,மேசை,столь
357,Stuhl::N,நாற்காலி,стул
358,Wiege::N,தொட்டில்,лавсь
359,Wiege::N,தொட்டில்,нурямот
360,Bett::N,படுக்கை,ацамо
361,Regal::N,அலமாரி,лався
362,Regal::N,அலமாரி,лавсяланго
363,Kiste::N,பெட்டி,горобия
364,Kiste::N,பெட்டி,сундук
365,Fenster::N,சாளரம்,вальма
366,Tür::N,கதவு,кенкш
367,Tor::N,வாசற்கதவு,ортат
368,Zaun::N,வேலி,пирявт
369,Zaun::N,வேலி,пирвякс
370,Dach::N,கூரை,кудопря
371,Leiter::N,ஏணி,кузтема
372,Besen::N,விளக்குமாறு,тенсть
373,Spaten::N,மண்வெட்டி,койме
374,Schaufel::N,அடிதண்டா,кече
375,Schaufel::N,அடிதண்டா,келей койме
376,Gabel::N,முட்கரண்டி,сянгине
377,Löffel::N,கரண்டி,пенч
378,Messer::N,கத்தி,пеель
379,Nagel::N,ஆணி,эске
380,Netz::N,வலை,алтыма
381,Haken::N,கொக்கி,кечказ
382,Griff::N,கைப்பிடி,кедне
383,Schloss::N,பூட்டு,замок
384,Schloss::N,பூட்டு,панжома
385,Bild::N,படம்,картина
386,Figur::N,எண்ணிக்கை,рунго
387,Puppe::N,பொம்மை,няка
388,Beutel::N,பை,кескав
389,Bündel::N,பொதி,керькс
390,Tasche::N,பை,юдма
391,Eimer::N,வாளி,ведра
392,Deckel::N,உறை,велькс
393,Geschirr::N,பாத்திரம்,кедьге
394,Sack::N,பை,кескав
395,Tasse::N,கிண்ணம்,чакш
396,Topf::N,பானை,кастрюля
397,Kessel::N,கெண்டி,котёл
398,Essen::N,உணவருந்துதல்,ярсамо
399,Nahrung::N,உணவு,ярсамопель
400,Speise::N,உணவு வகை,ярсамопель
401,Fleisch::N,இறைச்சி,сывель
402,Getreide::N,மக்காச்சோளம்,сюро
403,Brei::N,கஞ்சி,каша
404,Brot::N,ரொட்டி,кши
405,Scheibe::N,துண்டு,кочом
406,Scheibe::N,துண்டு,сускомо
407,Fett::N,கொழுப்பு,куя
408,Butter::N,வெண்ணெய்,ой
409,Öl::N,எண்ணெய்,ой
410,Salz::N,உப்பு,сал
411,Suppe::N,ரசம்,ям
412,Honig::N,தேன்,медь
413,Milch::N,பால்,ловсо
414,Tee::N,தெனீர்,чай
415,Leder::N,பதம் செய்யப்பட்ட தோல்,киське
416,Wolle::N,கம்பளி,пона
417,Stoff::N,துணி,коцт
418,Nadel::N,ஊசி,салмукс
419,Faden::N,நூல்,суре
420,Knopf::N,பொத்தான்,пов
421,Knoten::N,முடிச்சு,сюлмо
422,Farbe::N,வண்ணக் குழம்பு,артомапель
423,Kleidung::N,ஆடைகள்,оршамот
424,Hemd::N,சட்டை,панар
425,Kragen::N,கழுத்துப் பட்டை,сиве
426,Ärmel::N,சட்டைக்கை,ожа
427,Hose::N,கால்சட்டை,понкст
428,Gürtel::N,பெல்ட்,каркс
429,Mütze::N,தொப்பி,чапка
430,Schuh::N,காலணி,туфля
431,Stiefel::N,காலணி,кем
432,Ring::N,மோதிரம்,суркс
433,Band::N,நாடா,лента
434,Kamm::N,கீப்பு,сурсеме
435,Spiegel::N,ஆடி,чавачамо
436,Spiegel::N,கண்ணாடி,чавачамо
437,Riemen::N,வார்,кшнань каркс
438,Schnur::N,கயிறு,пикс
439,Leine::N,தோல்வார்,ведьме
440,Decke::N,போர்வை,вельтямо
441,Kissen::N,தலையணை,тодов
442,Tuch::N,துணி,паця
443,Handtuch::N,தண்டு,нардамо
444,Kraft::N,நிர்பந்தம்,вий
445,Stärke::N,பலம்,виевчи
446,Gesundheit::N,ஆரோக்கியம்,шумбрачи
447,Krankheit::N,நோய்,орма
448,Krankheit::N,நோய்,сэредема
449,Schmerz::N,வலி,сэредькс
450,Wunde::N,காயம்,керявкс
451,Fieber::N,காய்ச்சல்,маштыкс
452,Arznei::N,மருந்து,ормаменькс
453,Brücke::N,பாலம்,сэдь
454,Brücke::N,பாலம்,мадамо
455,Brunnen::N,கேணி,лисьма
456,Weide::N,மேய்ச்சல் நிலம்,ракшань ванома тарка
457,Pfad::N,நடை வழி,ян
458,Weg::N,வழி,ки
459,Straße::N,சாலை,ки
460,Dorf::N,கிராமம்,веле
461,Stadt::N,நகரம்,ош
462,Brief::N,கடிதம்,сёрма
463,Buch::N,புத்தகம்,книга
464,Buchstabe::N,எழத்து,буква
465,Zeitung::N,செய்தித்தாள்,газета
466,Leben::N,வாழ்க்கை,эрямо
467,Tod::N,மரணம்,кулома
468,Grab::N,சமாதி,калмо
469,Kirche::N,தேவாலயம்,церькова
470,Sünde::N,பாவம்,чумочи
471,Gott::N,கடவுள்,паз
472,Arbeiter::N,தொழிலாளி,робочей
473,Chef::N,மேலாளர்,прявт
474,Meister::N,தலைவன்,кол тевень тенця
475,Arzt::N,மருத்துவர்,врач
476,Lehrer::N,ஆசிரியர்,учитель
477,Lehrer::N,ஆசிரியர்,тонавтыця
478,Geld::N,பணம்,ярмак
479,Geschäft::N,வாணிபம்,ладязь тев
480,Laden::N,கடை,лавка
481,Preis::N,விலை,питне
482,Ware::N,சாமன்கள்,миевкс
483,Ware::N,சாமன்கள்,рамавкс
484,Nutzen::N,இலாபம்,паро
485,Nutzen::N,இலாபம்,лезэ
486,Reichtum::N,சொத்து,сюпавчи
487,Welt::N,உலகம்,мир
488,Welt::N,உலகம்,мастор ланго
489,Land::N,நாடு,мастор
490,Staat::N,நாடு,государства
491,König::N,அரசன்,король
492,Macht::N,அதிகாரம்,азорксчи
493,Grenze::N,எல்லை,буен тешкс
494,Krieg::N,போர்,война
495,Feind::N,எதிரி,душман
496,Gewalt::N,வன்முறை,нарьгамо
497,Kampf::N,போராட்டம்,тюрема
498,Bogen[Waffe]::N,வில்,нал
499,Pfeil::N,அம்பு,нал
500,Gewehr::N,துப்பாக்கி,ружия
501,Gewehr::N,துப்பாக்கி,винтовка
502,Fehler::N,தவறு,ильведькс
503,Fehler::N,தவறு,ильведевкс
504,Lüge::N,பொய்,манчема
505,Lüge::N,பொய்,кенгелема
506,Schaden::N,சேதாரம்,зыян
507,Unglück::N,இடையூறு,зыян
508,Schuld::N,குற்றம்,чумочи
509,Alter::N,வயது,шка
510,Schluss::N,முடிவு,пе
511,Zeit::N,காலம்,шка
512,Zeit::N,காலம்,пинге
513,Tag::N,நாள்,чи
514,Morgen::N,காலை நேரம்,валске
515,Mittag::N,மதியம்,чикуншка
516,Abend::N,மாலைப் பொழுது,чокшнэ
517,Nacht::N,இரவு,ве
518,Woche::N,வாரம்,недля
519,Monat::N,மாதம்,ков
520,Jahr::N,வருடம்,ие
521,Frühling::N,வசந்தம்,тундо
522,Sommer::N,கோடை,кизэ
523,Herbst::N,இலையுதிர் காலம்,сёксь
524,Winter::N,குளிர்காலம்,теле
525,Januar::N,ஜனவரி,якшамков
526,Februar::N,பிபரவரி மாதம்,февраль
527,März::N,மார்ச் மாதம்,март
528,April::N,ஏப்ரல் மாதம்,апрель
529,Mai::N,மே மாதம்,май
530,Juni::N,ஜூன் மாதம்,июнь
531,Juli::N,ஜூலை மாதம்,июль
532,August::N,ஆகஸ்ட் மாதம்,август
533,September::N,செப்டம்பர் மாதம்,сентября
534,Oktober::N,அக்டோபர் மாதம்,октября
535,November::N,நவம்பர் மாதம்,ноября
536,Dezember::N,டிசம்பர்,декабря
537,Montag::N,திங்கட் கிழமை,пондельник
538,Dienstag::N,செவ்வாய்க்கிழமை,овторник
539,Mittwoch::N,புதன் கிழமை,серёда
540,Donnerstag::N,வியாழக் கிழமை,цетьверьг
541,Freitag::N,வெள்ளிக்கிழமை,пеця
542,Samstag::N,சனிக்கிழமை,субута
543,Samstag::N,சனிக்கிழமை,шлямочи
544,Sonntag::N,ஞாயிறுக் கிழமை,недлячи
545,groß::A,பெரிய,ине
546,groß::A,பெரிய,покш
547,klein::A,சிறிய,вишка
548,lang::A,நீண்ட,кувака
549,kurz::A,குட்டையான,нурькине
550,breit::A,அகலமான,келей
551,schmal::A,குறுகலான,теине
552,dicht::A,அடர்த்தியான,тусто
553,dick[Gegenstand]::A,தடித்த,эчке
554,dünn::A,சன்னமான,човине
555,fein::A,மெல்லிய,човине
556,fest::A,உறுதியாள,кеме
557,flach::A,தட்டையான,лапужа
558,glatt::A,வழுவழுப்பான,валаня
559,hart::A,கடினமான,калгодо
560,weich::A,மென்மையான,чевте
561,rund::A,உருண்டையான,кеверь
562,spitz::A,திகந்தமாக,пшти
563,scharf::A,கூரான,пшти
564,stumpf::A,உளம் திறந்த,ношка
565,schwer::A,கனமான,стака
566,schön::A,அழகான,мазый
567,heiß::A,சூடான,пси
568,warm::A,இதமான,лембе
569,kalt::A,குளிர்ச்சியான,якшамо
570,kühl::A,குளிர்ச்சியான,экше
571,frisch::A,சுத்தமான,свежа
572,feucht::A,ஈரமான,летьке
573,nass::A,ஈரமான,начко
574,trocken::A,உலர்ந்த,коське
575,voll::A,நிரம்பிய,пешксе
576,leer::A,காலியான,чаво
577,offen::A,திறந்த,панжадо
578,offen::A,திறந்த,виде
579,geschlossen::A,மூடப்பட்ட,пекстазь
580,geschlossen::A,மூடப்பட்ட,сёлгозь
581,sauber::A,சுத்தமான,ванькс
582,schmutzig::A,அழக்கான,ливезев
583,roh::A,கச்சா,верек
584,reif::A,பழுத்த,кенерезь
585,lecker::A,சுவைமிக்க,тантей
586,süß::A,இனிப்பான,ламбамо
587,bitter::A,கசப்பான,сэпей
588,sauer::A,புளிப்பாக,чапамо
589,hell::A,பளபளப்பான,валдо
590,dunkel::A,கருமையான,чопода
591,schwarz::A,கருப்பு வண்ண,раужо
592,weiß::A,வெண்மையன,ашо
593,rot::A,சிவப்பு,якстере
594,gelb::A,மஞ்சள் வண்ணம்,ожо
595,blau::A,நீல வண்ண,сэнь
596,grün::A,பச்சை வண்ண,пиже
597,grau::A,சாம்பல் நிற,шержев
598,bunt::A,வண்ண மயமான,сёрмав
599,billig::A,மலிவான,аволь питней
600,teuer::A,விலை அதிகமான,питней
601,wertvoll::A,மதிப்புள்ள,питней
602,blind::A,பார்வையற்ற,сокор
603,taub::A,செவிடான,амариця
604,kräftig::A,வலிமையான,пек виев
605,stark::A,பலமான,виев
606,schwach::A,பலவீனமான,лавшо
607,fett::A,பருமனாக,куя
608,schlank::A,ஒல்லியான,виде ронга
609,hübsch::A,அழகிய,мазый
610,böse::A,கேடு விளைவிக்கும்,кежей
611,dumm::A,முட்டாள்தனமான,чавола
612,dumm::A,முட்டாள்தனமான,превтеме
613,faul::A,சோம்பலான,нузякс
614,fleißig::A,ஊக்கந்தளராத,мелень путыця
615,geizig::A,கஞேசத்தனமான,скупой
616,klug::A,சாதுரியமான,превей
617,geschickt::A,திறமையள்ள,маштозь теезь
618,lieb::A,அன்புக்குரிய,вадря
619,lustig::A,களிப்புமிக்க,весёла
620,sanft::A,சாதுவான,сэтьме
621,hungrig::A,பசியுடன்,вачо
622,krank::A,நோயுற்று,сэредиця
623,nackt::A,ஆடையற்ற,штапо
624,traurig::A,சோகமான,нусманя
625,lebendig::A,பிழைப்பு,эриця
626,gut::A,நல்ல,паро
627,schlecht::A,கெட்ட,берянь
628,richtig::A,சரியான,виде
629,schlimm::A,அருவருப்பான,берянь
630,wahr::A,உண்மையான,алкуксонь
631,alt::A,பழைய,ташто
632,neu::A,புதிய,од
633,ehemalig::A,முன்நாள்,икелень
634,alt[Lebewesen]::A,வயதான,сыре
635,jung::A,இளமையான,од
636,arm::A,ஏழ்மையான,кажов
637,reich::A,செல்வம் படைத்த,сюпав
638,bekannt::A,பழக்கப்பட்ட,содавикс
639,berühmt::A,புகழ்பெற்ற,содавикс
640,fremd::A,அயல் நாட்டு,лия
641,fremd::A,அயல் நாட்டு,асодавикс
642,verschieden::A,வித்தியாசமான,эрьва
643,nah::A,பக்கத்தில் உள்ள,а васолонь
644,fern::A,தொலை தூரத்தில்,умонь
645,fern::A,தொலை தூரத்தில்,кезэрень
646,linker::A,மீந்திருக்கும்,керш
647,rechter::A,வலதுபக்கம்,вить
648,anderer::A,மற்ற,лия
649,erster::A,முதனமையான,васень
650,erster::A,முதனமையான,васенце
651,zweiter::A,இரண்டாவது,омбоце
652,dritter::A,மூன்றாவது,колмоце
653,letzter::A,கடைசி,меельце
654,allein::ADV,தனியாக,башка
655,allein::ADV,தனியாக,ськамонзо
656,auf einmal::ADV,தடீரென்று,вейсэ
657,zusammen::ADV,சேர்ந்து,вейс
658,zusammen::ADV,சேர்ந்து,вейсэ
659,lange::ADV,அதிக நோம்,кувать
660,plötzlich::ADV,தடீரென்று,апак учо
661,sofort::ADV,உடனடியாக,курок
662,sofort::ADV,உடனடியாக,нейке
663,später::ADV,பிறகு,мейле
664,jetzt::ADV,இப்பொழது,ней
665,heute::ADV,இன்று,течи
666,morgen::ADV,நாளைக்கு,ванды
667,bald::ADV,சீக்கிரம்,курок
668,dann::ADV,அப்பொழுது,мейле
669,dann::ADV,அப்பொழுது,седе мейле
670,gestern::ADV,நேற்று,исяк
671,einst::ADV,ஒரே முறை,весть
672,einst::ADV,ஒரே முறை,зярдо-бути
673,damals::ADV,அப்பொழுது,сестэ
674,danach::ADV,பிற்பாடு,мейле
675,danach::ADV,பிற்பாடு,седе мейле
676,vorher::ADV,முன்பாக,васняяк
677,zuerst::ADV,முதலில்,васня
678,einmal::ADV,ஒரே முறை,весть
679,manchmal::ADV,சில நேரங்களில்,лиясто
680,oft::ADV,அடிக்கடி,сеетьстэ
681,immer::ADV,எப்பொழுதும்,свал
682,niemals::ADV,ஒருபோதும் இல்லை,а зярдояк
683,hier::ADV,இங்கே,тесэ
684,hierhin::ADV,இவ்விடத்திற்கு,тей
