,Concept_ID,sah,be
138,Kiefer[Baum]::N,бэс,сасна
139,Weide[Baum]::N,үөт,вярба
140,Weide[Baum]::N,талах,вярба
141,Tanne::N,харыйа,яліна
142,Horn::N,муос,рог
143,Feder::N,куорсун,пяро
144,Fell::N,тирии,шкура
145,Flügel::N,кынат,крыло
146,Klaue::N,тыҥырах,кіпцюр
147,Kralle::N,баппаҕай,лапа
148,Schwanz::N,кутурук,хвост
149,Ei::N,сымыыт,яйка
150,Nest::N,уйа,гняздо
151,Bau::N,хороон,нара
152,Tier::N,кыыл,жывёла
153,Tier::N,харамай,жывёла
154,Herde::N,үөр,статак
155,Kuh::N,ынах,карова
156,Bulle::N,оҕус,бык
157,Pferd::N,сылгы,конь
158,Schaf::N,овца,авечка
159,Schwein::N,сибиинньэ,свіння
160,Hund::N,ыт,сабака
161,Katze::N,куоска,кошка
162,Bär::N,эһэ,мядзведзь
163,Eichhörnchen::N,тииҥ,вавёрка
164,Elch::N,тайах,лось
165,Fuchs::N,саһыл,ліса
166,Hase::N,куобах,заяц
167,Maus::N,кутуйах,мыш
168,Wolf::N,бөрө,воўк
169,Vogel::N,көтөр,птах
170,Vogel::N,көтөр,птушка
171,Schwarm::N,бөлөх,чарада
172,Huhn::N,куурусса,курыца
173,Hahn::N,бөтүүк,певень
174,Gans::N,хаас,гусь
175,Adler::N,хотой,арол
176,Ente::N,кус,качка
177,Eule::N,мэкчиргэ,сава
178,Kranich::N,туруйа,жораў
179,Kranich::N,туруйа,журавель
180,Krähe::N,тураах,варона
181,Kuckuck::N,кэҕэ,зязюля
182,Schwan::N,куба,лебедзь
183,Fisch::N,балык,рыба
184,Barsch::N,алыһар,акунь
185,Hecht::N,сордон,шчупак
186,Schlange[Tier]::N,моҕой,змяя
187,Schlange[Tier]::N,эриэн үөн,змяя
188,Wurm::N,үөн,чарвяк
189,Spinne::N,ооҕуй,павук
190,Ameise::N,кымырдаҕас,мурашка
191,Laus::N,быт,вош
192,Mücke::N,кумаар,камар
193,Fliege::N,сахсырҕа,муха
194,Schmetterling::N,лыах,матыль
195,Schmetterling::N,үрүмэччи,матыль
196,Beere::N,отон,ягада
197,Apfel::N,яблоко,яблык
198,Pilz::N,тэллэй,грыб
199,Zwiebel::N,луук,цыбуля
200,Saat::N,сиэмэ,семя
201,Korn::N,сиэмэ,зерне
202,Heu::N,от,сена
203,Schale::N,хах,шалупінне
204,Grube::N,дьаама,яма
205,Falle::N,сохсо,пастка
206,Schlinge::N,уктаа,сіло
207,Spur::N,суол,след
208,Asche::N,күл,попел
209,Dreck::N,бадараан,бруд
210,Eisen::N,тимир,жалеза
211,Gold::N,көмүс,золата
212,Gold::N,кыһыл көмүс,золата
213,Silber::N,көмүс,сребра
214,Silber::N,үрүҥ көмүс,сребра
215,Kohle::N,чох,вугаль
216,Glas::N,өстүөкүлэ,шкло
217,Lehm::N,туой,гліна
218,Sand::N,кумах,пясок
219,Mensch::N,киһи,чалавек
220,Mann::N,эр,мужчына
221,Frau::N,дьахтар,жанчына
222,Kind::N,оҕо,дзіця
223,Junge::N,уол,хлопчык
224,Mädchen::N,кыыс оҕо,дзяўчынка
225,Familie::N,кэргэн,сямʼя
226,Großvater::N,эһэ,дзядуля
227,Großmutter::N,эбэ,бабуля
228,Eltern::N,аҕа-ийэ,бацькі
229,Vater::N,аҕа,бацька
230,Mutter::N,ийэ,маці
231,Sohn::N,уол,сын
232,Tochter::N,кыыс,дачка
233,Bruder::N,убай,брат
234,Bruder::N,быраат,брат
235,Schwester::N,аҕас,сястра
236,Schwester::N,балыс,сястра
237,Onkel::N,таай,дзядзька
238,Onkel::N,абаҕа,дзядзька
239,Tante::N,эдьиий,цётка
240,Ehemann::N,эр,муж
241,Ehefrau::N,ойох,жонка
242,Freude::N,үөрүү,радасць
243,Gelächter::N,күлүү,смех
244,Glück::N,дьол,шчасце
245,Glück::N,соргу,шчасце
246,Kummer::N,кутурҕан,гора
247,Wunsch::N,баҕарыы,жаданне
248,Lust::N,баҕа,цяга
249,Geist::N,тыын,дух
250,Gedanke::N,санаа,думка
251,Gedächtnis::N,өй,памяць
252,Verstand::N,өй,розум
253,Sinn::N,суолта,сэнс
254,Grund::N,төрүөт,зачэпка
255,Wahrheit::N,кырдьык,праўда
256,Gespräch::N,бэсиэдэ,размова
257,Gespräch::N,кэпсэтии,размова
258,Märchen::N,остуоруйа,казка
259,Erzählung::N,кэпсээн,расказ
260,Erzählung::N,кэпсээн,апавяданне
261,Nachricht::N,биллэриллии,вестка
262,Nachricht::N,биллэриллии,паведамленне
263,Neuigkeit::N,сонун,навіна
264,Name::N,аат,імя
265,Rätsel::N,таабырын,загадка
266,Rede::N,этии,прамова
267,Sprache::N,тыл,мова
268,Stimme::N,куолас,голас
269,Wort::N,тыл,слова
270,Zeichen::N,бэлиэ,знак
271,Ruf::N,ыҥырыы,кліч
272,Lärm::N,айдаан,шум
273,Laut::N,тыас,гук
274,Ton::N,дорҕоон,гучанне
275,Lied::N,ырыа,песня
276,Ruhe::N,уу чуумпу,спакой
277,Leute::N,дьон,людзі
278,Volk::N,дьон,народ
279,Volk::N,норуот,народ
280,Arbeit::N,үлэ,праца
281,Arbeit::N,үлэ,работа
282,Gast::N,ыалдьыт,госць
283,Geschenk::N,бэлэх,падарунак
284,Spiel::N,оонньуу,гульня
285,Gesellschaft::N,общество,таварыства
286,Hilfe::N,көмө,дапамога
287,Freund::N,доҕор,друг
288,Freund::N,доҕор,сябар
289,Kamerad::N,атас,прыяцель
290,Angelegenheit::N,дьыала,справа
291,Anzahl::N,ахсаан,колькасць
292,Art::N,биис,від
293,Stück::N,кырбас,кусок
294,Stück::N,кырбас,кавалак
295,Teil::N,ирээт,частка
296,Hälfte::N,аҥар,палова
297,Hälfte::N,аҥар,палавіна
298,Kreis::N,төгүрүк,круг
299,Kreis::N,төгүрүмтэ,круг
300,Kreuz::N,кириэс,крыж
301,Linie::N,сурааһын,лінія
302,Strich::N,сурааһын,рыса
303,Abstand::N,арыт,прамежак
304,Entfernung::N,ыраах,адлегласць
305,Gegend::N,сир,мясцовасць
306,Platz::N,арыт,месца
307,Ort::N,сир,месца
308,Seite::N,өрүт,бок
309,Seite::N,сирэй,бок
310,Mitte::N,орто,сярэдзіна
311,Gegenstand::N,предмет,прадмет
312,Sache::N,мал,рэч
313,Rand::N,кытыы,край
314,Rand::N,ойоҕос,край
315,Kante::N,кырыы,руб
316,Kante::N,кырыы,кант
317,Ecke::N,муннук,вугал
318,Spitze::N,чыпчаал,кончык
319,Ende::N,төбө,канец
320,Loch::N,тэһэҕэс,дзірка
321,Loch::N,дьөлөҕөс,дзірка
322,Winkel::N,муннук,вугал
323,Muster::N,оһуор,узор
324,Größe::N,кээмэй,памер
325,Länge::N,уста,даўжыня
326,Höhe::N,үрдүк,вышыня
327,Gewicht::N,ыйааһын,вага
328,Menge::N,ахсаан,колькасць
329,Haufen::N,чөмчөх,куча
330,Reihe::N,кэккэ,рад
331,Boot::N,оҥочо,лодка
332,Ruder::N,эрдии,вясло
333,Schlitten::N,сыарҕа,сані
334,Ski::N,хайыһар,лыжа
335,Lagerfeuer::N,кутаа,вогнішча
336,Last::N,ыарахан,цяжар
337,Gang::N,хаамыы,ход
338,Schritt::N,хардыы,шаг
339,Schritt::N,хардыы,крок
340,Norden::N,хоту,поўнач
341,Süden::N,соҕуруу,поўдзень
342,Westen::N,арҕаа,захад
343,Osten::N,илин,усход
344,Holz::N,мас,дрэва
345,Holz::N,мас,драўніна
346,Brett::N,дуоска,дошка
347,Brett::N,хаптаһын,дошка
348,Platte::N,билиитэ,пліта
349,Stütze::N,тулааһын,падпорка
350,Stange::N,ураҕас,жэрдка
351,Stock::N,мас,палка
352,Stock::N,баалкы,палка
353,Stab::N,ураҕас,шост
354,Rohr::N,турба,труба
355,Haus::N,дьиэ,дом
356,Heim::N,дьиэ,дом
357,Heim::N,дьиэ,хата
358,Ofen::N,оһох,печ
359,Fußboden::N,муоста,падлога
360,Tisch::N,остуол,стол
361,Stuhl::N,устуул,стул
362,Stuhl::N,устуул,крэсла
363,Wiege::N,биһик,калыска
364,Bett::N,кырабаат,ложак
365,Bett::N,кырабаат,пасцель
366,Regal::N,долбуур,паліца
367,Kiste::N,дьааһык,скрынка
368,Fenster::N,түннүк,акно
369,Tür::N,аан,дзверы
370,Tor::N,аан,вароты
371,Zaun::N,соппулуот,агароджа
372,Dach::N,кырыыса,дах
373,Leiter::N,кирилиэс,лесвіца
374,Besen::N,миинньик,мятла
375,Spaten::N,күрдьэх,лапата
376,Spaten::N,күрдьэх,жалязняк
377,Schaufel::N,күрдьэх,шуфлік
378,Schaufel::N,күрдьэх,лапатка
379,Gabel::N,биилкэ,відэлец
380,Löffel::N,луоска,лыжка
381,Messer::N,быһах,нож
382,Nagel::N,тоһоҕо,цвік
383,Netz::N,илим,сетка
384,Haken::N,көхө,крук
385,Griff::N,ук,ручка
386,Griff::N,тутаах,ручка
387,Schloss::N,күлүүс,замок
388,Bild::N,хартыына,карціна
389,Figur::N,фигура,фігура
390,Puppe::N,куукула,лялька
391,Beutel::N,мөһөөччук,мяшок
392,Bündel::N,баайыы,вязка
393,Tasche::N,суумка,торба
394,Eimer::N,биэдэрэ,вядро
395,Deckel::N,хаппах,накрыўка
396,Geschirr::N,иһит,пасуда
397,Sack::N,куул,мех
398,Tasse::N,сэлиэнэй,кубак
399,Topf::N,көстүрүүҥкэ,каструля
400,Kessel::N,хочуол,кацёл
401,Essen::N,аһылык,ежа
402,Nahrung::N,ас,харч
403,Speise::N,аһылык,страва
404,Fleisch::N,эт,мяса
405,Getreide::N,злактар,збожжа
406,Brei::N,хааһы,каша
407,Brot::N,килиэп,хлеб
408,Scheibe::N,куһуок,луста
409,Scheibe::N,куһуок,скібка
410,Fett::N,сыа,тлушч
411,Butter::N,арыы,масла
412,Öl::N,арыы,алей
413,Salz::N,туус,соль
414,Suppe::N,мин,суп
415,Honig::N,мүөт,мёд
416,Milch::N,үүт,малако
417,Tee::N,чэй,чай
418,Tee::N,чэй,гарбата
419,Leder::N,тирии,скура
420,Wolle::N,түү,воўна
421,Stoff::N,таҥас,тканіна
422,Nadel::N,иннэ,іголка
423,Faden::N,сап,нітка
424,Knopf::N,тимэх,гузік
425,Knoten::N,түмүк,вузел
426,Farbe::N,кырааска,фарба
427,Kleidung::N,таҥас,адзенне
428,Hemd::N,ырбаахы,кашуля
429,Kragen::N,саҕа,каўнер
430,Ärmel::N,сиэх,рукаў
431,Hose::N,ыстаан,штаны
432,Hose::N,бүрүүкэ,штаны
433,Gürtel::N,кур,пояс
434,Mütze::N,бэргэһэ,шапка
435,Schuh::N,бачыыҥка,чаравік
436,Stiefel::N,саппыкы,бот
437,Ring::N,биһилэх,кольца
438,Band::N,лиэнтэ,стужка
439,Kamm::N,тараах,расчоска
440,Spiegel::N,сиэркилэ,люстра
441,Riemen::N,кур,рэмень
442,Schnur::N,быа,вяроўка
443,Leine::N,тэһиин,павадок
444,Decke::N,суорҕан,коўдра
445,Kissen::N,сыттык,падушка
446,Tuch::N,былаат,хустка
447,Handtuch::N,соттор,ручнік
448,Kraft::N,сыра,сіла
449,Stärke::N,күүс,моц
450,Gesundheit::N,доруобуйа,здароўе
451,Krankheit::N,ыарыы,хвароба
452,Schmerz::N,ыарыы,боль
453,Wunde::N,баас,рана
454,Fieber::N,түрүлгэн,гарачка
455,Fieber::N,түрүлгэн,ліхаманка
456,Fieber::N,лихорадка,гарачка
457,Fieber::N,лихорадка,ліхаманка
458,Fieber::N,температура,гарачка
459,Fieber::N,температура,ліхаманка
460,Arznei::N,эмп,лекі
461,Brücke::N,күргэ,мост
462,Brunnen::N,холуодьас,калодзеж
463,Weide::N,мэччирэҥ,паша
464,Pfad::N,ыллык,сцежка
465,Weg::N,суол,шлях
466,Weg::N,суол,дарога
467,Straße::N,суол,вуліца
468,Dorf::N,дэриэбинэ,вёска
469,Stadt::N,куорат,горад
470,Brief::N,сурук,ліст
471,Brief::N,сурук,пісьмо
472,Buch::N,кинигэ,кніга
473,Buchstabe::N,буква,літара
474,Zeitung::N,хаһыат,газета
475,Leben::N,тыын,жыццё
476,Tod::N,өлүү,смерць
477,Grab::N,иин,магіла
478,Kirche::N,таҥара дьиэтэ,касцёл
479,Kirche::N,таҥара дьиэтэ,царква
480,Sünde::N,айыы,грэх
481,Gott::N,тангара,бог
482,Arbeiter::N,үлэһит,рабочы
483,Chef::N,баһылык,начальнік
484,Chef::N,начальник,начальнік
485,Meister::N,уус,майстар
486,Meister::N,маастар,майстар
487,Arzt::N,врач,урач
488,Lehrer::N,учуутал,настаўнік
489,Geld::N,харчы,грошы
490,Geschäft::N,идэ,заняцце
491,Laden::N,маҕаһыын,крама
492,Laden::N,маҕаһыын,магазін
493,Preis::N,сыана,цана
494,Ware::N,табаар,тавар
495,Nutzen::N,туһа,выгада
496,Reichtum::N,баай,багацце
497,Welt::N,аан дойду,свет
498,Land::N,дойду,краіна
499,Staat::N,государство,дзяржава
500,König::N,король,кароль
501,Macht::N,былаас,улада
502,Grenze::N,кыраныысса,граніца
503,Krieg::N,сэрии,вайна
504,Feind::N,өстөөх,вораг
505,Gewalt::N,күүһүлээһин,насілле
506,Kampf::N,охсуһуу,барацьба
507,Bogen[Waffe]::N,ох,лук
508,Pfeil::N,ох,страла
509,Gewehr::N,саа,ружжо
510,Fehler::N,сыыһа,памылка
511,Lüge::N,сымыйа,хлусня
512,Schaden::N,хоромньу,шкода
513,Unglück::N,алдьархай,ліха
514,Unglück::N,алдьархай,бядота
515,Schuld::N,буруй,віна
516,Alter::N,саас,узрост
517,Schluss::N,тиһэх,канец
518,Zeit::N,бириэмэ,час
519,Tag::N,күн,дзень
520,Morgen::N,сарсыарда,ранак
521,Morgen::N,сарсыарда,раніца
522,Mittag::N,күн ортото,паўдня
523,Mittag::N,күн ортото,поўдзень
524,Abend::N,киэһэ,вечар
525,Nacht::N,түүн,ноч
526,Woche::N,нэдиэлэ,тыдзень
527,Monat::N,ый,месяц
528,Jahr::N,сыл,год
529,Jahr::N,дьыл,год
530,Frühling::N,саас,вясна
531,Sommer::N,сайын,лета
532,Herbst::N,күһүн,восень
533,Winter::N,кыһын,зіма
534,Januar::N,тохсунньу,студзень
535,Februar::N,олунньу,люты
536,März::N,кулун тутар,сакавік
537,April::N,муус устар ый,красавік
538,Mai::N,ыам ыйа,май
539,Mai::N,ыам ыйа,травень
540,Juni::N,бэс ыйа,чэрвень
541,Juli::N,от ыйа,ліпень
542,August::N,атырдьах ыйа,жнівень
543,September::N,балаҕан ыйа,верасень
544,Oktober::N,алтынньы,кастрычнік
545,November::N,сэтинньи,лістапад
546,Dezember::N,ахсынньы,снежань
547,Montag::N,бэнидиэнньик,панядзелак
548,Dienstag::N,оптуорунньук,аўторак
549,Mittwoch::N,сэрэдэ,серада
550,Donnerstag::N,чэппиэр,чацвер
551,Freitag::N,бээтинсэ,пятніца
552,Samstag::N,субуота,субота
553,Sonntag::N,баскыһыанньа,нядзеля
554,groß::A,бөдөҥ,вялікі
555,groß::A,улахан,вялікі
556,klein::A,кыр,маленькі
557,lang::A,уһун,доўгі
558,kurz::A,кылгас,кароткі
559,breit::A,кэтит,шырокі
560,schmal::A,кыараҕас,вузкі
561,dicht::A,хойуу,густы
562,dick[Gegenstand]::A,суон,тоўсты
563,dick[Gegenstand]::A,хойуу,тоўсты
564,dünn::A,чараас,тонкі
565,fein::A,бытархай,тонкі
566,fein::A,синньигес,тонкі
567,fest::A,бөҕө,моцны
568,fest::A,кытаанах,моцны
569,flach::A,хаптаҕай,плоскі
570,glatt::A,кылааккай,гладкі
571,hart::A,хатан,цвёрды
572,hart::A,кытаанах,цвёрды
573,weich::A,сымнаҕас,мяккі
574,rund::A,төгүрүк,круглы
575,spitz::A,сытыы,спічасты
576,spitz::A,сытыы,востраканцовы
577,spitz::A,уһуктаах,спічасты
578,spitz::A,уһуктаах,востраканцовы
579,scharf::A,сытыы,востры
580,stumpf::A,сыппах,тупы
581,schwer::A,ыарахан,цяжкі
582,schön::A,кыраһыабай,прыгожы
583,heiß::A,итии,гарачы
584,warm::A,ичигэс,цёплы
585,kalt::A,тымныы,холадны
586,kühl::A,сөрүүн,халаднаваты
587,frisch::A,ыраас,свежы
588,frisch::A,сөрүүн,свежы
589,frisch::A,тымныы,свежы
590,feucht::A,сииктээх,вільготны
591,nass::A,инчэҕэй,мокры
592,trocken::A,кураан,сухі
593,voll::A,толору,поўны
594,leer::A,иччитэх,пусты
595,offen::A,аһаҕас,адкрыты
596,offen::A,аһаҕас,адчынены
597,geschlossen::A,бүтэй,закрыты
598,geschlossen::A,бүтэй,зачынены
599,sauber::A,сэбэр,чысты
600,schmutzig::A,кирдээх,брудны
601,roh::A,сиикэй,сыры
602,reif::A,буспут,спелы
603,reif::A,сиппит-хоппут,спелы
604,lecker::A,минньигэс,смачны
605,süß::A,минньигэс,салодкі
606,bitter::A,аһыы,горкі
607,sauer::A,аһыы,кіслы
608,hell::A,сырдык,светлы
609,dunkel::A,хараҥа,цёмны
610,schwarz::A,хара,чорны
611,weiß::A,үрүҥ,белы
612,weiß::A,маҥан,белы
613,rot::A,кыһыл,чырвоны
614,gelb::A,саһархай,жоўты
615,blau::A,күөх,сіні
616,grün::A,күөх,зялёны
617,grün::A,от күөҕэ,зялёны
618,grau::A,сиэрэй,шэры
619,bunt::A,эриэн,пяресты
620,billig::A,чэпчэки,танны
621,teuer::A,сыаналаах,дарагі
622,wertvoll::A,сыаналаах,цэнны
623,wertvoll::A,сыаналаах,каштоўны
624,blind::A,хараҕа суох,сляпы
625,taub::A,дьүлэй,глухі
626,kräftig::A,модун,магутны
627,stark::A,күүстээх,сільны
628,schwach::A,мөлтөх,слабы
629,fett::A,эмис,тлусты
630,schlank::A,дьылҕан,стройны
631,schlank::A,дьыпсаҕай,стройны
632,hübsch::A,олус кэрэ,чароўны
633,hübsch::A,көрүөхтэн үчүгэй,чароўны
634,böse::A,өһүөннээх,злы
635,dumm::A,акаары,дурны
636,faul::A,нэс,лянівы
637,fleißig::A,кыһамньылаах,руплівы
638,geizig::A,иҥсэлээх,прагны
639,klug::A,өйдөөх,разумны
640,geschickt::A,наһаа дьоҕурдаах,умелы
641,lieb::A,тапталлаах,мілы
642,lustig::A,көрдөөх,вясёлы
643,sanft::A,намчы,ласкавы
644,sanft::A,сымнаҕас,ласкавы
645,hungrig::A,аччык,галодны
646,krank::A,ыалдьар,хворы
647,nackt::A,сыгынньах,голы
648,traurig::A,санаарҕабыллаах,сумны
649,lebendig::A,тыыннаах,жывы
650,gut::A,үтүө,добры
651,gut::A,үчүгэй,добры
652,schlecht::A,куһаҕан,кепскі
653,richtig::A,сөп,правільны
654,schlimm::A,сидьиҥ,агідны
655,schlimm::A,быдьар,агідны
656,wahr::A,кырдьык,сапраўдны
657,alt::A,былыргы,стары
658,neu::A,саҥа,новы
659,ehemalig::A,урукку,былы
660,alt[Lebewesen]::A,кырдьаҕас,стары
661,jung::A,эдэр,малады
662,arm::A,дьадаҥы,бедны
663,reich::A,баай,багаты
664,bekannt::A,билэр,знаёмы
665,berühmt::A,аатырбыт,славуты
666,fremd::A,атын,чужы
667,verschieden::A,араас,розны
668,nah::A,чугас,блізкі
669,fern::A,ыраах,далёкі
670,linker::A,хаҥас,левы
671,rechter::A,уҥа,правы
672,anderer::A,атын,іншы
673,anderer::A,атын,другі
674,erster::A,маҥнайгы,першы
675,zweiter::A,иккис,другі
676,dritter::A,үһүс,трэці
677,letzter::A,тиһэх,апошні
678,allein::ADV,соҕотох,сам
679,allein::ADV,соҕотох,адзін
680,auf einmal::ADV,биирдэ,адразу
681,zusammen::ADV,холбуу,разам
682,lange::ADV,уһуннук,доўга
683,plötzlich::ADV,эмискэ,раптам
684,sofort::ADV,тута,зараз
685,später::ADV,хойут,пазней
686,jetzt::ADV,билигин,цяпер
687,heute::ADV,бүгүн,сёння
688,morgen::ADV,сарсын,заўтра
689,bald::ADV,өтөр,хутка
690,bald::ADV,өтөр,неўзабаве
691,dann::ADV,кэнна,потым
692,gestern::ADV,бэҕэһээ,учора
693,einst::ADV,биир төгүл,аднойчы
694,einst::ADV,арай биирдэ,аднойчы
695,damals::ADV,оччоҕо,тады
696,danach::ADV,аары,затым
697,danach::ADV,ол кэнниттэн,затым
698,vorher::ADV,урут,раней
699,zuerst::ADV,маҥнай,спярша
700,zuerst::ADV,маҥнай,спачатку
701,einmal::ADV,биирдэ,адзін раз
702,manchmal::ADV,арыт,часам
703,oft::ADV,чаастатык,часта
704,immer::ADV,мэлдьи,заўсёды
705,niemals::ADV,хаһан да,ніколі
706,hier::ADV,маныаха,тут
707,hierhin::ADV,бэттэх,сюды
708,von hier::ADV,мантан,адсюль
709,von hier::ADV,мантан,адгэтуль
710,dort::ADV,онно,там
711,dorthin::ADV,онно,туды
712,geradeaus::ADV,быһа,прама
713,geradeaus::ADV,быһаччы,прама
714,vorwärts::ADV,инники,наперад
715,rückwärts::ADV,төттөру,назад
716,zurück::ADV,төттөрү,назад
717,unten::ADV,аллара,унізе
718,hinab::ADV,аллара,уніз
719,oben::ADV,үөһэ,угары
720,oben::ADV,үөһэ,наверсе
721,hinauf::ADV,өрө,угару
722,hinauf::ADV,үөһэ,угару
723,überall::ADV,бэйдиэ,усюды
724,nicht::ADV,буолбатах,не
725,ein wenig::ADV,кыратык,трошкі
726,kaum::ADV,нэһиилэ,ледзьве
727,sehr::ADV,бэрт,вельмі
728,sehr::ADV,наһаа,вельмі
729,so::ADV,оччо,так
730,so::ADV,оннук,так
731,noch::ADV,өссө,яшчэ
732,nur::ADV,эрэ,толькі
733,nur::ADV,сыччах,толькі
734,schon::ADV,бэлиэр,ужо
735,wieder::ADV,эмиэ,зноў
736,vergebens::ADV,таак,дарма
737,vergebens::ADV,таак,дарэмна
738,vor::PRP,иннигэр,перад
739,hinter::PRP,кэлин,за
740,hinter::PRP,кэлин,ззаду
741,unter::PRP,-ҕа,пад
742,unter::PRP,оһох түгэҕэ,пад
743,durch::PRP,курдары,праз
744,neben::PRP,аттыгар,каля
745,zwischen::PRP,ыккардынан,між
746,zwischen::PRP,ыккардынан,паміж
747,wegen::PRP,уҥуортан,з-за
748,dies::PRN,ити,гэта
749,dies::PRN,бу,гэта
750,das::PRN,били,тое
751,alles::PRN,барыта,усё
752,ich::PRN,мин,я
753,du::PRN,эн,ты
754,er::PRN,кнни,ён
755,wir::PRN,биһиги,мы
756,ihr::PRN,эһиги,вы
757,sie::PRN,кинилэр,яны
758,was::FPRN,туох,што
759,wer::FPRN,ким,хто
760,wo::FADV,ханна,дзе
761,wohin::FADV,ханна,куды
762,wie::FADV,хайдах,як
763,warum::FADV,тоҕо,чаму
764,wieviel::FNUM,төһө,колькі
765,eins::NUM,биир,адзін
766,zwei::NUM,икки,два
767,drei::NUM,үс,тры
