,Concept_ID,xal,ml
128,Birke::N,хусм модн,പൂവരശ്
129,Kiefer[Baum]::N,шар харһа,പൈൻമരം
130,Weide[Baum]::N,удн,വില്ലോ
131,Tanne::N,җөөлн цаһан модн,ദേവദാരു
132,Horn::N,өвр,മൃഗത്തിൻറെ കൊമ്പ്
133,Feder::N,өрвлг,തൂവൽ
134,Fell::N,арсн,മൃദുരോമം
135,Flügel::N,җивр,ചിറക്
136,Klaue::N,хумсн,നഖം
137,Kralle::N,тавг,നഖം
138,Schwanz::N,сүл,വാൽ
139,Ei::N,өндгн,മുട്ട
140,Nest::N,үр,കൂട്
141,Bau::N,нүкн,മാളം
142,Tier::N,мал,മൃഗം
143,Herde::N,сүрг мал,കൂട്ടം
144,Kuh::N,үкр,പശു
145,Bulle::N,бух,കാള
146,Pferd::N,мөрн,കുതിര
147,Schaf::N,хөн,ആട്
148,Schwein::N,һаха,പന്നി
149,Hund::N,ноха,നായ്
150,Katze::N,мис,പൂച്ച
151,Bär::N,аю,കരടി
152,Eichhörnchen::N,кермн,അണ്ണാൻ
153,Elch::N,хандһа,കടമാന്
154,Fuchs::N,арат,കുറുക്കൻ
155,Hase::N,туула,മുയൽ
156,Maus::N,хулһн,ചുണ്ടലി
157,Wolf::N,чон,ചെന്നായ
158,Vogel::N,шовун,പക്ഷി
159,Schwarm::N,зел,കൂട്ടം
160,Huhn::N,така,കോഴി
161,Hahn::N,эр така,പൂവൻകോഴി
162,Gans::N,һалун,അരയന്നം
163,Adler::N,һәрд,കഴുകൻ
164,Ente::N,нуһсн,താറാവ്
165,Eule::N,һурвлһ,മൂങ്ങ
166,Kranich::N,тоһрун,കൊക്ക്
167,Krähe::N,шаазһа,കാക്ക
168,Kuckuck::N,эргин хуцдг,കുയിൽ
169,Schwan::N,хун,അരയന്നം
170,Fisch::N,заһсн,മത്സ്യം
171,Barsch::N,шүрг,ഒരിനം മത്സ്യം
172,Hecht::N,цурх,ഒരു മത്സ്യം
173,Schlange[Tier]::N,моһа,പാമ്പ്
174,Wurm::N,өтн,വിര
175,Spinne::N,аралҗн,ചിലന്തി
176,Ameise::N,шорһлҗн,ഉറുമ്പ്
177,Laus::N,бөөсн,പേന്
178,Mücke::N,бөкүн,മശകം
179,Fliege::N,батхн,ഈച്ച
180,Schmetterling::N,эрвәкә,ചിത്രശലഭം
181,Beere::N,бөөлҗрһн,ബെറി
182,Apfel::N,альмн,ആപ്പിൾ
183,Pilz::N,теңгрин ки,കൂൺ
184,Zwiebel::N,мәңгрснә толһа,സവാള
185,Saat::N,буудян экн,വിത്ത്
186,Korn::N,экн,ധാന്യം
187,Heu::N,өвсн,വയ്ക്കോൽ
188,Schale::N,хальсн,തൊലി
189,Grube::N,нүкн,കുഴി
190,Falle::N,урх,കെണി
191,Falle::N,хавх,കെണി
192,Schlinge::N,бүтү,കുടുക്ക്
193,Spur::N,мөр,ചുവട്
194,Asche::N,үмсн,ചാരം
195,Dreck::N,бальчг,അഴുക്ക്
196,Eisen::N,төмр,ഇരുമ്പ്
197,Gold::N,алтн,സ്വർണ്ണം
198,Silber::N,мөңгн,വെള്ളി
199,Silber::N,цаһан мөңгн,വെള്ളി
200,Kohle::N,нүүрсн,കൽക്കരി
201,Glas::N,шил,ഗ്ലാസ്
202,Lehm::N,шавр,കളിമണ്ണ്
203,Sand::N,элсн,മണൽ
204,Mensch::N,күн,മനുഷ്യർ
205,Mensch::N,күмн,മനുഷ്യർ
206,Mann::N,эр,പുരുഷൻ
207,Frau::N,күүкд күн,സ്ത്രീ
208,Kind::N,үрн,കുഞ്ഞ്
209,Junge::N,көвүн,ആൺകുട്ടി
210,Mädchen::N,бичкн күүкн,പെൺകുട്ടി
211,Familie::N,бүл,കുടുംബം
212,Großvater::N,өвк эцк,അപ്പൂപ്പൻ
213,Großvater::N,наһц эцк,അപ്പൂപ്പൻ
214,Großmutter::N,эмг эк,അമ്മുമ്മ
215,Großmutter::N,наһц эк,അമ്മുമ്മ
216,Eltern::N,эк эцк хойр,മാതാപിതാക്കള്
217,Vater::N,эцк,അച്ഛൻ
218,Mutter::N,эк,അമ്മ
219,Sohn::N,көвүн,മകൻ
220,Tochter::N,күүкн,മകൾ
221,Bruder::N,дү көвүн,ചേട്ടൻ
222,Bruder::N,дү көвүн,അനിയൻ
223,Schwester::N,эгч,ചേച്ചി
224,Schwester::N,эгч,അനിയത്തി
225,Schwester::N,дү күүкн,ചേച്ചി
226,Schwester::N,дү күүкн,അനിയത്തി
227,Onkel::N,авһ,അമ്മാവൻ
228,Onkel::N,наһцх,അമ്മാവൻ
229,Tante::N,наһц эгч,മാമി
230,Ehemann::N,залу,ഭർത്താവ്
231,Ehefrau::N,гергн,ഭാര്യ
232,Freude::N,байр,ആഹ്ലാദം
233,Gelächter::N,инәдн,ചിരിയുടെ ശബ്ദം
234,Glück::N,җирһл,സന്തോഷം
235,Glück::N,җирһл,സന്തുഷ്ടി
236,Glück::N,сәәхн җирһл,സന്തോഷം
237,Glück::N,сәәхн җирһл,സന്തുഷ്ടി
238,Kummer::N,зовлң,ശോകം
239,Wunsch::N,дурн,ആഗ്രഹം
240,Lust::N,җилвтлһн,ആഗ്രഹം
241,Geist::N,зөрг,ചുറുചുറുക്ക്
242,Gedanke::N,ухан,ചിന്ത
243,Gedächtnis::N,чееҗин тодлвр,ഓർമ്മശക്തി
244,Verstand::N,ухан,മനസ്സ്
245,Sinn::N,учр-утх,അർത്ഥം
246,Grund::N,учр,കാരണം
247,Grund::N,шалтан,കാരണം
248,Wahrheit::N,үнн,സത്യം
249,Gespräch::N,күүндвүр,സല്ലാപം
250,Märchen::N,тууль,യക്ഷിക്കഥ
251,Erzählung::N,келвр,കഥ
252,Nachricht::N,медүллһн,സന്ദേശം
253,Neuigkeit::N,зәңг,വാർത്ത
254,Name::N,нерн,പേര്
255,Rätsel::N,тәәлвртә тууль,പ്രഹേളിക
256,Rede::N,келлһн,സംസാരം
257,Sprache::N,келн,ഭാഷ
258,Stimme::N,дун,സ്വരം
259,Wort::N,үг,വാക്ക്
260,Zeichen::N,темдг,സംജ്ഞ
261,Ruf::N,дуудлһн,വിളി
262,Lärm::N,шууган,ആരവം
263,Laut::N,ә,ശബ്ദം
264,Ton::N,дун,സ്വരഭേദം
265,Lied::N,дун,പാട്ട്
266,Ruhe::N,амулң,നിശ്ചലത
267,Leute::N,әмтн,ജനങ്ങൾ
268,Volk::N,улс,രാഷ്ടം
269,Arbeit::N,көдлмш,ജോലി
270,Gast::N,гиич,അതിലി
271,Geschenk::N,белг,സമ്മാനം
272,Spiel::N,наадн,കളി
273,Gesellschaft::N,олн,കൂട്ടായ്മ
274,Hilfe::N,нөкд,സഹായം
275,Freund::N,иньг,സുഹൃത്ത്
276,Kamerad::N,үр,കൂട്ടാളി
277,Angelegenheit::N,керг,കാര്യം
278,Anzahl::N,то,എണ്ണം
279,Art::N,зүүл,തരം
280,Stück::N,хусг,കഷണം
281,Teil::N,хүв,ഭാഗം
282,Hälfte::N,өрәл,പകുതി
283,Kreis::N,төгрг,വൃത്തം
284,Kreuz::N,кирс,കുരിശടയാളം
285,Linie::N,зурасн,വര
286,Linie::N,зурасн,രേഖ
287,Strich::N,татасн,പക്ഷാഘാതം
288,Abstand::N,зә,വിടവ്
289,Entfernung::N,һазр,അകലം
290,Gegend::N,һазр,പ്രദേശം
291,Platz::N,зә,ഇടം
292,Ort::N,бәәрн,സ്ഥലം
293,Seite::N,тал,വശം
294,Seite::N,хаҗу,വശം
295,Seite::N,хәврһ,വശം
296,Mitte::N,дунд,മധ്യസ്ഥാനം
297,Gegenstand::N,юмн,സാധനം
298,Sache::N,юмн,വസ്തു
299,Rand::N,зах,തൊങ്ങൽ
300,Kante::N,ирмәг,അറ്റം
301,Ecke::N,өнцг,മൂല
302,Spitze::N,үзүр,അഗ്രം
303,Ende::N,үзүр,അവസാനം
304,Loch::N,хаһрха,ദ്വാരം
305,Winkel::N,булң,കോൺ
306,Muster::N,намч,ക്രമം
307,Größe::N,кемҗән,വലുപ്പം
308,Länge::N,ут,നീളം
309,Höhe::N,өндр,ഉയരം
310,Gewicht::N,күнд,കട്ടി
311,Gewicht::N,чиңнүр,കട്ടി
312,Menge::N,ик,അളവ്
313,Haufen::N,ова,കൂമ്പാരം
314,Reihe::N,зерг,വരി
315,Reihe::N,зерглән,വരി
316,Boot::N,оңһц,ബോട്ട്
317,Ruder::N,хәәв,പങ്കായം
318,Schlitten::N,цан,ഉരുളില്ലാവണ്ടി
319,Ski::N,лыҗ,ഹിമപാദുകം
320,Lagerfeuer::N,костёр,തീ
321,Last::N,күнд,ഭാരം
322,Gang::N,йовлһн,നടത്തം
323,Schritt::N,ишкм,ചുവട്
324,Norden::N,ар үзг,വടക്ക്
325,Süden::N,өмн,തെക്ക്
326,Süden::N,өмн үзг,തെക്ക്
327,Westen::N,барун,പടിഞ്ഞാറ്
328,Westen::N,барун үзг,പടിഞ്ഞാറ്
329,Osten::N,зүн,കിഴക്ക്
330,Osten::N,зүн үзг,കിഴക്ക്
331,Holz::N,модн,തടി
332,Brett::N,харһа,ബോർഡ്
333,Platte::N,хавтха чолун,തകിട്
334,Stütze::N,тулг,താങ്ങ്
335,Stange::N,уньн,കമ്പ്
336,Stock::N,модн,വടി
337,Stab::N,шуург,കുറുവടി
338,Rohr::N,турва,കുഴൽ
339,Haus::N,гер,വീട്
340,Heim::N,гер-бул,വീട്
341,Ofen::N,беш,സ്റ്റൌ
342,Fußboden::N,девскр,തറ
343,Tisch::N,ширә,മേശ
344,Stuhl::N,стул,കസേര
345,Wiege::N,өлгә,തൊട്ടിൽ
346,Wiege::N,дүүҗң,തൊട്ടിൽ
347,Bett::N,орн,കിടക്ക
348,Bett::N,орндг,കിടക്ക
349,Regal::N,таг,ഷെൽഫ്
350,Regal::N,тәвц,ഷെൽഫ്
351,Kiste::N,яршг,പെട്ടി
352,Fenster::N,терз,ജനൽ
353,Tür::N,үүдн,വാതിൽ
354,Tor::N,үүдн,കവാടം
355,Tor::N,өргн үүдн,കവാടം
356,Tor::N,хашан үүдн,കവാടം
357,Zaun::N,хаша,വേലി
358,Dach::N,деевр,മേൽക്കുര
359,Leiter::N,шат,ഏണി
360,Leiter::N,давшур,ഏണി
361,Besen::N,сәвүр,ചൂല്
362,Spaten::N,күрз,തൂമ്പ
363,Schaufel::N,совг,തൂമ്പ
364,Gabel::N,серә,മുൾക്കത്തി
365,Löffel::N,ухр,സ്പൂൺ
366,Messer::N,утх,കത്തി
367,Nagel::N,хадасн,ആണി
368,Netz::N,гөлм,വല
369,Haken::N,дегә,കൊളുത്ത്
370,Griff::N,иш,കൈപ്പിടി
371,Griff::N,бәрүл,കൈപ്പിടി
372,Schloss::N,оньс,പൂട്ട്
373,Bild::N,зург,ചിത്രം
374,Figur::N,фигур,കണക്ക്
375,Puppe::N,наадһа,പാവ
376,Beutel::N,мишг,ബാഗ്
377,Bündel::N,багла,കെട്ട്
378,Bündel::N,боодһа,കെട്ട്
379,Tasche::N,сумк,ബാഗ്
380,Eimer::N,суулһ,ബക്കറ്റ്
381,Deckel::N,бүркәсн,ഉറ
382,Geschirr::N,сав,പിഞ്ഞാണം
383,Geschirr::N,сав-сарх,പിഞ്ഞാണം
384,Sack::N,мишг,ചാക്ക്
385,Tasse::N,ааһ,കപ്പ്
386,Topf::N,кастрюль,പാത്രം
387,Kessel::N,хәәсн,കെറ്റ്ല്
388,Essen::N,зоогллһн,ആഹാരസമയം
389,Nahrung::N,теҗәл,ഭക്ഷണം
390,Speise::N,хот,ഡിഷ്
391,Fleisch::N,махн,മാംസം
392,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,ചോളം
393,Brei::N,хаш,കഞ്ഞി
394,Brot::N,өдмг,റോട്ടി
395,Scheibe::N,зүсм,തുണ്ട്
396,Fett::N,өөкн,കൊഴുപ്പ്
397,Butter::N,тосн,വെണ്ണ
398,Öl::N,тосн,എണ്ണ
399,Salz::N,давсн,ഉപ്പ്
400,Suppe::N,шөлн,സൂപ്പ്
401,Honig::N,бал,തേൻ
402,Milch::N,үсн,പാൽ
403,Tee::N,цә,ചായ
404,Leder::N,арсн,തുകൽ
405,Wolle::N,утцн,കമ്പിളി
406,Wolle::N,эд,കമ്പിളി
407,Stoff::N,эд,തുണി
408,Nadel::N,зүн,സൂചി
409,Faden::N,утцн,നൂല്
410,Knopf::N,товч,ബട്ടൺ
411,Knoten::N,зәңгдә,കുരുക്ക്
412,Farbe::N,будг,പെയിൻറ്
413,Kleidung::N,хувцн,വസ്ത്രങ്ങൾ
414,Kleidung::N,хувц-хунр,വസ്ത്രങ്ങൾ
415,Hemd::N,киилг,ഷർട്ട്
416,Kragen::N,зах,കുപ്പായക്കഴുത്ത്
417,Ärmel::N,ханцн,കുപ്പായക്കൈ
418,Hose::N,шалвур,ട്രൌസർ
419,Gürtel::N,бүс,ബെൽറ്റ്
420,Mütze::N,махла,തൊപ്പി
421,Schuh::N,башмгуд,ഷൂ
422,Stiefel::N,һосн,ബൂട്ട്
423,Ring::N,билцг,മോതിരം
424,Band::N,лент,റിബൺ
425,Kamm::N,сам,ചീപ്പ്
426,Spiegel::N,толь,കണ്ണാടി
427,Riemen::N,бүс,സ്ട്രാപ്പ്
428,Schnur::N,деесн,ചരട്
429,Leine::N,бурнтг,കെട്ടാനുള്ള തോൽവാർ
430,Leine::N,нохан көтлвр,കെട്ടാനുള്ള തോൽവാർ
431,Decke::N,көнҗл,പുതപ്പ്
432,Kissen::N,дер,തലയിണ
433,Tuch::N,альчур,സ്കാർഫ്
434,Handtuch::N,полотенц,തോർത്ത്
435,Handtuch::N,һар-нүүрин альчур,തോർത്ത്
436,Kraft::N,күчн,ശക്തി
437,Stärke::N,чидл,ശക്തി
438,Gesundheit::N,эрүл-менд,ആരോഗ്യം
439,Krankheit::N,өвчн,അസുഖം
440,Schmerz::N,өвдлһн,വേദന
441,Wunde::N,шав,മുറിവ്
442,Fieber::N,безг,പനി
443,Arznei::N,эм,മരുന്ന്
444,Brücke::N,тагт,പാലം
445,Brunnen::N,худг,കിണർ
446,Weide::N,малын идг,മേച്ചൽ
447,Pfad::N,цувг,വഴി
448,Weg::N,хаалһ,വഴി
449,Straße::N,зам,റോഡ്
450,Dorf::N,хотн,ഗ്രാമം
451,Stadt::N,балһсн,നഗരം
452,Brief::N,бичг,കത്ത്
453,Buch::N,дегтр,പുസ്തകം
454,Buchstabe::N,үзг,അക്ഷരം
455,Zeitung::N,газет,വർത്തമാനപത്രം
456,Leben::N,җирһл,ജീവൻ
457,Tod::N,үкл,മരണം
458,Tod::N,өңгрлһн,മരണം
459,Grab::N,оршалһна нүкн,ശവക്കുഴി
460,Kirche::N,чонҗ,പള്ളി
461,Sünde::N,нүл,പാപം
462,Sünde::N,килнц,പാപം
463,Gott::N,бурхн,ദൈവം
464,Arbeiter::N,көдлмшч,ജോലിക്കാരൻ
465,Chef::N,толһач,മേധാവി
466,Meister::N,урн,യജമാനൻ
467,Arzt::N,эмч,ഡോക്ടർ
468,Lehrer::N,багш,അധ്യാപകൻ
469,Geld::N,мөңгн,പണം
470,Geschäft::N,көдлмш,ബിസിനസ്
471,Laden::N,лавк,കട
472,Preis::N,үн,വില
473,Ware::N,эд-тавр,ചരക്ക്
474,Nutzen::N,олз,ലാഭം
475,Reichtum::N,зөөр,ധനം
476,Welt::N,орчлң,ലോകം
477,Welt::N,делкә,ലോകം
478,Land::N,орн-нутг,രാജ്യം
479,Staat::N,государств,രാജ്യം
480,König::N,хан,രാജാവ്
481,Macht::N,йосн,അധികാരം
482,Grenze::N,меҗә,അതിർത്തി
483,Krieg::N,дән,യുദ്ധം
484,Feind::N,дәәсн,ശത്രു
485,Gewalt::N,күч һарһлһн,അക്രമം
486,Kampf::N,ноолдан,പോരാട്ടം
487,Kampf::N,бәрлдлһн,പോരാട്ടം
488,Bogen[Waffe]::N,саадг,വില്ല്
489,Pfeil::N,сумн,അമ്പ്
490,Gewehr::N,бу,തോക്ക്
491,Fehler::N,алдг,പിശക്
492,Lüge::N,худл,കള്ളം
493,Schaden::N,хорлт,കേടുപാട്
494,Unglück::N,гүрм,ദൌർഭാഗ്യം
495,Schuld::N,гем,തെറ്റ്
496,Schuld::N,буру,തെറ്റ്
497,Alter::N,насн,വയസ്സ്
498,Schluss::N,чилгч,നിഗമനം
499,Zeit::N,цаг,സമയം
500,Tag::N,өдр,ദിവസം
501,Morgen::N,өрүн,പ്രഭാതം
502,Mittag::N,үд,ഉച്ച
503,Abend::N,асхн,സായാഹ്നം
504,Nacht::N,сө,രാത്രി
505,Woche::N,долан хонг,ആഴ്ച
506,Monat::N,сар,മാസം
507,Jahr::N,җил,വർഷം
508,Frühling::N,хавр,വസന്തം
509,Sommer::N,зун,വേനൽ
510,Herbst::N,намр,ശരത്കാലം
511,Winter::N,үвл,ശൈത്യം
512,Januar::N,январь,ജനുവരി
513,Februar::N,февраль,ഫെബ്രുവരി
514,März::N,март,മാർച്ച്
515,März::N,моһа сар,മാർച്ച്
516,April::N,апрель,ഏപ്രിൾ മാസം
517,Mai::N,май,മെയ് മാസം
518,Juni::N,июнь,ജൂൺ
519,Juni::N,мөчн сар,ജൂൺ
520,Juli::N,июль,ജൂലൈ
521,August::N,август,ആഗസ്റ്റ്
522,September::N,һаха сар,സെപ്തംബർ
523,Oktober::N,октябрь,ഒക്ടോബർ
524,November::N,ноябрь,നവംബർ
525,November::N,үкр сар,നവംബർ
526,Dezember::N,бар сар,ഡിസംബർ
527,Montag::N,понедельник,തിങ്കളാഴ്ച
528,Dienstag::N,вторник,ചൊവ്വ
529,Mittwoch::N,среда,ബുധനാഴ്ച
530,Mittwoch::N,үлмҗ өдр,ബുധനാഴ്ച
531,Donnerstag::N,четверг,വ്യാഴാഴ്ച
532,Donnerstag::N,пүрвә өдр,വ്യാഴാഴ്ച
533,Freitag::N,пятниц,വെള്ളിയാഴ്ച
534,Samstag::N,суббот,ശനിയാഴ്ച
535,Sonntag::N,нарн өдр,ഞായറാഴ്ച
536,Sonntag::N,воскресень,ഞായറാഴ്ച
537,groß::A,ик,വലിയ
538,klein::A,бичкн,ചെറിയ
539,lang::A,ут,നീണ്ട
540,kurz::A,оһтр,ഹ്രസ്വമായ
541,breit::A,өргн,വിശാലമായ
542,schmal::A,уутьхн,ഇടുങ്ങിയ
543,dicht::A,нигт,നിബിഡമായ
544,dick[Gegenstand]::A,зузан,തടിച്ച
545,dünn::A,нимгн,മെലിഞ്ഞ
546,fein::A,нәрхн,നേർത്ത
547,fest::A,бат,ഉറപ്പുള്ള
548,flach::A,хавтха,പരന്ന
549,glatt::A,тегш,മിനുസമുള്ള
550,glatt::A,тиньгр,മിനുസമുള്ള
551,hart::A,хату,കട്ടിയുള്ള
552,weich::A,җөөлн,മൃദുവായ
553,weich::A,җөөлкн,മൃദുവായ
554,rund::A,төгрг,വട്ടത്തിലുള്ള
555,spitz::A,шовһр,മുനയുള്ള
556,scharf::A,хурц,മൂർച്ചയുള്ള
557,stumpf::A,мука,തുറന്നടിക്കുന്ന
558,schwer::A,күнд,ഭാരമുള്ള
559,schön::A,сәәхн,മനോഹരമായ
560,heiß::A,халун,ചൂടുള്ള
561,warm::A,дулан,ചൂടുള്ള
562,kalt::A,киитн,തണുത്ത
563,kühl::A,серүн,തണുപ്പുള്ള
564,frisch::A,серүн,ശുദ്ധമായ
565,feucht::A,чиигтә,ഈറനുള്ള
566,nass::A,чиигтә,നനഞ്ഞ
567,trocken::A,хагсу,വരണ്ട
568,voll::A,дүүрң,നിറയെ
569,leer::A,сул,ഒഴിഞ്ഞ
570,leer::A,хоосн,ഒഴിഞ്ഞ
571,offen::A,секәтә,തുറന്ന
572,geschlossen::A,хаалһата,അടച്ച
573,sauber::A,цевр,വൃത്തിയുള്ള
574,schmutzig::A,киртә,അഴുക്കുനിറഞ്ഞ
575,roh::A,түүкә,അസംസ്കൃതമായ
576,reif::A,болсн,പഴുത്ത
577,lecker::A,әмтәхн,രുചികരമായ
578,süß::A,әмтәхн,മധുരമുള്ള
579,bitter::A,һашун,കടുത്ത
580,bitter::A,һашута,കടുത്ത
581,sauer::A,ишклң,പുളിപ്പുള്ള
582,hell::A,герлтә,ജ്വലിക്കുന്ന
583,dunkel::A,харңһу,ഇരുണ്ട
584,schwarz::A,хар,കറുത്ത
585,weiß::A,цаһан,വെളുത്ത
586,rot::A,улан,ചുവന്ന
587,gelb::A,шар,മഞ്ഞനിറമായ
588,blau::A,көк,നീലനിറമുള്ള
589,grün::A,көк,പച്ചനിറമുള്ള
590,grau::A,бор,ചാരനിറത്തിലുള്ള
591,bunt::A,алг,വർണ്ണശബളമായ
592,bunt::A,эрәтә,വർണ്ണശബളമായ
593,billig::A,кимд,വിലകുറഞ്ഞ
594,teuer::A,үнтә,ചെലവേറിയ
595,wertvoll::A,үнтә,വിലപിടിപ്പുള്ള
596,wertvoll::A,эрднь,വിലപിടിപ്പുള്ള
597,blind::A,сохр,അന്ധനായ
598,taub::A,дүлә,കേൾവിക്കുറവുള്ള
599,kräftig::A,күчтә,ശക്തിയുള്ള
600,stark::A,чаңһ,ബലമുള്ള
601,schwach::A,күчн тату,ക്ഷീണിച്ച
602,fett::A,тарһн,കൊഴുപ്പുള്ള
603,schlank::A,эццн,മെലിഞ്ഞ
604,hübsch::A,көркхн,മനോഹരമായ
605,böse::A,уурта,പാപിയായ
606,dumm::A,тенг,വിവരംകെട്ട
607,faul::A,залху,അലസനായ
608,fleißig::A,кинән,അദ്ധ്വാനശീലമുള്ള
609,fleißig::A,кинмһә,അദ്ധ്വാനശീലമുള്ള
610,geizig::A,ховдг,പിശുക്കനായ
611,klug::A,ухата,ബുദ്ധിസാമർഥ്യമുള്ള
612,geschickt::A,чадмг,പ്രതിഭാശാലി
613,lieb::A,эңкр,പ്രിയപ്പെട്ട
614,lustig::A,сергмҗтә,ആനന്ദകരമായ
615,lustig::A,җирһлтә,ആനന്ദകരമായ
616,sanft::A,номһн,സൌമ്യമായ
617,hungrig::A,өлн,വിശപ്പുള്ള
618,hungrig::A,харһнсн,വിശപ്പുള്ള
619,krank::A,өвчтә,അസുഖമുള്ള
620,krank::A,шалтгта,അസുഖമുള്ള
