,Concept_ID,pt,cy
172,Pferd::N,cavalo,ceffyl
173,Schaf::N,ovelha,dafad
174,Schwein::N,porco,mochyn
175,Hund::N,cão,ci
176,Katze::N,gata,cath
177,Bär::N,urso,arth
178,Eichhörnchen::N,esquilo,gwiwer
179,Elch::N,alce,elc
180,Fuchs::N,raposa,cadno
181,Hase::N,lebre,ysgyfarnog
182,Maus::N,rato,llygoden
183,Wolf::N,lobo,blaidd
184,Vogel::N,ave,aderyn
185,Vogel::N,pássaro,aderyn
186,Schwarm::N,bando,haid
187,Schwarm::N,enxame,haid
188,Huhn::N,galinha,cyw
189,Hahn::N,galo,ceiliog
190,Gans::N,ganso,gŵydd
191,Adler::N,águia,eryr
192,Ente::N,pata,hwyad
193,Eule::N,mocho,tylluan
194,Eule::N,coruja,tylluan
195,Kranich::N,grou,garan
196,Kranich::N,grou,crychydd
197,Krähe::N,gralha,brân
198,Kuckuck::N,cuco,cog
199,Kuckuck::N,cuco,cwcw
200,Schwan::N,cisne,alarch
201,Fisch::N,peixe,pysgod
202,Barsch::N,perca,draenog
203,Hecht::N,lúcio,penhwyad
204,Schlange[Tier]::N,serpente,neidr
205,Wurm::N,verme,abwydyn
206,Wurm::N,verme,pryf genwair
207,Spinne::N,aranha,cor
208,Spinne::N,aranha,pryf copyn
209,Ameise::N,formiga,morgrugyn
210,Laus::N,piolho,lleuen
211,Mücke::N,mosquito,gwybedyn
212,Fliege::N,mosca,cleren
213,Schmetterling::N,borboleta,glöyn byw
214,Schmetterling::N,borboleta,iâr fach yr haf
215,Beere::N,bago,aeronen
216,Apfel::N,maçã,afal
217,Pilz::N,fungo,madarch
218,Pilz::N,cogumelo,madarch
219,Zwiebel::N,cebola,nionyn
220,Zwiebel::N,cebola,winwnsyn
221,Saat::N,sementeira,had
222,Korn::N,grão,grawn
223,Heu::N,feno,gwair
224,Schale::N,casca,croen
225,Schale::N,casca,plisgyn
226,Grube::N,cova,pwll
227,Grube::N,cova,pydew
228,Grube::N,fossa,pwll
229,Grube::N,fossa,pydew
230,Falle::N,armadilha,magl
231,Schlinge::N,laço,cwlwm rhedeg
232,Spur::N,pista,ôl
233,Spur::N,vestígio,ôl
234,Asche::N,cinza,lludw
235,Dreck::N,sujidade,baw
236,Dreck::N,sujidade,budreddi
237,Eisen::N,ferro,haearn
238,Gold::N,ouro,aur
239,Silber::N,prata,arian
240,Kohle::N,carvão,glo
241,Glas::N,vidro,gwydr
242,Lehm::N,barro,clai
243,Lehm::N,argila,clai
244,Sand::N,areia,tywod
245,Mensch::N,homem,dyn
246,Mensch::N,pessoa,dyn
247,Mann::N,homem,dyn
248,Frau::N,mulher,merch
249,Frau::N,mulher,gwraig
250,Kind::N,filho,plentyn
251,Kind::N,criança,plentyn
252,Junge::N,rapaz,hogyn
253,Junge::N,rapaz,bachgen
254,Junge::N,menino,hogyn
255,Junge::N,menino,bachgen
256,Mädchen::N,menina,merch
257,Mädchen::N,menina,geneth
258,Mädchen::N,rapariga,merch
259,Mädchen::N,rapariga,geneth
260,Familie::N,família,teulu
261,Familie::N,família,tylwyth
262,Großvater::N,avô,taid
263,Großvater::N,avô,tad-cu
264,Großmutter::N,avó,nain
265,Großmutter::N,avó,mam-gu
266,Eltern::N,pais,rhieni
267,Vater::N,pai,tad
268,Mutter::N,mãe,mam
269,Sohn::N,filho,mab
270,Tochter::N,filha,merch
271,Bruder::N,irmão,brawd
272,Schwester::N,irmã,chwaer
273,Onkel::N,tio,ewythr
274,Tante::N,tia,modryb
275,Ehemann::N,esposo,gŵr
276,Ehefrau::N,esposa,gwraig
277,Freude::N,prazer,gorfoledd
278,Freude::N,alegria,gorfoledd
279,Gelächter::N,risada,chwerthin
280,Gelächter::N,gargalhada,chwerthin
281,Glück::N,felicidade,hapusrwydd
282,Kummer::N,aflição,galar
283,Kummer::N,desgosto,galar
284,Wunsch::N,desejo,dymuniad
285,Lust::N,vontade,chwant
286,Geist::N,mente,ysbryd
287,Geist::N,espírito,ysbryd
288,Gedanke::N,ideia,meddwl
289,Gedanke::N,pensamento,meddwl
290,Gedächtnis::N,memória,cof
291,Verstand::N,razão,meddwl
292,Verstand::N,inteligência,meddwl
293,Sinn::N,sentido,ystyr
294,Sinn::N,significado,ystyr
295,Grund::N,causa,achos
296,Grund::N,causa,rheswm
297,Grund::N,motivo,achos
298,Grund::N,motivo,rheswm
299,Wahrheit::N,verdade,gwir
300,Wahrheit::N,verdade,gwirionedd
301,Gespräch::N,conversa,sgwrs
302,Gespräch::N,conversação,sgwrs
303,Märchen::N,conto,chwedl werin
304,Erzählung::N,conto,stori
305,Erzählung::N,narrativa,stori
306,Nachricht::N,mensagem,neges
307,Neuigkeit::N,notícia,newydd
308,Neuigkeit::N,novidade,newydd
309,Name::N,nome,enw
310,Rätsel::N,adivinha,pos
311,Rede::N,oração,araith
312,Rede::N,discurso,araith
313,Sprache::N,língua,iaith
314,Stimme::N,voz,llais
315,Wort::N,palavra,gair
316,Zeichen::N,marca,arwydd
317,Ruf::N,grito,galwad
318,Ruf::N,chamada,galwad
319,Lärm::N,ruído,trwst
320,Lärm::N,barulho,trwst
321,Laut::N,som,sain
322,Ton::N,tom,tôn
323,Lied::N,canção,cân
324,Ruhe::N,calma,tawelwch
325,Ruhe::N,silêncio,tawelwch
326,Leute::N,gente,pobl
327,Leute::N,pessoas,pobl
328,Volk::N,povo,pobl
329,Volk::N,nação,pobl
330,Arbeit::N,trabalho,gwaith
331,Gast::N,hóspede,gwestai
332,Gast::N,convidado,gwestai
333,Geschenk::N,prenda,rhodd
334,Geschenk::N,prenda,anrheg
335,Geschenk::N,presente,rhodd
336,Geschenk::N,presente,anrheg
337,Spiel::N,jogo,chwarae
338,Gesellschaft::N,companhia,cwmni
339,Hilfe::N,ajuda,cymorth
340,Hilfe::N,socorro,cymorth
341,Freund::N,amigo,cyfaill
342,Kamerad::N,camarada,cydymaith
343,Angelegenheit::N,assunto,pwnc
344,Anzahl::N,número,cyfrif
345,Anzahl::N,quantidade,cyfrif
346,Art::N,tipo,bath
347,Art::N,espécie,bath
348,Stück::N,pedaço,darn
349,Teil::N,peça,rhan
350,Teil::N,parte,rhan
351,Hälfte::N,metade,hanner
352,Kreis::N,círculo,cylch
353,Kreuz::N,cruz,croes
354,Linie::N,linha,llinell
355,Strich::N,traço,strôc
356,Strich::N,traço,trawiad
357,Abstand::N,distância,bwlch
358,Abstand::N,distância,pellter
359,Entfernung::N,distância,pellter
360,Gegend::N,área,cylch
361,Gegend::N,região,cylch
362,Platz::N,lugar,lle
363,Ort::N,sítio,lle
364,Seite::N,lado,ochr
365,Mitte::N,meio,canol
366,Gegenstand::N,objecto,eitem
367,Sache::N,coisa,peth
368,Rand::N,bordo,cwr
369,Rand::N,bordo,ymyl
370,Rand::N,margem,cwr
371,Rand::N,margem,ymyl
372,Kante::N,borda,min
373,Kante::N,borda,ymyl
374,Kante::N,aresta,min
375,Kante::N,aresta,ymyl
376,Ecke::N,esquina,cornel
377,Spitze::N,ponta,blaen
378,Ende::N,cabo,pen
379,Ende::N,extremo,pen
380,Loch::N,furo,twll
381,Loch::N,buraco,twll
382,Winkel::N,canto,congl
383,Winkel::N,ângulo,congl
384,Muster::N,padrão,patrwm
385,Muster::N,desenho,patrwm
386,Größe::N,tamanho,maint
387,Größe::N,tamanho,maintioli
388,Länge::N,comprimento,hyd
389,Höhe::N,altura,uchder
390,Höhe::N,altitude,uchder
391,Gewicht::N,peso,pwysau
392,Menge::N,quantidade,swm
393,Menge::N,quantidade,maint
394,Haufen::N,pilha,pentwr
395,Reihe::N,fila,rhes
396,Boot::N,barco,cwch
397,Ruder::N,remo,rhwyf
398,Schlitten::N,trenó,sled
399,Schlitten::N,trenó,car llusg
400,Ski::N,esqui,sgi
401,Lagerfeuer::N,fogueira,coelcerth
402,Last::N,carga,llwyth
403,Gang::N,curso,tro
404,Gang::N,caminhada,tro
405,Schritt::N,passo,cam
406,Norden::N,norte,gogledd
407,Süden::N,sul,de
408,Westen::N,oeste,gorllewin
409,Westen::N,ocidente,gorllewin
410,Osten::N,este,dwyrain
411,Osten::N,leste,dwyrain
412,Osten::N,oriente,dwyrain
413,Holz::N,madeira,pren
414,Brett::N,tábua,bwrdd
415,Brett::N,tábua,astell
416,Brett::N,prancha,bwrdd
417,Brett::N,prancha,astell
418,Platte::N,laje,llech
419,Platte::N,chapa,llech
420,Stütze::N,apoio,ateg
421,Stütze::N,apoio,cynhalydd
422,Stütze::N,suporte,ateg
423,Stütze::N,suporte,cynhalydd
424,Stange::N,vara,polyn
425,Stange::N,barra,polyn
426,Stock::N,pau,ffon
427,Stock::N,pau,brigyn
428,Stock::N,bengala,ffon
429,Stock::N,bengala,brigyn
430,Stab::N,bastão,ffon
431,Rohr::N,cano,pibell
432,Haus::N,casa,tŷ
433,Heim::N,lar,cartref
434,Heim::N,casa,cartref
435,Ofen::N,estufa,stof
436,Ofen::N,aquecedor,stof
437,Fußboden::N,piso,llawr
438,Tisch::N,mesa,bwrdd
439,Stuhl::N,cadeira,cadair
440,Wiege::N,berço,crud
441,Bett::N,cama,gwely
442,Regal::N,estante,silff
443,Regal::N,prateleira,silff
444,Kiste::N,caixa,bocs
445,Kiste::N,caixa,blwch
446,Fenster::N,janela,ffenestr
447,Tür::N,porta,drws
448,Tor::N,portão,porth
449,Zaun::N,cerca,ffens
450,Zaun::N,vedação,ffens
451,Dach::N,telhado,to
452,Leiter::N,escada,ysgol
453,Leiter::N,escada móvel,ysgol
454,Besen::N,vassoura,ysgub
455,Spaten::N,pá,rhaw
456,Schaufel::N,pá,rhaw
457,Gabel::N,garfo,fforc
458,Löffel::N,colher,llwy
459,Messer::N,faca,cyllell
460,Nagel::N,cravo,hoel
461,Netz::N,rede,gwe
462,Netz::N,rede,rhwyd
463,Haken::N,gancho,bach
464,Griff::N,asa,carn
465,Griff::N,cabo,carn
466,Schloss::N,fechadura,clo
467,Bild::N,imagem,llun
468,Bild::N,imagem,pictiwr
469,Figur::N,figura,ffigur
470,Puppe::N,boneca,dol
471,Beutel::N,saco,cwd
472,Beutel::N,bolsa,cwd
473,Bündel::N,fardo,bwndel
474,Bündel::N,fardo,coflaid
475,Tasche::N,saco,cod
476,Tasche::N,bolso,cod
477,Eimer::N,balde,bwced
478,Eimer::N,balde,cunnog
479,Deckel::N,tampa,caead
480,Geschirr::N,louça,llestri
481,Sack::N,saca,sach
482,Tasse::N,chávena,cwpan
483,Topf::N,tacho,pot
484,Topf::N,tacho,crochan
485,Topf::N,panela,pot
486,Topf::N,panela,crochan
487,Kessel::N,caldeira,tegell
488,Essen::N,refeição,pryd o fwyd
489,Nahrung::N,comida,bwyd
490,Nahrung::N,alimento,bwyd
491,Speise::N,prato,saig
492,Fleisch::N,carne,cig
493,Getreide::N,cereais,ŷd
494,Getreide::N,cereais,llafur
495,Brei::N,puré,uwd
496,Brot::N,pão,bara
497,Scheibe::N,fatia,tafell
498,Fett::N,banha,saim
499,Fett::N,banha,braster
500,Fett::N,gordura,saim
501,Fett::N,gordura,braster
502,Butter::N,manteiga,ymenyn
503,Öl::N,azeite,olew
504,Salz::N,sal,halen
505,Suppe::N,sopa,cawl
506,Suppe::N,caldo,cawl
507,Honig::N,mel,mêl
508,Milch::N,leite,llaeth
509,Milch::N,leite,llefrith
510,Tee::N,chá,te
511,Leder::N,couro,lledr
512,Wolle::N,lã,gwlân
513,Stoff::N,pano,lliain
514,Stoff::N,pano,brethyn
515,Stoff::N,tecido,lliain
516,Stoff::N,tecido,brethyn
517,Nadel::N,agulha,nodwydd
518,Faden::N,fio,edau
519,Faden::N,fio,edefyn
520,Knopf::N,botão,botwm
521,Knoten::N,nó,cwlwm
522,Farbe::N,corante,paent
523,Kleidung::N,roupa,dillad
524,Kleidung::N,roupa,gwisgoedd
525,Kleidung::N,vestuário,dillad
526,Kleidung::N,vestuário,gwisgoedd
527,Hemd::N,camisa,crys
528,Kragen::N,gola,coler
529,Ärmel::N,manga,llawes
530,Hose::N,calça,trowsus
531,Gürtel::N,cinto,gwregys
532,Mütze::N,boné,cap
533,Mütze::N,barrete,cap
534,Schuh::N,sapato,esgid
535,Stiefel::N,bota,botasen
536,Ring::N,anel,modrwy
537,Band::N,fita,rhuban
538,Band::N,faixa,rhuban
539,Kamm::N,pente,crib
540,Spiegel::N,espelho,drych
541,Riemen::N,correia,strap
542,Schnur::N,corda,llinyn
543,Schnur::N,cordel,llinyn
544,Leine::N,trela,tennyn
545,Decke::N,cobertor,blanced
546,Decke::N,cobertor,gwrthban
547,Kissen::N,almofada,clustog
548,Kissen::N,almofada,gobennydd
549,Tuch::N,pano,sgarff
550,Handtuch::N,toalha,tywel
551,Handtuch::N,toalha,lliain sychu
552,Kraft::N,força,grym
553,Stärke::N,força,nerth
554,Stärke::N,força,cryfder
555,Gesundheit::N,saúde,iechyd
556,Krankheit::N,doença,afiechyd
557,Krankheit::N,doença,anhwylder
558,Krankheit::N,enfermidade,afiechyd
559,Krankheit::N,enfermidade,anhwylder
560,Schmerz::N,dor,poen
561,Schmerz::N,dor,gwayw
562,Wunde::N,chaga,clwyf
563,Wunde::N,ferida,clwyf
564,Fieber::N,febre,twymyn
565,Arznei::N,remédio,meddyginiaeth
566,Brücke::N,ponte,pont
567,Brunnen::N,poço,ffynnon
568,Weide::N,pastagem,porfa
569,Pfad::N,senda,llwybr
570,Pfad::N,trilho,llwybr
571,Weg::N,caminho,ffordd
572,Straße::N,via,heol
573,Straße::N,via,ffordd
574,Straße::N,estrada,heol
575,Straße::N,estrada,ffordd
576,Dorf::N,aldeia,pentref
577,Stadt::N,cidade,tref
578,Brief::N,carta,llythyr
579,Buch::N,livro,llyfr
580,Buchstabe::N,letra,llythyren
581,Zeitung::N,jornal,papur newydd
582,Leben::N,vida,bywyd
583,Tod::N,morte,marwolaeth
584,Grab::N,túmulo,bedd
585,Grab::N,sepultura,bedd
586,Kirche::N,igreja,eglwys
587,Sünde::N,pecado,pechod
588,Gott::N,deus,duw
589,Arbeiter::N,operário,gweithiwr
590,Arbeiter::N,trabalhador,gweithiwr
591,Chef::N,chefe,pennaeth
592,Chef::N,patrão,pennaeth
593,Meister::N,mestre,meistr
594,Arzt::N,médico,meddyg
595,Lehrer::N,professor,athro
596,Geld::N,dinheiro,pres
597,Geld::N,dinheiro,arian
598,Geschäft::N,negócio,busnes
599,Laden::N,loja,siop
600,Preis::N,preço,pris
601,Ware::N,mercadoria,nwydd
602,Nutzen::N,proveito,elw
603,Nutzen::N,proveito,budd
604,Reichtum::N,riqueza,cyfoeth
605,Welt::N,mundo,byd
606,Land::N,país,gwlad
607,Staat::N,Estado,gwladwriaeth
608,König::N,rei,brenin
609,Macht::N,poder,grym
610,Macht::N,poder,awdurdod
611,Macht::N,potência,grym
612,Macht::N,potência,awdurdod
613,Grenze::N,fronteira,ffin
614,Grenze::N,fronteira,goror
615,Krieg::N,guerra,rhyfel
616,Feind::N,inimigo,gelyn
617,Gewalt::N,violência,ffyrnigrwydd
618,Kampf::N,luta,brwydr
619,Kampf::N,combate,brwydr
620,Bogen[Waffe]::N,arco,bwa
621,Pfeil::N,seta,saeth
622,Pfeil::N,flecha,saeth
623,Gewehr::N,espingarda,dryll
624,Fehler::N,erro,gwall
625,Fehler::N,erro,camgymeriad
626,Fehler::N,falha,gwall
627,Fehler::N,falha,camgymeriad
628,Lüge::N,mentira,celwydd
629,Lüge::N,mentira,anwiredd
630,Schaden::N,dano,niwed
631,Schaden::N,dano,difrod
632,Schaden::N,estrago,niwed
633,Schaden::N,estrago,difrod
634,Unglück::N,desgraça,anffawd
635,Schuld::N,culpa,bai
636,Alter::N,idade,oed
637,Schluss::N,fim,diwedd
638,Zeit::N,tempo,amser
639,Tag::N,dia,dydd
640,Tag::N,dia,diwrnod
641,Morgen::N,manhã,bore
642,Mittag::N,meio-dia,nawn
643,Abend::N,noite,noswaith
644,Abend::N,tardinha,noswaith
645,Nacht::N,noite,nos
646,Woche::N,semana,wythnos
647,Monat::N,mês,mis
648,Jahr::N,ano,blwyddyn
649,Frühling::N,primavera,gwanwyn
650,Sommer::N,verão,haf
651,Herbst::N,outono,hydref
652,Winter::N,inverno,gaeaf
653,Januar::N,Janeiro,Ionawr
654,Februar::N,Fevereiro,Chwefror
655,März::N,Março,Mawrth
656,April::N,Abril,Ebrill
657,Mai::N,Maio,Mai
658,Juni::N,Junho,Mehefin
659,Juli::N,Julho,Gorffennaf
660,August::N,Agosto,Awst
661,September::N,Setembro,Medi
662,Oktober::N,Outubro,Hydref
663,November::N,Novembro,Tachwedd
664,Dezember::N,Dezembro,Rhagfyr
665,Montag::N,segunda-feira,dydd Llun
666,Dienstag::N,terça-feira,dydd Mawrth
667,Mittwoch::N,quarta-feira,dydd Mercher
668,Donnerstag::N,quinta-feira,dydd Iau
669,Freitag::N,sexta-feira,dydd Gwener
670,Samstag::N,sábado,dydd Sadwrn
671,Sonntag::N,domingo,dydd Sul
672,groß::A,grande,mawr
673,klein::A,pequeno,bach
674,lang::A,comprido,hir
675,kurz::A,curto,byr
676,kurz::A,curto,cwta
677,breit::A,largo,llydan
678,schmal::A,estreito,cul
679,dicht::A,denso,dwys
680,dick[Gegenstand]::A,grosso,trwchus
681,dünn::A,delgado,tenau
682,fein::A,fino,main
683,fein::A,subtil,main
684,fest::A,firme,cadarn
685,fest::A,sólido,cadarn
686,flach::A,plano,gwastad
687,glatt::A,liso,llyfn
688,hart::A,duro,caled
689,weich::A,mole,meddal
690,rund::A,redondo,crwn
691,spitz::A,agudo,pigfain
692,scharf::A,afiado,miniog
693,stumpf::A,rombo,pŵl
694,schwer::A,pesado,trwm
695,schön::A,belo,teg
696,schön::A,belo,hardd
697,schön::A,belo,prydferth
698,schön::A,bonito,teg
699,schön::A,bonito,hardd
700,schön::A,bonito,prydferth
701,heiß::A,quente,poeth
702,warm::A,quente,twym
703,warm::A,quente,cynnes
704,kalt::A,frio,oer
705,kühl::A,fresco,oeraidd
706,frisch::A,fresco,iach
707,feucht::A,húmido,llaith
708,nass::A,molhado,gwlyb
709,trocken::A,seco,sych
710,voll::A,cheio,llawn
711,leer::A,vazio,gwag
712,offen::A,aberto,agored
713,geschlossen::A,fechado,caead
714,geschlossen::A,fechado,caeëdig
715,sauber::A,limpo,glân
716,schmutzig::A,sujo,budr
717,schmutzig::A,sujo,brwnt
718,roh::A,cru,amrwd
719,reif::A,maduro,aeddfed
720,lecker::A,delicioso,blasus
721,lecker::A,delicioso,danteithiol
722,süß::A,doce,melys
723,bitter::A,amargo,chwerw
724,sauer::A,azedo,sur
725,hell::A,claro,disglair
726,dunkel::A,escuro,tywyll
727,dunkel::A,sombrio,tywyll
728,schwarz::A,preto,du
729,weiß::A,branco,gwyn
730,rot::A,vermelho,coch
731,gelb::A,amarelo,melyn
732,blau::A,azul,glas
733,grün::A,verde,gwyrdd
734,grau::A,cinzento,llwyd
735,bunt::A,colorido,lliwgar
736,billig::A,barato,rhad
737,teuer::A,caro,drud
738,wertvoll::A,valioso,gwerthfawr
739,wertvoll::A,precioso,gwerthfawr
740,blind::A,cego,dall
741,taub::A,surdo,byddar
742,kräftig::A,forte,nerthol
743,kräftig::A,forte,grymus
744,kräftig::A,poderoso,nerthol
745,kräftig::A,poderoso,grymus
746,stark::A,forte,cryf
747,stark::A,forte,cadarn
748,stark::A,robusto,cryf
749,stark::A,robusto,cadarn
750,schwach::A,débil,gwan
751,fett::A,gordo,tew
752,schlank::A,esbelto,main
753,hübsch::A,giro,tlws
754,hübsch::A,bonito,tlws
755,böse::A,mau,drwg
756,dumm::A,parvo,twp
757,dumm::A,estúpido,twp
758,faul::A,preguiçoso,diog
759,fleißig::A,aplicado,dyfal
760,fleißig::A,diligente,dyfal
761,geizig::A,avarento,crintach
762,geizig::A,avarento,cybyddlyd
763,klug::A,prudente,deallus
764,klug::A,inteligente,deallus
765,geschickt::A,hábil,medrus
766,geschickt::A,hábil,deheuig
767,lieb::A,caro,hoff
768,lieb::A,caro,annwyl
769,lieb::A,querido,hoff
770,lieb::A,querido,annwyl
771,lustig::A,alegre,llon
772,sanft::A,suave,mwyn
773,sanft::A,brando,mwyn
774,hungrig::A,faminto,newynog
775,krank::A,doente,sâl
776,krank::A,doente,gwael
777,krank::A,enfermo,sâl
778,krank::A,enfermo,gwael
779,nackt::A,nu,noeth
780,nackt::A,despido,noeth
781,traurig::A,triste,trist
782,lebendig::A,vivo,yn fyw
783,gut::A,bom,da
784,schlecht::A,mau,drwg
785,schlecht::A,mau,gwael
786,schlecht::A,ruim,drwg
787,schlecht::A,ruim,gwael
788,richtig::A,justo,cywir
789,richtig::A,correcto,cywir
790,schlimm::A,mau,enbyd
791,schlimm::A,grave,enbyd
792,wahr::A,verdadeiro,gwir
793,alt::A,velho,hen
794,alt::A,antigo,hen
795,neu::A,novo,newydd
796,ehemalig::A,antigo,blaenorol
797,alt[Lebewesen]::A,velho,oedrannus
798,jung::A,jovem,ifanc
799,arm::A,pobre,tlawd
800,reich::A,rico,cyfoethog
801,bekannt::A,conhecido,cynefin
802,bekannt::A,conhecido,cyfarwydd
803,berühmt::A,famoso,enwog
804,berühmt::A,célebre,enwog
805,fremd::A,alheio,estron
806,fremd::A,estranho,estron
807,verschieden::A,diverso,gwahanol
808,verschieden::A,diferente,gwahanol
809,nah::A,próximo,agos
810,fern::A,remoto,pell
811,fern::A,distante,pell
812,linker::A,esquerdo,aswy
813,linker::A,esquerdo,chwith
814,rechter::A,direito,de
815,rechter::A,direito,deau
816,anderer::A,outro,arall
817,erster::A,primeiro,cyntaf
818,zweiter::A,segundo,ail
819,dritter::A,terceiro,trydydd
820,letzter::A,final,olaf
821,letzter::A,último,olaf
822,allein::ADV,só,unig
823,allein::ADV,só,ar ei ben ei hun
824,auf einmal::ADV,de vez,ar yr un pryd
825,zusammen::ADV,juntos,ynghyd
826,zusammen::ADV,juntos,gyda'i gilydd
827,lange::ADV,muito tempo,amser hir
