,Concept_ID,kk,se
143,Busen::N,омырау,njamma
144,Busen::N,омырау,njižže
145,Busen::N,омырау,nje´ǯǯ
146,Busen::N,омырау,раннҍт
147,Brust::N,кеуде,mïelke
148,Brust::N,кеуде,radde
149,Brust::N,кеуде,mielgga
150,Brust::N,кеуде,raddi
151,Brust::N,кеуде,radde
152,Brust::N,кеуде,râ´dd
153,Brust::N,кеуде,раннҍт
154,Schulter::N,иық,åelkie
155,Schulter::N,иық,oalgge
156,Schulter::N,иық,hárdu
157,Schulter::N,иық,ärdee
158,Schulter::N,иық,uál'gi
159,Schulter::N,иық,a´rddi
160,Schulter::N,иық,vuä´lǧǧ
161,Schulter::N,иық,вуэллык
162,Arm::N,қол,gïete
163,Arm::N,қол,giehta
164,Arm::N,қол,giehta
165,Arm::N,қол,kietâ
166,Arm::N,қол,kie'tâkaaṿâ
167,Arm::N,қол,ǩiõtt
168,Arm::N,қол,кӣдт
169,Ellenbogen::N,шынтақ,gernjere
170,Ellenbogen::N,шынтақ,garŋŋel
171,Ellenbogen::N,шынтақ,gargŋil
172,Ellenbogen::N,шынтақ,käŋŋir
173,Ellenbogen::N,шынтақ,kõõnjâr
174,Ellenbogen::N,шынтақ,карьнэль
175,Hand::N,қол,gïete
176,Hand::N,қол,giehta
177,Hand::N,қол,giehta
178,Hand::N,қол,kietâ
179,Hand::N,қол,ǩiõtt
180,Hand::N,қол,кӣдт
181,Handfläche::N,алақан,gïeten-låapoe
182,Handfläche::N,алақан,giehtavuodo
183,Handfläche::N,алақан,tjårmmåvuodo
184,Handfläche::N,алақан,giehtaloahpu
185,Handfläche::N,алақан,kiämád
186,Handfläche::N,алақан,kuámmir
187,Handfläche::N,алақан,kuä´m'mer
188,Handfläche::N,алақан,ǩiõttǩeä´m'men
189,Handfläche::N,алақан,ко̄а̄ллдэгк
190,Handfläche::N,алақан,кӣдткоалдэгк
191,Finger::N,саусақ,soerme
192,Finger::N,саусақ,tjuvdde
193,Finger::N,саусақ,suorbma
194,Finger::N,саусақ,čuvde
195,Finger::N,саусақ,suor'mâ
196,Finger::N,саусақ,suõrmm
197,Finger::N,саусақ,це̄ххп
198,Fingernagel::N,тырнақ,gadtse
199,Fingernagel::N,тырнақ,guehpere
200,Fingernagel::N,тырнақ,gadtsa
201,Fingernagel::N,тырнақ,gazza
202,Fingernagel::N,тырнақ,kozzâ
203,Fingernagel::N,тырнақ,kõʒʒ
204,Fingernagel::N,тырнақ,кэ̄ннц
205,Nagel[Anatomie]::N,тырнақ,gadtse
206,Nagel[Anatomie]::N,тырнақ,guehpere
207,Nagel[Anatomie]::N,тырнақ,gadtsa
208,Nagel[Anatomie]::N,тырнақ,gazza
209,Nagel[Anatomie]::N,тырнақ,kozzâ
210,Nagel[Anatomie]::N,тырнақ,kõʒʒ
211,Nagel[Anatomie]::N,тырнақ,кэ̄ннц
212,Zeh::N,тырнақ,tjiehtjere
213,Zeh::N,тырнақ,juolggetjuvdde
214,Zeh::N,тырнақ,juolgesuorbma
215,Zeh::N,тырнақ,jyel'gisuor'mâ
216,Zeh::N,тырнақ,jue´lǧǧsuõrmm
217,Zeh::N,тырнақ,ю̄лльк-це̄һп
218,Zeh::N,тұяқ,tjiehtjere
219,Zeh::N,тұяқ,juolggetjuvdde
220,Zeh::N,тұяқ,juolgesuorbma
221,Zeh::N,тұяқ,jyel'gisuor'mâ
222,Zeh::N,тұяқ,jue´lǧǧsuõrmm
223,Zeh::N,тұяқ,ю̄лльк-це̄һп
224,Fuß::N,аяқ-басы,juelkie
225,Fuß::N,аяқ-басы,juolgge
226,Fuß::N,аяқ-басы,juolgi
227,Fuß::N,аяқ-басы,jyel'gi
228,Fuß::N,аяқ-басы,jue´lǧǧ
229,Fuß::N,аяқ-басы,ла̄бпь
230,Ferse::N,өкше,båetskie
231,Ferse::N,өкше,boasske
232,Ferse::N,өкше,šušmi
233,Ferse::N,өкше,šušme
234,Ferse::N,өкше,jue´lǧǧkädd
235,Ferse::N,өкше,ка̄ннт
236,Ferse::N,өкшелік,båetskie
237,Ferse::N,өкшелік,boasske
238,Ferse::N,өкшелік,šušmi
239,Ferse::N,өкшелік,šušme
240,Ferse::N,өкшелік,jue´lǧǧkädd
241,Ferse::N,өкшелік,ка̄ннт
242,Knie::N,тізе,boelve
243,Knie::N,тізе,buolvva
244,Knie::N,тізе,čibbi
245,Knie::N,тізе,veaŋki
246,Knie::N,тізе,iidâ
247,Knie::N,тізе,puõlvv
248,Knie::N,тізе,пуллв
249,Oberschenkel::N,жамбас,ruaksja
250,Oberschenkel::N,жамбас,tjibbe
251,Oberschenkel::N,жамбас,gassaváhkká
252,Oberschenkel::N,жамбас,badjeváhkáa
253,Oberschenkel::N,жамбас,čuár'bpeeḷi
254,Oberschenkel::N,жамбас,če´bb
255,Oberschenkel::N,жамбас,чуаррбе̄лль
256,Bein::N,аяқ,juelkie
257,Bein::N,аяқ,juolgge
258,Bein::N,аяқ,juolgi
259,Bein::N,аяқ,jyel'gi
260,Bein::N,аяқ,jue´lǧǧ
261,Bein::N,аяқ,ю̄лльк
262,Körper::N,дене,kråahpe
263,Körper::N,дене,rumáj
264,Körper::N,дене,rumaš
265,Körper::N,дене,ruumâš
266,Körper::N,дене,rå´pp
267,Körper::N,дене,лышшьк
268,Körper::N,дене,роаӈӈьк
269,Haut::N,тері,njaltja
270,Haut::N,тері,lijkke
271,Haut::N,тері,tjuobma
272,Haut::N,тері,liiki
273,Haut::N,тері,liške
274,Haut::N,тері,le´šǩǩ
275,Haut::N,тері,лышшьк
276,Blut::N,қан,vïrre
277,Blut::N,қан,maelie
278,Blut::N,қан,varra
279,Blut::N,қан,varra
280,Blut::N,қан,vorrâ
281,Blut::N,қан,võrr
282,Blut::N,қан,вэ̄рр
283,Ader::N,көктамыр,åerie
284,Ader::N,көктамыр,aajroe
285,Ader::N,көктамыр,suodna
286,Ader::N,көктамыр,varrasuotna
287,Ader::N,көктамыр,suoṇâ
288,Ader::N,көктамыр,suõnn
289,Ader::N,көктамыр,сӯнн
290,Ader::N,күретамыр,åerie
291,Ader::N,күретамыр,aajroe
292,Ader::N,күретамыр,suodna
293,Ader::N,күретамыр,varrasuotna
294,Ader::N,күретамыр,suoṇâ
295,Ader::N,күретамыр,suõnn
296,Ader::N,күретамыр,сӯнн
297,Sehne::N,сіңір,soene
298,Sehne::N,сіңір,gåårtenje
299,Sehne::N,сіңір,suodna
300,Sehne::N,сіңір,suotna
301,Sehne::N,сіңір,suoṇâ
302,Sehne::N,сіңір,suõnn
303,Sehne::N,сіңір,сӯнн
304,Knochen::N,жілік,måara
305,Knochen::N,жілік,måaroe
306,Knochen::N,жілік,dákte
307,Knochen::N,жілік,dákti
308,Knochen::N,жілік,tähti
309,Knochen::N,жілік,tä´htt
310,Knochen::N,жілік,та̄ххт
311,Knochen::N,жілік,та̄ффьт
312,Gehirn::N,ми,aajla
313,Gehirn::N,ми,vuojŋam
314,Gehirn::N,ми,vuoigŋašat
315,Gehirn::N,ми,vuoi'ŋâšeh
316,Gehirn::N,ми,vuo'ivâšneh
317,Gehirn::N,ми,vuõivâšn
318,Gehirn::N,ми,вуэййвэшна
319,Herz::N,жүрек,vaajmoe
320,Herz::N,жүрек,tsåhke
321,Herz::N,жүрек,váibmu
322,Herz::N,жүрек,váimu
323,Herz::N,жүрек,čââ´đ
324,Herz::N,жүрек,кӯттҌк
325,Magen::N,асқазан,tjåejjie
326,Magen::N,асқазан,tjoajvve
327,Magen::N,асқазан,čoavji
328,Magen::N,асқазан,čuáv'ji
329,Magen::N,асқазан,čåu´jj
330,Magen::N,асқазан,чо̄ввьй
331,Leber::N,бауыр,mueksie
332,Leber::N,бауыр,librre
333,Leber::N,бауыр,vuoivvas
334,Leber::N,бауыр,vuoivâs
335,Leber::N,бауыр,vuõivâs
336,Leber::N,бауыр,вуйвас
337,Atem::N,леп,voejngehtasse
338,Atem::N,леп,båssånis
339,Atem::N,леп,vuojŋadahka
340,Atem::N,леп,vuoiŋŋahat
341,Atem::N,леп,vuo'iŋâstim
342,Atem::N,леп,jiõg'g
343,Atem::N,леп,вӯйнас
344,Atem::N,леп,вӯййнмушш
345,Hunger::N,ашаршылық,nielkie
346,Hunger::N,ашаршылық,nielgge
347,Hunger::N,ашаршылық,nealgi
348,Hunger::N,ашаршылық,nelgi
349,Hunger::N,ашаршылық,neä´lǧǧ
350,Hunger::N,ашаршылық,не̄лльк
351,Träne::N,жас,gïknjele
352,Träne::N,жас,ganjál
353,Träne::N,жас,ganjal
354,Träne::N,жас,koonjâl
355,Träne::N,жас,kõõnjâl
356,Träne::N,жас,кэ̄нял
357,Geschmack::N,дәм,aelmie
358,Geschmack::N,дәм,muosse
359,Geschmack::N,дәм,smáhkka
360,Geschmack::N,дәм,máhku
361,Geschmack::N,дәм,smáhkka
362,Geschmack::N,дәм,mááhu
363,Geschmack::N,дәм,smakkâ
364,Geschmack::N,дәм,njõõd
365,Geschmack::N,дәм,smääkk
366,Geschmack::N,дәм,ня̄лльк
367,Geschmack::N,татым,aelmie
368,Geschmack::N,татым,muosse
369,Geschmack::N,татым,smáhkka
370,Geschmack::N,татым,máhku
371,Geschmack::N,татым,smáhkka
372,Geschmack::N,татым,mááhu
373,Geschmack::N,татым,smakkâ
374,Geschmack::N,татым,njõõd
375,Geschmack::N,татым,smääkk
376,Geschmack::N,татым,ня̄лльк
377,Geschmack::N,талғам,aelmie
378,Geschmack::N,талғам,muosse
379,Geschmack::N,талғам,smáhkka
380,Geschmack::N,талғам,máhku
381,Geschmack::N,талғам,smáhkka
382,Geschmack::N,талғам,mááhu
383,Geschmack::N,талғам,smakkâ
384,Geschmack::N,талғам,njõõd
385,Geschmack::N,талғам,smääkk
386,Geschmack::N,талғам,ня̄лльк
387,Geruch::N,иіс,haaje
388,Geruch::N,иіс,habjja
389,Geruch::N,иіс,hádja
390,Geruch::N,иіс,opsâ
391,Geruch::N,иіс,haajâ
392,Geruch::N,иіс,õpss
393,Geruch::N,иіс,haajj
394,Geruch::N,иіс,апс
395,Geruch::N,иіс,лэ̄гк
396,Schlaf::N,ұйқы,nahkerh
397,Schlaf::N,ұйқы,nager
398,Schlaf::N,ұйқы,oados
399,Schlaf::N,ұйқы,nagir
400,Schlaf::N,ұйқы,naṿer
401,Schlaf::N,ұйқы,nââ´er
402,Schlaf::N,ұйқы,нагерь
403,Schlaf::N,ұйықтау,nahkerh
404,Schlaf::N,ұйықтау,nager
405,Schlaf::N,ұйықтау,oados
406,Schlaf::N,ұйықтау,nagir
407,Schlaf::N,ұйықтау,naṿer
408,Schlaf::N,ұйықтау,nââ´er
409,Schlaf::N,ұйықтау,нагерь
410,Traum::N,түс,nahkere
411,Traum::N,түс,niehko
412,Traum::N,түс,niehku
413,Traum::N,түс,naṿer
414,Traum::N,түс,nââ´er
415,Traum::N,түс,нагерь
416,Himmel::N,аспан,elmie
417,Himmel::N,аспан,almme
418,Himmel::N,аспан,albmi
419,Himmel::N,аспан,alme
420,Himmel::N,аспан,â´lmm
421,Himmel::N,аспан,алльм
422,Himmel::N,көқ,elmie
423,Himmel::N,көқ,almme
424,Himmel::N,көқ,albmi
425,Himmel::N,көқ,alme
426,Himmel::N,көқ,â´lmm
427,Himmel::N,көқ,алльм
428,Himmel::N,таңдай,elmie
429,Himmel::N,таңдай,almme
430,Himmel::N,таңдай,albmi
431,Himmel::N,таңдай,alme
432,Himmel::N,таңдай,â´lmm
433,Himmel::N,таңдай,алльм
434,Sonne::N,күн,biejjie
435,Sonne::N,күн,bæjvásj
436,Sonne::N,күн,beaivváš
437,Sonne::N,күн,peivi
438,Sonne::N,күн,piäiváš
439,Sonne::N,күн,pei´vv
440,Sonne::N,күн,пе̄ййв
441,Mond::N,ай,aske
442,Mond::N,ай,mánno
443,Mond::N,ай,mánnu
444,Mond::N,ай,máánu
445,Mond::N,ай,mään
446,Mond::N,ай,ма̄нн
447,Stern::N,жұлдыз,daasta
448,Stern::N,жұлдыз,naestie
449,Stern::N,жұлдыз,násste
450,Stern::N,жұлдыз,násti
451,Stern::N,жұлдыз,täsni
452,Stern::N,жұлдыз,tä´snn
453,Stern::N,жұлдыз,та̄ссьт
454,Luft::N,әуе,elmie
455,Luft::N,әуе,ájmmo
456,Luft::N,әуе,áibmu
457,Luft::N,әуе,áimu
458,Luft::N,әуе,šõŋŋ
459,Luft::N,әуе,вӯйнас
460,Wind::N,жел,bïegke
461,Wind::N,жел,biegga
462,Wind::N,жел,biegga
463,Wind::N,жел,pieg'gâ
464,Wind::N,жел,piõg'g
465,Wind::N,жел,пӣӈӈк
466,Welle::N,толқын,baaroe
467,Welle::N,толқын,bárro
468,Welle::N,толқын,bárru
469,Welle::N,толқын,pááṛu
470,Welle::N,толқын,päärr
471,Welle::N,толқын,нэ̄ммп
472,Wasser::N,су,tjaetsie
473,Wasser::N,су,tjáhtje
474,Wasser::N,су,čáhci
475,Wasser::N,су,čääci
476,Wasser::N,су,čää´cc
477,Wasser::N,су,ча̄дзь
478,Stein::N,тас,gierkie
479,Stein::N,тас,giergge
480,Stein::N,тас,geađgi
481,Stein::N,тас,keđgi
482,Stein::N,тас,ǩeä´dǧǧ
483,Stein::N,тас,ке̄ддҌк
484,Boden::N,қыртыс,betnie
485,Boden::N,қыртыс,ednam
486,Boden::N,қыртыс,bodni
487,Boden::N,қыртыс,vuođđu
488,Boden::N,қыртыс,ponne
489,Boden::N,қыртыс,vuáđ̣u
490,Boden::N,қыртыс,vuâđđ
491,Boden::N,қыртыс,лаввьн
492,Boden::N,қыртыс,е̄ммьне
493,Erde::N,топырақ,jåarta
494,Erde::N,топырақ,mueltie
495,Erde::N,топырақ,ednam
496,Erde::N,топырақ,mållde
497,Erde::N,топырақ,eana
498,Erde::N,топырақ,eennâm
499,Erde::N,топырақ,mädd
500,Erde::N,топырақ,jânnam
501,Erde::N,топырақ,е̄ммьне
502,Staub::N,шаң,heblie
503,Staub::N,шаң,tsumhtsie
504,Staub::N,шаң,dubme
505,Staub::N,шаң,dopmu
506,Staub::N,шаң,kovjâ
507,Staub::N,шаң,põõ´l
508,Staub::N,шаң,кэ̄ббьй
509,Rauch::N,түтін,soeve
510,Rauch::N,түтін,suovva
511,Rauch::N,түтін,suovva
512,Rauch::N,түтін,suoṿâ
513,Rauch::N,түтін,suõvv
514,Rauch::N,түтін,сӯвв
515,Funke::N,ұшқын,naestie
516,Funke::N,ұшқын,tjuonam
517,Funke::N,ұшқын,čuotnan
518,Funke::N,ұшқын,čuođâlm
519,Funke::N,ұшқын,iiskâr
520,Funke::N,ұшқын,čuõzzâm
521,Funke::N,ұшқын,чӯссэм
522,Feuer::N,алау,dålle
523,Feuer::N,алау,dållå
524,Feuer::N,алау,dolla
525,Feuer::N,алау,tullâ
526,Feuer::N,алау,toll
527,Feuer::N,алау,то̄лл
528,Licht::N,шұғыла,tjoevke
529,Licht::N,шұғыла,tjuovgga
530,Licht::N,шұғыла,čuovga
531,Licht::N,шұғыла,čuovggas
532,Licht::N,шұғыла,čuoṿâ
533,Licht::N,шұғыла,toll
534,Licht::N,шұғыла,čuõvv
535,Licht::N,шұғыла,то̄лл
536,Schatten::N,көлеңке,skugkie
537,Schatten::N,көлеңке,soejvene
538,Schatten::N,көлеңке,irkes
539,Schatten::N,көлеңке,sieges
540,Schatten::N,көлеңке,itku
541,Schatten::N,көлеңке,suoivâ
542,Schatten::N,көлеңке,õõtt
543,Schatten::N,көлеңке,ǩeeu´niǩ
544,Schatten::N,көлеңке,кывьнэхь
545,Wetter::N,ауа райы,vïerhtse
546,Wetter::N,ауа райы,dálkke
547,Wetter::N,ауа райы,dálki
548,Wetter::N,ауа райы,šoŋŋâ
549,Wetter::N,ауа райы,šõŋŋ
550,Wetter::N,ауа райы,шэ̄ӈӈ
551,Nebel::N,тұман,såavla
552,Nebel::N,тұман,mearhka
553,Nebel::N,тұман,murkko
554,Nebel::N,тұман,mierkká
555,Nebel::N,тұман,mierká
556,Nebel::N,тұман,miär'kká
557,Nebel::N,тұман,oṃo
558,Nebel::N,тұман,sue´lnn
559,Nebel::N,тұман,цӣгк
560,Nebel::N,тұман,сулльн
561,Wolke::N,бұлт,balve
562,Wolke::N,бұлт,balvva
563,Wolke::N,бұлт,balva
564,Wolke::N,бұлт,polvâ
565,Wolke::N,бұлт,põlvv
566,Wolke::N,бұлт,пэллв
567,Regen::N,жаңбыр,ebrie
568,Regen::N,жаңбыр,harvve
569,Regen::N,жаңбыр,arvi
570,Regen::N,жаңбыр,arve
571,Regen::N,жаңбыр,â´brr
572,Regen::N,жаңбыр,аббьр
573,Schnee::N,қар,lopme
574,Schnee::N,қар,moehtege
575,Schnee::N,қар,muohta
576,Schnee::N,қар,muohta
577,Schnee::N,қар,muotâ
578,Schnee::N,қар,muõtt
579,Schnee::N,қар,вэ̄дз
580,Schnee::N,қар,куэллт
581,Eis::N,мұз,jïenge
582,Eis::N,мұз,jiegŋa
583,Eis::N,мұз,jiekŋa
584,Eis::N,мұз,jieŋ̣â
585,Eis::N,мұз,jiõŋŋ
586,Eis::N,мұз,ӣӈӈ
587,Frost::N,суық,baajkoe
588,Frost::N,суық,tjoasskem
589,Frost::N,суық,buolaš
590,Frost::N,суық,puolâš
591,Frost::N,суық,puõlâš
592,Frost::N,суық,мӯнь
593,Kälte::N,ызғар,jueskie
594,Kälte::N,ызғар,tjåetskeme
595,Kälte::N,ызғар,tjoasskem
596,Kälte::N,ызғар,čoaskin
597,Kälte::N,ызғар,ko'lmâsvuotâ
598,Kälte::N,ызғар,ijss
599,Kälte::N,ызғар,čuä´cǩǩem
600,Kälte::N,ызғар,tuârggnjõs
601,Kälte::N,ызғар,кэ̄лмас
602,Kälte::N,суықтық,jueskie
603,Kälte::N,суықтық,tjåetskeme
604,Kälte::N,суықтық,tjoasskem
605,Kälte::N,суықтық,čoaskin
606,Kälte::N,суықтық,ko'lmâsvuotâ
607,Kälte::N,суықтық,ijss
608,Kälte::N,суықтық,čuä´cǩǩem
609,Kälte::N,суықтық,tuârggnjõs
610,Kälte::N,суықтық,кэ̄лмас
611,Hitze::N,аптап,baahke
612,Hitze::N,аптап,báhkka
613,Hitze::N,аптап,báhkka
614,Hitze::N,аптап,pakkâ
615,Hitze::N,аптап,kuṃe
616,Hitze::N,аптап,paašt
617,Hitze::N,аптап,жоарр
618,Raureif::N,қырау,jyjse
619,Raureif::N,қырау,ridne
620,Raureif::N,қырау,goarre
621,Raureif::N,қырау,ritni
622,Raureif::N,қырау,suhči
623,Raureif::N,қырау,riṇe
624,Raureif::N,қырау,ай
625,Regenbogen::N,кемпірқосақ,aatjan goengere
626,Regenbogen::N,кемпірқосақ,aatjan joekse
627,Regenbogen::N,кемпірқосақ,ádjájuoksa
628,Regenbogen::N,кемпірқосақ,arvedávgi
629,Regenbogen::N,кемпірқосақ,bajándávgi
630,Regenbogen::N,кемпірқосақ,äijihtävgi
631,Regenbogen::N,кемпірқосақ,teârmmazjohss
632,Regenbogen::N,кемпірқосақ,тӣрмесью̄ккс
633,Donner::N,күн күркіреу,raejrie
634,Donner::N,күн күркіреу,átjek
635,Donner::N,күн күркіреу,átjárájdde
636,Donner::N,күн күркіреу,áddjá
637,Donner::N,күн күркіреу,baján
638,Donner::N,күн күркіреу,juuṛâ
639,Donner::N,күн күркіреу,tie´rmes
640,Donner::N,күн күркіреу,тӣрмесь
641,Donner::N,күн күркіреу,ча̄ркнэгк
642,Strömung::N,ағын,njuvvie
643,Strömung::N,ағын,ájggedáhpe
644,Strömung::N,ағын,rávdnji
645,Strömung::N,ағын,virde
646,Strömung::N,ағын,ve´rdd
647,Strömung::N,ағын,выррьт
648,Tropfen::N,тамшы,gåajhkohts
649,Tropfen::N,тамшы,gåjkudis
650,Tropfen::N,тамшы,goaikkanas
651,Tropfen::N,тамшы,čalme
652,Tropfen::N,тамшы,čâ´lmm
653,Tropfen::N,тамшы,ча̄лльм
654,Schaum::N,көбік,sapte
655,Schaum::N,көбік,såpptå
656,Schaum::N,көбік,sokta
657,Schaum::N,көбік,suptâ
658,Schaum::N,көбік,soptt
659,Schaum::N,көбік,со̄ппт
660,Schmutz::N,кір,haaskoe
661,Schmutz::N,кір,duolvva
662,Schmutz::N,кір,duolva
663,Schmutz::N,кір,durdi
664,Schmutz::N,кір,stänži
665,Schmutz::N,кір,sähss
666,Schmutz::N,кір,са̄ккьс
667,Schmutz::N,кір,не̄шшь
668,See::N,көл,jaevrie
669,See::N,көл,jávrre
670,See::N,көл,jávri
671,See::N,көл,jävri
672,See::N,көл,jâu´rr
673,See::N,көл,я̄ввьр
674,Sumpf::N,саз,pluevie
675,Sumpf::N,саз,áhpe
676,Sumpf::N,саз,sæmssa
677,Sumpf::N,саз,jeaggi
678,Sumpf::N,саз,jeggi
679,Sumpf::N,саз,jeä´ǧ'ǧ
680,Sumpf::N,саз,ла̄ммьп
681,Moor::N,саз,pluevie
682,Moor::N,саз,jiegge
683,Moor::N,саз,suotnju
684,Moor::N,саз,karrii
685,Moor::N,саз,kä´rev
686,Moor::N,саз,veättaǩ
687,Moor::N,саз,ла̄ммьп
688,Wiese::N,шалғын,ïentje
689,Wiese::N,шалғын,giedde
690,Wiese::N,шалғын,gieddi
691,Wiese::N,шалғын,nijtto
692,Wiese::N,шалғын,пуэшенҍ
693,Wald::N,орман,skåake
694,Wald::N,орман,skåajje
695,Wald::N,орман,miehtsie
696,Wald::N,орман,vuovdde
697,Wald::N,орман,miehttse
698,Wald::N,орман,vuovdi
699,Wald::N,орман,meahcci
700,Wald::N,орман,mecci
701,Wald::N,орман,vyemi
702,Wald::N,орман,vue´mm
703,Wald::N,орман,meä´c'c
704,Wald::N,орман,ля̄ммт
705,Hügel::N,төбе,deava
706,Hügel::N,төбе,dievvá
707,Hügel::N,төбе,dievvá
708,Hügel::N,төбе,čummâ
709,Hügel::N,төбе,pä´rcc
710,Hügel::N,төбе,teä´rmm
711,Hügel::N,төбе,ка̄ннҌт
712,Hügel::N,белес,deava
713,Hügel::N,белес,dievvá
714,Hügel::N,белес,dievvá
715,Hügel::N,белес,čummâ
716,Hügel::N,белес,pä´rcc
717,Hügel::N,белес,teä´rmm
718,Hügel::N,белес,ка̄ннҌт
