,Concept_ID,et,eu
522,Ärmel::N,varrukas,mahuka
523,Hose::N,püksid,prakak
524,Hose::N,püksid,galtzak
525,Gürtel::N,vöö,gerriko
526,Mütze::N,müts,txano
527,Mütze::N,müts,txapel
528,Schuh::N,king,oski
529,Schuh::N,king,oinetako
530,Stiefel::N,saabas,bota
531,Ring::N,sõrmus,uztai
532,Band::N,lint,zinta
533,Band::N,lint,xingola
534,Kamm::N,kamm,orrazi
535,Spiegel::N,peegel,mirail
536,Riemen::N,rihm,uhal
537,Schnur::N,nöör,lokailu
538,Leine::N,jalutusrihm,lotura
539,Decke::N,tekk,burusi
540,Kissen::N,padi,kuxin
541,Tuch::N,kalev,zapi
542,Tuch::N,kalev,oihal
543,Handtuch::N,käterätik,eskuzapi
544,Handtuch::N,käterätik,eskuoihal
545,Kraft::N,jõud,indar
546,Stärke::N,tugevus,indar
547,Gesundheit::N,tervis,osasun
548,Krankheit::N,haigus,eritasun
549,Krankheit::N,haigus,gaixotasun
550,Schmerz::N,valu,min
551,Wunde::N,haav,zauri
552,Fieber::N,palavik,sukar
553,Arznei::N,ravim,osagai
554,Arznei::N,ravim,sendagai
555,Brücke::N,sild,zubi
556,Brunnen::N,kaev,putzu
557,Weide::N,karjamaa,alha
558,Weide::N,karjamaa,bazkaleku
559,Pfad::N,rada,zidor
560,Pfad::N,rada,bidexka
561,Weg::N,tee,bide
562,Straße::N,tee,errepide
563,Dorf::N,küla,herri
564,Stadt::N,linn,hiri
565,Brief::N,kiri,gutun
566,Brief::N,kiri,eskutitz
567,Buch::N,raamat,liburu
568,Buchstabe::N,täht,hizki
569,Zeitung::N,ajaleht,egunkari
570,Leben::N,elu,bizi
571,Leben::N,elu,bizitza
572,Tod::N,surm,herio
573,Tod::N,surm,heriotza
574,Grab::N,haud,hobi
575,Grab::N,haud,hilobi
576,Kirche::N,kirik,eliza
577,Sünde::N,patt,hoben
578,Sünde::N,patt,bekatu
579,Gott::N,jumal,jainko
580,Arbeiter::N,tööline,langile
581,Arbeiter::N,tööline,behargin
582,Chef::N,ülemus,nagusi
583,Chef::N,juhataja,nagusi
584,Meister::N,meister,maisu
585,Arzt::N,arst,osagile
586,Arzt::N,arst,sendagile
587,Lehrer::N,õpetaja,irakasle
588,Geld::N,raha,diru
589,Geschäft::N,äri,negozio
590,Laden::N,pood,denda
591,Laden::N,pood,saltegi
592,Laden::N,kauplus,denda
593,Laden::N,kauplus,saltegi
594,Preis::N,hind,prezio
595,Preis::N,hind,salneurri
596,Ware::N,kaup,salgai
597,Nutzen::N,tulu,onura
598,Nutzen::N,tulu,probetxu
599,Nutzen::N,kasulikkus,onura
600,Nutzen::N,kasulikkus,probetxu
601,Reichtum::N,rikkus,aberastasun
602,Welt::N,maailm,ludi
603,Welt::N,maailm,mundu
604,Land::N,maa,herrialde
605,Staat::N,riik,estatu
606,König::N,kuningas,errege
607,Macht::N,võim,botere
608,Grenze::N,piir,muga
609,Krieg::N,sõda,guda
610,Feind::N,vaenlane,etsai
611,Feind::N,vaenlane,arerio
612,Gewalt::N,väevõim,bortxa
613,Gewalt::N,väevõim,bortizkeria
614,Kampf::N,võitlus,gudu
615,Kampf::N,võitlus,auska
616,Bogen[Waffe]::N,vibu,arku
617,Pfeil::N,nool,gezi
618,Gewehr::N,püss,fusil
619,Fehler::N,viga,huts
620,Fehler::N,viga,hutsegin
621,Lüge::N,vale,gezur
622,Schaden::N,kahju,kalte
623,Unglück::N,häda,zoritxar
624,Unglück::N,häda,zorigaitz
625,Unglück::N,õnnetus,zoritxar
626,Unglück::N,õnnetus,zorigaitz
627,Schuld::N,süü,erru
628,Alter::N,iga,adin
629,Schluss::N,lõpp,bukaera
630,Zeit::N,aeg,aldi
631,Zeit::N,aeg,denbora
632,Tag::N,päev,egun
633,Morgen::N,hommik,goiz
634,Mittag::N,lõuna,eguerdi
635,Mittag::N,keskpäev,eguerdi
636,Abend::N,õhtu,arrats
637,Nacht::N,öö,gau
638,Woche::N,nädal,aste
639,Monat::N,kuu,hil
640,Jahr::N,aasta,urte
641,Frühling::N,kevad,udalehen
642,Sommer::N,suvi,uda
643,Herbst::N,sügis,udazken
644,Herbst::N,sügis,neguantz
645,Winter::N,talv,negu
646,Januar::N,jaanuar,urtarril
647,Februar::N,veebruar,otsail
648,März::N,märts,martxo
649,April::N,aprill,apiril
650,Mai::N,mai,maiatz
651,Juni::N,juuni,ekain
652,Juli::N,juuli,uztail
653,August::N,august,abuztu
654,September::N,september,irail
655,Oktober::N,oktoober,urri
656,November::N,november,azaro
657,Dezember::N,detsember,abendu
658,Montag::N,esmaspäev,astelehen
659,Dienstag::N,teisipäev,astearte
660,Mittwoch::N,kesknädal,asteazken
661,Donnerstag::N,neljapäev,ostegun
662,Freitag::N,reede,ostiral
663,Samstag::N,laupäev,larunbat
664,Sonntag::N,pühapäev,igande
665,groß::A,suur,handi
666,klein::A,väike,txiki
667,klein::A,pisike,txiki
668,lang::A,pikk,luze
669,kurz::A,lühike,labur
670,breit::A,lai,zabal
671,schmal::A,kitsas,mehar
672,dicht::A,tihe,sarri
673,dicht::A,tihe,trinko
674,dick[Gegenstand]::A,jäme,lodi
675,dünn::A,õhuke,mehe
676,dünn::A,peenike,mehe
677,fein::A,peen,fin
678,fein::A,õhuke,fin
679,fest::A,püsiv,tinko
680,fest::A,kindel,tinko
681,flach::A,lame,lau
682,flach::A,lame,ordoki
683,flach::A,tasane,lau
684,flach::A,tasane,ordoki
685,glatt::A,sile,leun
686,hart::A,kõva,gogor
687,weich::A,pehme,bigun
688,weich::A,pehme,beratz
689,rund::A,ümar,biribil
690,spitz::A,torkav,puntadun
691,scharf::A,terav,zorrotz
692,stumpf::A,nüri,kamuts
693,schwer::A,raske,astun
694,schwer::A,raske,pisutsu
695,schön::A,kena,eder
696,heiß::A,kuum,bero
697,heiß::A,kuum,oso bero
698,heiß::A,palav,bero
699,heiß::A,palav,oso bero
700,warm::A,soe,bero
701,kalt::A,külm,hotz
702,kühl::A,jahe,hotzil
703,frisch::A,värske,fresko
704,frisch::A,värske,hozkirri
705,feucht::A,niiske,heze
706,nass::A,märg,busti
707,trocken::A,kuiv,siku
708,trocken::A,kuiv,lehor
709,voll::A,täis,bete
710,leer::A,tühi,huts
711,offen::A,avatud,ireki
712,offen::A,lahtine,ireki
713,geschlossen::A,suletud,itxita
714,sauber::A,puhas,xahu
715,sauber::A,puhas,garbi
716,schmutzig::A,räpane,lohi
717,schmutzig::A,räpane,zikin
718,schmutzig::A,määrdunud,lohi
719,schmutzig::A,määrdunud,zikin
720,roh::A,toores,gordin
721,reif::A,küps,umo
722,reif::A,küps,heldu
723,lecker::A,hõrk,goxo
724,lecker::A,maitsev,goxo
725,süß::A,magus,goxo
726,bitter::A,mõru,karmin
727,bitter::A,mõru,garratz
728,sauer::A,hapu,mingots
729,hell::A,hele,argi
730,dunkel::A,pime,ilun
731,schwarz::A,must,beltz
732,weiß::A,valge,zuri
733,rot::A,punane,gorri
734,gelb::A,kollane,hori
735,blau::A,sinine,urdin
736,grün::A,roheline,berde
737,grün::A,roheline,musker
738,grau::A,hall,urdin
739,grau::A,hall,urdinabar
740,bunt::A,kirju,koloretsu
741,bunt::A,värviline,koloretsu
742,billig::A,odav,merke
743,teuer::A,kallis,garesti
744,wertvoll::A,väärtuslik,baliotsu
745,blind::A,pime,itsu
746,taub::A,kurt,gor
747,kräftig::A,jõuline,kementsu
748,stark::A,tugev,bizkor
749,stark::A,tugev,indartsu
750,schwach::A,nõrk,ahul
751,schwach::A,nõrk,indargabe
752,schwach::A,jõuetu,ahul
753,schwach::A,jõuetu,indargabe
754,fett::A,rasvane,gizen
755,schlank::A,sale,lerden
756,hübsch::A,kena,polit
757,böse::A,tige,tzar
758,böse::A,tige,gaizto
759,dumm::A,juhm,lelo
760,dumm::A,juhm,pello
761,dumm::A,rumal,lelo
762,dumm::A,rumal,pello
763,faul::A,laisk,nagi
764,faul::A,laisk,alfer
765,fleißig::A,virk,maratz
766,fleißig::A,virk,lanzale
767,fleißig::A,hoolas,maratz
768,fleißig::A,hoolas,lanzale
769,geizig::A,ihne,zeken
770,geizig::A,ihne,zikoitz
771,klug::A,tark,zuhur
772,klug::A,arukas,zuhur
773,klug::A,mõistlik,zuhur
774,geschickt::A,osav,trebe
775,geschickt::A,osav,antzetsu
776,lieb::A,armas,maite
777,lieb::A,armas,laztan
778,lustig::A,lõbus,alaitsu
779,sanft::A,õrn,eme
780,sanft::A,õrn,ezti
781,hungrig::A,näljane,gose
782,krank::A,haige,eri
783,krank::A,haige,gaixo
784,nackt::A,alasti,biluzi
785,traurig::A,kurb,itun
786,traurig::A,kurb,betilun
787,lebendig::A,elus,bizirik
788,gut::A,hea,on
789,schlecht::A,halb,txar
790,richtig::A,õige,zuzen
791,schlimm::A,paha,larri
792,wahr::A,tõene,egiazko
793,alt::A,vana,zahar
794,neu::A,uus,berri
795,ehemalig::A,endine,lehengo
796,alt[Lebewesen]::A,vana,adindun
797,jung::A,noor,gazte
798,arm::A,vaene,txiro
799,arm::A,vaene,behartsu
800,reich::A,rikas,dirudun
801,bekannt::A,teada,ezagun
802,bekannt::A,tuttav,ezagun
803,berühmt::A,tuntud,entzun
804,berühmt::A,tuntud,ospetsu
805,fremd::A,võõras,arrotz
806,verschieden::A,erinev,ezberdin
807,verschieden::A,erinev,desberdin
808,nah::A,lähedane,hurre
809,nah::A,lähedane,hurbil
810,fern::A,kauge,urrun
811,linker::A,vasak,ezker
812,rechter::A,parem,eskuin
813,anderer::A,muu,beste
814,anderer::A,teine,beste
815,erster::A,esimene,lehen
816,erster::A,esimene,aurren
817,zweiter::A,teine,bigarren
818,dritter::A,kolmas,hirugarren
819,letzter::A,viimane,azken
820,letzter::A,viimane,hondar
821,allein::ADV,üksi,bakarrik
822,auf einmal::ADV,korraga,batera
823,auf einmal::ADV,ühekorraga,batera
824,zusammen::ADV,koos,elkarrekin
825,zusammen::ADV,üheskoos,elkarrekin
826,lange::ADV,kaua,luzaro
827,plötzlich::ADV,äkki,bat-batean
828,plötzlich::ADV,järsku,bat-batean
829,sofort::ADV,kohe,berehala
830,später::ADV,hiljem,gero
831,jetzt::ADV,nüüd,orain
832,heute::ADV,täna,gaur
833,morgen::ADV,homme,bihar
834,bald::ADV,pea,aurki
835,bald::ADV,pea,laster
