,Concept_ID,hr,la
177,Pferd::N,konj,equus
178,Schaf::N,ovca,ovis
179,Schwein::N,svinja,sus
180,Schwein::N,svinja,porcus
181,Hund::N,pas,canis
182,Hund::N,pseto,canis
183,Katze::N,mačka,felis
184,Bär::N,medvjed,ursus
185,Eichhörnchen::N,vjeverica,sciurus
186,Elch::N,los,alces
187,Fuchs::N,lisica,vulpes
188,Hase::N,zec,lepus
189,Maus::N,miš,mus
190,Wolf::N,vuk,lupus
191,Wolf::N,kurjak,lupus
192,Vogel::N,ptica,avis
193,Schwarm::N,roj,examen
194,Schwarm::N,jato,examen
195,Huhn::N,kokoš,gallina
196,Hahn::N,kokot,gallus
197,Hahn::N,pijevac,gallus
198,Gans::N,guska,anser
199,Adler::N,orao,aquila
200,Ente::N,patka,anas
201,Eule::N,sova,ulula
202,Eule::N,sova,noctua
203,Kranich::N,ždral,grus
204,Krähe::N,vrana,cornix
205,Kuckuck::N,kukavica,cuculus
206,Schwan::N,labud,olor
207,Schwan::N,labud,cycnus
208,Fisch::N,riba,piscis
209,Barsch::N,grgeč,perca
210,Hecht::N,štuka,esox
211,Schlange[Tier]::N,guja,serpens
212,Schlange[Tier]::N,zmija,serpens
213,Wurm::N,crv,vermis
214,Spinne::N,pauk,aranea
215,Ameise::N,mrav,formica
216,Laus::N,uš,pediculus
217,Mücke::N,komarac,culex
218,Fliege::N,muha,musca
219,Schmetterling::N,leptir,papilio
220,Beere::N,boba,baca
221,Beere::N,bobica,baca
222,Apfel::N,jabuka,malum
223,Pilz::N,pečurka,fungus
224,Zwiebel::N,luk,cepa
225,Zwiebel::N,kapula,cepa
226,Saat::N,sjemenje,seges
227,Korn::N,zrno,granum
228,Heu::N,sijeno,faenum
229,Schale::N,kora,putamen
230,Schale::N,ljuska,putamen
231,Grube::N,jama,fovea
232,Falle::N,zamka,pedica
233,Falle::N,klopka,pedica
234,Schlinge::N,uzao,laqueus
235,Schlinge::N,petlja,laqueus
236,Spur::N,trag,vestigium
237,Spur::N,slijed,vestigium
238,Asche::N,pepeo,cinis
239,Dreck::N,blato,lutum
240,Eisen::N,željezo,ferrum
241,Gold::N,zlato,aurum
242,Silber::N,srebro,argentum
243,Kohle::N,ugalj,carbo
244,Kohle::N,ugljen,carbo
245,Glas::N,staklo,vitrum
246,Lehm::N,glina,lutum
247,Lehm::N,ilovača,lutum
248,Sand::N,pijesak,arena
249,Mensch::N,čovjek,homo
250,Mann::N,muškarac,vir
251,Frau::N,žena,mulier
252,Kind::N,čedo,puer
253,Kind::N,čedo,infans
254,Kind::N,dijete,puer
255,Kind::N,dijete,infans
256,Junge::N,momče,puer
257,Junge::N,dječak,puer
258,Mädchen::N,djevojka,puella
259,Mädchen::N,djevojčica,puella
260,Familie::N,obitelj,familia
261,Familie::N,porodica,familia
262,Großvater::N,djed,avus
263,Großmutter::N,baka,avia
264,Eltern::N,roditelji,parentes
265,Vater::N,otac,pater
266,Mutter::N,majka,mater
267,Sohn::N,sin,filius
268,Tochter::N,kći,filia
269,Tochter::N,kćerka,filia
270,Bruder::N,brat,frater
271,Schwester::N,sestra,soror
272,Onkel::N,čika,patruus
273,Onkel::N,čika,avunculus
274,Onkel::N,ujak,patruus
275,Onkel::N,ujak,avunculus
276,Tante::N,ujna,amita
277,Tante::N,tetka,amita
278,Ehemann::N,muž,maritus
279,Ehemann::N,suprug,maritus
280,Ehefrau::N,žena,uxor
281,Ehefrau::N,supruga,uxor
282,Freude::N,radost,gaudium
283,Freude::N,radost,laetitia
284,Gelächter::N,grohot,risus
285,Glück::N,sreća,felicitas
286,Kummer::N,jad,aegritudo
287,Kummer::N,briga,aegritudo
288,Wunsch::N,želja,voluntas
289,Wunsch::N,želja,desiderium
290,Lust::N,volja,libido
291,Lust::N,volja,voluptas
292,Geist::N,duh,mens
293,Geist::N,duh,animus
294,Gedanke::N,misao,sententia
295,Gedächtnis::N,pamćenje,memoria
296,Verstand::N,um,ratio
297,Verstand::N,um,ingenium
298,Verstand::N,razum,ratio
299,Verstand::N,razum,ingenium
300,Sinn::N,smisao,sensus
301,Sinn::N,značenje,sensus
302,Grund::N,razlog,causa
303,Wahrheit::N,istina,veritas
304,Gespräch::N,razgovor,sermo
305,Märchen::N,bajka,fabula
306,Erzählung::N,priča,fabula
307,Erzählung::N,priča,narratio
308,Erzählung::N,pripovijest,fabula
309,Erzählung::N,pripovijest,narratio
310,Nachricht::N,vijest,nuntius
311,Neuigkeit::N,novost,novitas
312,Name::N,ime,nomen
313,Rätsel::N,zagonetka,aenigma
314,Rede::N,govor,oratio
315,Rede::N,besjeda,oratio
316,Sprache::N,jezik,lingua
317,Stimme::N,glas,vox
318,Wort::N,riječ,verbum
319,Wort::N,riječ,vocabulum
320,Zeichen::N,znak,signum
321,Ruf::N,povik,clamor
322,Ruf::N,poklik,clamor
323,Lärm::N,buka,strepitus
324,Lärm::N,galama,strepitus
325,Laut::N,zvuk,sonus
326,Ton::N,ton,sonus
327,Lied::N,pjesma,carmen
328,Ruhe::N,tišina,quies
329,Ruhe::N,počinak,quies
330,Leute::N,ljudi,homines
331,Volk::N,puk,populus
332,Volk::N,narod,populus
333,Arbeit::N,rad,labor
334,Arbeit::N,posao,labor
335,Gast::N,gost,hospes
336,Gast::N,gost,conviva
337,Geschenk::N,dar,munus
338,Geschenk::N,poklon,munus
339,Spiel::N,igra,ludus
340,Gesellschaft::N,društvo,societas
341,Gesellschaft::N,kompanija,societas
342,Hilfe::N,pomoć,auxilium
343,Hilfe::N,pomoć,subsidium
344,Freund::N,prijatelj,amicus
345,Kamerad::N,drug,socius
346,Kamerad::N,drugar,socius
347,Angelegenheit::N,posao,res
348,Anzahl::N,broj,numerus
349,Anzahl::N,brojnost,numerus
350,Art::N,vid,genus
351,Art::N,vrst,genus
352,Stück::N,komad,frustum
353,Stück::N,komad,fragmentum
354,Teil::N,dio,pars
355,Hälfte::N,polovina,dimidium
356,Kreis::N,krug,orbis
357,Kreis::N,krug,circus
358,Kreuz::N,križ,crux
359,Linie::N,crta,linea
360,Strich::N,crta,lineamentum
361,Abstand::N,razmak,intervallum
362,Abstand::N,odstojanje,intervallum
363,Entfernung::N,udaljenost,spatium
364,Gegend::N,kraj,loca
365,Gegend::N,kraj,regio
366,Gegend::N,predeo,loca
367,Gegend::N,predeo,regio
368,Platz::N,mjesto,locus
369,Ort::N,mjesto,locus
370,Seite::N,bok,latus
371,Seite::N,strana,latus
372,Mitte::N,sredina,medium
373,Gegenstand::N,predmet,res
374,Sache::N,posao,res
375,Rand::N,rub,margo
376,Rand::N,kraj,margo
377,Kante::N,brid,angulus
378,Kante::N,ivica,angulus
379,Ecke::N,ugao,angulus
380,Spitze::N,vrh,cacumen
381,Spitze::N,šiljak,cacumen
382,Ende::N,konac,caput
383,Loch::N,rupa,foramen
384,Winkel::N,kut,angulus
385,Winkel::N,ugao,angulus
386,Muster::N,uzor,exemplum
387,Größe::N,veličina,magnitudo
388,Länge::N,duljina,longitudo
389,Höhe::N,visina,altitudo
390,Gewicht::N,težina,pondus
391,Menge::N,mnoštvo,copia
392,Menge::N,količina,copia
393,Haufen::N,hrpa,acervus
394,Haufen::N,gomila,acervus
395,Reihe::N,red,ordo
396,Boot::N,čun,navicula
397,Boot::N,čamac,navicula
398,Ruder::N,veslo,remus
399,Schlitten::N,saone,sclodia
400,Ski::N,ski,narta
401,Ski::N,smučka,narta
402,Lagerfeuer::N,logorska vatra,ignis
403,Last::N,tovar,onus
404,Gang::N,hod,cursus
405,Schritt::N,korak,gradus
406,Norden::N,sjever,septentriones
407,Süden::N,jug,meridies
408,Westen::N,zapad,occidens
409,Osten::N,istok,oriens
410,Holz::N,drvo,lignum
411,Brett::N,daska,tabula
412,Platte::N,ploča,lamina
413,Stütze::N,potpora,adminiculum
414,Stange::N,motka,pertica
415,Stock::N,štap,baculum
416,Stock::N,palica,baculum
417,Stab::N,štap,scipio
418,Stab::N,šipka,scipio
419,Rohr::N,cijev,tubus
420,Haus::N,kuća,aedes
421,Heim::N,dom,domicilium
422,Ofen::N,peć,fornax
423,Fußboden::N,pod,solum
424,Tisch::N,stol,mensa
425,Tisch::N,trpeza,mensa
426,Stuhl::N,stolac,sella
427,Stuhl::N,stolica,sella
428,Wiege::N,kolijevka,cunae
429,Bett::N,krevet,lectus
430,Bett::N,postelja,lectus
431,Regal::N,polica,foruli
432,Kiste::N,sanduk,cista
433,Fenster::N,prozor,fenestra
434,Tür::N,vrata,ianua
435,Tor::N,vrata,porta
436,Tor::N,kapija,porta
437,Zaun::N,plot,saepes
438,Zaun::N,ograda,saepes
439,Dach::N,krov,tectum
440,Leiter::N,ljestve,scalae
441,Leiter::N,ljestvice,scalae
442,Besen::N,metla,scopae
443,Spaten::N,ašov,pala
444,Schaufel::N,lopata,pala
445,Gabel::N,viljuška,fuscinula
446,Löffel::N,žlica,coclear
447,Messer::N,nož,culter
448,Nagel::N,čavao,clavus
449,Netz::N,mreža,rete
450,Haken::N,kuka,hamus
451,Griff::N,držak,manubrium
452,Griff::N,ručica,manubrium
453,Schloss::N,brava,claustra
454,Bild::N,slika,tabula
455,Bild::N,slika,pictura
456,Figur::N,figura,statunculum
457,Puppe::N,lutka,pupa
458,Beutel::N,kesa,sacculus
459,Bündel::N,snop,fascis
460,Bündel::N,svežanj,fascis
461,Tasche::N,torba,sacculus
462,Tasche::N,taška,sacculus
463,Eimer::N,kabao,situla
464,Deckel::N,poklopac,operculum
465,Geschirr::N,suđe,vasa
466,Geschirr::N,posuđe,vasa
467,Sack::N,džak,saccus
468,Sack::N,vreća,saccus
469,Tasse::N,šalica,pocillum
470,Topf::N,lonac,olla
471,Kessel::N,kazan,aenum
472,Essen::N,obrok,cena
473,Nahrung::N,hrana,cibus
474,Nahrung::N,hrana,alimenta
475,Speise::N,jelo,cibus
476,Fleisch::N,meso,caro
477,Getreide::N,žito,frumentum
478,Getreide::N,žitarice,frumentum
479,Brei::N,kaša,puls
480,Brot::N,kruh,panis
481,Scheibe::N,kriška,frustum
482,Fett::N,mast,pingue
483,Fett::N,salo,pingue
484,Butter::N,buter,butȳrum
485,Butter::N,maslac,butȳrum
486,Öl::N,ulje,oleum
487,Salz::N,sol,sal
488,Suppe::N,supa,ius
489,Honig::N,med,mel
490,Milch::N,mlijeko,lac
491,Tee::N,čaj,thea
492,Leder::N,koža,corium
493,Wolle::N,vuna,lana
494,Stoff::N,štof,textum
495,Stoff::N,tkanina,textum
496,Nadel::N,igla,acus
497,Faden::N,nit,filum
498,Faden::N,konac,filum
499,Knopf::N,dugme,bulla
500,Knoten::N,čvor,nodus
501,Knoten::N,uzao,nodus
502,Farbe::N,farba,pigmentum
503,Kleidung::N,odjeća,vestimenta
504,Hemd::N,košulja,tunica
505,Kragen::N,ovratnik,collare
506,Ärmel::N,rukav,manica
507,Hose::N,hlače,bracae
508,Gürtel::N,pas,cingulum
509,Gürtel::N,pojas,cingulum
510,Mütze::N,kapa,pilleus
511,Schuh::N,cipela,calceus
512,Stiefel::N,čizma,pero
513,Stiefel::N,čizma,caliga
514,Ring::N,prsten,anulus
515,Band::N,vrpca,redimiculum
516,Kamm::N,češalj,pecten
517,Spiegel::N,zrcalo,speculum
518,Spiegel::N,ogledalo,speculum
519,Riemen::N,kaiš,lorum
520,Riemen::N,remen,lorum
521,Schnur::N,vrpca,linum
522,Leine::N,uzica,retinaculum
523,Decke::N,ćebe,lodix
524,Decke::N,pokrivač,lodix
525,Kissen::N,jastuk,pulvinus
526,Tuch::N,rubac,velum
527,Tuch::N,marama,velum
528,Handtuch::N,ručnik,mantele
529,Kraft::N,snaga,vis
530,Stärke::N,jakost,robur
531,Gesundheit::N,zdravlje,valetudo
532,Krankheit::N,bolest,morbus
533,Schmerz::N,bol,dolor
534,Wunde::N,rana,vulnus
535,Fieber::N,groznica,febris
536,Arznei::N,lijek,remedium
537,Brücke::N,most,pons
538,Brücke::N,ćuprija,pons
539,Brunnen::N,bunar,puteus
540,Brunnen::N,zdenac,puteus
541,Weide::N,paša,pascua
542,Weide::N,pašnjak,pascua
543,Pfad::N,staza,semita
544,Weg::N,put,iter
545,Straße::N,drum,via
546,Straße::N,cesta,via
547,Dorf::N,selo,vicus
548,Stadt::N,grad,urbs
549,Stadt::N,grad,oppidum
550,Stadt::N,varoš,urbs
551,Stadt::N,varoš,oppidum
552,Brief::N,list,epistula
553,Brief::N,pismo,epistula
554,Buch::N,knjiga,liber
555,Buchstabe::N,slovo,littera
556,Zeitung::N,novine,diurnum
557,Leben::N,život,vita
558,Tod::N,smrt,mors
559,Grab::N,raka,sepulcrum
560,Kirche::N,crkva,ecclesia
561,Sünde::N,grijeh,peccatum
562,Gott::N,bog,deus
563,Arbeiter::N,radnik,operarius
564,Chef::N,šef,praefectus
565,Meister::N,majstor,magister
566,Arzt::N,liječnik,medicus
567,Lehrer::N,učitelj,magister
568,Geld::N,novac,aes
569,Geld::N,novac,pecunia
570,Geschäft::N,posao,negotium
571,Geschäft::N,trgovina,negotium
572,Laden::N,dućan,taberna
573,Preis::N,cijena,pretium
574,Ware::N,roba,merx
575,Nutzen::N,korist,utilitas
576,Reichtum::N,bogatstvo,opes
577,Reichtum::N,bogatstvo,divitiae
578,Welt::N,svijet,mundus
579,Land::N,zemlja,terra
580,Staat::N,država,res publica
581,König::N,kralj,rex
582,Macht::N,moć,potestas
583,Macht::N,vlast,potestas
584,Grenze::N,granica,limes
585,Krieg::N,rat,bellum
586,Feind::N,neprijatelj,inimicus
587,Gewalt::N,sila,vis
588,Gewalt::N,nasilje,vis
589,Kampf::N,boj,pugna
590,Kampf::N,borba,pugna
591,Bogen[Waffe]::N,luk,arcus
592,Pfeil::N,strijela,sagitta
593,Gewehr::N,puška,sclopetum
594,Fehler::N,pogreška,error
595,Fehler::N,griješka,error
596,Lüge::N,laž,mendacium
597,Schaden::N,šteta,damnum
598,Schaden::N,šteta,detrimentum
599,Unglück::N,nesreća,miseria
600,Unglück::N,nesreća,calamitas
601,Schuld::N,krivnja,culpa
602,Alter::N,dob,aetas
603,Schluss::N,kraj,finis
604,Schluss::N,konac,finis
605,Zeit::N,doba,tempus
606,Zeit::N,vrijeme,tempus
607,Tag::N,dan,dies
608,Morgen::N,jutro,mane
609,Mittag::N,podne,meridies
610,Abend::N,veče,vesper
611,Abend::N,večer,vesper
612,Nacht::N,noć,nox
613,Woche::N,sedmica,septimana
614,Monat::N,mjesec,mensis
615,Jahr::N,godina,annus
616,Frühling::N,proljeće,ver
617,Sommer::N,ljeto,aestas
618,Herbst::N,jesen,autumnus
619,Winter::N,zima,hiems
620,Januar::N,januar,Ianuarius
621,Januar::N,siječanj,Ianuarius
622,Februar::N,veljača,Februarius
623,Februar::N,februar,Februarius
624,März::N,mart,Martius
625,März::N,ožujak,Martius
626,April::N,april,Aprilis
627,April::N,travanj,Aprilis
628,Mai::N,maj,Maius
629,Mai::N,svibanj,Maius
630,Juni::N,juni,Iunius
631,Juni::N,lipanj,Iunius
632,Juli::N,juli,Iulius
633,Juli::N,srpanj,Iulius
634,August::N,august,Augustus
635,August::N,kolovoz,Augustus
636,September::N,rujan,September
637,September::N,septembar,September
638,Oktober::N,oktobar,Octobris
639,Oktober::N,listopad,Octobris
640,November::N,studeni,Novembris
641,November::N,novembar,Novembris
642,Dezember::N,prosinac,December
643,Montag::N,ponedjeljak,dies lunae
644,Montag::N,ponedjeljnik,dies lunae
645,Dienstag::N,utorak,dies Martis 
646,Dienstag::N,utornik,dies Martis 
647,Mittwoch::N,srijeda,dies Mercurii
648,Donnerstag::N,četvrtak,dies Iovis
649,Freitag::N,petak,dies Veneris
650,Samstag::N,subota,dies Saturni
651,Sonntag::N,nedjelja,dominicus
652,Sonntag::N,nedjelja,dies solis
653,groß::A,velik,magnus
654,klein::A,mali,parvus
655,klein::A,malen,parvus
656,lang::A,dug,longus
657,lang::A,dugačak,longus
658,kurz::A,kratak,brevis
659,breit::A,širok,latus
660,schmal::A,uski,angustus
661,schmal::A,uzak,angustus
662,dicht::A,gust,densus
663,dick[Gegenstand]::A,debeo,crassus
664,dünn::A,tanak,tenuis
665,fein::A,fin,subtilis
666,fein::A,tanak,subtilis
667,fest::A,čvrst,solidus
668,fest::A,čvrst,stabilis
669,flach::A,ravan,planus
670,flach::A,plosnat,planus
671,glatt::A,gladak,levis
672,hart::A,tvrd,durus
673,weich::A,mek,mollis
674,weich::A,mekan,mollis
675,rund::A,okrugao,rotundus
676,spitz::A,oštar,acutus
677,spitz::A,šiljast,acutus
678,scharf::A,oštar,acer
679,scharf::A,bridak,acer
680,stumpf::A,tup,hebes
681,schwer::A,težak,gravis
682,schön::A,krasan,pulcher
683,schön::A,krasan,formosus
684,heiß::A,vruć,fervidus
685,warm::A,topao,calidus
686,kalt::A,hladan,frigidus
687,kühl::A,hladan,frigidus
688,frisch::A,svjež,recens
689,feucht::A,vlažan,umidus
690,nass::A,mokar,madidus
691,trocken::A,suh,aridus
692,voll::A,pun,plenus
693,leer::A,prazan,vacuus
694,offen::A,otvoren,apertus
695,geschlossen::A,zatvoren,clausus
696,sauber::A,čist,lautus
697,schmutzig::A,nečist,sordidus
698,schmutzig::A,blatan,sordidus
699,roh::A,sirov,crudus
700,reif::A,zreo,maturus
701,lecker::A,tečan,delicatus
702,lecker::A,ukusan,delicatus
703,süß::A,sladak,dulcis
704,bitter::A,gorak,amarus
705,bitter::A,gorak,acerbus
706,sauer::A,kiseo,acidus
707,hell::A,vedar,clarus
708,hell::A,svijetao,clarus
709,dunkel::A,taman,obscurus
710,schwarz::A,crn,niger
711,weiß::A,bio,albus
712,weiß::A,bijel,albus
713,rot::A,crven,ruber
714,gelb::A,žut,flavus
715,blau::A,plav,caeruleus
716,blau::A,modar,caeruleus
717,grün::A,zelen,viridis
718,grau::A,siv,canus
719,bunt::A,šaren,varius
720,billig::A,jeftin,vilis
721,teuer::A,skup,carus
722,wertvoll::A,vrijedan,pretiosus
723,wertvoll::A,dragocjen,pretiosus
724,blind::A,slijep,caecus
725,taub::A,gluh,surdus
726,kräftig::A,snažan,robustus
727,stark::A,jak,firmus
728,stark::A,jak,validus
729,stark::A,snažan,firmus
730,stark::A,snažan,validus
731,schwach::A,slab,debilis
732,schwach::A,slab,infirmus
733,fett::A,pretio,crassus
734,schlank::A,vitak,procerus
735,hübsch::A,zgodan,pulcher
736,böse::A,zao,improbus
737,böse::A,opak,improbus
738,dumm::A,glup,stultus
739,dumm::A,glup,stupidus
740,faul::A,lijen,piger
741,fleißig::A,radin,sedulus
742,fleißig::A,marljiv,sedulus
743,geizig::A,škrt,avarus
744,klug::A,razborit,prudens
745,geschickt::A,vješt,sollers
746,lieb::A,drag,carus
747,lustig::A,veseo,iocosus
748,sanft::A,blag,clemens
749,hungrig::A,gladan,impastus
750,krank::A,bolestan,aeger
751,nackt::A,nag,nudus
752,traurig::A,tužan,maestus
753,traurig::A,žalostan,maestus
754,lebendig::A,živ,vivus
755,gut::A,dobar,bonus
756,schlecht::A,loš,malus
757,schlecht::A,rđav,malus
758,richtig::A,tačan,rectus
759,richtig::A,ispravan,rectus
760,schlimm::A,zao,malus
761,schlimm::A,zločest,malus
762,wahr::A,istinit,verus
763,alt::A,star,antiquus
764,neu::A,nov,novus
765,ehemalig::A,bivši,pristinus
766,alt[Lebewesen]::A,star,vetus
767,jung::A,mlad,iuvenis
768,arm::A,ubog,pauper
769,arm::A,siromašan,pauper
770,reich::A,bogat,dives
771,bekannt::A,poznat,notus
772,berühmt::A,čuven,celeber
773,berühmt::A,čuven,illustris
774,berühmt::A,slavan,celeber
775,berühmt::A,slavan,illustris
776,fremd::A,tuđ,peregrinus
777,fremd::A,stran,peregrinus
778,verschieden::A,razan,varius
779,verschieden::A,različan,varius
780,nah::A,blizak,propinquus
781,fern::A,dalek,longinquus
782,fern::A,daljnji,longinquus
783,linker::A,lijevi,sinister
784,rechter::A,desni,dexter
785,anderer::A,drugi,alius
786,anderer::A,drugačiji,alius
787,erster::A,prvi,primus
788,zweiter::A,drugi,secundus
789,dritter::A,treći,tertius
790,letzter::A,zadnji,ultimus
791,allein::ADV,sam,solum
792,auf einmal::ADV,istodobno,simul
793,zusammen::ADV,skupa,una
794,zusammen::ADV,zajedno,una
795,lange::ADV,dugo,diu
796,plötzlich::ADV,naglo,subito
797,plötzlich::ADV,naglo,repente
798,plötzlich::ADV,iznenada,subito
799,plötzlich::ADV,iznenada,repente
800,sofort::ADV,odmah,statim
801,später::ADV,kasnije,postea
802,jetzt::ADV,sad,nunc
803,jetzt::ADV,sada,nunc
804,heute::ADV,danas,hodie
805,morgen::ADV,sutra,cras
806,bald::ADV,skoro,mox
807,bald::ADV,doskora,mox
808,dann::ADV,zatim,deinde
809,gestern::ADV,juče,heri
810,gestern::ADV,jučer,heri
811,einst::ADV,negda,olim
812,einst::ADV,nekada,olim
813,damals::ADV,tada,tum
814,damals::ADV,onda,tum
815,danach::ADV,poslije,postea
816,danach::ADV,nakon toga,postea
817,vorher::ADV,prije,antea
818,vorher::ADV,prije toga,antea
819,zuerst::ADV,prvo,primo
820,zuerst::ADV,najprije,primo
821,einmal::ADV,jednom,semel
822,einmal::ADV,jedanput,semel
823,manchmal::ADV,katkad,interdum
824,manchmal::ADV,katkada,interdum
825,oft::ADV,često,saepe
826,immer::ADV,vazda,semper
827,immer::ADV,uvijek,semper
828,niemals::ADV,nikad,numquam
829,niemals::ADV,nikada,numquam
830,hier::ADV,tu,hic
831,hier::ADV,ovdje,hic
832,hierhin::ADV,amo,huc
833,hierhin::ADV,ovamo,huc
834,von hier::ADV,odavde,hinc
835,dort::ADV,ondje,ibi
836,dorthin::ADV,onamo,eo
837,geradeaus::ADV,ravno,recte
838,vorwärts::ADV,naprijed,porro
839,rückwärts::ADV,natrag,retro
840,zurück::ADV,nazad,retro
841,zurück::ADV,natrag,retro
842,unten::ADV,dolje,infra
843,hinab::ADV,nizbrdo,pessum
